,MEU FP Equity_DX_SI_QTY,MEU FP Equity_DX_SHORT_INTEREST_VALUE,MEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MEU FP Equity_DX_SI_MV,MEU FP Equity_DX_DSS,MEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MEU FP Equity_DX_SUPPLY_SI_QTY,MEU FP Equity_DX_BROKER_SI_QTY,MEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MEU FP Equity_DX_BROKER_SI_MV_NEW_x,MEU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MEU FP Equity_DX_SUPPLY_SI_QTY_INC_x,MEU FP Equity_DX_BROKER_SI_MV_INC_x,MEU FP Equity_DX_SUPPLY_SI_MV_NEW,MEU FP Equity_DX_BROKER_SI_QTY_ADD,MEU FP Equity_DX_BROKER_SI_QTY_NEW,MEU FP Equity_DX_SUPPLY_SI_MV_DEC,MEU FP Equity_DX_BROKER_SI_QTY_INC,MEU FP Equity_DX_SUPPLY_SI_QTY_DEC,MEU FP Equity_DX_BROKER_SI_MV_NEW_y,MEU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MEU FP Equity_DX_BROKER_SI_MV_INC_y,MEU FP Equity_DX_SUPPLY_SI_QTY_INC_y,MEU FP Equity_DX_BROKER_SI_MV_ADD,MEU FP Equity_DX_SUPPLY_SI_QTY_ADD,MEU FP Equity_DX_BROKER_SI_QTY_DEC,MEU FP Equity_DX_SUPPLY_SI_MV,MEU FP Equity_DX_BROKER_SI_MV_DEC,MEU FP Equity_DX_SUPPLY_SI_MV_RMV,MEU FP Equity_DX_BROKER_SI_MV_RMV,MEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MEU FP Equity_DX_UTILIZATION_QUANTITY,MEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MEU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MEU FP Equity_DX_ACTIVE_UTILIZATION_MV,MEU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MEU FP Equity_DX_BROKER_SI_CON_RATIO,MEU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MEU FP Equity_DX_DEMAND_SUPPLY_RATIO,MEU FP Equity_PX_LAST
2024-06-28,535.0,99408.35,0.27,0.01,0.1,,99408.35,289.0,535.0,53699.09,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,46.0,0.5032,54.0,0.3762,185.81
2024-07-01,535.0,99756.1,0.27,0.01,0.1,,99756.1,289.0,535.0,53886.94,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,45.82,0.5035,54.18,0.3762,186.46
2024-07-02,535.0,99312.05,0.26,0.01,0.1,,99312.05,289.0,535.0,53647.07,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,46.04,0.5031,53.96,0.3762,185.63
2024-07-03,535.0,100007.55,0.26,0.01,0.1,,100007.55,289.0,535.0,54022.77,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,45.68,0.5037,54.32,0.3762,186.93
2024-07-04,535.0,100596.05,0.31,0.01,0.1,,100596.05,289.0,535.0,54340.67,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,45.78,0.5036,54.22,0.3762,188.03
2024-07-05,535.0,100403.45,0.33,0.01,0.1,,100403.45,289.0,535.0,54236.63,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,45.96,0.5033,54.04,0.3762,187.67
2024-07-08,535.0,100360.65,0.34,0.01,0.1,,100360.65,289.0,535.0,54213.51,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,46.0,0.5032,54.0,0.3762,187.59
2024-07-09,535.0,99435.1,0.37,0.01,0.1,,99435.1,289.0,535.0,53713.54,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,46.25,0.5028,53.75,0.3762,185.86
2024-07-10,535.0,100376.7,0.37,0.01,0.1,,100376.7,289.0,535.0,54222.18,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,45.7,0.5037,54.3,0.3762,187.62
2024-07-11,535.0,100879.6,0.38,0.01,0.1,,100879.6,289.0,535.0,54493.84,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,45.74,0.5036,54.26,0.3762,188.56
2024-07-12,535.0,101885.4,0.39,0.01,0.1,,101885.4,289.0,535.0,55037.16,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,45.66,0.5038,54.34,0.3762,190.44
2024-07-15,535.0,100804.7,0.34,0.01,0.1,,100804.7,289.0,535.0,54453.38,,,,,,,,,,,,,,,,,,0.06,,,,100.0,20.32,0.0,0.0,,0.0,100.0,46.27,0.5028,53.73,0.3762,188.42
2024-07-16,7089.0,1331526.87,4.47,0.18,1.35,,1331526.87,289.0,7089.0,54282.87,,,,1.25,,,,,6554.0,,,,1.25,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,4.02,0.9228,95.98,4.9852,187.83
2024-07-17,533.0,99660.34,0.34,0.01,0.1,,99660.34,289.0,533.0,54037.22,,,,,,,,,,,,,,,,,6556.0,0.05,1.25,,,100.0,20.32,0.0,0.0,,0.0,100.0,45.77,0.5036,54.23,0.3748,186.98
2024-07-18,533.0,99367.19,0.35,0.01,0.1,,99367.19,289.0,533.0,53878.27,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,45.82,0.5035,54.18,0.3748,186.43
2024-07-19,7733.0,1431378.3,5.08,0.19,1.44,,1431378.3,289.0,7733.0,53493.9,,,,,,7200.0,,,,,,,,,1.34,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,3.71,0.8699,93.14,5.4381,185.1
2024-07-22,7733.0,1446766.97,4.83,0.19,1.44,,1446766.97,289.0,7733.0,54069.01,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,3.77,0.8686,93.07,5.4381,187.09
2024-07-23,7733.0,1448545.56,4.43,0.19,1.45,,1448545.56,289.0,7733.0,54135.48,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,3.74,0.8693,93.11,5.4381,187.32
2024-07-24,7733.0,1439884.6,2.12,0.19,1.45,,1439884.6,289.0,7733.0,53811.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.32,0.0,0.0,,0.0,100.0,3.74,0.8692,93.1,5.4381,186.2
2024-07-25,7733.0,1429058.4,1.74,0.19,1.44,,1429058.4,289.0,7733.0,53407.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,3.71,0.8697,93.13,5.4458,184.8
2024-07-26,7733.0,1440889.89,1.71,0.19,1.44,,1440889.89,289.0,7733.0,53849.37,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,3.76,0.8689,93.08,5.4458,186.33
2024-07-29,7733.0,1437023.39,1.67,0.19,1.44,,1437023.39,289.0,7733.0,53704.87,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,3.73,0.8694,93.12,5.4458,185.83
2024-07-30,7733.0,1440425.91,1.66,0.19,1.44,,1440425.91,289.0,7733.0,53832.03,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,3.75,0.8691,93.1,5.4458,186.27
2024-07-31,7733.0,1454577.3,1.64,0.19,1.45,,1454577.3,289.0,7733.0,54360.9,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,3.76,0.869,93.09,5.4458,188.1
2024-08-01,5233.0,969831.89,1.12,0.13,0.97,,969831.89,289.0,5233.0,53560.37,,,,,,,,,,,,,,,,,2500.0,0.05,0.46,,,100.0,20.35,0.0,0.0,,0.0,100.0,5.46,0.813,89.88,3.6852,185.33
2024-08-02,5233.0,946649.7,1.16,0.13,0.97,,946649.7,289.0,5233.0,52280.1,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,5.39,0.8142,89.95,3.6852,180.9
2024-08-05,5233.0,926502.65,1.12,0.13,0.95,,926502.65,289.0,5233.0,51167.45,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,5.41,0.8136,89.92,3.6852,177.05
2024-08-06,6533.0,1159542.17,1.35,0.16,1.16,,1159542.17,289.0,6533.0,51294.61,,,,0.21,,,,,1300.0,,,,0.21,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,4.43,0.8467,91.83,4.6007,177.49
2024-08-07,5033.0,906543.96,1.03,0.13,0.89,,906543.96,289.0,5033.0,52054.68,,,,,,,,,,,,,,,,,1500.0,0.05,0.26,,,100.0,20.35,0.0,0.0,,0.0,100.0,5.82,0.8037,89.33,3.5444,180.12
2024-08-08,2933.0,529142.53,0.52,0.07,0.53,,529142.53,289.0,2933.0,52138.49,,,,,,,,,,,,,,,,,2100.0,0.05,0.37,,,100.0,20.35,0.0,0.0,,0.0,100.0,9.86,0.6861,81.82,2.0655,180.41
2024-08-09,2933.0,532134.19,0.52,0.07,0.53,,532134.19,289.0,2933.0,52433.27,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,9.9,0.6856,81.78,2.0655,181.43
2024-08-12,3222.0,584309.7,0.57,0.08,0.58,,531899.55,289.0,2933.0,52410.15,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.35,0.0,0.0,,0.0,100.0,17.92,0.5929,74.5,2.269,181.35
2024-08-13,244.0,44508.04,0.04,0.01,0.04,,44508.04,0.0,244.0,0.0,,,,,,,,0.05,,289.0,,,,,,,2689.0,0.0,0.48,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1718,182.41
2024-08-14,244.0,44713.0,0.04,0.01,0.04,,44713.0,0.0,244.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1718,183.25
2024-08-15,244.0,45298.6,0.04,0.01,0.04,,45298.6,0.0,244.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1718,185.65
2024-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,244.0,0.0,0.04,,,0.0,0.0,1420.0,264134.2,,0.16,0.0,,0.0,,0.0,186.01
2024-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1420.0,265923.4,,0.16,0.0,,0.0,,0.0,187.27
2024-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1420.0,264546.0,,0.16,0.0,,0.0,,0.0,186.3
2024-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1420.0,265355.4,,0.16,0.0,,0.0,,0.0,186.87
2024-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1420.0,266548.2,,0.16,0.0,,0.0,,0.0,187.71
2024-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1420.0,267883.0,,0.16,0.0,,0.0,,0.0,188.65
2024-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1420.0,267954.0,,0.16,0.0,,0.0,,0.0,188.7
2024-08-27,4200.0,793254.0,0.56,0.11,0.8,,793254.0,0.0,4200.0,0.0,,,,,,4200.0,,,,,,,,,0.8,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.9577,188.87
2024-08-28,7800.0,1478256.0,1.04,0.19,1.48,,1478256.0,0.0,7800.0,0.0,,,,0.68,,,,,3600.0,,,,0.68,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.493,189.52
2024-08-29,7800.0,1491360.0,1.03,0.19,1.48,,1491360.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.493,191.2
2024-08-30,8038.0,1536302.94,1.06,0.2,1.53,,1490814.0,238.0,7800.0,45488.94,,,,,,,,,,,,,,,,238.0,,0.05,,,,100.0,14.35,0.0,0.0,,0.0,100.0,2.97,0.9424,97.03,4.848,191.13
2024-09-02,7889.0,1507666.79,1.05,0.2,1.51,,1490658.0,89.0,7800.0,17008.79,,,,,,,,0.03,,149.0,,,,,,,,0.02,,,,100.0,6.27,0.0,0.0,,0.0,100.0,1.13,0.9777,98.87,5.5556,191.11
2024-09-03,3689.0,698106.36,0.5,0.09,0.7,,681264.0,89.0,3600.0,16842.36,,,,,,,,,,,,,,,,,4200.0,0.02,0.8,,,100.0,6.27,0.0,0.0,,0.0,100.0,2.42,0.9528,97.58,2.5979,189.24
2024-09-04,89.0,16677.71,0.02,0.0,0.02,,0.0,89.0,0.0,16677.71,,,,,,,,,,,,,,,,,3600.0,0.02,0.68,,,100.0,6.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0627,187.39
2024-09-05,549.0,102251.25,0.12,0.01,0.1,,37250.0,549.0,200.0,102251.25,,,175.0,,,200.0,,,,,,,,175.0,0.04,285.0,,0.1,,,,100.0,38.66,0.0,0.0,,0.0,100.0,24.34,0.6317,75.66,0.3866,186.25
2024-09-06,285.0,52568.25,0.06,0.01,0.05,,36890.0,285.0,200.0,52568.25,,,,,,,,0.05,,264.0,,,,,,,,0.05,,,,100.0,20.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2007,184.45
2024-09-09,282.0,52454.82,0.06,0.01,0.05,,37202.0,282.0,200.0,52454.82,,,,,,,,0.0,,3.0,,,,,,,,0.05,,,,100.0,19.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1986,186.01
2024-09-10,403.0,74490.52,0.09,0.01,0.07,,36968.0,403.0,200.0,74490.52,,,121.0,,,,,,,,,,,121.0,,,,0.08,,,,100.0,28.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2838,184.84
2024-09-11,3135.0,579880.95,0.7,0.08,0.58,,478887.33,835.0,2589.0,154449.95,,,89.0,0.02,,2300.0,,0.03,89.0,157.0,,,0.02,89.0,0.42,500.0,,0.15,,,,100.0,41.56,0.0,0.0,,0.0,100.0,9.35,0.8306,90.65,1.5605,184.97
2024-09-12,3105.0,578989.35,0.68,0.08,0.57,,482770.83,805.0,2589.0,150108.35,,,,,,,,0.01,,30.0,,,,,,,,0.15,,,,100.0,41.93,0.0,0.0,,0.0,100.0,9.4,0.8296,90.6,1.6172,186.47
2024-09-13,2089.0,392251.53,0.46,0.05,0.39,,392251.53,289.0,2089.0,54265.53,,,,,,,,0.09,,516.0,,,,,,,500.0,0.05,0.09,,,100.0,15.05,0.0,0.0,,0.0,100.0,13.9,0.7606,86.1,1.088,187.77
2024-09-16,2089.0,391687.5,0.48,0.05,0.39,,391687.5,289.0,2089.0,54187.5,,,,,,,,,,,,,,,,,,0.05,,,,100.0,15.05,0.0,0.0,,0.0,100.0,13.8,0.7621,86.2,1.088,187.5
2024-09-17,2089.0,392982.68,0.46,0.05,0.39,,392982.68,289.0,2089.0,54366.68,,,,,,,,,,,,,,,,,,0.05,,,,100.0,15.05,0.0,0.0,,0.0,100.0,13.81,0.762,86.19,1.088,188.12
2024-09-18,289.0,54066.12,0.07,0.01,0.05,,54066.12,289.0,289.0,54066.12,,,,,,,,,,,,,,,,,1800.0,0.05,0.34,,,100.0,20.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2035,187.08
2024-09-19,395.0,74935.45,0.11,0.01,0.07,,54826.19,395.0,289.0,74935.45,,,,,,,,,,,,,,,,106.0,,0.07,,,,100.0,25.88,0.0,0.0,,0.0,100.0,26.59,0.6096,73.41,0.2588,189.71
2024-09-20,395.0,73849.2,0.11,0.01,0.07,,54031.44,395.0,289.0,73849.2,,,,,,,,,,,,,,,,,,0.08,,,,100.0,25.88,0.0,0.0,,0.0,100.0,27.15,0.6044,72.85,0.2588,186.96
2024-09-23,395.0,74188.9,0.11,0.01,0.07,,54279.98,395.0,289.0,74188.9,,,,,,,,,,,,,,,,,,0.07,,,,100.0,25.88,0.0,0.0,,0.0,100.0,26.78,0.6079,73.22,0.2588,187.82
2024-09-24,395.0,74706.35,0.11,0.01,0.07,,54658.57,395.0,289.0,74706.35,,,,,,,,,,,,,,,,,,0.07,,,,100.0,25.88,0.0,0.0,,0.0,100.0,26.73,0.6083,73.27,0.2588,189.13
2024-09-25,490.0,92575.7,0.14,0.01,0.09,,54600.77,490.0,289.0,92575.7,,,95.0,,,,,,,,,,,95.0,,,,0.09,,,,100.0,30.23,0.0,0.0,,0.0,100.0,41.08,0.5159,58.92,0.3023,188.93
2024-09-26,490.0,93673.3,0.14,0.01,0.09,,55248.13,490.0,289.0,93673.3,,,,,,,,,,,,,,,,,,0.09,,,,100.0,30.23,0.0,0.0,,0.0,100.0,40.75,0.5171,59.25,0.3023,191.17
2024-09-27,490.0,94163.3,0.14,0.01,0.09,,55537.13,490.0,289.0,94163.3,,,,,,,,,,,,,,,,,,0.09,,,,100.0,30.23,0.0,0.0,,0.0,100.0,40.93,0.5165,59.07,0.3023,192.17
2024-09-30,490.0,93193.1,0.14,0.01,0.09,,54964.91,490.0,289.0,93193.1,,,,,,,,,,,,,,,,,,0.09,,,,100.0,30.23,0.0,0.0,,0.0,100.0,41.28,0.5152,58.72,0.3023,190.19
2024-10-01,490.0,92830.5,0.13,0.01,0.09,,54751.05,490.0,289.0,92830.5,,,,,,,,,,,,,,,,,,0.09,,,,100.0,30.23,0.0,0.0,,0.0,100.0,41.12,0.5158,58.88,0.3023,189.45
2024-10-02,384.0,72825.6,0.1,0.01,0.07,,54808.85,384.0,289.0,72825.6,,,,,,,,0.02,,106.0,,,,,,,,0.07,,,,100.0,25.35,0.0,0.0,,0.0,100.0,24.73,0.6277,75.27,0.2535,189.65
2024-10-03,384.0,72165.12,0.1,0.01,0.07,,54311.77,384.0,289.0,72165.12,,,,,,,,,,,,,,,,,,0.07,,,,100.0,25.35,0.0,0.0,,0.0,100.0,24.92,0.6258,75.08,0.2535,187.93
2024-10-04,384.0,72549.12,0.17,0.01,0.07,,54600.77,384.0,289.0,72549.12,,,,,,,,,,,,,,,,,,0.07,,,,100.0,25.35,0.0,0.0,,0.0,100.0,24.68,0.6283,75.32,0.2535,188.93
2024-10-07,384.0,72614.4,0.17,0.01,0.07,,54649.9,384.0,289.0,72614.4,,,,,,,,,,,,,,,,,,0.07,,,,100.0,25.35,0.0,0.0,,0.0,100.0,24.73,0.6277,75.27,0.2535,189.1
2024-10-08,384.0,72180.48,0.16,0.01,0.07,,54323.33,384.0,289.0,72180.48,,,,,,,,,,,,,,,,,,0.07,,,,100.0,25.35,0.0,0.0,,0.0,100.0,24.85,0.6265,75.15,0.2535,187.97
2024-10-09,371.0,70215.46,0.16,0.01,0.07,,52235.76,384.0,276.0,72675.84,,,,,,,,,,,,,,,,,13.0,0.07,0.0,,,100.0,25.35,0.0,0.0,,0.0,100.0,25.48,0.6202,74.52,0.2449,189.26
2024-10-10,371.0,70089.32,0.16,0.01,0.07,,52141.92,371.0,276.0,70089.32,,,,,,,,0.0,,13.0,,,,,,,,0.07,,,,100.0,24.49,0.0,0.0,,0.0,100.0,25.64,0.6187,74.36,0.2449,188.92
2024-10-11,371.0,70475.16,0.16,0.01,0.07,,52428.96,371.0,276.0,70475.16,,,,,,,,,,,,,,,,,,0.07,,,,100.0,24.49,0.0,0.0,,0.0,100.0,25.5,0.62,74.5,0.2449,189.96
2024-10-14,371.0,70708.89,0.15,0.01,0.07,,52602.84,371.0,276.0,70708.89,,,,,,,,,,,,,,,,,,0.07,,,,100.0,24.49,0.0,0.0,,0.0,100.0,25.5,0.62,74.5,0.2449,190.59
2024-10-15,371.0,70174.65,0.13,0.01,0.07,,52205.4,371.0,276.0,70174.65,,,,,,,,,,,,,,,,,,0.07,,,,100.0,24.49,0.0,0.0,,0.0,100.0,25.73,0.6178,74.27,0.2449,189.15
2024-10-16,371.0,70063.35,0.12,0.01,0.07,,52122.6,371.0,276.0,70063.35,,,,,,,,,,,,,,,,,,0.07,,,,100.0,24.49,0.0,0.0,,0.0,100.0,25.62,0.6188,74.38,0.2449,188.85
2024-10-17,371.0,70701.47,0.11,0.01,0.07,,52597.32,371.0,276.0,70701.47,,,,,,,,,,,,,,,,,,0.07,,,,100.0,24.49,0.0,0.0,,0.0,100.0,25.43,0.6207,74.57,0.2449,190.57
2024-10-18,371.0,70868.42,0.11,0.01,0.07,,52721.52,371.0,276.0,70868.42,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.56,0.6195,74.44,0.3918,191.02
2024-10-21,371.0,70386.12,0.11,0.01,0.07,,52362.72,371.0,276.0,70386.12,,,,,,,,,,,,,,,,,,0.07,,,,100.0,32.2,0.0,0.0,,0.0,100.0,25.73,0.6178,74.27,0.322,189.72
2024-10-22,371.0,70267.4,0.11,0.01,0.07,,52274.4,371.0,276.0,70267.4,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.64,0.6187,74.36,0.3918,189.4
2024-10-23,371.0,70018.83,0.11,0.01,0.07,,52089.48,371.0,276.0,70018.83,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.66,0.6185,74.34,0.3918,188.73
2024-10-24,371.0,70070.77,0.11,0.01,0.07,,52128.12,371.0,276.0,70070.77,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.59,0.6191,74.41,0.3918,188.87
2024-10-25,371.0,70059.64,0.11,0.01,0.07,,52119.84,371.0,276.0,70059.64,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.61,0.619,74.39,0.3918,188.84
2024-10-28,371.0,70345.31,0.1,0.01,0.07,,52332.36,371.0,276.0,70345.31,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.6,0.619,74.4,0.3918,189.61
2024-10-29,371.0,69926.08,0.11,0.01,0.07,,52020.48,371.0,276.0,69926.08,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.72,0.6179,74.28,0.3918,188.48
2024-10-30,371.0,69046.81,0.11,0.01,0.07,,51366.36,371.0,276.0,69046.81,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.85,0.6167,74.15,0.3918,186.11
2024-10-31,371.0,68252.87,0.11,0.01,0.07,,50775.72,371.0,276.0,68252.87,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.83,0.6168,74.17,0.3918,183.97
2024-11-01,371.0,69017.13,0.11,0.01,0.07,,51344.28,371.0,276.0,69017.13,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.4,0.621,74.6,0.3918,186.03
2024-11-04,371.0,68709.2,0.11,0.01,0.07,,51115.2,371.0,276.0,68709.2,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.68,0.6183,74.32,0.3918,185.2
2024-11-05,371.0,68753.72,0.11,0.01,0.07,,51148.32,371.0,276.0,68753.72,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.58,0.6192,74.42,0.3918,185.32
2024-11-06,371.0,68379.01,0.11,0.01,0.07,,50869.56,371.0,276.0,68379.01,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.71,0.618,74.29,0.3918,184.31
2024-11-07,371.0,68846.47,0.11,0.01,0.07,,51217.32,371.0,276.0,68846.47,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.49,0.6202,74.51,0.3918,185.57
2024-11-08,379.0,69834.54,0.11,0.01,0.07,,50855.76,379.0,276.0,69834.54,,,8.0,,,,,,,,,,,8.0,,,,0.07,,,,100.0,39.69,0.0,0.0,,0.0,100.0,25.2,0.5922,72.68,0.3969,184.26
2024-11-11,379.0,70653.18,0.11,0.01,0.07,,51451.92,379.0,276.0,70653.18,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.69,0.0,0.0,,0.0,100.0,24.86,0.5958,73.05,0.3969,186.42
2024-11-12,379.0,69212.98,0.12,0.01,0.07,,50403.12,379.0,276.0,69212.98,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.69,0.0,0.0,,0.0,100.0,25.44,0.5896,72.42,0.3969,182.62
2024-11-13,371.0,67781.7,0.24,0.01,0.07,,50425.2,371.0,276.0,67781.7,,,,,,,,0.0,,8.0,,,,,,,,0.07,,,,100.0,38.85,0.0,0.0,,0.0,100.0,25.62,0.6189,74.38,0.3885,182.7
2024-11-14,371.0,68479.18,0.12,0.01,0.07,,50944.08,371.0,276.0,68479.18,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.42,0.6208,74.58,0.3918,184.58
2024-11-15,1401.0,256551.12,0.47,0.04,0.26,,144847.92,886.0,791.0,162244.32,,,,,,515.0,,,,,,,,,0.09,515.0,,0.16,,,,100.0,60.6,0.0,0.0,,0.0,100.0,19.64,0.584,73.54,0.9583,183.12
2024-11-18,371.0,68008.01,0.12,0.01,0.07,,50593.56,371.0,276.0,68008.01,,,,,,,,0.09,,515.0,,,,,,,515.0,0.07,0.09,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.6,0.619,74.4,0.3918,183.31
2024-11-19,371.0,67711.21,0.12,0.01,0.07,,50372.76,371.0,276.0,67711.21,,,,,,,,,,,,,,,,,,0.07,,,,100.0,35.27,0.0,0.0,,0.0,100.0,25.7,0.6181,74.3,0.3527,182.51
2024-11-20,371.0,67666.69,0.12,0.01,0.07,,50339.64,371.0,276.0,67666.69,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.62,0.6189,74.38,0.3918,182.39
2024-11-21,371.0,67993.17,0.12,0.01,0.07,,50582.52,371.0,276.0,67993.17,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.53,0.6198,74.47,0.3918,183.27
2024-11-22,371.0,68827.92,0.12,0.01,0.07,,51203.52,371.0,276.0,68827.92,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.18,0.0,0.0,,0.0,100.0,25.39,0.6211,74.61,0.3918,185.52
