,ALAIR FP Equity_DX_SI_QTY,ALAIR FP Equity_DX_SHORT_INTEREST_VALUE,ALAIR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAIR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAIR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAIR FP Equity_DX_SI_MV,ALAIR FP Equity_DX_DSS,ALAIR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAIR FP Equity_DX_SUPPLY_SI_QTY,ALAIR FP Equity_DX_BROKER_SI_QTY,ALAIR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAIR FP Equity_DX_BROKER_SI_QTY_ADD,ALAIR FP Equity_DX_SUPPLY_SI_MV_DEC,ALAIR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAIR FP Equity_DX_BROKER_SI_MV_ADD,ALAIR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAIR FP Equity_DX_BROKER_SI_QTY_DEC,ALAIR FP Equity_DX_SUPPLY_SI_MV,ALAIR FP Equity_DX_BROKER_SI_MV_DEC,ALAIR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAIR FP Equity_DX_UTILIZATION_QUANTITY,ALAIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAIR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAIR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAIR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAIR FP Equity_DX_BROKER_SI_CON_RATIO,ALAIR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAIR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAIR FP Equity_PX_LAST
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,112.0,0.0,0.0,0.0,,0.0,1.6
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,105.7,0.0,0.0,0.0,,0.0,1.51
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,105.7,0.0,0.0,0.0,,0.0,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,105.7,0.0,0.0,0.0,,0.0,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,105.0,0.0,0.0,0.0,,0.0,1.5
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,103.6,0.0,0.0,0.0,,0.0,1.48
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,102.2,0.0,0.0,0.0,,0.0,1.46
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,102.2,0.0,0.0,0.0,,0.0,
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,99.4,0.0,0.0,0.0,,0.0,1.42
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,102.2,0.0,0.0,0.0,,0.0,1.46
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,112.0,0.0,0.0,0.0,,0.0,1.6
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,70.0,100.8,0.0,0.0,0.0,,0.0,1.44
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,106.56,0.0,0.0,0.0,,0.0,1.44
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,106.56,0.0,0.0,0.0,,0.0,1.44
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,106.56,0.0,0.0,0.0,,0.0,1.44
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,103.6,0.0,0.0,0.0,,0.0,1.4
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,104.34,0.0,0.0,0.0,,0.0,1.41
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,104.34,0.0,0.0,0.0,,0.0,1.41
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,102.86,0.0,0.0,0.0,,0.0,1.39
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,100.64,0.0,0.0,0.0,,0.0,1.36
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,100.64,0.0,0.0,0.0,,0.0,1.36
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,103.6,0.0,0.0,0.0,,0.0,1.4
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,94.72,0.0,0.0,0.0,,0.0,1.28
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,100.64,0.0,0.0,0.0,,0.0,1.36
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,103.6,0.0,0.0,0.0,,0.0,1.4
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,103.6,0.0,0.0,0.0,,0.0,1.4
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,103.6,0.0,0.0,0.0,,0.0,1.4
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,103.6,0.0,0.0,0.0,,0.0,1.4
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,103.6,0.0,0.0,0.0,,0.0,1.4
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,102.12,0.0,0.0,0.0,,0.0,1.38
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,102.12,0.0,0.0,0.0,,0.0,1.38
2025-02-04,205.0,274.7,0.01,0.12,0.0,0.0,0.0,274.7,205.0,205.0,274.7,205.0,,,0.0,205.0,,0.0,,100.0,73.48,0.0,0.0,0.0,100.0,1.0,100.0,0.7348,1.34
2025-02-05,205.0,278.8,0.01,0.12,0.0,0.0,0.0,278.8,205.0,205.0,278.8,,,,,,,0.0,,100.0,73.48,0.0,0.0,0.0,100.0,1.0,100.0,0.7348,1.36
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,205.0,,,205.0,0.0,0.0,0.0,0.0,74.0,100.64,0.0,0.0,0.0,,0.0,1.36
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,96.2,0.0,0.0,0.0,,0.0,1.3
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,74.0,95.46,0.0,0.0,0.0,,0.0,1.29
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,96.36,0.0,0.0,0.0,,0.0,1.32
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,91.25,0.0,0.0,0.0,,0.0,1.25
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,89.79,0.0,0.0,0.0,,0.0,1.23
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,93.44,0.0,0.0,0.0,,0.0,1.28
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,92.71,0.0,0.0,0.0,,0.0,1.27
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,94.9,0.0,0.0,0.0,,0.0,1.3
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,94.9,0.0,0.0,0.0,,0.0,1.3
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,94.9,0.0,0.0,0.0,,0.0,1.3
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,95.63,0.0,0.0,0.0,,0.0,1.31
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,96.36,0.0,0.0,0.0,,0.0,1.32
2025-02-25,15600.0,20280.0,0.78,4.75,0.26,0.02,0.0,10140.0,7800.0,7800.0,10140.0,7800.0,,,0.01,7800.0,,0.01,,100.0,99.07,0.0,0.0,0.0,100.0,1.0,100.0,1.9815,1.3
2025-02-26,15600.0,19344.0,0.78,4.78,0.26,0.02,0.0,9672.0,7800.0,7800.0,9672.0,,,,,,,0.01,,100.0,99.07,0.0,0.0,0.0,100.0,1.0,100.0,1.9815,1.24
2025-02-27,15600.0,19344.0,0.78,4.46,0.26,0.02,0.0,9672.0,7800.0,7800.0,9672.0,,,,,,,0.01,,100.0,99.07,0.0,0.0,0.0,100.0,1.0,100.0,1.9815,1.24
2025-02-28,15600.0,19500.0,0.78,4.46,0.26,0.02,0.0,9750.0,7800.0,7800.0,9750.0,,,,,,,0.01,,100.0,99.07,0.0,0.0,0.0,100.0,1.0,100.0,1.9815,1.25
2025-03-03,15600.0,19656.0,0.78,3.24,0.26,0.02,0.0,9828.0,7800.0,7800.0,9828.0,,,,,,,0.01,,100.0,99.07,0.0,0.0,0.0,100.0,1.0,100.0,1.9815,1.26
2025-03-04,15600.0,17316.0,0.78,3.23,0.26,0.02,0.0,8658.0,7800.0,7800.0,8658.0,,,,,,,0.01,,100.0,99.07,0.0,0.0,0.0,100.0,1.0,100.0,1.9815,1.11
2025-03-05,15600.0,17160.0,0.78,3.15,0.26,0.02,0.0,8580.0,7800.0,7800.0,8580.0,,,,,,,0.01,,100.0,99.07,0.0,0.0,0.0,100.0,1.0,100.0,1.9815,1.1
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.01,7800.0,,,7800.0,0.0,0.01,0.0,0.0,73.0,85.41,0.0,0.0,0.0,,0.0,1.17
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,91.98,0.0,0.0,0.0,,0.0,1.26
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,99.28,0.0,0.0,0.0,,0.0,1.36
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,90.52,0.0,0.0,0.0,,0.0,1.24
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,93.44,0.0,0.0,0.0,,0.0,1.28
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,86.14,0.0,0.0,0.0,,0.0,1.18
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,86.14,0.0,0.0,0.0,,0.0,1.18
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,82.49,0.0,0.0,0.0,,0.0,1.13
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,80.3,0.0,0.0,0.0,,0.0,1.1
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,79.57,0.0,0.0,0.0,,0.0,1.09
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,79.57,0.0,0.0,0.0,,0.0,1.09
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,79.57,0.0,0.0,0.0,,0.0,1.09
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,77.38,0.0,0.0,0.0,,0.0,1.06
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,78.84,0.0,0.0,0.0,,0.0,1.08
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,77.38,0.0,0.0,0.0,,0.0,1.06
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,77.38,0.0,0.0,0.0,,0.0,1.06
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,77.38,0.0,0.0,0.0,,0.0,1.06
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,75.92,0.0,0.0,0.0,,0.0,1.04
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,73.0,0.0,0.0,0.0,,0.0,1.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,74.46,0.0,0.0,0.0,,0.0,1.02
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,73.73,0.0,0.0,0.0,,0.0,1.01
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,69.35,0.0,0.0,0.0,,0.0,0.95
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,75.19,0.0,0.0,0.0,,0.0,1.03
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,73.73,0.0,0.0,0.0,,0.0,1.01
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,73.73,0.0,0.0,0.0,,0.0,1.01
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,71.54,0.0,0.0,0.0,,0.0,0.98
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,73.0,0.0,0.0,0.0,,0.0,1.0
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,73.0,0.0,0.0,0.0,,0.0,1.0
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,74.46,0.0,0.0,0.0,,0.0,1.02
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,76.65,0.0,0.0,0.0,,0.0,1.05
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,76.65,0.0,0.0,0.0,,0.0,1.05
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,76.65,0.0,0.0,0.0,,0.0,
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,76.65,0.0,0.0,0.0,,0.0,
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,78.11,0.0,0.0,0.0,,0.0,1.07
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,79.57,0.0,0.0,0.0,,0.0,1.09
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,78.11,0.0,0.0,0.0,,0.0,1.07
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,80.3,0.0,0.0,0.0,,0.0,1.1
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,79.57,0.0,0.0,0.0,,0.0,1.09
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,73.0,78.11,0.0,0.0,0.0,,0.0,1.07
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,78.48,0.0,0.0,0.0,,0.0,1.09
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,78.48,0.0,0.0,0.0,,0.0,
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,74.88,0.0,0.0,0.0,,0.0,1.04
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,79.92,0.0,0.0,0.0,,0.0,1.11
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,79.92,0.0,0.0,0.0,,0.0,1.11
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,79.2,0.0,0.0,0.0,,0.0,1.1
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,85.68,0.0,0.0,0.0,,0.0,1.19
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,90.0,0.0,0.0,0.0,,0.0,1.25
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,90.0,0.0,0.0,0.0,,0.0,1.25
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,85.68,0.0,0.0,0.0,,0.0,1.19
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,93.6,0.0,0.0,0.0,,0.0,1.3
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,100.08,0.0,0.0,0.0,,0.0,1.39
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,94.32,0.0,0.0,0.0,,0.0,1.31
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,91.44,0.0,0.0,0.0,,0.0,1.27
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,89.28,0.0,0.0,0.0,,0.0,1.24
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,91.44,0.0,0.0,0.0,,0.0,1.27
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,91.44,0.0,0.0,0.0,,0.0,1.27
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,91.44,0.0,0.0,0.0,,0.0,1.27
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,99.36,0.0,0.0,0.0,,0.0,1.38
2025-05-27,3000.0,4260.0,0.15,0.76,0.05,0.0,0.0,2130.0,1500.0,1500.0,2130.0,1500.0,,,0.0,1500.0,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.42
2025-05-28,3000.0,4110.0,0.15,0.71,0.05,0.0,0.0,2055.0,1500.0,1500.0,2055.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.37
2025-05-29,3000.0,4170.0,0.15,0.73,0.05,0.0,0.0,2085.0,1500.0,1500.0,2085.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.39
2025-05-30,3000.0,4170.0,0.15,0.72,0.05,0.0,0.0,2085.0,1500.0,1500.0,2085.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.39
2025-06-02,3000.0,4170.0,0.15,0.71,0.05,0.0,0.0,2085.0,1500.0,1500.0,2085.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.39
2025-06-03,3000.0,4050.0,0.15,0.69,0.05,0.0,0.0,2025.0,1500.0,1500.0,2025.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.35
2025-06-04,3000.0,3990.0,0.15,0.67,0.05,0.0,0.0,1995.0,1500.0,1500.0,1995.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.33
2025-06-05,3000.0,3975.0,0.15,0.65,0.05,0.0,0.0,1987.5,1500.0,1500.0,1987.5,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.325
2025-06-06,3000.0,4050.0,0.15,0.64,0.05,0.0,0.0,2025.0,1500.0,1500.0,2025.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.35
2025-06-09,3000.0,3960.0,0.15,0.64,0.05,0.0,0.0,1980.0,1500.0,1500.0,1980.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.32
2025-06-10,3000.0,4020.0,0.15,0.63,0.05,0.0,0.0,2010.0,1500.0,1500.0,2010.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.34
2025-06-11,3000.0,3780.0,0.15,0.63,0.05,0.0,0.0,1890.0,1500.0,1500.0,1890.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.26
2025-06-12,3000.0,3660.0,0.15,0.64,0.05,0.0,0.0,1830.0,1500.0,1500.0,1830.0,,,,,,,0.0,,100.0,95.42,0.0,0.0,0.0,100.0,1.0,100.0,1.9084,1.22
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1500.0,,,1500.0,0.0,0.0,0.0,0.0,1372.0,1673.84,0.0,0.0,0.0,,0.0,1.22
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,89.28,0.0,0.0,0.0,,0.0,1.24
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,85.68,0.0,0.0,0.0,,0.0,1.19
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,82.8,0.0,0.0,0.0,,0.0,1.15
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,85.68,0.0,0.0,0.0,,0.0,1.19
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,85.68,0.0,0.0,0.0,,0.0,1.19
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,91.8,0.0,0.0,0.0,,0.0,1.275
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,90.0,0.0,0.0,0.0,,0.0,1.25
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,72.0,93.96,0.0,0.0,0.0,,0.0,1.305
