,MTF FP Equity_DX_SI_QTY,MTF FP Equity_DX_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTF FP Equity_DX_SI_MV,MTF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SUPPLY_SI_QTY,MTF FP Equity_DX_BROKER_SI_QTY,MTF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTF FP Equity_DX_BROKER_SI_MV_NEW_x,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTF FP Equity_DX_BROKER_SI_MV_INC_x,MTF FP Equity_DX_BROKER_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_NEW,MTF FP Equity_DX_SUPPLY_SI_MV_DEC,MTF FP Equity_DX_BROKER_SI_QTY_INC,MTF FP Equity_DX_SUPPLY_SI_QTY_DEC,MTF FP Equity_DX_BROKER_SI_MV_NEW_y,MTF FP Equity_DX_BROKER_SI_MV_INC_y,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTF FP Equity_DX_BROKER_SI_MV_ADD,MTF FP Equity_DX_SUPPLY_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_DEC,MTF FP Equity_DX_SUPPLY_SI_MV,MTF FP Equity_DX_BROKER_SI_MV_DEC,MTF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTF FP Equity_DX_UTILIZATION_QUANTITY,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTF FP Equity_DX_ACTIVE_UTILIZATION_MV,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTF FP Equity_DX_BROKER_SI_CON_RATIO,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTF FP Equity_DX_DEMAND_SUPPLY_RATIO,MTF FP Equity_PX_LAST
2009-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.24
2009-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7
2009-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.82
2009-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3
2009-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.98
2009-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.32
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.67
2009-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.34
2009-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.41
2009-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.42
2009-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.92
2009-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.46
2009-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.51
2009-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.7
2009-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.26
2009-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.06
2009-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.99
2009-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.71
2009-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.21
2009-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.1
2009-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.95
2009-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.6
2009-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.53
2009-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.9
2009-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.1
2009-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.06
2009-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.62
2009-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.91
2009-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.35
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.08
2009-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.57
2009-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.59
2009-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.48
2009-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.34
2009-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.53
2009-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.88
2009-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.65
2009-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.87
2009-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.83
2009-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.82
2009-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.19
2009-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.19
2009-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.81
2009-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.63
2009-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.38
2009-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.08
2009-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.28
2009-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.12
2009-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.51
2009-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.21
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.39
2009-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.29
2009-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.8
2009-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.09
2009-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.98
2009-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.68
2009-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.02
2009-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.47
2009-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.43
2009-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.48
2009-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.72
2009-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.55
2009-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.36
2009-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.15
2009-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.89
2009-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.26
2009-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.54
2009-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0
2009-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.68
2009-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.96
2009-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.99
2009-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.11
2009-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.51
2009-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.41
2009-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.88
2009-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.11
2009-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.66
2009-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.4
2009-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.38
2009-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.09
2009-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.43
2009-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.99
2009-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.25
2009-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.23
2009-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6
2009-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.68
2009-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.51
2009-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.11
2009-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.7
2009-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.22
2009-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.09
2009-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.13
2009-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.81
2009-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.75
2009-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.96
2009-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.69
2009-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.19
2009-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.55
2009-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.42
2009-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.21
2009-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.81
2009-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.47
2009-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.66
2009-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.51
2009-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.1
2009-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.63
2009-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.62
2009-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.73
2009-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.02
2009-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.86
2009-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.41
2009-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.44
2009-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.19
2009-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.55
2009-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.78
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.44
2009-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.56
2009-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.39
2009-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.26
2009-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.02
2009-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.47
2009-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.6
2009-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.23
2009-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.47
2009-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.57
2009-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.95
2009-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.18
2009-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.36
2009-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.16
2009-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.18
2009-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.02
2009-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.84
2009-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.85
2009-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.69
2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.73
2009-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.45
2010-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0
2010-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.93
2010-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.33
2010-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.66
2010-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.73
2010-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.78
2010-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.96
2010-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.46
2010-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.53
2010-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.02
2010-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.29
2010-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.96
2010-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.91
2010-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.16
2010-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.17
2010-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.4
2010-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.76
2010-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.63
2010-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.43
2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.89
2010-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.37
2010-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.15
2010-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.97
2010-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.4
2010-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.02
2010-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.04
2010-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7
2010-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.93
2010-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7
2010-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.73
2010-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.37
2010-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.04
2010-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.33
2010-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.87
2010-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.59
2010-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.76
2010-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.16
2010-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.45
2010-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.46
2010-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.75
2010-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.64
2010-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.6
2010-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.33
2010-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.58
2010-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.8
2010-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.15
2010-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.03
2010-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.21
2010-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1
2010-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.36
2010-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.37
2010-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.6
2010-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.87
2010-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4
2010-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.48
2010-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.76
2010-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.36
2010-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.32
2010-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.99
2010-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.03
2010-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.21
2010-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.59
2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.97
2010-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.51
2010-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.79
2010-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.84
2010-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.98
2010-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.25
2010-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.28
2010-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.59
2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.44
2010-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.43
2010-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.78
2010-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.78
2010-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.6
2010-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5
2010-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.52
2010-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.24
2010-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.91
2010-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.63
2010-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.64
2010-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.85
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.81
2010-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.9
2010-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.37
2010-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.91
2010-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.51
2010-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.18
2010-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.71
2010-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.26
2010-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.89
2010-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.71
2010-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.37
2010-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.43
2010-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.91
2010-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.56
2010-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.75
2010-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.9
2010-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.91
2010-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5
2010-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.79
2010-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.66
2010-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.91
2010-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.12
2010-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.86
2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.1
2010-06-03,9.0,1099.53,0.0,0.0,0.0,1099.53,0.0,9.0,0.0,,,,9.0,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,122.17
2010-06-04,9.0,1103.22,0.0,0.0,0.0,1103.22,0.0,9.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,122.58
2010-06-07,9.0,1093.23,0.0,0.0,0.0,1093.23,0.0,9.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,121.47
2010-06-08,9.0,1093.59,0.0,0.0,0.0,1093.59,0.0,9.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,121.51
2010-06-09,9.0,1099.17,0.0,0.0,0.0,1099.17,0.0,9.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,122.13
2010-06-10,9.0,1106.46,0.0,0.0,0.0,1106.46,0.0,9.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,122.94
2010-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.57
2010-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.34
2010-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.93
2010-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.36
2010-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.71
2010-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.35
2010-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.37
2010-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.71
2010-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.66
2010-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.74
2010-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.28
2010-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.31
2010-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.81
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.3
2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.96
2010-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.11
2010-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.69
2010-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.82
2010-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.85
2010-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.21
2010-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.46
2010-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.77
2010-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.19
2010-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.64
2010-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.41
