,ALUVI FP Equity_DX_SI_QTY,ALUVI FP Equity_DX_SHORT_INTEREST_VALUE,ALUVI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALUVI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALUVI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALUVI FP Equity_DX_SI_MV,ALUVI FP Equity_DX_DSS,ALUVI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALUVI FP Equity_DX_SUPPLY_SI_QTY,ALUVI FP Equity_DX_BROKER_SI_QTY,ALUVI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALUVI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALUVI FP Equity_DX_BROKER_SI_MV_INC_x,ALUVI FP Equity_DX_BROKER_SI_QTY_ADD,ALUVI FP Equity_DX_SUPPLY_SI_MV_DEC,ALUVI FP Equity_DX_BROKER_SI_QTY_INC,ALUVI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALUVI FP Equity_DX_BROKER_SI_MV_INC_y,ALUVI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALUVI FP Equity_DX_BROKER_SI_MV_ADD,ALUVI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALUVI FP Equity_DX_BROKER_SI_QTY_DEC,ALUVI FP Equity_DX_SUPPLY_SI_MV,ALUVI FP Equity_DX_BROKER_SI_MV_DEC,ALUVI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALUVI FP Equity_DX_UTILIZATION_QUANTITY,ALUVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALUVI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALUVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALUVI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALUVI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALUVI FP Equity_DX_BROKER_SI_CON_RATIO,ALUVI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALUVI FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-08-12,231.0,2028.18,0.02,0.13,0.01,0.0,0.0,2028.18,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-13,231.0,2055.9,0.02,0.13,0.01,0.0,0.0,2055.9,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-16,231.0,2048.97,0.02,0.14,0.01,0.0,0.0,2048.97,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-17,231.0,2053.59,0.02,0.14,0.01,0.0,0.0,2053.59,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-18,231.0,2021.25,0.02,0.14,0.01,0.0,0.0,2021.25,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-19,231.0,2102.1,0.02,0.14,0.01,0.0,0.0,2102.1,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-20,231.0,2081.31,0.02,0.13,0.01,0.0,0.0,2081.31,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-23,231.0,2079.0,0.02,0.13,0.01,0.0,0.0,2079.0,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-24,231.0,2035.11,0.02,0.13,0.01,0.0,0.0,2035.11,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-25,231.0,2044.35,0.02,0.12,0.01,0.0,0.0,2044.35,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-26,231.0,2081.31,0.02,0.12,0.01,0.0,0.0,2081.31,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-27,231.0,2099.79,0.02,0.12,0.01,0.0,0.0,2099.79,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-30,231.0,2079.0,0.02,0.12,0.01,0.0,0.0,2079.0,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-31,231.0,2042.04,0.02,0.13,0.01,0.0,0.0,2042.04,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-09-01,231.0,2067.45,0.02,0.13,0.01,0.0,0.0,2067.45,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-09-02,231.0,2256.87,0.02,0.12,0.01,0.0,0.0,2256.87,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-09-03,231.0,2249.94,0.02,0.1,0.01,0.0,0.0,2249.94,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-09-06,231.0,2268.42,0.02,0.09,0.01,0.0,0.0,2268.42,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-09-07,231.0,2259.18,0.02,0.09,0.01,0.0,0.0,2259.18,0.0,231.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-01-19,389.0,2804.69,0.03,0.07,0.02,0.0,0.0,2804.69,0.0,389.0,0.0,,,389.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-01-20,505.0,3676.4,0.04,0.09,0.02,0.0,0.0,3676.4,0.0,505.0,0.0,,0.0,,,116.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-01-21,505.0,3615.8,0.04,0.09,0.02,0.0,0.0,3615.8,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-01-24,505.0,3307.75,0.04,0.09,0.02,0.0,0.0,3307.75,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-01-25,505.0,3257.25,0.04,0.09,0.02,0.0,0.0,3257.25,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-01-26,505.0,3166.35,0.04,0.09,0.02,0.0,0.0,3166.35,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-01-27,505.0,3186.55,0.04,0.09,0.02,0.0,0.0,3186.55,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-01-28,505.0,3131.0,0.04,0.09,0.02,0.0,0.0,3131.0,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-01-31,505.0,3216.85,0.04,0.02,0.02,0.0,0.0,3216.85,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-02-01,505.0,3237.05,0.04,0.02,0.02,0.0,0.0,3237.05,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-02-02,505.0,3272.4,0.04,0.02,0.02,0.0,0.0,3272.4,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-02-03,505.0,3206.75,0.04,0.02,0.02,0.0,0.0,3206.75,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-02-04,905.0,5701.5,0.07,0.04,0.04,0.01,0.0,5701.5,0.0,905.0,0.0,,,400.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.05,0.5071,55.95,0.0
2022-02-07,905.0,5086.1,0.07,0.04,0.04,0.01,0.0,5086.1,400.0,905.0,2248.0,,,,,,,,,,400.0,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.19,0.5068,55.81,2.2625
2022-02-08,905.0,5203.75,0.07,0.04,0.04,0.01,0.0,5203.75,400.0,905.0,2300.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.13,0.5069,55.87,2.2625
2022-02-09,905.0,5203.75,0.07,0.04,0.04,0.01,0.0,5203.75,400.0,905.0,2300.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.23,0.5067,55.77,2.2625
2022-02-10,905.0,4977.5,0.07,0.04,0.04,0.01,0.0,4977.5,400.0,905.0,2200.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.18,0.5068,55.82,2.2625
2022-02-11,905.0,4923.2,0.07,0.04,0.04,0.01,0.0,4923.2,400.0,905.0,2176.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.0,0.5072,56.0,2.2625
2022-02-14,905.0,4633.6,0.07,0.04,0.04,0.0,0.0,4633.6,400.0,905.0,2048.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.14,0.5069,55.86,2.2625
2022-02-15,905.0,4660.75,0.07,0.04,0.04,0.0,0.0,4660.75,400.0,905.0,2060.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.48,0.5061,55.52,2.2625
2022-02-16,905.0,4561.2,0.07,0.04,0.04,0.0,0.0,4561.2,400.0,905.0,2016.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.29,0.5065,55.71,2.2625
2022-02-17,905.0,4687.9,0.07,0.04,0.04,0.0,0.0,4687.9,400.0,905.0,2072.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.13,0.5069,55.87,2.2625
2022-02-18,905.0,4579.3,0.07,0.04,0.04,0.0,0.0,4579.3,400.0,905.0,2024.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.12,0.5069,55.88,2.2625
2022-02-21,905.0,4570.25,0.07,0.04,0.04,0.0,0.0,4570.25,400.0,905.0,2020.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.16,0.5068,55.84,2.2625
2022-02-22,905.0,4389.25,0.07,0.04,0.04,0.0,0.0,4389.25,400.0,905.0,1940.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.19,0.5068,55.81,2.2625
2022-02-23,905.0,4475.23,0.07,0.04,0.04,0.0,0.0,4475.23,400.0,905.0,1978.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.61,0.5058,55.39,2.2625
2022-02-24,905.0,3982.0,0.07,0.04,0.04,0.0,0.0,3982.0,400.0,905.0,1760.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,43.95,0.5073,56.05,2.2625
2022-02-25,905.0,4208.25,0.07,0.04,0.04,0.0,0.0,4208.25,400.0,905.0,1860.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.36,0.5064,55.64,2.2625
2022-02-28,905.0,3909.6,0.07,0.04,0.04,0.0,0.0,3909.6,400.0,905.0,1728.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.11,0.5069,55.89,2.2625
2022-03-01,905.0,4031.78,0.07,0.04,0.04,0.0,0.0,4031.78,400.0,905.0,1782.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,43.98,0.5073,56.02,2.2625
2022-03-02,905.0,3755.75,0.07,0.04,0.04,0.0,0.0,3755.75,400.0,905.0,1660.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.2,0.5067,55.8,2.2625
2022-03-03,905.0,3683.35,0.07,0.04,0.04,0.0,0.0,3683.35,400.0,905.0,1628.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,43.58,0.5082,56.42,2.2625
2022-03-04,905.0,3506.88,0.07,0.04,0.04,0.0,0.0,3506.88,400.0,905.0,1550.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,43.89,0.5075,56.11,2.2625
2022-03-07,905.0,3280.63,0.07,0.04,0.04,0.0,0.0,3280.63,400.0,905.0,1450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.08,0.507,55.92,2.2625
2022-03-08,905.0,3176.55,0.07,0.04,0.04,0.0,0.0,3176.55,400.0,905.0,1404.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,43.54,0.5083,56.46,2.2625
2022-03-09,905.0,3484.25,0.07,0.04,0.04,0.0,0.0,3484.25,400.0,905.0,1540.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.57,0.5059,55.43,2.2625
2022-03-10,905.0,3439.0,0.07,0.04,0.04,0.0,0.0,3439.0,400.0,905.0,1520.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,43.99,0.5072,56.01,2.2625
2022-03-11,905.0,3692.4,0.07,0.04,0.04,0.0,0.0,3692.4,400.0,905.0,1632.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,45.8,0.5035,54.2,2.2625
2022-03-14,905.0,3936.75,0.07,0.13,0.04,0.0,0.0,3936.75,400.0,905.0,1740.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.28,0.5066,55.72,2.2625
2022-03-15,905.0,4163.0,0.07,0.13,0.04,0.0,0.0,4163.0,400.0,905.0,1840.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.19,0.5068,55.81,2.2625
2022-03-16,905.0,4353.05,0.07,0.13,0.04,0.0,0.0,4353.05,400.0,905.0,1924.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.41,0.5063,55.59,2.2625
2022-03-17,905.0,4199.2,0.07,0.13,0.04,0.0,0.0,4199.2,400.0,905.0,1856.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.4,0.5063,55.6,2.2625
2022-03-18,905.0,4208.25,0.07,0.13,0.04,0.0,0.0,4208.25,400.0,905.0,1860.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.1,0.507,55.9,2.2625
2022-03-21,905.0,4208.25,0.07,0.13,0.04,0.0,0.0,4208.25,400.0,905.0,1860.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.13,0.5069,55.87,2.2625
2022-03-22,905.0,4316.85,0.07,0.14,0.04,0.0,0.0,4316.85,400.0,905.0,1908.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.24,0.5066,55.76,2.2625
2022-03-23,905.0,4298.75,0.07,0.14,0.04,0.0,0.0,4298.75,400.0,905.0,1900.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.16,0.5068,55.84,2.2625
2022-03-24,905.0,4362.1,0.07,0.14,0.04,0.0,0.0,4362.1,400.0,905.0,1928.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.17,0.5068,55.83,2.2625
2022-03-25,905.0,4357.58,0.07,0.14,0.04,0.0,0.0,4357.58,400.0,905.0,1926.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,95.24,44.17,0.5068,55.83,2.2625
2022-03-28,505.0,2424.0,0.04,0.08,0.02,0.0,0.0,2424.0,0.0,505.0,0.0,,,,0.0,,400.0,,,,,400.0,0.0,0.0,0.0,0.0,400.0,1920.0,0.0,0.0,,1.0,100.0,1.2625
2022-03-29,505.0,2393.7,0.04,0.08,0.02,0.0,0.0,2393.7,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,400.0,1896.0,0.0,0.0,,1.0,100.0,1.2625
2022-03-30,505.0,2434.1,0.04,0.08,0.02,0.0,0.0,2434.1,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-03-31,505.0,2348.25,0.04,0.08,0.02,0.0,0.0,2348.25,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-04-01,505.0,2393.7,0.04,0.08,0.02,0.0,0.0,2393.7,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-04-04,505.0,2383.6,0.04,0.08,0.02,0.0,0.0,2383.6,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-04-05,505.0,2333.1,0.04,0.08,0.02,0.0,0.0,2333.1,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-04-06,505.0,2323.0,0.04,0.08,0.02,0.0,0.0,2323.0,0.0,505.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-04-07,1305.0,6003.0,0.09,0.22,0.05,0.01,0.0,4163.0,400.0,905.0,1840.0,,,400.0,,,,,,0.0,400.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,38.75,0.5253,61.25,3.2625
2022-04-08,1305.0,6016.05,0.09,0.25,0.05,0.01,0.0,4172.05,400.0,905.0,1844.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,38.74,0.5254,61.26,3.2625
2022-04-11,1305.0,6003.0,0.09,0.26,0.05,0.01,0.0,4163.0,400.0,905.0,1840.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,38.69,0.5256,61.31,3.2625
2022-04-12,1305.0,6009.53,0.09,0.27,0.05,0.01,0.0,4167.52,400.0,905.0,1842.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,38.83,0.525,61.17,3.2625
2022-04-13,1305.0,6009.53,0.09,0.27,0.05,0.01,0.0,4167.52,400.0,905.0,1842.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,38.56,0.5262,61.44,3.2625
2022-04-14,800.0,3640.0,0.06,0.18,0.03,0.0,0.0,1820.0,400.0,400.0,1820.0,,,,,,,,,,,505.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-04-15,800.0,3640.0,0.06,0.17,0.03,0.0,0.0,1820.0,400.0,400.0,1820.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-04-18,800.0,3640.0,0.06,0.17,0.03,0.0,0.0,1820.0,400.0,400.0,1820.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-04-26,800.0,3528.0,0.06,0.22,0.03,0.0,0.0,1764.0,400.0,400.0,1764.0,,,400.0,,,,,,0.0,400.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-04-27,800.0,3568.0,0.06,0.27,0.03,0.0,0.0,1784.0,400.0,400.0,1784.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-04-28,800.0,3508.0,0.06,0.35,0.03,0.0,0.0,1754.0,400.0,400.0,1754.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-04-29,800.0,3416.0,0.06,0.36,0.03,0.0,0.0,1708.0,400.0,400.0,1708.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-02,800.0,3376.0,0.06,0.4,0.03,0.0,0.0,1688.0,400.0,400.0,1688.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-03,800.0,3368.0,0.06,0.42,0.03,0.0,0.0,1684.0,400.0,400.0,1684.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-04,800.0,3452.0,0.06,0.45,0.03,0.0,0.0,1726.0,400.0,400.0,1726.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-05,800.0,3312.0,0.06,0.45,0.03,0.0,0.0,1656.0,400.0,400.0,1656.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-06,800.0,3352.0,0.06,0.44,0.03,0.0,0.0,1676.0,400.0,400.0,1676.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-09,800.0,3360.0,0.06,0.42,0.03,0.0,0.0,1680.0,400.0,400.0,1680.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-10,800.0,3320.0,0.06,0.44,0.03,0.0,0.0,1660.0,400.0,400.0,1660.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-11,800.0,3392.0,0.06,0.45,0.03,0.0,0.0,1696.0,400.0,400.0,1696.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-12,800.0,3184.0,0.06,0.45,0.03,0.0,0.0,1592.0,400.0,400.0,1592.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-13,800.0,3232.0,0.06,0.44,0.03,0.0,0.0,1616.0,400.0,400.0,1616.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-16,800.0,3232.0,0.06,0.33,0.03,0.0,0.0,1616.0,400.0,400.0,1616.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-17,800.0,3276.0,0.06,0.33,0.03,0.0,0.0,1638.0,400.0,400.0,1638.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-18,800.0,3208.0,0.06,0.38,0.03,0.0,0.0,1604.0,400.0,400.0,1604.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-19,800.0,3216.0,0.06,0.38,0.03,0.0,0.0,1608.0,400.0,400.0,1608.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-20,800.0,3312.0,0.06,0.32,0.03,0.0,0.0,1656.0,400.0,400.0,1656.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-23,800.0,3308.0,0.06,0.31,0.03,0.0,0.0,1654.0,400.0,400.0,1654.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-24,800.0,3276.0,0.06,0.31,0.03,0.0,0.0,1638.0,400.0,400.0,1638.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-25,800.0,3048.0,0.06,0.29,0.03,0.0,0.0,1524.0,400.0,400.0,1524.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-26,800.0,3136.0,0.06,0.28,0.03,0.0,0.0,1568.0,400.0,400.0,1568.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-27,800.0,3312.0,0.06,0.28,0.03,0.0,0.0,1656.0,400.0,400.0,1656.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-30,800.0,3352.0,0.06,0.27,0.03,0.0,0.0,1676.0,400.0,400.0,1676.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-05-31,800.0,3304.0,0.06,0.29,0.03,0.0,0.0,1652.0,400.0,400.0,1652.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-01,800.0,3248.0,0.06,0.31,0.03,0.0,0.0,1624.0,400.0,400.0,1624.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-02,800.0,3312.0,0.06,0.31,0.03,0.0,0.0,1656.0,400.0,400.0,1656.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-03,800.0,3248.0,0.06,0.31,0.03,0.0,0.0,1624.0,400.0,400.0,1624.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-06,800.0,3280.0,0.06,0.31,0.03,0.0,0.0,1640.0,400.0,400.0,1640.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-07,800.0,3272.0,0.06,0.25,0.03,0.0,0.0,1636.0,400.0,400.0,1636.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-08,800.0,3264.0,0.06,0.25,0.03,0.0,0.0,1632.0,400.0,400.0,1632.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-09,800.0,3296.0,0.06,0.25,0.03,0.0,0.0,1648.0,400.0,400.0,1648.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-10,800.0,3284.0,0.06,0.25,0.03,0.0,0.0,1642.0,400.0,400.0,1642.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-13,800.0,3204.0,0.06,0.26,0.03,0.0,0.0,1602.0,400.0,400.0,1602.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
