,EDEU FP Equity_DX_SI_QTY,EDEU FP Equity_DX_SHORT_INTEREST_VALUE,EDEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EDEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EDEU FP Equity_DX_SI_MV,EDEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EDEU FP Equity_DX_SUPPLY_SI_QTY,EDEU FP Equity_DX_BROKER_SI_QTY,EDEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EDEU FP Equity_DX_SUPPLY_SI_MV,EDEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EDEU FP Equity_DX_UTILIZATION_QUANTITY,EDEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EDEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EDEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EDEU FP Equity_DX_ACTIVE_UTILIZATION_MV,EDEU FP Equity_DX_BROKER_SI_CON_RATIO,EDEU FP Equity_DX_DEMAND_SUPPLY_RATIO,EDEU FP Equity_PX_LAST
2023-01-26,,,,,,,,,,,,,,,,,,,107.76
2023-01-27,,,,,,,,,,,,,,,,,,,107.74
2023-01-30,,,,,,,,,,,,,,,,,,,107.74
2023-01-31,,,,,,,,,,,,,,,,,,,107.74
2023-02-01,,,,,,,,,,,,,,,,,,,107.72
2023-02-02,,,,,,,,,,,,,,,,,,,109.0
2023-02-03,,,,,,,,,,,,,,,,,,,109.0
2023-02-06,,,,,,,,,,,,,,,,,,,109.0
2023-02-07,,,,,,,,,,,,,,,,,,,108.46
2023-02-08,,,,,,,,,,,,,,,,,,,109.32
2023-02-09,,,,,,,,,,,,,,,,,,,110.28
2023-02-10,,,,,,,,,,,,,,,,,,,108.56
2023-02-13,,,,,,,,,,,,,,,,,,,108.64
2023-02-14,,,,,,,,,,,,,,,,,,,109.22
2023-02-15,,,,,,,,,,,,,,,,,,,108.88
2023-02-16,,,,,,,,,,,,,,,,,,,110.18
2023-02-17,,,,,,,,,,,,,,,,,,,108.92
2023-02-20,,,,,,,,,,,,,,,,,,,110.1
2023-02-21,,,,,,,,,,,,,,,,,,,109.6
2023-02-22,,,,,,,,,,,,,,,,,,,109.22
2023-02-23,,,,,,,,,,,,,,,,,,,109.22
2023-02-24,,,,,,,,,,,,,,,,,,,109.78
2023-02-27,,,,,,,,,,,,,,,,,,,109.18
2023-02-28,,,,,,,,,,,,,,,,,,,110.36
2023-03-01,,,,,,,,,,,,,,,,,,,109.06
2023-03-02,,,,,,,,,,,,,,,,,,,108.38
2023-03-03,,,,,,,,,,,,,,,,,,,109.82
2023-03-06,,,,,,,,,,,,,,,,,,,110.5
2023-03-07,,,,,,,,,,,,,,,,,,,110.12
2023-03-08,,,,,,,,,,,,,,,,,,,109.46
2023-03-09,,,,,,,,,,,,,,,,,,,109.0
2023-03-10,,,,,,,,,,,,,,,,,,,107.3
2023-03-13,,,,,,,,,,,,,,,,,,,105.42
2023-03-14,,,,,,,,,,,,,,,,,,,104.92
2023-03-15,,,,,,,,,,,,,,,,,,,105.58
2023-03-16,,,,,,,,,,,,,,,,,,,103.78
2023-03-17,,,,,,,,,,,,,,,,,,,105.02
2023-03-20,,,,,,,,,,,,,,,,,,,101.22
2023-03-21,,,,,,,,,,,,,,,,,,,104.38
2023-03-22,,,,,,,,,,,,,,,,,,,105.08
2023-03-23,,,,,,,,,,,,,,,,,,,104.8
2023-03-24,,,,,,,,,,,,,,,,,,,103.1
2023-03-27,,,,,,,,,,,,,,,,,,,103.1
2023-03-28,,,,,,,,,,,,,,,,,,,104.6
2023-03-29,,,,,,,,,,,,,,,,,,,104.42
2023-03-30,,,,,,,,,,,,,,,,,,,104.42
2023-03-31,,,,,,,,,,,,,,,,,,,106.5
2023-04-03,,,,,,,,,,,,,,,,,,,106.5
2023-04-04,,,,,,,,,,,,,,,,,,,107.72
2023-04-05,,,,,,,,,,,,,,,,,,,106.86
2023-04-06,,,,,,,,,,,,,,,,,,,106.86
2023-04-11,,,,,,,,,,,,,,,,,,,108.04
2023-04-12,,,,,,,,,,,,,,,,,,,108.04
2023-04-13,,,,,,,,,,,,,,,,,,,109.0
2023-04-14,,,,,,,,,,,,,,,,,,,109.46
2023-04-17,,,,,,,,,,,,,,,,,,,110.2
2023-04-18,,,,,,,,,,,,,,,,,,,110.2
2023-04-19,,,,,,,,,,,,,,,,,,,110.0
2023-04-20,,,,,,,,,,,,,,,,,,,109.58
2023-04-21,,,,,,,,,,,,,,,,,,,109.88
2023-04-24,,,,,,,,,,,,,,,,,,,110.0
2023-04-25,,,,,,,,,,,,,,,,,,,110.0
2023-04-26,,,,,,,,,,,,,,,,,,,109.2
2023-04-27,,,,,,,,,,,,,,,,,,,109.2
2023-04-28,,,,,,,,,,,,,,,,,,,109.8
2023-05-02,,,,,,,,,,,,,,,,,,,110.72
2023-05-03,,,,,,,,,,,,,,,,,,,109.48
2023-05-04,,,,,,,,,,,,,,,,,,,108.3
2023-05-05,,,,,,,,,,,,,,,,,,,108.3
2023-05-08,,,,,,,,,,,,,,,,,,,109.92
2023-05-09,,,,,,,,,,,,,,,,,,,110.2
2023-05-10,,,,,,,,,,,,,,,,,,,110.1
2023-05-11,,,,,,,,,,,,,,,,,,,109.88
2023-05-12,,,,,,,,,,,,,,,,,,,110.2
2023-05-15,,,,,,,,,,,,,,,,,,,110.04
2023-05-16,,,,,,,,,,,,,,,,,,,109.42
2023-05-17,,,,,,,,,,,,,,,,,,,109.14
2023-05-18,,,,,,,,,,,,,,,,,,,109.72
2023-05-19,,,,,,,,,,,,,,,,,,,110.24
2023-05-22,,,,,,,,,,,,,,,,,,,110.2
2023-05-23,,,,,,,,,,,,,,,,,,,110.1
2023-05-24,,,,,,,,,,,,,,,,,,,107.9
2023-05-25,,,,,,,,,,,,,,,,,,,107.68
2023-05-26,,,,,,,,,,,,,,,,,,,108.52
2023-05-29,,,,,,,,,,,,,,,,,,,108.48
2023-05-30,,,,,,,,,,,,,,,,,,,107.78
2023-05-31,,,,,,,,,,,,,,,,,,,106.78
2023-06-01,,,,,,,,,,,,,,,,,,,107.3
2023-06-02,,,,,,,,,,,,,,,,,,,109.5
2023-06-05,,,,,,,,,,,,,,,,,,,109.14
2023-06-06,,,,,,,,,,,,,,,,,,,109.48
2023-06-07,,,,,,,,,,,,,,,,,,,109.16
2023-06-08,,,,,,,,,,,,,,,,,,,109.26
2023-06-09,,,,,,,,,,,,,,,,,,,109.24
2023-06-12,,,,,,,,,,,,,,,,,,,109.04
2023-06-13,,,,,,,,,,,,,,,,,,,109.5
2023-06-14,,,,,,,,,,,,,,,,,,,109.82
2023-06-15,,,,,,,,,,,,,,,,,,,109.56
2023-06-16,,,,,,,,,,,,,,,,,,,109.98
2023-06-19,,,,,,,,,,,,,,,,,,,108.88
2023-06-20,,,,,,,,,,,,,,,,,,,108.4
2023-06-21,,,,,,,,,,,,,,,,,,,107.64
2023-06-22,,,,,,,,,,,,,,,,,,,106.78
2023-06-23,,,,,,,,,,,,,,,,,,,106.86
2023-06-26,,,,,,,,,,,,,,,,,,,107.0
2023-06-27,,,,,,,,,,,,,,,,,,,107.12
2023-06-28,,,,,,,,,,,,,,,,,,,107.68
2023-06-29,,,,,,,,,,,,,,,,,,,107.52
2023-06-30,,,,,,,,,,,,,,,,,,,108.88
2023-07-03,,,,,,,,,,,,,,,,,,,109.18
2023-07-04,,,,,,,,,,,,,,,,,,,109.5
2023-07-05,,,,,,,,,,,,,,,,,,,108.34
2023-07-06,,,,,,,,,,,,,,,,,,,106.0
2023-07-07,,,,,,,,,,,,,,,,,,,106.42
2023-07-10,,,,,,,,,,,,,,,,,,,106.78
2023-07-11,,,,,,,,,,,,,,,,,,,107.94
2023-07-12,,,,,,,,,,,,,,,,,,,109.76
2023-07-13,,,,,,,,,,,,,,,,,,,110.22
2023-07-14,,,,,,,,,,,,,,,,,,,109.8
2023-07-17,,,,,,,,,,,,,,,,,,,109.52
2023-07-18,,,,,,,,,,,,,,,,,,,110.68
2023-07-19,,,,,,,,,,,,,,,,,,,111.58
2023-07-20,,,,,,,,,,,,,,,,,,,112.5
2023-07-21,,,,,,,,,,,,,,,,,,,112.64
2023-07-24,,,,,,,,,,,,,,,,,,,113.06
2023-07-25,,,,,,,,,,,,,,,,,,,113.9
2023-07-26,,,,,,,,,,,,,,,,,,,113.8
2023-07-27,,,,,,,,,,,,,,,,,,,115.16
2023-07-28,,,,,,,,,,,,,,,,,,,114.62
2023-07-31,,,,,,,,,,,,,,,,,,,114.52
2023-08-01,,,,,,,,,,,,,,,,,,,113.0
2023-08-02,,,,,,,,,,,,,,,,,,,111.84
2023-08-03,,,,,,,,,,,,,,,,,,,111.32
2023-08-04,,,,,,,,,,,,,,,,,,,111.56
2023-08-07,,,,,,,,,,,,,,,,,,,111.74
2023-08-08,,,,,,,,,,,,,,,,,,,110.58
2023-08-09,,,,,,,,,,,,,,,,,,,111.1
2023-08-10,,,,,,,,,,,,,,,,,,,111.96
2023-08-11,,,,,,,,,,,,,,,,,,,111.1
2023-08-14,,,,,,,,,,,,,,,,,,,111.2
2023-08-15,,,,,,,,,,,,,,,,,,,110.3
2023-08-16,,,,,,,,,,,,,,,,,,,110.28
2023-08-17,,,,,,,,,,,,,,,,,,,109.52
2023-08-18,,,,,,,,,,,,,,,,,,,109.0
2023-08-21,,,,,,,,,,,,,,,,,,,109.0
2023-08-22,,,,,,,,,,,,,,,,,,,109.52
2023-08-23,,,,,,,,,,,,,,,,,,,109.54
2023-08-24,,,,,,,,,,,,,,,,,,,109.06
2023-08-25,,,,,,,,,,,,,,,,,,,109.12
2023-08-28,,,,,,,,,,,,,,,,,,,110.02
2023-08-29,,,,,,,,,,,,,,,,,,,110.98
2023-08-30,,,,,,,,,,,,,,,,,,,111.12
2023-08-31,,,,,,,,,,,,,,,,,,,111.1
2023-09-01,,,,,,,,,,,,,,,,,,,111.18
2023-09-04,,,,,,,,,,,,,,,,,,,111.04
2023-09-05,,,,,,,,,,,,,,,,,,,110.98
2023-09-06,,,,,,,,,,,,,,,,,,,110.46
2023-09-07,,,,,,,,,,,,,,,,,,,110.36
2023-09-08,,,,,,,,,,,,,,,,,,,110.76
2023-09-11,,,,,,,,,,,,,,,,,,,111.48
2023-09-12,,,,,,,,,,,,,,,,,,,111.64
2023-09-13,,,,,,,,,,,,,,,,,,,111.44
2023-09-14,,,,,,,,,,,,,,,,,,,113.4
2023-09-15,,,,,,,,,,,,,,,,,,,113.6
2023-09-18,,,,,,,,,,,,,,,,,,,112.54
2023-09-19,,,,,,,,,,,,,,,,,,,112.4
2023-09-20,,,,,,,,,,,,,,,,,,,113.64
2023-09-21,,,,,,,,,,,,,,,,,,,112.74
2023-09-22,,,,,,,,,,,,,,,,,,,112.04
2023-09-25,,,,,,,,,,,,,,,,,,,111.62
2023-09-26,,,,,,,,,,,,,,,,,,,111.28
2023-09-27,,,,,,,,,,,,,,,,,,,110.38
2023-09-28,,,,,,,,,,,,,,,,,,,111.18
2023-09-29,,,,,,,,,,,,,,,,,,,111.7
2023-10-02,,,,,,,,,,,,,,,,,,,109.98
2023-10-03,,,,,,,,,,,,,,,,,,,109.26
2023-10-04,,,,,,,,,,,,,,,,,,,108.36
2023-10-05,,,,,,,,,,,,,,,,,,,109.68
2023-10-06,,,,,,,,,,,,,,,,,,,110.58
2023-10-09,,,,,,,,,,,,,,,,,,,110.68
2023-10-10,,,,,,,,,,,,,,,,,,,112.58
2023-10-11,,,,,,,,,,,,,,,,,,,112.8
2023-10-12,,,,,,,,,,,,,,,,,,,112.9
2023-10-13,,,,,,,,,,,,,,,,,,,112.14
2023-10-16,,,,,,,,,,,,,,,,,,,112.44
2023-10-17,,,,,,,,,,,,,,,,,,,112.3
2023-10-18,,,,,,,,,,,,,,,,,,,111.44
2023-10-19,,,,,,,,,,,,,,,,,,,109.72
2023-10-20,,,,,,,,,,,,,,,,,,,108.1
2023-10-23,,,,,,,,,,,,,,,,,,,108.16
2023-10-24,,,,,,,,,,,,,,,,,,,108.12
2023-10-25,,,,,,,,,,,,,,,,,,,107.96
2023-10-26,,,,,,,,,,,,,,,,,,,108.24
2023-10-27,,,,,,,,,,,,,,,,,,,107.78
2023-10-30,,,,,,,,,,,,,,,,,,,107.94
2023-10-31,,,,,,,,,,,,,,,,,,,108.52
2023-11-01,,,,,,,,,,,,,,,,,,,109.36
2023-11-02,,,,,,,,,,,,,,,,,,,110.6
2023-11-03,,,,,,,,,,,,,,,,,,,110.66
2023-11-06,,,,,,,,,,,,,,,,,,,110.56
2023-11-07,,,,,,,,,,,,,,,,,,,110.2
2023-11-08,,,,,,,,,,,,,,,,,,,110.28
2023-11-09,,,,,,,,,,,,,,,,,,,111.54
2023-11-10,,,,,,,,,,,,,,,,,,,110.8
2023-11-13,,,,,,,,,,,,,,,,,,,111.78
2023-11-14,,,,,,,,,,,,,,,,,,,112.96
2023-11-15,,,,,,,,,,,,,,,,,,,113.52
2023-11-16,,,,,,,,,,,,,,,,,,,112.54
2023-11-17,,,,,,,,,,,,,,,,,,,113.5
2023-11-20,,,,,,,,,,,,,,,,,,,113.62
2023-11-21,,,,,,,,,,,,,,,,,,,113.42
2023-11-22,,,,,,,,,,,,,,,,,,,113.54
2023-11-23,,,,,,,,,,,,,,,,,,,113.86
2023-11-24,,,,,,,,,,,,,,,,,,,114.5
2023-11-27,,,,,,,,,,,,,,,,,,,114.34
2023-11-28,,,,,,,,,,,,,,,,,,,114.02
2023-11-29,,,,,,,,,,,,,,,,,,,114.78
2023-11-30,,,,,,,,,,,,,,,,,,,115.44
2023-12-01,,,,,,,,,,,,,,,,,,,116.32
2023-12-04,,,,,,,,,,,,,,,,,,,116.14
2023-12-05,,,,,,,,,,,,,,,,,,,116.56
2023-12-06,,,,,,,,,,,,,,,,,,,117.3
2023-12-07,,,,,,,,,,,,,,,,,,,117.14
2023-12-08,,,,,,,,,,,,,,,,,,,117.86
2023-12-11,,,,,,,,,,,,,,,,,,,118.18
2023-12-12,,,,,,,,,,,,,,,,,,,117.92
2023-12-13,,,,,,,,,,,,,,,,,,,117.7
2023-12-14,,,,,,,,,,,,,,,,,,,118.52
2023-12-15,,,,,,,,,,,,,,,,,,,118.78
2023-12-18,,,,,,,,,,,,,,,,,,,118.56
2023-12-19,,,,,,,,,,,,,,,,,,,118.6
2023-12-20,,,,,,,,,,,,,,,,,,,118.9
2023-12-21,,,,,,,,,,,,,,,,,,,118.54
2023-12-22,,,,,,,,,,,,,,,,,,,118.94
2023-12-27,,,,,,,,,,,,,,,,,,,118.9
2023-12-28,,,,,,,,,,,,,,,,,,,118.64
2023-12-29,,,,,,,,,,,,,,,,,,,118.96
2024-01-02,,,,,,,,,,,,,,,,,,,119.28
2024-01-03,,,,,,,,,,,,,,,,,,,118.38
2024-01-04,,,,,,,,,,,,,,,,,,,119.96
2024-01-05,,,,,,,,,,,,,,,,,,,120.04
2024-01-08,,,,,,,,,,,,,,,,,,,120.14
2024-01-09,,,,,,,,,,,,,,,,,,,119.74
2024-01-10,,,,,,,,,,,,,,,,,,,119.32
2024-01-11,,,,,,,,,,,,,,,,,,,118.34
2024-01-12,,,,,,,,,,,,,,,,,,,119.08
2024-01-15,,,,,,,,,,,,,,,,,,,118.84
2024-01-16,,,,,,,,,,,,,,,,,,,118.66
2024-01-17,,,,,,,,,,,,,,,,,,,117.46
2024-01-18,,,,,,,,,,,,,,,,,,,117.88
2024-01-19,,,,,,,,,,,,,,,,,,,117.54
2024-01-22,,,,,,,,,,,,,,,,,,,118.66
2024-01-23,,,,,,,,,,,,,,,,,,,118.4
2024-01-24,,,,,,,,,,,,,,,,,,,119.32
2024-01-25,,,,,,,,,,,,,,,,,,,119.5
2024-01-26,,,,,,,,,,,,,,,,,,,120.4
2024-01-29,,,,,,,,,,,,,,,,,,,120.02
2024-01-30,,,,,,,,,,,,,,,,,,,120.14
2024-01-31,,,,,,,,,,,,,,,,,,,120.24
2024-02-01,,,,,,,,,,,,,,,,,,,119.44
2024-02-02,,,,,,,,,,,,,,,,,,,119.78
2024-02-05,,,,,,,,,,,,,,,,,,,119.02
2024-02-06,,,,,,,,,,,,,,,,,,,120.36
2024-02-07,,,,,,,,,,,,,,,,,,,119.26
2024-02-08,,,,,,,,,,,,,,,,,,,118.8
2024-02-09,,,,,,,,,,,,,,,,,,,118.4
2024-02-12,,,,,,,,,,,,,,,,,,,119.24
2024-02-13,,,,,,,,,,,,,,,,,,,118.08
2024-02-14,,,,,,,,,,,,,,,,,,,118.72
2024-02-15,,,,,,,,,,,,,,,,,,,119.52
2024-02-16,,,,,,,,,,,,,,,,,,,120.34
2024-02-19,,,,,,,,,,,,,,,,,,,120.32
2024-02-20,,,,,,,,,,,,,,,,,,,120.46
2024-02-21,,,,,,,,,,,,,,,,,,,120.64
2024-02-22,,,,,,,,,,,,,,,,,,,121.1
2024-02-23,,,,,,,,,,,,,,,,,,,121.26
2024-02-26,,,,,,,,,,,,,,,,,,,120.78
2024-02-27,,,,,,,,,,,,,,,,,,,120.86
2024-02-28,,,,,,,,,,,,,,,,,,,120.42
2024-02-29,,,,,,,,,,,,,,,,,,,120.78
2024-03-01,,,,,,,,,,,,,,,,,,,121.08
2024-03-04,,,,,,,,,,,,,,,,,,,120.48
2024-03-05,,,,,,,,,,,,,,,,,,,120.84
2024-03-06,,,,,,,,,,,,,,,,,,,121.2
2024-03-07,,,,,,,,,,,,,,,,,,,121.76
2024-03-08,,,,,,,,,,,,,,,,,,,121.72
2024-03-11,,,,,,,,,,,,,,,,,,,121.16
2024-03-12,,,,,,,,,,,,,,,,,,,122.4
2024-03-13,,,,,,,,,,,,,,,,,,,122.32
2024-03-14,,,,,,,,,,,,,,,,,,,121.82
2024-03-15,,,,,,,,,,,,,,,,,,,122.32
2024-03-18,,,,,,,,,,,,,,,,,,,121.74
2024-03-19,,,,,,,,,,,,,,,,,,,122.0
2024-03-20,,,,,,,,,,,,,,,,,,,122.28
2024-03-21,,,,,,,,,,,,,,,,,,,123.08
2024-03-22,,,,,,,,,,,,,,,,,,,123.3
2024-03-25,,,,,,,,,,,,,,,,,,,123.36
2024-03-26,,,,,,,,,,,,,,,,,,,123.96
2024-03-27,,,,,,,,,,,,,,,,,,,124.14
2024-03-28,,,,,,,,,,,,,,,,,,,124.3
2024-04-02,,,,,,,,,,,,,,,,,,,123.5
2024-04-03,,,,,,,,,,,,,,,,,,,124.1
2024-04-04,,,,,,,,,,,,,,,,,,,124.6
2024-04-05,,,,,,,,,,,,,,,,,,,123.48
2024-04-08,,,,,,,,,,,,,,,,,,,123.92
2024-04-09,,,,,,,,,,,,,,,,,,,123.14
2024-04-10,,,,,,,,,,,,,,,,,,,123.26
2024-04-11,,,,,,,,,,,,,,,,,,,122.72
2024-04-12,,,,,,,,,,,,,,,,,,,123.02
2024-04-15,,,,,,,,,,,,,,,,,,,123.04
2024-04-16,,,,,,,,,,,,,,,,,,,121.14
2024-04-17,,,,,,,,,,,,,,,,,,,121.58
2024-04-18,,,,,,,,,,,,,,,,,,,121.92
2024-04-19,,,,,,,,,,,,,,,,,,,121.6
2024-04-22,,,,,,,,,,,,,,,,,,,122.52
2024-04-23,,,,,,,,,,,,,,,,,,,123.66
2024-04-24,,,,,,,,,,,,,,,,,,,122.9
2024-04-25,,,,,,,,,,,,,,,,,,,122.56
2024-04-26,,,,,,,,,,,,,,,,,,,123.84
2024-04-29,,,,,,,,,,,,,,,,,,,124.22
2024-04-30,,,,,,,,,,,,,,,,,,,123.4
2024-05-02,,,,,,,,,,,,,,,,,,,123.98
2024-05-03,,,,,,,,,,,,,,,,,,,124.4
2024-05-06,,,,,,,,,,,,,,,,,,,125.52
2024-05-07,,,,,,,,,,,,,,,,,,,126.64
2024-05-08,,,,,,,,,,,,,,,,,,,126.96
2024-05-09,,,,,,,,,,,,,,,,,,,127.7
2024-05-10,,,,,,,,,,,,,,,,,,,128.98
2024-05-13,,,,,,,,,,,,,,,,,,,129.22
2024-05-14,,,,,,,,,,,,,,,,,,,129.66
2024-05-15,,,,,,,,,,,,,,,,,,,129.96
2024-05-16,,,,,,,,,,,,,,,,,,,130.48
2024-05-17,,,,,,,,,,,,,,,,,,,130.7
2024-05-20,,,,,,,,,,,,,,,,,,,130.88
2024-05-21,,,,,,,,,,,,,,,,,,,130.26
2024-05-22,,,,,,,,,,,,,,,,,,,129.76
2024-05-23,,,,,,,,,,,,,,,,,,,130.04
2024-05-24,,,,,,,,,,,,,,,,,,,130.2
2024-05-27,,,,,,,,,,,,,,,,,,,130.84
2024-05-28,,,,,,,,,,,,,,,,,,,129.78
2024-05-29,,,,,,,,,,,,,,,,,,,128.76
2024-05-30,,,,,,,,,,,,,,,,,,,129.48
2024-05-31,,,,,,,,,,,,,,,,,,,130.04
2024-06-03,,,,,,,,,,,,,,,,,,,130.18
2024-06-04,,,,,,,,,,,,,,,,,,,129.16
2024-06-05,,,,,,,,,,,,,,,,,,,129.5
2024-06-06,,,,,,,,,,,,,,,,,,,130.1
2024-06-07,,,,,,,,,,,,,,,,,,,129.86
2024-06-10,,,,,,,,,,,,,,,,,,,129.34
2024-06-11,,,,,,,,,,,,,,,,,,,128.3
2024-06-12,,,,,,,,,,,,,,,,,,,129.38
2024-06-13,,,,,,,,,,,,,,,,,,,127.46
2024-06-14,,,,,,,,,,,,,,,,,,,126.08
2024-06-17,,,,,,,,,,,,,,,,,,,126.18
2024-06-18,,,,,,,,,,,,,,,,,,,127.2
2024-06-19,,,,,,,,,,,,,,,,,,,127.18
2024-06-20,,,,,,,,,,,,,,,,,,,128.38
2024-06-21,,,,,,,,,,,,,,,,,,,127.4
2024-06-24,,,,,,,,,,,,,,,,,,,128.5
2024-06-25,,,,,,,,,,,,,,,,,,,127.84
2024-06-26,,,,,,,,,,,,,,,,,,,127.38
2024-06-27,,,,,,,,,,,,,,,,,,,126.86
2024-06-28,,,,,,,,,,,,,,,,,,,126.56
2024-07-01,,,,,,,,,,,,,,,,,,,127.8
2024-07-02,,,,,,,,,,,,,,,,,,,126.94
2024-07-03,,,,,,,,,,,,,,,,,,,128.24
2024-07-04,,,,,,,,,,,,,,,,,,,129.16
2024-07-05,,,,,,,,,,,,,,,,,,,128.86
2024-07-08,,,,,,,,,,,,,,,,,,,129.24
2024-07-09,,,,,,,,,,,,,,,,,,,127.78
2024-07-10,,,,,,,,,,,,,,,,,,,129.16
2024-07-11,,,,,,,,,,,,,,,,,,,130.02
2024-07-12,,,,,,,,,,,,,,,,,,,130.8
2024-07-15,,,,,,,,,,,,,,,,,,,129.58
2024-07-16,,,,,,,,,,,,,,,,,,,129.38
2024-07-17,,,,,,,,,,,,,,,,,,,129.6
2024-07-18,,,,,,,,,,,,,,,,,,,130.36
2024-07-19,,,,,,,,,,,,,,,,,,,128.92
2024-07-22,,,,,,,,,,,,,,,,,,,130.36
2024-07-23,,,,,,,,,,,,,,,,,,,130.06
2024-07-24,,,,,,,,,,,,,,,,,,,129.92
2024-07-25,,,,,,,,,,,,,,,,,,,129.1
2024-07-26,,,,,,,,,,,,,,,,,,,130.04
2024-07-29,,,,,,,,,,,,,,,,,,,129.92
2024-07-30,,,,,,,,,,,,,,,,,,,131.12
2024-07-31,,,,,,,,,,,,,,,,,,,131.38
2024-08-01,,,,,,,,,,,,,,,,,,,129.04
2024-08-02,,,,,,,,,,,,,,,,,,,125.62
2024-08-05,,,,,,,,,,,,,,,,,,,123.02
2024-08-06,,,,,,,,,,,,,,,,,,,122.7
2024-08-07,,,,,,,,,,,,,,,,,,,125.1
2024-08-08,,,,,,,,,,,,,,,,,,,124.86
2024-08-09,,,,,,,,,,,,,,,,,,,125.52
2024-08-12,,,,,,,,,,,,,,,,,,,125.86
2024-08-13,,,,,,,,,,,,,,,,,,,126.12
2024-08-14,,,,,,,,,,,,,,,,,,,126.74
2024-08-15,,,,,,,,,,,,,,,,,,,128.54
2024-08-16,,,,,,,,,,,,,,,,,,,128.8
2024-08-19,,,,,,,,,,,,,,,,,,,130.04
2024-08-20,,,,,,,,,,,,,,,,,,,129.24
2024-08-21,,,,,,,,,,,,,,,,,,,129.48
2024-08-22,,,,,,,,,,,,,,,,,,,129.96
2024-08-23,,,,,,,,,,,,,,,,,,,131.08
2024-08-26,,,,,,,,,,,,,,,,,,,131.32
2024-08-27,,,,,,,,,,,,,,,,,,,131.36
2024-08-28,,,,,,,,,,,,,,,,,,,131.54
2024-08-29,,,,,,,,,,,,,,,,,,,132.06
2024-08-30,,,,,,,,,,,,,,,,,,,132.22
2024-09-02,,,,,,,,,,,,,,,,,,,132.26
2024-09-03,,,,,,,,,,,,,,,,,,,130.92
2024-09-04,,,,,,,,,,,,,,,,,,,130.04
2024-09-05,,,,,,,,,,,,,,,,,,,130.46
2024-09-06,,,,,,,,,,,,,,,,,,,128.6
2024-09-09,,,,,,,,,,,,,,,,,,,129.44
2024-09-10,,,,,,,,,,,,,,,,,,,128.56
2024-09-11,,,,,,,,,,,,,,,,,,,128.6
2024-09-12,,,,,,,,,,,,,,,,,,,129.6
2024-09-13,,,,,,,,,,,,,,,,,,,130.56
2024-09-16,,,,,,,,,,,,,,,,,,,130.7
2024-09-17,,,,,,,,,,,,,,,,,,,131.72
2024-09-18,,,,,,,,,,,,,,,,,,,131.42
2024-09-19,,,,,,,,,,,,,,,,,,,132.68
2024-09-20,,,,,,,,,,,,,,,,,,,131.34
2024-09-23,,,,,,,,,,,,,,,,,,,131.74
2024-09-24,,,,,,,,,,,,,,,,,,,132.54
2024-09-25,,,,,,,,,,,,,,,,,,,131.88
2024-09-26,,,,,,,,,,,,,,,,,,,133.04
2024-09-27,,,,,,,,,,,,,,,,,,,134.4
2024-09-30,,,,,,,,,,,,,,,,,,,133.12
2024-10-01,,,,,,,,,,,,,,,,,,,131.68
2024-10-02,,,,,,,,,,,,,,,,,,,131.48
2024-10-03,,,,,,,,,,,,,,,,,,,130.62
2024-10-04,,,,,,,,,,,,,,,,,,,131.9
2024-10-07,,,,,,,,,,,,,,,,,,,132.12
2024-10-08,,,,,,,,,,,,,,,,,,,131.22
2024-10-09,,,,,,,,,,,,,,,,,,,132.0
2024-10-10,,,,,,,,,,,,,,,,,,,132.08
2024-10-11,,,,,,,,,,,,,,,,,,,132.76
2024-10-14,,,,,,,,,,,,,,,,,,,133.02
2024-10-15,,,,,,,,,,,,,,,,,,,133.26
2024-10-16,,,,,,,,,,,,,,,,,,,133.48
2024-10-17,,,,,,,,,,,,,,,,,,,134.4
2024-10-18,,,,,,,,,,,,,,,,,,,134.52
2024-10-21,,,,,,,,,,,,,,,,,,,133.82
2024-10-22,,,,,,,,,,,,,,,,,,,133.26
2024-10-23,,,,,,,,,,,,,,,,,,,132.78
2024-10-24,,,,,,,,,,,,,,,,,,,133.28
2024-10-25,,,,,,,,,,,,,,,,,,,133.14
2024-10-28,,,,,,,,,,,,,,,,,,,133.58
2024-10-29,,,,,,,,,,,,,,,,,,,132.64
2024-10-30,,,,,,,,,,,,,,,,,,,131.46
2024-10-31,,,,,,,,,,,,,,,,,,,130.16
2024-11-01,,,,,,,,,,,,,,,,,,,132.12
2024-11-04,,,,,,,,,,,,,,,,,,,132.18
2024-11-05,,,,,,,,,,,,,,,,,,,132.36
2024-11-06,,,,,,,,,,,,,,,,,,,130.92
2024-11-07,,,,,,,,,,,,,,,,,,,132.32
2024-11-08,,,,,,,,,,,,,,,,,,,131.32
2024-11-11,,,,,,,,,,,,,,,,,,,132.52
2024-11-12,,,,,,,,,,,,,,,,,,,130.24
2024-11-13,,,,,,,,,,,,,,,,,,,129.72
2024-11-14,,,,,,,,,,,,,,,,,,,132.16
2024-11-15,,,,,,,,,,,,,,,,,,,132.22
