,ALSPT FP Equity_DX_SI_QTY,ALSPT FP Equity_DX_SHORT_INTEREST_VALUE,ALSPT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSPT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSPT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSPT FP Equity_DX_SI_MV,ALSPT FP Equity_DX_DSS,ALSPT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSPT FP Equity_DX_SUPPLY_SI_QTY,ALSPT FP Equity_DX_BROKER_SI_QTY,ALSPT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSPT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSPT FP Equity_DX_BROKER_SI_MV_INC_x,ALSPT FP Equity_DX_BROKER_SI_QTY_ADD,ALSPT FP Equity_DX_SUPPLY_SI_MV_DEC,ALSPT FP Equity_DX_BROKER_SI_QTY_INC,ALSPT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSPT FP Equity_DX_BROKER_SI_MV_INC_y,ALSPT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSPT FP Equity_DX_BROKER_SI_MV_ADD,ALSPT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSPT FP Equity_DX_BROKER_SI_QTY_DEC,ALSPT FP Equity_DX_SUPPLY_SI_MV,ALSPT FP Equity_DX_BROKER_SI_MV_DEC,ALSPT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSPT FP Equity_DX_UTILIZATION_QUANTITY,ALSPT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSPT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSPT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSPT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSPT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSPT FP Equity_DX_BROKER_SI_CON_RATIO,ALSPT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSPT FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,475906.0,1822719.98,1.82,0.0,,0.0,,0.0
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,475906.0,1832238.1,1.82,0.0,,0.0,,0.0
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,475766.0,1824562.61,1.83,0.0,,0.0,,0.0
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,475641.0,1854999.9,1.83,0.0,,0.0,,0.0
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,475642.0,1835978.12,1.86,0.0,,0.0,,0.0
2021-12-24,20000.0,77900.0,0.49,4.2,0.11,0.08,0.0,38950.0,10000.0,10000.0,38950.0,,,10000.0,,,,,,0.04,10000.0,,0.04,,2.11,2.1,464850.0,1810590.75,1.79,2.11,50.0,0.5,50.0,0.0421
2021-12-27,20000.0,79200.0,0.49,4.28,0.11,0.08,0.0,39600.0,10000.0,10000.0,39600.0,,,,,,,,,,,,0.04,,2.11,2.1,464850.0,1840806.0,1.81,2.11,50.0,0.5,50.0,0.0421
2021-12-28,20000.0,78800.0,0.49,3.28,0.11,0.08,0.0,39400.0,10000.0,10000.0,39400.0,,,,,,,,,,,,0.04,,2.11,2.1,464850.0,1831509.0,1.84,2.11,50.0,0.5,50.0,0.0421
2021-12-29,20000.0,78000.0,0.49,3.42,0.11,0.08,0.0,39000.0,10000.0,10000.0,39000.0,,,,,,,,,,,,0.04,,2.11,2.1,464850.0,1812915.0,1.83,2.11,50.0,0.5,50.0,0.042
2021-12-30,20000.0,79100.0,0.49,3.41,0.11,0.08,0.0,39550.0,10000.0,10000.0,39550.0,,,,,,,,,,,,0.04,,2.11,2.1,464850.0,1838481.75,1.81,2.11,50.0,0.5,50.0,0.042
2021-12-31,20000.0,79000.0,0.49,3.41,0.11,0.08,0.0,39500.0,10000.0,10000.0,39500.0,,,,,,,,,,,,0.04,,2.11,2.1,464850.0,1836157.5,1.84,2.11,49.94,0.5,50.06,0.042
2022-01-03,20000.0,78000.0,0.49,3.73,0.11,0.08,0.0,39000.0,10000.0,10000.0,39000.0,,,,,,,,,,,,0.04,,2.11,2.1,464850.0,1812915.0,1.84,2.11,50.0,0.5,50.0,0.042
2022-01-04,20000.0,78400.0,0.49,3.63,0.11,0.08,0.0,39200.0,10000.0,10000.0,39200.0,,,,,,,,,,,,0.04,,2.11,2.1,464850.0,1822212.0,1.81,2.11,50.0,0.5,50.0,0.042
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.04,,10000.0,,,,,10000.0,0.0,0.04,0.0,0.0,475967.0,1846751.96,1.87,0.0,,0.0,,0.0
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,475960.0,1811027.8,1.85,0.0,,0.0,,0.0
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,475960.0,1806268.2,1.81,0.0,,0.0,,0.0
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,476000.0,1744540.0,1.81,0.0,,0.0,,0.0
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,476000.0,1746920.0,1.75,0.0,,0.0,,0.0
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,475994.0,1758797.83,1.75,0.0,,0.0,,0.0
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,476057.0,1737608.05,1.76,0.0,,0.0,,0.0
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,476135.0,1725989.38,1.74,0.0,,0.0,,0.0
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,476134.0,1697417.71,1.73,0.0,,0.0,,0.0
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,476134.0,1664088.33,1.7,0.0,,0.0,,0.0
2022-01-19,1000.0,3310.0,0.02,0.18,0.01,0.0,0.0,0.0,1000.0,0.0,3310.0,,,,,,,,,,1000.0,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021
2022-01-20,1000.0,3345.0,0.02,0.17,0.01,0.0,0.0,0.0,1000.0,0.0,3345.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021
2022-01-21,2000.0,6540.0,0.05,0.34,0.01,0.01,0.0,3270.0,1000.0,1000.0,3270.0,,,1000.0,,,,,,0.0,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,48.92,0.5002,51.08,0.0042
2022-01-24,2000.0,6360.0,0.05,0.31,0.01,0.01,0.0,3180.0,1000.0,1000.0,3180.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,48.74,0.5003,51.26,0.0042
2022-01-25,2000.0,6200.0,0.05,0.31,0.01,0.01,0.0,3100.0,1000.0,1000.0,3100.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,48.72,0.5003,51.28,0.0042
2022-01-26,2000.0,6000.0,0.05,0.26,0.01,0.01,0.0,3000.0,1000.0,1000.0,3000.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,48.67,0.5004,51.33,0.0042
2022-01-27,2000.0,5770.0,0.05,0.23,0.01,0.01,0.0,2885.0,1000.0,1000.0,2885.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,48.44,0.5005,51.56,0.0042
2022-01-28,2000.0,5810.0,0.05,0.23,0.01,0.01,0.0,2905.0,1000.0,1000.0,2905.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,48.86,0.5003,51.14,0.0042
2022-01-31,2000.0,6220.0,0.05,0.23,0.01,0.01,0.0,3110.0,1000.0,1000.0,3110.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,49.01,0.5002,50.99,0.0042
2022-02-01,2000.0,6000.0,0.05,0.15,0.01,0.01,0.0,3000.0,1000.0,1000.0,3000.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0042
2022-02-02,2000.0,5620.0,0.05,0.15,0.01,0.01,0.0,2810.0,1000.0,1000.0,2810.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,48.36,0.5005,51.64,0.0042
2022-02-03,2000.0,5480.0,0.05,0.15,0.01,0.01,0.0,2740.0,1000.0,1000.0,2740.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0042
2022-02-04,2000.0,5560.0,0.05,0.14,0.01,0.01,0.0,2780.0,1000.0,1000.0,2780.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,49.53,0.5,50.47,0.0042
2022-02-07,2000.0,5560.0,0.05,0.14,0.01,0.01,0.0,2780.0,1000.0,1000.0,2780.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0042
2022-02-08,2000.0,5840.0,0.05,0.15,0.01,0.01,0.0,2920.0,1000.0,1000.0,2920.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-02-09,2000.0,5740.0,0.05,0.14,0.01,0.01,0.0,2870.0,1000.0,1000.0,2870.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-02-10,12000.0,32400.0,0.29,0.85,0.07,0.03,0.0,16200.0,6000.0,6000.0,16200.0,,0.01,,,5000.0,,0.01,,,5000.0,,0.02,,2.1,1.28,279910.0,755757.0,0.8,2.1,41.67,0.4306,50.0,0.0255
2022-02-11,12000.0,31800.0,0.29,0.83,0.07,0.03,0.0,15900.0,6000.0,6000.0,15900.0,,,,,,,,,,,,0.02,,2.1,1.28,279910.0,741761.5,0.76,2.12,41.43,0.4266,49.71,0.0255
2022-02-14,12000.0,31200.0,0.29,0.82,0.07,0.03,0.0,15600.0,6000.0,6000.0,15600.0,,,,,,,,,,,,0.02,,2.1,1.28,279910.0,727766.0,0.74,2.1,41.67,0.4306,50.0,0.0255
2022-02-15,12000.0,30120.0,0.29,0.83,0.07,0.03,0.0,15060.0,6000.0,6000.0,15060.0,,,,,,,,,,,,0.02,,2.1,1.28,279910.0,702574.1,0.73,2.1,41.67,0.4306,50.0,0.0255
2022-02-16,12000.0,30600.0,0.29,0.8,0.07,0.03,0.0,15300.0,6000.0,6000.0,15300.0,,,,,,,,,,,,0.02,,2.1,1.28,279910.0,713770.5,0.7,2.1,40.88,0.4333,50.94,0.0255
2022-02-17,12000.0,29940.0,0.29,0.79,0.07,0.03,0.0,14970.0,6000.0,6000.0,14970.0,,,,,,,,,,,,0.02,,2.1,1.28,279910.0,698375.45,0.71,2.1,41.67,0.4306,50.0,0.0255
2022-02-18,12000.0,28800.0,0.29,0.77,0.07,0.03,0.0,14400.0,6000.0,6000.0,14400.0,,,,,,,,,,,,0.02,,2.1,1.28,279910.0,671784.0,0.7,2.11,41.59,0.4293,49.91,0.0255
2022-02-21,12000.0,28320.0,0.29,0.74,0.07,0.03,0.0,14160.0,6000.0,6000.0,14160.0,,,,,,,,,,,,0.01,,2.1,1.28,279910.0,660587.6,0.67,2.1,41.67,0.4306,50.0,0.0255
2022-02-22,12000.0,28860.0,0.29,0.73,0.07,0.03,0.0,14430.0,6000.0,6000.0,14430.0,,,,,,,,,,,,0.01,,2.1,1.28,279910.0,673183.55,0.66,2.1,41.67,0.4306,50.0,0.0255
2022-02-23,12000.0,28320.0,0.29,0.39,0.07,0.03,0.0,14160.0,6000.0,6000.0,14160.0,,,,,,,,,,,,0.01,,2.1,1.28,279910.0,660587.6,0.67,2.1,42.02,0.4294,49.58,0.0255
2022-02-24,12000.0,27540.0,0.29,0.39,0.07,0.03,0.0,13770.0,6000.0,6000.0,13770.0,,,,,,,,,,,,0.01,,2.1,1.28,279910.0,642393.45,0.66,2.1,41.67,0.4306,50.0,0.0255
2022-02-25,12000.0,27120.0,0.29,0.39,0.07,0.03,0.0,13560.0,6000.0,6000.0,13560.0,,,,,,,,,,,,0.01,,2.1,1.28,279910.0,632596.6,0.64,2.11,41.59,0.4293,49.91,0.0255
2022-02-28,2000.0,4500.0,0.05,0.07,0.01,0.0,0.0,2250.0,1000.0,1000.0,2250.0,,,,0.01,,5000.0,,,,,5000.0,0.0,0.01,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-01,2000.0,4610.0,0.05,0.07,0.01,0.0,0.0,2305.0,1000.0,1000.0,2305.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-02,2000.0,4800.0,0.05,0.07,0.01,0.0,0.0,2400.0,1000.0,1000.0,2400.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-03,2000.0,4830.0,0.05,0.07,0.01,0.0,0.0,2415.0,1000.0,1000.0,2415.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-04,2000.0,4460.0,0.05,0.07,0.01,0.0,0.0,2230.0,1000.0,1000.0,2230.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.0043
2022-03-07,2000.0,4240.0,0.05,0.07,0.01,0.0,0.0,2120.0,1000.0,1000.0,2120.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-08,2000.0,4230.0,0.05,0.07,0.01,0.0,0.0,2115.0,1000.0,1000.0,2115.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-09,2000.0,4340.0,0.05,0.07,0.01,0.0,0.0,2170.0,1000.0,1000.0,2170.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-10,2000.0,4400.0,0.05,0.07,0.01,0.0,0.0,2200.0,1000.0,1000.0,2200.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-11,2000.0,4400.0,0.05,0.07,0.01,0.0,0.0,2200.0,1000.0,1000.0,2200.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,49.72,0.5,50.28,0.0043
2022-03-14,2000.0,4400.0,0.05,0.07,0.01,0.0,0.0,2200.0,1000.0,1000.0,2200.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-15,2000.0,4280.0,0.05,0.08,0.01,0.0,0.0,2140.0,1000.0,1000.0,2140.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-16,2000.0,4360.0,0.05,0.09,0.01,0.0,0.0,2180.0,1000.0,1000.0,2180.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-17,2000.0,4460.0,0.05,0.09,0.01,0.0,0.0,2230.0,1000.0,1000.0,2230.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-18,2000.0,4520.0,0.05,0.09,0.01,0.0,0.0,2260.0,1000.0,1000.0,2260.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-21,2000.0,4540.0,0.05,0.09,0.01,0.0,0.0,2270.0,1000.0,1000.0,2270.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-22,2000.0,4550.0,0.05,0.08,0.01,0.0,0.0,2275.0,1000.0,1000.0,2275.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-23,2000.0,4300.0,0.05,0.08,0.01,0.0,0.0,2150.0,1000.0,1000.0,2150.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,49.84,0.5,50.16,0.0043
2022-03-24,2000.0,4200.0,0.05,0.07,0.01,0.0,0.0,2100.0,1000.0,1000.0,2100.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,48.71,0.5003,51.29,0.0043
2022-03-25,2000.0,4000.0,0.05,0.07,0.01,0.0,0.0,2000.0,1000.0,1000.0,2000.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,48.09,0.5007,51.91,0.0043
2022-03-28,2000.0,4240.0,0.05,0.07,0.01,0.0,0.0,2120.0,1000.0,1000.0,2120.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-29,2000.0,4200.0,0.05,0.07,0.01,0.0,0.0,2100.0,1000.0,1000.0,2100.0,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0043
2022-03-30,3800.0,8512.0,0.09,0.13,0.02,0.01,0.0,6272.0,2800.0,2800.0,6272.0,1800.0,0.0,,,1800.0,,0.0,1800.0,,,,0.01,,100.0,0.59,0.0,0.0,0.0,100.0,26.32,0.6122,73.68,0.008
2022-03-31,23800.0,52360.0,0.58,0.71,0.13,0.05,0.0,28160.0,12800.0,12800.0,28160.0,,0.02,,,10000.0,,0.02,,,10000.0,,0.03,,4.39,2.71,278842.0,613452.4,0.62,4.39,42.02,0.4676,53.78,0.0504
2022-04-01,23800.0,49980.0,0.58,0.72,0.13,0.05,0.0,26880.0,12800.0,12800.0,26880.0,,,,,,,,,,,,0.03,,4.39,2.71,278842.0,585568.2,0.62,4.39,42.42,0.4662,53.33,0.0504
2022-04-04,23800.0,48790.0,0.58,0.71,0.13,0.05,0.0,26240.0,12800.0,12800.0,26240.0,,,,,,,,,,,,0.03,,100.0,2.71,0.0,0.0,0.0,100.0,41.89,0.4649,53.61,0.0504
2022-04-05,23800.0,47243.0,0.58,0.7,0.13,0.05,0.0,25408.0,12800.0,12800.0,25408.0,,,,,,,,,,,,0.03,,100.0,2.71,0.0,0.0,0.0,100.0,42.02,0.4676,53.78,0.0504
2022-04-06,23800.0,47600.0,0.58,1.11,0.13,0.05,0.0,25600.0,12800.0,12800.0,25600.0,,,,,,,,,,,,0.03,,100.0,2.71,0.0,0.0,0.0,100.0,42.02,0.4676,53.78,0.0504
2022-04-07,23800.0,47600.0,0.58,1.06,0.13,0.05,0.0,25600.0,12800.0,12800.0,25600.0,,,,,,,,,,,,0.03,,100.0,2.71,0.0,0.0,0.0,100.0,42.02,0.4676,53.78,0.0504
2022-04-08,22800.0,47196.0,0.56,1.02,0.13,0.05,0.0,24426.0,12800.0,11800.0,26496.0,,,,,,,,,,,1000.0,0.03,0.0,100.0,2.71,0.0,0.0,0.0,100.0,43.87,0.4623,51.76,0.0483
2022-04-11,20000.0,42000.0,0.49,0.76,0.11,0.04,0.0,21000.0,10000.0,10000.0,21000.0,,,,0.01,,2800.0,,,,,1800.0,0.02,0.0,100.0,2.13,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0426
2022-04-12,20000.0,44000.0,0.49,0.71,0.11,0.04,0.0,22000.0,10000.0,10000.0,22000.0,,,,,,,,,,,,0.02,,100.0,2.13,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0426
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.02,,10000.0,,,,,10000.0,0.0,0.02,0.0,0.0,459505.0,1029291.2,1.01,0.0,,0.0,,0.0
2022-04-14,26000.0,62660.0,0.63,0.61,0.14,0.06,0.0,31330.0,13000.0,13000.0,31330.0,,,13000.0,,,,,,0.03,13000.0,,0.03,,100.0,2.77,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0554
2022-04-15,26000.0,62660.0,0.63,0.51,0.14,0.06,0.0,31330.0,13000.0,13000.0,31330.0,,,,,,,,,,,,0.03,,100.0,2.77,0.0,0.0,0.0,100.0,48.18,0.5007,51.82,0.0554
2022-04-18,26000.0,62660.0,0.63,0.51,0.14,0.06,0.0,31330.0,13000.0,13000.0,31330.0,,,,,,,,,,,,0.03,,100.0,2.77,0.0,0.0,0.0,100.0,48.17,0.5007,51.83,0.0554
2022-04-19,26000.0,59280.0,0.63,0.51,0.14,0.06,0.0,29640.0,13000.0,13000.0,29640.0,,,,,,,,,,,,0.03,,100.0,2.77,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0554
2022-04-20,26000.0,58240.0,0.63,0.47,0.14,0.06,0.0,29120.0,13000.0,13000.0,29120.0,,,,,,,,,,,,0.03,,100.0,2.77,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0554
2022-04-21,26000.0,57980.0,0.63,0.44,0.14,0.06,0.0,28990.0,13000.0,13000.0,28990.0,,,,,,,,,,,,0.03,,100.0,2.77,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.0554
2022-04-22,26000.0,52780.0,0.63,0.43,0.14,0.06,0.0,26390.0,13000.0,13000.0,26390.0,,,,,,,,,,,,0.03,,100.0,2.77,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0554
2022-04-25,26000.0,51090.0,0.63,0.38,0.14,0.05,0.0,25545.0,13000.0,13000.0,25545.0,,,,,,,,,,,,0.03,,100.0,2.77,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0554
2022-04-26,26000.0,52260.0,0.63,0.37,0.14,0.05,0.0,26130.0,13000.0,13000.0,26130.0,,,,,,,,,,,,0.03,,100.0,2.77,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0554
2022-04-27,28900.0,54910.0,0.71,0.4,0.16,0.06,0.0,30210.0,15900.0,15900.0,30210.0,,,2900.0,,,,,,0.01,2900.0,,0.03,,100.0,3.37,0.0,0.0,0.0,100.0,45.07,0.416,45.07,0.0612
2022-04-28,30900.0,58555.5,0.75,0.41,0.17,0.06,0.0,30130.5,17900.0,15900.0,33920.5,,,,,,,,,,2000.0,,0.03,,100.0,3.77,0.0,0.0,0.0,100.0,42.07,0.4215,48.54,0.0651
2022-04-29,30900.0,59173.5,0.75,0.41,0.17,0.06,0.0,30448.5,17900.0,15900.0,34278.5,,,,,,,,,,,,0.03,,100.0,3.79,0.0,0.0,0.0,100.0,42.08,0.4216,48.56,0.0654
2022-05-02,30900.0,58401.0,0.75,0.4,0.17,0.06,0.0,30051.0,17900.0,15900.0,33831.0,,,,,,,,,,,,0.03,,100.0,3.79,0.0,0.0,0.0,100.0,42.08,0.4216,48.56,0.0654
2022-05-03,30900.0,60873.0,0.75,0.39,0.17,0.06,0.0,31323.0,17900.0,15900.0,35263.0,,,,,,,,,,,,0.03,,100.0,3.79,0.0,0.0,0.0,100.0,42.07,0.4215,48.54,0.0654
2022-05-04,40900.0,80368.5,1.0,0.52,0.22,0.08,0.0,31243.5,27900.0,15900.0,54823.5,10000.0,,,,,,,10000.0,,,,0.06,,100.0,5.91,0.0,0.0,0.0,100.0,31.78,0.4797,61.12,0.0866
2022-05-05,40900.0,79141.5,1.0,0.53,0.22,0.08,0.0,30766.5,27900.0,15900.0,53986.5,,,,,,,,,,,,0.05,,100.0,5.91,0.0,0.0,0.0,100.0,31.79,0.4798,61.14,0.0866
2022-05-06,38900.0,71965.0,0.95,0.5,0.21,0.08,0.0,29415.0,25900.0,15900.0,47915.0,,,,0.0,,2000.0,,,,,,0.05,,100.0,5.48,0.0,0.0,0.0,100.0,33.43,0.467,59.14,0.0823
2022-05-09,38900.0,69631.0,0.95,0.51,0.21,0.07,0.0,28461.0,25900.0,15900.0,46361.0,,,,,,,,,,,,0.05,,100.0,5.48,0.0,0.0,0.0,100.0,33.42,0.4668,59.13,0.0823
2022-05-10,42300.0,78255.0,1.03,0.56,0.23,0.08,0.0,32560.0,27600.0,17600.0,51060.0,1700.0,,1700.0,,,,,1700.0,0.0,,,0.05,,100.0,5.82,0.0,0.0,0.0,100.0,30.73,0.4013,54.37,0.0892
2022-05-11,42300.0,83331.0,1.03,0.56,0.23,0.08,0.0,34672.0,27600.0,17600.0,54372.0,,,,,,,,,,,,0.05,,100.0,5.82,0.0,0.0,0.0,100.0,30.73,0.4013,54.37,0.0892
2022-05-12,44300.0,87271.0,1.08,0.59,0.24,0.09,0.0,34672.0,29600.0,17600.0,58312.0,2000.0,,,,,,,2000.0,,,,0.06,,100.0,6.24,0.0,0.0,0.0,100.0,29.4,0.4161,56.55,0.0934
2022-05-13,50300.0,96576.0,1.23,0.67,0.28,0.1,0.0,39552.0,32600.0,20600.0,62592.0,3000.0,0.01,,,3000.0,,0.01,3000.0,,,,0.06,,100.0,6.88,0.0,0.0,0.0,100.0,25.89,0.3961,55.76,0.1061
2022-05-16,50300.0,94564.0,1.23,0.69,0.28,0.1,0.0,38728.0,32600.0,20600.0,61288.0,,,,,,,,,,,,0.06,,100.0,6.88,0.0,0.0,0.0,100.0,25.87,0.3955,55.71,0.1061
2022-05-17,50600.0,98417.0,1.23,0.69,0.28,0.1,0.0,40067.0,32900.0,20600.0,63990.5,300.0,,,,,,,300.0,,,,0.06,,100.0,6.94,0.0,0.0,0.0,100.0,25.35,0.3947,55.93,0.1067
2022-05-18,50600.0,102718.0,1.23,0.7,0.28,0.1,0.0,41818.0,32900.0,20600.0,66787.0,,,,,,,,,,,,0.06,,100.0,6.94,0.0,0.0,0.0,100.0,25.7,0.3906,55.36,0.1067
2022-05-19,50600.0,101200.0,1.23,0.68,0.28,0.1,0.0,41200.0,32900.0,20600.0,65800.0,,,,,,,,,,,,0.07,,100.0,6.94,0.0,0.0,0.0,100.0,25.69,0.3904,55.34,0.1067
2022-05-20,48900.0,96333.0,1.19,0.65,0.27,0.1,0.0,37233.0,32900.0,18900.0,64813.0,,,,,,,,,,,1700.0,0.07,0.0,100.0,6.94,0.0,0.0,0.0,100.0,26.56,0.4138,57.22,0.1031
2022-05-23,47200.0,93456.0,1.15,0.62,0.26,0.09,0.0,37422.0,31200.0,18900.0,61776.0,,,,0.0,,1700.0,,,,,,0.06,,100.0,6.6,0.0,0.0,0.0,100.0,27.54,0.4434,59.32,0.0999
