,ALPAU FP Equity_DX_SI_QTY,ALPAU FP Equity_DX_SHORT_INTEREST_VALUE,ALPAU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPAU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPAU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPAU FP Equity_DX_SI_MV,ALPAU FP Equity_DX_DSS,ALPAU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPAU FP Equity_DX_SUPPLY_SI_QTY,ALPAU FP Equity_DX_BROKER_SI_QTY,ALPAU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPAU FP Equity_DX_BROKER_SI_QTY_ADD,ALPAU FP Equity_DX_SUPPLY_SI_MV_DEC,ALPAU FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPAU FP Equity_DX_BROKER_SI_MV_ADD,ALPAU FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPAU FP Equity_DX_BROKER_SI_QTY_DEC,ALPAU FP Equity_DX_SUPPLY_SI_MV,ALPAU FP Equity_DX_BROKER_SI_MV_DEC,ALPAU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPAU FP Equity_DX_UTILIZATION_QUANTITY,ALPAU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPAU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPAU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPAU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPAU FP Equity_DX_BROKER_SI_CON_RATIO,ALPAU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPAU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPAU FP Equity_PX_LAST
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9110.75,0.01,0.0,0.0,,0.0,2.75
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9243.27,0.01,0.0,0.0,,0.0,2.79
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9243.27,0.01,0.0,0.0,,0.0,2.79
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9177.01,0.01,0.0,0.0,,0.0,2.77
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9177.01,0.01,0.0,0.0,,0.0,2.77
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9143.88,0.01,0.0,0.0,,0.0,2.76
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9276.4,0.01,0.0,0.0,,0.0,2.8
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9276.4,0.01,0.0,0.0,,0.0,2.8
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9243.27,0.01,0.0,0.0,,0.0,2.79
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9276.4,0.01,0.0,0.0,,0.0,2.8
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9210.14,0.01,0.0,0.0,,0.0,2.78
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9276.4,0.01,0.0,0.0,,0.0,2.8
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9243.27,0.01,0.0,0.0,,0.0,2.79
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9276.4,0.01,0.0,0.0,,0.0,2.8
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9177.01,0.01,0.0,0.0,,0.0,2.77
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9177.01,0.01,0.0,0.0,,0.0,2.77
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9177.01,0.01,0.0,0.0,,0.0,2.77
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9044.49,0.01,0.0,0.0,,0.0,2.73
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9110.75,0.01,0.0,0.0,,0.0,2.75
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8945.1,0.01,0.0,0.0,,0.0,2.7
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8945.1,0.01,0.0,0.0,,0.0,2.7
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8945.1,0.01,0.0,0.0,,0.0,2.7
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8845.71,0.01,0.0,0.0,,0.0,2.67
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8911.97,0.01,0.0,0.0,,0.0,2.69
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8779.45,0.01,0.0,0.0,,0.0,2.65
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8613.8,0.01,0.0,0.0,,0.0,2.6
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8448.15,0.01,0.0,0.0,,0.0,2.55
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8381.89,0.01,0.0,0.0,,0.0,2.53
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8282.5,0.01,0.0,0.0,,0.0,2.5
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8514.41,0.01,0.0,0.0,,0.0,2.57
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8415.02,0.01,0.0,0.0,,0.0,2.54
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8282.5,0.01,0.0,0.0,,0.0,2.5
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8315.63,0.01,0.0,0.0,,0.0,2.51
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8216.24,0.01,0.0,0.0,,0.0,2.48
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8183.11,0.01,0.0,0.0,,0.0,2.47
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8183.11,0.01,0.0,0.0,,0.0,2.47
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8116.85,0.01,0.0,0.0,,0.0,2.45
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8116.85,0.01,0.0,0.0,,0.0,2.45
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8116.85,0.01,0.0,0.0,,0.0,2.45
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8116.85,0.01,0.0,0.0,,0.0,2.45
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8116.85,0.01,0.0,0.0,,0.0,2.45
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8083.72,0.01,0.0,0.0,,0.0,2.44
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7984.33,0.01,0.0,0.0,,0.0,2.41
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8116.85,0.01,0.0,0.0,,0.0,2.45
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8183.11,0.01,0.0,0.0,,0.0,2.47
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8149.98,0.01,0.0,0.0,,0.0,2.46
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7851.81,0.01,0.0,0.0,,0.0,2.37
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7884.94,0.01,0.0,0.0,,0.0,2.38
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7785.55,0.01,0.0,0.0,,0.0,2.35
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7487.38,0.01,0.0,0.0,,0.0,2.26
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7487.38,0.01,0.0,0.0,,0.0,2.26
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7586.77,0.01,0.0,0.0,,0.0,2.29
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8315.63,0.01,0.0,0.0,,0.0,2.51
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8315.63,0.01,0.0,0.0,,0.0,2.51
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8183.11,0.01,0.0,0.0,,0.0,2.47
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7951.2,0.01,0.0,0.0,,0.0,2.4
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7951.2,0.01,0.0,0.0,,0.0,2.4
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7851.81,0.01,0.0,0.0,,0.0,2.37
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7918.07,0.01,0.0,0.0,,0.0,2.39
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8183.11,0.01,0.0,0.0,,0.0,2.47
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8282.5,0.01,0.0,0.0,,0.0,2.5
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8448.15,0.01,0.0,0.0,,0.0,2.55
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8381.89,0.01,0.0,0.0,,0.0,2.53
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8514.41,0.01,0.0,0.0,,0.0,2.57
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8680.06,0.01,0.0,0.0,,0.0,2.62
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8613.8,0.01,0.0,0.0,,0.0,2.6
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8646.93,0.01,0.0,0.0,,0.0,2.61
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8646.93,0.01,0.0,0.0,,0.0,2.61
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8646.93,0.01,0.0,0.0,,0.0,2.61
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8713.19,0.01,0.0,0.0,,0.0,2.63
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8845.71,0.01,0.0,0.0,,0.0,2.67
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9044.49,0.01,0.0,0.0,,0.0,2.73
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8945.1,0.01,0.0,0.0,,0.0,2.7
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8911.97,0.01,0.0,0.0,,0.0,2.69
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8978.23,0.01,0.0,0.0,,0.0,2.71
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8911.97,0.01,0.0,0.0,,0.0,2.69
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8613.8,0.01,0.0,0.0,,0.0,2.6
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8613.8,0.01,0.0,0.0,,0.0,2.6
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8580.67,0.01,0.0,0.0,,0.0,2.59
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8580.67,0.01,0.0,0.0,,0.0,2.59
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8613.8,0.01,0.0,0.0,,0.0,2.6
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8481.28,0.01,0.0,0.0,,0.0,2.56
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8547.54,0.01,0.0,0.0,,0.0,2.58
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8448.15,0.01,0.0,0.0,,0.0,2.55
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8448.15,0.01,0.0,0.0,,0.0,2.55
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8481.28,0.01,0.0,0.0,,0.0,2.56
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8348.76,0.01,0.0,0.0,,0.0,2.52
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8249.37,0.01,0.0,0.0,,0.0,2.49
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8315.63,0.01,0.0,0.0,,0.0,2.51
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8348.76,0.01,0.0,0.0,,0.0,2.52
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8481.28,0.01,0.0,0.0,,0.0,2.56
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8481.28,0.01,0.0,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8481.28,0.01,0.0,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9077.62,0.01,0.0,0.0,,0.0,2.74
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8945.1,0.01,0.0,0.0,,0.0,2.7
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9110.75,0.01,0.0,0.0,,0.0,2.75
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9110.75,0.01,0.0,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9243.27,0.01,0.0,0.0,,0.0,2.79
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9243.27,0.01,0.0,0.0,,0.0,2.79
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9077.62,0.01,0.0,0.0,,0.0,2.74
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9011.36,0.01,0.0,0.0,,0.0,2.72
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8878.84,0.01,0.0,0.0,,0.0,2.68
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8746.32,0.01,0.0,0.0,,0.0,2.64
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8680.06,0.01,0.0,0.0,,0.0,2.62
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8713.19,0.01,0.0,0.0,,0.0,2.63
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8713.19,0.01,0.0,0.0,,0.0,2.63
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8812.58,0.01,0.0,0.0,,0.0,2.66
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8945.1,0.01,0.0,0.0,,0.0,2.7
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8878.84,0.01,0.0,0.0,,0.0,2.68
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8878.84,0.01,0.0,0.0,,0.0,2.68
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8911.97,0.01,0.0,0.0,,0.0,2.69
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8779.45,0.01,0.0,0.0,,0.0,2.65
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8812.58,0.01,0.0,0.0,,0.0,2.66
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8812.58,0.01,0.0,0.0,,0.0,2.66
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8746.32,0.01,0.0,0.0,,0.0,2.64
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8779.45,0.01,0.0,0.0,,0.0,2.65
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8746.32,0.01,0.0,0.0,,0.0,2.64
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8282.5,0.01,0.0,0.0,,0.0,2.5
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8282.5,0.01,0.0,0.0,,0.0,2.5
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8216.24,0.01,0.0,0.0,,0.0,2.48
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8216.24,0.01,0.0,0.0,,0.0,2.48
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8249.37,0.01,0.0,0.0,,0.0,2.49
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8149.98,0.01,0.0,0.0,,0.0,2.46
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8149.98,0.01,0.0,0.0,,0.0,2.46
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7951.2,0.01,0.0,0.0,,0.0,2.4
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7984.33,0.01,0.0,0.0,,0.0,2.41
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7918.07,0.01,0.0,0.0,,0.0,2.39
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7785.55,0.01,0.0,0.0,,0.0,2.35
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7619.9,0.01,0.0,0.0,,0.0,2.3
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7553.64,0.01,0.0,0.0,,0.0,2.28
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7719.29,0.01,0.0,0.0,,0.0,2.33
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7619.9,0.01,0.0,0.0,,0.0,2.3
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7619.9,0.01,0.0,0.0,,0.0,2.3
