,BASS FP Equity_DX_SI_QTY,BASS FP Equity_DX_SHORT_INTEREST_VALUE,BASS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BASS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BASS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BASS FP Equity_DX_SI_MV,BASS FP Equity_DX_DSS,BASS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BASS FP Equity_DX_SUPPLY_SI_QTY,BASS FP Equity_DX_BROKER_SI_QTY,BASS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BASS FP Equity_DX_BROKER_SI_MV_NEW_x,BASS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BASS FP Equity_DX_SUPPLY_SI_QTY_INC_x,BASS FP Equity_DX_BROKER_SI_MV_INC_x,BASS FP Equity_DX_SUPPLY_SI_MV_NEW,BASS FP Equity_DX_BROKER_SI_QTY_ADD,BASS FP Equity_DX_BROKER_SI_QTY_NEW,BASS FP Equity_DX_SUPPLY_SI_MV_DEC,BASS FP Equity_DX_BROKER_SI_QTY_INC,BASS FP Equity_DX_SUPPLY_SI_QTY_DEC,BASS FP Equity_DX_BROKER_SI_MV_NEW_y,BASS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BASS FP Equity_DX_BROKER_SI_MV_INC_y,BASS FP Equity_DX_SUPPLY_SI_QTY_INC_y,BASS FP Equity_DX_BROKER_SI_MV_ADD,BASS FP Equity_DX_SUPPLY_SI_QTY_ADD,BASS FP Equity_DX_BROKER_SI_QTY_DEC,BASS FP Equity_DX_SUPPLY_SI_MV,BASS FP Equity_DX_BROKER_SI_MV_DEC,BASS FP Equity_DX_SUPPLY_SI_MV_RMV,BASS FP Equity_DX_BROKER_SI_MV_RMV,BASS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BASS FP Equity_DX_UTILIZATION_QUANTITY,BASS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BASS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BASS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BASS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BASS FP Equity_DX_ACTIVE_UTILIZATION_MV,BASS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BASS FP Equity_DX_BROKER_SI_CON_RATIO,BASS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BASS FP Equity_DX_DEMAND_SUPPLY_RATIO,BASS FP Equity_PX_LAST
2006-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.85
2006-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.81
2006-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21864.0,270599.24,,0.48,0.0,,0.0,,0.0,22.0
2006-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99409.0,1215792.67,,2.16,0.0,,0.0,,0.0,21.74
2006-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99409.0,1214114.95,,2.16,0.0,,0.0,,0.0,21.71
2006-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99409.0,1174408.75,,2.12,0.0,,0.0,,0.0,21.0
2006-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99409.0,1166020.11,,2.07,0.0,,0.0,,0.0,20.85
2006-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109663.0,1273956.08,,2.28,0.0,,0.0,,0.0,20.65
2006-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,119962.0,1403722.66,,2.48,0.0,,0.0,,0.0,20.8
2006-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120999.0,1446488.52,,2.52,0.0,,0.0,,0.0,21.25
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120999.0,1439681.52,,2.52,0.0,,0.0,,0.0,21.15
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,249656.0,2935368.1,,5.19,0.0,,0.0,,0.0,20.9
2006-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,349761.0,4092691.35,,7.22,0.0,,0.0,,0.0,20.8
2006-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,349761.0,4134011.79,,7.22,0.0,,0.0,,0.0,21.01
2006-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,349761.0,4092691.35,,7.27,0.0,,0.0,,0.0,20.8
2006-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,349761.0,4096626.63,,7.23,0.0,,0.0,,0.0,20.82
2006-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,364761.0,4247692.01,,7.61,0.0,,0.0,,0.0,20.7
2006-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,364761.0,4237431.89,,7.51,0.0,,0.0,,0.0,20.65
2006-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,365761.0,4228472.39,,7.53,0.0,,0.0,,0.0,20.55
2006-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403243.0,4707162.76,,8.38,0.0,,0.0,,0.0,20.75
2006-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,408318.0,4731948.64,,8.48,0.0,,0.0,,0.0,20.6
2006-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,443284.0,5137165.45,,9.24,0.0,,0.0,,0.0,20.6
2006-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448905.0,5139171.76,,9.28,0.0,,0.0,,0.0,20.35
2006-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,449463.0,5057061.31,,9.15,0.0,,0.0,,0.0,20.0
2006-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,459161.0,5248835.64,,9.24,0.0,,0.0,,0.0,20.32
2006-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,477446.0,5487403.58,,9.75,0.0,,0.0,,0.0,20.43
2006-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,483805.0,5587706.4,,9.92,0.0,,0.0,,0.0,20.53
2006-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,459344.0,5305194.05,,9.44,0.0,,0.0,,0.0,
2006-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,483820.0,5587879.64,,9.91,0.0,,0.0,,0.0,
2006-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,485389.0,5625115.28,,9.99,0.0,,0.0,,0.0,20.6
2006-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489459.0,5672282.02,,10.11,0.0,,0.0,,0.0,20.6
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489471.0,5658653.08,,10.04,0.0,,0.0,,0.0,20.55
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489514.0,5659150.19,,10.04,0.0,,0.0,,0.0,
2007-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489662.0,5702181.34,,9.99,0.0,,0.0,,0.0,20.7
2007-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489254.0,5780001.57,,10.12,0.0,,0.0,,0.0,21.0
2007-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489361.0,5877620.09,,10.32,0.0,,0.0,,0.0,21.35
2007-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489075.0,5887941.87,,10.54,0.0,,0.0,,0.0,21.4
2007-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,492093.0,6339528.32,,10.71,0.0,,0.0,,0.0,22.9
2007-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,491662.0,6250997.99,,11.42,0.0,,0.0,,0.0,22.6
2007-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,491840.0,6225591.79,,11.3,0.0,,0.0,,0.0,22.5
2007-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,499460.0,6293945.93,,11.4,0.0,,0.0,,0.0,22.4
2007-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,499881.0,6214886.19,,11.28,0.0,,0.0,,0.0,22.1
2007-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,500061.0,6188992.3,,11.23,0.0,,0.0,,0.0,22.0
2007-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,500518.0,6166490.86,,11.04,0.0,,0.0,,0.0,21.9
2007-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,501839.0,6182765.87,,11.0,0.0,,0.0,,0.0,21.9
2007-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,501891.0,6183406.52,,10.98,0.0,,0.0,,0.0,21.9
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,497138.0,6082897.51,,10.87,0.0,,0.0,,0.0,21.75
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,497443.0,6044652.68,,10.78,0.0,,0.0,,0.0,21.6
2007-01-23,20000.0,243028.96,0.14,1.47,0.14,0.44,0.0,243028.96,0.0,20000.0,0.0,,,,,,20000.0,,,,,,,,,0.44,,,0.0,,,,0.0,0.0,497247.0,6042271.0,,10.72,0.0,,1.0,100.0,0.0402,21.6
2007-01-24,20000.0,241678.8,0.14,1.44,0.14,0.44,0.0,241678.8,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,498560.0,6024569.04,,10.75,0.0,,1.0,100.0,0.0401,21.48
2007-01-25,20000.0,241678.8,0.14,1.47,0.14,0.44,0.0,241678.8,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,498565.0,6024629.46,,10.7,0.0,,1.0,100.0,0.0401,21.48
2007-01-26,20000.0,241678.8,0.14,1.67,0.14,0.44,0.0,241678.8,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,498532.0,6024230.69,,10.73,0.0,,1.0,100.0,0.0401,21.48
2007-01-29,20000.0,241566.28,0.14,1.89,0.14,0.44,0.0,241566.28,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514557.0,6214981.09,,11.06,0.0,,1.0,100.0,0.0389,21.47
2007-01-30,20000.0,240778.69,0.14,1.91,0.14,0.44,0.0,240778.69,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514556.0,6194705.96,,11.06,0.0,,1.0,100.0,0.0389,21.4
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,20000.0,0.0,0.44,,,0.0,0.0,514955.0,6234273.1,,11.04,0.0,,0.0,,0.0,21.52
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514978.0,6275110.9,,11.05,0.0,,0.0,,0.0,21.66
2007-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,514899.0,6274148.27,,11.12,0.0,,0.0,,0.0,21.66
2007-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,529840.0,6438323.14,,11.47,0.0,,0.0,,0.0,21.6
2007-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,543093.0,6599366.27,,11.72,0.0,,0.0,,0.0,21.6
2007-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,542936.0,6606621.63,,11.7,0.0,,0.0,,0.0,21.63
2007-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,542563.0,6806585.65,,11.73,0.0,,0.0,,0.0,22.3
2007-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,541055.0,7152923.06,,12.33,0.0,,0.0,,0.0,23.5
2007-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,540447.0,7144885.11,,12.64,0.0,,0.0,,0.0,23.5
2007-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,540270.0,7142545.11,,12.65,0.0,,0.0,,0.0,23.5
2007-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,538391.0,7132848.17,,12.61,0.0,,0.0,,0.0,23.55
2007-02-15,100.0,1330.47,0.0,0.01,0.0,0.0,0.0,1330.47,0.0,100.0,0.0,,,,,,100.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,538065.0,7158798.94,,12.61,0.0,,1.0,100.0,0.0002,23.65
2007-02-16,100.0,1350.16,0.0,0.01,0.0,0.0,0.0,1350.16,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,538050.0,7264540.58,,12.66,0.0,,1.0,100.0,0.0002,24.0
2007-02-19,100.0,1462.67,0.0,0.01,0.0,0.0,0.0,1462.67,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,538037.0,7869728.82,,12.81,0.0,,1.0,100.0,0.0002,26.0
2007-02-20,100.0,1521.74,0.0,0.01,0.0,0.0,0.0,1521.74,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,538126.0,8188899.14,,13.88,0.0,,1.0,100.0,0.0002,27.05
2007-02-21,100.0,1518.93,0.0,0.01,0.0,0.0,0.0,1518.93,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,538201.0,8174901.74,,14.38,0.0,,1.0,100.0,0.0002,27.0
2007-02-22,100.0,1523.99,0.0,0.01,0.0,0.0,0.0,1523.99,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,538257.0,8203004.85,,14.41,0.0,,1.0,100.0,0.0002,27.09
2007-02-23,100.0,1518.93,0.0,0.01,0.0,0.0,0.0,1518.93,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,538269.0,8175934.61,,14.44,0.0,,1.0,100.0,0.0002,27.0
2007-02-26,100.0,1499.24,0.0,0.01,0.0,0.0,0.0,1499.24,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,538228.0,8069335.59,,14.3,0.0,,1.0,100.0,0.0002,26.65
2007-02-27,100.0,1462.67,0.0,0.01,0.0,0.0,0.0,1462.67,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,538102.0,7870679.55,,14.09,0.0,,1.0,100.0,0.0002,26.0
2007-02-28,100.0,1437.36,0.0,0.01,0.0,0.0,0.0,1437.36,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,543469.0,7811599.3,,13.67,0.0,,1.0,100.0,0.0002,25.55
2007-03-01,100.0,1406.42,0.0,0.01,0.0,0.0,0.0,1406.42,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,543481.0,7643612.31,,13.66,0.0,,1.0,100.0,0.0002,25.0
2007-03-02,100.0,1406.42,0.0,0.01,0.0,0.0,0.0,1406.42,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,543225.0,7640011.88,,13.6,0.0,,1.0,100.0,0.0002,25.0
2007-03-05,100.0,1389.54,0.0,0.01,0.0,0.0,0.0,1389.54,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,543095.0,7546525.34,,13.45,0.0,,1.0,100.0,0.0002,24.7
2007-03-06,100.0,1405.86,0.0,0.01,0.0,0.0,0.0,1405.86,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,543185.0,7636393.54,,13.51,0.0,,1.0,100.0,0.0002,24.99
2007-03-07,100.0,1405.86,0.0,0.01,0.0,0.0,0.0,1405.86,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,543410.0,7639556.71,,13.55,0.0,,1.0,100.0,0.0002,24.99
2007-03-08,100.0,1428.92,0.0,0.01,0.0,0.0,0.0,1428.92,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,543440.0,7765324.25,,13.67,0.0,,1.0,100.0,0.0002,25.4
2007-03-09,100.0,1434.55,0.0,0.01,0.0,0.0,0.0,1434.55,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,551473.0,7911133.47,,14.08,0.0,,1.0,100.0,0.0002,25.5
2007-03-12,100.0,1435.11,0.0,0.01,0.0,0.0,0.0,1435.11,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,551297.0,7911710.08,,14.04,0.0,,1.0,100.0,0.0002,25.51
2007-03-13,100.0,1434.55,0.0,0.01,0.0,0.0,0.0,1434.55,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,551223.0,7907547.1,,13.99,0.0,,1.0,100.0,0.0002,25.5
2007-03-14,100.0,1378.29,0.0,0.01,0.0,0.0,0.0,1378.29,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,551390.0,7599748.96,,13.82,0.0,,1.0,100.0,0.0002,24.5
2007-03-15,100.0,1378.29,0.0,0.01,0.0,0.0,0.0,1378.29,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,562079.0,7747074.29,,13.57,0.0,,1.0,100.0,0.0002,24.5
2007-03-16,100.0,1378.29,0.0,0.01,0.0,0.0,0.0,1378.29,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,561968.0,7745544.39,,13.55,0.0,,1.0,100.0,0.0002,24.5
2007-03-19,100.0,1372.66,0.0,0.01,0.0,0.0,0.0,1372.66,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,562037.0,7714877.06,,13.67,0.0,,1.0,100.0,0.0002,24.4
2007-03-20,100.0,1372.66,0.0,0.01,0.0,0.0,0.0,1372.66,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,562282.0,7718240.09,,13.62,0.0,,1.0,100.0,0.0002,24.4
2007-03-21,100.0,1350.16,0.0,0.01,0.0,0.0,0.0,1350.16,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,562016.0,7588120.14,,13.57,0.0,,1.0,100.0,0.0002,24.0
2007-03-22,30100.0,406398.42,0.2,2.54,0.2,0.73,0.0,406398.42,0.0,30100.0,0.0,,,,0.49,,10000.0,,,20000.0,,,,0.49,,0.24,,,0.0,,,,0.0,0.0,560994.0,7574321.49,,13.4,0.0,33.23,0.5563,66.77,0.0537,24.0
2007-03-23,30100.0,406398.42,0.2,2.77,0.2,0.73,0.0,406398.42,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,561072.0,7575374.62,,13.39,0.0,33.23,0.5563,66.77,0.0536,24.0
2007-03-26,30100.0,406398.42,0.2,3.02,0.2,0.73,0.0,406398.42,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,569234.0,7685574.75,,13.59,0.0,33.23,0.5563,66.77,0.0529,24.0
2007-03-27,30100.0,414695.72,0.2,3.15,0.2,0.73,0.0,414695.72,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,569117.0,7840876.63,,13.59,0.0,33.23,0.5563,66.77,0.0529,24.49
2007-03-28,30100.0,426549.01,0.2,3.42,0.2,0.73,0.0,426549.01,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,567445.0,8041299.13,,13.88,0.0,33.23,0.5563,66.77,0.053,25.19
2007-03-29,30100.0,432475.66,0.2,3.39,0.2,0.73,0.0,432475.66,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,567453.0,8153143.12,,14.34,0.0,33.23,0.5563,66.77,0.053,25.54
2007-03-30,30100.0,414357.06,0.2,3.37,0.2,0.73,0.0,414357.06,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,567452.0,7811552.88,,14.37,0.0,33.23,0.5563,66.77,0.053,24.47
2007-04-02,30100.0,409785.08,0.2,2.71,0.2,0.73,0.0,409785.08,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,567548.0,7726667.79,,13.8,0.0,33.23,0.5563,66.77,0.053,24.2
2007-04-03,30100.0,410123.74,0.2,2.98,0.2,0.73,0.0,410123.74,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577671.0,7870983.13,,13.99,0.0,33.23,0.5563,66.77,0.0521,24.22
2007-04-04,30100.0,408430.42,0.2,4.06,0.2,0.73,0.0,408430.42,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,580105.0,7871512.49,,14.05,0.0,33.23,0.5563,66.77,0.0519,24.12
2007-04-05,30100.0,408091.75,0.2,4.17,0.2,0.73,0.0,408091.75,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,586880.0,7956840.07,,14.13,0.0,33.23,0.5563,66.77,0.0513,24.1
2007-04-06,30100.0,408091.75,0.2,4.09,0.2,0.73,0.0,408091.75,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,586909.0,7957233.25,,14.14,0.0,33.23,0.5563,66.77,0.0513,
2007-04-09,30100.0,408091.75,0.2,4.09,0.2,0.73,0.0,408091.75,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,587153.0,7960541.37,,14.18,0.0,33.23,0.5563,66.77,0.0513,
2007-04-10,30100.0,408091.75,0.2,4.09,0.2,0.73,0.0,408091.75,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,587123.0,7960134.63,,14.11,0.0,33.23,0.5563,66.77,0.0513,24.1
2007-04-11,30100.0,402673.1,0.2,4.0,0.2,0.73,0.0,402673.1,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,586715.0,7848981.74,,13.99,0.0,33.23,0.5563,66.77,0.0513,23.78
2007-04-12,30100.0,401487.78,0.2,4.03,0.2,0.73,0.0,401487.78,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,586573.0,7823983.02,,13.85,0.0,33.23,0.5563,66.77,0.0513,23.71
2007-04-13,30100.0,397931.79,0.2,4.11,0.2,0.73,0.0,397931.79,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,586571.0,7754659.39,,13.87,0.0,33.23,0.5563,66.77,0.0513,23.5
