,ALROC FP Equity_DX_SI_QTY,ALROC FP Equity_DX_SHORT_INTEREST_VALUE,ALROC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALROC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALROC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALROC FP Equity_DX_SI_MV,ALROC FP Equity_DX_DSS,ALROC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALROC FP Equity_DX_SUPPLY_SI_QTY,ALROC FP Equity_DX_BROKER_SI_QTY,ALROC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALROC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALROC FP Equity_DX_BROKER_SI_MV_INC_x,ALROC FP Equity_DX_BROKER_SI_QTY_ADD,ALROC FP Equity_DX_SUPPLY_SI_MV_DEC,ALROC FP Equity_DX_BROKER_SI_QTY_INC,ALROC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALROC FP Equity_DX_BROKER_SI_MV_INC_y,ALROC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALROC FP Equity_DX_BROKER_SI_MV_ADD,ALROC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALROC FP Equity_DX_BROKER_SI_QTY_DEC,ALROC FP Equity_DX_SUPPLY_SI_MV,ALROC FP Equity_DX_BROKER_SI_MV_DEC,ALROC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALROC FP Equity_DX_UTILIZATION_QUANTITY,ALROC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALROC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALROC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALROC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALROC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALROC FP Equity_DX_BROKER_SI_CON_RATIO,ALROC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALROC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALROC FP Equity_PX_LAST
2009-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2009-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2009-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2009-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2009-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2009-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2009-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2009-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2009-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2010-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2010-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2010-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2010-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98
2011-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2011-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08
2011-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08
2011-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2011-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2011-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33
2011-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2011-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2011-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43
2012-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2012-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2012-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2012-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2012-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2012-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2012-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2012-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2012-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2012-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2012-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2012-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2012-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2012-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2012-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2012-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2012-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2012-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62
2012-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2012-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2012-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2012-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2012-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2012-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2012-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2012-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2012-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01
2012-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2012-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2012-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2012-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2013-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.29
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.23
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.47
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.18
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6
2013-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.97
2014-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.99
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.86
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.24
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.69
