,ALKLK FP Equity_DX_SI_QTY,ALKLK FP Equity_DX_SHORT_INTEREST_VALUE,ALKLK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLK FP Equity_DX_SI_MV,ALKLK FP Equity_DX_DSS,ALKLK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLK FP Equity_DX_SUPPLY_SI_QTY,ALKLK FP Equity_DX_BROKER_SI_QTY,ALKLK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLK FP Equity_DX_BROKER_SI_MV_NEW_x,ALKLK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALKLK FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLK FP Equity_DX_BROKER_SI_MV_INC_x,ALKLK FP Equity_DX_SUPPLY_SI_MV_NEW,ALKLK FP Equity_DX_BROKER_SI_QTY_ADD,ALKLK FP Equity_DX_BROKER_SI_QTY_NEW,ALKLK FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLK FP Equity_DX_BROKER_SI_QTY_INC,ALKLK FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLK FP Equity_DX_BROKER_SI_MV_NEW_y,ALKLK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALKLK FP Equity_DX_BROKER_SI_MV_INC_y,ALKLK FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLK FP Equity_DX_BROKER_SI_MV_ADD,ALKLK FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLK FP Equity_DX_BROKER_SI_QTY_DEC,ALKLK FP Equity_DX_SUPPLY_SI_MV,ALKLK FP Equity_DX_BROKER_SI_MV_DEC,ALKLK FP Equity_DX_BROKER_SI_MV_RMV,ALKLK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLK FP Equity_DX_UTILIZATION_QUANTITY,ALKLK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLK FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLK FP Equity_DX_BROKER_SI_CON_RATIO,ALKLK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLK FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKLK FP Equity_PX_LAST
2024-06-11,97996.0,66833.27,2.14,10.05,1.93,0.07,1.0,44440.48,65162.0,65162.0,44440.48,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.99,0.4498,57.91,1.4812,0.682
2024-06-12,97996.0,66833.27,2.14,10.23,1.93,0.07,1.0,44440.48,65162.0,65162.0,44440.48,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.97,0.4496,57.89,1.4812,0.682
2024-06-13,97996.0,65265.34,2.14,9.78,1.93,0.07,1.0,43397.89,65162.0,65162.0,43397.89,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.0,0.4502,57.94,1.4812,0.666
2024-06-14,97996.0,58797.6,2.14,9.18,1.93,0.07,1.0,39097.2,65162.0,65162.0,39097.2,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.09,0.4523,58.1,1.4812,0.6
2024-06-17,97996.0,56053.71,2.14,8.51,1.93,0.06,1.0,37272.66,65162.0,65162.0,37272.66,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,31.86,0.4553,59.0,1.4812,0.572
2024-06-18,97996.0,55857.72,2.14,8.94,1.93,0.06,1.0,37142.34,65162.0,65162.0,37142.34,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.96,0.4493,57.87,1.4812,0.57
2024-06-19,97996.0,51545.9,2.14,8.98,1.93,0.06,1.0,34275.21,65162.0,65162.0,34275.21,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.05,0.4513,58.03,1.4812,0.526
2024-06-20,97996.0,53701.81,2.14,8.89,1.93,0.05,1.0,35708.78,65162.0,65162.0,35708.78,,,,,,,,,,,,,,,,,,0.03,,,100.0,98.49,0.0,0.0,0.0,100.0,32.92,0.4484,57.8,1.4812,0.548
2024-06-21,97996.0,53897.8,2.14,8.69,1.93,0.05,1.0,35839.1,65162.0,65162.0,35839.1,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.97,0.4495,57.88,1.4812,0.55
2024-06-24,97996.0,51349.9,2.14,8.64,1.93,0.05,1.0,34144.89,65162.0,65162.0,34144.89,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.03,0.4509,57.99,1.4812,0.524
2024-06-25,97996.0,50957.92,2.14,9.14,1.93,0.05,1.0,33884.24,65162.0,65162.0,33884.24,,,,,,,,,,,,,,,,,,0.03,,,100.0,98.49,0.0,0.0,0.0,100.0,32.98,0.4498,57.91,1.4812,0.52
2024-06-26,97996.0,49977.96,2.14,8.42,1.93,0.05,1.0,33232.62,65162.0,65162.0,33232.62,,,,,,,,,,,,,,,,,,0.03,,,100.0,98.49,0.0,0.0,0.0,100.0,33.0,0.4501,57.93,1.4812,0.51
2024-06-27,97996.0,51937.88,2.14,8.87,1.93,0.05,1.0,34535.86,65162.0,65162.0,34535.86,,,,,,,,,,,,,,,,,,0.03,,,100.0,98.49,0.0,0.0,0.0,100.0,32.93,0.4485,57.81,1.4812,0.53
2024-06-28,97996.0,48998.0,2.14,8.95,1.93,0.05,1.0,32581.0,65162.0,65162.0,32581.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,98.49,0.0,0.0,0.0,100.0,33.04,0.4511,58.01,1.4812,0.5
2024-07-01,97996.0,53897.8,2.14,9.19,1.93,0.05,1.0,35839.1,65162.0,65162.0,35839.1,,,,,,,,,,,,,,,,,,0.03,,,100.0,98.49,0.0,0.0,0.0,100.0,32.85,0.4468,57.68,1.4812,0.55
2024-07-02,97996.0,56837.68,2.14,8.92,1.93,0.05,1.0,37793.96,65162.0,65162.0,37793.96,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.91,0.4481,57.78,1.4812,0.58
2024-07-03,97996.0,56445.7,2.14,9.03,1.93,0.06,1.0,37533.31,65162.0,65162.0,37533.31,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.0,0.4502,57.93,1.4812,0.576
2024-07-04,97996.0,56445.7,2.14,9.1,1.93,0.06,1.0,37533.31,65162.0,65162.0,37533.31,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.99,0.4499,57.92,1.4812,0.576
2024-07-05,97996.0,55073.75,2.14,8.5,1.93,0.06,1.0,36621.04,65162.0,65162.0,36621.04,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.0,0.4502,57.94,1.4812,0.562
2024-07-08,97996.0,55073.75,2.14,8.55,1.93,0.06,1.0,36621.04,65162.0,65162.0,36621.04,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.97,0.4496,57.89,1.4812,0.562
2024-07-09,97996.0,55269.74,2.14,8.23,1.93,0.06,1.0,36751.37,65162.0,65162.0,36751.37,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.97,0.4495,57.88,1.4812,0.564
2024-07-10,97996.0,53113.83,2.14,8.16,1.93,0.06,1.0,35317.8,65162.0,65162.0,35317.8,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.02,0.4507,57.97,1.4812,0.542
2024-07-11,97996.0,65265.34,2.14,8.14,1.93,0.05,1.0,43397.89,65162.0,65162.0,43397.89,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.7,0.4434,57.41,1.4812,0.666
2024-07-12,97996.0,53897.8,2.14,5.19,1.93,0.06,1.0,35839.1,65162.0,65162.0,35839.1,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.19,0.4545,58.26,1.4812,0.55
2024-07-15,97996.0,52917.84,2.14,4.48,1.93,0.05,1.0,35187.48,65162.0,65162.0,35187.48,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.0,0.4501,57.93,1.4812,0.54
2024-07-16,97996.0,50957.92,2.14,4.61,1.93,0.05,1.0,33884.24,65162.0,65162.0,33884.24,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.02,0.4506,57.97,1.4812,0.52
2024-07-17,97996.0,51937.88,2.14,4.8,1.93,0.05,1.0,34535.86,65162.0,65162.0,34535.86,,,,,,,,,,,,,,,,,,0.03,,,100.0,98.49,0.0,0.0,0.0,100.0,32.95,0.449,57.85,1.4812,0.53
2024-07-18,97996.0,52917.84,2.14,4.95,1.93,0.05,1.0,35187.48,65162.0,65162.0,35187.48,,,,,,,,,,,,,,,,,,0.03,,,100.0,98.49,0.0,0.0,0.0,100.0,32.98,0.4496,57.89,1.4812,0.54
2024-07-19,97996.0,51153.91,2.14,4.95,1.93,0.05,1.0,34014.56,65162.0,65162.0,34014.56,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,33.01,0.4505,57.96,1.4812,0.522
2024-07-22,97996.0,52917.84,2.14,4.93,1.93,0.05,1.0,35187.48,65162.0,65162.0,35187.48,,,,,,,,,,,,,,,,,,0.03,,,100.0,98.49,0.0,0.0,0.0,100.0,32.93,0.4486,57.82,1.4812,0.54
2024-07-23,97996.0,54485.78,2.14,4.93,1.93,0.05,1.0,36230.07,65162.0,65162.0,36230.07,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.94,0.4488,57.83,1.4812,0.556
2024-07-24,97996.0,52721.85,2.14,4.86,1.93,0.05,1.0,35057.16,65162.0,65162.0,35057.16,,,,,,,,,,,,,,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,32.97,0.4495,57.89,1.4812,0.538
2024-07-25,130324.0,67768.48,2.85,6.53,2.56,0.07,1.0,50694.8,65162.0,97490.0,33884.24,,,,0.02,,,,,32328.0,,,,0.02,,,,,0.04,,,100.0,98.49,0.0,0.0,0.0,100.0,43.58,0.4394,49.64,1.9698,0.52
2024-07-26,97996.0,49781.97,2.14,5.05,1.93,0.05,1.0,33102.3,32834.0,65162.0,16679.67,,,,,,,,0.02,,32328.0,,,,,,,32328.0,0.02,0.02,,100.0,97.04,0.0,0.0,0.0,100.0,32.98,0.4503,57.96,2.8964,0.508
2024-07-29,97996.0,48998.0,2.14,5.23,1.93,0.05,1.0,32581.0,32834.0,65162.0,16417.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,33.08,0.4497,57.85,2.8964,0.5
2024-07-30,97996.0,48116.04,2.14,5.29,1.93,0.05,1.0,31994.54,32834.0,65162.0,16121.49,,,,,,,,,,,,,,,,,,0.02,,,100.0,42.75,0.0,0.0,0.0,100.0,33.01,0.45,57.91,1.276,0.491
2024-07-31,97996.0,48018.04,2.14,5.2,1.93,0.05,1.0,31929.38,32834.0,65162.0,16088.66,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,32.96,0.4497,57.91,2.8964,0.49
2024-08-01,71549.0,35059.01,1.56,3.87,1.41,0.04,0.0,18970.35,32834.0,38715.0,16088.66,,,,,,,,,,,,,,,,,26447.0,0.02,0.01,,100.0,97.04,0.0,0.0,0.0,100.0,10.04,0.6456,79.26,2.1147,0.49
2024-08-02,71549.0,33985.78,1.56,3.95,1.41,0.04,0.0,18389.63,32834.0,38715.0,15596.15,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,9.91,0.6487,79.47,2.1147,0.475
2024-08-05,71549.0,34343.52,1.56,3.93,1.41,0.03,0.0,18583.2,32834.0,38715.0,15760.32,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.09,0.6456,79.26,2.1147,0.48
2024-08-06,71549.0,35774.5,1.56,3.84,1.41,0.03,0.0,19357.5,32834.0,38715.0,16417.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.23,0.6435,79.1,2.1147,0.5
2024-08-07,71549.0,35774.5,1.56,4.04,1.41,0.04,0.0,19357.5,32834.0,38715.0,16417.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.04,0.6458,79.27,2.1147,0.5
2024-08-08,71549.0,33628.03,1.56,4.05,1.41,0.04,0.0,18196.05,32834.0,38715.0,15431.98,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,9.77,0.6492,79.52,2.1147,0.47
2024-08-09,71549.0,35774.5,1.56,4.09,1.41,0.03,0.0,19357.5,32834.0,38715.0,16417.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.33,0.6426,79.03,2.1147,0.5
2024-08-12,71549.0,35631.4,1.56,4.09,1.41,0.04,0.0,19280.07,32834.0,38715.0,16351.33,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.02,0.6461,79.29,2.1147,0.498
2024-08-13,71549.0,34415.07,1.56,4.17,1.41,0.04,0.0,18621.92,32834.0,38715.0,15793.15,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,9.89,0.6483,79.45,2.1147,0.481
2024-08-14,71549.0,34772.81,1.56,4.21,1.41,0.03,0.0,18815.49,32834.0,38715.0,15957.32,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.09,0.6455,79.25,2.1147,0.486
2024-08-15,71549.0,34844.36,1.56,4.21,1.41,0.03,0.0,18854.21,32834.0,38715.0,15990.16,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.05,0.6454,79.24,2.1147,0.487
2024-08-16,71549.0,33699.58,1.56,4.42,1.41,0.03,0.0,18234.77,32834.0,38715.0,15464.81,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,9.9,0.6483,79.45,2.1147,0.471
2024-08-19,71549.0,33484.93,1.56,4.37,1.41,0.03,0.0,18118.62,32834.0,38715.0,15366.31,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.02,0.6466,79.33,2.1147,0.468
2024-08-20,71549.0,33341.83,1.56,4.45,1.41,0.03,0.0,18041.19,32834.0,38715.0,15300.64,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.03,0.6466,79.32,2.1147,0.466
2024-08-21,71549.0,34271.97,1.56,4.49,1.41,0.03,0.0,18544.49,32834.0,38715.0,15727.49,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.17,0.6446,79.18,2.1147,0.479
2024-08-22,71549.0,34343.52,1.56,4.46,1.41,0.03,0.0,18583.2,32834.0,38715.0,15760.32,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.05,0.6455,79.24,2.1147,0.48
2024-08-23,71549.0,34343.52,1.56,7.88,1.41,0.03,0.0,18583.2,32834.0,38715.0,15760.32,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.05,0.6467,79.33,2.1147,0.48
2024-08-26,71549.0,34415.07,1.56,12.11,1.41,0.03,0.0,18621.92,32834.0,38715.0,15793.15,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.05,0.6455,79.25,2.1147,0.481
2024-08-27,71549.0,35059.01,1.56,14.17,1.41,0.03,0.0,18970.35,32834.0,38715.0,16088.66,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.13,0.645,79.21,2.1147,0.49
2024-08-28,71549.0,34343.52,1.56,14.57,1.41,0.04,0.0,18583.2,32834.0,38715.0,15760.32,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,9.95,0.6465,79.32,2.1147,0.48
2024-08-29,71549.0,35702.95,1.56,14.75,1.41,0.03,0.0,19318.79,32834.0,38715.0,16384.17,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.22,0.6434,79.1,2.1147,0.499
2024-08-30,73987.0,35587.75,1.62,15.54,1.45,0.04,0.0,19794.59,32834.0,41153.0,15793.15,,,,0.0,,,,,2438.0,,,,0.0,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,11.17,0.6138,76.92,2.1868,0.481
2024-09-02,73987.0,36993.5,1.62,15.87,1.45,0.04,0.0,20576.5,32834.0,41153.0,16417.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,11.2,0.6087,76.54,2.1868,0.5
2024-09-03,71549.0,36489.99,1.56,15.65,1.41,0.04,0.0,19744.65,32834.0,38715.0,16745.34,,,,,,,,,,,,,,,,,2438.0,0.02,0.0,,100.0,97.04,0.0,0.0,0.0,100.0,10.13,0.6446,79.18,2.1147,0.51
2024-09-04,71549.0,36489.99,1.56,16.49,1.41,0.04,0.0,19744.65,32834.0,38715.0,16745.34,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.05,0.6462,79.3,2.1147,0.51
2024-09-05,71549.0,37491.68,1.56,18.2,1.41,0.04,0.0,20286.66,32834.0,38715.0,17205.02,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,10.17,0.6447,79.19,2.1147,0.524
2024-09-06,71549.0,45791.36,1.56,15.37,1.41,0.04,0.0,24777.6,32834.0,38715.0,21013.76,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,11.03,0.634,78.4,2.1147,0.64
2024-09-09,71549.0,37920.97,1.56,8.8,1.41,0.05,0.0,20518.95,32834.0,38715.0,17402.02,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.04,0.0,0.0,0.0,100.0,9.26,0.655,79.93,2.1147,0.53
2024-09-10,73349.0,40928.74,1.6,7.95,1.44,0.04,0.0,21602.97,34634.0,38715.0,19325.77,,,1800.0,,,,,,,,,,,1800.0,,,,0.02,,,100.0,97.19,0.0,0.0,0.0,100.0,10.03,0.6124,77.12,2.0584,0.558
2024-09-11,73349.0,42395.72,1.6,8.2,1.44,0.04,0.0,22377.27,34634.0,38715.0,20018.45,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.19,0.0,0.0,0.0,100.0,9.95,0.6134,77.19,2.0584,0.578
2024-09-12,73349.0,42249.02,1.6,8.21,1.44,0.04,0.0,22299.84,34634.0,38715.0,19949.18,,,,,,,,,,,,,,,,,,0.02,,,100.0,97.19,0.0,0.0,0.0,100.0,9.79,0.6159,77.38,2.0584,0.576
2024-09-13,73349.0,41075.44,1.6,8.12,1.44,0.04,0.0,21680.4,34634.0,38715.0,19395.04,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.67,0.6168,77.45,2.0526,0.56
2024-09-16,73349.0,40341.95,1.6,8.19,1.44,0.04,0.0,21293.25,34634.0,38715.0,19048.7,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.72,0.6165,77.42,2.0526,0.55
2024-09-17,73349.0,40341.95,1.6,8.52,1.44,0.04,0.0,21293.25,34634.0,38715.0,19048.7,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.8,0.6151,77.32,2.0526,0.55
2024-09-18,73349.0,40341.95,1.6,8.52,1.44,0.04,0.0,21293.25,34634.0,38715.0,19048.7,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.8,0.6153,77.33,2.0526,0.55
2024-09-19,73349.0,38874.97,1.6,8.53,1.44,0.04,0.0,20518.95,34634.0,38715.0,18356.02,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.64,0.6174,77.49,2.0526,0.53
2024-09-20,73349.0,38874.97,1.6,8.58,1.44,0.04,0.0,20518.95,34634.0,38715.0,18356.02,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.79,0.6148,77.3,2.0526,0.53
2024-09-23,73349.0,36674.5,1.6,8.5,1.44,0.04,0.0,19357.5,34634.0,38715.0,17317.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.54,0.6176,77.51,2.0526,0.5
2024-09-24,73349.0,38141.48,1.6,8.41,1.44,0.04,0.0,20131.8,34634.0,38715.0,18009.68,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.98,0.6137,77.22,2.0526,0.52
2024-09-25,73349.0,35941.01,1.6,8.41,1.44,0.04,0.0,18970.35,34634.0,38715.0,16970.66,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.54,0.6178,77.53,2.0526,0.49
2024-09-26,73349.0,37261.29,1.6,7.44,1.44,0.04,0.0,19667.22,34634.0,38715.0,17594.07,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.96,0.6137,77.22,2.0526,0.508
2024-09-27,73349.0,37701.39,1.6,7.22,1.44,0.04,0.0,19899.51,34634.0,38715.0,17801.88,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.85,0.6147,77.29,2.0526,0.514
2024-09-30,73349.0,37407.99,1.6,7.25,1.44,0.04,0.0,19744.65,34634.0,38715.0,17663.34,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.76,0.6152,77.33,2.0526,0.51
2024-10-01,73349.0,36674.5,1.6,7.18,1.44,0.04,0.0,19357.5,34634.0,38715.0,17317.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.71,0.6157,77.37,2.0526,0.5
2024-10-02,73349.0,36674.5,1.6,7.22,1.44,0.04,0.0,19357.5,34634.0,38715.0,17317.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.79,0.615,77.32,2.0526,0.5
2024-10-03,73349.0,36307.75,1.6,7.34,1.44,0.04,0.0,19163.93,34634.0,38715.0,17143.83,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.75,0.6156,77.36,2.0526,0.495
2024-10-04,73349.0,37407.99,1.6,7.33,1.44,0.04,0.0,19744.65,34634.0,38715.0,17663.34,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.93,0.6133,77.19,2.0526,0.51
2024-10-07,73349.0,34694.08,1.6,7.34,1.44,0.04,0.0,18312.2,34634.0,38715.0,16381.88,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.48,0.6189,77.61,2.0526,0.473
2024-10-08,73349.0,37848.08,1.6,7.21,1.44,0.03,0.0,19976.94,34634.0,38715.0,17871.14,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,10.2,0.6108,77.0,2.0526,0.516
2024-10-09,73349.0,39901.86,1.6,6.93,1.44,0.04,0.0,21060.96,34634.0,38715.0,18840.9,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,10.03,0.6121,77.1,2.0526,0.544
2024-10-10,73349.0,41955.63,1.6,6.75,1.44,0.04,0.0,22144.98,34634.0,38715.0,19810.65,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,10.02,0.6126,77.14,2.0526,0.572
2024-10-11,73349.0,39461.76,1.6,6.61,1.44,0.04,0.0,20828.67,34634.0,38715.0,18633.09,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.53,0.6184,77.57,2.0526,0.538
2024-10-14,73349.0,37554.69,1.6,5.37,1.44,0.04,0.0,19822.08,34634.0,38715.0,17732.61,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.58,0.6174,77.49,2.0526,0.512
2024-10-15,73349.0,36381.1,1.6,5.3,1.44,0.04,0.0,19202.64,34634.0,38715.0,17178.46,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.66,0.6167,77.44,2.0526,0.496
2024-10-16,73349.0,36307.75,1.6,5.28,1.44,0.04,0.0,19163.93,34634.0,38715.0,17143.83,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.79,0.6151,77.32,2.0526,0.495
2024-10-17,73349.0,36674.5,1.6,5.27,1.44,0.04,0.0,19357.5,34634.0,38715.0,17317.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.84,0.6145,77.28,2.0526,0.5
2024-10-18,73349.0,36967.9,1.6,5.63,1.44,0.04,0.0,19512.36,34634.0,38715.0,17455.54,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.84,0.6152,77.33,2.0526,0.504
2024-10-21,73349.0,36674.5,1.6,7.55,1.44,0.04,0.0,19357.5,34634.0,38715.0,17317.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.76,0.6152,77.33,2.0526,0.5
2024-10-22,73349.0,36967.9,1.6,8.7,1.44,0.04,0.0,19512.36,34634.0,38715.0,17455.54,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.83,0.6147,77.29,2.0526,0.504
2024-10-23,73349.0,36674.5,1.6,9.11,1.44,0.04,0.0,19357.5,34634.0,38715.0,17317.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.76,0.6155,77.35,2.0526,0.5
2024-10-24,73349.0,38141.48,1.6,9.01,1.44,0.04,0.0,20131.8,34634.0,38715.0,18009.68,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.8,0.6156,77.36,2.0526,0.52
2024-10-25,73349.0,37407.99,1.6,8.81,1.44,0.04,0.0,19744.65,34634.0,38715.0,17663.34,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.71,0.6161,77.4,2.0526,0.51
2024-10-28,73349.0,37407.99,1.6,8.86,1.44,0.04,0.0,19744.65,34634.0,38715.0,17663.34,,,,,,,,,,,,,,,,,,0.02,,,100.0,96.92,0.0,0.0,0.0,100.0,9.8,0.6151,77.32,2.0526,0.51
