,ALDEV FP Equity_DX_SI_QTY,ALDEV FP Equity_DX_SHORT_INTEREST_VALUE,ALDEV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDEV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDEV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDEV FP Equity_DX_SI_MV,ALDEV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDEV FP Equity_DX_SUPPLY_SI_QTY,ALDEV FP Equity_DX_BROKER_SI_QTY,ALDEV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDEV FP Equity_DX_SUPPLY_SI_MV,ALDEV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDEV FP Equity_DX_UTILIZATION_QUANTITY,ALDEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDEV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDEV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDEV FP Equity_DX_BROKER_SI_CON_RATIO,ALDEV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDEV FP Equity_PX_LAST
1997-01-30,,,,,,,,,,,,,,,,,,,,79.8833
1997-02-03,,,,,,,,,,,,,,,,,,,,80.0357
1997-02-04,,,,,,,,,,,,,,,,,,,,76.2245
1997-02-05,,,,,,,,,,,,,,,,,,,,79.121
1997-02-06,,,,,,,,,,,,,,,,,,,,78.2063
1997-02-07,,,,,,,,,,,,,,,,,,,,78.5112
1997-02-10,,,,,,,,,,,,,,,,,,,,78.5112
1997-02-11,,,,,,,,,,,,,,,,,,,,78.3588
1997-02-12,,,,,,,,,,,,,,,,,,,,77.749
1997-02-13,,,,,,,,,,,,,,,,,,,,77.749
1997-02-18,,,,,,,,,,,,,,,,,,,,77.749
1997-02-19,,,,,,,,,,,,,,,,,,,,77.749
1997-02-20,,,,,,,,,,,,,,,,,,,,77.9014
1997-02-21,,,,,,,,,,,,,,,,,,,,76.8343
1997-02-24,,,,,,,,,,,,,,,,,,,,78.0539
1997-02-25,,,,,,,,,,,,,,,,,,,,78.2063
1997-02-26,,,,,,,,,,,,,,,,,,,,78.5112
1997-02-27,,,,,,,,,,,,,,,,,,,,78.5112
1997-02-28,,,,,,,,,,,,,,,,,,,,78.3588
1997-03-03,,,,,,,,,,,,,,,,,,,,77.1392
1997-03-04,,,,,,,,,,,,,,,,,,,,78.3588
1997-03-05,,,,,,,,,,,,,,,,,,,,78.2063
1997-03-06,,,,,,,,,,,,,,,,,,,,78.0539
1997-03-07,,,,,,,,,,,,,,,,,,,,78.2063
1997-03-10,,,,,,,,,,,,,,,,,,,,78.0539
1997-03-11,,,,,,,,,,,,,,,,,,,,78.3588
1997-03-12,,,,,,,,,,,,,,,,,,,,78.5112
1997-03-14,,,,,,,,,,,,,,,,,,,,77.749
1997-03-17,,,,,,,,,,,,,,,,,,,,78.5112
1997-03-18,,,,,,,,,,,,,,,,,,,,78.6637
1997-03-19,,,,,,,,,,,,,,,,,,,,78.5112
1997-03-20,,,,,,,,,,,,,,,,,,,,79.121
1997-03-21,,,,,,,,,,,,,,,,,,,,79.2735
1997-03-24,,,,,,,,,,,,,,,,,,,,80.1882
1997-03-25,,,,,,,,,,,,,,,,,,,,81.7127
1997-03-26,,,,,,,,,,,,,,,,,,,,81.8651
1997-03-27,,,,,,,,,,,,,,,,,,,,85.3714
1997-04-01,,,,,,,,,,,,,,,,,,,,85.3714
1997-04-02,,,,,,,,,,,,,,,,,,,,83.2372
1997-04-03,,,,,,,,,,,,,,,,,,,,80.798
1997-04-04,,,,,,,,,,,,,,,,,,,,85.3714
1997-04-07,,,,,,,,,,,,,,,,,,,,85.3714
1997-04-08,,,,,,,,,,,,,,,,,,,,88.1155
1997-04-09,,,,,,,,,,,,,,,,,,,,90.0974
1997-04-10,,,,,,,,,,,,,,,,,,,,90.7072
1997-04-11,,,,,,,,,,,,,,,,,,,,89.1827
1997-04-14,,,,,,,,,,,,,,,,,,,,89.3351
1997-04-15,,,,,,,,,,,,,,,,,,,,89.3351
1997-04-16,,,,,,,,,,,,,,,,,,,,89.3351
1997-04-17,,,,,,,,,,,,,,,,,,,,89.3351
1997-04-18,,,,,,,,,,,,,,,,,,,,89.3351
1997-04-21,,,,,,,,,,,,,,,,,,,,89.3351
1997-04-22,,,,,,,,,,,,,,,,,,,,88.5729
1997-04-23,,,,,,,,,,,,,,,,,,,,89.9449
1997-04-24,,,,,,,,,,,,,,,,,,,,90.7072
1997-04-25,,,,,,,,,,,,,,,,,,,,91.4694
1997-04-28,,,,,,,,,,,,,,,,,,,,91.317
1997-04-29,,,,,,,,,,,,,,,,,,,,100.4639
1997-04-30,,,,,,,,,,,,,,,,,,,,103.5129
1997-05-02,,,,,,,,,,,,,,,,,,,,103.6653
1997-05-05,,,,,,,,,,,,,,,,,,,,101.3786
1997-05-06,,,,,,,,,,,,,,,,,,,,96.8051
1997-05-07,,,,,,,,,,,,,,,,,,,,97.7198
1997-05-09,,,,,,,,,,,,,,,,,,,,99.0919
1997-05-12,,,,,,,,,,,,,,,,,,,,103.8178
1997-05-13,,,,,,,,,,,,,,,,,,,,103.5129
1997-05-14,,,,,,,,,,,,,,,,,,,,103.5129
1997-05-15,,,,,,,,,,,,,,,,,,,,104.1227
1997-05-16,,,,,,,,,,,,,,,,,,,,103.6653
1997-05-20,,,,,,,,,,,,,,,,,,,,103.6653
1997-05-21,,,,,,,,,,,,,,,,,,,,104.4276
1997-05-22,,,,,,,,,,,,,,,,,,,,104.4276
1997-05-23,,,,,,,,,,,,,,,,,,,,103.6653
1997-05-26,,,,,,,,,,,,,,,,,,,,103.6653
1997-05-27,,,,,,,,,,,,,,,,,,,,103.6653
1997-05-28,,,,,,,,,,,,,,,,,,,,102.9031
1997-05-29,,,,,,,,,,,,,,,,,,,,102.9031
1997-05-30,,,,,,,,,,,,,,,,,,,,102.9031
1997-06-02,,,,,,,,,,,,,,,,,,,,102.5982
1997-06-03,,,,,,,,,,,,,,,,,,,,102.4457
1997-06-04,,,,,,,,,,,,,,,,,,,,102.5982
1997-06-05,,,,,,,,,,,,,,,,,,,,102.9031
1997-06-06,,,,,,,,,,,,,,,,,,,,102.9031
1997-06-09,,,,,,,,,,,,,,,,,,,,102.9031
1997-06-10,,,,,,,,,,,,,,,,,,,,103.6653
1997-06-11,,,,,,,,,,,,,,,,,,,,103.6653
1997-06-12,,,,,,,,,,,,,,,,,,,,103.6653
1997-06-13,,,,,,,,,,,,,,,,,,,,103.6653
1997-06-16,,,,,,,,,,,,,,,,,,,,103.6653
1997-06-17,,,,,,,,,,,,,,,,,,,,104.1227
1997-06-18,,,,,,,,,,,,,,,,,,,,103.9702
1997-06-19,,,,,,,,,,,,,,,,,,,,104.4276
1997-06-20,,,,,,,,,,,,,,,,,,,,105.1898
1997-06-23,,,,,,,,,,,,,,,,,,,,105.9521
1997-06-24,,,,,,,,,,,,,,,,,,,,104.8849
1997-06-25,,,,,,,,,,,,,,,,,,,,106.5619
1997-06-26,,,,,,,,,,,,,,,,,,,,106.7143
1997-06-27,,,,,,,,,,,,,,,,,,,,88.4204
1997-06-30,,,,,,,,,,,,,,,,,,,,86.8959
1997-07-01,,,,,,,,,,,,,,,,,,,,86.4386
1997-07-02,,,,,,,,,,,,,,,,,,,,86.1337
1997-07-03,,,,,,,,,,,,,,,,,,,,80.798
1997-07-04,,,,,,,,,,,,,,,,,,,,84.1519
1997-07-07,,,,,,,,,,,,,,,,,,,,85.3714
1997-07-08,,,,,,,,,,,,,,,,,,,,85.3714
1997-07-09,,,,,,,,,,,,,,,,,,,,86.4386
1997-07-10,,,,,,,,,,,,,,,,,,,,86.1337
1997-07-11,,,,,,,,,,,,,,,,,,,,85.3714
1997-07-15,,,,,,,,,,,,,,,,,,,,85.5239
1997-07-16,,,,,,,,,,,,,,,,,,,,85.8288
1997-07-17,,,,,,,,,,,,,,,,,,,,85.6763
1997-07-18,,,,,,,,,,,,,,,,,,,,86.1337
1997-07-21,,,,,,,,,,,,,,,,,,,,81.2553
1997-07-22,,,,,,,,,,,,,,,,,,,,83.847
1997-07-24,,,,,,,,,,,,,,,,,,,,83.847
1997-07-28,,,,,,,,,,,,,,,,,,,,83.847
1997-07-29,,,,,,,,,,,,,,,,,,,,83.6945
1997-07-30,,,,,,,,,,,,,,,,,,,,83.9994
1997-07-31,,,,,,,,,,,,,,,,,,,,85.3714
1997-08-01,,,,,,,,,,,,,,,,,,,,85.3714
1997-08-04,,,,,,,,,,,,,,,,,,,,86.1337
1997-08-05,,,,,,,,,,,,,,,,,,,,87.0484
1997-08-06,,,,,,,,,,,,,,,,,,,,87.6582
1997-08-07,,,,,,,,,,,,,,,,,,,,87.0484
1997-08-08,,,,,,,,,,,,,,,,,,,,87.2008
1997-08-11,,,,,,,,,,,,,,,,,,,,88.1155
1997-08-12,,,,,,,,,,,,,,,,,,,,87.9631
1997-08-13,,,,,,,,,,,,,,,,,,,,88.7253
1997-08-14,,,,,,,,,,,,,,,,,,,,88.5729
1997-08-18,,,,,,,,,,,,,,,,,,,,87.9631
1997-08-19,,,,,,,,,,,,,,,,,,,,88.1155
1997-08-20,,,,,,,,,,,,,,,,,,,,88.268
1997-08-21,,,,,,,,,,,,,,,,,,,,88.8778
1997-08-22,,,,,,,,,,,,,,,,,,,,88.8778
1997-08-25,,,,,,,,,,,,,,,,,,,,88.8778
1997-08-26,,,,,,,,,,,,,,,,,,,,89.0302
1997-08-27,,,,,,,,,,,,,,,,,,,,88.4204
1997-08-28,,,,,,,,,,,,,,,,,,,,88.4204
1997-08-29,,,,,,,,,,,,,,,,,,,,88.4204
1997-09-01,,,,,,,,,,,,,,,,,,,,88.4204
1997-09-02,,,,,,,,,,,,,,,,,,,,88.7253
1997-09-03,,,,,,,,,,,,,,,,,,,,88.5729
1997-09-04,,,,,,,,,,,,,,,,,,,,86.8959
1997-09-05,,,,,,,,,,,,,,,,,,,,86.8959
1997-09-08,,,,,,,,,,,,,,,,,,,,87.0484
1997-09-09,,,,,,,,,,,,,,,,,,,,88.268
1997-09-11,,,,,,,,,,,,,,,,,,,,87.8106
1997-09-12,,,,,,,,,,,,,,,,,,,,86.8959
1997-09-15,,,,,,,,,,,,,,,,,,,,86.8959
1997-09-16,,,,,,,,,,,,,,,,,,,,86.8959
1997-09-17,,,,,,,,,,,,,,,,,,,,86.1337
1997-09-19,,,,,,,,,,,,,,,,,,,,86.1337
1997-09-22,,,,,,,,,,,,,,,,,,,,89.1827
1997-09-23,,,,,,,,,,,,,,,,,,,,89.1827
1997-09-24,,,,,,,,,,,,,,,,,,,,91.4694
1997-09-25,,,,,,,,,,,,,,,,,,,,91.1645
1997-09-30,,,,,,,,,,,,,,,,,,,,90.7072
1997-10-01,,,,,,,,,,,,,,,,,,,,91.4694
1997-10-02,,,,,,,,,,,,,,,,,,,,90.7072
1997-10-03,,,,,,,,,,,,,,,,,,,,91.4694
1997-10-06,,,,,,,,,,,,,,,,,,,,92.2317
1997-10-07,,,,,,,,,,,,,,,,,,,,90.7072
1997-10-08,,,,,,,,,,,,,,,,,,,,89.1827
1997-10-09,,,,,,,,,,,,,,,,,,,,91.317
1997-10-10,,,,,,,,,,,,,,,,,,,,91.317
1997-10-13,,,,,,,,,,,,,,,,,,,,91.317
1997-10-14,,,,,,,,,,,,,,,,,,,,91.1645
1997-10-15,,,,,,,,,,,,,,,,,,,,90.5547
1997-10-17,,,,,,,,,,,,,,,,,,,,90.7072
1997-10-20,,,,,,,,,,,,,,,,,,,,90.7072
1997-10-21,,,,,,,,,,,,,,,,,,,,90.7072
1997-10-23,,,,,,,,,,,,,,,,,,,,90.7072
1997-10-24,,,,,,,,,,,,,,,,,,,,89.9449
1997-10-27,,,,,,,,,,,,,,,,,,,,89.64
1997-10-28,,,,,,,,,,,,,,,,,,,,88.268
1997-10-29,,,,,,,,,,,,,,,,,,,,83.847
1997-10-31,,,,,,,,,,,,,,,,,,,,85.3714
1997-11-03,,,,,,,,,,,,,,,,,,,,85.3714
1997-11-04,,,,,,,,,,,,,,,,,,,,85.3714
1997-11-05,,,,,,,,,,,,,,,,,,,,85.3714
1997-11-06,,,,,,,,,,,,,,,,,,,,87.6582
1997-11-07,,,,,,,,,,,,,,,,,,,,86.591
1997-11-12,,,,,,,,,,,,,,,,,,,,88.1155
1997-11-13,,,,,,,,,,,,,,,,,,,,87.9631
1997-11-14,,,,,,,,,,,,,,,,,,,,86.8959
1997-11-17,,,,,,,,,,,,,,,,,,,,88.4204
1997-11-18,,,,,,,,,,,,,,,,,,,,89.1827
1997-11-19,,,,,,,,,,,,,,,,,,,,89.1827
1997-11-20,,,,,,,,,,,,,,,,,,,,90.2498
1997-11-21,,,,,,,,,,,,,,,,,,,,88.4204
1997-11-24,,,,,,,,,,,,,,,,,,,,90.0974
1997-11-25,,,,,,,,,,,,,,,,,,,,88.4204
1997-11-26,,,,,,,,,,,,,,,,,,,,89.1827
1997-11-27,,,,,,,,,,,,,,,,,,,,88.4204
1997-11-28,,,,,,,,,,,,,,,,,,,,88.4204
1997-12-01,,,,,,,,,,,,,,,,,,,,88.4204
1997-12-02,,,,,,,,,,,,,,,,,,,,88.268
1997-12-03,,,,,,,,,,,,,,,,,,,,86.8959
1997-12-04,,,,,,,,,,,,,,,,,,,,86.8959
1997-12-05,,,,,,,,,,,,,,,,,,,,86.1337
1997-12-08,,,,,,,,,,,,,,,,,,,,86.1337
1997-12-09,,,,,,,,,,,,,,,,,,,,86.1337
1997-12-10,,,,,,,,,,,,,,,,,,,,86.4386
1997-12-11,,,,,,,,,,,,,,,,,,,,85.9812
1997-12-12,,,,,,,,,,,,,,,,,,,,86.1337
1997-12-15,,,,,,,,,,,,,,,,,,,,84.6092
1997-12-16,,,,,,,,,,,,,,,,,,,,84.6092
1997-12-17,,,,,,,,,,,,,,,,,,,,84.6092
1997-12-18,,,,,,,,,,,,,,,,,,,,84.6092
1997-12-19,,,,,,,,,,,,,,,,,,,,83.847
1997-12-22,,,,,,,,,,,,,,,,,,,,83.9994
1997-12-23,,,,,,,,,,,,,,,,,,,,83.0847
1997-12-24,,,,,,,,,,,,,,,,,,,,83.6945
1997-12-26,,,,,,,,,,,,,,,,,,,,83.5421
1997-12-29,,,,,,,,,,,,,,,,,,,,83.0847
1997-12-30,,,,,,,,,,,,,,,,,,,,83.847
1997-12-31,,,,,,,,,,,,,,,,,,,,83.0847
1998-01-02,,,,,,,,,,,,,,,,,,,,83.2372
1998-01-05,,,,,,,,,,,,,,,,,,,,85.3714
1998-01-06,,,,,,,,,,,,,,,,,,,,86.1337
1998-01-07,,,,,,,,,,,,,,,,,,,,86.1337
1998-01-08,,,,,,,,,,,,,,,,,,,,86.1337
1998-01-09,,,,,,,,,,,,,,,,,,,,84.6092
1998-01-12,,,,,,,,,,,,,,,,,,,,84.6092
1998-01-13,,,,,,,,,,,,,,,,,,,,85.3714
1998-01-14,,,,,,,,,,,,,,,,,,,,84.1519
1998-01-15,,,,,,,,,,,,,,,,,,,,85.9812
1998-01-16,,,,,,,,,,,,,,,,,,,,85.9812
1998-01-19,,,,,,,,,,,,,,,,,,,,88.1155
1998-01-20,,,,,,,,,,,,,,,,,,,,88.1155
1998-01-21,,,,,,,,,,,,,,,,,,,,88.268
1998-01-22,,,,,,,,,,,,,,,,,,,,88.1155
1998-01-23,,,,,,,,,,,,,,,,,,,,88.4204
1998-01-26,,,,,,,,,,,,,,,,,,,,88.4204
1998-01-27,,,,,,,,,,,,,,,,,,,,88.4204
1998-01-28,,,,,,,,,,,,,,,,,,,,88.4204
1998-01-29,,,,,,,,,,,,,,,,,,,,89.0302
1998-01-30,,,,,,,,,,,,,,,,,,,,88.1155
1998-02-02,,,,,,,,,,,,,,,,,,,,89.1827
1998-02-03,,,,,,,,,,,,,,,,,,,,88.4204
1998-02-04,,,,,,,,,,,,,,,,,,,,91.4694
1998-02-05,,,,,,,,,,,,,,,,,,,,96.0429
1998-02-06,,,,,,,,,,,,,,,,,,,,99.0919
1998-02-09,,,,,,,,,,,,,,,,,,,,94.5184
1998-02-10,,,,,,,,,,,,,,,,,,,,97.5674
1998-02-11,,,,,,,,,,,,,,,,,,,,92.9939
1998-02-12,,,,,,,,,,,,,,,,,,,,91.4694
1998-02-13,,,,,,,,,,,,,,,,,,,,89.9449
1998-02-16,,,,,,,,,,,,,,,,,,,,89.1827
1998-02-17,,,,,,,,,,,,,,,,,,,,89.1827
1998-02-18,,,,,,,,,,,,,,,,,,,,91.317
1998-02-19,,,,,,,,,,,,,,,,,,,,91.1645
1998-02-20,,,,,,,,,,,,,,,,,,,,91.317
1998-02-23,,,,,,,,,,,,,,,,,,,,91.1645
1998-02-24,,,,,,,,,,,,,,,,,,,,91.0121
1998-02-25,,,,,,,,,,,,,,,,,,,,91.1645
1998-02-26,,,,,,,,,,,,,,,,,,,,92.2317
1998-02-27,,,,,,,,,,,,,,,,,,,,90.8596
1998-03-02,,,,,,,,,,,,,,,,,,,,93.7561
1998-03-03,,,,,,,,,,,,,,,,,,,,94.5184
1998-03-04,,,,,,,,,,,,,,,,,,,,94.3659
1998-03-05,,,,,,,,,,,,,,,,,,,,93.1463
1998-03-06,,,,,,,,,,,,,,,,,,,,93.7561
1998-03-09,,,,,,,,,,,,,,,,,,,,94.2135
1998-03-10,,,,,,,,,,,,,,,,,,,,91.4694
1998-03-11,,,,,,,,,,,,,,,,,,,,92.5366
1998-03-12,,,,,,,,,,,,,,,,,,,,89.9449
1998-03-13,,,,,,,,,,,,,,,,,,,,89.1827
1998-03-16,,,,,,,,,,,,,,,,,,,,92.2317
1998-03-17,,,,,,,,,,,,,,,,,,,,91.4694
1998-03-18,,,,,,,,,,,,,,,,,,,,91.4694
1998-03-19,,,,,,,,,,,,,,,,,,,,88.4204
1998-03-20,,,,,,,,,,,,,,,,,,,,88.4204
1998-03-23,,,,,,,,,,,,,,,,,,,,88.4204
1998-03-24,,,,,,,,,,,,,,,,,,,,87.9631
1998-03-25,,,,,,,,,,,,,,,,,,,,88.4204
1998-03-26,,,,,,,,,,,,,,,,,,,,88.268
1998-03-27,,,,,,,,,,,,,,,,,,,,88.4204
1998-03-30,,,,,,,,,,,,,,,,,,,,88.4204
1998-03-31,,,,,,,,,,,,,,,,,,,,88.268
1998-04-01,,,,,,,,,,,,,,,,,,,,88.4204
1998-04-02,,,,,,,,,,,,,,,,,,,,90.7072
1998-04-03,,,,,,,,,,,,,,,,,,,,88.268
1998-04-06,,,,,,,,,,,,,,,,,,,,88.268
1998-04-07,,,,,,,,,,,,,,,,,,,,87.6582
1998-04-08,,,,,,,,,,,,,,,,,,,,87.8106
1998-04-09,,,,,,,,,,,,,,,,,,,,88.268
1998-04-14,,,,,,,,,,,,,,,,,,,,88.268
1998-04-15,,,,,,,,,,,,,,,,,,,,87.8106
1998-04-16,,,,,,,,,,,,,,,,,,,,87.6582
1998-04-17,,,,,,,,,,,,,,,,,,,,88.268
1998-04-20,,,,,,,,,,,,,,,,,,,,88.1155
1998-04-21,,,,,,,,,,,,,,,,,,,,87.5057
1998-04-22,,,,,,,,,,,,,,,,,,,,86.8959
1998-04-23,,,,,,,,,,,,,,,,,,,,86.8959
1998-04-24,,,,,,,,,,,,,,,,,,,,85.5239
1998-04-27,,,,,,,,,,,,,,,,,,,,86.1337
1998-04-28,,,,,,,,,,,,,,,,,,,,86.591
1998-04-29,,,,,,,,,,,,,,,,,,,,86.591
1998-04-30,,,,,,,,,,,,,,,,,,,,86.4386
1998-05-04,,,,,,,,,,,,,,,,,,,,87.6582
1998-05-05,,,,,,,,,,,,,,,,,,,,87.5057
1998-05-06,,,,,,,,,,,,,,,,,,,,87.5057
1998-05-07,,,,,,,,,,,,,,,,,,,,87.6582
1998-05-11,,,,,,,,,,,,,,,,,,,,89.9449
1998-05-12,,,,,,,,,,,,,,,,,,,,90.7072
1998-05-13,,,,,,,,,,,,,,,,,,,,90.7072
1998-05-14,,,,,,,,,,,,,,,,,,,,90.7072
1998-05-15,,,,,,,,,,,,,,,,,,,,90.7072
1998-05-18,,,,,,,,,,,,,,,,,,,,89.9449
1998-05-19,,,,,,,,,,,,,,,,,,,,89.9449
1998-05-20,,,,,,,,,,,,,,,,,,,,90.5547
1998-05-22,,,,,,,,,,,,,,,,,,,,90.7072
1998-05-25,,,,,,,,,,,,,,,,,,,,91.4694
1998-05-26,,,,,,,,,,,,,,,,,,,,91.4694
1998-05-27,,,,,,,,,,,,,,,,,,,,91.4694
1998-05-28,,,,,,,,,,,,,,,,,,,,91.1645
1998-05-29,,,,,,,,,,,,,,,,,,,,91.4694
1998-06-02,,,,,,,,,,,,,,,,,,,,91.4694
1998-06-03,,,,,,,,,,,,,,,,,,,,91.0121
1998-06-04,,,,,,,,,,,,,,,,,,,,91.4694
1998-06-05,,,,,,,,,,,,,,,,,,,,91.4694
1998-06-08,,,,,,,,,,,,,,,,,,,,91.0121
1998-06-09,,,,,,,,,,,,,,,,,,,,91.0121
1998-06-10,,,,,,,,,,,,,,,,,,,,91.0121
1998-06-11,,,,,,,,,,,,,,,,,,,,91.1645
1998-06-12,,,,,,,,,,,,,,,,,,,,89.9449
1998-06-15,,,,,,,,,,,,,,,,,,,,88.4204
1998-06-16,,,,,,,,,,,,,,,,,,,,87.6582
1998-06-17,,,,,,,,,,,,,,,,,,,,89.7925
1998-06-18,,,,,,,,,,,,,,,,,,,,89.9449
1998-06-19,,,,,,,,,,,,,,,,,,,,88.4204
1998-06-22,,,,,,,,,,,,,,,,,,,,89.4876
1998-06-23,,,,,,,,,,,,,,,,,,,,89.4876
1998-06-24,,,,,,,,,,,,,,,,,,,,89.64
1998-06-25,,,,,,,,,,,,,,,,,,,,89.9449
1998-06-26,,,,,,,,,,,,,,,,,,,,85.6763
1998-06-29,,,,,,,,,,,,,,,,,,,,85.5239
1998-06-30,,,,,,,,,,,,,,,,,,,,84.7617
1998-07-01,,,,,,,,,,,,,,,,,,,,84.1519
1998-07-02,,,,,,,,,,,,,,,,,,,,84.3043
1998-07-03,,,,,,,,,,,,,,,,,,,,84.3043
1998-07-06,,,,,,,,,,,,,,,,,,,,83.9994
1998-07-07,,,,,,,,,,,,,,,,,,,,82.3225
1998-07-08,,,,,,,,,,,,,,,,,,,,82.17
1998-07-09,,,,,,,,,,,,,,,,,,,,84.1519
1998-07-10,,,,,,,,,,,,,,,,,,,,82.17
1998-07-15,,,,,,,,,,,,,,,,,,,,83.847
1998-07-16,,,,,,,,,,,,,,,,,,,,83.6945
1998-07-17,,,,,,,,,,,,,,,,,,,,83.5421
1998-07-20,,,,,,,,,,,,,,,,,,,,82.4749
1998-07-21,,,,,,,,,,,,,,,,,,,,83.847
1998-07-22,,,,,,,,,,,,,,,,,,,,83.2372
1998-07-23,,,,,,,,,,,,,,,,,,,,83.0847
1998-07-24,,,,,,,,,,,,,,,,,,,,82.9323
1998-07-27,,,,,,,,,,,,,,,,,,,,82.17
1998-07-28,,,,,,,,,,,,,,,,,,,,82.3225
1998-07-29,,,,,,,,,,,,,,,,,,,,82.17
1998-07-30,,,,,,,,,,,,,,,,,,,,81.5602
1998-07-31,,,,,,,,,,,,,,,,,,,,80.9504
1998-08-03,,,,,,,,,,,,,,,,,,,,80.1882
1998-08-04,,,,,,,,,,,,,,,,,,,,80.1882
1998-08-05,,,,,,,,,,,,,,,,,,,,80.1882
1998-08-06,,,,,,,,,,,,,,,,,,,,80.0357
1998-08-07,,,,,,,,,,,,,,,,,,,,79.8833
1998-08-10,,,,,,,,,,,,,,,,,,,,76.377
1998-08-11,,,,,,,,,,,,,,,,,,,,76.377
1998-08-12,,,,,,,,,,,,,,,,,,,,76.377
1998-08-13,,,,,,,,,,,,,,,,,,,,73.4804
1998-08-14,,,,,,,,,,,,,,,,,,,,73.4804
1998-08-17,,,,,,,,,,,,,,,,,,,,73.1755
1998-08-18,,,,,,,,,,,,,,,,,,,,73.1755
1998-08-19,,,,,,,,,,,,,,,,,,,,73.1755
1998-08-20,,,,,,,,,,,,,,,,,,,,73.1755
1998-08-21,,,,,,,,,,,,,,,,,,,,74.7
1998-08-24,,,,,,,,,,,,,,,,,,,,74.7
1998-08-25,,,,,,,,,,,,,,,,,,,,74.7153
1998-08-26,,,,,,,,,,,,,,,,,,,,74.7
1998-08-27,,,,,,,,,,,,,,,,,,,,73.1755
1998-08-28,,,,,,,,,,,,,,,,,,,,72.7334
1998-08-31,,,,,,,,,,,,,,,,,,,,72.7182
1998-09-01,,,,,,,,,,,,,,,,,,,,69.3643
1998-09-02,,,,,,,,,,,,,,,,,,,,68.6021
1998-09-03,,,,,,,,,,,,,,,,,,,,67.3825
1998-09-04,,,,,,,,,,,,,,,,,,,,66.3153
1998-09-07,,,,,,,,,,,,,,,,,,,,66.3306
1998-09-08,,,,,,,,,,,,,,,,,,,,66.3153
1998-09-09,,,,,,,,,,,,,,,,,,,,66.3306
1998-09-10,,,,,,,,,,,,,,,,,,,,66.3153
1998-09-11,,,,,,,,,,,,,,,,,,,,66.4678
1998-09-14,,,,,,,,,,,,,,,,,,,,66.4678
1998-09-15,,,,,,,,,,,,,,,,,,,,66.3153
1998-09-16,,,,,,,,,,,,,,,,,,,,65.5531
1998-09-17,,,,,,,,,,,,,,,,,,,,65.5531
1998-09-18,,,,,,,,,,,,,,,,,,,,67.0776
1998-09-21,,,,,,,,,,,,,,,,,,,,67.0776
1998-09-22,,,,,,,,,,,,,,,,,,,,66.3153
1998-09-23,,,,,,,,,,,,,,,,,,,,64.7908
1998-09-24,,,,,,,,,,,,,,,,,,,,64.7908
1998-09-25,,,,,,,,,,,,,,,,,,,,63.2663
1998-09-28,,,,,,,,,,,,,,,,,,,,62.9614
1998-09-29,,,,,,,,,,,,,,,,,,,,62.5041
1998-09-30,,,,,,,,,,,,,,,,,,,,62.5193
1998-10-01,,,,,,,,,,,,,,,,,,,,62.184
1998-10-02,,,,,,,,,,,,,,,,,,,,60.9796
1998-10-05,,,,,,,,,,,,,,,,,,,,59.4551
1998-10-06,,,,,,,,,,,,,,,,,,,,59.4551
1998-10-07,,,,,,,,,,,,,,,,,,,,60.9796
1998-10-08,,,,,,,,,,,,,,,,,,,,60.9644
1998-10-09,,,,,,,,,,,,,,,,,,,,60.9796
1998-10-12,,,,,,,,,,,,,,,,,,,,61.5894
1998-10-13,,,,,,,,,,,,,,,,,,,,61.5894
1998-10-14,,,,,,,,,,,,,,,,,,,,61.6046
1998-10-15,,,,,,,,,,,,,,,,,,,,61.5894
1998-10-16,,,,,,,,,,,,,,,,,,,,61.7419
1998-10-19,,,,,,,,,,,,,,,,,,,,61.5894
1998-10-20,,,,,,,,,,,,,,,,,,,,62.0468
1998-10-21,,,,,,,,,,,,,,,,,,,,63.7237
1998-10-22,,,,,,,,,,,,,,,,,,,,64.3335
1998-10-23,,,,,,,,,,,,,,,,,,,,65.4006
1998-10-26,,,,,,,,,,,,,,,,,,,,66.0104
1998-10-27,,,,,,,,,,,,,,,,,,,,66.0104
1998-10-28,,,,,,,,,,,,,,,,,,,,66.4678
1998-10-29,,,,,,,,,,,,,,,,,,,,67.0776
1998-10-30,,,,,,,,,,,,,,,,,,,,66.1629
1998-11-02,,,,,,,,,,,,,,,,,,,,66.6202
1998-11-06,,,,,,,,,,,,,,,,,,,,67.8398
1998-11-09,,,,,,,,,,,,,,,,,,,,67.6874
1998-11-10,,,,,,,,,,,,,,,,,,,,67.6874
1998-11-12,,,,,,,,,,,,,,,,,,,,68.6021
1998-11-13,,,,,,,,,,,,,,,,,,,,68.7545
1998-11-16,,,,,,,,,,,,,,,,,,,,68.7545
