,ASY FP Equity_DX_SI_QTY,ASY FP Equity_DX_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ASY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ASY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ASY FP Equity_DX_SI_MV,ASY FP Equity_DX_DSS,ASY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY,ASY FP Equity_DX_BROKER_SI_QTY,ASY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ASY FP Equity_DX_BROKER_SI_MV_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_x,ASY FP Equity_DX_BROKER_SI_MV_INC_x,ASY FP Equity_DX_SUPPLY_SI_MV_NEW,ASY FP Equity_DX_BROKER_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_NEW,ASY FP Equity_DX_SUPPLY_SI_MV_DEC,ASY FP Equity_DX_BROKER_SI_QTY_INC,ASY FP Equity_DX_SUPPLY_SI_QTY_DEC,ASY FP Equity_DX_BROKER_SI_MV_NEW_y,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ASY FP Equity_DX_BROKER_SI_MV_INC_y,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_y,ASY FP Equity_DX_BROKER_SI_MV_ADD,ASY FP Equity_DX_SUPPLY_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_DEC,ASY FP Equity_DX_SUPPLY_SI_MV,ASY FP Equity_DX_BROKER_SI_MV_DEC,ASY FP Equity_DX_SUPPLY_SI_MV_RMV,ASY FP Equity_DX_BROKER_SI_MV_RMV,ASY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ASY FP Equity_DX_UTILIZATION_QUANTITY,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ASY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ASY FP Equity_DX_ACTIVE_UTILIZATION_MV,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ASY FP Equity_DX_BROKER_SI_CON_RATIO,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ASY FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-06-08,45742.0,1550087.79,0.57,1.79,0.21,1.59,0.0,1128186.84,14317.0,33292.0,485169.14,,,,,,,,0.01,,190.0,,,,,,,190.0,0.49,0.01,,,2.13,2.13,657617.0,22285078.9,,22.64,2.13,21.65,0.4129,59.38,0.0681
2017-06-09,45742.0,1487072.48,0.57,1.78,0.21,1.56,0.0,1082322.96,14317.0,33292.0,465445.69,,,,,,,,,,,,,,,,,,0.5,,,,2.13,2.13,656917.0,21356372.51,,22.75,2.14,22.5,0.4024,58.1,0.0681
2017-06-12,44949.0,1460842.5,0.56,1.81,0.2,1.48,0.0,929467.5,17848.0,28599.0,580060.0,,,,,,,,0.01,,369.0,,,,,,3900.0,4693.0,0.59,0.17,,,100.0,2.68,0.0,0.0,,0.0,100.0,22.67,0.417,59.46,0.0675
2017-06-13,44462.0,1405443.82,0.55,1.86,0.2,1.42,0.0,888620.32,17361.0,28112.0,548781.21,,,,,,,,0.02,,487.0,,,,,,,487.0,0.56,0.02,,,100.0,2.61,0.0,0.0,,0.0,100.0,22.91,0.4259,60.16,0.0669
2017-06-14,44462.0,1409890.02,0.55,1.87,0.2,1.41,0.0,891431.52,17361.0,28112.0,550517.31,,,,,,,,,,,,,,,,,,0.55,,,,100.0,2.62,0.0,0.0,,0.0,100.0,22.43,0.4314,60.81,0.067
2017-06-15,44462.0,1377877.38,0.55,1.88,0.2,1.39,0.0,871190.88,17361.0,28112.0,538017.39,,,,,,,,,,,,,,,,,,0.55,,,,100.0,2.62,0.0,0.0,,0.0,100.0,23.01,0.4248,60.01,0.067
2017-06-16,17462.0,553545.4,0.22,0.74,0.08,0.54,0.0,35250.4,17361.0,1112.0,550343.7,,,,,,,,,,,,,,,,,27000.0,0.54,0.84,,,100.0,2.62,0.0,0.0,,0.0,100.0,22.25,0.3996,57.05,0.0263
2017-06-19,15177.0,481566.21,0.19,0.65,0.07,0.48,0.0,35283.76,15076.0,1112.0,478361.48,,,,,,,,0.07,,2285.0,,,,,,,,0.48,,,,100.0,2.27,0.0,0.0,,0.0,100.0,16.09,0.4773,65.93,0.0229
2017-06-20,15177.0,476102.49,0.19,0.65,0.07,0.48,0.0,34883.44,15076.0,1112.0,472934.12,,,,,,,,,,,,,,,,,,0.48,,,,100.0,2.32,0.0,0.0,,0.0,100.0,15.95,0.4783,66.04,0.0233
2017-06-21,15177.0,472763.55,0.19,0.68,0.07,0.47,0.0,34638.8,15076.0,1112.0,469617.4,,,,,,,,,,,,,,,,,,0.47,,,,100.0,2.38,0.0,0.0,,0.0,100.0,16.1,0.4772,65.92,0.024
2017-06-22,14939.0,481185.19,0.19,0.69,0.07,0.47,0.0,35817.52,14838.0,1112.0,477931.98,,,,,,,,0.01,,238.0,,,,,,,,0.46,,,,100.0,2.36,0.0,0.0,,0.0,100.0,16.88,0.4853,66.56,0.0237
2017-06-23,14939.0,474313.25,0.19,0.85,0.07,0.48,0.0,35306.0,14838.0,1112.0,471106.5,,,,,,,,,,,,,,,,,,0.48,,,,100.0,2.36,0.0,0.0,,0.0,100.0,16.43,0.4888,66.91,0.0237
2017-06-26,14939.0,476404.71,0.19,0.96,0.07,0.48,0.0,35461.68,14838.0,1112.0,473183.82,,,,,,,,,,,,,,,,,,0.47,,,,100.0,2.35,0.0,0.0,,0.0,100.0,16.58,0.4876,66.79,0.0237
2017-06-27,14939.0,473566.3,0.19,1.14,0.07,0.47,0.0,35250.4,14838.0,1112.0,470364.6,,,,,,,,,,,,,,,,,,0.47,,,,100.0,2.35,0.0,0.0,,0.0,100.0,16.57,0.4877,66.8,0.0237
2017-06-28,14939.0,485517.5,0.19,1.14,0.07,0.47,0.0,36140.0,14838.0,1112.0,482235.0,,,,,,,,,,,,,,,,,,0.47,,,,100.0,2.37,0.0,0.0,,0.0,100.0,16.86,0.4855,66.57,0.0239
2017-06-29,19786.0,623259.0,0.25,1.48,0.09,0.65,0.0,187708.5,14838.0,5959.0,467397.0,,,,,,4847.0,,,,,,,,,0.17,,,0.48,,,,100.0,2.33,0.0,0.0,,0.0,100.0,32.5,0.3728,49.98,0.031
2017-06-30,18409.0,570679.0,0.23,1.35,0.08,0.59,0.0,184729.0,13461.0,5959.0,417291.0,,,,,,,,0.04,,1377.0,,,,,,,,0.42,,,,100.0,2.07,0.0,0.0,,0.0,100.0,27.36,0.3837,53.71,0.0284
2017-07-03,18409.0,560369.96,0.23,1.36,0.08,0.58,0.0,181391.96,13461.0,5959.0,409752.84,,,,,,,,,,,,,,,,,,0.42,,,,100.0,2.07,0.0,0.0,,0.0,100.0,27.28,0.3845,53.83,0.0283
2017-07-04,18409.0,555767.71,0.23,1.4,0.08,0.57,0.0,179902.21,13461.0,5959.0,406387.59,,,,,,,,,,,,,,,,,,0.41,,,,100.0,2.07,0.0,0.0,,0.0,100.0,27.28,0.3835,53.72,0.0283
2017-07-05,18409.0,557608.61,0.23,1.56,0.08,0.56,0.0,180498.11,13461.0,5959.0,407733.69,,,,,,,,,,,,,,,,,,0.41,,,,100.0,2.07,0.0,0.0,,0.0,100.0,27.28,0.3825,53.59,0.0283
2017-07-06,24253.0,727590.0,0.3,1.98,0.11,0.74,0.0,123090.0,21161.0,4103.0,634830.0,,,,,,,,,,,,,,,,7700.0,1856.0,0.64,0.06,,,100.0,3.2,0.0,0.0,,0.0,100.0,31.7,0.296,40.83,0.0367
2017-07-07,19253.0,577590.0,0.25,1.57,0.09,0.58,0.0,123090.0,16161.0,4103.0,484830.0,,,,,,,,0.15,,5000.0,,,,,,,,0.48,,,,100.0,2.44,0.0,0.0,,0.0,100.0,25.77,0.2693,39.69,0.0291
2017-07-10,19253.0,585676.26,0.25,1.56,0.09,0.58,0.0,124813.26,16161.0,4103.0,491617.62,,,,,,,,,,,,,,,,,,0.49,,,,100.0,2.44,0.0,0.0,,0.0,100.0,25.72,0.2688,39.62,0.0291
2017-07-11,6553.0,195148.34,0.09,0.52,0.03,0.2,0.0,122187.34,3461.0,4103.0,103068.58,,,,,,,,0.38,,12700.0,,,,,,,,0.1,,,,100.0,0.52,0.0,0.0,,0.0,100.0,36.1,0.3814,47.27,0.0099
2017-07-12,6553.0,203470.65,0.09,0.49,0.03,0.2,0.0,127398.15,3461.0,4103.0,107464.05,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,37.52,0.3803,46.13,0.01
2017-07-13,6553.0,201635.81,0.09,0.5,0.03,0.21,0.0,126249.31,3461.0,4103.0,106494.97,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,36.33,0.3807,47.0,0.01
2017-07-14,4714.0,143871.28,0.06,0.35,0.02,0.15,0.0,69097.28,3461.0,2264.0,105629.72,,,,,,,,,,,,,,,,,1839.0,0.11,0.06,,,100.0,0.53,0.0,0.0,,0.0,100.0,25.49,0.3815,51.21,0.0073
2017-07-17,4714.0,145096.92,0.06,0.36,0.02,0.15,0.0,69685.92,3461.0,2264.0,106529.58,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,25.26,0.3836,51.59,0.0072
2017-07-18,4714.0,144719.8,0.06,0.35,0.02,0.15,0.0,69504.8,3461.0,2264.0,106252.7,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.52,0.0,0.0,,0.0,100.0,25.43,0.3824,51.37,0.0071
2017-07-19,4714.0,154430.64,0.06,0.35,0.02,0.15,0.0,74168.64,3461.0,2264.0,113382.36,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.52,0.0,0.0,,0.0,100.0,24.47,0.3909,52.89,0.0071
2017-07-20,4714.0,153346.42,0.06,0.33,0.02,0.16,0.0,73647.92,3461.0,2264.0,112586.33,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.52,0.0,0.0,,0.0,100.0,25.5,0.3819,51.28,0.0071
2017-07-21,4714.0,154477.78,0.06,0.33,0.02,0.16,0.0,74191.28,3461.0,2264.0,113416.97,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.52,0.0,0.0,,0.0,100.0,25.27,0.3834,51.56,0.0071
2017-07-24,4714.0,155844.84,0.06,0.32,0.02,0.16,0.0,74847.84,3461.0,2264.0,114420.66,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.52,0.0,0.0,,0.0,100.0,25.23,0.3833,51.55,0.0071
2017-07-25,4714.0,156316.24,0.06,0.31,0.02,0.16,0.0,75074.24,3461.0,2264.0,114766.76,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.52,0.0,0.0,,0.0,100.0,25.32,0.3827,51.43,0.0071
2017-07-26,4714.0,155703.42,0.06,0.31,0.02,0.16,0.0,74779.92,3461.0,2264.0,114316.83,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.52,0.0,0.0,,0.0,100.0,25.44,0.3821,51.32,0.0071
2017-07-27,4714.0,157730.44,0.06,0.31,0.02,0.16,0.0,75753.44,3461.0,2264.0,115805.06,0.08,,,,,,2264.0,,,,0.08,,,,,3461.0,,0.12,,,,100.0,0.52,0.0,0.0,,0.0,100.0,25.2,0.3842,51.71,0.0071
2017-07-28,4714.0,153723.54,0.06,0.31,0.02,0.16,0.0,73829.04,3461.0,2264.0,112863.21,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.52,0.0,0.0,,0.0,100.0,25.73,0.3793,50.79,0.0071
2017-07-31,4714.0,152639.32,0.06,0.31,0.02,0.15,0.0,73308.32,3461.0,2264.0,112067.18,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.51,0.0,0.0,,0.0,100.0,25.49,0.3819,51.27,0.007
2017-08-01,4714.0,153629.26,0.06,0.31,0.02,0.16,0.0,73783.76,3461.0,2264.0,112793.99,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.51,0.0,0.0,,0.0,100.0,25.27,0.3831,51.51,0.0069
2017-08-02,7484.0,243080.32,0.1,0.5,0.03,0.25,0.0,73534.72,6231.0,2264.0,202382.88,,,,,,,,,,,,,,,,2770.0,,0.2,,,,0.92,0.92,674498.0,21907695.04,,21.95,0.91,32.48,0.2878,36.7,0.011
2017-08-03,5178.0,165696.0,0.07,0.36,0.02,0.17,0.0,87296.0,3925.0,2728.0,125600.0,,,,,,464.0,,0.07,,2306.0,,,,,0.02,,,0.13,,,,0.58,0.58,676793.0,21657376.0,,21.92,0.57,23.17,0.3214,46.23,0.0076
2017-08-04,5009.0,159286.2,0.07,0.35,0.02,0.16,0.0,81376.2,3756.0,2559.0,119440.8,,,,,,,,0.01,,169.0,,,,,,,169.0,0.12,0.01,,,0.56,0.56,666932.0,21208437.6,,21.36,0.56,23.83,0.3394,47.96,0.0075
2017-08-07,3734.0,118143.76,0.05,0.26,0.02,0.12,0.0,40625.76,2481.0,1284.0,78498.84,,,,,,,,0.04,,1275.0,,,,,,,1275.0,0.08,0.04,,,100.0,0.37,0.0,0.0,,0.0,100.0,32.01,0.5198,64.51,0.0056
2017-08-08,3734.0,118405.14,0.05,0.26,0.02,0.12,0.0,40715.64,2481.0,1284.0,78672.51,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,31.85,0.5207,64.66,0.0056
2017-08-09,3734.0,118069.08,0.05,0.27,0.02,0.12,0.0,40600.08,2481.0,1284.0,78449.22,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,31.96,0.5201,64.56,0.0056
2017-08-10,3734.0,118181.1,0.05,0.27,0.02,0.12,0.0,40638.6,2481.0,1284.0,78523.65,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,31.89,0.5208,64.64,0.0056
2017-08-11,3734.0,115343.26,0.05,0.28,0.02,0.12,0.0,39662.76,2481.0,1284.0,76638.09,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,32.41,0.5169,64.07,0.0056
2017-08-14,3734.0,115492.62,0.05,0.29,0.02,0.12,0.0,39714.12,2481.0,1284.0,76737.33,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,31.87,0.5207,64.64,0.0056
2017-08-15,3734.0,121355.0,0.05,0.3,0.02,0.12,0.0,41730.0,2481.0,1284.0,80632.5,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,30.88,0.5286,65.73,0.0056
2017-08-16,3734.0,121093.62,0.05,0.31,0.02,0.12,0.0,41640.12,2481.0,1284.0,80458.83,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,31.95,0.5203,64.58,0.0056
2017-08-17,3734.0,121355.0,0.05,0.32,0.02,0.12,0.0,41730.0,2481.0,1284.0,80632.5,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,31.86,0.5209,64.67,0.0055
2017-08-18,3734.0,119898.74,0.05,0.31,0.02,0.12,0.0,41229.24,2481.0,1284.0,79664.91,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,32.15,0.5187,64.35,0.0055
2017-08-21,3734.0,121840.42,0.05,0.32,0.02,0.12,0.0,41896.92,2481.0,1284.0,80955.03,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,31.58,0.5234,65.0,0.0055
2017-08-22,3734.0,119488.0,0.05,0.31,0.02,0.12,0.0,41088.0,2481.0,1284.0,79392.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,32.3,0.5172,64.16,0.0055
2017-08-23,3734.0,118367.8,0.05,0.33,0.02,0.12,0.0,40702.8,2481.0,1284.0,78647.7,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,32.1,0.5191,64.41,0.0055
2017-08-24,2625.0,83632.5,0.03,0.25,0.01,0.08,0.0,5575.5,2481.0,175.0,79044.66,,,,,,,,,,,,,,,,,1109.0,0.08,0.04,,,100.0,0.37,0.0,0.0,,0.0,100.0,5.01,0.873,93.28,0.0039
2017-08-25,2625.0,82766.25,0.03,0.26,0.01,0.08,0.0,5517.75,2481.0,175.0,78225.93,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,5.03,0.8722,93.24,0.0039
2017-08-28,2625.0,83553.75,0.03,0.26,0.01,0.08,0.0,5570.25,2481.0,175.0,78970.23,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,4.93,0.8744,93.36,0.0039
2017-08-29,2625.0,82293.75,0.03,0.27,0.01,0.08,0.0,5486.25,2481.0,175.0,77779.35,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,5.09,0.8709,93.17,0.0039
2017-08-30,2624.0,81632.64,0.03,0.27,0.01,0.08,0.0,5413.14,2481.0,174.0,77183.91,,,,,,,,,,,,,,,,,1.0,0.08,0.0,,,100.0,0.37,0.0,0.0,,0.0,100.0,5.08,0.8714,93.19,0.0039
2017-08-31,2624.0,82341.12,0.03,0.28,0.01,0.08,0.0,5460.12,2481.0,174.0,77853.78,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,4.95,0.874,93.34,0.0039
2017-09-01,2624.0,80399.36,0.03,0.3,0.01,0.08,0.0,5331.36,2481.0,174.0,76017.84,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,5.11,0.8703,93.13,0.0039
2017-09-04,2624.0,80189.44,0.03,0.31,0.01,0.08,0.0,5317.44,2481.0,174.0,75819.36,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,4.99,0.873,93.28,0.0039
2017-09-05,7420.0,229129.6,0.1,0.89,0.03,0.23,0.0,153473.6,2481.0,4970.0,76613.28,,,,0.15,,,,,4796.0,,,,0.15,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,33.24,0.5332,64.99,0.011
2017-09-06,7420.0,227200.4,0.1,0.9,0.03,0.23,0.0,152181.4,2481.0,4970.0,75968.22,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.37,0.0,0.0,,0.0,100.0,32.82,0.5358,65.41,0.0112
2017-09-07,7420.0,227942.4,0.1,0.92,0.03,0.23,0.0,152678.4,2481.0,4970.0,76216.32,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.38,0.0,0.0,,0.0,100.0,33.09,0.5344,65.16,0.0113
2017-09-08,7420.0,228610.2,0.1,0.96,0.03,0.23,0.0,153125.7,2481.0,4970.0,76439.61,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.39,0.0,0.0,,0.0,100.0,33.07,0.5343,65.16,0.0115
2017-09-11,7420.0,225197.0,0.1,0.93,0.03,0.23,0.0,150839.5,2481.0,4970.0,75298.35,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.39,0.0,0.0,,0.0,100.0,32.67,0.5367,65.54,0.0116
2017-09-12,2712.0,88546.8,0.04,0.33,0.01,0.09,0.0,8554.3,2481.0,262.0,81004.65,,,,,,,,,,,,,,,,,4708.0,0.08,0.15,,,100.0,0.39,0.0,0.0,,0.0,100.0,4.53,0.8313,90.95,0.0043
2017-09-13,2712.0,88031.52,0.04,0.28,0.01,0.09,0.0,8504.52,2481.0,262.0,80533.26,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.88,0.8195,90.26,0.0043
2017-09-14,7204.0,230528.0,0.09,0.74,0.03,0.23,0.0,152128.0,2481.0,4754.0,79392.0,,,,0.15,,,,,4495.0,,,,0.15,,,,3.0,0.08,0.0,,,100.0,0.4,0.0,0.0,,0.0,100.0,33.69,0.5302,64.53,0.0115
2017-09-15,7204.0,227862.52,0.09,0.74,0.03,0.23,0.0,150369.02,2481.0,4754.0,78474.03,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.4,0.0,0.0,,0.0,100.0,33.75,0.5299,64.47,0.0115
2017-09-18,7204.0,232617.16,0.09,0.57,0.03,0.23,0.0,153506.66,2481.0,4754.0,80111.49,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.4,0.0,0.0,,0.0,100.0,34.47,0.5257,63.76,0.0115
2017-09-19,7204.0,232689.2,0.09,0.56,0.03,0.23,0.0,153554.2,2481.0,4754.0,80136.3,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.39,0.0,0.0,,0.0,100.0,34.02,0.5283,64.21,0.0115
2017-09-20,10314.0,333245.34,0.13,0.8,0.05,0.34,0.0,254085.84,2481.0,7864.0,80161.11,,,,,,3110.0,,,,,,,,,0.11,,,0.08,,,,0.4,0.4,625282.0,20202861.42,,20.19,0.4,31.3,0.3472,44.11,0.0164
2017-09-21,5821.0,188018.3,0.08,0.46,0.03,0.19,0.0,108883.3,2481.0,3371.0,80136.3,,,,,,,,,,,,,,,,,4493.0,0.08,0.15,,,0.4,0.4,625059.0,20189405.7,,20.21,0.4,41.07,0.4671,54.54,0.0093
2017-09-22,5821.0,187436.2,0.08,0.46,0.03,0.19,0.0,108546.2,2481.0,3371.0,79888.2,,,,,,,,,,,,,,,,,,0.08,,,,0.4,0.4,625110.0,20128542.0,,20.17,0.39,40.93,0.4677,54.7,0.0093
2017-09-25,5821.0,188600.4,0.08,0.48,0.03,0.19,0.0,109220.4,2481.0,3371.0,80384.4,,,,,,,,,,,,,,,,,,0.08,,,,0.4,0.4,624625.0,20237850.0,,20.17,0.4,40.95,0.4678,54.7,0.0093
2017-09-26,5821.0,189007.87,0.08,0.47,0.03,0.19,0.0,109456.37,2481.0,3371.0,80558.07,,,,,,,,,,,,,,,,,,0.08,,,,0.4,0.4,622901.0,20225595.47,,20.2,0.4,40.94,0.4677,54.69,0.0093
2017-09-27,2711.0,87917.73,0.04,0.23,0.01,0.09,0.0,8464.23,2481.0,261.0,80458.83,,,,,,,,,,,,,,,,,3110.0,0.08,0.11,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.91,0.8211,90.35,0.0043
2017-09-28,2711.0,88514.15,0.04,0.23,0.01,0.09,0.0,8521.65,2481.0,261.0,81004.65,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.88,0.8226,90.45,0.0043
2017-09-29,2711.0,89463.0,0.04,0.23,0.01,0.09,0.0,8613.0,2481.0,261.0,81873.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.86,0.8231,90.48,0.0044
2017-10-02,2711.0,90682.95,0.04,0.23,0.01,0.09,0.0,8730.45,2481.0,261.0,82989.45,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.84,0.8228,90.46,0.0044
2017-10-03,2711.0,91631.8,0.04,0.23,0.01,0.09,0.0,8821.8,2481.0,261.0,83857.8,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.86,0.8229,90.47,0.0044
2017-10-04,2710.0,91652.2,0.04,0.23,0.01,0.09,0.0,8793.2,2481.0,260.0,83907.42,,,,,,,,,,,,,,,,,1.0,0.08,0.0,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.91,0.8221,90.41,0.0044
2017-10-05,2709.0,92539.44,0.04,0.23,0.01,0.09,0.0,8847.44,2481.0,259.0,84750.96,,,,,,,,,,,,,,,,,1.0,0.08,0.0,,,100.0,0.41,0.0,0.0,,0.0,100.0,4.86,0.8237,90.51,0.0044
2017-10-06,2709.0,92783.25,0.04,0.23,0.01,0.09,0.0,8870.75,2481.0,259.0,84974.25,,,,,,,,,,,,,,,,,,0.09,,,,100.0,0.4,0.0,0.0,,0.0,100.0,4.9,0.823,90.47,0.0044
2017-10-09,6708.0,227267.04,0.09,0.57,0.03,0.23,0.0,144261.04,2481.0,4258.0,84056.28,,,,,,4000.0,,,,,,,,,0.14,,1.0,0.08,0.0,,,100.0,0.41,0.0,0.0,,0.0,100.0,36.27,0.4907,59.87,0.011
2017-10-10,6707.0,221331.0,0.09,0.58,0.03,0.23,0.0,140481.0,2481.0,4257.0,81873.0,,,,,,,,,,,,,,,,,1.0,0.08,0.0,,,100.0,0.4,0.0,0.0,,0.0,100.0,35.93,0.4924,60.22,0.0107
2017-10-11,6707.0,219453.04,0.09,0.58,0.03,0.22,0.0,139289.04,2481.0,4257.0,81178.32,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.4,0.0,0.0,,0.0,100.0,36.33,0.4907,59.83,0.0107
2017-10-12,6707.0,218245.78,0.09,0.58,0.03,0.22,0.0,138522.78,2481.0,4257.0,80731.74,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.4,0.0,0.0,,0.0,100.0,36.4,0.4903,59.76,0.0107
2017-10-13,9800.0,313600.0,0.13,0.83,0.04,0.32,0.0,136224.0,5574.0,4257.0,178368.0,,,,,,,,,,,,,,,,3093.0,,0.18,,,,0.89,0.89,618695.0,19798240.0,,20.08,0.89,31.91,0.3286,40.58,0.0157
2017-10-16,9800.0,310660.0,0.13,0.83,0.04,0.31,0.0,134946.9,5574.0,4257.0,176695.8,,,,,,,,,,,,,,,,,,0.18,,,,0.9,0.9,614855.0,19490903.5,,19.65,0.9,31.63,0.3294,40.91,0.0158
2017-10-17,104356.0,3523058.56,1.36,8.24,0.47,3.31,0.0,2675716.32,25130.0,79257.0,848388.8,,,,,,75000.0,,,,,,,,,2.38,19556.0,,0.8,,,,4.1,4.1,588432.0,19865464.32,,18.89,4.08,18.75,0.5526,71.73,0.1701
2017-10-18,182131.0,6121422.91,2.37,13.04,0.82,5.97,0.0,6039078.41,76461.0,179681.0,2569854.21,,,12000.0,,,100424.0,,0.1,,3093.0,,,,12000.0,3.36,42424.0,,2.57,,,,100.0,12.56,0.0,0.0,,0.0,100.0,39.85,0.3865,46.63,0.2993
2017-10-19,660859.0,22138776.5,8.6,45.33,2.97,22.04,1.0,20017858.0,254801.0,597548.0,8535833.5,,,4180.0,2.37,,346067.0,,,71800.0,,,,2.37,4180.0,11.62,174160.0,,8.53,,,,91.9,41.85,22469.0,752711.5,,0.76,91.87,14.9,0.286,46.66,1.0854
2017-10-20,633360.0,21344232.0,8.25,42.4,2.85,21.5,1.0,20075022.6,256445.0,595698.0,8642196.5,,,1499.0,1.63,,,,0.06,44150.0,1815.0,,,1.63,1499.0,,1960.0,46000.0,8.62,1.53,,,91.94,42.2,22469.0,757205.3,,0.75,91.97,20.5,0.3099,48.69,1.0422
2017-10-23,633329.0,21330520.72,8.25,42.57,2.85,21.58,1.0,20062064.56,256414.0,595667.0,8636023.52,,,,,,,,0.0,,31.0,,,,,,,31.0,8.65,0.0,,,91.94,42.19,22469.0,756755.92,,0.76,91.95,20.5,0.3101,48.72,1.042
2017-10-24,626635.0,21117599.5,8.16,41.97,2.82,21.28,1.0,19853445.1,229007.0,589123.0,7717535.9,,,301.0,0.07,,,,0.93,2100.0,27466.0,,,0.07,301.0,,2208.0,8644.0,7.7,0.34,,,91.07,37.73,22469.0,757205.3,,0.76,91.06,20.24,0.316,49.39,1.0323
