,CS9 FP Equity_DX_SI_QTY,CS9 FP Equity_DX_SHORT_INTEREST_VALUE,CS9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CS9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CS9 FP Equity_DX_SI_MV,CS9 FP Equity_DX_DSS,CS9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CS9 FP Equity_DX_SUPPLY_SI_QTY,CS9 FP Equity_DX_BROKER_SI_QTY,CS9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CS9 FP Equity_DX_BROKER_SI_MV_NEW_x,CS9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CS9 FP Equity_DX_BROKER_SI_MV_INC_x,CS9 FP Equity_DX_BROKER_SI_QTY_ADD,CS9 FP Equity_DX_BROKER_SI_QTY_NEW,CS9 FP Equity_DX_SUPPLY_SI_MV_DEC,CS9 FP Equity_DX_BROKER_SI_QTY_INC,CS9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CS9 FP Equity_DX_BROKER_SI_MV_NEW_y,CS9 FP Equity_DX_BROKER_SI_MV_INC_y,CS9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CS9 FP Equity_DX_BROKER_SI_MV_ADD,CS9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CS9 FP Equity_DX_BROKER_SI_QTY_DEC,CS9 FP Equity_DX_SUPPLY_SI_MV,CS9 FP Equity_DX_BROKER_SI_MV_DEC,CS9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CS9 FP Equity_DX_UTILIZATION_QUANTITY,CS9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CS9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CS9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CS9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CS9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CS9 FP Equity_DX_BROKER_SI_CON_RATIO,CS9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CS9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CS9 FP Equity_PX_LAST
2024-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,148860.38,0.15,0.0,,0.0,,0.0,310.1258
2024-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,148621.2,0.15,0.0,,0.0,,0.0,309.6275
2024-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,148053.55,0.15,0.0,,0.0,,0.0,308.4449
2024-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149522.88,0.15,0.0,,0.0,,0.0,311.506
2024-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149893.01,0.15,0.0,,0.0,,0.0,312.2771
2024-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149789.23,0.15,0.0,,0.0,,0.0,312.0609
2024-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,148983.5,0.15,0.0,,0.0,,0.0,310.3823
2024-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,148937.57,0.15,0.0,,0.0,,0.0,310.2866
2024-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149322.05,0.15,0.0,,0.0,,0.0,311.0876
2024-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149306.93,0.15,0.0,,0.0,,0.0,311.0561
2024-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150619.87,0.15,0.0,,0.0,,0.0,313.7914
2024-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150723.79,0.15,0.0,,0.0,,0.0,314.0079
2024-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150646.9,0.15,0.0,,0.0,,0.0,313.8477
2024-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150957.36,0.15,0.0,,0.0,,0.0,314.4945
2024-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150864.82,0.15,0.0,,0.0,,0.0,314.3017
2024-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,151396.61,0.15,0.0,,0.0,,0.0,315.4096
2024-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,151396.61,0.15,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,151396.61,0.15,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150278.83,0.15,0.0,,0.0,,0.0,313.0809
2024-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150658.08,0.15,0.0,,0.0,,0.0,313.871
2024-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150973.44,0.15,0.0,,0.0,,0.0,314.528
2024-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149404.56,0.15,0.0,,0.0,,0.0,311.2595
2024-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150287.09,0.15,0.0,,0.0,,0.0,313.0981
2024-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149276.78,0.15,0.0,,0.0,,0.0,310.9933
2024-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149588.4,0.15,0.0,,0.0,,0.0,311.6425
2024-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149326.03,0.15,0.0,,0.0,,0.0,311.0959
2024-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149454.72,0.15,0.0,,0.0,,0.0,311.364
2024-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149638.7,0.15,0.0,,0.0,,0.0,311.7473
2024-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,147554.21,0.15,0.0,,0.0,,0.0,307.4046
2024-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,147770.74,0.15,0.0,,0.0,,0.0,307.8557
2024-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,148371.89,0.15,0.0,,0.0,,0.0,309.1081
2024-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,148114.66,0.15,0.0,,0.0,,0.0,308.5722
2024-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,149168.83,0.15,0.0,,0.0,,0.0,310.7684
2024-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150900.05,0.15,0.0,,0.0,,0.0,314.3751
2024-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150318.19,0.15,0.0,,0.0,,0.0,313.1629
2024-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,150138.19,0.15,0.0,,0.0,,0.0,312.7879
2024-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,152559.5,0.15,0.0,,0.0,,0.0,317.8323
2024-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,152423.62,0.15,0.0,,0.0,,0.0,317.5492
2024-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,151844.4,0.15,0.0,,0.0,,0.0,316.3425
2024-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,151844.4,0.15,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,151878.86,0.15,0.0,,0.0,,0.0,316.4143
2024-05-03,141.0,44842.29,0.12,0.01,0.04,,44842.29,141.0,141.0,44842.29,,,,141.0,,,,,,,,0.04,141.0,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,318.0304
2024-05-06,1341.0,429484.35,1.14,0.11,0.43,,237321.33,741.0,741.0,237321.33,,,,600.0,,,,,,,,0.19,600.0,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.58,0.8108,89.42,1.2417,320.2717
2024-05-07,1341.0,433216.35,1.17,0.11,0.43,,239383.53,741.0,741.0,239383.53,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.6,0.8105,89.4,1.2417,323.0547
2024-05-08,1341.0,434790.82,1.16,0.11,0.43,,240253.54,741.0,741.0,240253.54,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.55,0.8113,89.45,1.2417,324.2288
2024-05-09,1341.0,437415.29,1.16,0.11,0.44,,241703.75,741.0,741.0,241703.75,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.5,0.8121,89.5,1.2417,326.1859
2024-05-10,1341.0,440817.68,1.23,0.11,0.44,,243583.82,741.0,741.0,243583.82,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.6,0.8105,89.4,1.2417,328.7231
2024-05-13,1341.0,439848.0,1.2,0.11,0.44,,243048.0,741.0,741.0,243048.0,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.49,0.8121,89.51,1.2417,328.0
2024-05-14,1341.0,441228.69,1.36,0.11,0.44,,243810.93,741.0,741.0,243810.93,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.53,0.8115,89.47,1.2417,329.0296
2024-05-15,1341.0,443207.61,1.35,0.11,0.44,,244904.43,741.0,741.0,244904.43,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.55,0.8113,89.45,1.2417,330.5053
2024-05-16,1341.0,442674.83,1.37,0.11,0.44,,244610.03,741.0,741.0,244610.03,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.51,0.8119,89.49,1.2417,330.108
2024-05-17,1341.0,442373.91,1.33,0.11,0.44,,244443.75,741.0,741.0,244443.75,,,,,,,,,,,,,,,0.25,,100.0,68.61,0.0,0.0,0.0,100.0,10.52,0.8118,89.48,1.2417,329.8836
2024-05-20,1341.0,443410.9,1.5,0.11,0.44,,245016.76,741.0,741.0,245016.76,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.54,0.8114,89.46,1.2417,330.6569
2024-05-21,1341.0,443150.75,1.54,0.11,0.44,,244873.01,741.0,741.0,244873.01,,,,,,,,,,,,,,,0.25,,100.0,68.61,0.0,0.0,0.0,100.0,10.51,0.8118,89.49,1.2417,330.4629
2024-05-22,1341.0,441683.43,1.51,0.11,0.44,,244062.21,741.0,741.0,244062.21,,,,,,,,,,,,,,,0.25,,100.0,68.61,0.0,0.0,0.0,100.0,10.48,0.8124,89.52,1.2417,329.3687
2024-05-23,1341.0,441522.1,1.92,0.11,0.44,,243973.06,741.0,741.0,243973.06,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.54,0.8114,89.46,1.2417,329.2484
2024-05-24,1341.0,441279.12,1.88,0.11,0.44,,243838.8,741.0,741.0,243838.8,,,,,,,,,,,,,,,0.24,,100.0,68.61,0.0,0.0,0.0,100.0,10.51,0.8118,89.49,1.2417,329.0672
2024-05-27,341.0,112539.1,0.45,0.03,0.11,,79536.43,241.0,241.0,79536.43,,,,,,0.16,,500.0,,,,,,500.0,0.08,0.16,100.0,41.55,0.0,0.0,0.0,100.0,41.38,0.5149,58.62,0.5879,330.0267
2024-05-28,341.0,111935.64,0.44,0.03,0.11,,79109.94,241.0,241.0,79109.94,,,,,,,,,,,,,,,0.08,,100.0,41.55,0.0,0.0,0.0,100.0,41.22,0.5154,58.78,0.5879,328.257
2024-05-29,341.0,110421.09,0.43,0.03,0.11,,78039.54,241.0,241.0,78039.54,,,,,,,,,,,,,,,0.08,,100.0,41.55,0.0,0.0,0.0,100.0,41.2,0.5155,58.8,0.5879,323.8155
2024-05-30,341.0,111033.21,0.37,0.03,0.11,,78472.15,241.0,241.0,78472.15,,,,,,,,,,,,,,,0.08,,100.0,41.55,0.0,0.0,0.0,100.0,41.48,0.5145,58.52,0.5879,325.6106
2024-05-31,341.0,111229.43,0.36,0.03,0.11,,78610.83,241.0,241.0,78610.83,,,,,,,,,,,,,,,0.08,,100.0,41.55,0.0,0.0,0.0,100.0,41.37,0.5149,58.63,0.5879,326.186
2024-06-03,341.0,111914.6,0.37,0.03,0.11,,79095.07,241.0,241.0,79095.07,,,,,,,,,,,,,,,0.08,,100.0,41.55,0.0,0.0,0.0,100.0,41.47,0.5145,58.53,0.5879,328.1953
2024-06-04,341.0,111403.17,0.35,0.03,0.11,,78733.62,241.0,241.0,78733.62,,,,,,,,,,,,,,,0.08,,100.0,41.55,0.0,0.0,0.0,100.0,41.32,0.5151,58.68,0.5879,326.6955
2024-06-05,341.0,112717.31,0.35,0.03,0.11,,79662.38,241.0,241.0,79662.38,,,,,,,,,,,,,,,0.08,,100.0,41.55,0.0,0.0,0.0,100.0,41.52,0.5144,58.48,0.5879,330.5493
2024-06-06,341.0,113556.1,0.36,0.03,0.11,,80255.19,241.0,241.0,80255.19,,,,,,,,,,,,,,,0.08,,100.0,41.55,0.0,0.0,0.0,100.0,41.2,0.5155,58.8,0.5879,333.0091
2024-06-07,141.0,46731.49,0.15,0.01,0.05,,46731.49,141.0,141.0,46731.49,,,,,,0.03,,100.0,,,,,,100.0,0.05,0.03,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,331.429
2024-06-10,141.0,46557.82,0.15,0.01,0.05,,46557.82,141.0,141.0,46557.82,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,330.1973
2024-06-11,141.0,46151.89,0.15,0.01,0.05,,46151.89,141.0,141.0,46151.89,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,327.3184
2024-06-12,141.0,46761.35,0.15,0.01,0.05,,46761.35,141.0,141.0,46761.35,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,331.6408
2024-06-13,141.0,46111.51,0.16,0.01,0.05,,46111.51,141.0,141.0,46111.51,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,327.032
2024-06-14,141.0,45622.89,0.16,0.01,0.05,,45622.89,141.0,141.0,45622.89,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,323.5666
2024-06-17,141.0,45704.98,0.17,0.01,0.05,,45704.98,141.0,141.0,45704.98,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,324.1488
2024-06-18,141.0,45996.75,0.18,0.01,0.05,,45996.75,141.0,141.0,45996.75,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,326.2181
2024-06-19,141.0,45865.99,0.18,0.01,0.05,,45865.99,141.0,141.0,45865.99,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,325.2907
2024-06-20,141.0,46307.26,0.18,0.01,0.05,,46307.26,141.0,141.0,46307.26,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,328.4203
2024-06-21,141.0,46029.89,0.17,0.01,0.05,,46029.89,141.0,141.0,46029.89,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,326.4531
2024-06-24,141.0,46381.77,0.18,0.01,0.05,,46381.77,141.0,141.0,46381.77,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,328.9487
2024-06-25,141.0,46295.63,0.18,0.01,0.05,,46295.63,141.0,141.0,46295.63,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,328.3378
2024-06-26,141.0,46043.68,0.18,0.01,0.05,,46043.68,141.0,141.0,46043.68,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,326.5509
2024-06-27,141.0,45865.95,0.18,0.01,0.05,,45865.95,141.0,141.0,45865.95,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,325.2904
2024-06-28,141.0,45683.72,0.19,0.01,0.05,,45683.72,141.0,141.0,45683.72,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,323.998
2024-07-01,141.0,45858.71,0.19,0.01,0.05,,45858.71,141.0,141.0,45858.71,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,325.2391
2024-07-02,141.0,45590.81,0.19,0.01,0.05,,45590.81,141.0,141.0,45590.81,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,323.3391
2024-07-03,141.0,45950.66,0.19,0.01,0.05,,45950.66,141.0,141.0,45950.66,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,325.8912
2024-07-04,141.0,46173.52,0.19,0.01,0.05,,46173.52,141.0,141.0,46173.52,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,327.4718
2024-07-05,141.0,46034.6,0.2,0.01,0.05,,46034.6,141.0,141.0,46034.6,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,326.4865
2024-07-08,141.0,46025.02,0.21,0.01,0.05,,46025.02,141.0,141.0,46025.02,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,326.4186
2024-07-09,141.0,45458.37,0.21,0.01,0.05,,45458.37,141.0,141.0,45458.37,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,322.3998
2024-07-10,141.0,45927.89,0.21,0.01,0.05,,45927.89,141.0,141.0,45927.89,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,325.7297
2024-07-11,141.0,46096.78,0.26,0.01,0.05,,46096.78,141.0,141.0,46096.78,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,326.9275
2024-07-12,141.0,46669.58,0.27,0.01,0.05,,46669.58,141.0,141.0,46669.58,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,330.9899
2024-07-15,141.0,46134.41,0.25,0.01,0.05,,46134.41,141.0,141.0,46134.41,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,327.1944
2024-07-16,141.0,45950.25,0.28,0.01,0.05,,45950.25,141.0,141.0,45950.25,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,325.8883
2024-07-17,141.0,45576.06,0.29,0.01,0.05,,45576.06,141.0,141.0,45576.06,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,323.2345
2024-07-18,141.0,45414.34,0.3,0.01,0.05,,45414.34,141.0,141.0,45414.34,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,322.0875
2024-07-19,141.0,45017.08,0.27,0.01,0.04,,45017.08,141.0,141.0,45017.08,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,319.2701
2024-07-22,141.0,45532.38,0.27,0.01,0.05,,45532.38,141.0,141.0,45532.38,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,322.9247
2024-07-23,141.0,45503.0,0.28,0.01,0.05,,45503.0,141.0,141.0,45503.0,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,322.7163
2024-07-24,141.0,45116.02,0.29,0.01,0.05,,45116.02,141.0,141.0,45116.02,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,319.9718
2024-07-25,141.0,44786.86,0.27,0.01,0.04,,44786.86,141.0,141.0,44786.86,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,317.6373
2024-07-26,141.0,45192.49,0.26,0.01,0.05,,45192.49,141.0,141.0,45192.49,,,,,,,,,,,,,,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,320.5141
2024-07-29,141.0,45129.05,0.25,0.01,0.05,,45129.05,141.0,141.0,45129.05,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,320.0642
2024-07-30,141.0,45285.69,0.26,0.01,0.05,,45285.69,141.0,141.0,45285.69,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,321.1751
2024-07-31,141.0,45749.79,0.26,0.01,0.05,,45749.79,141.0,141.0,45749.79,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,324.4666
2024-08-01,141.0,44957.07,0.28,0.01,0.04,,44957.07,141.0,141.0,44957.07,,,,,,,,,,,,,,,0.05,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,318.8445
2024-08-02,141.0,43731.74,0.27,0.01,0.04,,43731.74,141.0,141.0,43731.74,,,,,,,,,,,,,,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,310.1542
2024-08-05,141.0,42877.11,0.27,0.01,0.04,,42877.11,141.0,141.0,42877.11,,,,,,,,,,,,,,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,304.093
2024-08-06,141.0,43039.16,0.28,0.01,0.04,,43039.16,141.0,141.0,43039.16,,,,,,,,,,,,,,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,305.2423
2024-08-07,141.0,43747.13,0.28,0.01,0.04,,43747.13,141.0,141.0,43747.13,,,,,,,,,,,,,,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,310.2633
2024-08-08,141.0,43780.49,0.27,0.01,0.04,,43780.49,141.0,141.0,43780.49,,,,,,,,,,,,,,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,310.4999
2024-08-09,141.0,44004.62,0.27,0.01,0.04,,44004.62,141.0,141.0,44004.62,,,,,,,,,,,,,,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2938,312.0895
2024-08-12,282.0,87920.16,0.52,0.02,0.09,,43960.08,141.0,141.0,43960.08,,,,,,,,,,,,,,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.5875,311.7736
2024-08-13,282.0,88505.67,0.52,0.02,0.09,,44252.84,141.0,141.0,44252.84,,,,,,,,,,,,,,,0.04,,100.0,29.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.5875,313.8499
2024-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.04,,141.0,,,,,,141.0,0.0,0.04,0.0,0.0,480.0,151145.14,0.15,0.0,,0.0,,0.0,314.8857
2024-08-15,850.0,271982.07,1.57,0.07,0.27,,271982.07,0.0,850.0,0.0,,,,850.0,,,,,,,,0.27,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.7708,319.9789
2024-08-16,1700.0,543796.34,3.11,0.13,0.54,,271898.17,850.0,850.0,271898.17,,,,,,,,,,,,,850.0,,0.27,,100.0,63.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.2782,319.8802
2024-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.27,,850.0,,,,,,850.0,0.0,0.27,0.0,0.0,480.0,154718.3,0.15,0.0,,0.0,,0.0,322.3298
2024-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,480.0,154016.88,0.15,0.0,,0.0,,0.0,320.8685
