,ALKLH FP Equity_DX_SI_QTY,ALKLH FP Equity_DX_SHORT_INTEREST_VALUE,ALKLH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLH FP Equity_DX_SI_MV,ALKLH FP Equity_DX_DSS,ALKLH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLH FP Equity_DX_SUPPLY_SI_QTY,ALKLH FP Equity_DX_BROKER_SI_QTY,ALKLH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLH FP Equity_DX_BROKER_SI_MV_NEW_x,ALKLH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALKLH FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLH FP Equity_DX_BROKER_SI_MV_INC_x,ALKLH FP Equity_DX_SUPPLY_SI_MV_NEW,ALKLH FP Equity_DX_BROKER_SI_QTY_ADD,ALKLH FP Equity_DX_BROKER_SI_QTY_NEW,ALKLH FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLH FP Equity_DX_BROKER_SI_QTY_INC,ALKLH FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLH FP Equity_DX_BROKER_SI_MV_NEW_y,ALKLH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALKLH FP Equity_DX_BROKER_SI_MV_INC_y,ALKLH FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLH FP Equity_DX_BROKER_SI_MV_ADD,ALKLH FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLH FP Equity_DX_BROKER_SI_QTY_DEC,ALKLH FP Equity_DX_SUPPLY_SI_MV,ALKLH FP Equity_DX_BROKER_SI_MV_DEC,ALKLH FP Equity_DX_SUPPLY_SI_MV_RMV,ALKLH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLH FP Equity_DX_UTILIZATION_QUANTITY,ALKLH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALKLH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLH FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLH FP Equity_DX_BROKER_SI_CON_RATIO,ALKLH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLH FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-01-21,246000.0,46986.0,0.26,0.03,0.26,0.05,0.0,29872.4,163400.0,156400.0,31209.4,,,,,,,,0.01,,44600.0,,,,,,,44600.0,0.03,0.01,,100.0,51.54,0.0,0.0,,0.0,100.0,31.58,0.515,64.32,0.7759
2022-01-24,172200.0,34784.4,0.18,0.02,0.18,0.03,0.0,16685.2,89600.0,82600.0,18099.2,,,,,,,,0.02,,73800.0,,,,,,,73800.0,0.02,0.01,,100.0,52.88,0.0,0.0,,0.0,100.0,5.81,0.8568,92.36,1.0162
2022-01-25,122200.0,32383.0,0.13,0.02,0.13,0.03,0.0,15264.0,64600.0,57600.0,17119.0,,,,,,,,0.0,,25000.0,,,,,,,25000.0,0.01,0.0,,100.0,54.08,0.0,0.0,,0.0,100.0,7.18,0.8279,90.68,1.023
2022-01-26,119200.0,33948.16,0.12,0.01,0.12,0.03,0.0,15550.08,64600.0,54600.0,18398.08,,,,,,,,,,,,,,,,,3000.0,0.02,0.0,,100.0,99.62,0.0,0.0,,0.0,100.0,8.11,0.8509,91.89,1.8381
2022-01-27,119200.0,30753.6,0.06,0.01,0.06,0.03,0.0,14086.8,64600.0,54600.0,16666.8,,,,,,,,,,,,,,,,,,0.02,,,100.0,99.62,0.0,0.0,,0.0,100.0,8.77,0.84,91.23,1.8381
2022-01-28,109200.0,22233.12,0.05,0.01,0.05,0.03,0.0,11116.56,54600.0,54600.0,11116.56,,,,,,,,0.0,,10000.0,,,,,,,,0.01,,,100.0,99.55,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9909
2022-01-31,117625.0,25877.5,0.06,0.01,0.06,0.03,0.0,13865.5,54600.0,63025.0,12012.0,,,,,,8425.0,,,,,,,,,0.0,,,0.01,,,100.0,99.55,0.0,0.0,,0.0,100.0,7.3,0.8646,92.7,2.1445
2022-02-01,109200.0,23499.84,0.05,0.01,0.05,0.02,0.0,11749.92,54600.0,54600.0,11749.92,,,,,,,,,,,,,,,,,8425.0,0.01,0.0,,100.0,99.55,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9909
2022-02-02,150000.0,32040.0,0.07,0.01,0.07,0.03,0.0,20377.44,95400.0,95400.0,20377.44,,,40800.0,,,40800.0,,,,,,,,40800.0,0.01,,,0.02,,,100.0,99.74,0.0,0.0,,0.0,100.0,27.71,0.5993,72.29,1.5682
2022-02-03,150000.0,31770.0,0.07,0.01,0.07,0.03,0.0,20205.72,95400.0,95400.0,20205.72,,,,,,,,,,,,,,,,,,0.02,,,100.0,99.74,0.0,0.0,,0.0,100.0,27.28,0.6032,72.72,1.5682
2022-02-04,121200.0,25015.68,0.06,0.01,0.06,0.03,0.0,13746.24,95400.0,66600.0,19690.56,,,,,,,,,,,,,,,,,28800.0,0.02,0.01,,100.0,99.74,0.0,0.0,,0.0,100.0,10.01,0.8199,89.99,1.2671
2022-02-07,109200.0,20671.56,0.05,0.01,0.05,0.02,0.0,10335.78,54600.0,54600.0,10335.78,,,,,,,,0.01,,40800.0,,,,,,,12000.0,0.01,0.0,,100.0,99.55,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9909
2022-02-08,109200.0,19437.6,0.05,0.01,0.05,0.02,0.0,9718.8,54600.0,54600.0,9718.8,,,,,,,,,,,,,,,,,,0.01,,,100.0,99.55,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9909
2022-02-09,109200.0,17734.08,0.05,0.01,0.05,0.02,0.0,8867.04,54600.0,54600.0,8867.04,,,,,,,,,,,,,,,,,,0.01,,,100.0,99.55,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9909
2022-02-10,109200.0,20726.16,0.05,0.01,0.05,0.02,0.0,10363.08,54600.0,54600.0,10363.08,,,,,,,,,,,,,,,,,,0.01,,,100.0,99.55,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9909
2022-02-11,109200.0,20333.04,0.05,0.01,0.05,0.02,0.0,10166.52,54600.0,54600.0,10166.52,,,,,,,,,,,,,,,,,,0.01,,,100.0,99.55,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9909
2022-02-14,109200.0,18924.36,0.05,0.01,0.05,0.02,0.0,9462.18,54600.0,54600.0,9462.18,,,,,,,,,,,,,,,,,,0.01,,,100.0,99.55,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9909
2022-02-15,760800.0,162659.04,0.38,0.06,0.38,0.15,1.0,81329.52,380400.0,380400.0,81329.52,,,325800.0,0.07,,,,,325800.0,,,,0.07,325800.0,,,,0.07,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-02-16,760800.0,166158.72,0.38,0.06,0.38,0.16,1.0,83079.36,380400.0,380400.0,83079.36,,,,,,,,,,,,,,,,,,0.08,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-02-17,760800.0,170571.36,0.38,0.06,0.38,0.17,1.0,85285.68,380400.0,380400.0,85285.68,,,,,,,,,,,,,,,,,,0.08,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-02-18,760800.0,150714.48,0.38,0.06,0.38,0.16,1.0,75357.24,380400.0,380400.0,75357.24,,,,,,,,,,,,,,,,,,0.08,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-02-21,760800.0,172853.76,0.38,0.06,0.38,0.16,1.0,86426.88,380400.0,380400.0,86426.88,,,,,,,,,,,,,,,,,,0.08,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-02-22,760800.0,164484.96,0.38,0.06,0.38,0.17,1.0,82242.48,380400.0,380400.0,82242.48,,,,,,,,,,,,,,,,,,0.09,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-02-23,760800.0,154290.24,0.38,0.05,0.38,0.16,1.0,77145.12,380400.0,380400.0,77145.12,,,,,,,,,,,,,,,,,,0.08,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-02-24,760800.0,144475.92,0.38,0.06,0.38,0.15,1.0,72237.96,380400.0,380400.0,72237.96,,,,,,,,,,,,,,,,,,0.08,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-02-25,760800.0,143030.4,0.38,0.06,0.38,0.15,1.0,71515.2,380400.0,380400.0,71515.2,,,,,,,,,,,,,,,,,,0.08,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-02-28,760800.0,139682.88,0.38,0.07,0.38,0.14,1.0,69841.44,380400.0,380400.0,69841.44,,,,,,,,,,,,,,,,,,0.07,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-03-01,760800.0,131466.24,0.38,0.07,0.38,0.14,1.0,65733.12,380400.0,380400.0,65733.12,,,,,,,,,,,,,,,,,,0.07,,,100.0,99.93,0.0,0.0,,0.0,100.0,,1.0,100.0,1.9987
2022-03-02,831058.0,158732.08,0.41,0.08,0.41,0.15,1.0,86075.68,380400.0,450658.0,72656.4,,,,,,70258.0,,,,,,,,,0.01,,,0.07,,,100.0,99.93,0.0,0.0,,0.0,100.0,8.37,0.8467,91.63,2.1833
2022-03-03,831058.0,142941.98,0.41,0.09,0.41,0.15,1.0,77513.18,380400.0,450658.0,65428.8,,,,,,,,,,,,,,,,,,0.07,,,100.0,99.93,0.0,0.0,,0.0,100.0,9.19,0.8331,90.81,2.1833
2022-03-04,831058.0,139617.74,0.41,0.09,0.41,0.15,1.0,75710.54,380400.0,450658.0,63907.2,,,,,,,,,,,,,,,,,,0.07,,,100.0,99.93,0.0,0.0,,0.0,100.0,8.59,0.8429,91.41,2.1833
2022-03-07,831058.0,132055.12,0.41,0.1,0.41,0.14,1.0,71609.56,380400.0,450658.0,60445.56,,,,,,,,,,,,,,,,,,0.06,,,100.0,99.93,0.0,0.0,,0.0,100.0,9.0,0.8363,91.0,2.1833
2022-03-08,874058.0,133818.28,0.43,0.1,0.43,0.14,1.0,75579.04,380400.0,493658.0,58239.24,,,,0.01,,,,,43000.0,,,,0.01,,,,,0.06,,,100.0,99.93,0.0,0.0,,0.0,100.0,14.04,0.7587,85.96,2.2962
2022-03-09,874058.0,141597.4,0.43,0.12,0.43,0.14,1.0,79972.6,380400.0,493658.0,61624.8,,,,,,,,,,,,,,,,,,0.06,,,100.0,99.93,0.0,0.0,,0.0,100.0,12.79,0.777,87.21,2.2962
2022-03-10,874058.0,151037.22,0.43,0.15,0.43,0.15,1.0,85304.1,380400.0,493658.0,65733.12,,,,,,,,,,,,,,,,,,0.06,,,100.0,99.93,0.0,0.0,,0.0,100.0,12.9,0.7752,87.1,2.2962
2022-03-11,940058.0,159809.86,0.46,0.17,0.46,0.16,1.0,95141.86,380400.0,559658.0,64668.0,,,,0.01,,,,,66000.0,,,,0.01,,,,,0.06,,,100.0,99.93,0.0,0.0,,0.0,100.0,20.62,0.6727,79.38,2.4696
2022-03-14,980058.0,264615.66,0.48,0.19,0.48,0.21,1.0,161907.66,420400.0,599658.0,113508.0,,,40000.0,,,40000.0,,,,,,,,40000.0,0.01,,,0.07,,,100.0,99.94,0.0,0.0,,0.0,100.0,15.25,0.6869,81.39,2.3299
2022-03-15,980058.0,245014.5,0.48,0.17,0.48,0.26,1.0,149914.5,420400.0,599658.0,105100.0,,,,,,,,,,,,,,,,,,0.11,,,100.0,99.94,0.0,0.0,,0.0,100.0,19.19,0.6257,76.63,2.3299
2022-03-16,980058.0,269319.94,0.48,0.15,0.48,0.26,1.0,164786.02,420400.0,599658.0,115525.92,,,,,,,,,,,,,,,,,,0.11,,,100.0,99.94,0.0,0.0,,0.0,100.0,17.93,0.6445,78.15,2.3299
2022-03-17,980058.0,269515.95,0.48,0.15,0.48,0.27,1.0,164905.95,420400.0,599658.0,115610.0,,,,,,,,,,,,,,,,,,0.12,,,100.0,99.94,0.0,0.0,,0.0,100.0,18.62,0.6341,77.31,2.3299
2022-03-18,980058.0,264615.66,0.48,0.15,0.48,0.27,1.0,161907.66,420400.0,599658.0,113508.0,,,,,,,,,,,,,,,,,,0.12,,,100.0,99.94,0.0,0.0,,0.0,100.0,18.84,0.6312,77.07,2.3299
2022-03-21,1040058.0,269375.02,0.51,0.15,0.51,0.28,1.0,157901.42,430400.0,609658.0,111473.6,,,10000.0,0.01,,,,,50000.0,,,,0.01,10000.0,,,40000.0,0.12,0.01,,100.0,99.94,0.0,0.0,,0.0,100.0,27.5,0.6013,72.5,2.4151
2022-03-22,1040058.0,252734.09,0.51,0.15,0.51,0.26,1.0,148146.89,430400.0,609658.0,104587.2,,,,,,,,,,,,,,,,,,0.11,,,100.0,99.94,0.0,0.0,,0.0,100.0,27.77,0.5988,72.23,2.4151
2022-03-23,1040058.0,240669.42,0.51,0.15,0.51,0.26,1.0,141074.86,430400.0,609658.0,99594.56,,,,,,,,,,,,,,,,,,0.11,,,100.0,99.94,0.0,0.0,,0.0,100.0,27.16,0.6043,72.84,2.4151
2022-03-24,994146.0,210758.95,0.49,0.15,0.49,0.24,1.0,119514.15,430400.0,563746.0,91244.8,,,,,,,,,,,,,,,,,45912.0,0.11,0.01,,100.0,99.94,0.0,0.0,,0.0,100.0,23.94,0.6359,76.06,2.3085
2022-03-25,917691.0,211068.93,0.45,0.14,0.45,0.22,1.0,112076.93,430400.0,487291.0,98992.0,,,,,,,,,,,,,,,,,76455.0,0.11,0.02,,100.0,99.94,0.0,0.0,,0.0,100.0,16.28,0.7273,83.72,2.1309
2022-03-28,860800.0,210896.0,0.43,0.13,0.43,0.2,1.0,105448.0,430400.0,430400.0,105448.0,,,,,,,,,,,,,,,,,56891.0,0.1,0.01,,100.0,99.94,0.0,0.0,,0.0,100.0,11.29,0.7997,88.71,1.9988
2022-03-29,860800.0,206247.68,0.43,0.13,0.43,0.21,1.0,103123.84,430400.0,430400.0,103123.84,,,,,,,,,,,,,,,,,,0.11,,,100.0,99.94,0.0,0.0,,0.0,100.0,11.73,0.7929,88.27,1.9988
2022-03-30,910800.0,223874.64,0.45,0.14,0.45,0.22,1.0,118082.32,430400.0,480400.0,105792.32,,,,0.01,,,,,50000.0,,,,0.01,,,,,0.1,,,100.0,99.94,0.0,0.0,,0.0,100.0,16.51,0.7244,83.49,2.1149
2022-03-31,910800.0,211305.6,0.45,0.14,0.45,0.22,1.0,111452.8,430400.0,480400.0,99852.8,,,,,,,,,,,,,,,,,,0.11,,,100.0,99.94,0.0,0.0,,0.0,100.0,17.14,0.716,82.86,2.1149
2022-04-01,969390.0,221020.92,0.48,0.16,0.48,0.23,1.0,122889.72,430400.0,538990.0,98131.2,,,,0.01,,,,,58590.0,,,,0.01,,,,,0.11,,,100.0,99.94,0.0,0.0,,0.0,100.0,21.62,0.6611,78.38,2.251
2022-04-04,1004390.0,224983.36,0.5,0.16,0.5,0.24,1.0,128573.76,430400.0,573990.0,96409.6,,,,0.01,,,,,35000.0,,,,0.01,,,,,0.11,,,100.0,99.94,0.0,0.0,,0.0,100.0,24.34,0.6317,75.66,2.3323
2022-04-05,1062980.0,216316.43,0.53,0.18,0.53,0.23,1.0,116806.97,488990.0,573990.0,99509.47,,,58590.0,,,,,,,,,,,58590.0,,,,0.11,,,100.0,99.95,0.0,0.0,,0.0,100.0,29.73,0.5821,70.27,2.1727
2022-04-06,1072980.0,212664.64,0.53,0.18,0.53,0.22,0.0,115746.82,488990.0,583990.0,96917.82,,,,0.0,,,,,10000.0,,,,0.0,,,,,0.1,,,100.0,99.95,0.0,0.0,,0.0,100.0,29.69,0.5825,70.31,2.1932
2022-04-07,1127980.0,231799.89,0.56,0.19,0.56,0.23,0.0,127202.45,508990.0,618990.0,104597.45,,,20000.0,0.01,,,,,35000.0,,,,0.01,20000.0,,,,0.1,,,100.0,99.95,0.0,0.0,,0.0,100.0,32.51,0.5612,67.49,2.215
2022-04-08,1127980.0,225596.0,0.56,0.19,0.56,0.23,0.0,123798.0,508990.0,618990.0,101798.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,99.95,0.0,0.0,,0.0,100.0,33.3,0.5558,66.7,2.215
2022-04-11,928780.0,186684.78,0.46,0.16,0.46,0.19,0.0,93342.39,464390.0,464390.0,93342.39,,,,,,,,0.01,,44600.0,,,,,,,154600.0,0.09,0.03,,100.0,99.95,0.0,0.0,,0.0,100.0,30.02,0.5799,69.98,1.9989
2022-04-12,928780.0,188542.34,0.46,0.16,0.46,0.19,0.0,94271.17,464390.0,464390.0,94271.17,,,,,,,,,,,,,,,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,29.92,0.5806,70.08,1.9989
2022-04-13,928780.0,188542.34,0.46,0.16,0.46,0.19,0.0,94271.17,464390.0,464390.0,94271.17,,,,,,,,,,,,,,,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,29.94,0.5804,70.06,1.9989
2022-04-14,928780.0,196901.36,0.46,0.16,0.46,0.19,0.0,98450.68,464390.0,464390.0,98450.68,,,,,,,,,,,,,,,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,29.49,0.5842,70.51,1.9989
2022-04-15,928780.0,196901.36,0.46,0.16,0.46,0.19,0.0,98450.68,464390.0,464390.0,98450.68,,,,,,,,,,,,,,,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,29.59,0.5833,70.41,1.9989
2022-04-18,928780.0,196901.36,0.46,0.16,0.46,0.19,0.0,98450.68,464390.0,464390.0,98450.68,,,,,,,,,,,,,,,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,29.59,0.5833,70.41,1.9989
2022-04-19,504600.0,103443.0,0.25,0.09,0.25,0.11,0.0,18327.0,415200.0,89400.0,85116.0,,,,,,,,0.01,,49190.0,,,,,,,374990.0,0.09,0.08,,100.0,99.94,0.0,0.0,,0.0,100.0,31.52,0.5683,68.48,1.2146
2022-04-20,214708.0,42512.18,0.11,0.04,0.11,0.04,0.0,24810.98,89400.0,125308.0,17701.2,,,,0.01,,,,0.07,35908.0,325800.0,,,0.01,,,,,0.02,,,100.0,99.72,0.0,0.0,,0.0,100.0,24.94,0.6256,75.06,2.395
2022-04-21,114708.0,22941.6,0.06,0.02,0.06,0.02,0.0,15061.6,39400.0,75308.0,7880.0,,,,,,,,0.01,,50000.0,,,,,,,50000.0,0.01,0.01,,100.0,99.37,0.0,0.0,,0.0,100.0,47.91,0.5009,52.09,2.8931
2022-04-22,104708.0,20418.06,0.05,0.02,0.05,0.02,0.0,12735.06,39400.0,65308.0,7683.0,,,,,,,,,,,,,,,,,10000.0,0.01,0.0,,100.0,99.37,0.0,0.0,,0.0,100.0,48.09,0.5007,51.91,2.6409
2022-04-25,94708.0,18127.11,0.05,0.02,0.05,0.02,0.0,12499.95,29400.0,65308.0,5627.16,,,,,,,,0.0,,10000.0,,,,,,,,0.01,,,100.0,99.16,0.0,0.0,,0.0,100.0,42.94,0.51,57.06,3.1943
2022-04-26,99108.0,19781.96,0.05,0.02,0.05,0.02,0.0,13474.6,31600.0,67508.0,6307.36,,,2200.0,0.0,,,,,2200.0,,,,0.0,2200.0,,,,0.01,,,100.0,99.22,0.0,0.0,,0.0,100.0,44.17,0.5068,55.83,3.1118
2022-04-27,99108.0,19385.52,0.05,0.02,0.05,0.02,0.0,13204.56,31600.0,67508.0,6180.96,,,,,,,,,,,,,,,,,,0.01,,,100.0,99.22,0.0,0.0,,0.0,100.0,45.3,0.5044,54.7,3.1118
2022-04-28,99108.0,20317.14,0.05,0.02,0.05,0.02,0.0,13839.14,31600.0,67508.0,6478.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,99.22,0.0,0.0,,0.0,100.0,43.94,0.5074,56.06,3.1118
2022-04-29,110408.0,22357.62,0.05,0.03,0.05,0.02,0.0,15958.62,31600.0,78808.0,6399.0,,,,0.0,,,,,11300.0,,,,0.0,,,,,0.01,,,100.0,99.22,0.0,0.0,,0.0,100.0,49.53,0.5,50.47,3.4666
2022-05-02,110408.0,21706.21,0.05,0.03,0.05,0.02,0.0,15493.65,31600.0,78808.0,6212.56,,,,,,,,,,,,,,,,,,0.01,,,100.0,99.22,0.0,0.0,,0.0,100.0,49.18,0.5001,50.82,3.4666
2022-05-03,111708.0,21805.4,0.06,0.03,0.06,0.02,0.0,15383.32,32900.0,78808.0,6422.08,,,1300.0,,,,,,,,,,,1300.0,,,,0.01,,,100.0,99.25,0.0,0.0,,0.0,100.0,48.85,0.5003,51.15,3.3699
2022-05-04,101708.0,20158.53,0.05,0.03,0.05,0.02,0.0,13637.75,32900.0,68808.0,6520.78,,,,,,,,,,,,,,,,,10000.0,0.01,0.0,,100.0,99.25,0.0,0.0,,0.0,100.0,46.0,0.5032,54.0,3.0682
2022-05-05,146708.0,27581.1,0.07,0.05,0.07,0.03,0.0,21395.9,32900.0,113808.0,6185.2,,,,0.01,,,,,45000.0,,,,0.01,,,,,0.01,,,100.0,99.25,0.0,0.0,,0.0,100.0,36.31,0.5375,63.69,4.4257
2022-05-06,305400.0,57415.2,0.15,0.1,0.15,0.06,0.0,51230.0,32900.0,272500.0,6185.2,,,,0.03,,,,,158692.0,,,,0.03,,,,,0.01,,,100.0,99.25,0.0,0.0,,0.0,100.0,30.22,0.5783,69.78,9.2129
2022-05-09,545000.0,100498.0,0.27,0.18,0.27,0.1,0.0,50249.0,272500.0,272500.0,50249.0,,,239600.0,,,,,,,,,,,239600.0,,,,0.05,,,100.0,99.91,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,1.9982
2022-05-10,763200.0,132644.16,0.38,0.27,0.38,0.14,0.0,67625.58,374100.0,389100.0,65018.58,,,101600.0,0.02,,,,,116600.0,,,,0.02,101600.0,,,,0.07,,,100.0,99.93,0.0,0.0,,0.0,100.0,18.39,0.6998,81.61,2.0387
2022-05-11,925200.0,161169.84,0.46,0.34,0.46,0.16,0.0,80584.92,462600.0,462600.0,80584.92,,,88500.0,0.01,,,,,73500.0,,,,0.01,88500.0,,,,0.08,,,100.0,99.95,0.0,0.0,,0.0,100.0,14.79,0.7479,85.21,1.9989
2022-05-12,940965.0,170502.86,0.47,0.37,0.46,0.17,0.0,86679.74,462600.0,478365.0,83823.12,,,,0.0,,,,,15765.0,,,,0.0,,,,,0.08,,,100.0,99.95,0.0,0.0,,0.0,100.0,15.93,0.7322,84.07,2.033
2022-05-13,940965.0,179724.32,0.47,0.37,0.46,0.17,0.0,91367.72,462600.0,478365.0,88356.6,,,,,,,,,,,,,,,,,,0.08,,,100.0,99.95,0.0,0.0,,0.0,100.0,15.89,0.7327,84.11,2.033
2022-05-16,940965.0,184240.95,0.47,0.4,0.46,0.17,0.0,93663.87,462600.0,478365.0,90577.08,,,,,,,,,,,,,,,,,,0.08,,,100.0,99.95,0.0,0.0,,0.0,100.0,16.12,0.7296,83.88,2.033
2022-05-17,956730.0,181204.66,0.47,0.42,0.47,0.18,0.0,90602.33,478365.0,478365.0,90602.33,,,15765.0,,,,,,,,,,,15765.0,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,17.86,0.7067,82.14,1.999
2022-05-18,967330.0,180890.71,0.48,0.43,0.48,0.18,0.0,90445.36,483665.0,483665.0,90445.36,,,5300.0,0.0,,,,,5300.0,,,,0.0,5300.0,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,18.61,0.697,81.39,1.999
2022-05-19,967330.0,173539.0,0.48,0.44,0.48,0.18,0.0,86769.5,483665.0,483665.0,86769.5,,,,,,,,,,,,,,,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,18.83,0.6943,81.17,1.999
2022-05-20,967330.0,174699.8,0.48,0.47,0.48,0.18,0.0,87349.9,483665.0,483665.0,87349.9,,,,,,,,,,,,,,,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,18.47,0.6988,81.53,1.999
2022-05-23,972330.0,181242.31,0.48,0.49,0.48,0.18,0.0,90155.16,488665.0,483665.0,91087.16,,,5000.0,,,,,,,,,,,5000.0,,,,0.09,,,100.0,99.95,0.0,0.0,,0.0,100.0,18.19,0.6942,81.31,1.9888
2022-05-24,1371730.0,272974.27,0.68,0.72,0.68,0.26,0.0,135989.64,688365.0,683365.0,136984.64,,,199700.0,0.04,,,,,199700.0,,,,0.04,199700.0,,,,0.13,,,100.0,99.96,0.0,0.0,,0.0,100.0,12.69,0.7723,86.96,1.992
2022-05-25,1371730.0,250477.9,0.68,0.74,0.68,0.26,0.0,124782.45,688365.0,683365.0,125695.45,,,,,,,,,,,,,,,,,,0.14,,,100.0,99.96,0.0,0.0,,0.0,100.0,13.54,0.7593,86.08,1.992
2022-05-26,1238253.0,224371.44,0.61,0.64,0.61,0.23,0.0,98914.91,692365.0,545888.0,125456.54,,,4000.0,,,,,,,,,,,4000.0,,,137477.0,0.13,0.03,,100.0,99.96,0.0,0.0,,0.0,100.0,14.51,0.7396,84.76,1.7878
2022-05-27,1250824.0,228650.63,0.62,0.67,0.62,0.23,0.0,102086.31,692365.0,558459.0,126564.32,,,,0.0,,,,,12571.0,,,,0.0,,,,,0.13,,,100.0,99.96,0.0,0.0,,0.0,100.0,14.27,0.7431,85.01,1.8059
2022-05-30,1164832.0,208271.96,0.58,0.62,0.58,0.21,0.0,103331.38,586916.0,577916.0,104940.58,,,,0.0,,,,0.02,19457.0,105449.0,,,0.0,,,,,0.11,,,100.0,99.96,0.0,0.0,,0.0,100.0,15.52,0.7247,83.7,1.9838
2022-05-31,1443632.0,259565.03,0.71,0.86,0.71,0.26,1.0,128973.42,726316.0,717316.0,130591.62,,,139400.0,0.03,,,,,139400.0,,,,0.03,139400.0,,,,0.13,,,100.0,99.97,0.0,0.0,,0.0,100.0,12.38,0.7723,87.0,1.9869
2022-06-01,1443632.0,254079.23,0.71,0.88,0.71,0.26,1.0,126247.62,726316.0,717316.0,127831.62,,,,,,,,,,,,,,,,,,0.13,,,100.0,99.97,0.0,0.0,,0.0,100.0,12.52,0.77,86.85,1.9869
2022-06-02,1330461.0,234161.14,0.66,0.83,0.66,0.24,0.0,106329.52,726316.0,604145.0,127831.62,,,,,,,,,,,,,,,,,113171.0,0.13,0.02,,100.0,99.97,0.0,0.0,,0.0,100.0,13.46,0.7554,85.86,1.8312
2022-06-03,1330461.0,225114.0,0.66,0.83,0.66,0.23,0.0,102221.33,726316.0,604145.0,122892.67,,,,,,,,,,,,,,,,,,0.13,,,100.0,99.97,0.0,0.0,,0.0,100.0,13.66,0.7523,85.65,1.8312
2022-06-06,1233610.0,214648.14,0.61,0.77,0.61,0.21,0.0,106541.07,621305.0,612305.0,108107.07,,,,0.0,,,,0.02,8160.0,105011.0,,,0.0,,,,,0.11,,,100.0,99.96,0.0,0.0,,0.0,100.0,15.66,0.7238,83.62,1.9847
2022-06-07,1233610.0,215388.31,0.61,0.78,0.61,0.22,0.0,106908.45,621305.0,612305.0,108479.85,,,,,,,,,,,,,,,,,,0.11,,,100.0,99.96,0.0,0.0,,0.0,100.0,15.82,0.7215,83.45,1.9847
