,LI FP Equity_DX_SI_QTY,LI FP Equity_DX_SHORT_INTEREST_VALUE,LI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LI FP Equity_DX_SI_MV,LI FP Equity_DX_DSS,LI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LI FP Equity_DX_SUPPLY_SI_QTY,LI FP Equity_DX_BROKER_SI_QTY,LI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LI FP Equity_DX_BROKER_SI_MV_NEW_x,LI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LI FP Equity_DX_SUPPLY_SI_QTY_INC_x,LI FP Equity_DX_BROKER_SI_MV_INC_x,LI FP Equity_DX_SUPPLY_SI_MV_NEW,LI FP Equity_DX_BROKER_SI_QTY_ADD,LI FP Equity_DX_BROKER_SI_QTY_NEW,LI FP Equity_DX_SUPPLY_SI_MV_DEC,LI FP Equity_DX_BROKER_SI_QTY_INC,LI FP Equity_DX_SUPPLY_SI_QTY_DEC,LI FP Equity_DX_BROKER_SI_MV_NEW_y,LI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LI FP Equity_DX_BROKER_SI_MV_INC_y,LI FP Equity_DX_SUPPLY_SI_QTY_INC_y,LI FP Equity_DX_BROKER_SI_MV_ADD,LI FP Equity_DX_SUPPLY_SI_QTY_ADD,LI FP Equity_DX_BROKER_SI_QTY_DEC,LI FP Equity_DX_SUPPLY_SI_MV,LI FP Equity_DX_BROKER_SI_MV_DEC,LI FP Equity_DX_SUPPLY_SI_MV_RMV,LI FP Equity_DX_BROKER_SI_MV_RMV,LI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LI FP Equity_DX_UTILIZATION_QUANTITY,LI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LI FP Equity_DX_ACTIVE_UTILIZATION_MV,LI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LI FP Equity_DX_BROKER_SI_CON_RATIO,LI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LI FP Equity_DX_DEMAND_SUPPLY_RATIO,LI FP Equity_PX_LAST
2015-02-11,3064704.0,116914291.34,1.52,3.74,1.0,129.88,1.0,86220543.67,2205883.0,2260121.0,84151437.7,,,,7.12,,,,0.77,162377.0,20650.0,,,7.12,,,202400.0,9135.0,94.02,0.0,,,4.51,4.51,46720236.0,1782313490.41,,1992.35,4.51,12.61,0.274,48.01,0.0626,42.48
2015-02-12,3122504.0,121124233.03,1.55,3.81,1.02,132.18,1.0,86930702.2,2343092.0,2241017.0,90890266.73,,,178973.0,0.1,,,,6.81,2400.0,158868.0,,,0.1,178973.0,,117104.0,21504.0,99.89,0.87,,,4.83,4.83,46130516.0,1789436737.25,,1963.4,4.84,12.45,0.2669,47.13,0.0644,43.195
2015-02-13,2968704.0,118090826.45,1.47,3.57,0.97,127.3,1.0,83026526.23,2290520.0,2087217.0,91113630.67,,,,,,,,2.1,,52572.0,,,,,,,153800.0,99.84,5.98,,,4.69,4.69,46535104.0,1851100308.58,,2021.19,4.71,13.15,0.2864,49.52,0.0608,44.295
2015-02-16,2909943.0,115269948.26,1.44,3.39,0.95,126.38,1.0,79232014.21,2291533.0,2000180.0,90773218.02,,,7610.0,,,,,0.99,,27263.0,,,,7610.0,,20666.0,87037.0,101.5,3.23,,,4.7,4.7,46451980.0,1840076362.76,,2056.51,4.7,13.59,0.2909,50.21,0.0597,44.11
2015-02-17,2933711.0,116119246.38,1.45,3.35,0.96,127.53,1.0,81190271.06,2220647.0,2051243.0,87895452.59,,,103951.0,6.62,,20666.0,,12.24,143360.0,274798.0,,,6.62,103951.0,0.91,99961.0,112963.0,97.85,5.0,,,4.51,4.51,46981480.0,1859574460.92,,2071.49,4.51,17.0,0.3128,51.76,0.0596,44.075
2015-02-18,3298934.0,131597227.46,1.64,3.83,1.07,143.9,1.0,97348393.75,2474713.0,2440370.0,98718364.65,,,136271.0,17.3,,,,1.92,389127.0,43984.0,,,17.3,136271.0,,161779.0,,109.35,,,,5.05,5.05,46574384.0,1857891005.12,,2056.83,5.05,19.73,0.2796,46.88,0.0673,44.42
2015-02-19,3320846.0,134186106.19,1.65,3.81,1.08,145.75,1.0,99578425.82,2499752.0,2464373.0,101007992.33,,,,1.77,,,,0.09,33963.0,2091.0,,,1.77,,,30588.0,9960.0,111.52,0.45,0.15,,5.09,5.09,46615904.0,1883618404.5,3458.0,2077.93,5.09,19.63,0.2839,47.48,0.0676,44.995
2015-02-20,3493684.0,140118957.69,1.73,4.05,1.14,154.75,1.0,104319537.06,2437029.0,2601072.0,97740369.0,,,32929.0,7.41,,,,4.21,143778.0,95756.0,,,7.41,32929.0,,104.0,7079.0,109.35,0.19,,,5.02,5.02,46073220.0,1847829272.36,,2069.1,5.02,18.93,0.2945,49.0,0.072,44.66
2015-02-23,3481773.0,142048858.57,1.73,4.08,1.13,154.21,1.0,112436880.24,2317358.0,2755951.0,94543228.06,,,9438.0,10.75,,,,7.52,244592.0,166790.0,,,10.75,9438.0,,37681.0,89713.0,104.46,3.86,,,4.8,4.8,46003984.0,1876863717.69,,2071.93,4.8,19.83,0.3173,51.09,0.0721,45.43
2015-02-24,3577334.0,146622184.03,1.77,4.3,1.17,160.43,1.0,116962224.03,2409234.0,2853681.0,98745923.9,,,94045.0,5.38,,,,0.1,97730.0,2169.0,,,5.38,94045.0,,,,109.39,,,,4.95,4.95,46226888.0,1894675554.33,,2103.21,4.94,19.38,0.3093,50.24,0.0736,45.64
2015-02-25,3564891.0,142974811.45,1.77,4.29,1.16,160.32,1.0,115638354.74,2364197.0,2883292.0,94819342.39,,,37675.0,2.37,,,,5.74,42442.0,125054.0,,,2.37,37675.0,,42342.0,12831.0,107.1,0.45,,,4.87,4.87,46228300.0,1854048967.09,,2096.69,4.86,20.76,0.3019,48.94,0.0734,44.66
2015-02-26,3789980.0,152308631.56,1.88,4.58,1.23,168.65,1.0,124743758.37,2430474.0,3104068.0,97673910.94,,3458.0,62819.0,9.34,0.15,,,,241057.0,,,3458.0,9.34,62819.0,,,20281.0,108.66,0.87,,,4.98,4.98,46326672.0,1861738588.93,,2077.96,4.97,24.25,0.2992,47.27,0.0777,44.75
2015-02-27,3586865.0,140731602.95,1.78,4.36,1.17,158.67,1.0,114925038.22,2258007.0,2929126.0,88593505.63,,,3740.0,,,,,7.89,,177107.0,,,,3740.0,,900.0,174942.0,100.27,8.35,,,4.68,4.68,45948160.0,1802788287.09,,2044.3,4.68,25.72,0.2858,44.87,0.0744,43.69
2015-03-02,3522919.0,142762594.21,1.75,4.55,1.15,153.29,1.0,116108411.71,2229621.0,2865180.0,90353050.43,,,,,,,,1.51,,28386.0,,,,,,,63946.0,98.08,4.4,,,4.72,4.72,45046756.0,1825472498.01,,1986.99,4.7,26.11,0.2866,44.77,0.0745,45.125
2015-03-03,3360520.0,135743953.55,1.67,4.48,1.09,149.51,1.0,109202523.03,2108879.0,2703452.0,85185498.97,,,,0.76,,,,4.7,7343.0,120742.0,,,0.76,,,,169071.0,94.91,6.29,,,4.43,4.43,45525152.0,1838930914.95,,2053.71,4.42,27.55,0.271,41.82,0.0705,44.98
2015-03-04,3575183.0,143788917.27,1.77,4.87,1.16,159.56,1.0,117177142.93,2273213.0,2913505.0,91425483.95,,,2610.0,9.9,,,,2.21,210053.0,49000.0,,,9.9,2610.0,,210724.0,,102.07,,,,4.77,4.77,45403252.0,1826056021.63,,2045.02,4.75,26.85,0.2846,44.08,0.075,44.785
2015-03-05,3858453.0,157884373.24,1.91,5.37,1.26,171.62,1.0,131130042.12,2352077.0,3204618.0,96244842.93,,,,12.47,,,,3.44,291113.0,76719.0,,,12.47,,,155583.0,,105.65,,,,4.94,4.94,45293980.0,1853388299.36,,2039.67,4.92,26.72,0.2789,43.01,0.081,45.565
2015-03-06,3911326.0,152636474.88,1.94,5.56,1.27,176.6,1.0,126991703.91,2506605.0,3254176.0,97818323.28,,,68832.0,4.78,,,,0.0,49558.0,104.0,,,4.78,68832.0,,85800.0,,112.94,,,,5.27,5.27,45100932.0,1760029021.99,,2038.55,5.25,26.47,0.2809,43.33,0.0822,43.455
2015-03-09,3886399.0,148400443.86,1.93,5.42,1.27,168.37,1.0,124693711.24,2485301.0,3265553.0,94900130.31,,,300.0,0.0,,3940.0,,2.2,15000.0,36604.0,,,0.0,300.0,0.17,15000.0,7563.0,107.24,3.44,,,5.21,5.21,45177944.0,1725100007.09,,1952.85,5.21,26.07,0.2791,43.36,0.0815,42.52
2015-03-10,4379711.0,166726037.64,2.17,6.02,1.43,186.76,1.0,143253269.29,2583035.0,3763107.0,98330504.14,,,,19.44,,,,12.88,497554.0,291319.0,,,19.44,,,389053.0,,109.8,,,,5.41,5.41,45166728.0,1719398743.98,,1926.42,5.39,24.21,0.2798,43.42,0.0917,42.39
2015-03-11,4285770.0,166517593.89,2.12,5.92,1.4,181.66,1.0,143079043.05,2320369.0,3682517.0,90154689.32,,,3160.0,1.73,,,,12.54,40785.0,294326.0,,,1.73,3160.0,,28500.0,121375.0,99.19,6.04,,,4.85,4.85,45508320.0,1768162068.56,,1948.04,4.85,24.48,0.2657,41.4,0.0896,43.265
2015-03-12,4379542.0,170416618.28,2.17,6.16,1.43,187.18,1.0,146941569.98,2427271.0,3776256.0,94449902.63,,,84302.0,4.39,,,,2.78,106869.0,64360.0,,,4.39,84302.0,,86960.0,13130.0,104.69,0.0,,,5.07,5.07,45454704.0,1768732196.33,,1964.68,5.06,24.05,0.2721,42.53,0.0915,43.33
2015-03-13,4400692.0,174677835.39,2.18,6.15,1.43,190.01,1.0,150732753.97,2427238.0,3797439.0,96345002.06,,,,1.92,,,,0.0,42174.0,33.0,,,1.92,,,,20991.0,105.88,0.61,,,5.08,5.08,45336400.0,1799549756.32,,1982.59,5.07,24.7,0.2746,42.63,0.0921,44.2
2015-03-16,4366976.0,173751316.69,2.16,6.16,1.42,191.04,1.0,149760055.02,2328605.0,3763992.0,92649509.59,,,,4.63,,,,4.27,71115.0,98633.0,,,4.63,,,,104562.0,102.69,3.9,,,4.9,4.9,45188580.0,1797943307.81,,1996.65,4.89,26.59,0.2681,40.55,0.0919,44.305
2015-03-17,4382928.0,172122788.01,2.17,6.2,1.43,192.45,1.0,148432326.24,2412874.0,3779675.0,94756427.67,,,2621.0,1.45,,,,,28370.0,,,,1.45,2621.0,,81648.0,12687.0,106.18,0.19,,,5.07,5.07,45189680.0,1774652403.83,,1994.69,5.05,26.77,0.2666,40.37,0.0921,43.73
2015-03-18,4695419.0,188042094.37,2.33,6.61,1.53,203.35,1.0,157875865.61,2654253.0,3942167.0,106297498.28,,,,6.73,,,,0.0,168258.0,10001.0,,,6.73,,,251380.0,5766.0,116.12,0.68,,,5.48,5.48,45752640.0,1832301280.96,,1996.61,5.5,28.13,0.2583,38.62,0.097,44.595
2015-03-19,4626909.0,188248554.97,2.29,6.53,1.51,204.83,1.0,157657217.32,2651422.0,3875013.0,107874686.99,,,,2.16,,,,0.14,23226.0,3356.0,,,2.16,,,525.0,90380.0,118.64,1.27,,,5.49,5.49,45677416.0,1858412939.77,,2044.49,5.48,28.51,0.2547,37.88,0.0957,45.305
2015-03-20,4786418.0,200175729.25,2.37,6.56,1.56,214.62,1.0,168686228.13,2742827.0,4033470.0,114709453.9,,,9466.0,8.81,,,,0.24,158457.0,7868.0,,,8.81,9466.0,,89807.0,,124.87,,,,5.75,5.75,44973556.0,1880866729.44,,2042.68,5.76,27.84,0.2551,38.18,0.1003,46.57
2015-03-23,5120093.0,214153546.71,2.54,6.1,1.67,235.47,1.0,182748290.4,3106113.0,4369240.0,129916608.04,,,283259.0,19.35,,,,0.42,335770.0,19635.0,,,19.35,283259.0,,99662.0,,144.0,,,,6.45,6.45,45024600.0,1883203640.88,,2088.98,6.45,28.96,0.2645,39.09,0.1064,46.575
2015-03-24,5316398.0,221791301.14,2.64,6.31,1.73,245.81,1.0,189781944.99,3209527.0,4549125.0,133896139.71,,,15035.0,11.97,,,,20.72,240006.0,445862.0,,,11.97,15035.0,,534241.0,60121.0,149.23,2.76,,,6.63,6.63,45180532.0,1884856810.65,,2102.29,6.63,30.78,0.2686,38.71,0.1099,46.455
2015-03-25,5631503.0,232711745.94,2.79,6.69,1.83,259.62,1.0,199995049.8,3311465.0,4839776.0,136840342.94,,,30300.0,7.32,,144700.0,,0.06,169704.0,600.0,,,7.32,30300.0,6.66,72238.0,23753.0,153.24,1.12,,,6.78,6.78,45555472.0,1882498051.85,,2107.95,6.78,30.12,0.2548,37.33,0.1152,46.015
2015-03-26,5498735.0,224015600.54,2.73,6.49,1.79,251.63,1.0,193386356.36,3218036.0,4746903.0,131101110.91,,,21098.0,0.0,,,,6.71,13898.0,136574.0,,,0.0,21098.0,,22047.0,106771.0,147.74,5.58,,,6.57,6.57,45746448.0,1863686469.94,,2102.38,6.57,31.03,0.2563,36.77,0.1123,45.365
2015-03-27,5687968.0,235070600.69,2.82,6.69,1.85,257.42,1.0,201934799.58,3412706.0,4886186.0,141039269.1,,,169698.0,4.09,,,,0.64,146720.0,12785.0,,,4.09,169698.0,,37757.0,7437.0,155.09,0.47,,,6.95,6.95,45697272.0,1888562871.5,,2082.02,6.93,31.89,0.2533,35.47,0.1158,46.02
2015-03-30,5657663.0,236434774.12,2.8,6.79,1.84,259.39,1.0,202925817.08,3437762.0,4855825.0,143664704.3,,,,2.2,,,,,15785.0,,,,2.2,,,25056.0,46146.0,158.4,0.65,,,7.0,7.0,45666832.0,1908425282.42,,2104.06,7.0,32.02,0.2546,35.78,0.1152,46.535
2015-03-31,5744820.0,235717671.36,2.85,7.06,1.87,265.57,1.0,199113406.44,3320324.0,4852715.0,136237347.98,,,7000.0,4.03,,,,14.25,58790.0,344438.0,,,4.03,7000.0,,220000.0,61900.0,155.78,1.87,,,6.76,6.76,45780004.0,1878414978.67,,2123.77,6.83,32.16,0.254,35.29,0.117,45.69
2015-04-01,7059352.0,290415430.47,3.5,8.47,2.3,323.3,1.0,210639957.06,4373307.0,5120188.0,179913940.4,,,717900.0,15.35,,35000.0,,0.52,345214.0,1598.0,,,15.35,717900.0,1.62,336681.0,12741.0,199.23,1.95,,2.96,9.24,9.24,42964000.0,1767500551.74,,1963.97,9.21,26.02,0.2014,28.55,0.1491,45.81
2015-04-02,7432259.0,305889980.06,3.55,9.04,2.36,339.91,1.0,238374898.77,4506300.0,5791834.0,185466090.07,,,94894.0,14.61,,350000.0,,0.34,324481.0,7335.0,,,14.61,94894.0,16.84,45434.0,2835.0,204.7,0.12,,,9.04,9.04,45357248.0,1866771285.33,,2071.84,8.99,25.04,0.1847,27.0,0.1491,45.83
2015-04-03,7432259.0,305889980.06,3.55,9.14,2.36,339.43,1.0,238374898.77,4506300.0,5791834.0,185466090.07,,,,,,,,,,,,,,,,,,204.69,,,,9.42,9.42,43351772.0,1784231775.66,,1981.69,9.36,25.09,0.1847,26.98,0.1553,
2015-04-06,8628459.0,355122063.36,4.13,10.61,2.74,395.77,1.0,279375568.71,4956300.0,6788034.0,203986770.13,,,450000.0,0.25,,992000.0,,,4200.0,,,,0.25,450000.0,45.75,,,226.3,,,,10.59,10.59,41828548.0,1721540343.75,,1916.68,10.56,21.44,0.1504,23.09,0.1844,
2015-04-07,8524445.0,354898446.79,4.08,10.49,2.71,393.86,1.0,272022911.06,4363797.0,6533825.0,181678077.27,,,224105.0,12.01,,1053700.0,,73.62,253273.0,1607482.0,,,12.01,224105.0,48.29,790874.0,1561182.0,200.56,70.32,,,9.5,9.5,41563412.0,1730410644.0,,1920.29,9.46,15.6,0.1237,21.26,0.1856,46.36
2015-04-08,12845802.0,538616503.09,6.14,16.09,4.09,596.12,2.0,456476136.46,7398861.0,10886785.0,310229648.46,,,269464.0,216.4,,8436.0,,6.15,4634021.0,132417.0,,,216.4,269464.0,0.39,2898017.0,289497.0,342.73,13.48,,,15.09,15.09,41626144.0,1745358376.11,,1937.72,15.03,21.43,0.2171,38.71,0.262,46.69
2015-04-09,16394161.0,689090089.16,7.84,20.62,5.22,769.52,2.0,558063421.66,9055019.0,13276902.0,380606476.3,,,1004810.0,127.28,,1000000.0,,36.55,2691612.0,792342.0,,,127.28,1004810.0,49.02,1443690.0,1301495.0,423.1,57.74,,,18.41,18.41,40123264.0,1686487254.04,,1881.92,18.36,12.36,0.2832,50.16,0.3334,46.805
2015-04-10,16949296.0,719577806.3,8.11,21.79,5.39,793.95,2.0,559644083.43,10025864.0,13182137.0,425645361.51,,,784699.0,11.85,,38000.0,,23.21,263938.0,495964.0,,,11.85,784699.0,1.8,682110.0,396703.0,466.27,18.75,,,20.4,20.4,39117740.0,1660733138.21,,1843.47,20.19,12.42,0.2853,50.51,0.3449,47.275
2015-04-13,19066680.0,805532577.62,9.12,24.85,6.07,901.12,2.0,618493155.93,11628042.0,14639521.0,491263641.33,,,1210314.0,98.87,,,,0.65,2007295.0,14622.0,,,98.87,1210314.0,,406486.0,549911.0,544.63,26.5,,,23.36,23.36,38150192.0,1611776276.64,,1809.06,23.14,12.04,0.2416,45.07,0.383,47.045
2015-04-14,18998216.0,813559210.87,9.09,24.79,6.04,894.78,2.0,633517067.3,12236899.0,14793876.0,524019828.7,,,762989.0,13.95,,,,13.47,310506.0,283580.0,,,13.95,762989.0,,129448.0,156151.0,570.45,7.06,,,24.58,24.58,37540848.0,1607608981.51,,1774.58,24.33,12.08,0.2432,45.05,0.3817,47.685
2015-04-15,18759894.0,791476365.72,8.97,25.06,5.97,888.86,2.0,598277369.85,12584443.0,14180613.0,530935260.63,,,358244.0,12.17,,,,4.05,248638.0,89112.0,,,12.17,358244.0,,78412.0,861901.0,592.05,40.85,,,25.44,25.44,36886336.0,1556227511.85,,1757.82,25.19,11.2,0.2539,46.55,0.3792,46.98
2015-04-16,18784952.0,774314395.73,8.98,25.62,5.98,880.94,2.0,578790751.99,11672984.0,14041527.0,481159576.68,,,13227.0,1.38,,40000.0,,53.57,40510.0,1116026.0,,,1.38,13227.0,1.96,191340.0,219596.0,540.44,12.23,,,23.23,23.23,38582488.0,1590367432.48,,1798.44,23.11,10.5,0.2509,46.28,0.3738,45.9
2015-04-17,25933446.0,1054551596.59,12.4,35.83,8.25,1201.09,3.0,699303578.46,16838642.0,17197216.0,684722609.0,,,1164537.0,39.58,,3210000.0,,22.35,836000.0,476039.0,,,39.58,1164537.0,153.92,4477160.0,890311.0,765.84,51.37,,,33.96,33.96,32742742.0,1331443220.19,,1493.89,33.89,17.93,0.1744,32.41,0.523,44.6
2015-04-20,29972624.0,1231916916.0,14.34,41.45,9.53,1369.06,4.0,743873999.68,21567242.0,18098506.0,886443918.0,,,1571893.0,84.1,,14000.0,,18.89,1821439.0,400634.0,,,84.1,1571893.0,0.63,3557341.0,934149.0,965.77,43.16,,,42.25,42.25,29483510.0,1211813644.08,,1319.43,42.26,21.35,0.1604,24.89,0.5871,45.08
2015-04-21,25446776.0,1048682323.08,12.17,35.46,8.09,1163.58,3.0,621750253.21,17879736.0,15087066.0,736838453.9,,,19074.0,20.9,,,,166.47,420000.0,3757376.0,,,20.9,19074.0,,50796.0,3431440.0,806.0,157.94,,,34.95,34.95,33275620.0,1371315347.91,,1502.76,34.91,20.26,0.1619,28.74,0.4974,45.2
2015-04-22,14857613.0,607146701.55,7.11,21.7,4.73,679.65,2.0,294883934.91,9562283.0,7216166.0,390756481.73,,,262.0,8.41,,,,375.23,148000.0,8317745.0,,,8.41,262.0,,30.0,8018900.0,430.82,369.9,,,18.67,18.67,41649572.0,1701982698.09,,1880.16,18.64,15.15,0.1565,29.78,0.2901,44.82
2015-04-23,9857326.0,396207516.77,4.71,14.77,3.14,451.58,2.0,206231873.48,6650841.0,5130884.0,267325357.51,,,20000.0,3.13,,499228.0,,132.53,78000.0,2931442.0,,,3.13,20000.0,23.29,,2662510.0,296.71,120.77,,,13.0,13.0,44527080.0,1789731190.36,,1982.5,13.02,16.23,0.136,23.6,0.1926,44.085
2015-04-24,8029378.0,320099110.76,3.84,11.98,2.55,367.08,1.0,179237296.02,4572340.0,4495995.0,182280865.1,,,,0.18,,190000.0,,92.13,11824.0,2078501.0,,,0.18,,8.99,,836713.0,202.7,39.2,,,8.97,8.97,46391332.0,1849436422.11,,2036.14,9.05,15.41,0.1307,23.64,0.1576,43.725
2015-04-27,6413063.0,260048413.67,3.07,9.73,2.04,286.72,1.0,125215223.73,4266297.0,3087937.0,172997484.52,,,66809.0,15.81,,91965.0,,20.63,365625.0,456043.0,,,15.81,66809.0,4.22,83191.0,1865648.0,188.71,90.49,,,8.5,8.5,45901088.0,1861279878.26,,2012.68,8.57,17.88,0.138,22.68,0.1278,44.475
2015-04-28,4296621.0,169251997.15,2.06,6.62,1.37,192.21,1.0,77329341.38,2989466.0,1963078.0,117760698.68,,,,,,,,56.04,,1276831.0,,,,,,,1124859.0,132.88,50.52,,,5.88,5.88,47851256.0,1884951138.2,,2107.92,5.93,18.59,0.1448,24.43,0.0845,43.205
2015-04-29,3217291.0,125356482.74,1.54,4.98,1.02,140.72,1.0,73346079.45,1982577.0,1882437.0,77247870.79,,,,,,,,45.64,,1006889.0,,,,,,,80641.0,85.09,5.18,,,3.82,3.82,49974840.0,1947187919.2,,2147.24,3.81,22.53,0.1528,24.87,0.0619,42.735
2015-04-30,2541315.0,100327304.0,1.22,3.94,0.81,109.59,1.0,58905672.32,1627959.0,1492095.0,64269379.23,,,,,,,,15.64,,363240.0,,,,,,8622.0,390342.0,69.19,18.39,,,3.13,3.13,50312408.0,1986258394.68,,2153.55,3.11,18.04,0.1457,26.35,0.0489,43.3
2015-05-01,2501681.0,98762613.13,1.2,3.83,0.8,109.06,1.0,60919075.82,1588325.0,1543095.0,62704688.37,,,,,,51000.0,,1.69,,40000.0,,,,,2.32,366.0,,68.77,,,,3.03,3.03,50835244.0,2006899175.66,,2201.72,3.03,18.51,0.149,26.24,0.0477,
2015-05-04,2454211.0,98656281.66,1.17,3.76,0.78,107.82,1.0,61509315.05,1561548.0,1530129.0,62772320.44,,,,1.01,,,,1.77,22009.0,40777.0,,,1.01,,,14000.0,34975.0,68.06,1.22,,,3.1,3.1,48732988.0,1959006536.19,,2202.38,3.0,18.76,0.1546,26.74,0.0488,44.09
2015-05-05,2146730.0,83800405.4,1.03,3.34,0.68,93.88,1.0,46620550.68,1219277.0,1194287.0,47596067.93,,,,,,,,16.27,,377018.0,,,,,,34747.0,335842.0,53.18,14.93,,,2.34,2.34,50938224.0,1988440009.55,,2229.12,2.33,17.99,0.1806,34.4,0.0412,42.815
2015-05-06,1287836.0,48687219.92,0.62,2.06,0.41,55.13,0.0,21310289.65,937544.0,563683.0,35444273.11,,,20879.0,,,12788.0,,13.33,,302612.0,,,,20879.0,0.55,,643392.0,39.65,28.04,,,1.79,1.79,51537400.0,1948394615.2,,2182.19,1.78,14.77,0.1577,31.37,0.0245,41.465
2015-05-07,1299057.0,47909261.8,0.62,2.51,0.41,54.39,0.0,20025819.69,864183.0,542999.0,31871095.41,,,5404.0,0.95,,,,3.39,26775.0,78932.0,,,0.95,5404.0,,167.0,47459.0,35.64,2.15,,,1.65,1.65,51662552.0,1905316494.29,,2133.16,1.64,16.93,0.1597,30.94,0.0247,40.45
2015-05-08,1254034.0,48175369.63,0.6,2.23,0.4,52.27,0.0,17179431.91,877202.0,447191.0,33698871.47,,,,0.62,,,,2.59,15475.0,61125.0,,,0.62,,,74144.0,111283.0,36.5,4.85,,,1.66,1.66,51895984.0,1993652653.38,,2122.48,1.69,17.02,0.1796,33.38,0.0238,42.135
2015-05-11,1169708.0,44631930.11,0.56,2.05,0.37,49.53,0.0,15842681.49,859782.0,415203.0,32806247.48,,,,2.63,,,,3.65,58809.0,90229.0,,,2.63,,,72809.0,90797.0,36.18,3.48,,,1.5,1.5,56338368.0,2149673339.8,,2372.67,1.5,16.02,0.2009,35.26,0.0205,41.85
2015-05-12,795895.0,29817049.3,0.38,1.4,0.25,33.27,0.0,7170148.16,636973.0,191390.0,23863267.57,,,,,,,,9.39,,222809.0,,,,,,,223813.0,26.38,9.52,,,1.1,1.1,57466868.0,2152912678.65,,2391.96,1.09,16.12,0.254,44.96,0.0137,41.09
2015-05-13,769120.0,28971741.91,0.37,1.35,0.24,31.87,0.0,6200831.2,636973.0,164615.0,23993937.69,,,,,,,,,,,,,,,,,26775.0,26.26,1.15,,,1.09,1.09,57637476.0,2171128144.96,,2365.77,1.1,16.44,0.2757,47.18,0.0132,41.315
2015-05-14,705864.0,26930061.85,0.3,1.25,0.22,29.56,0.0,6919192.77,556973.0,181359.0,21249585.39,,,,0.76,,,,3.25,16744.0,80000.0,,,0.76,,,,,23.17,,,,0.96,0.96,57707364.0,2201646325.21,,2388.03,0.96,12.38,0.3048,51.53,0.0121,41.845
2015-05-15,1189899.0,45912242.37,0.51,2.12,0.38,50.02,0.0,6595641.21,1063981.0,170938.0,41053697.45,,,,,,,,5.37,,130544.0,,,,,,637552.0,10421.0,44.53,0.41,,,1.83,1.83,57195052.0,2206870574.42,,2396.49,1.82,30.8,0.3714,51.97,0.0204,42.32
2015-05-18,523545.0,19912189.19,0.23,0.96,0.17,22.2,0.0,5912784.32,422053.0,155463.0,16052104.76,,,,,,,,27.51,,661300.0,,,,,,19372.0,15475.0,17.65,0.65,,,0.72,0.72,57842936.0,2199962725.52,,2446.61,0.72,15.05,0.499,68.39,0.009,41.715
2015-05-19,525889.0,20814051.19,0.23,0.97,0.17,22.89,0.0,6153037.7,453590.0,155463.0,17952544.13,,,13157.0,,,,,,,,,,,13157.0,,18380.0,,19.61,,,,0.78,0.78,57878056.0,2290743523.04,,2448.63,0.79,14.44,0.5057,69.05,0.009,43.41
2015-05-20,558379.0,21802143.51,0.25,1.0,0.18,24.26,0.0,6926267.35,464153.0,177390.0,18123049.61,,,,1.05,,,,,21927.0,,,,1.05,,,10563.0,,19.93,,,,0.8,0.8,57875548.0,2259775176.46,,2505.55,0.79,17.95,0.4529,64.25,0.0096,42.825
2015-05-21,624796.0,23894127.95,0.28,1.1,0.2,26.68,0.0,7986801.07,499117.0,208843.0,19087774.99,,,,1.26,,,,0.46,31453.0,10563.0,,,1.26,,,45527.0,,21.03,,,,0.85,0.85,58053136.0,2220131146.23,,2474.09,0.84,16.39,0.3723,57.23,0.0107,41.945
2015-05-22,590489.0,22377540.01,0.26,1.03,0.19,24.99,0.0,7083485.5,484606.0,186916.0,18364931.7,,,,,,,,3.14,,72131.0,,,,,,57620.0,21927.0,20.24,0.98,,,0.83,0.83,58169064.0,2204411186.52,,2450.74,0.82,17.81,0.3025,48.9,0.0101,41.565
2015-05-25,590489.0,22326394.43,0.26,1.02,0.19,24.93,0.0,7067295.65,484606.0,186916.0,18322957.24,,,,,,,,,,,,,,,,,,20.14,,,,0.83,0.83,57744360.0,2183314773.37,,2402.04,0.83,17.69,0.3024,48.9,0.0101,41.47
2015-05-26,588432.0,22111811.96,0.26,1.04,0.19,24.63,0.0,7023838.68,482549.0,186916.0,18132992.0,,,,,,,,0.09,,2057.0,,,,,,,,19.98,,,,0.83,0.83,57788164.0,2171535565.2,,2404.7,0.82,17.55,0.3046,49.2,0.0101,41.215
2015-05-27,588320.0,22340935.98,0.26,1.03,0.19,24.6,0.0,7097971.15,482437.0,186916.0,18320121.93,,,,,,,,0.1,,2344.0,,,,,,2232.0,,20.01,,,,0.83,0.83,57734848.0,2192430213.12,,2384.81,0.83,17.29,0.3087,49.78,0.0101,41.65
