,RS2K FP Equity_DX_SI_QTY,RS2K FP Equity_DX_SHORT_INTEREST_VALUE,RS2K FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RS2K FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RS2K FP Equity_DX_SI_MV,RS2K FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RS2K FP Equity_DX_SUPPLY_SI_QTY,RS2K FP Equity_DX_BROKER_SI_QTY,RS2K FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RS2K FP Equity_DX_SUPPLY_SI_QTY_INC_x,RS2K FP Equity_DX_BROKER_SI_MV_INC_x,RS2K FP Equity_DX_BROKER_SI_QTY_ADD,RS2K FP Equity_DX_SUPPLY_SI_MV_DEC,RS2K FP Equity_DX_BROKER_SI_QTY_INC,RS2K FP Equity_DX_SUPPLY_SI_QTY_DEC,RS2K FP Equity_DX_BROKER_SI_MV_INC_y,RS2K FP Equity_DX_SUPPLY_SI_QTY_INC_y,RS2K FP Equity_DX_BROKER_SI_MV_ADD,RS2K FP Equity_DX_SUPPLY_SI_QTY_ADD,RS2K FP Equity_DX_BROKER_SI_QTY_DEC,RS2K FP Equity_DX_SUPPLY_SI_MV,RS2K FP Equity_DX_BROKER_SI_MV_DEC,RS2K FP Equity_DX_BROKER_SI_MV_RMV,RS2K FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RS2K FP Equity_DX_UTILIZATION_QUANTITY,RS2K FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RS2K FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RS2K FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RS2K FP Equity_DX_ACTIVE_UTILIZATION_MV,RS2K FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RS2K FP Equity_DX_BROKER_SI_CON_RATIO,RS2K FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RS2K FP Equity_DX_DEMAND_SUPPLY_RATIO,RS2K FP Equity_PX_LAST
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.32
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.54
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.7
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.44
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.75
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.25
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.32
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.21
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.99
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.39
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.49
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.7
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.05
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.79
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.54
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.64
2014-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.58
2014-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6
2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.38
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.96
2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.9
2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.82
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.66
2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.36
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.7
2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.49
2014-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.52
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.77
2014-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.77
2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.39
2014-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.65
2014-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.76
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.64
2014-12-19,13000.0,1695200.0,7.78,3.28,1.68,1695200.0,0.0,13000.0,0.0,,,13000.0,,,,,,1.68,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,130.4
2014-12-22,13000.0,1708460.0,7.73,3.28,1.69,1708460.0,0.0,13000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,131.42
2014-12-23,17000.0,2265930.0,10.01,4.29,2.23,2265930.0,0.0,17000.0,0.0,,0.53,,,4000.0,,0.53,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,133.29
2014-12-24,17000.0,2265930.0,9.93,4.29,2.27,2265930.0,0.0,17000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-12-25,17000.0,2265930.0,10.45,4.29,2.26,2265930.0,0.0,17000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-12-26,17000.0,2265930.0,10.45,4.29,2.27,2265930.0,0.0,17000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-12-29,18500.0,2489360.0,11.38,4.66,2.46,2489360.0,0.0,18500.0,0.0,,0.19,,,1500.0,,0.19,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,134.56
2014-12-30,22500.0,3025350.0,13.51,5.67,3.03,3025350.0,0.0,22500.0,0.0,,0.56,,,4000.0,,0.56,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,134.46
2014-12-31,22500.0,3025350.0,13.51,5.67,3.03,3025350.0,0.0,22500.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-01-01,22500.0,3025350.0,13.85,6.09,3.02,3025350.0,0.0,22500.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-01-02,22500.0,2998800.0,13.85,6.09,3.02,2998800.0,0.0,22500.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,133.28
2015-01-05,22500.0,3018375.0,12.56,6.09,3.0,3018375.0,0.0,22500.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,134.15
2015-01-06,22500.0,2957400.0,12.28,5.56,3.01,2957400.0,0.0,22500.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,131.44
2015-01-07,22500.0,2995200.0,7.33,5.56,2.96,2995200.0,0.0,22500.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,133.12
2015-01-08,1500.0,204180.0,0.5,0.37,0.2,204180.0,0.0,1500.0,0.0,,,,,,,,,,,21000.0,0.0,2.76,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,136.12
2015-01-09,1500.0,202365.0,0.5,0.37,0.2,202365.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,134.91
2015-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.52
2015-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.12
2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.62
2015-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.5
2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1
2015-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.52
2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.42
2015-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.17
2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.73
2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.33
2015-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5
2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.37
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.62
2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.85
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.07
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.87
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.36
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.44
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.81
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.21
2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.12
2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.36
2015-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.31
2015-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.13
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.96
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.05
2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.59
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.17
2015-02-19,1800.0,261810.0,0.11,0.19,0.26,261810.0,0.0,1800.0,0.0,,,1800.0,,,,,,0.26,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,145.45
2015-02-20,1800.0,261414.0,0.11,0.19,0.26,261414.0,0.0,1800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,145.23
2015-02-23,1800.0,262656.0,0.11,0.2,0.26,262656.0,0.0,1800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,145.92
2015-02-24,1800.0,263772.0,0.11,0.2,0.26,263772.0,0.0,1800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,146.54
2015-02-25,1800.0,263754.0,0.1,0.2,0.26,263754.0,0.0,1800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,146.53
2015-02-26,1800.0,267732.0,0.1,0.2,0.27,267732.0,0.0,1800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,148.74
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.63
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.41
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.94
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.81
2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.25
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.37
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.78
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.22
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.31
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.9
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.42
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.95
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.22
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.63
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.44
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.23
2015-03-24,4000.0,625400.0,0.45,0.43,0.63,625400.0,0.0,4000.0,0.0,,,4000.0,,,,,,0.63,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.35
2015-03-25,4000.0,611480.0,0.45,0.43,0.63,611480.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,152.87
2015-03-26,4000.0,607400.0,0.45,0.43,0.61,607400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,151.85
2015-03-27,4000.0,611440.0,0.45,0.43,0.61,611440.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,152.86
2015-03-30,4000.0,624760.0,0.45,0.43,0.61,624760.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.19
2015-03-31,4000.0,628520.0,0.45,0.43,0.63,628520.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,157.13
2015-04-01,4000.0,625640.0,0.45,0.43,0.63,625640.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.41
2015-04-02,4000.0,624400.0,0.45,0.43,0.63,624400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.1
2015-04-03,4000.0,624400.0,0.45,0.43,0.63,624400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-04-06,4000.0,624400.0,0.45,0.43,0.62,624400.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-04-07,4000.0,627320.0,0.45,0.43,0.62,627320.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.83
2015-04-08,4000.0,629000.0,0.45,0.43,0.63,629000.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,157.25
2015-04-09,4000.0,632360.0,0.45,0.43,0.63,632360.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,158.09
2015-04-10,2200.0,354200.0,0.32,0.24,0.35,354200.0,0.0,2200.0,0.0,,,,,,,,,,,1800.0,0.0,0.29,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,161.0
2015-04-13,2200.0,356224.0,0.32,0.24,0.35,356224.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,161.92
2015-04-14,2200.0,352022.0,0.32,0.24,0.36,352022.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,160.01
2015-04-15,2200.0,355740.0,0.32,0.24,0.35,355740.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,161.7
2015-04-16,2200.0,352286.0,0.32,0.24,0.36,352286.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,160.13
2015-04-17,2200.0,345356.0,0.32,0.24,0.35,345356.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.98
2015-04-20,2200.0,349888.0,0.32,0.24,0.35,349888.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,159.04
2015-04-21,2200.0,349272.0,0.32,0.24,0.35,349272.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,158.76
2015-04-22,2200.0,349360.0,0.32,0.24,0.35,349360.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,158.8
2015-04-23,2200.0,347512.0,0.32,0.24,0.35,347512.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,157.96
2015-04-24,2200.0,346918.0,0.32,0.24,0.35,346918.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,157.69
2015-04-27,2200.0,345312.0,0.32,0.24,0.35,345312.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.96
2015-04-28,2200.0,340296.0,0.32,0.24,0.35,340296.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.68
2015-04-29,2200.0,333190.0,0.31,0.24,0.34,333190.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,151.45
2015-04-30,2200.0,327404.0,0.32,0.24,0.33,327404.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,148.82
2015-05-01,2200.0,327404.0,0.36,0.24,0.33,327404.0,0.0,2200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.35
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.43
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.81
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.17
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.63
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.13
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.62
2015-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.19
2015-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.19
2015-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.38
2015-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.44
2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.9
2015-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.82
2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.65
2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.69
2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.97
2015-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.04
2015-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.74
2015-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.68
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.41
2015-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.76
2015-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.48
2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.51
2015-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8
2015-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.39
2015-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.95
2015-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.42
2015-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.06
2015-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.64
2015-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.36
2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.37
2015-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.51
2015-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.11
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.37
2015-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.31
2015-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.82
2015-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.86
2015-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.23
2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.21
2015-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.72
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.44
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.16
2015-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.13
2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.76
2015-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.16
2015-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.16
2015-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.7
2015-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.87
2015-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.58
2015-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.07
2015-07-14,5200.0,811876.0,14.5,0.58,0.81,811876.0,0.0,5200.0,0.0,,,5200.0,,,,,,0.81,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.13
2015-07-15,5200.0,815412.0,14.49,0.58,0.81,815412.0,0.0,5200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.81
2015-07-16,5200.0,823160.0,14.49,0.58,0.82,823160.0,0.0,5200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,158.3
2015-07-17,5200.0,820612.0,13.88,0.58,0.82,820612.0,0.0,5200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,157.81
2015-07-20,7200.0,1130616.0,19.3,0.8,1.14,1130616.0,0.0,7200.0,0.0,,0.31,,,2000.0,,0.31,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,157.03
2015-07-21,7200.0,1115352.0,19.66,0.8,1.13,1115352.0,0.0,7200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.91
2015-07-22,7200.0,1121112.0,35.09,0.8,1.12,1121112.0,0.0,7200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,155.71
2015-07-23,7200.0,1112184.0,34.8,0.8,1.12,1112184.0,0.0,7200.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.47
2015-07-24,4000.0,609720.0,19.11,0.44,0.62,609720.0,0.0,4000.0,0.0,,,,,,,,,,,3200.0,0.0,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,152.43
2015-07-27,4000.0,591320.0,15.85,0.44,0.61,591320.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,147.83
2015-07-28,4000.0,596280.0,14.05,0.44,0.59,596280.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,149.07
2015-07-29,4000.0,602640.0,13.4,0.44,0.59,602640.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,150.66
2015-07-30,2600.0,395434.0,8.42,0.29,0.39,395434.0,0.0,2600.0,0.0,,,,,,,,,,,1400.0,0.0,0.21,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,152.09
2015-07-31,2600.0,396058.0,4.59,0.29,0.39,396058.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,152.33
2015-08-03,2600.0,396318.0,3.77,0.29,0.4,396318.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,152.43
2015-08-04,2600.0,395668.0,3.78,0.29,0.39,395668.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,152.18
2015-08-05,2600.0,401154.0,2.65,0.29,0.4,401154.0,0.0,2600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.29
