,ALVIO FP Equity_DX_SI_QTY,ALVIO FP Equity_DX_SHORT_INTEREST_VALUE,ALVIO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVIO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVIO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVIO FP Equity_DX_SI_MV,ALVIO FP Equity_DX_DSS,ALVIO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVIO FP Equity_DX_SUPPLY_SI_QTY,ALVIO FP Equity_DX_BROKER_SI_QTY,ALVIO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVIO FP Equity_DX_BROKER_SI_MV_NEW_x,ALVIO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVIO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVIO FP Equity_DX_BROKER_SI_MV_INC_x,ALVIO FP Equity_DX_SUPPLY_SI_MV_NEW,ALVIO FP Equity_DX_BROKER_SI_QTY_ADD,ALVIO FP Equity_DX_BROKER_SI_QTY_NEW,ALVIO FP Equity_DX_SUPPLY_SI_MV_DEC,ALVIO FP Equity_DX_BROKER_SI_QTY_INC,ALVIO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVIO FP Equity_DX_BROKER_SI_MV_NEW_y,ALVIO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVIO FP Equity_DX_BROKER_SI_MV_INC_y,ALVIO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVIO FP Equity_DX_BROKER_SI_MV_ADD,ALVIO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVIO FP Equity_DX_BROKER_SI_QTY_DEC,ALVIO FP Equity_DX_SUPPLY_SI_MV,ALVIO FP Equity_DX_BROKER_SI_MV_DEC,ALVIO FP Equity_DX_SUPPLY_SI_MV_RMV,ALVIO FP Equity_DX_BROKER_SI_MV_RMV,ALVIO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVIO FP Equity_DX_UTILIZATION_QUANTITY,ALVIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVIO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVIO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALVIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVIO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVIO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVIO FP Equity_DX_BROKER_SI_CON_RATIO,ALVIO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVIO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVIO FP Equity_PX_LAST
2015-05-27,82522.0,455521.44,0.24,0.53,0.2,0.45,0.0,455521.44,4000.0,82522.0,22080.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.14,0.2462,34.39,2.5673,5.52
2015-05-28,82522.0,447269.24,0.24,0.55,0.2,0.46,0.0,447269.24,4000.0,82522.0,21680.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.62,0.2428,33.16,2.5673,5.42
2015-05-29,82522.0,453045.78,0.24,0.58,0.2,0.45,0.0,453045.78,4000.0,82522.0,21960.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.35,0.2446,33.85,2.5673,5.49
2015-06-01,82522.0,453045.78,0.24,0.57,0.2,0.46,0.0,453045.78,4000.0,82522.0,21960.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.45,0.2437,33.55,2.5673,5.49
2015-06-02,82522.0,440667.48,0.24,0.57,0.2,0.45,0.0,440667.48,4000.0,82522.0,21360.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.72,0.2425,32.97,2.5673,5.34
2015-06-03,82522.0,442317.92,0.24,0.57,0.2,0.45,0.0,442317.92,4000.0,82522.0,21440.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.44,0.2442,33.66,2.5673,5.36
2015-06-04,82522.0,443968.36,0.24,0.58,0.2,0.45,0.0,443968.36,4000.0,82522.0,21520.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.46,0.2438,33.56,2.5673,5.38
2015-06-05,82522.0,439842.26,0.24,0.59,0.2,0.45,0.0,439842.26,4000.0,82522.0,21320.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.53,0.243,33.33,2.5673,5.33
2015-06-08,82522.0,433240.5,0.24,0.58,0.2,0.44,0.0,433240.5,4000.0,82522.0,21000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.61,0.2431,33.24,2.5673,5.25
2015-06-09,82522.0,431590.06,0.24,0.58,0.2,0.44,0.0,431590.06,4000.0,82522.0,20920.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.49,0.2435,33.47,2.5673,5.23
2015-06-10,89668.0,477033.76,0.26,0.65,0.22,0.48,0.0,477033.76,4000.0,89668.0,21280.0,,,,,,7146.0,,,,,,,,,0.04,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,23.26,0.2134,31.19,2.7897,5.32
2015-06-11,109668.0,577950.36,0.32,0.8,0.27,0.59,0.0,577950.36,4000.0,109668.0,21080.0,,,,0.11,,,,,20000.0,,,,0.11,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,24.83,0.228,32.96,3.4119,5.27
2015-06-12,109668.0,569176.92,0.32,0.82,0.27,0.59,0.0,569176.92,4000.0,109668.0,20760.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,24.74,0.2282,33.03,3.4119,5.19
2015-06-15,109668.0,551630.04,0.32,0.83,0.27,0.58,0.0,551630.04,4000.0,109668.0,20120.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,24.44,0.228,33.16,3.4119,5.03
2015-06-16,109824.0,562298.88,0.32,0.83,0.27,0.57,0.0,562298.88,4000.0,109824.0,20480.0,,,,,,156.0,,,,,,,,,0.0,,,0.02,,,,100.0,12.44,0.0,0.0,,0.0,100.0,25.29,0.2274,32.66,3.4167,5.12
2015-06-17,120484.0,598805.48,0.35,0.91,0.3,0.62,0.0,598805.48,12200.0,120484.0,60634.0,,,,0.06,,,,,10660.0,,,,0.06,,,8200.0,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.23,0.2022,30.11,3.7484,4.97
2015-06-18,120484.0,597600.64,0.35,0.91,0.3,0.61,0.0,597600.64,12200.0,120484.0,60512.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.69,0.2021,29.89,3.7484,4.96
2015-06-19,123032.0,622541.92,0.35,0.93,0.3,0.63,0.0,622541.92,12200.0,123032.0,61732.0,,,,0.01,,,,,2548.0,,,,0.01,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.6,0.1955,29.12,3.8276,5.06
2015-06-22,123032.0,632384.48,0.35,0.9,0.3,0.63,0.0,632384.48,12200.0,123032.0,62708.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.65,0.1963,29.31,3.8276,5.14
2015-06-23,122876.0,637726.44,0.35,0.89,0.3,0.64,0.0,637726.44,12200.0,122876.0,63318.0,,,,,,,,,,,,,,,,,156.0,0.06,0.0,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.59,0.1967,29.42,3.8228,5.19
2015-06-24,122876.0,663530.4,0.35,0.9,0.3,0.65,0.0,663530.4,12200.0,122876.0,65880.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,23.12,0.1973,29.22,3.8228,5.4
2015-06-25,122876.0,646327.76,0.35,0.84,0.3,0.67,0.0,646327.76,12200.0,122876.0,64172.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.05,0.1971,29.76,3.8228,5.26
2015-06-26,117868.0,618807.0,0.34,0.8,0.29,0.63,0.0,618807.0,12200.0,117868.0,64050.0,,,,,,,,,,,,,,,,,5008.0,0.06,0.03,,,100.0,37.96,0.0,0.0,,0.0,100.0,23.32,0.2118,30.73,3.667,5.25
2015-06-29,117868.0,576374.52,0.34,0.8,0.29,0.62,0.0,576374.52,12200.0,117868.0,59658.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.18,0.2117,31.31,3.667,4.89
2015-06-30,117868.0,575195.84,0.34,0.77,0.29,0.6,0.0,575195.84,12200.0,117868.0,59536.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.8,0.2091,30.04,3.667,4.88
2015-07-01,186656.0,944479.36,0.54,1.21,0.46,0.94,0.0,944479.36,12200.0,186656.0,61732.0,,,,0.31,,4783.0,,,64005.0,,,,0.31,,0.02,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,19.14,0.2468,40.62,5.8071,5.06
2015-07-02,186656.0,916480.96,0.54,1.2,0.46,0.95,0.0,916480.96,12200.0,186656.0,59902.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,18.91,0.2526,41.76,5.8071,4.91
2015-07-03,186656.0,918347.52,0.54,1.2,0.46,0.93,0.0,918347.52,12200.0,186656.0,60024.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,19.2,0.2504,41.29,5.8071,4.92
2015-07-06,186656.0,894082.24,0.54,1.23,0.46,0.93,0.0,894082.24,12200.0,186656.0,58438.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,19.47,0.2518,41.48,5.8071,4.79
2015-07-07,186656.0,892215.68,0.54,1.21,0.46,0.92,0.0,892215.68,12200.0,186656.0,58316.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,19.23,0.254,41.87,5.8071,4.78
2015-07-08,186656.0,899681.92,0.54,1.2,0.46,0.9,0.0,899681.92,12200.0,186656.0,58804.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,19.45,0.251,41.28,5.8071,4.82
2015-07-09,181873.0,880265.32,0.52,1.3,0.45,0.89,0.0,880265.32,12200.0,181873.0,59048.0,,,,,,,,,,,,,,,,,4783.0,0.06,0.02,,,100.0,37.96,0.0,0.0,,0.0,100.0,19.92,0.2629,42.28,5.6582,4.84
2015-07-10,181873.0,898452.62,0.52,1.34,0.45,0.89,0.0,898452.62,12200.0,181873.0,60268.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,19.9,0.263,42.25,5.6582,4.94
2015-07-13,181873.0,920277.38,0.52,1.44,0.45,0.92,0.0,920277.38,12200.0,181873.0,61732.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,19.84,0.2618,42.11,5.6582,5.06
2015-07-14,206040.0,1038441.6,0.59,1.64,0.51,1.05,0.0,1038441.6,12200.0,206040.0,61488.0,,,,,,24167.0,,,,,,,,,0.12,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,17.69,0.2198,37.54,6.4101,5.04
2015-07-15,213124.0,1069882.48,0.61,1.77,0.53,1.09,0.0,1069882.48,12200.0,213124.0,61244.0,,,,0.04,,,,,7084.0,,,,0.04,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,17.05,0.2133,36.19,6.6305,5.02
2015-07-16,206887.0,1050985.96,0.6,1.71,0.51,1.05,0.0,1050985.96,12200.0,206887.0,61976.0,,,,0.04,,,,,8784.0,,,,0.04,,,,15021.0,0.06,0.08,,,100.0,37.96,0.0,0.0,,0.0,100.0,19.1,0.1943,30.59,6.4365,5.08
2015-07-17,201298.0,1018567.88,0.58,1.69,0.5,1.03,0.0,1018567.88,12200.0,201298.0,61732.0,,,,0.01,,,,,1800.0,,,,0.01,,,,7389.0,0.06,0.04,,,100.0,37.96,0.0,0.0,,0.0,100.0,20.53,0.2032,31.51,6.2626,5.06
2015-07-20,201958.0,1027966.22,0.58,1.71,0.5,1.04,0.0,1027966.22,12200.0,201958.0,62098.0,,,,0.0,,,,,660.0,,,,0.0,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,20.77,0.2031,31.38,6.2831,5.09
2015-07-21,190247.0,958844.88,0.55,1.65,0.47,0.98,0.0,958844.88,12200.0,190247.0,61488.0,,,,0.01,,,,,900.0,,,,0.01,,,,12611.0,0.06,0.06,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.58,0.2271,33.4,5.9188,5.04
2015-07-22,190447.0,961757.35,0.55,1.65,0.47,0.97,0.0,961757.35,12200.0,190447.0,61610.0,,,,0.0,,,,,200.0,,,,0.0,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,22.59,0.2264,33.27,5.925,5.05
2015-07-23,183961.0,914286.17,0.53,1.64,0.45,0.94,0.0,914286.17,12200.0,183961.0,60634.0,,,,0.03,,,,,5514.0,,,,0.03,,,,12000.0,0.06,0.06,,,100.0,37.96,0.0,0.0,,0.0,100.0,26.4,0.2174,28.06,5.7232,4.97
2015-07-24,176877.0,882616.23,0.51,1.57,0.44,0.89,0.0,882616.23,12200.0,176877.0,60878.0,,,,,,,,,,,,,,,,,7084.0,0.06,0.04,,,100.0,37.96,0.0,0.0,,0.0,100.0,23.42,0.2143,29.08,5.5028,4.99
2015-07-27,177877.0,875154.84,0.51,1.59,0.44,0.9,0.0,875154.84,12200.0,177877.0,60024.0,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,23.37,0.2135,29.03,5.5339,4.92
2015-07-28,177877.0,875154.84,0.51,1.63,0.44,0.89,0.0,875154.84,12200.0,177877.0,60024.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,37.96,0.0,0.0,,0.0,100.0,23.29,0.2129,28.93,5.5339,4.92
2015-07-29,183877.0,908352.38,0.53,1.73,0.45,0.92,0.0,908352.38,15200.0,183877.0,75088.0,,,3000.0,0.01,,3000.0,,,3000.0,,,,0.01,3000.0,0.01,,,0.07,,,,100.0,47.29,0.0,0.0,,0.0,100.0,22.52,0.2005,27.97,5.7206,4.94
2015-07-30,183877.0,912029.92,0.53,1.76,0.45,0.92,0.0,912029.92,15200.0,183877.0,75392.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,47.29,0.0,0.0,,0.0,100.0,22.52,0.2005,27.97,5.7206,4.96
2015-07-31,192417.0,915904.92,0.55,1.89,0.47,0.96,0.0,915904.92,15200.0,192417.0,72352.0,,,,0.06,,,,,11200.0,,,,0.06,,,,2660.0,0.08,0.01,,,100.0,47.29,0.0,0.0,,0.0,100.0,20.33,0.1865,26.95,5.9863,4.76
2015-08-03,192417.0,912056.58,0.55,1.86,0.47,0.93,0.0,912056.58,16107.0,192417.0,76347.18,,,907.0,,,,,,,,,,,907.0,,,,0.08,,,,100.0,50.11,0.0,0.0,,0.0,100.0,20.17,0.1854,26.74,5.9863,4.74
2015-08-04,218324.0,1030489.28,0.63,2.07,0.54,1.05,0.0,1030489.28,16107.0,218324.0,76025.04,,,,0.13,,,,,25907.0,,,,0.13,,,,,0.08,,,,100.0,50.11,0.0,0.0,,0.0,100.0,23.49,0.1964,28.36,6.7923,4.72
2015-08-05,218324.0,1037039.0,0.63,2.05,0.54,1.05,0.0,1037039.0,14900.0,218324.0,70775.0,,,,,,,,0.01,,1207.0,,,,,,,,0.07,,,,100.0,46.36,0.0,0.0,,0.0,100.0,23.49,0.1964,28.36,6.7923,4.75
2015-08-06,220117.0,1034549.9,0.63,2.29,0.54,1.06,0.0,1034549.9,14900.0,220117.0,70030.0,,,,0.02,,,,,3000.0,,,,0.02,,,,,0.07,,,,100.0,46.36,0.0,0.0,,0.0,100.0,23.34,0.1962,28.17,6.8481,4.7
2015-08-07,228117.0,1056181.71,0.66,2.42,0.56,1.09,0.0,1056181.71,14900.0,228117.0,68987.0,,,,0.04,,,,,8000.0,,,,0.04,,,,,0.07,,,,100.0,46.36,0.0,0.0,,0.0,100.0,22.54,0.1959,27.21,7.0969,4.63
2015-08-10,228117.0,1058462.88,0.66,2.41,0.56,1.07,0.0,1058462.88,14900.0,228117.0,69136.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,46.36,0.0,0.0,,0.0,100.0,22.5,0.1956,27.16,7.0969,4.64
2015-08-11,246117.0,1161672.24,0.71,2.8,0.61,1.17,0.0,1161672.24,14900.0,246117.0,70328.0,,,,0.09,,,,,18000.0,,,,0.09,,,,,0.07,,,,100.0,46.36,0.0,0.0,,0.0,100.0,20.75,0.205,31.32,7.6569,4.72
2015-08-12,246117.0,1124754.69,0.71,2.86,0.61,1.18,0.0,1124754.69,14900.0,246117.0,68093.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,46.36,0.0,0.0,,0.0,100.0,20.89,0.2063,31.53,7.6569,4.57
2015-08-13,244917.0,1121719.86,0.7,2.99,0.6,1.14,0.0,1121719.86,14900.0,244917.0,68242.0,,,,,,,,,,,,,,,,,1200.0,0.07,0.01,,,100.0,46.36,0.0,0.0,,0.0,100.0,20.89,0.2062,31.52,7.6196,4.58
2015-08-14,241117.0,1099493.52,0.69,3.04,0.59,1.13,0.0,1099493.52,14900.0,241117.0,67944.0,,,,,,,,,,,,,,,,,3800.0,0.07,0.02,,,100.0,46.36,0.0,0.0,,0.0,100.0,21.23,0.2095,32.04,7.5014,4.56
2015-08-17,250217.0,1100954.8,0.72,3.17,0.62,1.16,0.0,1100954.8,14900.0,250217.0,65560.0,,,,0.05,,,,,10000.0,,,,0.05,,,,900.0,0.07,0.01,,,100.0,46.36,0.0,0.0,,0.0,100.0,20.5,0.203,30.94,7.7845,4.4
2015-08-18,260217.0,1121535.27,0.75,3.34,0.64,1.17,0.0,1121535.27,14900.0,260217.0,64219.0,,,,,,10000.0,,,,,,,,,0.04,,,0.07,,,,100.0,46.36,0.0,0.0,,0.0,100.0,19.71,0.1893,29.74,8.0956,4.31
2015-08-19,256269.0,1068641.73,0.74,3.17,0.63,1.12,0.0,1068641.73,14900.0,256269.0,62133.0,,,,,,,,,,,,,,,,,3948.0,0.06,0.03,,,100.0,46.36,0.0,0.0,,0.0,100.0,20.07,0.1908,30.28,7.9728,4.17
2015-08-20,255269.0,1041497.52,0.73,2.94,0.63,1.08,0.0,1041497.52,14900.0,255269.0,60792.0,,,,,,,,,,,,,,,,,1000.0,0.06,0.01,,,100.0,46.36,0.0,0.0,,0.0,100.0,20.13,0.191,30.38,7.9417,4.08
2015-08-21,260269.0,1028062.55,0.75,2.92,0.64,1.07,0.0,1028062.55,14900.0,260269.0,58855.0,,,,0.04,,,,,10000.0,,,,0.04,,,,5000.0,0.06,0.02,,,100.0,46.36,0.0,0.0,,0.0,100.0,19.81,0.1879,29.89,8.0972,3.95
2015-08-24,260269.0,934365.71,0.75,2.96,0.64,1.03,0.0,934365.71,14900.0,260269.0,53491.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,46.36,0.0,0.0,,0.0,100.0,20.04,0.1902,30.24,8.0972,3.59
2015-08-25,260269.0,996830.27,0.75,2.73,0.64,0.96,0.0,996830.27,14900.0,260269.0,57067.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,46.36,0.0,0.0,,0.0,100.0,19.42,0.1843,29.3,8.0972,3.83
2015-08-26,260269.0,981214.13,0.75,2.61,0.64,1.02,0.0,981214.13,14900.0,260269.0,56173.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,21.02,0.0,0.0,,0.0,100.0,19.69,0.1868,29.71,3.6722,3.77
2015-08-27,260269.0,1035870.62,0.75,2.56,0.64,1.01,0.0,1035870.62,14900.0,260269.0,59302.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,21.02,0.0,0.0,,0.0,100.0,19.57,0.1855,29.53,3.6722,3.98
2015-08-28,260269.0,1043678.69,0.75,2.54,0.64,1.06,0.0,1043678.69,14900.0,260269.0,59749.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,21.02,0.0,0.0,,0.0,100.0,19.63,0.1863,29.62,3.6722,4.01
2015-08-31,267269.0,1045021.79,0.77,2.5,0.66,1.09,0.0,1045021.79,14900.0,267269.0,58259.0,,,,,,7000.0,,,,,,,,,0.03,,,0.06,,,,100.0,21.02,0.0,0.0,,0.0,100.0,21.93,0.1887,29.02,3.7709,3.91
2015-09-01,267269.0,1007604.13,0.77,2.49,0.66,1.06,0.0,1007604.13,14900.0,267269.0,56173.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,21.02,0.0,0.0,,0.0,100.0,21.97,0.1891,29.1,3.7709,3.77
2015-09-02,305269.0,1135600.68,0.88,2.72,0.75,1.18,0.0,1135600.68,52900.0,305269.0,196788.0,,,38000.0,0.15,,,,,38000.0,,,,0.15,38000.0,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,23.38,0.1864,25.2,4.3071,3.72
2015-09-03,305269.0,1166127.58,0.88,2.73,0.75,1.17,0.0,1166127.58,52900.0,305269.0,202078.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,23.28,0.1855,25.09,4.3071,3.82
2015-09-04,305269.0,1126442.61,0.88,2.73,0.75,1.18,0.0,1126442.61,52900.0,305269.0,195201.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,23.51,0.1858,24.69,4.3071,3.69
2015-09-07,305269.0,1114231.85,0.88,2.69,0.75,1.16,0.0,1114231.85,52900.0,305269.0,193085.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,23.57,0.1868,25.19,4.3071,3.65
2015-09-08,305269.0,1132547.99,0.88,2.73,0.75,1.14,0.0,1132547.99,52900.0,305269.0,196259.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,74.64,0.0,0.0,,0.0,100.0,23.09,0.1853,25.12,4.3071,3.71
2015-09-09,260971.0,1009957.77,0.75,2.34,0.64,1.0,0.0,1009957.77,52900.0,260971.0,204723.0,,,,,,,,,,,,,,,,,44298.0,0.2,0.16,,,100.0,74.64,0.0,0.0,,0.0,100.0,22.14,0.1832,26.98,3.6821,3.87
2015-09-10,260971.0,1007348.06,0.75,2.28,0.64,1.03,0.0,1007348.06,52900.0,260971.0,204194.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,22.27,0.1844,27.13,3.6821,3.86
2015-09-11,260971.0,981250.96,0.75,2.28,0.64,1.02,0.0,981250.96,52900.0,260971.0,198904.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,22.34,0.1852,27.28,3.6821,3.76
2015-09-14,260971.0,955153.86,0.75,2.43,0.64,1.0,0.0,955153.86,52900.0,260971.0,193614.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,22.34,0.1855,27.38,3.6821,3.66
2015-09-15,265669.0,982975.3,0.76,2.54,0.66,1.0,0.0,982975.3,52900.0,265669.0,195730.0,,,,0.01,,,,,4698.0,,,,0.01,,,,,0.19,,,,100.0,74.64,0.0,0.0,,0.0,100.0,21.86,0.1821,26.73,3.7484,3.7
2015-09-16,265669.0,1022825.65,0.76,2.56,0.66,1.0,0.0,1022825.65,52900.0,265669.0,203665.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,21.92,0.1823,26.71,3.7484,3.85
2015-09-17,267293.0,1034423.91,0.77,2.51,0.66,1.05,0.0,1034423.91,52900.0,267293.0,204723.0,,,,0.01,,,,,1624.0,,,,0.01,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,21.82,0.1812,26.35,3.7713,3.87
2015-09-18,267293.0,1023732.19,0.77,2.49,0.66,1.06,0.0,1023732.19,52900.0,267293.0,202607.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,21.81,0.1824,26.78,3.7713,3.83
2015-09-21,267293.0,1026405.12,0.77,2.49,0.66,1.05,0.0,1026405.12,52900.0,267293.0,203136.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,21.8,0.182,26.71,3.7713,3.84
2015-09-22,267293.0,1005021.68,0.77,2.46,0.66,1.05,0.0,1005021.68,52900.0,267293.0,198904.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,74.64,0.0,0.0,,0.0,100.0,21.92,0.1827,26.74,3.7713,3.76
2015-09-23,273607.0,1017818.04,0.79,2.52,0.67,1.05,0.0,1017818.04,52900.0,273607.0,196788.0,,,,0.02,,,,,6314.0,,,,0.02,,,,,0.2,,,,100.0,75.71,0.0,0.0,,0.0,100.0,21.47,0.1801,25.87,3.9156,3.72
2015-09-24,282170.0,1004525.2,0.81,2.61,0.7,1.06,0.0,1004525.2,52900.0,282170.0,188324.0,,,,0.03,,,,,8563.0,,,,0.03,,,,,0.2,,,,100.0,75.71,0.0,0.0,,0.0,100.0,20.84,0.1802,25.31,4.0382,3.56
2015-09-25,285581.0,1022379.98,0.82,2.59,0.7,1.04,0.0,1022379.98,52900.0,285581.0,189382.0,,,,0.0,,,,,3411.0,,,,0.0,,,,,0.19,,,,100.0,75.71,0.0,0.0,,0.0,100.0,20.5,0.1788,24.8,4.087,3.58
2015-09-28,285581.0,1008100.93,0.82,2.6,0.7,1.04,0.0,1008100.93,52900.0,285581.0,186737.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,75.71,0.0,0.0,,0.0,100.0,20.48,0.1793,24.89,4.087,3.53
2015-09-29,288501.0,1001098.47,0.83,2.65,0.71,1.04,0.0,1001098.47,52900.0,288501.0,183563.0,,,,0.01,,,,,2920.0,,,,0.01,,,,,0.19,,,,100.0,75.71,0.0,0.0,,0.0,100.0,20.27,0.1797,24.72,4.1288,3.47
2015-09-30,288501.0,992443.44,0.83,2.73,0.71,1.02,0.0,992443.44,52900.0,288501.0,181976.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,75.71,0.0,0.0,,0.0,100.0,20.24,0.1795,24.78,4.1288,3.44
2015-10-01,290879.0,1000623.76,0.84,2.89,0.72,1.02,0.0,1000623.76,52900.0,290879.0,181976.0,,,,0.01,,,,,2378.0,,,,0.01,,,,,0.18,,,,100.0,75.71,0.0,0.0,,0.0,100.0,20.08,0.1794,24.41,4.1628,3.44
2015-10-02,290879.0,1000623.76,0.84,2.99,0.72,1.02,0.0,1000623.76,52900.0,290879.0,181976.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,75.71,0.0,0.0,,0.0,100.0,20.07,0.1794,24.42,4.1628,3.44
2015-10-05,290879.0,1023894.08,0.84,3.09,0.72,1.03,0.0,1023894.08,52900.0,290879.0,186208.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,75.71,0.0,0.0,,0.0,100.0,19.98,0.1788,24.4,4.1628,3.52
