,OVH FP Equity_DX_SI_QTY,OVH FP Equity_DX_SHORT_INTEREST_VALUE,OVH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,OVH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,OVH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,OVH FP Equity_DX_SI_MV,OVH FP Equity_DX_DSS,OVH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,OVH FP Equity_DX_SUPPLY_SI_QTY,OVH FP Equity_DX_BROKER_SI_QTY,OVH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,OVH FP Equity_DX_BROKER_SI_MV_NEW_x,OVH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,OVH FP Equity_DX_SUPPLY_SI_QTY_INC_x,OVH FP Equity_DX_BROKER_SI_MV_INC_x,OVH FP Equity_DX_SUPPLY_SI_MV_NEW,OVH FP Equity_DX_BROKER_SI_QTY_ADD,OVH FP Equity_DX_BROKER_SI_QTY_NEW,OVH FP Equity_DX_SUPPLY_SI_MV_DEC,OVH FP Equity_DX_BROKER_SI_QTY_INC,OVH FP Equity_DX_SUPPLY_SI_QTY_DEC,OVH FP Equity_DX_BROKER_SI_MV_NEW_y,OVH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,OVH FP Equity_DX_BROKER_SI_MV_INC_y,OVH FP Equity_DX_SUPPLY_SI_QTY_INC_y,OVH FP Equity_DX_BROKER_SI_MV_ADD,OVH FP Equity_DX_SUPPLY_SI_QTY_ADD,OVH FP Equity_DX_BROKER_SI_QTY_DEC,OVH FP Equity_DX_SUPPLY_SI_MV,OVH FP Equity_DX_BROKER_SI_MV_DEC,OVH FP Equity_DX_SUPPLY_SI_MV_RMV,OVH FP Equity_DX_BROKER_SI_MV_RMV,OVH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,OVH FP Equity_DX_UTILIZATION_QUANTITY,OVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,OVH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,OVH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,OVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,OVH FP Equity_DX_ACTIVE_UTILIZATION_MV,OVH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,OVH FP Equity_DX_BROKER_SI_CON_RATIO,OVH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,OVH FP Equity_DX_DEMAND_SUPPLY_RATIO,OVH FP Equity_PX_LAST
2024-10-04,2268934.0,15065721.76,6.72,14.48,1.19,15.56,1.0,14604879.2,2171046.0,2199530.0,14415745.44,,,16900.0,0.01,,,,0.55,2800.0,80900.0,,,0.01,16900.0,,3376.0,200.0,14.35,0.04,,,78.97,59.72,578033.0,3838139.12,,3.82,78.96,16.55,0.2306,42.37,0.6242,6.64
2024-10-07,2064336.0,13748477.76,6.11,13.16,1.08,14.24,1.0,13286247.12,1970390.0,1994932.0,13122797.4,,,78900.0,0.54,,,,1.84,78900.0,279556.0,,,0.54,78900.0,,,283498.0,13.1,1.87,,,75.98,53.05,623033.0,4149399.78,,4.14,75.97,17.91,0.1991,37.25,0.5558,6.66
2024-10-08,2147503.0,14194994.83,6.36,13.6,1.13,14.81,1.0,13710389.29,2049615.0,2074189.0,13547955.15,,,105148.0,0.55,,,,0.18,80942.0,27985.0,,,0.55,105148.0,,2062.0,1685.0,13.62,0.01,,,76.08,55.2,644333.0,4259041.13,,4.27,76.11,20.69,0.1979,35.87,0.5783,6.61
2024-10-09,2058478.0,13791802.6,6.09,12.79,1.08,14.21,1.0,13402365.1,2005326.0,2000353.0,13435684.2,,,,0.31,,,,0.76,44448.0,114289.0,,,0.31,,,70000.0,118284.0,13.31,0.8,,,74.35,54.95,691660.0,4634122.0,,4.61,74.28,16.78,0.1989,37.4,0.5641,6.7
2024-10-10,2059777.0,13398849.39,6.1,12.73,1.08,14.23,1.0,12952710.47,1904029.0,1991193.0,12385708.65,,,90132.0,0.06,,,,1.32,15882.0,191429.0,,,0.06,90132.0,,,25042.0,12.7,0.13,,,69.5,52.17,835580.0,5435447.9,,5.52,69.72,16.74,0.1966,37.08,0.5643,6.505
2024-10-11,2038477.0,13168561.42,6.03,12.6,1.07,13.76,1.0,12415428.78,1877140.0,1921893.0,12126324.4,,,46400.0,,,,,0.55,,73289.0,,,,46400.0,,,69300.0,12.2,0.61,,,68.26,51.52,872775.0,5638126.5,,5.66,68.31,16.73,0.1973,37.71,0.5595,6.46
2024-10-14,2072047.0,14027758.19,6.13,13.02,1.09,13.96,1.0,13170588.18,1905210.0,1945434.0,12898271.7,,,55700.0,0.34,,,,0.2,55700.0,29965.0,,,0.34,55700.0,,2335.0,32159.0,12.42,0.21,,,67.83,52.07,903485.0,6116593.45,,5.99,67.48,18.86,0.199,37.18,0.5663,6.77
2024-10-15,2059270.0,13900072.5,6.09,12.48,1.08,14.3,1.0,12990604.5,1844333.0,1924534.0,12449247.75,,,78747.0,0.14,,226128.0,,1.38,1100.0,240711.0,,,0.14,78747.0,1.53,101087.0,248128.0,12.49,1.55,,,62.35,50.34,1113754.0,7517839.5,,7.53,62.38,19.04,0.1993,37.15,0.562,6.75
2024-10-16,2042125.0,13937503.13,6.04,12.61,1.07,14.19,1.0,13069943.25,1831377.0,1915010.0,12499148.03,,,279520.0,0.42,,,,2.47,62254.0,362956.0,,,0.42,279520.0,,70480.0,71778.0,12.4,0.49,,,67.96,50.95,863524.0,5893551.3,,5.84,67.96,15.71,0.1959,37.39,0.5682,6.825
2024-10-17,2201185.0,15760484.6,6.51,13.03,1.16,15.34,1.0,14841190.72,1947837.0,2072792.0,13946512.92,,,294600.0,1.12,,,,1.18,168282.0,179418.0,,,1.12,294600.0,,1278.0,10500.0,13.53,0.06,,,79.09,54.12,514976.0,3687228.16,,3.52,79.37,15.55,0.1949,37.43,0.6116,7.16
2024-10-18,2024633.0,14486249.12,5.99,11.19,1.06,14.55,1.0,13622647.77,1861503.0,1903934.0,13319053.97,,,145206.0,0.25,,,,1.4,27688.0,231540.0,,,0.25,145206.0,,,196546.0,13.32,1.2,,,74.4,49.75,640376.0,4581890.28,,4.57,74.46,16.68,0.1856,35.05,0.5411,7.155
2024-10-21,1917818.0,14143907.75,5.68,10.49,1.01,13.86,1.0,13253752.63,1795958.0,1797119.0,13245190.25,,,838.0,0.04,,,,0.51,5759.0,71304.0,,,0.04,838.0,,4921.0,112574.0,13.01,0.79,,,72.65,47.91,676084.0,4986119.5,,4.85,72.84,15.2,0.1952,36.92,0.5116,7.375
2024-10-22,1839173.0,14363941.13,5.44,9.75,0.97,13.65,0.0,13421281.94,1717313.0,1718474.0,13412214.53,,,39000.0,,,,,0.56,,117645.0,,,,39000.0,,,78645.0,12.95,0.43,,,69.66,45.43,747866.0,5840833.46,,5.52,70.09,15.07,0.1851,35.19,0.4866,7.81
2024-10-23,2144077.0,16831004.45,6.35,11.05,1.13,16.9,1.0,15981987.7,1994847.0,2035922.0,15659548.95,,,179575.0,3.0,,,,0.12,325748.0,39370.0,,,3.0,179575.0,,137329.0,8300.0,15.61,0.02,,,73.83,52.6,706921.0,5549329.85,,5.52,73.87,12.88,0.2541,45.91,0.5654,7.85
2024-10-24,1937784.0,16916854.32,5.74,9.75,1.02,15.39,1.0,15972661.17,1821992.0,1829629.0,15905990.16,,,68955.0,0.52,,,,1.55,64293.0,259566.0,,,0.52,68955.0,,17756.0,270586.0,14.77,2.11,,,65.75,48.04,948943.0,8284272.39,,7.56,66.16,15.17,0.193,36.73,0.511,8.73
2024-10-25,2288570.0,19990658.95,6.77,9.85,1.2,19.93,1.0,18722730.02,2079303.0,2143415.0,18162711.7,,,97444.0,3.21,,800.0,,,313586.0,,,,3.21,97444.0,0.01,159867.0,600.0,18.16,0.0,,,66.09,54.44,1066634.0,9317047.99,,9.32,66.09,21.48,0.1758,31.25,0.5992,8.735
2024-10-28,3380360.0,29138703.2,10.0,14.29,1.77,29.33,1.0,24458034.58,3228696.0,2837359.0,27831359.52,,,1040915.0,6.63,,,,0.78,788408.0,88700.0,,,6.63,1040915.0,,197178.0,94464.0,28.11,0.8,,,97.2,88.05,92942.0,801160.04,,0.81,97.19,20.46,0.1556,21.26,0.9219,8.62
2024-10-29,3564781.0,30835355.65,10.55,14.96,1.87,30.68,1.0,24859062.0,3417956.0,2873880.0,29565319.4,,,93290.0,1.36,,26000.0,,1.39,160521.0,155000.0,,,1.36,93290.0,0.22,250970.0,150000.0,29.49,1.35,,,97.09,89.48,102491.0,886547.15,,0.88,97.09,18.74,0.1514,24.54,0.9332,8.65
2024-10-30,3665760.0,31140631.2,10.85,15.47,1.92,31.63,1.0,25271427.21,3510956.0,2974859.0,29825571.22,,,100000.0,0.95,,,,0.06,101179.0,7000.0,,,0.95,100000.0,,,200.0,30.21,0.0,,,100.0,92.23,0.0,0.0,,0.0,100.0,20.95,0.1537,23.81,0.9629,8.495
2024-10-31,3659260.0,31908747.2,10.83,15.28,1.92,31.16,1.0,26102090.48,3485956.0,2993359.0,30397536.32,,,840.0,0.21,,,,0.07,23600.0,25840.0,,,0.21,840.0,,,5100.0,29.74,0.13,,,100.0,91.56,0.0,0.0,,0.0,100.0,20.98,0.1543,23.91,0.9611,8.72
2024-11-01,3681712.0,32214980.0,10.9,15.72,1.93,32.05,1.0,26388346.25,3558408.0,3015811.0,31136070.0,,,74570.0,1.15,,,,0.0,116570.0,2118.0,,,1.15,74570.0,,,94118.0,31.08,0.76,,,100.0,93.45,0.0,0.0,,0.0,100.0,23.71,0.1646,24.0,0.9669,8.75
2024-11-04,3714988.0,31651697.76,11.0,16.1,1.95,32.35,1.0,26030295.48,3556491.0,3055199.0,30301303.32,,,28888.0,0.37,,,,0.26,39388.0,32805.0,,,0.37,28888.0,,2000.0,,30.94,,,,100.0,93.41,0.0,0.0,,0.0,100.0,23.49,0.1667,24.77,0.9757,8.52
2024-11-05,3668020.0,31508291.8,10.86,15.83,1.93,31.41,1.0,26210074.29,3528828.0,3051231.0,30312632.52,,,20618.0,0.26,,,,0.57,50000.0,48281.0,,,0.26,20618.0,,,53968.0,30.28,0.49,,,100.0,92.67,0.0,0.0,,0.0,100.0,24.19,0.1775,26.34,0.9633,8.59
2024-11-06,3615719.0,30950554.64,10.7,15.5,1.9,31.27,1.0,25670840.8,3530073.0,2998930.0,30217424.88,,,67872.0,0.72,,,,0.61,64700.0,74833.0,,,0.72,67872.0,,8206.0,117001.0,30.5,1.02,,,97.13,92.59,104368.0,893390.08,,0.9,97.14,24.26,0.1902,28.77,0.9484,8.56
2024-11-07,3748003.0,32495186.01,11.09,17.63,1.97,32.19,1.0,27147625.38,3641873.0,3131214.0,31575038.91,,,116800.0,1.04,,,,0.06,137334.0,5288.0,,,1.04,116800.0,,288.0,5050.0,31.37,0.03,,,100.0,95.63,0.0,0.0,,0.0,100.0,23.6,0.1818,27.96,0.9842,8.67
2024-11-08,3799033.0,32481732.15,11.24,18.76,1.99,33.01,1.0,27208186.2,3687823.0,3182244.0,31530886.65,,,46000.0,0.48,,,,0.0,51030.0,50.0,,,0.48,46000.0,,,,31.99,,,,100.0,96.84,0.0,0.0,,0.0,100.0,23.02,0.178,27.69,0.9976,8.55
2024-11-11,3808230.0,32522284.2,11.27,19.19,2.0,33.01,1.0,27254906.14,3660028.0,3191441.0,31256639.12,,,12900.0,0.5,,,,0.43,57504.0,40695.0,,,0.5,12900.0,,,48307.0,31.55,0.43,,,100.0,96.11,0.0,0.0,,0.0,100.0,23.12,0.1794,28.01,1.0,8.54
2024-11-12,3776454.0,32099859.0,11.18,20.02,1.98,32.41,1.0,26907200.5,3573804.0,3165553.0,30377334.0,,,65000.0,0.52,,,,1.31,70000.0,151606.0,,,0.52,65000.0,,382.0,95888.0,30.52,0.9,,,97.42,93.56,94491.0,803173.5,,0.81,97.42,23.14,0.1851,29.99,0.9886,8.5
2024-11-13,3756916.0,31858647.68,11.12,20.36,1.97,32.19,1.0,26843889.44,3489266.0,3165553.0,29588975.68,,,1200.0,,,,,0.77,,85738.0,,,,1200.0,,,,29.72,,,,95.24,91.22,174554.0,1480217.92,,1.49,95.23,23.31,0.1867,30.11,0.9821,8.48
2024-11-14,3671972.0,31230121.86,10.87,20.39,1.93,31.46,1.0,26533686.38,3523207.0,3119775.0,29964875.54,,,142700.0,0.47,,,,0.94,52130.0,108759.0,,,0.47,142700.0,,,97908.0,29.95,0.84,,,95.93,92.29,149656.0,1272824.28,,1.27,95.93,23.76,0.2017,32.32,0.9619,8.505
2024-11-15,3705104.0,31234026.72,10.97,20.76,1.94,31.72,1.0,26563773.0,3569271.0,3151100.0,30088954.53,,,46064.0,0.28,,,,,31325.0,,,,0.28,46064.0,,,,30.25,,,,96.77,93.49,119156.0,1004485.08,,1.01,96.76,23.46,0.2009,32.11,0.9705,8.43
2024-11-18,3616404.0,30413957.64,10.7,20.23,1.9,30.65,1.0,25754784.0,3472571.0,3062400.0,29204322.11,,,,,,,,0.85,,96700.0,,,,,,,88700.0,29.19,0.86,,,94.35,90.72,207856.0,1748068.96,,1.75,94.34,24.15,0.1955,30.43,0.9448,8.41
2024-11-19,3765835.0,32009597.5,11.15,21.11,1.98,31.93,1.0,27300563.5,3621571.0,3211831.0,30783353.5,,,119000.0,1.39,,,,,164000.0,,,,1.39,119000.0,,30000.0,14569.0,30.5,0.13,,,97.61,94.05,88856.0,755276.0,,0.75,97.61,23.24,0.1855,28.98,0.978,8.5
2024-11-20,3764280.0,31826987.4,11.14,21.2,1.98,32.26,1.0,27273555.61,3553870.0,3225731.0,30047970.85,,,13900.0,0.14,,,,0.69,13900.0,81601.0,,,0.14,13900.0,,,,30.24,,,,97.93,94.38,74956.0,633752.98,,0.64,97.94,23.24,0.1869,29.03,0.9997,8.455
2024-11-21,3828920.0,31780036.0,11.33,21.48,2.01,32.7,1.0,27310079.3,3611012.0,3290371.0,29971399.6,,,57142.0,0.51,,,,,64640.0,,,,0.51,57142.0,,,,30.5,,,,100.0,95.39,0.0,0.0,,0.0,100.0,22.9,0.1868,28.75,1.0115,8.3
2024-11-22,3831283.0,31972056.64,11.34,21.3,2.01,32.33,1.0,27415277.73,3661375.0,3285234.0,30554174.38,,,44263.0,0.39,,,,0.02,51763.0,1400.0,,,0.39,44263.0,,7500.0,56900.0,30.5,0.65,,,100.0,96.23,0.0,0.0,,0.0,100.0,22.93,0.1816,27.33,1.0069,8.345
2024-11-25,3827917.0,31771711.1,11.33,21.45,2.01,32.26,1.0,26972136.5,3647833.0,3249655.0,30277013.9,,,32143.0,0.13,,,,0.38,14400.0,45685.0,,,0.13,32143.0,,,49979.0,30.34,0.42,,,100.0,94.99,0.0,0.0,,0.0,100.0,23.0,0.1841,27.41,0.9968,8.3
2024-11-26,3872487.0,32432078.63,11.46,22.35,2.03,32.57,1.0,27523625.13,3678585.0,3286403.0,30808149.38,,,31104.0,0.3,,,,0.01,38048.0,1300.0,,,0.3,31104.0,,948.0,1300.0,30.58,0.03,,,100.0,95.34,0.0,0.0,,0.0,100.0,22.77,0.183,27.15,1.0037,8.375
2024-11-27,3844824.0,31969711.56,11.38,22.58,2.02,32.42,1.0,27137998.1,3625731.0,3263740.0,30147953.27,,,,0.07,,28200.0,,0.38,7287.0,52854.0,,,0.07,,0.24,,58150.0,30.21,0.44,,,100.0,94.25,0.0,0.0,,0.0,100.0,22.9,0.1846,26.65,0.9994,8.315
2024-11-28,3821340.0,31812655.5,11.31,23.99,2.01,32.17,1.0,26958481.2,3638831.0,3238256.0,30293268.08,,,13100.0,,,,,,,,,,,13100.0,,,25484.0,30.27,0.21,,,100.0,94.17,0.0,0.0,,0.0,100.0,23.09,0.1867,26.8,0.9889,8.325
2024-11-29,3866769.0,32867536.5,11.44,26.54,2.03,32.55,1.0,27766822.5,3646908.0,3266685.0,30998718.0,,,17003.0,0.24,,,,0.07,28429.0,8926.0,,,0.24,17003.0,,,,30.47,,,,100.0,94.39,0.0,0.0,,0.0,100.0,22.92,0.1845,26.58,1.0008,8.5
2024-12-02,3864669.0,32192692.77,11.44,27.13,2.03,33.15,1.0,27193993.05,3644808.0,3264585.0,30361250.64,,,817.0,,,,,0.02,,2917.0,,,,817.0,,,2100.0,30.92,0.0,,,100.0,94.06,0.0,0.0,,0.0,100.0,22.88,0.1847,26.62,0.9973,8.33
2024-12-03,3889612.0,32458812.14,11.51,27.41,2.04,32.76,1.0,27289067.95,3699617.0,3270110.0,30873303.87,,,27260.0,0.01,,3700.0,,0.01,1825.0,782.0,,,0.01,27260.0,0.03,28331.0,,30.83,,,,100.0,93.39,0.0,0.0,,0.0,100.0,22.95,0.1841,26.53,0.9818,8.345
2024-12-04,3946542.0,33387745.32,11.68,28.85,2.07,33.31,1.0,28156868.1,3730945.0,3328235.0,31563794.7,,,34407.0,0.53,,,,0.03,59214.0,3079.0,,,0.53,34407.0,,,1089.0,31.22,0.0,,,100.0,94.04,0.0,0.0,,0.0,100.0,22.56,0.1827,26.45,0.9947,8.46
2024-12-05,3946542.0,33545607.0,11.68,29.99,2.07,33.57,1.0,28289997.5,3730945.0,3328235.0,31713032.5,,,,,,,,,,,,,,,,,,31.51,,,,100.0,93.84,0.0,0.0,,0.0,100.0,22.46,0.1827,26.44,0.9926,8.5
2024-12-06,4025842.0,34199527.79,11.92,41.38,2.11,34.46,1.0,28380393.33,3817645.0,3340835.0,32430894.28,,,32000.0,0.11,,,,,12600.0,,,,0.11,32000.0,,54700.0,,32.46,,,,100.0,95.91,0.0,0.0,,0.0,100.0,22.07,0.1774,25.97,1.0114,8.495
2024-12-09,4061642.0,34077176.38,12.02,44.75,2.13,34.75,1.0,28329967.65,3852462.0,3376635.0,32322156.18,,,11096.0,0.31,,,,0.01,36800.0,1000.0,,,0.31,11096.0,,24721.0,1000.0,32.65,0.01,,,100.0,96.28,0.0,0.0,,0.0,100.0,21.87,0.1762,25.73,1.0151,8.39
2024-12-10,4093461.0,34426007.01,12.12,47.01,2.15,34.74,1.0,28637345.14,3850819.0,3405154.0,32385387.79,,,3300.0,0.29,,,,0.05,33462.0,4943.0,,,0.29,3300.0,,,4943.0,32.35,0.07,,,100.0,95.86,0.0,0.0,,0.0,100.0,21.65,0.1737,25.55,1.019,8.41
2024-12-11,4100461.0,34443872.4,12.14,49.5,2.15,34.84,1.0,28603293.6,3860819.0,3405154.0,32430879.6,,,8000.0,,,,,,,,,,,8000.0,,2000.0,,32.49,,,,100.0,96.04,0.0,0.0,,0.0,100.0,21.69,0.1737,25.52,1.02,8.4
2024-12-12,4129661.0,34544614.27,12.22,52.24,2.17,35.08,1.0,28464037.21,3890019.0,3402754.0,32540008.94,,,22587.0,,,,,0.04,,4800.0,,,,22587.0,,11413.0,2400.0,32.68,0.02,,,100.0,96.74,0.0,0.0,,0.0,100.0,21.54,0.1715,25.36,1.027,8.365
2024-12-13,4124015.0,34311804.8,12.21,54.65,2.16,34.81,1.0,28325889.28,3878573.0,3404554.0,32269727.36,,,17300.0,0.22,,,,0.32,27800.0,34746.0,,,0.22,17300.0,,6000.0,26000.0,32.34,0.22,,,100.0,96.57,0.0,0.0,,0.0,100.0,21.52,0.1729,25.39,1.0268,8.32
2024-12-16,4041070.0,33944988.0,11.96,53.12,2.12,34.01,1.0,28217355.6,3808373.0,3359209.0,31990333.2,,,800.0,,,,,0.59,,71000.0,,,,800.0,,,45345.0,31.73,0.39,,,100.0,94.81,0.0,0.0,,0.0,100.0,22.05,0.1771,25.9,1.006,8.4
2024-12-17,4035200.0,33956208.0,11.94,53.46,2.12,34.26,1.0,28276411.19,3788439.0,3360239.0,31879714.19,,,57.0,0.12,,,,0.19,14064.0,24966.0,,,0.12,57.0,,4975.0,13034.0,31.86,0.03,,,100.0,94.81,0.0,0.0,,0.0,100.0,21.74,0.1748,25.62,1.0098,8.415
2024-12-18,4010534.0,33808801.62,11.87,55.0,2.1,34.28,1.0,28141413.78,3799830.0,3338246.0,32032566.9,,,14464.0,0.09,,,,0.02,10000.0,3073.0,,,0.09,14464.0,,,31993.0,32.15,0.18,,,100.0,95.08,0.0,0.0,,0.0,100.0,21.86,0.173,25.09,1.0036,8.43
2024-12-19,4049666.0,34260174.36,11.99,52.48,2.13,34.52,1.0,28572617.88,3772962.0,3377378.0,31919258.52,,,13132.0,0.34,,,,0.32,39132.0,40000.0,,,0.34,13132.0,,,,31.78,,,,100.0,94.46,0.0,0.0,,0.0,100.0,21.45,0.1701,24.88,1.0138,8.46
2024-12-20,4033141.0,34100207.16,11.94,53.59,2.12,34.36,1.0,28427849.12,3773785.0,3362253.0,31907352.18,,,18000.0,0.06,,,,0.15,8000.0,17177.0,,,0.06,18000.0,,,23125.0,31.81,0.23,,,100.0,94.48,0.0,0.0,,0.0,100.0,21.62,0.1714,24.88,1.0097,8.455
2024-12-23,4018941.0,34160998.5,11.89,52.17,2.11,34.32,1.0,28444850.5,3613385.0,3346453.0,30713772.5,,,8846.0,0.0,,,,1.41,500.0,169356.0,,,0.0,8846.0,,110.0,16300.0,30.58,0.13,,,94.34,90.5,216787.0,1842689.5,,1.84,94.32,21.76,0.1726,24.98,1.0066,8.5
2024-12-24,3484978.0,29779137.01,10.31,44.76,1.83,30.12,1.0,24065198.05,2847852.0,2816290.0,24334895.34,,,5000.0,0.2,,,,6.53,22970.0,770533.0,,,0.2,5000.0,,,553133.0,24.23,4.43,,,81.29,78.1,655520.0,5601418.4,,5.57,81.3,20.52,0.1596,21.22,0.9557,8.545
2024-12-25,3484978.0,29779137.01,10.31,45.47,1.83,30.16,1.0,24065198.05,2847852.0,2816290.0,24334895.34,,,,,,,,,,,,,,,,,,24.28,,,,81.29,78.1,655520.0,5601418.4,,5.57,81.34,20.6,0.1596,21.18,0.9557,
2024-12-26,3484978.0,29779137.01,10.31,45.47,1.83,30.21,1.0,24065198.05,2847852.0,2816290.0,24334895.34,,,,,,,,,,,,,,,,,,24.29,,,,81.29,78.11,655520.0,5601418.4,,5.55,81.39,20.57,0.1596,21.17,0.9559,
2024-12-27,3463100.0,30007761.5,10.25,45.18,1.82,30.05,1.0,24213579.98,2851989.0,2794412.0,24712484.69,,,4137.0,0.25,,,,0.03,28122.0,4447.0,,,0.25,4137.0,,4447.0,50000.0,24.39,0.45,,,81.31,78.43,655520.0,5680080.8,,5.62,81.26,20.68,0.1591,21.34,0.9523,8.665
2024-12-30,3448483.0,29794893.12,10.21,44.64,1.81,30.29,1.0,23931028.8,2764572.0,2769795.0,23885902.08,,,,0.16,,,,0.38,17800.0,44417.0,,,0.16,,,12000.0,42417.0,23.98,0.24,,,100.0,77.17,0.0,0.0,,0.0,100.0,20.81,0.1567,21.35,0.9626,8.64
2024-12-31,3457983.0,30170901.68,10.23,45.05,1.81,30.38,1.0,24266798.88,2752077.0,2781295.0,24011871.83,,,,0.11,,,,0.23,13500.0,25995.0,,,0.11,,,13500.0,2000.0,23.84,0.02,,,100.0,77.03,0.0,0.0,,0.0,100.0,20.67,0.1565,21.27,0.9679,8.725
2025-01-01,3305083.0,28836849.18,9.78,44.25,1.73,29.14,1.0,24266798.88,2510477.0,2781295.0,21903911.83,,,,,,,,2.1,,241600.0,,,,,,,,21.88,,,,100.0,75.43,0.0,0.0,,0.0,100.0,18.88,0.153,21.78,0.9931,
2025-01-02,3291415.0,28651767.58,9.74,44.06,1.73,29.21,1.0,24014144.01,2522243.0,2758661.0,21956125.32,,,16466.0,0.16,,,,0.04,16466.0,4700.0,,,0.16,16466.0,,,39100.0,22.06,0.33,,,100.0,75.48,0.0,0.0,,0.0,100.0,19.07,0.154,21.74,0.985,8.705
2025-01-03,3230923.0,28270576.25,9.56,44.38,1.7,28.45,1.0,23608978.75,2521047.0,2698169.0,22059161.25,,,100.0,,,,,0.01,,1296.0,,,,100.0,,,60492.0,21.89,0.61,,,100.0,75.47,0.0,0.0,,0.0,100.0,19.38,0.1579,22.28,0.9672,8.75
2025-01-06,3230923.0,28593668.55,9.56,45.59,1.7,28.51,1.0,23878795.65,2521047.0,2698169.0,22311265.95,,,1453.0,,,,,0.01,,1453.0,,,,1453.0,,,,22.01,,,,82.23,64.91,544634.0,4820010.9,,4.82,82.03,19.31,0.1579,22.34,0.8319,8.85
2025-01-07,3230923.0,28351349.33,9.56,46.33,1.7,28.93,1.0,23676432.98,2521047.0,2698169.0,22122187.43,,,,,,,,,,,,,,,,,,22.34,,,,100.0,75.56,0.0,0.0,,0.0,100.0,19.4,0.158,22.27,0.9684,8.775
2025-01-08,3239068.0,26673724.98,9.59,48.87,1.7,28.74,1.0,22286495.79,2520373.0,2706314.0,20755271.66,,,,0.07,,,,0.01,8819.0,674.0,,,0.07,,,,674.0,22.06,0.04,,,100.0,75.58,0.0,0.0,,0.0,100.0,19.39,0.1578,22.22,0.9714,8.235
2025-01-09,3239068.0,26965241.1,9.59,47.61,1.7,27.08,1.0,22530064.05,2520373.0,2706314.0,20982105.23,,,,,,,,,,,,,,,,,,20.78,,,,100.0,75.58,0.0,0.0,,0.0,100.0,19.03,0.1573,22.14,0.9714,8.325
2025-01-10,3158970.0,24418838.1,9.35,47.12,1.66,26.54,1.0,20295625.18,2439625.0,2625566.0,18858301.25,,,,0.02,,,,0.66,2715.0,83463.0,,,0.02,,,2715.0,83463.0,20.23,0.67,,,100.0,73.16,0.0,0.0,,0.0,100.0,18.88,0.157,22.85,0.9473,7.73
2025-01-13,3167088.0,24291564.96,9.37,40.47,1.66,25.22,1.0,20200356.28,2506688.0,2633684.0,19226296.96,,,83463.0,0.19,,,,0.14,26118.0,16400.0,,,0.19,83463.0,,,18000.0,19.37,0.32,,,100.0,75.54,0.0,0.0,,0.0,100.0,19.18,0.1543,22.32,0.9545,7.67
2025-01-14,3122951.0,24733771.92,9.24,30.69,1.64,24.59,1.0,20597290.56,2458163.0,2600668.0,19468650.96,,,6535.0,0.06,,,,0.44,10000.0,55060.0,,,0.06,6535.0,,,43016.0,18.84,0.48,,,100.0,75.25,0.0,0.0,,0.0,100.0,19.43,0.1547,22.66,0.956,7.92
2025-01-15,3073175.0,23801740.38,9.1,29.5,1.61,24.83,1.0,19756658.54,2407449.0,2550892.0,18645692.51,,,2827.0,0.07,,,,0.4,9537.0,53541.0,,,0.07,2827.0,,,59313.0,19.05,0.21,,,100.0,75.28,0.0,0.0,,0.0,100.0,18.89,0.1551,23.08,0.9609,7.745
2025-01-16,2865219.0,23494795.8,8.48,27.32,1.5,22.87,1.0,19379396.2,2163999.0,2363341.0,17744791.8,,,,0.21,,,,1.94,26200.0,243450.0,,,0.21,,,,213751.0,16.8,1.75,,,100.0,69.8,0.0,0.0,,0.0,100.0,18.77,0.1508,19.98,0.9242,8.2
2025-01-17,2704726.0,22719698.4,8.01,26.85,1.42,25.25,1.0,12042651.6,1974158.0,1433649.0,16582927.2,,,,0.25,,,,1.47,15000.0,189841.0,,,0.25,,,,944692.0,16.22,4.45,,,100.0,70.07,0.0,0.0,,0.0,100.0,19.25,0.1575,22.62,0.96,8.4
2025-01-20,2069858.0,17376457.91,6.13,20.8,1.09,20.16,1.0,10244368.13,1512736.0,1220294.0,12699418.72,,,,,,,,3.7,,468501.0,,,,,,7079.0,213355.0,12.62,1.71,,,100.0,62.76,0.0,0.0,,0.0,100.0,19.5,0.1468,21.42,0.8588,8.395
2025-01-21,1679333.0,14274330.5,4.97,16.9,0.88,17.59,0.0,7522024.0,1448429.0,884944.0,12311646.5,,,781.0,0.06,,,,0.58,781.0,70175.0,,,0.06,781.0,,5087.0,336131.0,12.15,2.23,,,100.0,62.52,0.0,0.0,,0.0,100.0,18.53,0.1494,22.81,0.7249,8.5
