,JBEM FP Equity_DX_SI_QTY,JBEM FP Equity_DX_SHORT_INTEREST_VALUE,JBEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JBEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JBEM FP Equity_DX_SI_MV,JBEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JBEM FP Equity_DX_SUPPLY_SI_QTY,JBEM FP Equity_DX_BROKER_SI_QTY,JBEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JBEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,JBEM FP Equity_DX_BROKER_SI_MV_INC_x,JBEM FP Equity_DX_BROKER_SI_QTY_ADD,JBEM FP Equity_DX_SUPPLY_SI_MV_DEC,JBEM FP Equity_DX_BROKER_SI_QTY_INC,JBEM FP Equity_DX_SUPPLY_SI_QTY_DEC,JBEM FP Equity_DX_BROKER_SI_MV_INC_y,JBEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,JBEM FP Equity_DX_BROKER_SI_MV_ADD,JBEM FP Equity_DX_SUPPLY_SI_QTY_ADD,JBEM FP Equity_DX_BROKER_SI_QTY_DEC,JBEM FP Equity_DX_SUPPLY_SI_MV,JBEM FP Equity_DX_BROKER_SI_MV_DEC,JBEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JBEM FP Equity_DX_UTILIZATION_QUANTITY,JBEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JBEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JBEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JBEM FP Equity_DX_ACTIVE_UTILIZATION_MV,JBEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JBEM FP Equity_DX_BROKER_SI_CON_RATIO,JBEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JBEM FP Equity_DX_DEMAND_SUPPLY_RATIO,JBEM FP Equity_PX_LAST
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43322431.57,43.46,0.0,,0.0,,0.0,9.1488
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43645379.92,43.34,0.0,,0.0,,0.0,9.217
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43415243.71,43.6,0.0,,0.0,,0.0,9.1684
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43210678.19,43.35,0.0,,0.0,,0.0,9.1252
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43307278.57,43.49,0.0,,0.0,,0.0,9.1456
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43278866.69,43.22,0.0,,0.0,,0.0,9.1396
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43248087.16,43.26,0.0,,0.0,,0.0,9.1331
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43344687.55,43.04,0.0,,0.0,,0.0,9.1535
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43301122.67,43.3,0.0,,0.0,,0.0,9.1443
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43019371.54,43.18,0.0,,0.0,,0.0,9.0848
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,42960180.13,43.08,0.0,,0.0,,0.0,9.0723
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43112183.68,42.9,0.0,,0.0,,0.0,9.1044
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43302069.73,43.37,0.0,,0.0,,0.0,9.1445
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43167586.84,43.11,0.0,,0.0,,0.0,9.1161
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43167586.84,43.07,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43273657.85,42.99,0.0,,0.0,,0.0,9.1385
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43358893.48,43.28,0.0,,0.0,,0.0,9.1565
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43450758.56,43.48,0.0,,0.0,,0.0,9.1759
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43605129.76,43.52,0.0,,0.0,,0.0,9.2085
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43491955.78,43.52,0.0,,0.0,,0.0,9.1846
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43365049.39,43.57,0.0,,0.0,,0.0,9.1578
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43338531.64,43.42,0.0,,0.0,,0.0,9.1522
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43370731.77,43.14,0.0,,0.0,,0.0,9.159
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43259451.91,43.08,0.0,,0.0,,0.0,9.1355
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43618388.64,43.37,0.0,,0.0,,0.0,9.2113
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43587135.57,43.58,0.0,,0.0,,0.0,9.2047
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43373099.42,43.63,0.0,,0.0,,0.0,9.1595
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43327166.89,43.36,0.0,,0.0,,0.0,9.1498
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43397723.05,43.49,0.0,,0.0,,0.0,9.1647
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43323852.17,43.47,0.0,,0.0,,0.0,9.1491
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43192210.47,43.21,0.0,,0.0,,0.0,9.1213
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43223937.06,43.05,0.0,,0.0,,0.0,9.128
2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43345634.61,43.28,0.0,,0.0,,0.0,9.1537
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43202154.62,43.56,0.0,,0.0,,0.0,9.1234
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,42954497.75,43.12,0.0,,0.0,,0.0,9.0711
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43055359.92,42.87,0.0,,0.0,,0.0,9.0924
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43067198.2,42.83,0.0,,0.0,,0.0,9.0949
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43243351.85,43.12,0.0,,0.0,,0.0,9.1321
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43374520.02,43.19,0.0,,0.0,,0.0,9.1598
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43498585.22,43.26,0.0,,0.0,,0.0,9.186
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43367890.58,43.97,0.0,,0.0,,0.0,9.1584
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43167113.31,43.49,0.0,,0.0,,0.0,9.116
2024-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,42895779.87,43.22,0.0,,0.0,,0.0,9.0587
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,42968703.69,42.66,0.0,,0.0,,0.0,9.0741
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43271763.73,43.18,0.0,,0.0,,0.0,9.1381
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43297334.42,43.33,0.0,,0.0,,0.0,9.1435
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43454546.81,43.18,0.0,,0.0,,0.0,9.1767
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4735313.0,43385411.24,43.51,0.0,,0.0,,0.0,9.1621
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43436095.31,43.33,0.0,,0.0,,0.0,9.1834
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43354741.9,43.63,0.0,,0.0,,0.0,9.1662
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43373661.3,43.41,0.0,,0.0,,0.0,9.1702
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43319268.04,43.18,0.0,,0.0,,0.0,9.1587
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43349539.07,43.43,0.0,,0.0,,0.0,9.1651
2024-06-25,10000.0,91732.0,0.54,0.01,0.09,91732.0,10000.0,10000.0,91732.0,,,10000.0,,,,,,0.09,10000.0,,0.09,,0.21,0.21,4719849.0,43296118.85,43.32,0.21,,1.0,100.0,0.0021,9.1732
2024-06-26,10000.0,91462.0,0.55,0.01,0.09,91462.0,10000.0,10000.0,91462.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43168682.92,43.23,0.21,,1.0,100.0,0.0021,9.1462
2024-06-27,10000.0,91337.0,0.56,0.01,0.09,91337.0,10000.0,10000.0,91337.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43109684.81,42.98,0.21,,1.0,100.0,0.0021,9.1337
2024-06-28,10000.0,91178.0,0.58,0.01,0.09,91178.0,10000.0,10000.0,91178.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43034639.21,43.0,0.21,,1.0,100.0,0.0021,9.1178
2024-07-01,10000.0,90771.0,0.57,0.01,0.09,90771.0,10000.0,10000.0,90771.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,42842541.36,43.0,0.21,,1.0,100.0,0.0021,9.0771
2024-07-02,10000.0,90869.0,0.56,0.01,0.09,90869.0,10000.0,10000.0,90869.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,42888795.88,42.65,0.21,,1.0,100.0,0.0021,9.0869
2024-07-03,10000.0,91275.0,0.56,0.01,0.09,91275.0,10000.0,10000.0,91275.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43080421.75,42.73,0.21,,1.0,100.0,0.0021,9.1275
2024-07-04,10000.0,91122.0,0.56,0.01,0.09,91122.0,10000.0,10000.0,91122.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43008208.06,43.02,0.21,,1.0,100.0,0.0021,9.1122
2024-07-05,10000.0,91435.0,0.55,0.01,0.09,91435.0,0.0,10000.0,0.0,,,,0.09,,10000.0,,,,,,0.0,,0.0,0.0,4729849.0,43247374.33,43.19,0.0,,1.0,100.0,0.0021,9.1435
2024-07-08,10000.0,91694.0,0.52,0.01,0.09,91694.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43369877.42,43.32,0.0,,1.0,100.0,0.0021,9.1694
2024-07-09,10000.0,91359.0,0.4,0.01,0.09,91359.0,10000.0,10000.0,91359.0,,,,,,,,,,10000.0,,0.09,,0.21,0.21,4719849.0,43120068.48,43.17,0.21,,1.0,100.0,0.0021,9.1359
2024-07-10,10000.0,91624.0,0.4,0.01,0.09,91624.0,10000.0,10000.0,91624.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43245144.48,42.95,0.21,,1.0,100.0,0.0021,9.1624
2024-07-11,10000.0,92115.0,0.39,0.01,0.09,92115.0,10000.0,10000.0,92115.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43476889.06,43.2,0.21,,1.0,100.0,0.0021,9.2115
2024-07-12,10000.0,91941.0,0.39,0.01,0.09,91941.0,10000.0,10000.0,91941.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43394763.69,43.52,0.21,,1.0,100.0,0.0021,9.1941
2024-07-15,10000.0,92216.0,0.39,0.01,0.09,92216.0,10000.0,10000.0,92216.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43524559.54,43.4,0.21,,1.0,100.0,0.0021,9.2216
2024-07-16,10000.0,92427.0,0.39,0.01,0.09,92427.0,10000.0,10000.0,92427.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43624148.35,43.4,0.21,,1.0,100.0,0.0021,9.2427
2024-07-17,10000.0,92474.0,0.38,0.01,0.09,92474.0,10000.0,10000.0,92474.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43646331.64,43.8,0.21,,1.0,100.0,0.0021,9.2474
2024-07-18,10000.0,92550.0,0.38,0.01,0.09,92550.0,10000.0,10000.0,92550.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43682202.5,43.64,0.21,,1.0,100.0,0.0021,9.255
2024-07-19,10000.0,92201.0,0.38,0.01,0.09,92201.0,10000.0,10000.0,92201.0,,,,,,,,,,,,0.09,,0.21,0.21,4719849.0,43517479.76,43.65,0.21,,1.0,100.0,0.0021,9.2201
2024-07-22,10000.0,92133.0,0.38,0.01,0.09,92133.0,0.0,10000.0,0.0,,,,0.09,,10000.0,,,,,,0.0,,0.0,0.0,4729849.0,43577517.79,43.82,0.0,,1.0,100.0,0.0021,9.2133
2024-07-23,10000.0,92339.0,0.38,0.01,0.09,92339.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43674952.68,43.63,0.0,,1.0,100.0,0.0021,9.2339
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10000.0,0.0,0.09,0.0,0.0,4729849.0,43633330.01,43.59,0.0,,0.0,,0.0,9.2251
2024-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43711845.5,43.51,0.0,,0.0,,0.0,9.2417
2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43756779.07,43.9,0.0,,0.0,,0.0,9.2512
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43889214.84,43.73,0.0,,0.0,,0.0,9.2792
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,43924215.72,43.82,0.0,,0.0,,0.0,9.2866
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,44078881.79,44.06,0.0,,0.0,,0.0,9.3193
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,44208952.63,43.55,0.0,,0.0,,0.0,9.3468
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,44313482.3,44.01,0.0,,0.0,,0.0,9.3689
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4729849.0,44256251.12,44.46,0.0,,0.0,,0.0,9.3568
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45830654.63,45.73,0.0,,0.0,,0.0,9.3625
2024-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45640723.58,45.83,0.0,,0.0,,0.0,9.3237
2024-08-08,10700.0,99913.39,0.49,0.01,0.1,99913.39,0.0,10700.0,0.0,,,10700.0,,,,,,0.1,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0022,9.3377
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10700.0,0.0,0.1,0.0,0.0,4895130.0,45782192.84,45.66,0.0,,0.0,,0.0,9.3526
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45787577.48,45.6,0.0,,0.0,,0.0,9.3537
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45964781.19,45.69,0.0,,0.0,,0.0,9.3899
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45973592.42,46.13,0.0,,0.0,,0.0,9.3917
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45776808.2,45.75,0.0,,0.0,,0.0,9.3515
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45800304.82,45.8,0.0,,0.0,,0.0,9.3563
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45782192.84,45.59,0.0,,0.0,,0.0,9.3526
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45908487.19,45.74,0.0,,0.0,,0.0,9.3784
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45975060.96,46.02,0.0,,0.0,,0.0,9.392
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45898207.42,45.66,0.0,,0.0,,0.0,9.3763
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45923662.1,46.02,0.0,,0.0,,0.0,9.3815
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45871284.2,45.87,0.0,,0.0,,0.0,9.3708
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45706318.32,46.09,0.0,,0.0,,0.0,9.3371
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45779745.27,45.87,0.0,,0.0,,0.0,9.3521
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45733731.05,45.91,0.0,,0.0,,0.0,9.3427
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45745968.88,45.68,0.0,,0.0,,0.0,9.3452
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45755759.14,45.84,0.0,,0.0,,0.0,9.3472
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,45790514.56,45.43,0.0,,0.0,,0.0,9.3543
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46004431.74,45.67,0.0,,0.0,,0.0,9.398
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46042613.75,46.13,0.0,,0.0,,0.0,9.4058
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46144432.46,46.27,0.0,,0.0,,0.0,9.4266
2024-09-09,21400.0,201714.26,1.75,0.01,0.2,100857.13,10700.0,10700.0,100857.13,,,10700.0,,,,,,0.1,10700.0,,0.1,,6.47,0.22,154581.0,1457065.05,1.46,6.47,,1.0,100.0,0.0044,9.4259
2024-09-10,10700.0,100984.46,0.82,0.01,0.1,100984.46,0.0,10700.0,0.0,,,,0.1,,10700.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0022,9.4378
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10700.0,0.0,0.1,0.0,0.0,4895130.0,46358349.64,45.88,0.0,,0.0,,0.0,9.4703
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46207090.12,46.3,0.0,,0.0,,0.0,9.4394
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46257999.47,46.04,0.0,,0.0,,0.0,9.4498
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46393105.06,46.29,0.0,,0.0,,0.0,9.4774
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46336321.55,46.37,0.0,,0.0,,0.0,9.4658
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46111635.09,46.11,0.0,,0.0,,0.0,9.4199
2024-09-19,12200.0,115015.5,0.9,0.01,0.11,115015.5,0.0,12200.0,0.0,,,12200.0,,,,,,0.11,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0025,9.4275
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,12200.0,0.0,0.12,0.0,0.0,4895130.0,46033313.01,46.37,0.0,,0.0,,0.0,9.4039
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46131705.12,45.72,0.0,,0.0,,0.0,9.424
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4895130.0,46319678.11,46.31,0.0,,0.0,,0.0,9.4624
2024-09-25,21400.0,201611.54,1.49,0.01,0.2,100805.77,10700.0,10700.0,100805.77,,,10700.0,,,,,,0.1,10700.0,,0.1,,6.47,0.22,154581.0,1456323.06,1.46,6.47,,1.0,100.0,0.0044,9.4211
2024-09-26,31900.0,300973.31,2.04,0.02,0.3,200963.37,10600.0,21300.0,100009.94,,0.1,,0.0,10600.0,100.0,0.1,,,,,0.1,,6.41,0.22,154681.0,1459399.77,1.46,6.41,,1.0,100.0,0.0065,9.4349
2024-09-27,21200.0,200649.52,1.25,0.01,0.2,100324.76,10600.0,10600.0,100324.76,,,,,,,,,,,10700.0,0.1,0.1,8.07,0.22,120794.0,1143266.89,1.14,8.07,,1.0,100.0,0.0044,9.4646
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,,10600.0,,,,,10600.0,0.0,0.1,0.0,0.0,4861243.0,45981525.29,46.16,0.0,,0.0,,0.0,9.4588
