,ALKLA FP Equity_DX_SI_QTY,ALKLA FP Equity_DX_SHORT_INTEREST_VALUE,ALKLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLA FP Equity_DX_SI_MV,ALKLA FP Equity_DX_DSS,ALKLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLA FP Equity_DX_SUPPLY_SI_QTY,ALKLA FP Equity_DX_BROKER_SI_QTY,ALKLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLA FP Equity_DX_BROKER_SI_MV_INC_x,ALKLA FP Equity_DX_BROKER_SI_QTY_ADD,ALKLA FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLA FP Equity_DX_BROKER_SI_QTY_INC,ALKLA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLA FP Equity_DX_BROKER_SI_MV_INC_y,ALKLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLA FP Equity_DX_BROKER_SI_MV_ADD,ALKLA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLA FP Equity_DX_BROKER_SI_QTY_DEC,ALKLA FP Equity_DX_SUPPLY_SI_MV,ALKLA FP Equity_DX_BROKER_SI_MV_DEC,ALKLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLA FP Equity_DX_UTILIZATION_QUANTITY,ALKLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLA FP Equity_DX_BROKER_SI_CON_RATIO,ALKLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKLA FP Equity_PX_LAST
2023-09-15,1000.0,3560.0,0.11,0.02,0.03,0.0,0.0,3560.0,900.0,1000.0,3204.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,10.07,0.8188,89.93,1.1111,3.56
2023-09-18,1000.0,3630.0,0.11,0.02,0.03,0.0,0.0,3630.0,900.0,1000.0,3267.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,10.16,0.8174,89.84,1.1111,3.63
2023-09-19,1000.0,3690.0,0.11,0.02,0.03,0.0,0.0,3690.0,900.0,1000.0,3321.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,10.16,0.8175,89.84,1.1111,3.69
2023-09-20,100.0,364.0,0.01,0.0,0.0,0.0,0.0,364.0,0.0,100.0,0.0,,,,0.0,,900.0,,,,,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.64
2023-09-21,126.0,444.78,0.01,0.0,0.0,0.0,0.0,444.78,0.0,126.0,0.0,,0.0,,,26.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.53
2023-09-22,126.0,452.34,0.01,0.0,0.0,0.0,0.0,452.34,0.0,126.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.59
2023-09-25,126.0,428.4,0.01,0.0,0.0,0.0,0.0,428.4,0.0,126.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.4
2023-09-26,126.0,420.84,0.01,0.0,0.0,0.0,0.0,420.84,0.0,126.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.34
2023-09-27,126.0,430.92,0.01,0.0,0.0,0.0,0.0,430.92,0.0,126.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.42
2023-09-28,126.0,441.0,0.01,0.0,0.0,0.0,0.0,441.0,0.0,126.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.5
2023-09-29,126.0,430.92,0.01,0.0,0.0,0.0,0.0,430.92,0.0,126.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.42
2023-10-02,326.0,1144.26,0.04,0.01,0.01,0.0,0.0,1144.26,0.0,326.0,0.0,,,200.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,38.44,0.5267,61.56,0.0,3.51
2023-10-03,368.0,1361.6,0.04,0.01,0.01,0.0,0.0,1361.6,0.0,368.0,0.0,,0.0,,,42.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.36,0.5429,64.64,0.0,3.7
2023-10-04,368.0,1343.2,0.04,0.01,0.01,0.0,0.0,1343.2,0.0,368.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.01,0.5512,65.99,0.0,3.65
2023-10-05,368.0,1310.08,0.04,0.01,0.01,0.0,0.0,1310.08,0.0,368.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.5531,66.3,0.0,3.56
2023-10-06,368.0,1339.52,0.04,0.01,0.01,0.0,0.0,1339.52,0.0,368.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.32,0.5492,65.68,0.0,3.64
2023-10-09,268.0,962.12,0.03,0.01,0.01,0.0,0.0,962.12,0.0,268.0,0.0,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,0.8275,90.47,0.0,3.59
2023-10-10,268.0,970.16,0.03,0.01,0.01,0.0,0.0,970.16,0.0,268.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.81,0.8231,90.19,0.0,3.62
2023-10-11,268.0,948.72,0.03,0.01,0.01,0.0,0.0,948.72,0.0,268.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.8281,90.5,0.0,3.54
2023-10-12,268.0,943.36,0.03,0.01,0.01,0.0,0.0,943.36,0.0,268.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.8265,90.4,0.0,3.52
2023-10-13,268.0,938.0,0.03,0.01,0.01,0.0,0.0,938.0,0.0,268.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.8265,90.4,0.0,3.5
2023-10-16,268.0,935.32,0.03,0.01,0.01,0.0,0.0,935.32,0.0,268.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.71,0.8247,90.29,0.0,3.49
2023-10-17,268.0,932.64,0.03,0.01,0.01,0.0,0.0,932.64,0.0,268.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.68,0.8252,90.32,0.0,3.48
2023-10-18,226.0,763.88,0.03,0.01,0.01,0.0,0.0,763.88,0.0,226.0,0.0,,,,,,,,,,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,0.8019,88.85,0.0,3.38
2023-10-19,200.0,632.0,0.02,0.01,0.01,0.0,0.0,632.0,0.0,200.0,0.0,,,,,,,,,,,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.16
2023-10-20,200.0,620.0,0.02,0.01,0.01,0.0,0.0,620.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,3.1
2023-10-23,200.0,574.0,0.02,0.01,0.01,0.0,0.0,574.0,0.0,200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.87
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,526.0,0.0,0.0,,0.0,,0.0,2.63
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,528.0,0.0,0.0,,0.0,,0.0,2.64
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,520.0,0.0,0.0,,0.0,,0.0,2.6
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,520.0,0.0,0.0,,0.0,,0.0,2.6
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,518.0,0.0,0.0,,0.0,,0.0,2.59
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,496.0,0.0,0.0,,0.0,,0.0,2.48
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,484.0,0.0,0.0,,0.0,,0.0,2.42
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,470.0,0.0,0.0,,0.0,,0.0,2.35
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,480.0,0.0,0.0,,0.0,,0.0,2.4
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,488.0,0.0,0.0,,0.0,,0.0,2.44
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,476.0,0.0,0.0,,0.0,,0.0,2.38
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,480.0,0.0,0.0,,0.0,,0.0,2.4
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,478.0,0.0,0.0,,0.0,,0.0,2.39
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,434.0,0.0,0.0,,0.0,,0.0,2.17
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,414.0,0.0,0.0,,0.0,,0.0,2.07
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,468.0,0.0,0.0,,0.0,,0.0,2.34
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,464.0,0.0,0.0,,0.0,,0.0,2.32
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,504.0,0.0,0.0,,0.0,,0.0,2.52
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,510.0,0.0,0.0,,0.0,,0.0,2.55
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,482.0,0.0,0.0,,0.0,,0.0,2.41
2023-12-13,211.0,508.51,0.02,0.01,0.01,0.0,0.0,508.51,0.0,211.0,0.0,,,211.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.055,2.41
2023-12-14,211.0,523.28,0.02,0.01,0.01,0.0,0.0,523.28,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.055,2.48
2023-12-15,211.0,512.73,0.02,0.01,0.01,0.0,0.0,512.73,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.055,2.43
2023-12-18,211.0,516.95,0.02,0.01,0.01,0.0,0.0,516.95,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.055,2.45
2023-12-19,211.0,502.18,0.02,0.01,0.01,0.0,0.0,502.18,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.055,2.38
2023-12-20,211.0,521.17,0.02,0.01,0.01,0.0,0.0,521.17,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.055,2.47
2023-12-21,211.0,626.67,0.02,0.01,0.01,0.0,0.0,626.67,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.055,2.97
2023-12-22,211.0,630.89,0.02,0.01,0.01,0.0,0.0,630.89,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.055,2.99
2023-12-25,211.0,630.89,0.02,0.01,0.01,0.0,0.0,630.89,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.055,
2023-12-26,211.0,630.89,0.02,0.01,0.01,0.0,0.0,630.89,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2023-12-27,211.0,622.45,0.02,0.01,0.01,0.0,0.0,622.45,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1758,2.95
2023-12-28,100.0,284.0,0.01,0.0,0.0,0.0,0.0,142.0,50.0,50.0,142.0,,,,,,,,,,50.0,161.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.84
2023-12-29,100.0,272.0,0.01,0.0,0.0,0.0,0.0,136.0,50.0,50.0,136.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.72
2024-01-01,100.0,272.0,0.01,0.0,0.0,0.0,0.0,136.0,50.0,50.0,136.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2024-01-02,100.0,282.0,0.01,0.0,0.0,0.0,0.0,141.0,50.0,50.0,141.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.82
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2024-01-05,11800.0,39530.0,1.31,0.51,0.36,0.04,0.0,19765.0,5900.0,5900.0,19765.0,,,5900.0,,,,,,0.02,5900.0,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.35
2024-01-08,7894.0,26602.78,0.88,0.34,0.24,0.03,0.0,26602.78,5900.0,7894.0,19883.0,,,1994.0,,,,,,0.01,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,25.3,0.622,74.7,1.338,3.37
2024-01-09,7894.0,25023.98,0.88,0.33,0.24,0.03,0.0,25023.98,5900.0,7894.0,18703.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,25.33,0.6217,74.67,1.338,3.17
2024-01-10,7894.0,24866.1,0.88,0.32,0.24,0.03,0.0,24866.1,5900.0,7894.0,18585.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,25.16,0.6234,74.84,1.338,3.15
2024-01-11,7894.0,26365.96,0.88,0.31,0.24,0.02,0.0,26365.96,5900.0,7894.0,19706.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,25.24,0.6226,74.76,1.338,3.34
2024-01-12,7894.0,26681.72,0.88,0.28,0.24,0.03,0.0,26681.72,5900.0,7894.0,19942.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,25.25,0.6226,74.75,1.338,3.38
2024-01-15,7894.0,26365.96,0.88,0.26,0.24,0.03,0.0,26365.96,5900.0,7894.0,19706.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,24.99,0.6251,75.01,1.338,3.34
2024-01-16,7394.0,23660.8,0.82,0.25,0.22,0.02,0.0,23660.8,5400.0,7394.0,17280.0,,,,0.0,,500.0,,,,,500.0,0.02,0.0,100.0,100.0,0.0,0.0,0.0,100.0,27.1,0.6049,72.9,1.3693,3.2
2024-01-17,7394.0,21960.18,0.82,0.24,0.22,0.02,0.0,21960.18,5400.0,7394.0,16038.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,27.95,0.5973,72.05,1.3693,2.97
2024-01-18,7394.0,22034.12,0.82,0.23,0.22,0.02,0.0,22034.12,5400.0,7394.0,16092.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,29.48,0.5842,70.52,1.3693,2.98
2024-01-19,7394.0,22182.0,0.82,0.24,0.22,0.02,0.0,22182.0,5400.0,7394.0,16200.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,29.38,0.585,70.62,1.3693,3.0
2024-01-22,7394.0,21738.36,0.82,0.25,0.22,0.02,0.0,21738.36,5400.0,7394.0,15876.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,26.97,0.6061,73.03,1.3693,2.94
2024-01-23,7394.0,21960.18,0.82,0.25,0.22,0.02,0.0,21960.18,5400.0,7394.0,16038.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,27.42,0.602,72.58,1.3693,2.97
2024-01-24,7394.0,20998.96,0.82,0.25,0.22,0.02,0.0,20998.96,5400.0,7394.0,15336.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,27.16,0.6043,72.84,1.3693,2.84
2024-01-25,7394.0,21442.6,0.82,0.26,0.22,0.02,0.0,21442.6,5400.0,7394.0,15660.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,27.06,0.6052,72.94,1.3693,2.9
2024-01-26,7394.0,20333.5,0.82,0.26,0.22,0.02,0.0,20333.5,5400.0,7394.0,14850.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,26.92,0.6065,73.08,1.3693,2.75
2024-01-29,1994.0,5184.4,0.22,0.07,0.06,0.01,0.0,5184.4,0.0,1994.0,0.0,,,,0.02,,5400.0,,,,,5400.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.6
2024-01-30,1994.0,5343.92,0.22,0.07,0.06,0.01,0.0,5343.92,0.0,1994.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.68
2024-01-31,1994.0,5383.8,0.22,0.06,0.06,0.01,0.0,5383.8,0.0,1994.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.7
2024-02-01,1520.0,4119.2,0.17,0.05,0.05,0.0,0.0,2059.6,760.0,760.0,2059.6,,,,,,,,,,760.0,1234.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.71
2024-02-02,1520.0,3952.0,0.17,0.05,0.05,0.0,0.0,1976.0,760.0,760.0,1976.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.6
2024-02-05,1520.0,3876.0,0.17,0.05,0.05,0.0,0.0,1938.0,760.0,760.0,1938.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.55
2024-02-06,1520.0,3860.8,0.17,0.05,0.05,0.0,0.0,1930.4,760.0,760.0,1930.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.54
2024-02-07,1520.0,3906.4,0.17,0.06,0.05,0.0,0.0,1953.2,760.0,760.0,1953.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.57
2024-02-08,1520.0,3632.8,0.17,0.06,0.05,0.0,0.0,1816.4,760.0,760.0,1816.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.39
2024-02-09,1520.0,3632.8,0.17,0.06,0.05,0.0,0.0,1816.4,760.0,760.0,1816.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.39
2024-02-12,1520.0,3952.0,0.17,0.06,0.05,0.0,0.0,1976.0,760.0,760.0,1976.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.6
2024-02-13,1520.0,3739.2,0.17,0.05,0.05,0.0,0.0,1869.6,760.0,760.0,1869.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.46
2024-02-14,1520.0,3860.8,0.17,0.05,0.05,0.0,0.0,1930.4,760.0,760.0,1930.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.54
2024-02-15,1520.0,3800.0,0.17,0.06,0.05,0.0,0.0,1900.0,760.0,760.0,1900.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.5
2024-02-16,1994.0,4745.72,0.22,0.08,0.06,0.01,0.0,4745.72,0.0,1994.0,0.0,,0.0,,0.0,1234.0,760.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.6237,2.38
2024-02-19,1994.0,4745.72,0.22,0.08,0.06,0.0,0.0,4745.72,0.0,1994.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.6237,2.38
2024-02-20,1994.0,4845.42,0.22,0.09,0.06,0.0,0.0,4845.42,0.0,1994.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,2.43
2024-02-21,4675.0,11453.75,0.52,0.22,0.14,0.01,0.0,11453.75,2681.0,4675.0,6568.45,,,2681.0,,,,,,0.01,2681.0,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,42.65,0.5108,57.35,1.7438,2.45
2024-02-22,4675.0,12014.75,0.52,0.22,0.14,0.01,0.0,12014.75,2681.0,4675.0,6890.17,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,42.61,0.5109,57.39,1.7438,2.57
2024-02-23,6996.0,19239.0,0.78,0.39,0.21,0.02,0.0,19239.0,5002.0,6996.0,13755.5,2321.0,0.01,,,2321.0,,0.01,2321.0,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,28.46,0.5928,71.54,1.3986,2.75
2024-02-26,6996.0,18959.16,0.78,0.41,0.21,0.02,0.0,18959.16,5002.0,6996.0,13555.42,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,28.44,0.5929,71.56,1.3986,2.71
2024-02-27,6996.0,19029.12,0.78,0.41,0.21,0.02,0.0,19029.12,5002.0,6996.0,13605.44,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,28.51,0.5923,71.49,1.3986,2.72
2024-02-28,6996.0,18539.4,0.78,0.4,0.21,0.02,0.0,18539.4,5002.0,6996.0,13255.3,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,28.51,0.5923,71.49,1.3986,2.65
2024-02-29,6996.0,18539.4,0.78,0.45,0.21,0.02,0.0,18539.4,5002.0,6996.0,13255.3,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,28.56,0.592,71.44,1.3986,2.65
2024-03-01,6996.0,18189.6,0.78,0.48,0.21,0.02,0.0,18189.6,5002.0,6996.0,13005.2,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,28.45,0.5929,71.55,1.3986,2.6
2024-03-04,4315.0,11219.0,0.48,0.3,0.13,0.01,0.0,11219.0,2321.0,4315.0,6034.6,,,,0.01,,2681.0,,,,,2681.0,0.01,0.01,100.0,100.0,0.0,0.0,0.0,100.0,46.14,0.503,53.86,1.8591,2.6
2024-03-05,4315.0,11003.25,0.48,0.3,0.13,0.01,0.0,11003.25,2321.0,4315.0,5918.55,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,46.22,0.5029,53.78,1.8591,2.55
2024-03-06,4315.0,11607.35,0.48,0.3,0.13,0.01,0.0,11607.35,2321.0,4315.0,6243.49,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,46.61,0.5023,53.39,1.8591,2.69
2024-03-07,6315.0,16040.1,0.7,0.43,0.19,0.02,0.0,16040.1,4321.0,6315.0,10975.34,2000.0,0.01,,,2000.0,,0.01,2000.0,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,30.68,0.5747,69.32,1.4615,2.54
