,JBOG FP Equity_DX_SI_QTY,JBOG FP Equity_DX_SHORT_INTEREST_VALUE,JBOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,JBOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JBOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JBOG FP Equity_DX_SI_MV,JBOG FP Equity_DX_DSS,JBOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JBOG FP Equity_DX_SUPPLY_SI_QTY,JBOG FP Equity_DX_BROKER_SI_QTY,JBOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JBOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,JBOG FP Equity_DX_BROKER_SI_MV_INC_x,JBOG FP Equity_DX_BROKER_SI_QTY_ADD,JBOG FP Equity_DX_SUPPLY_SI_MV_DEC,JBOG FP Equity_DX_BROKER_SI_QTY_INC,JBOG FP Equity_DX_SUPPLY_SI_QTY_DEC,JBOG FP Equity_DX_BROKER_SI_MV_INC_y,JBOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,JBOG FP Equity_DX_BROKER_SI_MV_ADD,JBOG FP Equity_DX_SUPPLY_SI_QTY_ADD,JBOG FP Equity_DX_BROKER_SI_QTY_DEC,JBOG FP Equity_DX_SUPPLY_SI_MV,JBOG FP Equity_DX_BROKER_SI_MV_DEC,JBOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JBOG FP Equity_DX_UTILIZATION_QUANTITY,JBOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JBOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JBOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JBOG FP Equity_DX_ACTIVE_UTILIZATION_MV,JBOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JBOG FP Equity_DX_BROKER_SI_CON_RATIO,JBOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JBOG FP Equity_DX_DEMAND_SUPPLY_RATIO,JBOG FP Equity_PX_LAST
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.23
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.34
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.48
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.48
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.48
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.98
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.88
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.98
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96
2018-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,310.0,2740.4,0.0,0.0,,0.0,,0.0,8.84
2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,310.0,2765.2,0.0,0.0,,0.0,,0.0,8.92
2018-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,310.0,2709.4,0.0,0.0,,0.0,,0.0,8.74
2018-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,310.0,2703.2,0.0,0.0,,0.0,,0.0,8.72
2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,310.0,2740.4,0.0,0.0,,0.0,,0.0,8.84
2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,310.0,2721.8,0.0,0.0,,0.0,,0.0,8.78
2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,310.0,2728.0,0.0,0.0,,0.0,,0.0,8.8
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,8926.12,0.01,0.0,,0.0,,0.0,8.98
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,8926.12,0.01,0.0,,0.0,,0.0,8.98
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,8687.56,0.01,0.0,,0.0,,0.0,8.74
2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,8468.88,0.01,0.0,,0.0,,0.0,8.52
2018-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,8528.52,0.01,0.0,,0.0,,0.0,8.58
2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,8946.0,0.01,0.0,,0.0,,0.0,9.0
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,8866.48,0.01,0.0,,0.0,,0.0,8.92
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,8369.48,0.01,0.0,,0.0,,0.0,8.42
2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7783.02,0.01,0.0,,0.0,,0.0,8.0
2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7783.02,0.01,0.0,,0.0,,0.0,8.0
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7256.2,0.01,0.0,,0.0,,0.0,7.3
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7256.2,0.01,0.0,,0.0,,0.0,7.3
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7236.32,0.01,0.0,,0.0,,0.0,7.28
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7355.6,0.01,0.0,,0.0,,0.0,7.4
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7375.48,0.01,0.0,,0.0,,0.0,7.42
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7295.96,0.01,0.0,,0.0,,0.0,7.34
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7415.24,0.01,0.0,,0.0,,0.0,7.46
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7315.84,0.01,0.0,,0.0,,0.0,7.36
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7355.6,0.01,0.0,,0.0,,0.0,7.4
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7375.48,0.01,0.0,,0.0,,0.0,7.42
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7415.24,0.01,0.0,,0.0,,0.0,7.46
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7435.12,0.01,0.0,,0.0,,0.0,7.48
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7355.6,0.01,0.0,,0.0,,0.0,7.4
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7355.6,0.01,0.0,,0.0,,0.0,7.4
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7395.36,0.01,0.0,,0.0,,0.0,7.44
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7256.2,0.01,0.0,,0.0,,0.0,7.3
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7117.04,0.01,0.0,,0.0,,0.0,7.16
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6759.2,0.01,0.0,,0.0,,0.0,6.8
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6858.6,0.01,0.0,,0.0,,0.0,6.9
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6818.84,0.01,0.0,,0.0,,0.0,6.86
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6818.84,0.01,0.0,,0.0,,0.0,6.86
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6858.6,0.01,0.0,,0.0,,0.0,6.9
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,7077.28,0.01,0.0,,0.0,,0.0,7.12
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6858.6,0.01,0.0,,0.0,,0.0,6.9
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6600.16,0.01,0.0,,0.0,,0.0,6.64
2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6540.52,0.01,0.0,,0.0,,0.0,6.58
2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6540.52,0.01,0.0,,0.0,,0.0,6.58
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6560.4,0.01,0.0,,0.0,,0.0,6.6
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6600.16,0.01,0.0,,0.0,,0.0,6.64
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6679.68,0.01,0.0,,0.0,,0.0,6.72
2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6620.04,0.01,0.0,,0.0,,0.0,6.66
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6580.28,0.01,0.0,,0.0,,0.0,6.62
2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6580.28,0.01,0.0,,0.0,,0.0,6.62
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6361.6,0.01,0.0,,0.0,,0.0,6.4
2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6222.44,0.01,0.0,,0.0,,0.0,6.26
2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6202.56,0.01,0.0,,0.0,,0.0,6.24
2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6242.32,0.01,0.0,,0.0,,0.0,6.28
2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6222.44,0.01,0.0,,0.0,,0.0,6.26
2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6461.0,0.01,0.0,,0.0,,0.0,6.5
2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6779.08,0.01,0.0,,0.0,,0.0,6.82
2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6699.56,0.01,0.0,,0.0,,0.0,6.74
2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6600.16,0.01,0.0,,0.0,,0.0,6.64
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,994.0,6461.0,0.01,0.0,,0.0,,0.0,6.5
