,FR FP Equity_DX_SI_QTY,FR FP Equity_DX_SHORT_INTEREST_VALUE,FR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FR FP Equity_DX_SI_MV,FR FP Equity_DX_DSS,FR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FR FP Equity_DX_SUPPLY_SI_QTY,FR FP Equity_DX_BROKER_SI_QTY,FR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FR FP Equity_DX_BROKER_SI_MV_NEW_x,FR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FR FP Equity_DX_SUPPLY_SI_QTY_INC_x,FR FP Equity_DX_BROKER_SI_MV_INC_x,FR FP Equity_DX_SUPPLY_SI_MV_NEW,FR FP Equity_DX_BROKER_SI_QTY_ADD,FR FP Equity_DX_BROKER_SI_QTY_NEW,FR FP Equity_DX_SUPPLY_SI_MV_DEC,FR FP Equity_DX_BROKER_SI_QTY_INC,FR FP Equity_DX_SUPPLY_SI_QTY_DEC,FR FP Equity_DX_BROKER_SI_MV_NEW_y,FR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FR FP Equity_DX_BROKER_SI_MV_INC_y,FR FP Equity_DX_SUPPLY_SI_QTY_INC_y,FR FP Equity_DX_BROKER_SI_MV_ADD,FR FP Equity_DX_SUPPLY_SI_QTY_ADD,FR FP Equity_DX_BROKER_SI_QTY_DEC,FR FP Equity_DX_SUPPLY_SI_MV,FR FP Equity_DX_BROKER_SI_MV_DEC,FR FP Equity_DX_SUPPLY_SI_MV_RMV,FR FP Equity_DX_BROKER_SI_MV_RMV,FR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FR FP Equity_DX_UTILIZATION_QUANTITY,FR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FR FP Equity_DX_ACTIVE_UTILIZATION_MV,FR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FR FP Equity_DX_BROKER_SI_CON_RATIO,FR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FR FP Equity_DX_DEMAND_SUPPLY_RATIO,FR FP Equity_PX_LAST
2014-02-21,600306.0,55267378.02,0.92,1.79,0.76,49.09,0.0,37386815.29,281909.0,406090.0,25954048.89,,,12000.0,3.86,,,,,32000.0,,,,3.86,12000.0,,,18624.0,26.04,1.6,,,1.16,1.16,24112940.0,2219966100.95,,2197.52,1.17,21.75,0.1706,24.38,0.0246,99.07
2014-02-24,567839.0,51613402.56,0.87,1.55,0.71,47.61,0.0,33730014.24,249442.0,371090.0,22672888.55,,,2533.0,,,,,2.88,,35000.0,,,,2533.0,,,35000.0,24.57,3.51,,,1.02,1.02,24143522.0,2194511683.95,,2380.35,1.02,21.57,0.1604,25.49,0.0233,97.81
2014-02-25,598839.0,54815113.95,0.92,1.57,0.75,50.62,0.0,35340997.07,264942.0,386090.0,24251636.78,,,15500.0,1.51,,,,,15000.0,,,,1.51,15500.0,,,,25.99,,,,1.09,1.09,24109980.0,2206922563.56,,2359.56,1.09,20.06,0.1459,23.88,0.0246,98.5
2014-02-26,575386.0,53090744.51,0.88,1.53,0.72,48.56,0.0,32864745.53,260898.0,356181.0,24073003.27,,,2406.0,0.14,,,,1.06,1091.0,11000.0,,,0.14,2406.0,,4550.0,31000.0,25.79,3.02,,,1.06,1.06,24364028.0,2248063709.9,,2404.06,1.06,21.38,0.1515,25.65,0.0234,99.29
2014-02-27,529091.0,48996120.2,0.81,1.4,0.67,44.36,0.0,28706047.39,230798.0,309986.0,21372895.31,,,,,,,,2.94,,30100.0,,,,,,,46195.0,22.96,4.35,,,0.94,0.94,24387650.0,2258402110.25,,2416.37,0.94,23.82,0.1749,28.68,0.0215,99.65
2014-02-28,523323.0,49337357.84,0.8,1.36,0.66,44.04,0.0,28857739.0,230021.0,306095.0,21685705.36,,,,0.47,,,,0.07,4550.0,777.0,,,0.47,,,,8441.0,23.12,0.85,,,0.93,0.93,24488600.0,2308713397.27,,2441.51,0.94,23.89,0.1783,29.28,0.0212,101.45
2014-03-03,614236.0,56726798.42,0.94,1.58,0.77,53.42,0.0,32886592.91,270934.0,356095.0,25021682.88,,,40913.0,5.17,,,,,50000.0,,,,5.17,40913.0,,,,27.28,,,,1.09,1.09,24611888.0,2272992155.04,,2481.39,1.09,19.12,0.1469,22.96,0.0247,99.38
2014-03-04,602927.0,58018814.45,0.92,1.53,0.76,52.2,0.0,33216761.7,270534.0,345186.0,26033105.08,,,,1.1,,,,0.11,11000.0,400.0,,,1.1,,,,21909.0,27.35,2.35,,,1.08,1.08,24831358.0,2389486541.93,,2495.92,1.08,19.57,0.1446,24.49,0.024,103.55
2014-03-05,598286.0,57905808.4,0.92,1.5,0.75,52.82,0.0,33400422.12,265984.0,345095.0,25743571.7,,,,,,,,6.2,,64272.0,,,,,,59722.0,91.0,27.48,0.0,,,1.05,1.05,25090500.0,2428413309.97,,2597.91,1.05,19.23,0.143,24.2,0.0236,104.15
2014-03-06,589792.0,57357752.34,0.9,1.47,0.74,52.22,0.0,32919497.93,264084.0,338501.0,25682384.08,,,,,,,,0.05,,1900.0,,,,,,,6594.0,27.52,0.69,,,1.05,1.05,24978720.0,2429200863.14,,2592.49,1.05,19.42,0.144,24.56,0.0234,104.65
2014-03-07,582081.0,55255537.61,0.89,1.46,0.73,51.29,0.0,34677327.82,243084.0,365303.0,23075374.57,,,1000.0,0.12,,40513.0,,2.75,1000.0,27000.0,,,0.12,1000.0,4.24,5000.0,14711.0,25.16,1.53,,,0.97,0.97,24899640.0,2363662436.23,,2574.55,0.97,19.89,0.1429,24.55,0.0232,102.15
2014-03-10,543510.0,50684939.24,0.83,1.37,0.68,46.45,0.0,30469341.07,243084.0,326732.0,22668760.04,,,,,,,,,,,,,,,,,38571.0,24.63,4.15,,,0.97,0.97,24827524.0,2315286830.63,,2517.67,0.97,22.22,0.161,26.94,0.0217,100.35
2014-03-11,542211.0,50992094.48,0.83,1.37,0.68,46.08,0.0,31075486.77,229571.0,330433.0,21589945.84,,,,,,5000.0,,1.41,,13513.0,,,,,0.53,,1299.0,23.13,0.11,,,0.9,0.9,25167224.0,2366845128.56,,2528.82,0.91,22.36,0.1632,27.34,0.0214,101.2
2014-03-12,528942.0,48677565.11,0.81,1.36,0.67,44.64,0.0,29188023.0,235991.0,317164.0,21717820.23,,,6420.0,0.41,,,,,3593.0,,,,0.41,6420.0,,,16862.0,23.63,1.73,,,0.93,0.93,25248008.0,2323528011.33,,2532.76,0.92,23.5,0.173,27.8,0.0208,99.03
2014-03-13,522172.0,47642069.94,0.8,1.33,0.66,43.58,0.0,28319811.59,235991.0,310394.0,21531410.58,,,,0.1,,,,,2208.0,,,,0.1,,,,6770.0,23.28,0.67,,,0.93,0.93,25166296.0,2296129310.35,,2484.47,0.93,24.08,0.1797,28.25,0.0206,98.18
2014-03-14,488314.0,43935772.66,0.75,1.22,0.61,39.84,0.0,24863803.26,236184.0,276343.0,21250520.22,,,,,,,,0.08,,556.0,,,,,,749.0,34051.0,23.1,3.53,,,0.93,0.93,25296992.0,2276082376.1,,2471.1,0.93,26.76,0.1939,30.95,0.0191,96.82
2014-03-17,488870.0,44708143.2,0.75,1.2,0.62,39.78,0.0,25272122.27,236740.0,276343.0,21650348.4,,,556.0,,,,,,,,,,,556.0,,,,23.1,,,,0.93,0.93,25281576.0,2312050892.97,,2455.32,0.93,26.7,0.1959,31.39,0.0192,98.41
2014-03-18,492770.0,45998981.46,0.76,1.21,0.62,40.65,0.0,26169394.36,236640.0,280343.0,22089816.7,,,,0.39,,,,0.0,4000.0,100.0,,,0.39,,,,,23.52,,,,0.93,0.93,25096656.0,2342716914.72,,2479.04,0.94,27.23,0.1976,31.33,0.0195,100.45
2014-03-19,492261.0,46248813.92,0.75,1.2,0.62,41.01,0.0,26338733.4,236131.0,280343.0,22184935.8,,,,,,,,0.05,,509.0,,,,,,,,23.8,,,,0.93,0.93,25196764.0,2367281685.37,,2537.01,0.93,26.99,0.1966,31.32,0.0194,101.1
2014-03-20,498644.0,46964355.31,0.74,1.24,0.63,41.81,0.0,26384085.13,236124.0,280133.0,22239135.4,,,1000.0,,,,,0.07,,1007.0,,,,1000.0,,,210.0,23.91,0.0,,,0.93,0.93,25068286.0,2361034907.97,,2539.52,0.93,26.41,0.1917,30.72,0.0197,101.35
2014-03-21,500195.0,46901261.79,0.74,1.24,0.63,41.96,0.0,26360704.18,236675.0,281133.0,22192057.36,,,551.0,,,1000.0,,,,,,,,551.0,0.1,,,23.93,,,,0.93,0.93,25124560.0,2355828358.54,,2537.3,0.93,26.31,0.1894,30.47,0.0197,100.9
2014-03-24,489117.0,44003476.78,0.72,1.19,0.62,40.31,0.0,23453010.96,246040.0,260690.0,22135021.74,,,,0.1,,,,,1000.0,,,,0.1,,,9365.0,21443.0,24.38,2.17,,,0.96,0.96,25370814.0,2282488698.36,,2522.28,0.96,28.04,0.1998,31.21,0.0191,96.81
2014-03-25,492808.0,44582838.89,0.73,1.19,0.62,40.18,0.0,24008210.84,245040.0,265381.0,22168022.52,,,,,,6028.0,,0.15,,1000.0,,,,,0.58,,1337.0,23.93,0.15,,,0.97,0.97,25111676.0,2271776848.97,,2428.65,0.98,27.75,0.197,31.15,0.0194,97.35
2014-03-26,489216.0,45371716.31,0.72,1.2,0.62,40.2,0.0,24588773.99,241703.0,265126.0,22416437.62,,,,,,,,0.32,,3337.0,,,,,,,255.0,23.94,0.0,,,0.94,0.94,25597772.0,2374032838.95,,2505.64,0.95,27.76,0.2021,31.94,0.0189,99.8
2014-03-27,467216.0,43613572.5,0.69,1.14,0.59,38.39,0.0,22695270.34,241703.0,243126.0,22562436.46,,,,,,,,,,,,,,,,,22000.0,24.25,2.14,,,0.94,0.94,25353744.0,2366715506.65,,2532.81,0.95,29.5,0.2249,34.16,0.0183,100.45
2014-03-28,467216.0,44069463.5,0.69,1.15,0.59,38.59,0.0,22932503.13,241703.0,243126.0,22798280.75,,,,,,,,,,,,,,,,,,24.42,,,,0.95,0.95,25249444.0,2381616748.7,,2538.72,0.95,29.36,0.2252,34.36,0.0183,101.5
2014-03-31,488061.0,46375802.35,0.72,1.21,0.61,40.89,0.0,24987637.03,237703.0,262971.0,22586658.93,,,1000.0,,,30230.0,,0.5,,5000.0,,,,1000.0,3.07,,10385.0,24.2,1.05,,,0.93,0.93,25357888.0,2409519305.59,,2573.76,0.93,26.24,0.2005,32.42,0.0191,102.25
2014-04-01,465831.0,45410667.84,0.69,1.14,0.59,39.04,0.0,23468188.22,237703.0,240741.0,23172034.44,,,,0.1,,7000.0,,,1000.0,,,,0.1,,0.75,,30230.0,24.56,3.07,,,0.93,0.93,25413188.0,2477357322.75,,2613.25,0.93,27.81,0.2227,35.24,0.0182,104.9
2014-04-02,473706.0,46002262.34,0.7,1.17,0.6,40.26,0.0,24549475.65,233522.0,252797.0,22677653.03,,,,1.28,,,,0.27,12056.0,4181.0,,,1.28,,,,,24.45,,,,0.9,0.9,25611882.0,2487206230.82,,2680.51,0.9,26.71,0.2118,33.72,0.0183,104.5
2014-04-03,735472.0,71422730.32,1.09,1.86,0.93,67.63,0.0,32221277.83,403675.0,331797.0,39201452.48,,,34654.0,,,80000.0,,1.98,,18672.0,,,,34654.0,8.36,154171.0,1000.0,42.25,0.11,,,1.58,1.58,25205496.0,2447741509.28,,2632.61,1.58,18.32,0.1886,32.24,0.0287,104.5
2014-04-04,716006.0,70197740.84,1.06,1.83,0.9,60.93,0.0,49133693.03,402850.0,501156.0,39495702.41,,,,,,188000.0,,0.09,,825.0,,,,,14.95,,18641.0,42.23,1.96,,,1.56,1.56,25418978.0,2492094801.12,,2659.61,1.56,20.77,0.1812,27.46,0.0277,105.5
2014-04-07,716150.0,69346688.88,1.06,2.04,0.9,60.96,0.0,48528254.16,402994.0,501156.0,39022969.41,,,144.0,,,,,,,,,,,144.0,,,,42.3,,,,1.57,1.57,25243042.0,2444350178.13,,2645.4,1.57,20.53,0.1805,27.4,0.0279,104.2
2014-04-08,709006.0,67238332.4,1.02,2.13,0.89,59.61,0.0,46863108.89,402850.0,494156.0,38204136.79,,,,,,,,0.05,,144.0,,,,,,,7000.0,41.65,0.77,,,1.56,1.56,25383616.0,2407246215.14,,2621.45,1.56,20.58,0.1857,27.93,0.0275,102.05
2014-04-09,709042.0,68526620.58,1.02,2.16,0.89,59.34,0.0,47758582.31,402886.0,494156.0,38937631.42,,,36.0,,,,,,,,,,,36.0,,,,41.25,,,,1.58,1.58,25142110.0,2429903775.12,,2572.12,1.58,21.03,0.1864,27.89,0.0278,104.0
2014-04-10,721553.0,68428222.69,1.04,2.25,0.91,60.89,0.0,49328809.67,389397.0,520156.0,36928326.3,,,,,,26000.0,,1.35,,13489.0,,,,,2.84,,,40.19,,,,1.52,1.52,25287772.0,2398156883.41,,2606.82,1.52,20.09,0.1763,27.1,0.0281,102.05
2014-04-11,704592.0,66263173.99,1.02,2.28,0.89,58.68,0.0,47906392.4,383192.0,509400.0,36037193.39,,,,0.13,,,,0.66,1300.0,6205.0,,,0.13,,,,12056.0,39.0,1.23,,,1.49,1.49,25354782.0,2384483972.58,,2576.79,1.49,20.72,0.1849,28.18,0.0274,101.2
2014-04-14,704592.0,63905985.98,1.02,2.33,0.89,58.19,0.0,46202212.43,383192.0,509400.0,34755237.9,,,,,,,,,,,,,,,,,,38.48,,,,1.51,1.51,25064164.0,2273301589.15,,2509.13,1.51,20.15,0.1853,28.55,0.0277,97.6
2014-04-15,597542.0,52225336.94,0.86,2.01,0.75,51.66,0.0,35152391.82,383342.0,402200.0,33504197.38,,,150.0,,,,,,,,,,,150.0,,,107200.0,37.03,5.45,,,1.48,1.48,25435338.0,2223055613.05,,2452.09,1.49,22.11,0.2016,32.52,0.0231,94.05
2014-04-16,714062.0,65236046.32,1.03,2.37,0.9,62.73,0.0,46657081.39,391362.0,510700.0,35754471.68,,,8020.0,10.47,,,,,108500.0,,,,10.47,8020.0,,,,37.27,,,,1.51,1.51,25484134.0,2328206998.73,,2427.92,1.51,24.56,0.1911,26.41,0.0276,98.31
2014-04-17,736644.0,68900987.98,1.06,2.47,0.93,66.04,0.0,50020102.19,408362.0,534782.0,38195580.57,,,,1.13,,20000.0,,,8020.0,,,,1.13,,2.02,17000.0,3938.0,40.38,0.39,,,1.57,1.57,25549602.0,2389747042.52,,2518.14,1.58,23.31,0.179,25.07,0.0284,100.65
2014-04-18,733644.0,68620387.09,1.06,2.47,0.92,66.04,0.0,49739501.3,408362.0,531782.0,38195580.57,,,,,,,,,,,,,,,,,,41.13,,,0.3,1.57,1.57,25520070.0,2386984807.33,,2564.66,1.58,23.38,0.1799,25.16,0.0283,
2014-04-21,733644.0,68620387.09,1.06,2.47,0.92,66.26,0.0,49739501.3,408362.0,531782.0,38195580.57,,,,,,,,,,,,,,,,,,41.16,,,,1.57,1.57,25520082.0,2386985929.74,,2566.78,1.58,23.29,0.1797,25.09,0.0283,
2014-04-22,735644.0,70037990.05,1.06,2.48,0.93,66.82,0.0,50914649.47,407362.0,534782.0,38783454.64,0.31,,,,,,3000.0,0.05,,1000.0,0.31,,,,,,,41.33,,,,1.56,1.56,25745314.0,2451117722.36,,2602.7,1.56,23.08,0.1779,24.84,0.0281,102.45
2014-04-23,719035.0,66819626.7,1.04,2.43,0.9,64.96,0.0,48167543.13,407212.0,518323.0,37842043.61,,,,,,,,0.0,,150.0,,,,,,,16459.0,41.42,1.72,,,1.56,1.56,25779824.0,2395708437.25,,2615.54,1.56,23.82,0.187,25.62,0.0275,100.0
2014-04-24,693035.0,63257075.86,1.0,2.37,0.87,61.74,0.0,44936999.37,407212.0,492323.0,37168455.24,,,,,,,,,,,,,,,,,26000.0,40.56,2.55,,,1.55,1.55,25783408.0,2353391958.25,,2559.58,1.56,20.7,0.1851,27.01,0.0265,98.22
2014-04-25,694463.0,62432282.01,1.0,2.31,0.87,61.47,0.0,43922304.22,411895.0,488568.0,37029395.08,,,464.0,,,,,,,,,,,464.0,,4219.0,3755.0,40.29,0.4,,,1.57,1.57,25778792.0,2317515565.31,,2518.83,1.57,20.75,0.1848,27.08,0.0265,96.74
2014-04-28,624431.0,56037751.53,0.9,2.11,0.79,54.19,0.0,43657289.88,344456.0,486475.0,30912206.06,,,3736.0,,,,,6.94,,71175.0,,,,3736.0,,,2093.0,33.3,0.24,,,1.32,1.32,25844366.0,2319327772.7,,2494.69,1.32,24.05,0.2028,31.34,0.0238,96.57
2014-04-29,873449.0,80730942.21,1.26,2.99,1.1,78.6,1.0,46069142.5,393515.0,498434.0,36371713.43,,,2995.0,1.15,,,,0.36,11959.0,3763.0,,,1.15,2995.0,,49827.0,,38.3,,,,1.5,1.5,25775852.0,2382404488.59,,2510.75,1.5,15.91,0.2713,46.32,0.0334,99.46
2014-04-30,685485.0,62899195.84,0.99,2.4,0.86,65.64,0.0,45735643.78,393551.0,498434.0,36111718.59,,,36.0,,,,,,,,,,,36.0,,,,39.0,,,,1.5,1.5,25759464.0,2363654304.3,,2548.97,1.51,19.52,0.1995,33.63,0.0262,98.74
2014-05-01,691153.0,63419284.01,1.0,2.44,0.87,66.07,0.0,46255731.96,393551.0,504102.0,36111718.59,,,,0.49,,,,,5668.0,,,,0.49,,,,,38.85,,,,1.5,1.5,25765532.0,2364211095.94,,2540.01,1.51,19.8,0.1994,33.39,0.0264,
2014-05-02,691117.0,62748038.43,1.0,2.44,0.87,65.63,0.0,45768533.64,393515.0,504102.0,35728095.74,,,,,,,,0.0,,36.0,,,,,,,,38.7,,,,1.55,1.55,24950348.0,2265297185.66,,2450.14,1.56,19.63,0.1994,33.45,0.0273,97.7
2014-05-05,689317.0,62661481.99,1.0,2.48,0.87,65.48,0.0,45661122.13,393515.0,502302.0,35771978.76,,,,,,,,,,,,,,,,,1800.0,38.44,0.0,,,1.5,1.5,25833376.0,2348350069.52,,2523.47,1.5,19.67,0.1996,33.5,0.0263,97.82
2014-05-06,703619.0,62339988.84,1.02,2.54,0.89,66.4,0.0,44503489.92,407817.0,502302.0,36132206.82,,,,,,,,,,,,,,,,14302.0,,39.6,,,,1.56,1.56,25764324.0,2282695138.49,,2493.8,1.56,19.37,0.1905,32.58,0.0269,95.34
2014-05-07,707590.0,61994801.64,1.02,2.6,0.89,66.03,0.0,41316579.64,442515.0,471575.0,38770516.33,,,,0.88,,,,1.53,9173.0,15302.0,,,0.88,,,50000.0,39900.0,42.13,3.53,,,1.69,1.69,25688432.0,2250666694.48,,2438.71,1.7,21.14,0.216,34.84,0.0271,94.28
2014-05-08,707590.0,62599757.28,1.02,2.66,0.89,65.74,0.0,41719753.73,442515.0,471575.0,39148845.51,,,,,,,,,,,,,,,,,,41.91,,,,1.69,1.69,25752356.0,2278284366.64,,2437.47,1.69,21.2,0.2155,34.71,0.027,95.2
2014-05-09,1321309.0,115752909.11,1.91,5.06,1.66,123.18,1.0,67211394.84,760597.0,767212.0,66631889.6,,,7504.0,,,300522.0,,,,,,,,7504.0,28.34,310578.0,4885.0,71.61,0.45,,,2.88,2.88,25611800.0,2243714647.79,,2432.95,2.86,20.44,0.1999,33.94,0.0501,94.27
2014-05-12,1393506.0,122958293.29,2.01,5.44,1.75,129.58,1.0,79246477.35,701893.0,898113.0,61932683.0,,,1186.0,4.36,,80001.0,,6.51,50900.0,70156.0,,,4.36,1186.0,7.54,10266.0,,65.85,,,,2.64,2.64,25934004.0,2288329486.99,,2447.23,2.62,22.79,0.1908,32.16,0.0523,94.95
2014-05-13,1469467.0,131067373.76,2.12,5.9,1.85,137.2,1.0,81889915.63,757855.0,918112.0,67595981.77,,,22268.0,,,20000.0,,0.0,,138.0,,,,22268.0,2.1,33832.0,1.0,71.84,0.0,,,2.82,2.82,26109632.0,2328817793.16,,2486.9,2.81,21.94,0.1755,30.27,0.0547,95.98
2014-05-14,1455006.0,126572991.26,2.1,5.8,1.83,135.68,1.0,79606862.91,746394.0,915112.0,64929849.94,,,2945.0,,,,,1.7,,14406.0,,,,2945.0,,,3000.0,70.27,0.29,,,2.78,2.78,26067148.0,2267617381.63,,2479.56,2.76,22.44,0.1781,30.66,0.0543,93.61
2014-05-15,1890879.0,159113199.06,2.73,7.39,2.38,174.14,1.0,113682337.81,729394.0,1350985.0,61376858.44,,,,42.18,,,,1.63,452873.0,17000.0,,,42.18,,,,17000.0,66.84,1.59,,,2.72,2.72,26064726.0,2193287850.04,,2413.82,2.69,22.75,0.1972,31.77,0.0706,90.55
2014-05-16,2373821.0,197214798.69,3.43,9.05,2.99,212.75,1.0,152388166.83,729066.0,1834255.0,60570112.25,,,1200.0,,,483270.0,,0.25,,1528.0,,,,1200.0,43.2,,,65.33,,,,2.73,2.73,25988422.0,2159093467.02,,2343.35,2.71,21.68,0.1671,24.71,0.0888,89.4
2014-05-19,2363597.0,198210442.47,3.42,8.27,2.97,211.04,1.0,158814431.77,659285.0,1893812.0,55287416.41,,,28774.0,6.05,,,,10.79,62666.0,120355.0,,,6.05,28774.0,,21800.0,3109.0,58.87,0.31,,,2.49,2.49,25861760.0,2168758418.93,,2316.54,2.48,24.6,0.1786,24.8,0.0891,90.24
2014-05-20,3127550.0,271314246.02,4.52,10.61,3.94,288.51,1.0,214926547.93,1051623.0,2477546.0,91228054.34,,,194683.0,62.79,,41734.0,,2.38,622000.0,27457.0,,,62.79,194683.0,4.12,225112.0,80000.0,95.48,6.76,,,4.0,4.0,25210392.0,2186995730.62,,2293.18,4.0,15.89,0.1803,31.99,0.1191,93.35
2014-05-21,3841873.0,337851505.69,5.55,12.76,4.83,359.46,1.0,217074833.37,2001581.0,2468463.0,176017571.28,,,123.0,8.84,,,,2.18,82000.0,30717.0,,,8.84,123.0,,980552.0,91083.0,186.56,7.13,,,7.55,7.55,24517404.0,2156042601.38,,2292.91,7.52,25.99,0.2053,31.92,0.1449,94.63
2014-05-22,6623302.0,586879945.78,9.57,21.72,8.34,634.13,2.0,424568210.32,2581138.0,4791514.0,228710412.04,,,55779.0,204.83,,224300.0,,20.73,2098751.0,222502.0,,,204.83,55779.0,23.75,746280.0,,243.82,,,,9.65,9.65,24165834.0,2141294983.63,,2289.17,9.63,17.39,0.1651,30.28,0.2476,95.35
2014-05-23,11688408.0,1045357865.88,16.9,37.94,14.71,1130.67,4.0,600288231.82,6507169.0,6711973.0,581971496.78,,,429892.0,171.62,,240885.0,,,1685104.0,,,,171.62,429892.0,23.6,3496139.0,5530.0,621.23,0.47,,,24.4,24.4,20158956.0,1802925019.61,,1925.68,24.39,16.96,0.1151,17.66,0.4383,96.24
2014-05-26,13022838.0,1188786313.62,18.83,42.57,16.39,1268.81,4.0,666935675.03,7317744.0,7306103.0,667998320.62,,,265564.0,58.3,,35000.0,,0.16,565000.0,1760.0,,,58.3,265564.0,3.58,546771.0,5870.0,705.3,0.0,,,27.52,27.52,19271746.0,1759216223.4,,1862.86,27.46,16.1,0.1121,16.3,0.4898,98.23
2014-05-27,14643932.0,1331366619.04,21.17,48.18,18.43,1436.28,4.0,759804020.57,7962725.0,8357216.0,723938506.51,,,336547.0,93.36,,121600.0,,6.74,1003903.0,79211.0,,,93.36,336547.0,11.82,387645.0,74390.0,778.91,7.09,,,29.91,29.91,18662172.0,1696688624.31,,1818.65,29.99,14.47,0.1057,18.74,0.55,96.14
2014-05-28,17181056.0,1588677441.44,24.84,55.99,21.62,1677.72,5.0,867463600.84,9741384.0,9381351.0,900754703.86,,,681787.0,43.05,,688000.0,,3.32,346049.0,27625.0,,,43.05,681787.0,67.15,1124497.0,9914.0,938.92,2.0,,,36.72,36.72,16784856.0,1552042091.3,,1622.13,36.66,12.73,0.0932,17.6,0.6477,97.78
2014-05-29,22295984.0,2066277098.43,32.23,72.78,28.06,2198.66,5.0,1282065620.99,10290693.0,13834018.0,953688488.15,,,340100.0,460.35,,,,12.0,4599200.0,128318.0,,,460.35,340100.0,,337527.0,146533.0,1004.76,15.54,,,38.98,38.98,16109099.0,1492908424.23,,1572.34,38.99,14.31,0.1084,22.22,0.8446,98.0
2014-05-30,11048567.0,1029148455.53,15.97,36.16,13.9,1091.45,3.0,653369077.8,5725003.0,7014335.0,533270784.83,,,,14.0,,,,449.68,156737.0,4597090.0,,,14.0,,,31400.0,6776072.0,559.48,669.57,,20.57,21.71,21.71,20645812.0,1923109624.34,,2023.58,21.66,18.85,0.1235,19.79,0.419,98.5
2014-06-02,10968123.0,1036591157.22,15.86,36.31,13.8,1092.24,3.0,612614723.37,5644130.0,6482048.0,533423562.83,20.79,,11020.0,3.41,,,200348.0,8.98,31400.0,91893.0,20.79,,3.41,11020.0,,,764035.0,556.41,74.54,,,21.25,21.25,20912810.0,1976457951.71,,2069.53,21.19,18.98,0.1263,21.69,0.413,99.94
2014-06-03,10197176.0,956111355.37,14.74,33.95,12.83,1022.19,3.0,606829943.49,4881183.0,6471999.0,457671270.35,,,20730.0,0.85,,,,78.33,7246.0,799942.0,,,0.85,20730.0,,16265.0,17295.0,482.93,0.42,,,18.41,18.41,21637676.0,2028799711.55,,2157.82,18.29,18.34,0.1333,22.97,0.3845,99.15
2014-06-04,9083226.0,848228903.08,13.13,30.41,11.43,910.04,3.0,550166740.38,4338193.0,5891439.0,405118257.51,,,,0.34,,,,53.27,8000.0,540293.0,,,0.34,,,,588560.0,428.87,58.94,0.27,,16.35,16.35,22197948.0,2072935439.75,2697.0,2197.69,16.33,20.27,0.1543,25.84,0.3423,98.75
2014-06-05,5781296.0,555735872.37,8.36,19.27,7.28,574.1,2.0,424619778.12,3350934.0,4417301.0,322113628.11,,,9494.0,,,,,105.6,,1066753.0,,,,9494.0,,70000.0,1474138.0,331.2,155.04,,,12.53,12.53,23394798.0,2248860545.35,,2326.9,12.46,21.13,0.1334,22.6,0.2162,101.65
2014-06-06,5128703.0,511919449.57,7.41,16.84,6.45,520.43,2.0,403021319.35,2915903.0,4037699.0,291049697.9,,,9758.0,,,,,50.57,,508192.0,,,,9758.0,,63403.0,379602.0,297.52,36.99,,,10.9,10.9,23844808.0,2380060024.23,,2448.55,10.83,23.89,0.1591,25.72,0.1916,105.55
2014-06-09,4900515.0,487289263.21,7.08,16.08,6.17,515.45,2.0,403256012.18,2728312.0,4055419.0,271293352.7,,,498.0,,,27647.0,,17.59,,188298.0,,,,498.0,2.92,209.0,9927.0,286.05,0.0,,,10.34,10.34,23650096.0,2351678926.55,,2491.97,10.3,25.09,0.1737,27.3,0.1858,105.15
2014-06-10,4453603.0,439691269.12,6.44,15.07,5.6,469.98,2.0,355690903.29,2633303.0,3602769.0,259978345.19,,,30708.0,,,,,16.23,,153161.0,,,,30708.0,,27444.0,452650.0,274.83,45.0,,,9.84,9.84,24132960.0,2382576940.54,,2533.37,9.79,26.93,0.1942,29.4,0.1664,104.4
2014-06-11,3893344.0,378487669.13,5.63,13.37,4.9,413.87,2.0,308036951.61,2378566.0,3168647.0,231229991.8,,,2535.0,,,,,26.0,,257272.0,,,,2535.0,,,434122.0,246.78,40.96,,,9.11,9.11,23725306.0,2306432662.31,,2463.21,9.11,30.44,0.2236,30.99,0.1491,102.8
2014-06-12,3346349.0,325944982.44,4.84,11.53,4.21,350.98,1.0,300259573.13,1674571.0,3082647.0,163108514.74,,,2000.0,,,9000.0,,73.4,,705995.0,,,,2000.0,0.95,,95000.0,171.3,10.33,,,6.4,6.4,24506580.0,2387018445.41,,2530.61,6.34,35.58,0.2865,35.82,0.1278,103.0
