,ALVDM FP Equity_DX_SI_QTY,ALVDM FP Equity_DX_SHORT_INTEREST_VALUE,ALVDM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVDM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVDM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVDM FP Equity_DX_SI_MV,ALVDM FP Equity_DX_DSS,ALVDM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVDM FP Equity_DX_SUPPLY_SI_QTY,ALVDM FP Equity_DX_BROKER_SI_QTY,ALVDM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVDM FP Equity_DX_BROKER_SI_MV_NEW_x,ALVDM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVDM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVDM FP Equity_DX_BROKER_SI_MV_INC_x,ALVDM FP Equity_DX_SUPPLY_SI_MV_NEW,ALVDM FP Equity_DX_BROKER_SI_QTY_ADD,ALVDM FP Equity_DX_BROKER_SI_QTY_NEW,ALVDM FP Equity_DX_SUPPLY_SI_MV_DEC,ALVDM FP Equity_DX_BROKER_SI_QTY_INC,ALVDM FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVDM FP Equity_DX_BROKER_SI_MV_NEW_y,ALVDM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVDM FP Equity_DX_BROKER_SI_MV_INC_y,ALVDM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVDM FP Equity_DX_BROKER_SI_MV_ADD,ALVDM FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVDM FP Equity_DX_BROKER_SI_QTY_DEC,ALVDM FP Equity_DX_SUPPLY_SI_MV,ALVDM FP Equity_DX_BROKER_SI_MV_DEC,ALVDM FP Equity_DX_BROKER_SI_MV_RMV,ALVDM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVDM FP Equity_DX_UTILIZATION_QUANTITY,ALVDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVDM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVDM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVDM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVDM FP Equity_DX_BROKER_SI_CON_RATIO,ALVDM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVDM FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271449.24,0.38,0.0,,0.0,,0.0
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271704.36,0.38,0.0,,0.0,,0.0
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271704.36,0.38,0.0,,0.0,,0.0
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271066.55,0.38,0.0,,0.0,,0.0
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,270428.75,0.38,0.0,,0.0,,0.0
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,270428.75,0.38,0.0,,0.0,,0.0
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271704.36,0.38,0.0,,0.0,,0.0
2006-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271704.36,0.39,0.0,,0.0,,0.0
2006-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271704.36,0.39,0.0,,0.0,,0.0
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,272342.16,0.39,0.0,,0.0,,0.0
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,273617.77,0.39,0.0,,0.0,,0.0
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,273617.77,0.39,0.0,,0.0,,0.0
2006-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,273362.65,0.39,0.0,,0.0,,0.0
2006-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271704.36,0.39,0.0,,0.0,,0.0
2006-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,267877.53,0.38,0.0,,0.0,,0.0
2006-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,267877.53,0.38,0.0,,0.0,,0.0
2006-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,267877.53,0.38,0.0,,0.0,,0.0
2006-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,272979.96,0.39,0.0,,0.0,,0.0
2006-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,272979.96,0.39,0.0,,0.0,,0.0
2006-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,272342.16,0.39,0.0,,0.0,,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,272342.16,0.39,0.0,,0.0,,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271576.8,0.39,0.0,,0.0,,0.0
2006-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,269153.14,0.38,0.0,,0.0,,0.0
2006-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,274255.57,0.39,0.0,,0.0,,0.0
2006-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,271704.36,0.39,0.0,,0.0,,0.0
2006-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,279358.0,0.39,0.0,,0.0,,0.0
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,279485.56,0.4,0.0,,0.0,,0.0
2006-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,293262.12,0.42,0.0,,0.0,,0.0
2006-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,298492.11,0.43,0.0,,0.0,,0.0
2006-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,299767.72,0.43,0.0,,0.0,,0.0
2006-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,296706.26,0.42,0.0,,0.0,,0.0
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,309972.58,0.44,0.0,,0.0,,0.0
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,306145.75,0.44,0.0,,0.0,,0.0
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,304742.59,0.44,0.0,,0.0,,0.0
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,304870.15,0.44,0.0,,0.0,,0.0
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,303594.54,0.43,0.0,,0.0,,0.0
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,303211.86,0.43,0.0,,0.0,,0.0
2006-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,303211.86,0.43,0.0,,0.0,,0.0
2006-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,298364.55,0.43,0.0,,0.0,,0.0
2006-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,297981.87,0.43,0.0,,0.0,,0.0
2006-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,297981.87,0.43,0.0,,0.0,,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,298109.43,0.43,0.0,,0.0,,0.0
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,293389.68,0.42,0.0,,0.0,,0.0
2006-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,294665.29,0.42,0.0,,0.0,,0.0
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,297854.31,0.43,0.0,,0.0,,0.0
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,295940.9,0.42,0.0,,0.0,,0.0
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,295940.9,0.42,0.0,,0.0,,0.0
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,299767.72,0.43,0.0,,0.0,,0.0
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,299767.72,0.43,0.0,,0.0,,0.0
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,299767.72,0.43,0.0,,0.0,,0.0
2006-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,269535.82,0.43,0.0,,0.0,,0.0
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,267239.73,0.38,0.0,,0.0,,0.0
2006-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,266601.93,0.38,0.0,,0.0,,0.0
2006-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,267877.53,0.38,0.0,,0.0,,0.0
2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,267877.53,0.38,0.0,,0.0,,0.0
2006-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,261499.5,0.37,0.0,,0.0,,0.0
2006-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,261499.5,0.37,0.0,,0.0,,0.0
2006-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,261499.5,0.37,0.0,,0.0,,0.0
2006-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,261499.5,0.37,0.0,,0.0,,0.0
2006-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,261627.06,0.37,0.0,,0.0,,0.0
2006-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,261499.5,0.37,0.0,,0.0,,0.0
2006-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,262137.3,0.37,0.0,,0.0,,0.0
2006-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,260223.89,0.37,0.0,,0.0,,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,262137.3,0.37,0.0,,0.0,,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,264688.52,0.38,0.0,,0.0,,0.0
2006-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,267239.73,0.38,0.0,,0.0,,0.0
2006-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,266601.93,0.38,0.0,,0.0,,0.0
2006-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,265326.32,0.38,0.0,,0.0,,0.0
2006-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,265326.32,0.38,0.0,,0.0,,0.0
2006-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,265326.32,0.38,0.0,,0.0,,0.0
2006-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18213.0,263540.47,0.38,0.0,,0.0,,0.0
2007-08-08,50.0,930.98,0.0,0.09,0.0,0.0,,930.98,0.0,50.0,0.0,,,,,,50.0,,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-09,50.0,930.98,0.0,0.09,0.0,0.0,,930.98,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-10,50.0,930.98,0.0,0.09,0.0,0.0,,930.98,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-13,50.0,920.38,0.0,0.1,0.0,0.0,,920.38,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-14,50.0,922.5,0.0,0.1,0.0,0.0,,922.5,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-15,50.0,936.28,0.0,0.1,0.0,0.0,,936.28,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-16,100.0,1871.85,0.01,0.2,0.0,0.0,,1871.85,0.0,100.0,0.0,,,,0.0,,,,,50.0,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-17,100.0,1871.14,0.01,0.2,0.0,0.0,,1871.14,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-20,100.0,1872.56,0.01,0.2,0.0,0.0,,1872.56,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-21,100.0,1871.14,0.01,0.2,0.0,0.0,,1871.14,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-22,100.0,1871.14,0.01,0.21,0.0,0.0,,1871.14,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-23,100.0,1872.56,0.01,0.21,0.0,0.0,,1872.56,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-24,100.0,1872.56,0.01,0.22,0.0,0.0,,1872.56,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-27,100.0,1886.69,0.01,0.22,0.0,0.0,,1886.69,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-28,100.0,1891.64,0.01,0.23,0.0,0.0,,1891.64,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
