,FCMC FP Equity_DX_SI_QTY,FCMC FP Equity_DX_SHORT_INTEREST_VALUE,FCMC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FCMC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FCMC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FCMC FP Equity_DX_SI_MV,FCMC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FCMC FP Equity_DX_SUPPLY_SI_QTY,FCMC FP Equity_DX_BROKER_SI_QTY,FCMC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FCMC FP Equity_DX_SUPPLY_SI_MV,FCMC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FCMC FP Equity_DX_UTILIZATION_QUANTITY,FCMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FCMC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FCMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FCMC FP Equity_DX_ACTIVE_UTILIZATION_MV,FCMC FP Equity_DX_BROKER_SI_CON_RATIO,FCMC FP Equity_DX_DEMAND_SUPPLY_RATIO,FCMC FP Equity_PX_LAST
2002-02-22,,,,,,,,,,,,,,,,,,,,420.0
2002-02-26,,,,,,,,,,,,,,,,,,,,420.0
2002-02-27,,,,,,,,,,,,,,,,,,,,420.0
2002-02-28,,,,,,,,,,,,,,,,,,,,420.0
2002-03-04,,,,,,,,,,,,,,,,,,,,421.1
2002-03-05,,,,,,,,,,,,,,,,,,,,422.0
2002-03-06,,,,,,,,,,,,,,,,,,,,422.5
2002-03-07,,,,,,,,,,,,,,,,,,,,430.0
2002-03-08,,,,,,,,,,,,,,,,,,,,430.0
2002-03-11,,,,,,,,,,,,,,,,,,,,430.0
2002-03-14,,,,,,,,,,,,,,,,,,,,430.0
2002-03-18,,,,,,,,,,,,,,,,,,,,430.5
2002-03-19,,,,,,,,,,,,,,,,,,,,348.8
2002-03-20,,,,,,,,,,,,,,,,,,,,430.5
2002-03-21,,,,,,,,,,,,,,,,,,,,423.0
2002-03-22,,,,,,,,,,,,,,,,,,,,457.0
2002-03-26,,,,,,,,,,,,,,,,,,,,460.0
2002-03-27,,,,,,,,,,,,,,,,,,,,459.5
2002-03-28,,,,,,,,,,,,,,,,,,,,468.0
2002-04-02,,,,,,,,,,,,,,,,,,,,460.0
2002-04-03,,,,,,,,,,,,,,,,,,,,470.0
2002-04-04,,,,,,,,,,,,,,,,,,,,490.0
2002-04-08,,,,,,,,,,,,,,,,,,,,490.0
2002-04-09,,,,,,,,,,,,,,,,,,,,500.0
2002-04-15,,,,,,,,,,,,,,,,,,,,498.0
2002-04-16,,,,,,,,,,,,,,,,,,,,498.1
2002-04-18,,,,,,,,,,,,,,,,,,,,500.0
2002-04-19,,,,,,,,,,,,,,,,,,,,500.0
2002-04-22,,,,,,,,,,,,,,,,,,,,530.0
2002-05-02,,,,,,,,,,,,,,,,,,,,530.0
2002-05-03,,,,,,,,,,,,,,,,,,,,429.3
2002-05-06,,,,,,,,,,,,,,,,,,,,478.0
2002-05-14,,,,,,,,,,,,,,,,,,,,460.0
2002-05-23,,,,,,,,,,,,,,,,,,,,460.0
2002-05-31,,,,,,,,,,,,,,,,,,,,505.0
2002-06-03,,,,,,,,,,,,,,,,,,,,456.0
2002-08-06,,,,,,,,,,,,,,,,,,,,411.0
2002-08-09,,,,,,,,,,,,,,,,,,,,422.1
2002-08-12,,,,,,,,,,,,,,,,,,,,383.0
2002-08-13,,,,,,,,,,,,,,,,,,,,462.0
2002-08-19,,,,,,,,,,,,,,,,,,,,482.0
2002-08-20,,,,,,,,,,,,,,,,,,,,483.0
2002-08-21,,,,,,,,,,,,,,,,,,,,492.0
2002-08-22,,,,,,,,,,,,,,,,,,,,511.0
2002-08-27,,,,,,,,,,,,,,,,,,,,500.0
2002-08-29,,,,,,,,,,,,,,,,,,,,480.0
2002-09-03,,,,,,,,,,,,,,,,,,,,517.0
2002-09-05,,,,,,,,,,,,,,,,,,,,467.0
2002-09-06,,,,,,,,,,,,,,,,,,,,499.0
2002-09-17,,,,,,,,,,,,,,,,,,,,404.2
2002-09-18,,,,,,,,,,,,,,,,,,,,420.0
2002-09-25,,,,,,,,,,,,,,,,,,,,378.0
2002-09-26,,,,,,,,,,,,,,,,,,,,402.9
2002-09-27,,,,,,,,,,,,,,,,,,,,367.0
2002-09-30,,,,,,,,,,,,,,,,,,,,366.1
2002-10-02,,,,,,,,,,,,,,,,,,,,366.0
2002-10-03,,,,,,,,,,,,,,,,,,,,403.0
2002-10-07,,,,,,,,,,,,,,,,,,,,329.0
2002-10-08,,,,,,,,,,,,,,,,,,,,329.0
2002-10-09,,,,,,,,,,,,,,,,,,,,389.0
2002-10-10,,,,,,,,,,,,,,,,,,,,350.1
2002-10-11,,,,,,,,,,,,,,,,,,,,380.0
2002-10-24,,,,,,,,,,,,,,,,,,,,379.9
2002-10-29,,,,,,,,,,,,,,,,,,,,343.0
2002-10-30,,,,,,,,,,,,,,,,,,,,380.0
2002-11-01,,,,,,,,,,,,,,,,,,,,399.0
2002-11-07,,,,,,,,,,,,,,,,,,,,418.0
2002-11-22,,,,,,,,,,,,,,,,,,,,400.0
2002-11-29,,,,,,,,,,,,,,,,,,,,419.5
2002-12-11,,,,,,,,,,,,,,,,,,,,417.9
2002-12-18,,,,,,,,,,,,,,,,,,,,418.0
2002-12-24,,,,,,,,,,,,,,,,,,,,420.0
2002-12-27,,,,,,,,,,,,,,,,,,,,425.0
2002-12-31,,,,,,,,,,,,,,,,,,,,419.9
2003-01-02,,,,,,,,,,,,,,,,,,,,379.0
2003-01-06,,,,,,,,,,,,,,,,,,,,420.2
2003-01-08,,,,,,,,,,,,,,,,,,,,459.0
2003-01-09,,,,,,,,,,,,,,,,,,,,413.1
2003-01-10,,,,,,,,,,,,,,,,,,,,450.0
2003-01-15,,,,,,,,,,,,,,,,,,,,440.0
2003-01-16,,,,,,,,,,,,,,,,,,,,445.0
2003-03-06,,,,,,,,,,,,,,,,,,,,430.0
2003-03-17,,,,,,,,,,,,,,,,,,,,420.0
2003-03-19,,,,,,,,,,,,,,,,,,,,430.0
2003-03-20,,,,,,,,,,,,,,,,,,,,430.0
2003-04-08,,,,,,,,,,,,,,,,,,,,430.0
2003-04-10,,,,,,,,,,,,,,,,,,,,399.6
2003-04-11,,,,,,,,,,,,,,,,,,,,430.0
2003-04-15,,,,,,,,,,,,,,,,,,,,425.0
2003-04-30,,,,,,,,,,,,,,,,,,,,425.0
2003-06-06,,,,,,,,,,,,,,,,,,,,425.0
2003-06-13,,,,,,,,,,,,,,,,,,,,425.0
2003-06-23,,,,,,,,,,,,,,,,,,,,425.0
2003-06-25,,,,,,,,,,,,,,,,,,,,439.0
2003-06-26,,,,,,,,,,,,,,,,,,,,459.0
2003-06-27,,,,,,,,,,,,,,,,,,,,495.0
2003-07-02,,,,,,,,,,,,,,,,,,,,500.0
2003-07-07,,,,,,,,,,,,,,,,,,,,500.0
2003-07-09,,,,,,,,,,,,,,,,,,,,450.0
2003-07-10,,,,,,,,,,,,,,,,,,,,492.0
2003-07-11,,,,,,,,,,,,,,,,,,,,500.0
2003-07-14,,,,,,,,,,,,,,,,,,,,500.0
2003-07-15,,,,,,,,,,,,,,,,,,,,500.0
2003-07-16,,,,,,,,,,,,,,,,,,,,500.0
2003-07-17,,,,,,,,,,,,,,,,,,,,500.0
2003-07-18,,,,,,,,,,,,,,,,,,,,500.0
2003-07-30,,,,,,,,,,,,,,,,,,,,514.0
2003-08-13,,,,,,,,,,,,,,,,,,,,510.0
2003-08-19,,,,,,,,,,,,,,,,,,,,515.0
2003-08-20,,,,,,,,,,,,,,,,,,,,525.0
2003-08-27,,,,,,,,,,,,,,,,,,,,550.0
2003-08-28,,,,,,,,,,,,,,,,,,,,500.0
2003-08-29,,,,,,,,,,,,,,,,,,,,540.0
2003-09-09,,,,,,,,,,,,,,,,,,,,500.0
2003-09-11,,,,,,,,,,,,,,,,,,,,540.0
2003-09-18,,,,,,,,,,,,,,,,,,,,500.0
2003-09-22,,,,,,,,,,,,,,,,,,,,539.5
2003-09-25,,,,,,,,,,,,,,,,,,,,538.5
2003-10-09,,,,,,,,,,,,,,,,,,,,500.0
2003-10-10,,,,,,,,,,,,,,,,,,,,500.0
2003-10-13,,,,,,,,,,,,,,,,,,,,515.0
2003-10-17,,,,,,,,,,,,,,,,,,,,500.0
2003-10-21,,,,,,,,,,,,,,,,,,,,525.0
2003-10-22,,,,,,,,,,,,,,,,,,,,525.0
2003-10-30,,,,,,,,,,,,,,,,,,,,525.0
2003-10-31,,,,,,,,,,,,,,,,,,,,534.0
2003-11-25,,,,,,,,,,,,,,,,,,,,500.0
2003-11-26,,,,,,,,,,,,,,,,,,,,527.0
2003-11-27,,,,,,,,,,,,,,,,,,,,537.0
2003-11-28,,,,,,,,,,,,,,,,,,,,530.0
2003-12-01,,,,,,,,,,,,,,,,,,,,537.0
2003-12-03,,,,,,,,,,,,,,,,,,,,500.0
2003-12-04,,,,,,,,,,,,,,,,,,,,530.0
2003-12-17,,,,,,,,,,,,,,,,,,,,502.0
2003-12-18,,,,,,,,,,,,,,,,,,,,540.0
2003-12-19,,,,,,,,,,,,,,,,,,,,540.0
2003-12-23,,,,,,,,,,,,,,,,,,,,550.0
2003-12-24,,,,,,,,,,,,,,,,,,,,540.0
2003-12-29,,,,,,,,,,,,,,,,,,,,592.0
2003-12-31,,,,,,,,,,,,,,,,,,,,550.0
2004-01-12,,,,,,,,,,,,,,,,,,,,532.0
2004-01-13,,,,,,,,,,,,,,,,,,,,510.0
2004-01-14,,,,,,,,,,,,,,,,,,,,535.0
2004-01-27,,,,,,,,,,,,,,,,,,,,550.0
2004-02-06,,,,,,,,,,,,,,,,,,,,532.0
2004-02-10,,,,,,,,,,,,,,,,,,,,532.0
2004-02-17,,,,,,,,,,,,,,,,,,,,532.5
2004-02-18,,,,,,,,,,,,,,,,,,,,532.0
2004-02-19,,,,,,,,,,,,,,,,,,,,548.0
2004-02-23,,,,,,,,,,,,,,,,,,,,532.0
2004-02-25,,,,,,,,,,,,,,,,,,,,532.0
2004-02-26,,,,,,,,,,,,,,,,,,,,532.0
2004-03-01,,,,,,,,,,,,,,,,,,,,540.0
2004-03-03,,,,,,,,,,,,,,,,,,,,550.0
2004-03-04,,,,,,,,,,,,,,,,,,,,550.0
2004-03-05,,,,,,,,,,,,,,,,,,,,562.0
2004-03-12,,,,,,,,,,,,,,,,,,,,564.0
2004-03-15,,,,,,,,,,,,,,,,,,,,565.0
2004-03-26,,,,,,,,,,,,,,,,,,,,570.0
2004-03-29,,,,,,,,,,,,,,,,,,,,572.0
2004-03-30,,,,,,,,,,,,,,,,,,,,580.0
2004-04-02,,,,,,,,,,,,,,,,,,,,562.0
2004-04-08,,,,,,,,,,,,,,,,,,,,565.0
2004-04-16,,,,,,,,,,,,,,,,,,,,573.0
2004-04-27,,,,,,,,,,,,,,,,,,,,564.0
2004-04-28,,,,,,,,,,,,,,,,,,,,570.0
2004-04-30,,,,,,,,,,,,,,,,,,,,577.0
2004-05-11,,,,,,,,,,,,,,,,,,,,545.0
2004-05-13,,,,,,,,,,,,,,,,,,,,565.0
2004-05-14,,,,,,,,,,,,,,,,,,,,584.5
2004-05-19,,,,,,,,,,,,,,,,,,,,583.0
2004-05-24,,,,,,,,,,,,,,,,,,,,581.0
2004-05-25,,,,,,,,,,,,,,,,,,,,581.0
2004-05-27,,,,,,,,,,,,,,,,,,,,595.0
2004-05-28,,,,,,,,,,,,,,,,,,,,596.0
2004-05-31,,,,,,,,,,,,,,,,,,,,596.0
2004-06-01,,,,,,,,,,,,,,,,,,,,600.0
2004-06-07,,,,,,,,,,,,,,,,,,,,600.0
2004-06-10,,,,,,,,,,,,,,,,,,,,573.0
2004-06-14,,,,,,,,,,,,,,,,,,,,590.0
2004-06-18,,,,,,,,,,,,,,,,,,,,598.0
2004-06-24,,,,,,,,,,,,,,,,,,,,600.0
2004-06-25,,,,,,,,,,,,,,,,,,,,601.0
2004-06-28,,,,,,,,,,,,,,,,,,,,615.0
2004-06-30,,,,,,,,,,,,,,,,,,,,615.0
2004-07-01,,,,,,,,,,,,,,,,,,,,625.0
2004-07-02,,,,,,,,,,,,,,,,,,,,615.0
2004-07-09,,,,,,,,,,,,,,,,,,,,615.0
2004-07-16,,,,,,,,,,,,,,,,,,,,615.0
2004-07-19,,,,,,,,,,,,,,,,,,,,620.0
2004-07-21,,,,,,,,,,,,,,,,,,,,650.0
2004-07-29,,,,,,,,,,,,,,,,,,,,659.0
2004-08-16,,,,,,,,,,,,,,,,,,,,659.0
2004-08-27,,,,,,,,,,,,,,,,,,,,658.0
2004-09-09,,,,,,,,,,,,,,,,,,,,593.0
2004-09-10,,,,,,,,,,,,,,,,,,,,653.0
2004-09-16,,,,,,,,,,,,,,,,,,,,615.0
2004-09-17,,,,,,,,,,,,,,,,,,,,650.0
2004-09-20,,,,,,,,,,,,,,,,,,,,655.0
2004-10-01,,,,,,,,,,,,,,,,,,,,648.0
2004-10-06,,,,,,,,,,,,,,,,,,,,621.0
2004-10-07,,,,,,,,,,,,,,,,,,,,634.0
2004-10-08,,,,,,,,,,,,,,,,,,,,635.0
2004-10-12,,,,,,,,,,,,,,,,,,,,634.5
2004-10-13,,,,,,,,,,,,,,,,,,,,638.0
2004-10-18,,,,,,,,,,,,,,,,,,,,631.0
2004-10-19,,,,,,,,,,,,,,,,,,,,648.0
2004-10-21,,,,,,,,,,,,,,,,,,,,631.0
2004-10-22,,,,,,,,,,,,,,,,,,,,608.0
2004-10-25,,,,,,,,,,,,,,,,,,,,647.0
2004-10-29,,,,,,,,,,,,,,,,,,,,646.0
2004-11-03,,,,,,,,,,,,,,,,,,,,610.0
2004-11-04,,,,,,,,,,,,,,,,,,,,645.0
2004-11-15,,,,,,,,,,,,,,,,,,,,642.0
2004-11-17,,,,,,,,,,,,,,,,,,,,640.0
2004-11-24,,,,,,,,,,,,,,,,,,,,643.0
2004-11-29,,,,,,,,,,,,,,,,,,,,628.0
2004-11-30,,,,,,,,,,,,,,,,,,,,643.0
2004-12-02,,,,,,,,,,,,,,,,,,,,632.0
2004-12-03,,,,,,,,,,,,,,,,,,,,632.0
2004-12-06,,,,,,,,,,,,,,,,,,,,631.0
2004-12-07,,,,,,,,,,,,,,,,,,,,641.0
2004-12-09,,,,,,,,,,,,,,,,,,,,632.0
2004-12-10,,,,,,,,,,,,,,,,,,,,639.0
2004-12-13,,,,,,,,,,,,,,,,,,,,632.0
2004-12-14,,,,,,,,,,,,,,,,,,,,625.0
2004-12-16,,,,,,,,,,,,,,,,,,,,639.0
2004-12-22,,,,,,,,,,,,,,,,,,,,590.0
2004-12-23,,,,,,,,,,,,,,,,,,,,639.0
2004-12-30,,,,,,,,,,,,,,,,,,,,638.5
2004-12-31,,,,,,,,,,,,,,,,,,,,615.0
2005-01-03,,,,,,,,,,,,,,,,,,,,650.0
2005-01-04,,,,,,,,,,,,,,,,,,,,650.0
2005-01-11,,,,,,,,,,,,,,,,,,,,625.0
2005-01-12,,,,,,,,,,,,,,,,,,,,638.0
2005-01-13,,,,,,,,,,,,,,,,,,,,650.0
2005-01-14,,,,,,,,,,,,,,,,,,,,655.0
2005-01-17,,,,,,,,,,,,,,,,,,,,656.0
2005-01-18,,,,,,,,,,,,,,,,,,,,656.0
2005-01-21,,,,,,,,,,,,,,,,,,,,655.0
2005-01-27,,,,,,,,,,,,,,,,,,,,641.0
2005-01-28,,,,,,,,,,,,,,,,,,,,656.0
2005-01-31,,,,,,,,,,,,,,,,,,,,662.5
2005-02-02,,,,,,,,,,,,,,,,,,,,663.0
2005-02-04,,,,,,,,,,,,,,,,,,,,675.0
2005-02-07,,,,,,,,,,,,,,,,,,,,689.0
2005-02-09,,,,,,,,,,,,,,,,,,,,690.0
2005-02-10,,,,,,,,,,,,,,,,,,,,650.0
2005-02-14,,,,,,,,,,,,,,,,,,,,675.0
2005-02-23,,,,,,,,,,,,,,,,,,,,640.0
2005-02-25,,,,,,,,,,,,,,,,,,,,640.0
2005-03-01,,,,,,,,,,,,,,,,,,,,640.5
2005-03-02,,,,,,,,,,,,,,,,,,,,651.0
2005-03-03,,,,,,,,,,,,,,,,,,,,653.0
2005-03-04,,,,,,,,,,,,,,,,,,,,658.0
2005-03-07,,,,,,,,,,,,,,,,,,,,665.0
2005-03-08,,,,,,,,,,,,,,,,,,,,666.0
2005-03-09,,,,,,,,,,,,,,,,,,,,731.0
2005-03-18,,,,,,,,,,,,,,,,,,,,719.5
2005-04-04,,,,,,,,,,,,,,,,,,,,700.0
2005-04-05,,,,,,,,,,,,,,,,,,,,700.0
2005-04-11,,,,,,,,,,,,,,,,,,,,699.0
2005-04-15,,,,,,,,,,,,,,,,,,,,699.0
2005-04-21,,,,,,,,,,,,,,,,,,,,700.0
2005-04-22,,,,,,,,,,,,,,,,,,,,705.0
2005-04-25,,,,,,,,,,,,,,,,,,,,720.0
2005-04-26,,,,,,,,,,,,,,,,,,,,720.0
2005-04-27,,,,,,,,,,,,,,,,,,,,730.0
2005-05-10,,,,,,,,,,,,,,,,,,,,720.0
2005-05-11,,,,,,,,,,,,,,,,,,,,725.0
2005-05-13,,,,,,,,,,,,,,,,,,,,725.0
2005-05-16,,,,,,,,,,,,,,,,,,,,724.0
2005-05-17,,,,,,,,,,,,,,,,,,,,720.0
2005-05-18,,,,,,,,,,,,,,,,,,,,705.0
2005-05-24,,,,,,,,,,,,,,,,,,,,710.0
2005-05-25,,,,,,,,,,,,,,,,,,,,705.0
2005-05-26,,,,,,,,,,,,,,,,,,,,710.0
2005-05-27,,,,,,,,,,,,,,,,,,,,730.0
2005-06-16,,,,,,,,,,,,,,,,,,,,705.0
2005-06-17,,,,,,,,,,,,,,,,,,,,705.0
2005-06-20,,,,,,,,,,,,,,,,,,,,715.0
2005-06-24,,,,,,,,,,,,,,,,,,,,740.0
2005-07-21,,,,,,,,,,,,,,,,,,,,735.0
2005-07-26,,,,,,,,,,,,,,,,,,,,705.5
2005-07-27,,,,,,,,,,,,,,,,,,,,734.0
2005-08-04,,,,,,,,,,,,,,,,,,,,732.0
2005-08-09,,,,,,,,,,,,,,,,,,,,701.0
2005-08-12,,,,,,,,,,,,,,,,,,,,730.0
2005-09-07,,,,,,,,,,,,,,,,,,,,750.0
2005-09-08,,,,,,,,,,,,,,,,,,,,780.0
2005-09-15,,,,,,,,,,,,,,,,,,,,720.0
2005-09-20,,,,,,,,,,,,,,,,,,,,750.0
2005-09-23,,,,,,,,,,,,,,,,,,,,765.0
2005-09-29,,,,,,,,,,,,,,,,,,,,750.0
2005-09-30,,,,,,,,,,,,,,,,,,,,770.0
2005-10-03,,,,,,,,,,,,,,,,,,,,766.0
2005-10-10,,,,,,,,,,,,,,,,,,,,760.0
2005-10-12,,,,,,,,,,,,,,,,,,,,779.0
2005-10-13,,,,,,,,,,,,,,,,,,,,780.0
2005-10-18,,,,,,,,,,,,,,,,,,,,794.0
2005-10-21,,,,,,,,,,,,,,,,,,,,765.0
2005-10-24,,,,,,,,,,,,,,,,,,,,770.0
2005-10-25,,,,,,,,,,,,,,,,,,,,767.0
2005-10-27,,,,,,,,,,,,,,,,,,,,770.0
2005-10-28,,,,,,,,,,,,,,,,,,,,765.0
2005-10-31,,,,,,,,,,,,,,,,,,,,765.0
2005-11-01,,,,,,,,,,,,,,,,,,,,800.0
2005-11-02,,,,,,,,,,,,,,,,,,,,800.0
2005-11-04,,,,,,,,,,,,,,,,,,,,797.0
2005-11-07,,,,,,,,,,,,,,,,,,,,797.0
2005-11-09,,,,,,,,,,,,,,,,,,,,767.0
2005-11-16,,,,,,,,,,,,,,,,,,,,766.0
2005-11-17,,,,,,,,,,,,,,,,,,,,794.0
2005-11-18,,,,,,,,,,,,,,,,,,,,795.0
2005-11-21,,,,,,,,,,,,,,,,,,,,795.0
2005-11-22,,,,,,,,,,,,,,,,,,,,780.0
2005-11-24,,,,,,,,,,,,,,,,,,,,765.0
2005-11-25,,,,,,,,,,,,,,,,,,,,800.0
2005-11-30,,,,,,,,,,,,,,,,,,,,780.0
2005-12-08,,,,,,,,,,,,,,,,,,,,780.0
2005-12-09,,,,,,,,,,,,,,,,,,,,770.0
2005-12-12,,,,,,,,,,,,,,,,,,,,769.0
2005-12-13,,,,,,,,,,,,,,,,,,,,769.0
2005-12-15,,,,,,,,,,,,,,,,,,,,769.0
2005-12-21,,,,,,,,,,,,,,,,,,,,780.0
2005-12-22,,,,,,,,,,,,,,,,,,,,795.0
2005-12-23,,,,,,,,,,,,,,,,,,,,799.0
2005-12-29,,,,,,,,,,,,,,,,,,,,790.0
2005-12-30,,,,,,,,,,,,,,,,,,,,804.0
2006-01-05,,,,,,,,,,,,,,,,,,,,782.0
2006-01-09,,,,,,,,,,,,,,,,,,,,786.0
2006-01-16,,,,,,,,,,,,,,,,,,,,805.0
2006-01-17,,,,,,,,,,,,,,,,,,,,808.0
2006-01-26,,,,,,,,,,,,,,,,,,,,808.0
2006-01-31,,,,,,,,,,,,,,,,,,,,810.0
2006-02-01,,,,,,,,,,,,,,,,,,,,815.0
2006-02-06,,,,,,,,,,,,,,,,,,,,810.0
2006-02-08,,,,,,,,,,,,,,,,,,,,825.0
2006-02-16,,,,,,,,,,,,,,,,,,,,815.0
2006-02-17,,,,,,,,,,,,,,,,,,,,815.0
2006-02-23,,,,,,,,,,,,,,,,,,,,815.0
2006-02-24,,,,,,,,,,,,,,,,,,,,801.0
2006-02-28,,,,,,,,,,,,,,,,,,,,815.0
2006-03-02,,,,,,,,,,,,,,,,,,,,815.0
2006-03-06,,,,,,,,,,,,,,,,,,,,815.0
2006-03-09,,,,,,,,,,,,,,,,,,,,815.0
2006-03-10,,,,,,,,,,,,,,,,,,,,820.0
2006-03-13,,,,,,,,,,,,,,,,,,,,815.0
2006-03-14,,,,,,,,,,,,,,,,,,,,815.0
2006-03-15,,,,,,,,,,,,,,,,,,,,820.0
2006-03-17,,,,,,,,,,,,,,,,,,,,835.0
2006-03-20,,,,,,,,,,,,,,,,,,,,850.0
2006-03-29,,,,,,,,,,,,,,,,,,,,820.0
2006-03-31,,,,,,,,,,,,,,,,,,,,849.0
2006-04-19,,,,,,,,,,,,,,,,,,,,815.0
2006-04-20,,,,,,,,,,,,,,,,,,,,848.0
2006-05-03,,,,,,,,,,,,,,,,,,,,835.0
2006-05-04,,,,,,,,,,,,,,,,,,,,835.0
2006-05-08,,,,,,,,,,,,,,,,,,,,835.0
2006-05-11,,,,,,,,,,,,,,,,,,,,820.0
2006-05-18,,,,,,,,,,,,,,,,,,,,815.0
2006-05-19,,,,,,,,,,,,,,,,,,,,815.0
2006-05-22,,,,,,,,,,,,,,,,,,,,815.0
2006-05-23,,,,,,,,,,,,,,,,,,,,815.0
2006-05-30,,,,,,,,,,,,,,,,,,,,814.0
2006-06-07,,,,,,,,,,,,,,,,,,,,814.0
2006-06-20,,,,,,,,,,,,,,,,,,,,800.0
2006-06-21,,,,,,,,,,,,,,,,,,,,800.0
2006-06-22,,,,,,,,,,,,,,,,,,,,800.0
2006-06-23,,,,,,,,,,,,,,,,,,,,814.0
2006-06-30,,,,,,,,,,,,,,,,,,,,800.0
2006-07-03,,,,,,,,,,,,,,,,,,,,751.0
2006-07-04,,,,,,,,,,,,,,,,,,,,800.0
2006-07-11,,,,,,,,,,,,,,,,,,,,800.0
2006-07-28,,,,,,,,,,,,,,,,,,,,785.0
2006-08-07,,,,,,,,,,,,,,,,,,,,785.0
2006-08-14,,,,,,,,,,,,,,,,,,,,785.0
2006-08-23,,,,,,,,,,,,,,,,,,,,820.0
2006-08-24,,,,,,,,,,,,,,,,,,,,900.0
2006-09-04,,,,,,,,,,,,,,,,,,,,900.0
2006-09-05,,,,,,,,,,,,,,,,,,,,899.0
2006-09-06,,,,,,,,,,,,,,,,,,,,900.0
2006-09-08,,,,,,,,,,,,,,,,,,,,830.0
2006-09-11,,,,,,,,,,,,,,,,,,,,830.0
2006-09-12,,,,,,,,,,,,,,,,,,,,850.0
2006-09-13,,,,,,,,,,,,,,,,,,,,900.0
2006-09-28,,,,,,,,,,,,,,,,,,,,855.0
2006-09-29,,,,,,,,,,,,,,,,,,,,900.0
2006-10-05,,,,,,,,,,,,,,,,,,,,894.0
2006-10-10,,,,,,,,,,,,,,,,,,,,840.0
2006-10-13,,,,,,,,,,,,,,,,,,,,830.0
2006-10-20,,,,,,,,,,,,,,,,,,,,900.0
2006-10-23,,,,,,,,,,,,,,,,,,,,900.0
2006-10-24,,,,,,,,,,,,,,,,,,,,929.0
2006-10-25,,,,,,,,,,,,,,,,,,,,926.5
2006-10-27,,,,,,,,,,,,,,,,,,,,905.0
2006-10-30,,,,,,,,,,,,,,,,,,,,900.0
2006-10-31,,,,,,,,,,,,,,,,,,,,902.0
2006-11-01,,,,,,,,,,,,,,,,,,,,929.0
2006-11-03,,,,,,,,,,,,,,,,,,,,900.0
2006-11-08,,,,,,,,,,,,,,,,,,,,900.0
2006-11-09,,,,,,,,,,,,,,,,,,,,865.0
2006-11-10,,,,,,,,,,,,,,,,,,,,900.0
2006-11-13,,,,,,,,,,,,,,,,,,,,900.0
2006-11-15,,,,,,,,,,,,,,,,,,,,900.0
2006-11-16,,,,,,,,,,,,,,,,,,,,871.5
2006-11-17,,,,,,,,,,,,,,,,,,,,904.5
2006-11-21,,,,,,,,,,,,,,,,,,,,900.0
2006-11-23,,,,,,,,,,,,,,,,,,,,900.0
2006-11-24,,,,,,,,,,,,,,,,,,,,871.0
2006-11-29,,,,,,,,,,,,,,,,,,,,871.0
2006-11-30,,,,,,,,,,,,,,,,,,,,880.0
2006-12-12,,,,,,,,,,,,,,,,,,,,870.0
2006-12-18,,,,,,,,,,,,,,,,,,,,874.0
2006-12-19,,,,,,,,,,,,,,,,,,,,870.0
2006-12-29,,,,,,,,,,,,,,,,,,,,900.0
2007-01-05,,,,,,,,,,,,,,,,,,,,919.0
2007-01-09,,,,,,,,,,,,,,,,,,,,919.0
2007-01-31,,,,,,,,,,,,,,,,,,,,900.0
2007-02-16,,,,,,,,,,,,,,,,,,,,900.0
2007-02-19,,,,,,,,,,,,,,,,,,,,925.0
2007-02-20,,,,,,,,,,,,,,,,,,,,928.99
2007-02-21,,,,,,,,,,,,,,,,,,,,930.0
2007-02-22,,,,,,,,,,,,,,,,,,,,901.0
2007-02-23,,,,,,,,,,,,,,,,,,,,933.0
2007-02-27,,,,,,,,,,,,,,,,,,,,910.0
2007-02-28,,,,,,,,,,,,,,,,,,,,880.0
2007-03-01,,,,,,,,,,,,,,,,,,,,880.0
2007-03-05,,,,,,,,,,,,,,,,,,,,880.0
2007-03-06,,,,,,,,,,,,,,,,,,,,880.0
2007-03-07,,,,,,,,,,,,,,,,,,,,880.0
2007-03-09,,,,,,,,,,,,,,,,,,,,880.0
2007-03-20,,,,,,,,,,,,,,,,,,,,885.0
2007-03-22,,,,,,,,,,,,,,,,,,,,890.0
2007-03-23,,,,,,,,,,,,,,,,,,,,895.0
2007-03-26,,,,,,,,,,,,,,,,,,,,905.0
2007-03-30,,,,,,,,,,,,,,,,,,,,910.0
2007-04-02,,,,,,,,,,,,,,,,,,,,910.0
2007-04-03,,,,,,,,,,,,,,,,,,,,910.0
2007-04-04,,,,,,,,,,,,,,,,,,,,910.0
2007-04-16,,,,,,,,,,,,,,,,,,,,910.0
2007-04-17,,,,,,,,,,,,,,,,,,,,910.0
2007-04-18,,,,,,,,,,,,,,,,,,,,910.0
2007-04-19,,,,,,,,,,,,,,,,,,,,912.0
2007-04-20,,,,,,,,,,,,,,,,,,,,915.01
2007-04-23,,,,,,,,,,,,,,,,,,,,950.0
