,ALLPL FP Equity_DX_SI_QTY,ALLPL FP Equity_DX_SHORT_INTEREST_VALUE,ALLPL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLPL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLPL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLPL FP Equity_DX_SI_MV,ALLPL FP Equity_DX_DSS,ALLPL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLPL FP Equity_DX_SUPPLY_SI_QTY,ALLPL FP Equity_DX_BROKER_SI_QTY,ALLPL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLPL FP Equity_DX_BROKER_SI_QTY_ADD,ALLPL FP Equity_DX_SUPPLY_SI_MV_DEC,ALLPL FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLPL FP Equity_DX_BROKER_SI_MV_ADD,ALLPL FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLPL FP Equity_DX_BROKER_SI_QTY_DEC,ALLPL FP Equity_DX_SUPPLY_SI_MV,ALLPL FP Equity_DX_BROKER_SI_MV_DEC,ALLPL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLPL FP Equity_DX_UTILIZATION_QUANTITY,ALLPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLPL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLPL FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLPL FP Equity_DX_BROKER_SI_CON_RATIO,ALLPL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLPL FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-02-12,262200.0,101733.6,3.52,64.97,2.16,0.1,1.0,50866.8,131100.0,131100.0,50866.8,,,,,,,0.05,,99.85,99.85,196.0,76.05,0.0,95.1,1.0,100.0,1.997
2025-02-13,262200.0,101733.6,3.52,64.82,2.16,0.1,1.0,50866.8,131100.0,131100.0,50866.8,,,,,,,0.05,,99.85,99.85,196.0,76.05,0.0,95.1,1.0,100.0,1.997
2025-02-14,262200.0,98325.0,3.52,63.42,2.16,0.1,1.0,49162.5,131100.0,131100.0,49162.5,,,,,,,0.05,,99.85,99.85,196.0,73.5,0.0,95.1,1.0,100.0,1.997
2025-02-17,262200.0,98062.8,3.52,64.56,2.16,0.1,1.0,49031.4,131100.0,131100.0,49031.4,,,,,,,0.05,,99.85,99.85,196.0,73.3,0.0,95.1,1.0,100.0,1.997
2025-02-18,262200.0,100160.4,3.52,64.35,2.16,0.1,1.0,50080.2,131100.0,131100.0,50080.2,,,,,,,0.05,,99.85,99.85,196.0,74.87,0.0,95.1,1.0,100.0,1.997
2025-02-19,262200.0,96751.8,3.52,63.14,2.16,0.1,1.0,48375.9,131100.0,131100.0,48375.9,,,,,,,0.05,,99.85,99.85,196.0,72.32,0.0,95.1,1.0,100.0,1.997
2025-02-20,262200.0,93081.0,3.52,62.18,2.16,0.09,1.0,46540.5,131100.0,131100.0,46540.5,,,,,,,0.05,,99.8,99.8,267.0,94.79,0.0,91.83,1.0,100.0,1.9959
2025-02-21,262200.0,90983.4,3.52,61.07,2.16,0.09,1.0,45491.7,131100.0,131100.0,45491.7,,,,,,,0.05,,99.8,99.8,267.0,92.65,0.01,88.35,1.0,100.0,1.9959
2025-02-24,262200.0,94129.8,3.52,60.19,2.16,0.09,1.0,47064.9,131100.0,131100.0,47064.9,,,,,,,0.05,,99.8,99.8,267.0,95.85,0.0,95.05,1.0,100.0,1.9959
2025-02-25,262200.0,91770.0,3.52,75.44,2.16,0.09,1.0,45885.0,131100.0,131100.0,45885.0,,,,,,,0.05,,99.8,99.8,267.0,93.45,0.0,95.05,1.0,100.0,1.9959
2025-02-26,262200.0,90983.4,3.52,76.41,2.16,0.09,1.0,45491.7,131100.0,131100.0,45491.7,,,,,,,0.05,,99.8,99.8,267.0,92.65,0.0,95.05,1.0,100.0,1.9959
2025-02-27,262200.0,92032.2,3.52,80.72,2.16,0.09,1.0,46016.1,131100.0,131100.0,46016.1,,,,,,,0.05,,99.8,99.8,267.0,93.72,0.0,95.05,1.0,100.0,1.9959
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.05,131100.0,,,131100.0,0.0,0.05,0.0,0.0,131367.0,46109.82,0.05,0.0,0.0,,0.0
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,131367.0,46109.82,0.05,0.0,0.0,,0.0
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,930.23,0.0,0.0,0.0,,0.0
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,871.06,0.0,0.0,0.0,,0.0
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,875.79,0.0,0.0,0.0,,0.0
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,889.99,0.0,0.0,0.0,,0.0
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,970.47,0.0,0.0,0.0,,0.0
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,908.93,0.0,0.0,0.0,,0.0
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,932.6,0.0,0.0,0.0,,0.0
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,906.56,0.0,0.0,0.0,,0.0
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,885.26,0.0,0.0,0.0,,0.0
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,889.99,0.0,0.0,0.0,,0.0
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,906.56,0.0,0.0,0.0,,0.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,887.63,0.0,0.0,0.0,,0.0
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,887.63,0.0,0.0,0.0,,0.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,906.56,0.0,0.0,0.0,,0.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,904.19,0.0,0.0,0.0,,0.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2367.0,887.63,0.0,0.0,0.0,,0.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2385.0,846.68,0.0,0.0,0.0,,0.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2385.0,872.91,0.0,0.0,0.0,,0.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2385.0,872.91,0.0,0.0,0.0,,0.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2385.0,872.91,0.0,0.0,0.0,,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2385.0,875.3,0.0,0.0,0.0,,0.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2385.0,877.68,0.0,0.0,0.0,,0.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2456.0,906.26,0.0,0.0,0.0,,0.0
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2456.0,903.81,0.0,0.0,0.0,,0.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2456.0,908.72,0.0,0.0,0.0,,0.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2270.0,740.02,0.0,0.0,0.0,,0.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2270.0,681.0,0.0,0.0,0.0,,0.0
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2278.0,660.62,0.0,0.0,0.0,,0.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2278.0,678.84,0.0,0.0,0.0,,0.0
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2278.0,660.62,0.0,0.0,0.0,,0.0
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2278.0,678.84,0.0,0.0,0.0,,0.0
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,878.0,279.2,0.0,0.0,0.0,,0.0
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,878.0,266.91,0.0,0.0,0.0,,0.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,878.0,266.91,0.0,0.0,0.0,,0.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,878.0,266.91,0.0,0.0,0.0,,0.0
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,778.0,230.29,0.0,0.0,0.0,,0.0
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,778.0,231.84,0.0,0.0,0.0,,0.0
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,178.0,58.74,0.0,0.0,0.0,,0.0
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,178.0,55.18,0.0,0.0,0.0,,0.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,578.0,184.96,0.0,0.0,0.0,,0.0
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,578.0,213.86,0.0,0.0,0.0,,0.0
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,574.0,200.9,0.0,0.0,0.0,,0.0
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,574.0,200.9,0.0,0.0,0.0,,0.0
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,574.0,227.3,0.0,0.0,0.0,,0.0
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,274.0,99.74,0.0,0.0,0.0,,0.0
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,674.0,246.68,0.0,0.0,0.0,,0.0
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,674.0,252.08,0.0,0.0,0.0,,0.0
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,974.0,354.54,0.0,0.0,0.0,,0.0
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,974.0,331.16,0.0,0.0,0.0,,0.0
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,974.0,329.21,0.0,0.0,0.0,,0.0
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1274.0,420.42,0.0,0.0,0.0,,0.0
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,974.0,327.26,0.0,0.0,0.0,,0.0
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,974.0,323.37,0.0,0.0,0.0,,0.0
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,974.0,317.52,0.0,0.0,0.0,,0.0
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,374.0,124.17,0.0,0.0,0.0,,0.0
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,474.0,164.95,0.0,0.0,0.0,,0.0
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,174.0,59.16,0.0,0.0,0.0,,0.0
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1374.0,464.41,0.0,0.0,0.0,,0.0
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1374.0,412.2,0.0,0.0,0.0,,0.0
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1374.0,412.2,0.0,0.0,0.0,,0.0
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,574.0,171.05,0.0,0.0,0.0,,0.0
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,866.0,268.46,0.0,0.0,0.0,,0.0
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1066.0,328.33,0.0,0.0,0.0,,0.0
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1066.0,326.2,0.0,0.0,0.0,,0.0
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1166.0,335.81,0.0,0.0,0.0,,0.0
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,966.0,278.21,0.0,0.0,0.0,,0.0
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,966.0,272.41,0.0,0.0,0.0,,0.0
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,978.0,195.6,0.0,0.0,0.0,,0.0
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,978.0,226.9,0.0,0.0,0.0,,0.0
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,293.0,65.05,0.0,0.0,0.0,,0.0
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,363.0,74.05,0.0,0.0,0.0,,0.0
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2521.0,534.45,0.0,0.0,0.0,,0.0
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2623.0,577.06,0.0,0.0,0.0,,0.0
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1023.0,199.49,0.0,0.0,0.0,,0.0
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1034.0,196.46,0.0,0.0,0.0,,0.0
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,857.0,158.54,0.0,0.0,0.0,,0.0
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,957.0,173.22,0.0,0.0,0.0,,0.0
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,957.0,178.96,0.0,0.0,0.0,,0.0
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1457.0,257.89,0.0,0.0,0.0,,0.0
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,731.0,124.27,0.0,0.0,0.0,,0.0
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,741.0,126.71,0.0,0.0,0.0,,0.0
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2134.0,362.78,0.0,0.0,0.0,,0.0
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2134.0,379.85,0.0,0.0,0.0,,0.0
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2205.0,381.47,0.0,0.0,0.0,,0.0
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,705.0,119.85,0.0,0.0,0.0,,0.0
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,685.0,121.25,0.0,0.0,0.0,,0.0
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,785.0,142.09,0.0,0.0,0.0,,0.0
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,795.0,149.46,0.0,0.0,0.0,,0.0
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,614.0,116.66,0.0,0.0,0.0,,0.0
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,614.0,104.38,0.0,0.0,0.0,,0.0
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,619.0,99.04,0.0,0.0,0.0,,0.0
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,678.0,112.55,0.0,0.0,0.0,,0.0
2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,678.0,107.8,0.0,0.0,0.0,,0.0
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,678.0,96.95,0.0,0.0,0.0,,0.0
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,916.0,125.49,0.0,0.0,0.0,,0.0
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,695.0,98.0,0.0,0.0,0.0,,0.0
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,695.0,88.96,0.0,0.0,0.0,,0.0
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2834.0,331.58,0.0,0.0,0.0,,0.0
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2834.0,331.58,0.0,0.0,0.0,,0.0
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2834.0,334.41,0.0,0.0,0.0,,0.0
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2834.0,331.58,0.0,0.0,0.0,,0.0
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3204.0,371.66,0.0,0.0,0.0,,0.0
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3112.0,348.54,0.0,0.0,0.0,,0.0
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3155.0,283.95,0.0,0.0,0.0,,0.0
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3155.0,293.42,0.0,0.0,0.0,,0.0
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,15.4,0.0,0.0,0.0,,0.0
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,17.0,0.0,0.0,0.0,,0.0
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,27.8,0.0,0.0,0.0,,0.0
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,28.6,0.0,0.0,0.0,,0.0
2025-08-18,92600.0,11204.6,1.24,0.46,0.76,0.01,0.0,5602.3,46300.0,46300.0,5602.3,46300.0,,,0.01,46300.0,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2025-08-19,92600.0,12686.2,1.24,0.43,0.76,0.01,0.0,6343.1,46300.0,46300.0,6343.1,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2025-08-20,92600.0,12038.0,1.24,0.42,0.76,0.01,0.0,6019.0,46300.0,46300.0,6019.0,,,,,,,0.01,,100.0,97.68,0.0,0.0,0.0,100.0,1.0,100.0,1.9536
2025-08-21,92600.0,11019.4,1.24,0.42,0.76,0.01,0.0,5509.7,46300.0,46300.0,5509.7,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2025-08-22,92600.0,12964.0,1.24,0.4,0.76,0.01,0.0,6482.0,46300.0,46300.0,6482.0,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2025-08-25,92600.0,11204.6,1.24,0.37,0.76,0.01,0.0,5602.3,46300.0,46300.0,5602.3,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,21.8,0.0,0.0,0.0,,0.0
