,CU2 FP Equity_DX_SI_QTY,CU2 FP Equity_DX_SHORT_INTEREST_VALUE,CU2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CU2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CU2 FP Equity_DX_SI_MV,CU2 FP Equity_DX_DSS,CU2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CU2 FP Equity_DX_SUPPLY_SI_QTY,CU2 FP Equity_DX_BROKER_SI_QTY,CU2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CU2 FP Equity_DX_BROKER_SI_MV_NEW_x,CU2 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CU2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CU2 FP Equity_DX_BROKER_SI_MV_INC_x,CU2 FP Equity_DX_SUPPLY_SI_MV_NEW,CU2 FP Equity_DX_BROKER_SI_QTY_ADD,CU2 FP Equity_DX_BROKER_SI_QTY_NEW,CU2 FP Equity_DX_SUPPLY_SI_MV_DEC,CU2 FP Equity_DX_BROKER_SI_QTY_INC,CU2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CU2 FP Equity_DX_BROKER_SI_MV_NEW_y,CU2 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CU2 FP Equity_DX_BROKER_SI_MV_INC_y,CU2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CU2 FP Equity_DX_BROKER_SI_MV_ADD,CU2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CU2 FP Equity_DX_BROKER_SI_QTY_DEC,CU2 FP Equity_DX_SUPPLY_SI_MV,CU2 FP Equity_DX_BROKER_SI_MV_DEC,CU2 FP Equity_DX_SUPPLY_SI_MV_RMV,CU2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CU2 FP Equity_DX_UTILIZATION_QUANTITY,CU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CU2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CU2 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CU2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CU2 FP Equity_DX_BROKER_SI_CON_RATIO,CU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CU2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CU2 FP Equity_PX_LAST
2023-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,42230.55,,0.01,0.0,,0.0,,0.0,496.83
2023-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,42674.25,,0.01,0.0,,0.0,,0.0,502.05
2023-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,43065.25,,0.01,0.0,,0.0,,0.0,506.65
2023-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,43842.15,,0.01,0.0,,0.0,,0.0,515.79
2023-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,44148.15,,0.01,0.0,,0.0,,0.0,519.39
2023-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,43974.75,,0.01,0.0,,0.0,,0.0,517.35
2023-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,44383.6,,0.01,0.0,,0.0,,0.0,522.16
2023-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,44246.75,,0.01,0.0,,0.0,,0.0,520.55
2023-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,44369.15,,0.01,0.0,,0.0,,0.0,521.99
2023-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,44251.85,,0.01,0.0,,0.0,,0.0,520.61
2023-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,44625.0,,0.01,0.0,,0.0,,0.0,525.0
2023-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,44969.25,,0.01,0.0,,0.0,,0.0,529.05
2023-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45139.25,,0.01,0.0,,0.0,,0.0,531.05
2023-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,44970.22,,0.01,0.0,,0.0,,0.0,529.0614
2023-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45006.65,,0.01,0.0,,0.0,,0.0,529.49
2023-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,44959.9,,0.01,0.0,,0.0,,0.0,528.94
2023-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45207.25,,0.01,0.0,,0.0,,0.0,531.85
2023-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45589.75,,0.01,0.0,,0.0,,0.0,536.35
2023-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45465.88,,0.01,0.0,,0.0,,0.0,534.8927
2023-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45237.0,,0.01,0.0,,0.0,,0.0,532.2
2023-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45229.35,,0.01,0.0,,0.0,,0.0,532.11
2023-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45122.25,,0.01,0.0,,0.0,,0.0,530.85
2023-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45312.65,,0.01,0.0,,0.0,,0.0,533.09
2023-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45441.0,,0.01,0.0,,0.0,,0.0,534.6
2023-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45956.1,,0.01,0.0,,0.0,,0.0,540.66
2023-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,45922.7,,0.01,0.0,,0.0,,0.0,540.267
2023-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,46196.65,,0.01,0.0,,0.0,,0.0,543.49
2023-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,46197.5,,0.01,0.0,,0.0,,0.0,543.5
2023-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,46252.53,,0.01,0.0,,0.0,,0.0,544.1474
2023-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,46583.4,,0.01,0.0,,0.0,,0.0,548.04
2023-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,46813.75,,0.01,0.0,,0.0,,0.0,550.75
2023-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,46919.15,,0.01,0.0,,0.0,,0.0,551.99
2023-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47084.9,,0.01,0.0,,0.0,,0.0,553.94
2023-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,46888.3,,0.01,0.0,,0.0,,0.0,551.627
2023-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47391.75,,0.01,0.0,,0.0,,0.0,557.55
2023-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47417.51,,0.01,0.0,,0.0,,0.0,557.8531
2023-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47413.0,,0.01,0.0,,0.0,,0.0,557.8
2023-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47574.5,,0.01,0.0,,0.0,,0.0,559.7
2023-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47141.0,,0.01,0.0,,0.0,,0.0,554.6
2023-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47294.85,,0.01,0.0,,0.0,,0.0,556.41
2023-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47294.85,,0.01,0.0,,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47294.85,,0.01,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47192.0,,0.01,0.0,,0.0,,0.0,555.2
2023-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47282.1,,0.01,0.0,,0.0,,0.0,556.26
2023-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47115.5,,0.01,0.0,,0.0,,0.0,554.3
2024-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47115.5,,0.01,0.0,,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47473.35,,0.01,0.0,,0.0,,0.0,558.51
2024-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47260.0,,0.01,0.0,,0.0,,0.0,556.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47275.15,,0.01,0.0,,0.0,,0.0,556.1782
2024-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47107.0,,0.01,0.0,,0.0,,0.0,554.2
2024-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47234.5,,0.01,0.0,,0.0,,0.0,555.7
2024-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47723.25,,0.01,0.0,,0.0,,0.0,561.45
2024-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47642.5,,0.01,0.0,,0.0,,0.0,560.5
2024-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47485.25,,0.01,0.0,,0.0,,0.0,558.65
2024-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47778.5,,0.01,0.0,,0.0,,0.0,562.1
2024-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47852.99,,0.01,0.0,,0.0,,0.0,562.9763
2024-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,48240.9,,0.01,0.0,,0.0,,0.0,567.54
2024-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,47957.0,,0.01,0.0,,0.0,,0.0,564.2
2024-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,48058.15,,0.01,0.0,,0.0,,0.0,565.39
2024-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,85.0,48330.63,,0.01,0.0,,0.0,,0.0,568.5956
2024-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87.0,50029.35,,0.01,0.0,,0.0,,0.0,575.05
2024-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94.0,54248.28,,0.02,0.0,,0.0,,0.0,577.1094
2024-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94.0,54285.0,,0.02,0.0,,0.0,,0.0,577.5
2024-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94.0,54407.2,,0.02,0.0,,0.0,,0.0,578.8
2024-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94.0,54473.0,,0.02,0.0,,0.0,,0.0,579.5
2024-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,52278.4,,0.02,0.0,,0.0,,0.0,580.8711
2024-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,52652.66,,0.02,0.0,,0.0,,0.0,585.0295
2024-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,52067.31,,0.02,0.0,,0.0,,0.0,578.5257
2024-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,51948.3,,0.02,0.0,,0.0,,0.0,577.2033
2024-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,52822.82,,0.02,0.0,,0.0,,0.0,586.9202
2024-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53165.67,,0.02,0.0,,0.0,,0.0,590.7297
2024-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53149.64,,0.02,0.0,,0.0,,0.0,590.5515
2024-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53609.51,,0.02,0.0,,0.0,,0.0,595.6612
2024-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53687.62,,0.02,0.0,,0.0,,0.0,596.5291
2024-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53645.22,,0.02,0.0,,0.0,,0.0,596.058
2024-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,54207.0,,0.02,0.0,,0.0,,0.0,602.3
2024-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53819.09,,0.02,0.0,,0.0,,0.0,597.9899
2024-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53888.47,,0.02,0.0,,0.0,,0.0,598.7608
2024-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,54107.76,,0.02,0.0,,0.0,,0.0,601.1973
2024-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,54238.5,,0.02,0.0,,0.0,,0.0,602.65
2024-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53971.32,,0.02,0.0,,0.0,,0.0,599.6813
2024-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53151.9,,0.02,0.0,,0.0,,0.0,590.5767
2024-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,53257.95,,0.02,0.0,,0.0,,0.0,591.755
2024-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,54229.5,,0.02,0.0,,0.0,,0.0,602.55
2024-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,54566.2,,0.02,0.0,,0.0,,0.0,606.2911
2024-02-26,26.0,15760.79,0.03,0.0,0.02,,0.0,26.0,0.0,15760.79,,,,,,,,,,,,,,,,26.0,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,606.1843
2024-02-27,26.0,15654.6,0.03,0.0,0.02,,0.0,26.0,0.0,15654.6,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,602.1
2024-02-28,26.0,15716.08,0.03,0.0,0.02,,0.0,26.0,0.0,15716.08,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,604.4648
2024-02-29,26.0,15724.17,0.03,0.0,0.02,,0.0,26.0,0.0,15724.17,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,604.7758
2024-03-01,26.0,15891.14,0.03,0.0,0.02,,0.0,26.0,0.0,15891.14,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,611.1978
2024-03-04,26.0,15849.6,0.03,0.0,0.02,,0.0,26.0,0.0,15849.6,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,609.6
2024-03-05,26.0,15707.41,0.03,0.0,0.02,,0.0,26.0,0.0,15707.41,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,604.1311
2024-03-06,26.0,15779.14,0.03,0.0,0.02,,0.0,26.0,0.0,15779.14,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,606.89
2024-03-07,26.0,15809.3,0.03,0.0,0.02,,0.0,26.0,0.0,15809.3,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,608.05
2024-03-08,26.0,15789.22,0.03,0.0,0.02,,0.0,26.0,0.0,15789.22,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,607.2775
2024-03-11,26.0,15691.86,0.05,0.0,0.02,,0.0,26.0,0.0,15691.86,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,603.5331
2024-03-12,26.0,15841.12,0.05,0.0,0.02,,0.0,26.0,0.0,15841.12,,,,,,,,,,,,,,,,,,0.02,,,100.0,28.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2889,609.2739
2024-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.02,,26.0,,,,,,,,0.0,,,0.0,0.0,90.0,55038.56,,0.02,0.0,,0.0,,0.0,611.5395
2024-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,54855.1,,0.02,0.0,,0.0,,0.0,609.5011
2024-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,54396.2,,0.02,0.0,,0.0,,0.0,604.4022
2024-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,55048.82,,0.02,0.0,,0.0,,0.0,611.6536
2024-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,55121.23,,0.02,0.0,,0.0,,0.0,612.4581
2024-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,55464.27,,0.02,0.0,,0.0,,0.0,616.2697
2024-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,56372.63,,0.02,0.0,,0.0,,0.0,626.3626
2024-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,56092.46,,0.02,0.0,,0.0,,0.0,623.2495
2024-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,55890.41,,0.02,0.0,,0.0,,0.0,621.0046
2024-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,56174.61,,0.02,0.0,,0.0,,0.0,624.1623
2024-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,56153.7,,0.02,0.0,,0.0,,0.0,623.93
2024-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,56411.87,,0.02,0.0,,0.0,,0.0,626.7986
2024-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28.0,17550.36,,0.02,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,28.0,17550.36,,0.02,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,55955.08,,0.02,0.0,,0.0,,0.0,621.7231
2024-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,55735.29,,0.02,0.0,,0.0,,0.0,619.281
2024-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,90.0,55764.74,,0.02,0.0,,0.0,,0.0,619.6082
2024-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87.0,53411.01,,0.02,0.0,,0.0,,0.0,613.9196
2024-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87.0,53679.1,,0.02,0.0,,0.0,,0.0,617.0012
2024-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87.0,53322.01,,0.02,0.0,,0.0,,0.0,612.8967
2024-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87.0,53574.75,,0.02,0.0,,0.0,,0.0,615.8017
