,MDM FP Equity_DX_SI_QTY,MDM FP Equity_DX_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MDM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MDM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MDM FP Equity_DX_SI_MV,MDM FP Equity_DX_DSS,MDM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY,MDM FP Equity_DX_BROKER_SI_QTY,MDM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MDM FP Equity_DX_BROKER_SI_MV_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_x,MDM FP Equity_DX_BROKER_SI_MV_INC_x,MDM FP Equity_DX_SUPPLY_SI_MV_NEW,MDM FP Equity_DX_BROKER_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_NEW,MDM FP Equity_DX_SUPPLY_SI_MV_DEC,MDM FP Equity_DX_BROKER_SI_QTY_INC,MDM FP Equity_DX_SUPPLY_SI_QTY_DEC,MDM FP Equity_DX_BROKER_SI_MV_NEW_y,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MDM FP Equity_DX_BROKER_SI_MV_INC_y,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_y,MDM FP Equity_DX_BROKER_SI_MV_ADD,MDM FP Equity_DX_SUPPLY_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_DEC,MDM FP Equity_DX_SUPPLY_SI_MV,MDM FP Equity_DX_BROKER_SI_MV_DEC,MDM FP Equity_DX_SUPPLY_SI_MV_RMV,MDM FP Equity_DX_BROKER_SI_MV_RMV,MDM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MDM FP Equity_DX_UTILIZATION_QUANTITY,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MDM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MDM FP Equity_DX_ACTIVE_UTILIZATION_MV,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MDM FP Equity_DX_BROKER_SI_CON_RATIO,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MDM FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-08-20,524468.0,12482338.4,1.24,3.66,1.16,13.05,1.0,6875058.4,436586.0,288868.0,10390746.8,,,,0.22,,,,0.14,9500.0,5011.0,,,0.22,,,,5011.0,10.41,0.13,,,4.12,4.12,10166186.0,241955226.8,,239.81,4.16,20.26,0.2041,36.65,0.0495
2018-08-21,556728.0,13495086.72,1.31,3.86,1.23,13.91,1.0,7321158.72,462049.0,302028.0,11200067.76,,,4352.0,0.3,,1149.0,,0.12,12835.0,4596.0,,,0.3,4352.0,0.03,25707.0,824.0,11.08,0.04,,,4.34,4.34,10176866.0,246687231.84,,238.35,4.44,18.73,0.1915,35.01,0.0523
2018-08-22,533668.0,13149579.52,1.26,3.68,1.18,13.56,1.0,7344395.52,458030.0,298068.0,11285859.2,,,20915.0,0.15,,,,0.59,5197.0,25116.0,,,0.15,20915.0,,182.0,9157.0,11.19,0.21,,,4.29,4.29,10212988.0,251648024.32,,243.04,4.4,19.36,0.2035,36.52,0.05
2018-08-23,525278.0,12816783.2,1.24,3.57,1.16,13.38,1.0,7068143.2,447828.0,289678.0,10927003.2,,,,,,,,0.25,,10202.0,,,,,,,8390.0,10.98,0.2,,,4.18,4.18,10261630.0,250383772.0,,248.2,4.24,19.84,0.2079,36.66,0.049
2018-08-24,525278.0,13079422.2,1.24,3.54,1.16,13.46,1.0,7212982.2,447828.0,289678.0,11150917.2,,,,,,,,,,,,,,,,,,11.06,,,,4.16,4.16,10307482.0,256656301.8,,249.26,4.25,19.56,0.2101,37.19,0.0488
2018-08-27,540926.0,13447420.36,1.28,3.67,1.2,13.89,1.0,7590404.36,443476.0,305326.0,11024813.36,,,,,,20000.0,,0.09,,4352.0,,,,,0.5,,4352.0,11.02,0.08,,,4.05,4.05,10508800.0,261248768.0,,256.55,4.12,19.04,0.1971,35.95,0.0494
2018-08-28,532039.0,13300975.0,1.25,3.6,1.18,13.71,1.0,7410975.0,438889.0,296439.0,10972225.0,,,,,,,,0.11,,4587.0,,,,,,,8887.0,10.94,0.21,,,3.98,3.98,10602260.0,265056500.0,,258.82,4.06,19.28,0.2015,36.63,0.0482
2018-08-29,539267.0,13255182.86,1.27,3.66,1.19,13.8,1.0,7286470.62,441817.0,296439.0,10859861.86,,,,,,,,0.1,,4300.0,,,,,,7228.0,,10.94,,,,3.99,3.99,10626986.0,261211315.88,,260.33,4.03,19.22,0.1948,35.79,0.0487
2018-08-30,501267.0,12451472.28,1.18,3.4,1.11,12.79,1.0,6419624.76,416817.0,258439.0,10353734.28,,,,,,,,0.64,,25000.0,,,,,,,38000.0,10.32,1.03,,,3.75,3.75,10683973.0,265389889.32,,258.61,3.84,15.09,0.2064,39.05,0.0452
2018-08-31,464535.0,11715572.7,1.1,3.18,1.03,11.99,1.0,5651297.6,411089.0,224080.0,10367664.58,,,4000.0,0.24,,,,0.24,9000.0,9728.0,,,0.24,4000.0,,,43359.0,10.32,1.1,,,3.71,3.71,10669934.0,269095735.48,,261.15,3.8,14.52,0.2255,42.31,0.0419
2018-09-03,453196.0,11619945.44,1.07,3.09,1.0,11.85,1.0,5454679.24,411089.0,212741.0,10540321.96,,,,0.23,,,,,8661.0,,,,0.23,,,,20000.0,10.48,0.5,,,3.7,3.7,10694534.0,274207851.76,,265.3,3.8,14.87,0.2382,43.52,0.0408
2018-09-04,450596.0,11427114.56,1.06,3.05,1.0,11.78,0.0,5395111.76,409864.0,212741.0,10394151.04,,,1375.0,,,,,0.07,,2600.0,,,,1375.0,,,,10.44,,,,3.68,3.68,10737242.0,272296457.12,,269.7,3.73,15.07,0.2352,43.06,0.0404
2018-09-05,474804.0,12126494.16,1.12,3.31,1.05,12.38,1.0,5433405.14,441697.0,212741.0,11280941.38,,,31833.0,,,,,,,,,,,31833.0,,,,11.23,,,,3.95,3.95,10750409.0,274565445.86,,267.22,4.03,14.14,0.217,41.25,0.0424
2018-09-06,481804.0,11659656.8,1.14,3.37,1.06,12.25,1.0,5317732.2,442997.0,219741.0,10720527.4,,,7000.0,0.13,,,,0.16,7000.0,5700.0,,,0.13,7000.0,,,,10.97,,,,3.96,3.96,10743609.0,259995337.8,,267.14,3.94,14.43,0.2062,39.53,0.0431
2018-09-07,480949.0,11513919.06,1.13,3.45,1.06,11.94,1.0,5260599.54,442142.0,219741.0,10584879.48,,,,,,,,0.06,,855.0,,,,,,,,10.65,,,,3.93,3.93,10814036.0,258888021.84,,256.98,3.98,14.17,0.2097,40.09,0.0427
2018-09-10,525733.0,12922517.14,1.24,3.79,1.16,13.13,1.0,6522917.5,455653.0,265375.0,11199950.74,,,,0.61,,18514.0,,0.03,27120.0,850.0,,,0.61,,0.45,14361.0,,11.08,,,,4.05,4.05,10793336.0,265300198.88,,255.63,4.16,16.03,0.1929,37.45,0.0467
2018-09-11,559161.0,13856009.58,1.32,4.04,1.24,14.1,1.0,7295752.38,507901.0,294421.0,12585786.78,,,52402.0,0.7,,,,0.0,29200.0,154.0,,,0.7,52402.0,,,154.0,12.54,0.01,,,4.52,4.52,10719119.0,265619768.82,,259.14,4.61,15.26,0.18,35.15,0.0498
2018-09-12,552240.0,13662417.6,1.3,4.66,1.22,13.96,1.0,7021459.4,500980.0,283810.0,12394245.2,,,3690.0,,,,,0.26,,10611.0,,,,3690.0,,,10611.0,12.39,0.26,,,4.46,4.46,10727179.0,265390408.46,,260.72,4.54,15.6,0.1829,35.44,0.0492
2018-09-13,554213.0,13290027.74,1.31,4.93,1.23,13.8,1.0,6941562.54,502953.0,289473.0,12060812.94,,,1973.0,0.05,,3690.0,,,1973.0,,,,0.05,1973.0,0.1,,,12.22,,,,4.48,4.48,10731927.0,257351609.46,,259.4,4.5,15.73,0.1789,34.76,0.0493
2018-09-14,568800.0,14333760.0,1.34,5.19,1.26,14.36,1.0,6918408.0,521693.0,274540.0,13146663.6,,,23173.0,,,,,0.37,,13591.0,,,,23173.0,,9158.0,14933.0,12.86,0.42,,,4.64,4.64,10731355.0,270430146.0,,255.22,4.8,13.04,0.1783,35.1,0.0505
2018-09-17,570474.0,13976613.0,1.35,5.25,1.26,14.45,1.0,6767243.0,523367.0,276214.0,12822491.5,,,1674.0,0.05,,,,,1674.0,,,,0.05,1674.0,,,,12.99,,,,4.65,4.65,10741740.0,263172630.0,,264.58,4.68,13.47,0.1718,33.9,0.0506
2018-09-18,564074.0,13560338.96,1.33,5.23,1.25,14.02,1.0,6640184.56,516967.0,276214.0,12427886.68,,,,,,,,0.2,,6400.0,,,,,,,,12.54,,,,4.59,4.59,10750531.0,258442765.24,,258.4,4.63,13.58,0.1737,34.3,0.0501
2018-09-19,555040.0,13642883.2,1.31,5.25,1.23,13.85,1.0,6894345.88,503661.0,280486.0,12379987.38,,,,0.11,,,,0.34,4272.0,13306.0,,,0.11,,,,,12.26,,,,4.49,4.49,10718082.0,263450455.56,,254.43,4.6,13.47,0.1791,35.49,0.0495
2018-09-20,562744.0,13911031.68,1.33,5.41,1.24,14.15,1.0,7124056.8,515224.0,288190.0,12736337.28,,,7331.0,0.19,,,,,7823.0,,,,0.19,7331.0,,4232.0,119.0,12.67,0.0,,,4.59,4.59,10709276.0,264733302.72,,258.18,4.68,13.37,0.1747,34.94,0.0501
2018-09-21,570171.0,14459536.56,1.34,5.62,1.26,14.58,1.0,7578734.56,518911.0,298846.0,13159582.96,,,3552.0,0.28,,,,0.06,10656.0,3229.0,,,0.28,3552.0,,3364.0,,13.0,,,,4.61,4.61,10736676.0,272282103.36,,261.46,4.74,13.2,0.1721,34.79,0.0507
2018-09-24,563973.0,14302355.28,1.33,5.53,1.25,14.57,1.0,7485156.16,512713.0,295156.0,13002401.68,,,,,,,,0.13,,6198.0,,,,,,,3690.0,13.01,0.1,,,4.55,4.55,10762696.0,272941970.56,,267.98,4.63,13.51,0.1732,34.8,0.05
2018-09-25,667045.0,16622761.4,1.57,6.55,1.47,17.06,1.0,7245340.48,615785.0,290744.0,15345362.2,,,90387.0,,,,,0.37,,14412.0,,,,90387.0,,27097.0,4412.0,15.51,0.12,,,5.47,5.47,10645595.0,265288227.4,,265.0,5.53,22.22,0.1686,29.21,0.0592
2018-09-26,735117.0,18407329.68,1.73,7.4,1.62,18.67,1.0,7400496.88,687387.0,295547.0,17212170.48,,,55073.0,0.11,,,,,4803.0,,,,0.11,55073.0,,16529.0,,17.19,,,,6.11,6.11,10571042.0,264698891.68,,259.61,6.21,26.83,0.1812,28.44,0.0653
2018-09-27,744453.0,18819771.84,1.76,7.68,1.65,19.06,1.0,7728551.04,693193.0,305718.0,17523919.04,,,2758.0,0.27,,,,0.01,10171.0,835.0,,,0.27,2758.0,,3883.0,,17.48,,,,6.15,6.15,10585079.0,267590797.12,,261.64,6.26,26.52,0.1768,27.95,0.066
2018-09-28,727148.0,18280500.72,1.71,7.68,1.61,18.66,1.0,6896455.08,682084.0,274322.0,17147591.76,,,6744.0,0.16,,,,0.9,5734.0,35479.0,,,0.16,6744.0,,17626.0,37130.0,17.23,0.94,,,6.04,6.04,10615159.0,266865097.26,,264.07,6.13,26.95,0.1852,29.05,0.0644
2018-10-01,819896.0,20677777.12,1.93,8.68,1.81,20.96,1.0,8868083.38,702512.0,351629.0,17717352.64,,,18357.0,1.93,,,,0.03,77307.0,1155.0,,,1.93,18357.0,,3226.0,,17.7,,,,5.2,5.2,12799736.0,322809341.92,,317.41,5.28,24.06,0.1761,27.56,0.0607
2018-10-02,832517.0,20812925.0,1.96,8.94,1.84,21.25,1.0,8891775.0,715133.0,355671.0,17878325.0,,,8579.0,,,4042.0,,,,,,,,8579.0,0.11,4042.0,,17.99,,,,5.32,5.32,12723616.0,318090400.0,,316.05,5.39,23.53,0.177,28.28,0.0619
2018-10-03,806565.0,20228650.2,1.9,8.72,1.78,20.41,1.0,8269352.52,769801.0,329719.0,19306609.08,,,65000.0,0.04,,,,0.6,548.0,23652.0,,,0.04,65000.0,,13320.0,26500.0,19.32,0.85,,,5.68,5.68,12776674.0,320438983.92,,315.62,5.77,24.58,0.1801,29.27,0.0595
2018-10-04,793278.0,19831950.0,1.87,8.76,1.75,20.08,1.0,7750850.0,756514.0,310034.0,18912850.0,,,7325.0,0.09,,6052.0,,0.73,3463.0,29209.0,,,0.09,7325.0,0.15,8597.0,29200.0,18.96,0.7,,,5.58,5.58,12798658.0,319966450.0,,316.29,5.65,24.9,0.1843,30.56,0.0585
2018-10-05,809834.0,20083883.2,1.91,9.02,1.79,20.38,1.0,8035348.8,764581.0,324006.0,18961608.8,,,,0.21,,3463.0,,0.01,10509.0,308.0,,,0.21,,0.09,8375.0,,19.07,,,,5.63,5.63,12812595.0,317752356.0,,316.15,5.69,24.34,0.182,30.42,0.0596
2018-10-08,811562.0,19169094.44,1.91,8.94,1.79,19.99,1.0,7822849.52,761590.0,331196.0,17988755.8,,,2471.0,0.41,,,,0.31,17190.0,11692.0,,,0.41,2471.0,,6230.0,10000.0,18.48,0.25,,,5.59,5.59,12853273.0,303594308.26,,313.38,5.57,23.81,0.1799,29.82,0.0596
2018-10-09,810014.0,19083929.84,1.91,8.75,1.79,19.42,1.0,7969382.04,759542.0,338259.0,17894809.52,,,3998.0,0.11,,,,0.3,7063.0,8611.0,,,0.11,3998.0,,2565.0,,17.94,,,,5.56,5.56,12909738.0,304153427.28,,301.35,5.62,24.44,0.175,28.26,0.0593
2018-10-10,843101.0,19003496.54,1.99,9.07,1.86,19.87,1.0,8769570.18,780629.0,389067.0,17595377.66,,,,0.9,,12000.0,,0.12,38808.0,4747.0,,,0.9,,0.27,25834.0,,18.03,,,,5.69,5.69,12940066.0,291669087.64,,300.1,5.67,22.85,0.1568,25.41,0.0614
2018-10-11,881857.0,20035791.04,2.08,9.37,1.95,20.33,1.0,9720138.56,802411.0,427823.0,18230777.92,,,22201.0,0.12,,30751.0,,0.1,8424.0,419.0,,,0.12,22201.0,0.7,,419.0,18.16,0.0,,,5.82,5.82,12991062.0,295156928.64,,289.91,5.9,22.51,0.1467,23.81,0.0639
2018-10-12,873156.0,19244358.24,2.06,9.24,1.93,20.01,1.0,9347208.08,810684.0,424102.0,17867475.36,,,4939.0,0.17,,,,0.31,6933.0,15634.0,,,0.17,4939.0,,18968.0,10654.0,18.21,0.25,,,5.85,5.85,13054896.0,287729907.84,,293.33,5.84,22.19,0.1453,23.85,0.063
2018-10-15,870241.0,18640562.22,2.05,9.07,1.92,19.45,1.0,9337791.96,807769.0,435938.0,17302411.98,,,13859.0,0.27,,,,0.48,13859.0,16774.0,,,0.27,13859.0,,,2023.0,17.62,0.07,,,5.78,5.78,13172178.0,282148052.76,,287.58,5.77,22.18,0.1442,22.93,0.0622
2018-10-16,855430.0,18836568.6,2.02,9.0,1.89,19.05,1.0,9282597.06,792958.0,421553.0,17460935.16,,,,,,,,0.33,,14811.0,,,,,,,14385.0,17.27,0.4,,,5.75,5.75,13008521.0,286447632.42,,278.01,5.85,22.82,0.1466,23.29,0.062
2018-10-17,837164.0,18250175.2,1.97,8.76,1.85,18.84,1.0,8928255.4,786692.0,409553.0,17149885.6,,,,,,,,0.1,,6266.0,,,,,,,12000.0,17.32,0.26,,,5.7,5.7,13026052.0,283967933.6,,285.5,5.72,22.97,0.1495,23.31,0.0606
2018-10-18,832256.0,18059955.2,1.96,8.83,1.84,18.59,1.0,8781382.4,781784.0,404672.0,16964712.8,,,,0.09,,,,0.3,4140.0,11854.0,,,0.09,,,6946.0,9021.0,17.08,0.23,,,5.65,5.65,13050925.0,283205072.5,,282.45,5.7,23.05,0.15,23.52,0.0602
2018-10-19,762147.0,16340431.68,1.8,8.27,1.68,16.81,1.0,7880422.08,715564.0,367557.0,15341692.16,,,,,,4600.0,,1.55,,66220.0,,,,,0.1,,41715.0,15.41,0.97,,,5.17,5.17,13120813.0,281310230.72,,281.49,5.19,20.67,0.148,25.71,0.0551
2018-10-22,800791.0,16864658.46,1.89,8.8,1.77,17.47,1.0,8211315.06,754208.0,389901.0,15883620.48,,,38644.0,0.3,,8039.0,,,14305.0,,,,0.3,38644.0,0.17,,,16.04,,,,5.46,5.46,13060868.0,275061880.08,,277.41,5.47,19.67,0.1375,24.29,0.058
2018-10-23,787715.0,15848825.8,1.86,8.61,1.74,16.74,1.0,7979149.36,734127.0,396578.0,14770635.24,,,11133.0,0.32,,,,0.73,18138.0,31214.0,,,0.32,11133.0,,,11461.0,15.11,0.29,,,5.31,5.31,13087389.0,263318266.68,,272.33,5.26,19.73,0.1392,24.22,0.057
2018-10-24,715544.0,14711584.64,1.69,7.71,1.58,15.21,1.0,8325381.36,655462.0,404931.0,13476298.72,,,,0.23,,,,1.79,13499.0,78665.0,,,0.23,,,,5146.0,13.37,0.02,,,4.74,4.74,13159301.0,270555228.56,,264.53,4.81,13.54,0.1359,27.27,0.0518
2018-10-25,638058.0,13169517.12,1.5,6.77,1.41,13.82,1.0,8153336.64,571657.0,395026.0,11799000.48,,,,0.27,,,,1.69,11999.0,83805.0,,,0.27,,,,21904.0,11.79,0.36,,,4.14,4.14,13246700.0,273411888.0,,270.84,4.17,15.11,0.1553,30.15,0.0462
2018-10-26,660485.0,13896604.4,1.56,7.17,1.46,14.42,1.0,8783211.12,579098.0,417453.0,12184221.92,,,7441.0,0.67,,2243.0,,,30615.0,,,,0.67,7441.0,0.05,,10431.0,12.09,0.21,,,4.17,4.17,13305383.0,279945258.32,,272.89,4.24,14.47,0.1493,29.46,0.0476
2018-10-29,642270.0,13924413.6,1.51,6.95,1.42,14.14,1.0,8983584.96,552520.0,414372.0,11978633.6,,,,0.18,,,,0.5,7292.0,26578.0,,,0.18,,,,10373.0,11.86,0.42,,,3.98,3.98,13334573.0,289093542.64,,279.16,4.08,15.13,0.1622,30.95,0.0462
2018-10-30,668059.0,14202934.34,1.58,7.26,1.48,14.73,1.0,9366730.8,563695.0,440580.0,11984155.7,,,11594.0,0.6,,,,0.01,26208.0,419.0,,,0.6,11594.0,,,,12.08,,,,4.03,4.03,13411179.0,285121665.54,,288.14,4.02,14.98,0.1496,29.14,0.0478
2018-10-31,698572.0,15466384.08,1.65,7.54,1.54,15.59,1.0,10429999.02,582927.0,471093.0,12906003.78,,,5261.0,0.85,,,,,42486.0,,,,0.85,5261.0,,13971.0,11973.0,12.74,0.26,,,4.15,4.15,13467999.0,298181497.86,,285.72,4.27,15.38,0.1479,28.65,0.0497
2018-11-01,721687.0,16310126.2,1.7,7.7,1.6,16.48,1.0,10730683.4,593786.0,474809.0,13419563.6,,,28126.0,0.8,,4800.0,,0.8,30158.0,37992.0,,,0.8,28126.0,0.11,20725.0,31242.0,13.29,0.68,,,4.26,4.26,13356876.0,301865397.6,,292.48,4.35,15.04,0.1435,27.84,0.0517
2018-11-02,757716.0,17063764.32,1.79,8.13,1.67,17.49,1.0,10828471.76,631016.0,480838.0,14210480.32,,,39926.0,0.44,,,,0.21,18071.0,10168.0,,,0.44,39926.0,,7472.0,12042.0,14.23,0.18,,,4.52,4.52,13319208.0,299948564.16,,297.38,4.57,14.54,0.1321,26.12,0.0543
2018-11-05,796695.0,17861901.9,1.88,8.61,1.76,18.31,1.0,11654297.14,664167.0,519817.0,14890624.14,,,33151.0,0.89,,,,,38979.0,,,,0.89,33151.0,,,,14.91,,,,4.77,4.77,13270559.0,297525932.78,,295.2,4.81,13.8,0.1253,24.83,0.0572
2018-11-06,795986.0,17607210.32,1.88,8.61,1.76,18.16,1.0,11654718.32,659729.0,526886.0,14593205.48,,,8479.0,0.3,,,,0.3,14164.0,12917.0,,,0.3,8479.0,,,7095.0,14.67,0.16,,,4.73,4.73,13296515.0,294118911.8,,294.4,4.75,13.77,0.1263,24.55,0.057
2018-11-07,754835.0,17134754.5,1.78,8.07,1.67,17.34,1.0,12014610.6,632443.0,529278.0,14356456.1,,,19157.0,0.28,,,,1.17,12225.0,51700.0,,,0.28,19157.0,,5257.0,9833.0,14.2,0.24,,,4.55,4.55,13281573.0,301491707.1,,291.83,4.64,14.26,0.1367,26.38,0.0543
2018-11-08,779943.0,18266265.06,1.84,8.26,1.72,18.42,1.0,12726100.12,670267.0,543386.0,15697653.14,,,34202.0,0.56,,,,0.22,20996.0,10890.0,,,0.56,34202.0,,14512.0,6888.0,15.52,0.11,,,4.81,4.81,13278238.0,310976333.96,,300.22,4.91,13.93,0.1317,25.63,0.0559
2018-11-09,782651.0,18220115.28,1.85,7.57,1.73,18.73,1.0,12884595.36,667991.0,553462.0,15550830.48,,,7909.0,0.55,,2000.0,,0.19,16175.0,10185.0,,,0.55,7909.0,0.05,,8099.0,15.62,0.2,,,4.8,4.8,13252200.0,308511216.0,,306.93,4.84,14.07,0.1347,25.06,0.0562
2018-11-12,875950.0,20304521.0,2.07,8.4,1.94,20.89,1.0,14991919.98,687853.0,646761.0,15944432.54,,,519.0,2.23,,7519.0,,,95425.0,,,,2.23,519.0,0.18,19343.0,9645.0,16.03,0.23,,,4.92,4.92,13287176.0,307996739.68,,306.68,4.97,14.21,0.1299,22.35,0.0627
2018-11-13,947048.0,21119170.4,2.23,8.96,2.09,22.11,1.0,15718088.1,713612.0,704847.0,15913547.6,,,6151.0,1.21,,,,0.17,59028.0,3963.0,,,1.21,6151.0,,23571.0,942.0,16.2,0.02,,,5.03,5.03,13483269.0,300676898.7,,306.01,5.03,15.7,0.1246,20.31,0.0667
2018-11-14,1073622.0,22889621.04,2.53,10.24,2.37,24.14,1.0,15575986.92,823208.0,730581.0,17550794.56,,,109596.0,0.16,,9980.0,,,15754.0,,,,0.16,109596.0,0.22,,,17.98,,,,5.79,5.79,13399725.0,285682137.0,,293.41,5.77,13.79,0.1112,17.76,0.0755
2018-11-15,1077010.0,21647901.0,2.54,10.15,2.38,23.14,1.0,14551776.9,841743.0,723969.0,16919034.3,,,5135.0,0.09,,,,,8535.0,,,,0.09,5135.0,,13400.0,15147.0,17.49,0.47,,,5.88,5.88,13461545.0,270577054.5,,282.67,5.83,13.7,0.1113,17.48,0.0753
2018-11-16,973688.0,19366654.32,2.3,8.96,2.15,20.26,1.0,14359247.37,704658.0,721933.0,14015647.62,,,2837.0,0.61,,,,3.27,31597.0,153585.0,,,0.61,2837.0,,13663.0,33633.0,14.11,1.09,,,5.0,5.0,13378306.0,266094506.34,,269.12,4.98,13.3,0.1175,19.76,0.0691
2018-11-19,976133.0,18897934.88,2.3,8.97,2.16,20.02,1.0,12380952.32,768511.0,639512.0,14878372.96,,,84866.0,,,,,0.54,,25197.0,,,,84866.0,,4184.0,82421.0,15.07,1.68,,,5.4,5.4,13450915.0,260409714.4,,266.0,5.36,13.34,0.1186,19.47,0.0686
2018-11-20,992463.0,19005666.45,2.34,9.15,2.19,20.01,1.0,12569351.45,767990.0,656363.0,14707008.5,,,7071.0,0.38,,,,0.15,21634.0,7592.0,,,0.38,7071.0,,,4783.0,14.82,0.14,,,5.39,5.39,13474510.0,258036866.5,,261.98,5.35,13.03,0.1187,19.25,0.0697
2018-11-21,885433.0,17000313.6,2.08,8.09,1.96,17.75,1.0,12521721.6,642301.0,652173.0,12332179.2,,,5349.0,0.0,,,,2.66,1663.0,136743.0,,,0.0,5349.0,,5705.0,5853.0,12.33,0.26,,,4.48,4.48,13709133.0,263215353.6,,263.6,4.47,14.67,0.1309,21.78,0.0617
2018-11-22,936712.0,18265884.0,2.2,8.74,2.07,18.83,1.0,12205576.5,704397.0,625927.0,13735741.5,,,94546.0,0.16,,,,1.21,7996.0,62916.0,,,0.16,94546.0,,30466.0,34242.0,13.63,0.66,,,4.89,4.89,13695467.0,267061606.5,,262.07,4.94,13.9,0.1212,20.84,0.0651
2018-11-23,908565.0,17535304.5,2.14,8.54,2.01,18.26,1.0,11537154.0,690359.0,597780.0,13323928.7,,,,0.05,,,,1.15,3000.0,60060.0,,,0.05,,,46022.0,31147.0,13.4,0.67,,,4.78,4.78,13740821.0,265197845.3,,266.83,4.78,14.39,0.1221,21.28,0.063
2018-11-26,913365.0,17070791.85,2.15,8.81,2.02,18.05,1.0,11262220.2,690359.0,602580.0,12902809.71,,,,,,4800.0,,,,,,,,,0.09,,,13.09,,,,4.77,4.77,13779100.0,257531379.0,,263.73,4.73,14.38,0.1204,20.85,0.0631
2018-11-27,934469.0,17857702.59,2.2,8.57,2.07,18.26,1.0,11714582.88,709877.0,613008.0,13565749.47,,,16355.0,0.34,,,,0.13,16355.0,6091.0,,,0.34,16355.0,,9254.0,5927.0,13.43,0.22,,,4.9,4.9,13767573.0,263098320.03,,257.6,4.96,13.84,0.1184,21.17,0.0645
2018-11-28,992100.0,19683264.0,2.33,9.14,2.19,19.78,1.0,12829317.76,747623.0,646639.0,14832840.32,,,28227.0,0.78,,,,,35064.0,,,,0.78,28227.0,,9519.0,1433.0,14.55,0.03,,,5.17,5.17,13726745.0,272338620.8,,261.33,5.27,13.03,0.1152,20.28,0.0685
2018-11-29,972779.0,19455580.0,2.29,8.79,2.15,19.87,1.0,12450000.0,735896.0,622500.0,14717920.0,,,12011.0,,,9264.0,,0.55,,31991.0,,,,12011.0,0.18,8253.0,33403.0,14.64,0.42,,,5.09,5.09,13719959.0,274399180.0,,269.41,5.15,12.96,0.1135,20.36,0.0673
2018-11-30,968879.0,19532600.64,2.28,8.61,2.14,19.97,1.0,12600241.92,693071.0,625012.0,13972311.36,,,2216.0,0.73,,,,0.87,35000.0,45954.0,,,0.73,2216.0,,913.0,32488.0,13.93,0.58,,,4.8,4.8,13752023.0,277240783.68,,273.77,4.84,14.36,0.1165,20.47,0.0671
2018-12-03,946709.0,17959069.73,2.23,8.45,2.09,19.22,1.0,11412807.28,685892.0,601624.0,13011371.24,,,1885.0,0.06,,,,0.44,4101.0,21592.0,,,0.06,1885.0,,12528.0,27489.0,13.39,0.55,,,4.75,4.75,13763820.0,261099665.4,,273.23,4.67,12.54,0.1137,20.02,0.0655
2018-12-04,937188.0,18031497.12,2.2,8.07,2.07,18.45,1.0,11385500.88,680542.0,591762.0,13093628.08,,,,,,,,0.13,,5350.0,,,,,,,9862.0,13.01,0.38,,,4.71,4.71,13754011.0,264627171.64,,260.3,4.76,12.29,0.1154,21.14,0.0649
2018-12-05,836472.0,16160639.04,1.97,7.21,1.85,16.69,1.0,11427664.08,575057.0,591494.0,11110101.24,,,,0.14,,,,2.01,7421.0,105485.0,,,0.14,,,,7689.0,11.08,0.1,,,4.01,4.01,13748914.0,265629018.48,,263.42,4.04,13.82,0.1256,23.52,0.0584
2018-12-06,818274.0,15015327.9,1.92,7.09,1.81,16.09,1.0,10519981.6,566873.0,573296.0,10402119.55,,,,0.0,,,,0.16,1483.0,8184.0,,,0.0,,,,19681.0,10.63,0.38,,,3.95,3.95,13799722.0,253224898.7,,263.4,3.88,14.41,0.1276,23.19,0.057
2018-12-07,806205.0,14197270.05,1.9,6.92,1.78,15.22,1.0,9883207.47,554804.0,561227.0,9770098.44,,,,,,,,0.25,,12069.0,,,,,,,12069.0,9.93,0.26,,,3.83,3.83,13929514.0,245298741.54,,254.06,3.76,14.42,0.1291,23.5,0.0557
2018-12-10,909568.0,15298933.76,2.14,7.91,2.01,16.49,1.0,9743035.46,644528.0,579253.0,10840960.96,,,50620.0,0.09,,1828.0,,,16198.0,,,,0.09,50620.0,0.04,39104.0,,11.1,,,,4.45,4.45,13843249.0,232843448.18,,243.42,4.36,13.28,0.1166,20.7,0.0628
