,SGQI FP Equity_DX_SI_QTY,SGQI FP Equity_DX_SHORT_INTEREST_VALUE,SGQI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SGQI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SGQI FP Equity_DX_SI_MV,SGQI FP Equity_DX_DSS,SGQI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SGQI FP Equity_DX_SUPPLY_SI_QTY,SGQI FP Equity_DX_BROKER_SI_QTY,SGQI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SGQI FP Equity_DX_BROKER_SI_MV_NEW_x,SGQI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SGQI FP Equity_DX_SUPPLY_SI_QTY_INC_x,SGQI FP Equity_DX_BROKER_SI_MV_INC_x,SGQI FP Equity_DX_SUPPLY_SI_MV_NEW,SGQI FP Equity_DX_BROKER_SI_QTY_ADD,SGQI FP Equity_DX_BROKER_SI_QTY_NEW,SGQI FP Equity_DX_SUPPLY_SI_MV_DEC,SGQI FP Equity_DX_BROKER_SI_QTY_INC,SGQI FP Equity_DX_SUPPLY_SI_QTY_DEC,SGQI FP Equity_DX_BROKER_SI_MV_NEW_y,SGQI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SGQI FP Equity_DX_BROKER_SI_MV_INC_y,SGQI FP Equity_DX_SUPPLY_SI_QTY_INC_y,SGQI FP Equity_DX_BROKER_SI_MV_ADD,SGQI FP Equity_DX_SUPPLY_SI_QTY_ADD,SGQI FP Equity_DX_BROKER_SI_QTY_DEC,SGQI FP Equity_DX_SUPPLY_SI_MV,SGQI FP Equity_DX_BROKER_SI_MV_DEC,SGQI FP Equity_DX_SUPPLY_SI_MV_RMV,SGQI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SGQI FP Equity_DX_UTILIZATION_QUANTITY,SGQI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SGQI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SGQI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SGQI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SGQI FP Equity_DX_ACTIVE_UTILIZATION_MV,SGQI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SGQI FP Equity_DX_BROKER_SI_CON_RATIO,SGQI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SGQI FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,55000.0,5295791.71,,6.2,0.0,,0.0,,0.0
2014-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,55000.0,5299078.69,,6.2,0.0,,0.0,,0.0
2014-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,55000.0,5294852.57,,6.21,0.0,,0.0,,0.0
2014-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,55000.0,5275130.7,,6.2,0.0,,0.0,,0.0
2014-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,55000.0,5266026.64,,6.18,0.0,,0.0,,0.0
2014-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3440581.09,,3.96,0.0,,0.0,,0.0
2014-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3455008.33,,3.95,0.0,,0.0,,0.0
2014-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3457517.41,,3.97,0.0,,0.0,,0.0
2014-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3461281.03,,3.97,0.0,,0.0,,0.0
2014-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3485430.97,,3.97,0.0,,0.0,,0.0
2014-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3478530.99,,4.0,0.0,,0.0,,0.0
2014-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3496721.84,,3.99,0.0,,0.0,,0.0
2014-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3492644.58,,4.01,0.0,,0.0,,0.0
2014-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3518989.96,,4.01,0.0,,0.0,,0.0
2014-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3526830.85,,4.04,0.0,,0.0,,0.0
2014-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3529967.2,,4.05,0.0,,0.0,,0.0
2014-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3513030.89,,4.05,0.0,,0.0,,0.0
2014-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3521499.04,,4.03,0.0,,0.0,,0.0
2014-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3530908.11,,4.04,0.0,,0.0,,0.0
2014-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3523694.49,,4.05,0.0,,0.0,,0.0
2014-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3484803.69,,4.04,0.0,,0.0,,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3437444.74,,4.0,0.0,,0.0,,0.0
2014-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3436503.83,,3.95,0.0,,0.0,,0.0
2014-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3452499.24,,3.94,0.0,,0.0,,0.0
2014-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3427094.77,,3.96,0.0,,0.0,,0.0
2014-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3422076.6,,3.93,0.0,,0.0,,0.0
2014-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3406708.46,,3.93,0.0,,0.0,,0.0
2014-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3444971.99,,3.91,0.0,,0.0,,0.0
2014-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3443717.45,,3.95,0.0,,0.0,,0.0
2014-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,36000.0,3457517.41,,3.95,0.0,,0.0,,0.0
2014-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,39500.0,3811903.71,,4.35,0.0,,0.0,,0.0
2014-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,39500.0,4367120.0,,4.35,0.0,,0.0,,0.0
2014-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60931.43,,0.07,0.0,,0.0,,0.0
2014-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,61199.62,,0.07,0.0,,0.0,,0.0
2014-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,61302.77,,0.07,0.0,,0.0,,0.0
2014-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60900.48,,0.07,0.0,,0.0,,0.0
2014-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60967.53,,0.07,0.0,,0.0,,0.0
2014-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60792.17,,0.07,0.0,,0.0,,0.0
2014-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,61013.95,,0.07,0.0,,0.0,,0.0
2014-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60921.11,,0.07,0.0,,0.0,,0.0
2014-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60523.98,,0.07,0.0,,0.0,,0.0
2014-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60472.4,,0.07,0.0,,0.0,,0.0
2014-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,61132.57,,0.07,0.0,,0.0,,0.0
2014-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60719.97,,0.07,0.0,,0.0,,0.0
2014-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60333.15,,0.07,0.0,,0.0,,0.0
2014-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60585.87,,0.07,0.0,,0.0,,0.0
2014-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60317.68,,0.07,0.0,,0.0,,0.0
2014-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60446.62,,0.07,0.0,,0.0,,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60013.38,,0.07,0.0,,0.0,,0.0
2014-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60312.52,,0.07,0.0,,0.0,,0.0
2014-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60838.59,,0.07,0.0,,0.0,,0.0
2014-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,59915.39,,0.07,0.0,,0.0,,0.0
2014-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60307.36,,0.07,0.0,,0.0,,0.0
2014-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60080.43,,0.07,0.0,,0.0,,0.0
2014-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,58811.67,,0.07,0.0,,0.0,,0.0
2014-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,58440.93,,0.07,0.0,,0.0,,0.0
2014-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,58879.55,,0.07,0.0,,0.0,,0.0
2014-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,57725.56,,0.07,0.0,,0.0,,0.0
2014-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,57088.52,,0.06,0.0,,0.0,,0.0
2014-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,57819.55,,0.06,0.0,,0.0,,0.0
2014-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,58111.97,,0.07,0.0,,0.0,,0.0
2014-12-18,4100.0,410565.28,0.36,0.29,0.46,0.0,410565.28,0.0,4100.0,0.0,,,,,,4100.0,,,,,,,,,0.46,,,0.0,,,0.0,0.0,592.0,59281.62,,0.07,0.0,,1.0,100.0,6.9257
2014-12-19,4100.0,416315.29,0.35,0.3,0.47,0.0,416315.29,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60111.87,,0.07,0.0,,1.0,100.0,6.9257
2014-12-22,4100.0,417653.34,0.36,0.3,0.47,0.0,417653.34,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60305.07,,0.07,0.0,,1.0,100.0,6.9257
2014-12-23,4100.0,420220.96,0.27,0.3,0.47,0.0,420220.96,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60675.81,,0.07,0.0,,1.0,100.0,6.9257
2014-12-24,4100.0,420220.96,0.27,0.3,0.48,0.0,420220.96,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60675.81,,0.07,0.0,,1.0,100.0,6.9257
2014-12-25,4100.0,420220.96,0.27,0.3,0.48,0.0,420220.96,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60675.81,,0.07,0.0,,1.0,100.0,6.9257
2014-12-26,4100.0,420220.96,0.27,0.3,0.48,0.0,420220.96,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60675.81,,0.07,0.0,,1.0,100.0,6.9257
2014-12-29,4100.0,425537.01,0.27,0.3,0.48,0.0,425537.01,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,61443.39,,0.07,0.0,,1.0,100.0,6.9257
2014-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4100.0,0.0,0.48,,0.0,0.0,592.0,60931.67,,0.07,0.0,,0.0,,0.0
2014-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60931.67,,0.07,0.0,,0.0,,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60931.67,,0.07,0.0,,0.0,,0.0
2015-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60869.01,,0.07,0.0,,0.0,,0.0
2015-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60419.94,,0.07,0.0,,0.0,,0.0
2015-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60096.2,,0.07,0.0,,0.0,,0.0
2015-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,60754.13,,0.07,0.0,,0.0,,0.0
2015-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,61923.79,,0.07,0.0,,0.0,,0.0
2015-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,61547.83,,0.07,0.0,,0.0,,0.0
2015-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,61359.85,,0.07,0.0,,0.0,,0.0
2015-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,62278.86,,0.07,0.0,,0.0,,0.0
2015-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,61547.83,,0.07,0.0,,0.0,,0.0
2015-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,63166.54,,0.07,0.0,,0.0,,0.0
2015-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,63834.92,,0.07,0.0,,0.0,,0.0
2015-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,63626.05,,0.07,0.0,,0.0,,0.0
2015-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,63777.48,,0.07,0.0,,0.0,,0.0
2015-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,64189.99,,0.07,0.0,,0.0,,0.0
2015-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65166.44,,0.07,0.0,,0.0,,0.0
2015-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66085.46,,0.07,0.0,,0.0,,0.0
2015-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66116.79,,0.07,0.0,,0.0,,0.0
2015-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65829.59,,0.08,0.0,,0.0,,0.0
2015-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66330.88,,0.07,0.0,,0.0,,0.0
2015-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65819.15,,0.08,0.0,,0.0,,0.0
2015-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65766.93,,0.07,0.0,,0.0,,0.0
2015-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65756.49,,0.07,0.0,,0.0,,0.0
2015-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65333.54,,0.07,0.0,,0.0,,0.0
2015-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65970.58,,0.07,0.0,,0.0,,0.0
2015-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66179.45,,0.07,0.0,,0.0,,0.0
2015-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66325.65,,0.07,0.0,,0.0,,0.0
2015-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65599.84,,0.08,0.0,,0.0,,0.0
2015-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65881.81,,0.07,0.0,,0.0,,0.0
2015-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65490.19,,0.07,0.0,,0.0,,0.0
2015-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65150.78,,0.07,0.0,,0.0,,0.0
2015-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65464.08,,0.07,0.0,,0.0,,0.0
2015-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65249.99,,0.07,0.0,,0.0,,0.0
2015-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65610.28,,0.07,0.0,,0.0,,0.0
2015-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65918.36,,0.07,0.0,,0.0,,0.0
2015-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65824.37,,0.07,0.0,,0.0,,0.0
2015-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,65819.15,,0.07,0.0,,0.0,,0.0
2015-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66257.77,,0.07,0.0,,0.0,,0.0
2015-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66915.7,,0.08,0.0,,0.0,,0.0
2015-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66879.15,,0.08,0.0,,0.0,,0.0
2015-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,67176.79,,0.08,0.0,,0.0,,0.0
2015-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,67046.24,,0.08,0.0,,0.0,,0.0
2015-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66806.05,,0.08,0.0,,0.0,,0.0
2015-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66696.39,,0.08,0.0,,0.0,,0.0
2015-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,67161.12,,0.08,0.0,,0.0,,0.0
2015-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,67745.95,,0.08,0.0,,0.0,,0.0
2015-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,67573.63,,0.08,0.0,,0.0,,0.0
2015-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,67255.11,,0.08,0.0,,0.0,,0.0
2015-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,66994.03,,0.08,0.0,,0.0,,0.0
2015-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,592.0,67719.84,,0.08,0.0,,0.0,,0.0
2015-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,267.0,30509.59,,0.03,0.0,,0.0,,0.0
