,LAT FP Equity_DX_SI_QTY,LAT FP Equity_DX_SHORT_INTEREST_VALUE,LAT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LAT FP Equity_DX_SI_MV,LAT FP Equity_DX_DSS,LAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LAT FP Equity_DX_SUPPLY_SI_QTY,LAT FP Equity_DX_BROKER_SI_QTY,LAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LAT FP Equity_DX_BROKER_SI_MV_NEW_x,LAT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,LAT FP Equity_DX_BROKER_SI_MV_INC_x,LAT FP Equity_DX_SUPPLY_SI_MV_NEW,LAT FP Equity_DX_BROKER_SI_QTY_ADD,LAT FP Equity_DX_BROKER_SI_QTY_NEW,LAT FP Equity_DX_SUPPLY_SI_MV_DEC,LAT FP Equity_DX_BROKER_SI_QTY_INC,LAT FP Equity_DX_SUPPLY_SI_QTY_DEC,LAT FP Equity_DX_BROKER_SI_MV_NEW_y,LAT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LAT FP Equity_DX_BROKER_SI_MV_INC_y,LAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,LAT FP Equity_DX_BROKER_SI_MV_ADD,LAT FP Equity_DX_SUPPLY_SI_QTY_ADD,LAT FP Equity_DX_BROKER_SI_QTY_DEC,LAT FP Equity_DX_SUPPLY_SI_MV,LAT FP Equity_DX_BROKER_SI_MV_DEC,LAT FP Equity_DX_SUPPLY_SI_MV_RMV,LAT FP Equity_DX_BROKER_SI_MV_RMV,LAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LAT FP Equity_DX_UTILIZATION_QUANTITY,LAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LAT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LAT FP Equity_DX_ACTIVE_UTILIZATION_MV,LAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LAT FP Equity_DX_BROKER_SI_CON_RATIO,LAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LAT FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-14,48435.0,1241015.89,0.62,2.96,0.56,1.28,0.0,695927.17,45227.0,27161.0,1158819.57,,,,,,,,0.0,,49.0,,,,,,,,1.19,,,,10.58,10.58,382158.0,9791765.26,,10.08,10.59,34.57,0.3303,38.76,0.1133
2006-09-15,48464.0,1241758.94,0.63,3.02,0.56,1.29,0.0,695927.17,45269.0,27161.0,1159895.7,,,43.0,,,,,,,,,,,43.0,,,,1.2,,,,10.6,10.6,381996.0,9787614.45,,10.11,10.6,34.42,0.3307,38.99,0.1134
2006-09-18,48452.0,1240511.69,0.62,3.05,0.56,1.29,0.0,695400.35,45251.0,27161.0,1158556.81,,,,,,,,0.0,,18.0,,,,,,,,1.19,,,,10.59,10.59,381968.0,9779488.32,,10.08,10.59,34.36,0.3308,39.06,0.1134
2006-09-19,38662.0,984984.99,0.5,2.37,0.45,1.03,0.0,442303.15,35267.0,17361.0,898491.17,,,16.0,,,200.0,,0.27,,10000.0,,,,16.0,0.01,,10000.0,0.93,0.26,,,8.25,8.25,392110.0,9989717.71,,10.32,8.25,31.04,0.335,43.36,0.0905
2006-09-20,48648.0,1245529.86,0.63,2.99,0.57,1.29,0.0,700520.93,35245.0,27361.0,902374.19,,,,0.26,,,,0.0,10000.0,22.0,,,0.26,,,,,0.93,,,,8.18,8.18,395668.0,10130248.05,,10.45,8.18,24.42,0.2552,34.3,0.1129
2006-09-21,48431.0,1255004.01,0.62,3.0,0.56,1.29,0.0,703829.45,35220.0,27161.0,912664.23,,,,,,,,0.0,,25.0,,,,,,,200.0,0.94,0.01,,,8.17,8.17,395716.0,10254282.77,,10.55,8.18,24.39,0.2562,34.69,0.1124
2006-09-22,48480.0,1241228.57,0.63,3.03,0.56,1.29,0.0,695400.35,35293.0,27161.0,903603.13,,,73.0,,,,,,,,,,,73.0,,,,0.93,,,,8.18,8.18,396047.0,10139951.55,,10.47,8.18,24.55,0.2555,34.4,0.1124
2006-09-25,44494.0,1139175.41,0.57,2.79,0.52,1.18,0.0,593859.25,31297.0,23195.0,801293.95,,,,,,,,0.11,,3996.0,,,,,,,3966.0,0.83,0.1,,,7.25,7.25,400093.0,10243540.88,,10.58,7.25,26.81,0.2778,37.59,0.1031
2006-09-26,44485.0,1154044.63,0.57,2.84,0.52,1.19,0.0,601732.39,31284.0,23195.0,811579.91,,,,,,,,0.0,,13.0,,,,,,,,0.84,,,,7.26,7.26,399803.0,10371822.12,,10.68,7.26,26.67,0.2788,37.9,0.1032
2006-09-27,44500.0,1150118.13,0.57,2.83,0.52,1.19,0.0,599482.92,31307.0,23195.0,809140.41,,,23.0,,,,,,,,,,,23.0,,,,0.83,,,,7.17,7.17,405376.0,10477085.1,,10.81,7.17,26.68,0.2779,37.74,0.1019
2006-09-28,44498.0,1149203.35,0.57,2.86,0.52,1.19,0.0,599033.03,31304.0,23195.0,808455.7,,,,,,,,0.0,,3.0,,,,,,,,0.83,,,,7.17,7.17,405060.0,10461061.37,,10.79,7.17,26.65,0.2781,37.78,0.102
2006-09-29,44513.0,1134913.28,0.57,2.93,0.52,1.18,0.0,591384.84,31327.0,23195.0,798720.11,,,23.0,,,,,,,,,,,23.0,,,,0.82,,,,7.17,7.17,405426.0,10336830.8,,10.73,7.14,26.77,0.2771,37.48,0.1019
2006-10-02,41282.0,1032517.2,0.53,2.73,0.48,1.1,0.0,580137.51,28076.0,23195.0,702217.75,,,,,,,,0.0,,58.0,,,,,,,,0.74,,0.08,,6.43,6.43,408836.0,10225526.95,3193.0,10.7,6.46,25.2,0.284,40.56,0.0945
2006-10-03,41278.0,1031216.21,0.53,2.63,0.48,1.08,0.0,579462.67,28071.0,23195.0,701275.99,,,,,,,,0.0,,5.0,,,,,,,,0.72,,,,6.41,6.41,409577.0,10232144.02,,10.59,6.4,25.46,0.2827,40.15,0.0943
2006-10-04,44484.0,1099661.18,0.57,2.88,0.52,1.16,0.0,573389.11,31282.0,23195.0,773302.78,,,18.0,,,,,,,,,,,18.0,,3193.0,,0.8,,,,7.17,7.17,404736.0,10005225.83,,10.36,7.17,27.06,0.2765,36.97,0.102
2006-10-05,44497.0,1065891.28,0.57,2.65,0.52,1.15,0.0,555618.32,31302.0,23195.0,749815.24,,,19.0,,,,,,,,,,,19.0,,,,0.78,,,,7.16,7.16,405587.0,9715523.46,,10.11,7.14,27.29,0.2745,36.29,0.1019
2006-10-06,44489.0,1024279.74,0.57,2.18,0.52,1.12,0.0,534023.44,31291.0,23195.0,720419.37,,,,,,,,0.0,,11.0,,,,,,,,0.75,,,,7.14,7.14,407081.0,9372312.75,,9.82,7.1,27.66,0.2734,35.55,0.1015
2006-10-09,44433.0,997997.42,0.57,2.09,0.52,1.1,0.0,520976.53,31207.0,23195.0,700931.86,,,,,,,,0.0,,84.0,,,,,,,,0.73,,,,7.09,7.09,408835.0,9182730.7,,9.62,7.04,27.78,0.2733,35.27,0.101
2006-10-10,41255.0,923016.39,0.53,1.83,0.48,0.99,0.0,341888.58,31229.0,15281.0,698700.25,,,22.0,,,,,,,,,,,22.0,,,,0.72,,,0.22,6.98,6.98,416148.0,9310663.51,,9.71,6.93,27.91,0.2827,39.41,0.0922
2006-10-11,44399.0,988191.48,0.57,1.97,0.52,1.09,0.0,516252.65,31156.0,23195.0,693441.15,0.22,,,,,,7914.0,0.0,,73.0,0.22,,,,,,,0.72,,,,6.85,6.85,423977.0,9436484.1,,9.82,6.83,27.88,0.2751,35.32,0.0976
2006-10-12,44345.0,1029565.62,0.57,1.92,0.52,1.11,0.0,538522.37,31075.0,23195.0,721473.71,,,,,,,,0.0,,81.0,,,,,,,,0.74,,,,6.87,6.87,421549.0,9787176.82,,10.07,6.87,27.45,0.2778,36.32,0.098
2006-10-13,44171.0,1058082.2,0.57,1.91,0.51,1.12,0.0,555618.32,30927.0,23195.0,740832.41,,,79.0,,,,,0.0,,227.0,,,,79.0,,,,0.76,,,,6.85,6.85,420748.0,10078693.51,,10.34,6.87,27.4,0.2774,36.46,0.0978
2006-10-16,44207.0,1067519.01,0.57,1.86,0.51,1.13,0.0,560117.25,30981.0,23195.0,748135.05,,,54.0,,,,,,,,,,,54.0,,,,0.77,,,,6.83,6.83,422895.0,10212148.52,,10.49,6.86,27.4,0.2768,36.45,0.0974
2006-10-17,47139.0,1130092.67,0.61,1.95,0.55,1.2,0.0,625783.51,31016.0,26103.0,743565.92,,,35.0,0.07,,,,,2908.0,,,,0.07,35.0,,,,0.77,,,,6.83,6.83,423335.0,10148874.16,,10.46,6.85,25.78,0.2581,33.97,0.1038
2006-10-18,44529.0,1066657.82,0.57,1.87,0.52,1.14,0.0,594136.72,29701.0,24803.0,711464.52,,,,,,,,0.03,,1315.0,,,,,,,1300.0,0.74,0.04,,,6.35,6.35,438132.0,10495113.8,,10.87,6.34,24.18,0.2603,36.05,0.0952
2006-10-19,44519.0,1060805.55,0.57,1.8,0.52,1.13,0.0,591009.68,29687.0,24803.0,707386.38,,,,,,,,0.0,,14.0,,,,,,,,0.73,,,,6.38,6.38,435481.0,10376707.93,,10.74,6.38,24.25,0.2601,35.96,0.0957
2006-10-20,44534.0,1049933.73,0.57,1.81,0.52,1.13,0.0,584755.61,29709.0,24803.0,700419.48,,,23.0,,,,,,,,,,,23.0,,,,0.73,,,,6.37,6.37,436569.0,10292552.19,,10.69,6.35,24.35,0.2594,35.73,0.0955
2006-10-23,44536.0,1036591.58,0.57,1.77,0.52,1.12,0.0,577298.83,29713.0,24803.0,691580.87,,,3.0,,,,,,,,,,,3.0,,,,0.72,,,,6.32,6.32,440257.0,10247141.58,,10.68,6.29,24.5,0.2588,35.49,0.0948
2006-10-24,44503.0,1035391.9,0.57,1.69,0.52,1.12,0.0,577058.29,29663.0,24803.0,690129.42,,,,,,,,0.0,,50.0,,,,,,,,0.71,,,,6.31,6.31,440267.0,10243104.59,,10.65,6.29,24.55,0.259,35.55,0.0947
2006-10-25,75282.0,1768277.87,0.97,2.84,0.87,1.86,0.0,740857.74,53710.0,31541.0,1261579.19,,,24047.0,0.16,,,,,6738.0,,,,0.16,24047.0,,,,1.3,,,,10.91,10.91,438526.0,10300414.73,,10.64,10.9,18.51,0.3539,53.18,0.1529
2006-10-26,75272.0,1799432.68,0.97,2.81,0.87,1.88,0.0,754010.87,53696.0,31541.0,1283642.49,,,,,,,,0.0,,14.0,,,,,,,,1.32,,,,11.04,11.04,432826.0,10347024.79,,10.65,11.06,18.38,0.3569,53.58,0.1547
2006-10-27,76516.0,1900408.93,0.99,2.82,0.89,1.92,0.0,813304.29,53754.0,32746.0,1335074.77,,,58.0,0.03,,,,,1205.0,,,,0.03,58.0,,,,1.33,,,,11.05,11.05,432825.0,10749967.25,,10.79,10.94,19.73,0.3512,52.66,0.1573
2006-10-30,66555.0,1658819.13,0.86,2.35,0.77,1.7,0.0,566922.09,53812.0,22746.0,1341212.16,,,58.0,,,,,,,,,,,58.0,,,10000.0,1.38,0.26,,,11.08,11.08,431856.0,10763593.96,,11.05,11.12,22.54,0.4554,62.04,0.137
2006-10-31,66573.0,1633442.59,0.86,2.32,0.77,1.69,0.0,558098.4,53839.0,22746.0,1320999.74,,,27.0,,,,,,,,,,,27.0,,,,1.36,,,,11.01,11.01,434966.0,10672374.51,,11.0,11.02,22.77,0.4521,61.65,0.1362
2006-11-01,66561.0,1621528.92,0.86,2.31,0.77,1.68,0.0,554127.74,53820.0,22746.0,1311138.45,,,,,,,,0.0,,19.0,,,,,,,,1.35,,,,10.67,10.67,450454.0,10973756.21,,11.34,10.66,22.78,0.4506,61.52,0.132
2006-11-02,66523.0,1645118.67,0.86,2.35,0.77,1.69,0.0,562510.25,53763.0,22746.0,1329562.94,,,,,,,,0.0,,57.0,,,,,,,,1.37,,,,10.85,10.85,441842.0,10926785.09,,11.23,10.87,22.54,0.4541,61.92,0.1342
2006-11-03,66565.0,1646157.34,0.86,2.34,0.77,1.7,0.0,562510.25,53827.0,22746.0,1331145.66,,,63.0,,,,,,,,,,,63.0,,,,1.37,,,,10.85,10.85,442291.0,10937888.89,,11.27,10.85,22.62,0.4536,61.86,0.1342
2006-11-06,66570.0,1626267.37,0.86,2.33,0.77,1.68,0.0,555671.89,53835.0,22746.0,1315158.54,,,8.0,,,,,,,,,,,8.0,,,,1.36,,,,10.84,10.84,442760.0,10816375.88,,11.17,10.83,22.79,0.451,61.55,0.1341
2006-11-07,66567.0,1594561.09,0.86,2.32,0.77,1.66,0.0,544862.87,53830.0,22746.0,1289456.09,,,,,,,,0.0,,5.0,,,,,,,,1.33,,,,10.82,10.82,443845.0,10631964.31,,11.02,10.78,23.0,0.4475,61.15,0.1338
2006-11-08,66553.0,1581317.02,0.86,2.3,0.77,1.65,0.0,540451.02,53808.0,22746.0,1278492.43,,,,,,,,0.0,,22.0,,,,,,,,1.32,,,,10.67,10.67,450601.0,10706399.89,,11.08,10.64,23.04,0.447,61.09,0.1319
2006-11-09,66518.0,1586936.37,0.86,2.25,0.77,1.65,0.0,542656.95,53757.0,22746.0,1282494.04,,,,,,,,0.0,,51.0,,,,,,,,1.32,,,,10.87,10.87,440631.0,10512242.73,,10.83,10.88,22.95,0.4485,61.26,0.1345
2006-11-10,66542.0,1581055.66,0.86,2.2,0.77,1.65,0.0,540451.02,53792.0,22746.0,1278112.26,,,35.0,,,,,,,,,,,35.0,,,,1.32,,,,10.87,10.87,440933.0,10476685.63,,10.82,10.86,23.02,0.4473,61.12,0.1345
2006-11-13,66529.0,1594296.03,0.86,2.19,0.77,1.66,0.0,545083.46,53772.0,22746.0,1288588.23,,,,,,,,0.0,,20.0,,,,,,,,1.33,,,,10.88,10.88,440350.0,10552514.83,,10.88,10.89,22.89,0.4494,61.36,0.1346
2006-11-14,67798.0,1614843.61,0.87,2.22,0.79,1.68,0.0,541774.58,55051.0,22746.0,1311229.77,,,1279.0,,,,,,,,,,,1279.0,,,,1.35,,,,11.14,11.14,439170.0,10460350.89,,10.81,11.13,23.02,0.4479,61.18,0.1372
2006-11-15,72338.0,1749637.87,0.93,2.34,0.84,1.81,0.0,550157.08,59575.0,22746.0,1440939.43,,,,,,,,0.0,,66.0,,,,,,4589.0,,1.49,,,,11.95,11.95,439031.0,10618834.72,,10.93,11.96,21.27,0.4742,64.14,0.1451
2006-11-16,72428.0,1742683.35,0.93,2.45,0.84,1.81,0.0,547289.38,59685.0,22746.0,1436075.22,,,110.0,,,,,,,,,,,110.0,,,,1.48,,,,11.97,11.97,439044.0,10563796.72,,10.92,11.95,21.39,0.4723,63.94,0.1452
2006-11-17,72488.0,1743424.01,0.93,2.77,0.84,1.81,0.0,547068.79,59736.0,22746.0,1436723.0,,,51.0,,,,,,,,,,,51.0,,,,1.48,,,,11.99,11.99,438270.0,10540923.21,,10.89,11.99,21.36,0.4725,63.97,0.1456
2006-11-20,68471.0,1624233.07,0.88,2.72,0.8,1.7,0.0,442002.23,59844.0,18633.0,1419587.91,,,108.0,,,,,,,,,,,108.0,,,4113.0,1.47,0.1,,,11.99,11.99,439072.0,10415435.18,,10.85,11.91,16.61,0.5058,67.66,0.1372
2006-11-21,68448.0,1613730.27,0.88,2.94,0.79,1.69,0.0,439291.67,59809.0,18633.0,1410057.18,,,18.0,,,,,0.0,,53.0,,,,18.0,,,,1.46,,,,11.99,11.99,438853.0,10346399.78,,10.72,11.97,16.6,0.5052,67.61,0.1373
2006-11-22,68289.0,1592762.63,0.88,3.05,0.79,1.67,0.0,434593.36,59646.0,18633.0,1391174.57,,,,,,,,0.01,,163.0,,,,,,,,1.44,,,,11.97,11.97,438472.0,10226856.71,,10.58,11.97,16.78,0.5027,67.36,0.1371
2006-11-23,68269.0,1596930.7,0.88,3.08,0.79,1.67,0.0,435858.29,59621.0,18633.0,1394638.93,,,,,,,,0.0,,25.0,,,,,,,,1.44,,,,11.97,11.97,438335.0,10253418.36,,10.59,11.98,16.72,0.5038,67.47,0.1371
2006-11-24,63733.0,1477227.85,0.82,2.97,0.74,1.55,0.0,431882.8,55085.0,18633.0,1276781.2,,,,,,,,0.0,,4.0,,,,,,,,1.32,,0.11,,11.27,11.27,433562.0,10049265.88,4532.0,10.39,11.26,18.03,0.4775,64.86,0.1304
2006-11-27,71049.0,1586165.55,0.92,3.47,0.83,1.51,0.0,415980.84,64563.0,18633.0,1441365.91,,,9478.0,,,,,,,,,,,9478.0,,,,1.28,,,,9.69,9.69,601530.0,13429128.7,,10.13,11.18,18.42,0.4697,64.06,0.1067
2006-11-28,63691.0,1420663.19,0.82,3.11,0.74,1.51,0.0,415619.43,55030.0,18633.0,1227474.77,,,,,,,,0.0,,9533.0,,,,,,,,1.27,,,,11.23,11.23,435099.0,9705125.28,,10.04,11.21,18.48,0.4699,64.08,0.1299
2006-11-29,63727.0,1421466.19,0.82,3.01,0.74,1.5,0.0,415619.43,55077.0,18633.0,1228523.13,,,46.0,,,,,,,,,,,46.0,,,,1.27,,,,11.33,11.33,430986.0,9613382.53,,9.94,11.32,18.25,0.4724,64.34,0.1311
2006-11-30,85986.0,1876270.67,1.11,4.21,1.0,1.85,0.0,406584.23,79115.0,18633.0,1726340.96,,,24038.0,,,,,,,,,,,24038.0,,,,1.61,,,,12.49,12.49,554347.0,12096213.53,,9.45,14.56,14.73,0.397,58.55,0.1357
2006-12-01,85793.0,1880379.55,1.11,4.14,1.0,1.84,0.0,408391.27,78864.0,18633.0,1728512.26,,,,,,,,0.0,,250.0,,,,,,,,1.61,,,,12.45,12.45,554574.0,12154949.78,,9.42,14.57,14.59,0.3981,58.68,0.1354
2006-12-04,85744.0,1887621.09,1.11,4.21,1.0,1.86,0.0,410198.31,78801.0,18633.0,1734773.63,,,,,,,,0.0,,63.0,,,,,,,,1.62,,,,12.46,12.46,553420.0,12183327.88,,9.46,14.61,14.49,0.3995,58.83,0.1356
2006-12-05,79586.0,1744336.79,1.03,4.15,0.92,1.7,0.0,260710.25,79551.0,11895.0,1743569.68,,,750.0,,,,,,,,,,,750.0,,,6738.0,1.62,0.16,,,12.42,12.42,560737.0,12290028.16,,9.42,14.68,14.02,0.461,64.67,0.1243
2006-12-06,79549.0,1735811.13,1.03,4.09,0.92,1.69,0.0,259556.67,79503.0,11895.0,1734807.38,,,,,,,,0.0,,48.0,,,,,,,,1.62,,,,12.54,12.54,554315.0,12095515.27,,9.32,14.82,14.03,0.4613,64.7,0.1255
2006-12-07,79493.0,1718399.67,1.03,4.12,0.92,1.69,0.0,257134.14,79431.0,11895.0,1717059.42,,,,,,,,0.0,,72.0,,,,,,,,1.62,,,,12.55,12.55,553464.0,11964227.73,,9.26,14.88,14.04,0.4618,64.74,0.1256
2006-12-08,81104.0,1718616.35,1.05,4.2,0.94,1.68,0.0,262653.5,80575.0,12395.0,1707406.7,,,1144.0,0.01,,,,,500.0,,,,0.01,1144.0,,,,1.59,,,,12.69,12.69,554263.0,11744987.38,,9.04,14.92,14.0,0.439,62.92,0.1278
2006-12-11,80718.0,1747228.91,1.04,4.24,0.94,1.7,0.0,268303.26,80075.0,12395.0,1733310.48,,,,,,,,0.0,,500.0,,,,,,,,1.61,,,,12.69,12.69,551041.0,11927881.85,,9.11,15.04,13.73,0.4433,63.33,0.1279
2006-12-12,71852.0,1533016.28,0.93,3.73,0.83,1.62,0.0,264456.62,69448.0,12395.0,1481725.14,,,,,,,,0.08,,10627.0,,,,,,,,1.53,,,,14.45,14.45,411232.0,8773942.98,,9.11,14.38,14.46,0.4672,65.65,0.1495
2006-12-13,68349.0,1494734.08,0.88,3.32,0.79,1.54,0.0,194854.07,64704.0,8910.0,1415021.05,,,,0.07,,,,0.07,3129.0,4744.0,,,0.07,,,,6614.0,1.46,0.18,,,13.51,13.51,414288.0,9060123.66,,9.3,13.55,11.93,0.5346,71.21,0.1427
2006-12-14,66569.0,1439667.24,0.86,3.11,0.77,1.48,0.0,192693.82,62957.0,8910.0,1361551.63,,,146.0,,,,,0.04,,1893.0,,,,146.0,,,,1.4,,,,13.12,13.12,416770.0,9013356.27,,9.33,13.08,12.42,0.564,73.17,0.1388
2006-12-15,66601.0,1450047.81,0.86,3.08,0.77,1.49,0.0,195949.46,62883.0,9000.0,1369098.9,,,,0.0,,,,0.0,90.0,74.0,,,0.0,,,,,1.41,,,,13.12,13.12,416284.0,9063402.96,,9.35,13.12,12.53,0.563,73.09,0.139
2006-12-18,88571.0,1924946.35,1.14,4.06,1.03,2.01,1.0,630267.74,84843.0,29000.0,1843924.34,,,2000.0,0.47,,,,0.0,20000.0,40.0,,,0.47,2000.0,,20000.0,,1.9,,,,17.74,17.74,393416.0,8550255.64,,8.84,17.72,33.62,0.4077,53.53,0.1852
2006-12-19,88551.0,1932240.64,1.14,3.97,1.03,2.01,1.0,632798.94,84818.0,29000.0,1850784.15,,,,,,,,0.0,,26.0,,,,,,,,1.9,,,,17.72,17.72,393835.0,8593736.87,,8.86,17.68,33.35,0.4083,53.75,0.185
2006-12-20,87997.0,1909911.19,1.13,3.82,1.02,2.0,1.0,616618.49,84864.0,28410.0,1841911.69,,,46.0,,,,,,,,,,,46.0,,,590.0,1.9,0.01,,,17.68,17.68,395032.0,8573883.63,,8.87,17.66,33.27,0.4082,53.79,0.1834
2006-12-21,84812.0,1875328.6,1.09,3.66,0.99,1.95,0.0,559003.23,84791.0,25281.0,1874864.26,,,,,,,,0.0,,73.0,,,,,,,3129.0,1.93,0.07,,,17.7,17.7,394194.0,8716258.1,,8.97,17.67,30.28,0.4167,56.22,0.1771
2006-12-22,84810.0,1922988.98,1.09,3.59,0.99,1.99,0.0,573223.49,84789.0,25281.0,1922512.82,,,,,,,,0.0,,3.0,,,,,,,,1.97,,,,17.76,17.76,392642.0,8902797.29,,9.14,17.74,30.19,0.4173,56.31,0.1776
2006-12-25,61498.0,1394410.76,0.79,2.5,0.71,1.52,0.0,22674.08,60498.0,1000.0,1371736.67,,,,,,,,0.0,,4291.0,,,,,,,,1.52,,0.46,0.58,20.35,20.35,236773.0,5368610.65,20000.0,5.58,21.45,11.54,0.5841,75.05,0.2069
2006-12-26,84853.0,1923963.96,1.09,3.44,0.99,2.01,0.0,573223.49,84845.0,25281.0,1923782.57,0.59,20000.0,4347.0,,0.47,,24281.0,,,,0.59,20000.0,,4347.0,,,,1.99,,,,17.8,17.8,391925.0,8886539.97,,9.19,17.79,30.74,0.4155,55.88,0.178
2006-12-27,84888.0,2014491.76,1.09,3.45,0.99,2.01,0.0,599947.77,84890.0,25281.0,2014539.22,,,45.0,,,,,,,,,,,45.0,,,,1.99,,,,17.7,17.7,394766.0,9368260.0,,9.26,17.67,30.67,0.4153,55.89,0.177
2006-12-28,84988.0,1969884.37,1.1,3.45,0.99,2.0,0.0,585972.69,85019.0,25281.0,1970602.9,,,129.0,,,,,,,,,,,129.0,,,,1.97,,,,17.72,17.72,394757.0,9149828.75,,9.51,17.19,31.97,0.4112,54.82,0.1771
2006-12-29,80552.0,1859253.08,1.04,3.31,0.94,1.94,0.0,484709.44,80538.0,21000.0,1858929.94,,,,,,,,0.04,,4481.0,,,,,,,4281.0,1.93,0.11,,,16.86,16.86,397066.0,9164839.9,,9.5,16.88,26.87,0.4299,58.98,0.1687
2007-01-01,57217.0,1320648.57,0.74,2.34,0.66,1.44,0.0,23081.4,56217.0,1000.0,1297567.17,,,,,,,,0.0,,4321.0,,,,,,,,1.44,,0.49,0.5,18.93,18.93,240741.0,5556639.76,20000.0,5.81,19.89,12.4,0.6688,80.65,0.1927
2007-01-02,105200.0,2501620.52,1.36,4.31,1.22,2.59,1.0,499372.92,105169.0,21000.0,2500883.35,0.5,44704.0,4248.0,,1.08,,20000.0,,,,0.5,44704.0,,4248.0,,,,2.56,,,,43.65,19.73,135783.0,3228873.95,,3.33,43.48,19.85,0.2975,47.68,0.1973
2007-01-03,87001.0,2100072.88,1.12,3.53,1.01,2.07,1.0,506908.32,88333.0,21000.0,2132225.35,,,5975.0,,,,,0.02,,843.0,,,,5975.0,,1893.0,,2.04,,0.61,,15.02,15.02,499718.0,12062438.57,24704.0,9.59,17.58,26.15,0.4126,57.81,0.1479
2007-01-04,85145.0,2052794.61,1.1,3.39,0.99,2.03,0.0,506297.34,86488.0,21000.0,2085173.53,,,48.0,,,,,0.04,,1893.0,,,,48.0,,,,2.01,,,,14.73,14.73,500536.0,12067621.16,,9.93,16.83,27.05,0.4289,58.82,0.145
2007-01-05,85135.0,2055856.1,1.1,3.39,0.99,2.04,0.0,507111.98,86476.0,21000.0,2088238.82,,,2920.0,,,,,0.0,,12.0,,,,2920.0,,,,2.01,,,,14.73,14.73,500427.0,12084405.94,,9.93,16.83,26.97,0.4293,58.88,0.1451
2007-01-08,85097.0,2054938.47,1.1,3.34,0.99,2.03,0.0,507111.98,86426.0,21000.0,2087031.41,,,,,,,,0.0,,49.0,,,,,,,,2.01,,,,14.74,14.74,499990.0,12073853.18,,9.91,16.84,26.82,0.4299,59.0,0.1451
2007-01-09,85098.0,2063215.48,1.1,3.33,0.99,2.04,0.0,509148.57,86427.0,21000.0,2095437.31,,,299.0,,,,,0.01,,298.0,,,,299.0,,,,2.01,,,,14.79,14.79,498060.0,12075549.37,,9.9,16.9,26.81,0.43,59.01,0.1456
2007-01-10,93169.0,2180288.58,1.2,3.44,1.08,2.19,1.0,491430.2,94486.0,21000.0,2211108.28,,,8114.0,,,,,0.0,,55.0,,,,8114.0,,,,2.16,,,,16.06,16.06,493786.0,11555302.51,,9.55,18.48,25.08,0.4573,62.17,0.1584
2007-01-11,92802.0,2245500.27,1.2,3.33,1.08,2.22,1.0,508130.27,94010.0,21000.0,2274729.85,,,,,,,,0.0,,476.0,,,,,,,,2.2,,,,16.04,16.04,492086.0,11906847.31,,9.7,18.46,23.81,0.4648,63.24,0.1583
2007-01-12,92961.0,2244839.83,1.2,3.37,1.08,2.23,1.0,507111.98,94216.0,21000.0,2275145.8,,,206.0,,,,,,,,,,,206.0,,,,2.21,,,,16.06,16.06,492357.0,11889530.05,,9.74,18.49,24.32,0.4617,62.81,0.1585
2007-01-15,92864.0,2286626.92,1.2,3.37,1.08,2.27,1.0,517091.29,94090.0,21000.0,2316815.2,,,,,,,,0.0,,126.0,,,,,,,,2.24,,,,16.09,16.09,490564.0,12079350.97,,9.86,18.51,23.95,0.4641,63.13,0.1588
2007-01-16,191001.0,4927226.22,2.46,6.61,2.22,4.82,1.0,541734.08,191677.0,21000.0,4944664.9,,,100000.0,,,,,0.0,,2414.0,,,,100000.0,,23589.0,,4.79,,,,35.85,35.85,342980.0,8847807.34,,7.5,38.98,11.29,0.6994,82.76,0.3572
2007-01-17,156908.0,4023386.58,2.02,5.2,1.82,4.11,1.0,538475.53,157713.0,21000.0,4044028.14,,,564.0,,,,,0.74,,34528.0,,,,564.0,,,,4.08,,,,28.9,28.9,388037.0,9949925.16,,8.59,32.21,13.91,0.6427,78.79,0.2875
2007-01-18,195644.0,4961619.45,2.52,6.35,2.27,5.15,1.0,532569.4,195647.0,21000.0,4961695.53,,55069.0,,,1.44,,,0.39,,17135.0,,55069.0,,,,,,5.12,,,,35.1,35.1,361798.0,9175359.3,,9.49,35.05,10.97,0.5177,70.35,0.351
