,TUR FP Equity_DX_SI_QTY,TUR FP Equity_DX_SHORT_INTEREST_VALUE,TUR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TUR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TUR FP Equity_DX_SI_MV,TUR FP Equity_DX_DSS,TUR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TUR FP Equity_DX_SUPPLY_SI_QTY,TUR FP Equity_DX_BROKER_SI_QTY,TUR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TUR FP Equity_DX_BROKER_SI_MV_NEW_x,TUR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TUR FP Equity_DX_SUPPLY_SI_QTY_INC_x,TUR FP Equity_DX_BROKER_SI_MV_INC_x,TUR FP Equity_DX_SUPPLY_SI_MV_NEW,TUR FP Equity_DX_BROKER_SI_QTY_ADD,TUR FP Equity_DX_BROKER_SI_QTY_NEW,TUR FP Equity_DX_SUPPLY_SI_MV_DEC,TUR FP Equity_DX_BROKER_SI_QTY_INC,TUR FP Equity_DX_SUPPLY_SI_QTY_DEC,TUR FP Equity_DX_BROKER_SI_MV_NEW_y,TUR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TUR FP Equity_DX_BROKER_SI_MV_INC_y,TUR FP Equity_DX_SUPPLY_SI_QTY_INC_y,TUR FP Equity_DX_BROKER_SI_MV_ADD,TUR FP Equity_DX_SUPPLY_SI_QTY_ADD,TUR FP Equity_DX_BROKER_SI_QTY_DEC,TUR FP Equity_DX_SUPPLY_SI_MV,TUR FP Equity_DX_BROKER_SI_MV_DEC,TUR FP Equity_DX_SUPPLY_SI_MV_RMV,TUR FP Equity_DX_BROKER_SI_MV_RMV,TUR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TUR FP Equity_DX_UTILIZATION_QUANTITY,TUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TUR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TUR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TUR FP Equity_DX_ACTIVE_UTILIZATION_MV,TUR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TUR FP Equity_DX_BROKER_SI_CON_RATIO,TUR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TUR FP Equity_DX_DEMAND_SUPPLY_RATIO,TUR FP Equity_PX_LAST
2019-11-21,104400.0,3183156.0,11.22,3.69,3.22,,121960.0,100400.0,4000.0,3061196.0,,,,,,,,,,,,,,,,,,3.1,,,,100.0,72.39,0.0,0.0,,0.0,100.0,3.43,0.9192,95.81,0.7527,30.49
2019-11-22,104400.0,3186496.8,11.98,3.69,3.2,,122088.0,100400.0,4000.0,3064408.8,,,,,,,,,,,,,,,,,,3.08,,,,100.0,72.39,0.0,0.0,,0.0,100.0,3.43,0.9192,95.81,0.7527,30.522
2019-11-25,104400.0,3135862.8,15.46,3.69,3.19,,120148.0,100400.0,4000.0,3015714.8,,,,,,,,,,,,,,,,,,3.07,,,,100.0,72.39,0.0,0.0,,0.0,100.0,3.44,0.9188,95.79,0.7527,30.037
2019-11-26,104400.0,3138472.8,15.83,3.69,3.14,,120248.0,100400.0,4000.0,3018224.8,,,,,,,,,,,,,,,,,,3.02,,,,100.0,72.39,0.0,0.0,,0.0,100.0,3.44,0.9188,95.79,0.7527,30.062
2019-11-27,104400.0,3141396.0,16.85,3.69,3.14,,120360.0,100400.0,4000.0,3021036.0,,,,,,,,,,,,,,,,,,3.02,,,,100.0,72.39,0.0,0.0,,0.0,100.0,3.46,0.9185,95.77,0.7527,30.09
2019-11-28,104400.0,3181068.0,18.34,3.69,3.14,,121880.0,100400.0,4000.0,3059188.0,,,,,,,,,,,,,,,,,,3.02,,,,100.0,76.06,0.0,0.0,,0.0,100.0,3.44,0.9188,95.79,0.7909,30.47
2019-11-29,104400.0,3159666.0,29.86,3.69,3.18,,121060.0,100400.0,4000.0,3038606.0,,,,,,,,,,,,,,,,,,3.06,,,,100.0,76.06,0.0,0.0,,0.0,100.0,3.45,0.9187,95.78,0.7909,30.265
2019-12-02,104400.0,3178980.0,31.0,3.69,3.16,,121800.0,100400.0,4000.0,3057180.0,,,,,,,,,,,,,,,,,,3.04,,,,100.0,75.38,0.0,0.0,,0.0,100.0,3.45,0.9186,95.78,0.7838,30.45
2019-12-03,104400.0,3093580.8,30.92,3.69,3.18,,118528.0,100400.0,4000.0,2975052.8,,,,,,,,,,,,,,,,,,3.06,,,,100.0,76.06,0.0,0.0,,0.0,100.0,3.45,0.9187,95.78,0.7909,29.632
2019-12-04,104400.0,3135654.0,32.78,3.69,3.09,,120140.0,100400.0,4000.0,3015514.0,,,,,,,,,,,,,,,,,,2.98,,,,100.0,92.37,0.0,0.0,,0.0,100.0,3.45,0.9187,95.78,0.9605,30.035
2019-12-05,104400.0,3171672.0,33.07,3.69,3.1,,121520.0,100400.0,4000.0,3050152.0,,,,,,,,,,,,,,,,,,2.98,,,,100.0,92.45,0.0,0.0,,0.0,100.0,3.49,0.9179,95.74,0.9614,30.38
2019-12-06,100000.0,3017200.0,36.14,3.67,3.01,,0.0,100000.0,0.0,3017200.0,,,,,,,,0.01,,400.0,,,,,,,4000.0,3.01,0.12,,,100.0,92.42,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9242,30.172
2019-12-09,91300.0,2737630.5,34.08,3.46,2.76,,0.0,91300.0,0.0,2737630.5,,,,,,,,0.25,,8700.0,,,,,,,,2.76,,,,100.0,91.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9176,29.985
2019-12-10,91300.0,2721196.5,29.62,3.46,2.74,,0.0,91300.0,0.0,2721196.5,,,,,,,,,,,,,,,,,,2.74,,,,100.0,91.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9176,29.805
2019-12-11,91300.0,2719827.0,29.97,3.46,2.73,,0.0,91300.0,0.0,2719827.0,,,,,,,,,,,,,,,,,,2.73,,,,100.0,91.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9176,29.79
2019-12-12,94700.0,2883141.5,31.37,3.59,2.83,,103513.0,91300.0,3400.0,2779628.5,,,,,,3400.0,,,,,,,,,0.1,,,2.72,,,,100.0,91.76,0.0,0.0,,0.0,100.0,3.59,0.9307,96.41,0.9518,30.445
2019-12-13,94700.0,2878595.9,31.09,3.59,2.88,,103349.8,91300.0,3400.0,2775246.1,,,,,,,,,,,,,,,,,,2.78,,,,100.0,91.76,0.0,0.0,,0.0,100.0,3.59,0.9307,96.41,0.9518,30.397
2019-12-16,94700.0,2886456.0,32.75,3.68,2.88,,103632.0,91300.0,3400.0,2782824.0,,,,,,,,,,,,,,,,,,2.78,,,,100.0,91.76,0.0,0.0,,0.0,100.0,3.59,0.9308,96.41,0.9518,30.48
2019-12-17,94700.0,2863443.9,33.03,3.68,2.89,,102805.8,91300.0,3400.0,2760638.1,,,,,,,,,,,,,,,,,,2.78,,,,100.0,92.04,0.0,0.0,,0.0,100.0,3.59,0.9308,96.41,0.9547,30.237
2019-12-18,94700.0,2834560.4,34.93,3.68,2.86,,101768.8,91300.0,3400.0,2732791.6,,,,,,,,,,,,,,,,,,2.76,,,,100.0,92.04,0.0,0.0,,0.0,100.0,3.59,0.9308,96.41,0.9547,29.932
2019-12-19,94700.0,2830583.0,34.99,3.68,2.83,,101626.0,91300.0,3400.0,2728957.0,,,,,,,,,,,,,,,,,,2.73,,,,100.0,92.04,0.0,0.0,,0.0,100.0,3.59,0.9307,96.41,0.9547,29.89
2019-12-20,94700.0,2851132.9,40.04,3.68,2.83,,102363.8,91300.0,3400.0,2748769.1,,,,,,,,,,,,,,,,,,2.73,,,,100.0,92.04,0.0,0.0,,0.0,100.0,3.59,0.9308,96.41,0.9547,30.107
2019-12-23,94700.0,2866095.5,41.05,3.68,2.85,,102901.0,91300.0,3400.0,2763194.5,,,,,,,,,,,,,,,,,,2.75,,,,100.0,92.04,0.0,0.0,,0.0,100.0,3.59,0.9308,96.41,0.9547,30.265
2019-12-24,94700.0,2892327.4,43.86,3.77,2.87,,103842.8,91300.0,3400.0,2788484.6,,,,,,,,,,,,,,,,,,2.76,,,,100.0,92.93,0.0,0.0,,0.0,100.0,3.59,0.9308,96.41,0.9639,30.542
2019-12-25,94700.0,2892327.4,44.85,3.77,2.89,,103842.8,91300.0,3400.0,2788484.6,,,,,,,,,,,,,,,,,,2.79,,,,100.0,92.93,0.0,0.0,,0.0,100.0,3.56,0.9313,96.44,0.9639,
2019-12-26,94700.0,2892327.4,44.85,3.77,2.89,,103842.8,91300.0,3400.0,2788484.6,,,,,,,,,,,,,,,,,,2.79,,,,100.0,92.93,0.0,0.0,,0.0,100.0,3.56,0.9313,96.44,0.9639,
2019-12-27,94700.0,2871777.5,44.85,3.77,2.89,,103105.0,91300.0,3400.0,2768672.5,,,,,,,,,,,,,,,,,,2.79,,,,100.0,92.46,0.0,0.0,,0.0,100.0,3.56,0.9313,96.44,0.959,30.325
2019-12-30,3400.0,104131.8,1.81,0.14,0.1,,104131.8,0.0,3400.0,0.0,,,,,,,,2.78,,91300.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.57,1.0,100.0,0.072,30.627
2019-12-31,3400.0,103530.0,1.59,0.14,0.1,,103530.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0728,30.45
2020-01-01,3400.0,103530.0,1.6,0.14,0.1,,103530.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0445,
2020-01-02,3400.0,105383.0,1.6,0.14,0.1,,105383.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0419,30.995
2020-01-03,3400.0,103156.0,1.74,0.14,0.11,,103156.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0419,30.34
2020-01-06,3400.0,101592.0,1.75,0.14,0.1,,101592.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0419,29.88
2020-01-07,18100.0,544991.0,9.81,0.72,0.54,,544991.0,0.0,18100.0,0.0,,,,0.44,,,,,14700.0,,,,0.44,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2617,30.11
2020-01-08,18100.0,552719.7,9.79,0.71,0.54,,552719.7,0.0,18100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2617,30.537
2020-01-09,32800.0,1062129.6,18.1,1.29,1.0,,586114.2,14700.0,18100.0,476015.4,,,,,,,,,,,,,,,,14700.0,,0.45,,,,23.6,21.26,47600.0,1541383.2,,1.45,23.6,44.84,0.5053,55.16,0.4743,32.382
2020-01-10,32800.0,1062851.2,15.74,1.29,1.06,,586512.4,14700.0,18100.0,476338.8,,,,,,,,,,,,,,,,,,0.48,,,,23.6,21.26,47600.0,1542430.4,,1.54,23.6,44.85,0.5053,55.15,0.4743,32.404
2020-01-13,32800.0,1072297.6,15.08,1.31,1.06,,591725.2,14700.0,18100.0,480572.4,,,,,,,,,,,,,,,,,,0.48,,,,23.6,21.27,47600.0,1556139.2,,1.54,23.6,44.85,0.5053,55.15,0.4745,32.692
2020-01-14,32800.0,1073708.0,13.44,1.31,1.07,,592503.5,14700.0,18100.0,481204.5,,,,,,,,,,,,,,,,,,0.48,,,,23.6,21.27,47600.0,1558186.0,,1.56,23.6,44.83,0.5053,55.17,0.4745,32.735
2020-01-15,3400.0,110823.0,1.38,0.14,0.11,,110823.0,0.0,3400.0,0.0,,,,,,,,0.48,,14700.0,,,,,,,14700.0,0.0,0.48,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0492,32.595
2020-01-16,3400.0,111625.4,1.43,0.14,0.11,,111625.4,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0489,32.831
2020-01-17,3400.0,112013.0,1.27,0.14,0.11,,112013.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0489,32.945
2020-01-20,3400.0,112628.4,1.34,0.14,0.11,,112628.4,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0489,33.126
2020-01-21,3400.0,113186.0,1.33,0.14,0.11,,113186.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0489,33.29
2020-01-22,3400.0,112166.0,1.3,0.14,0.11,,112166.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0489,32.99
2020-01-23,3400.0,111707.0,1.29,0.14,0.11,,111707.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0489,32.855
2020-01-24,3400.0,111101.8,1.64,0.14,0.11,,111101.8,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0284,32.677
2020-01-27,3400.0,108211.8,1.62,0.14,0.11,,108211.8,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0284,31.827
2020-01-28,3400.0,108375.0,1.58,0.14,0.11,,108375.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.031,31.875
2020-01-29,12800.0,407360.0,5.73,0.52,0.41,,257782.5,4700.0,8100.0,149577.5,,,,0.15,,,,,4700.0,,,,0.15,,,4700.0,,0.15,,,,4.59,4.29,97600.0,3106120.0,,3.11,4.59,36.7,0.5354,63.3,0.1169,31.825
2020-01-30,12800.0,406515.2,5.74,0.52,0.41,,257247.9,4700.0,8100.0,149267.3,,,,,,,,,,,,,,,,,,0.15,,,,4.59,4.29,97600.0,3099678.4,,3.11,4.59,36.7,0.5354,63.3,0.1169,31.759
2020-01-31,12800.0,399859.2,5.16,0.52,0.41,,253035.9,4700.0,8100.0,146823.3,,,,,,,,,,,,,,,,,,0.15,,,,5.38,4.97,82600.0,2580341.4,,2.63,5.38,36.7,0.5354,63.3,0.1354,31.239
2020-02-03,30800.0,960775.2,12.81,1.26,0.96,,533417.4,13700.0,17100.0,427357.8,,,9000.0,0.28,,,,,9000.0,,,,0.28,9000.0,,,,0.43,,,,17.72,16.21,63600.0,1983938.4,,1.99,17.72,44.49,0.5061,55.51,0.3644,31.194
2020-02-04,30800.0,995456.0,12.72,1.26,0.96,,552672.0,13700.0,17100.0,442784.0,,,,,,,,,,,,,,,,,,0.43,,,,17.72,16.21,63600.0,2055552.0,,1.99,17.72,44.47,0.5061,55.53,0.3644,32.32
2020-02-05,30800.0,994840.0,12.46,1.26,1.0,,552330.0,13700.0,17100.0,442510.0,,,,,,,,,,,,,,,,,,0.44,,,,17.72,16.21,63600.0,2054280.0,,2.06,17.72,44.46,0.5061,55.54,0.3644,32.3
2020-02-06,30800.0,994686.0,10.76,1.26,1.0,,552244.5,13700.0,17100.0,442441.5,,,,,,,,,,,,,,,,,,0.44,,,,17.72,16.21,63600.0,2053962.0,,2.06,17.72,44.5,0.5061,55.5,0.3644,32.295
2020-02-07,30800.0,978854.8,10.61,1.26,1.0,,543455.1,13700.0,17100.0,435399.7,,,,,,,,,,,,,,,,,,0.44,,,,17.72,16.21,63600.0,2021271.6,,2.06,17.72,44.46,0.5061,55.54,0.3644,31.781
2020-02-10,30800.0,969337.6,9.98,1.26,0.98,,538171.2,13700.0,17100.0,431166.4,,,,,,,,,,,,,,,,,,0.44,,,,17.72,16.23,63600.0,2001619.2,,2.02,17.72,44.45,0.5062,55.55,0.3648,31.472
2020-02-11,27400.0,868854.0,8.91,1.12,0.86,,434427.0,13700.0,13700.0,434427.0,,,,,,,,,,,,,,,,,3400.0,0.43,0.11,,,17.72,16.23,63600.0,2016756.0,,2.0,17.72,49.96,0.5,50.04,0.3246,31.71
2020-02-12,9400.0,298459.4,3.24,0.38,0.3,,149229.7,4700.0,4700.0,149229.7,,,,,,,,0.28,,9000.0,,,,,,,9000.0,0.15,0.28,,,5.26,4.87,84600.0,2686134.6,,2.68,5.26,49.97,0.5,50.03,0.0975,31.751
2020-02-13,9400.0,298957.6,3.24,0.38,0.3,,149478.8,4700.0,4700.0,149478.8,,,,,,,,,,,,,,,,,,0.15,,,,5.26,4.87,84600.0,2690618.4,,2.69,5.26,49.96,0.5,50.04,0.0975,31.804
2020-02-14,9400.0,296870.8,3.29,0.38,0.3,,148435.4,4700.0,4700.0,148435.4,,,,,,,,,,,,,,,,,,0.15,,,,5.26,4.87,84600.0,2671837.2,,2.69,5.26,49.99,0.5,50.01,0.0975,31.582
2020-02-17,9400.0,299455.8,3.32,0.38,0.3,,149727.9,4700.0,4700.0,149727.9,,,,,,,,,,,,,,,,,,0.15,,,,5.26,4.87,84600.0,2695102.2,,2.67,5.26,49.99,0.5,50.01,0.0975,31.857
2020-02-18,9400.0,297782.6,3.32,0.38,0.3,,148891.3,4700.0,4700.0,148891.3,,,,,,,,,,,,,,,,,,0.15,,,,5.26,4.87,84600.0,2680043.4,,2.69,5.26,49.99,0.5,50.01,0.0975,31.679
2020-02-19,9400.0,296353.8,2.38,0.38,0.3,,148176.9,4700.0,4700.0,148176.9,,,,,,,,,,,,,,,,,,0.15,,,,5.26,4.87,84600.0,2667184.2,,2.68,5.26,49.98,0.5,50.02,0.0975,31.527
2020-02-20,9400.0,286013.8,2.35,0.39,0.3,,143006.9,4700.0,4700.0,143006.9,,,,,,,,,,,,,,,,,,0.15,,,,5.26,4.87,84600.0,2574124.2,,2.67,5.26,49.99,0.5,50.01,0.0975,30.427
2020-02-21,9400.0,289661.0,2.32,0.39,0.29,,144830.5,4700.0,4700.0,144830.5,,,,,,,,,,,,,,,,,,0.14,,,,5.26,4.87,84600.0,2606949.0,,2.57,5.26,49.98,0.5,50.02,0.0975,30.815
2020-02-24,9400.0,279452.6,2.23,0.39,0.29,,139726.3,4700.0,4700.0,139726.3,,,,,,,,,,,,,,,,,,0.14,,,,5.26,4.87,84600.0,2515073.4,,2.6,5.26,49.97,0.5,50.03,0.0975,29.729
2020-02-25,10306.0,305304.94,2.54,0.43,0.31,,166072.14,4700.0,5606.0,139232.8,,,,,,906.0,,,,,,,,,0.03,,,0.14,,,,4.64,4.34,96600.0,2861678.4,,2.87,4.64,45.57,0.4234,45.6,0.0952,29.624
2020-02-26,9400.0,279509.0,2.33,0.39,0.28,,139754.5,4700.0,4700.0,139754.5,,,,,,,,,,,,,,,,,906.0,0.14,0.03,,,4.64,4.33,96600.0,2872401.0,,2.86,4.64,49.95,0.5,50.05,0.0866,29.735
2020-02-27,16200.0,455220.0,3.73,0.67,0.48,,227610.0,8100.0,8100.0,227610.0,,,3400.0,0.1,,,,,3400.0,,,,0.1,3400.0,,,,0.24,,,,8.0,7.47,93200.0,2618920.0,,2.78,8.0,49.97,0.5,50.03,0.1493,28.1
2020-02-28,8100.0,215703.0,1.77,0.34,0.23,,215703.0,8100.0,8100.0,215703.0,,8100.0,,,0.22,,,,,,,8100.0,,,,,,0.22,,0.24,,14.73,7.47,46900.0,1248947.0,8100.0,1.25,14.73,49.99,1.0,100.0,0.0747,26.63
2020-03-02,8100.0,218408.4,1.47,0.34,0.22,,218408.4,8100.0,8100.0,218408.4,,,,,,,,,,,,,,,,,,0.22,,,,14.73,7.53,46900.0,1264611.6,,1.26,14.73,,1.0,100.0,0.0753,26.964
2020-03-03,8100.0,229813.2,1.43,0.34,0.22,,229813.2,8100.0,8100.0,229813.2,,,,,,,,,,,,,,,,,,0.23,,,,14.73,7.53,46900.0,1330646.8,,1.33,14.73,,1.0,100.0,0.0753,28.372
2020-03-04,8100.0,231959.7,1.39,0.35,0.23,,231959.7,8100.0,8100.0,231959.7,,,,,,,,,,,,,,,,,,0.23,,,,14.73,7.53,46900.0,1343075.3,,1.34,14.73,,1.0,100.0,0.0753,28.637
2020-03-05,11700.0,330209.1,2.02,0.51,0.34,,330209.1,11700.0,11700.0,330209.1,,,3600.0,0.11,,,,,3600.0,,,,0.11,3600.0,,,,0.33,,,,21.27,10.88,43300.0,1222055.9,,1.22,21.27,,1.0,100.0,0.1088,28.223
2020-03-06,11700.0,325084.5,2.04,0.51,0.33,,325084.5,11700.0,11700.0,325084.5,,,,,,,,,,,,,,,,,,0.32,,,,21.27,10.88,43300.0,1203090.5,,1.2,21.27,,1.0,100.0,0.1088,27.785
2020-03-09,11700.0,307464.3,2.0,0.51,0.32,,307464.3,11700.0,11700.0,307464.3,,,,,,,,,,,,,,,,,,0.31,,,,20.89,10.78,44300.0,1164159.7,,1.16,20.89,,1.0,100.0,0.1078,26.279
2020-03-10,11700.0,300362.4,2.0,0.51,0.31,,300362.4,11700.0,11700.0,300362.4,,,,,,,,,,,,,,,,,,0.3,,,,23.4,11.44,38300.0,983237.6,,0.98,23.4,,1.0,100.0,0.1144,25.672
2020-03-11,26400.0,680433.6,4.55,1.14,0.68,,680433.6,26400.0,26400.0,680433.6,,,,0.37,,,,,14700.0,,,,0.37,,,14700.0,,0.68,,,,27.41,25.9,69900.0,1801602.6,,1.8,27.41,,1.0,100.0,0.259,25.774
2020-03-12,26400.0,622512.0,4.32,1.14,0.68,,622512.0,26400.0,26400.0,622512.0,,,,,,,,,,,,,,,,,,0.62,,,,27.41,25.9,69900.0,1648242.0,,1.65,27.41,,1.0,100.0,0.259,23.58
2020-03-13,26400.0,635553.6,4.0,1.14,0.63,,635553.6,26400.0,26400.0,635553.6,,,,,,,,,,,,,,,,,,0.64,,,,27.41,25.9,69900.0,1682772.6,,1.69,27.41,,1.0,100.0,0.259,24.074
2020-03-16,26400.0,574252.8,3.94,1.14,0.63,,574252.8,26400.0,26400.0,574252.8,,,,,,,,,,,,,,,,,,0.58,,,,27.41,25.9,69900.0,1520464.8,,1.52,27.41,,1.0,100.0,0.259,21.752
2020-03-17,26400.0,600600.0,3.64,1.14,0.58,,600600.0,26400.0,26400.0,600600.0,,,,,,,,,,,,,,,,,,0.6,,,,27.41,25.9,69900.0,1590225.0,,1.59,27.41,,1.0,100.0,0.259,22.75
2020-03-18,26400.0,573856.8,3.61,1.14,0.6,,573856.8,26400.0,26400.0,573856.8,,,14700.0,,,,,0.34,,14700.0,,,,14700.0,,,,0.58,,,,100.0,25.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2591,21.737
2020-03-19,41100.0,895404.6,5.76,1.78,0.9,,575150.4,26400.0,26400.0,575150.4,,,,,,,,,,,,,,,,,,0.58,,,,100.0,25.92,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4036,21.786
2020-03-20,26400.0,577948.8,3.58,1.14,0.58,,577948.8,26400.0,26400.0,577948.8,,,,,,,,,,,,,,,,,,0.58,,,,100.0,25.92,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2592,21.892
2020-03-23,26400.0,558412.8,3.64,1.14,0.57,,558412.8,26400.0,26400.0,558412.8,,,,,,,,,,,,,,,,,,0.56,,,,100.0,47.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4753,21.152
2020-03-24,11700.0,264911.4,1.62,0.51,0.25,,264911.4,11700.0,11700.0,264911.4,,,,,,,,0.29,,14700.0,,,,,,,14700.0,0.27,0.32,,,17.48,16.14,55250.0,1250970.5,,1.25,17.48,,1.0,100.0,0.1614,22.642
2020-03-25,11700.0,264677.4,1.64,0.51,0.27,,264677.4,11700.0,11700.0,264677.4,,,,,,,,,,,,,,,,,,0.27,,,,17.48,16.15,55250.0,1249865.5,,1.25,17.48,,1.0,100.0,0.1615,22.622
2020-03-26,11700.0,269217.0,1.64,0.51,0.26,,269217.0,11700.0,11700.0,269217.0,,,,,,,,,,,,,,,,,,0.27,,,,17.48,16.15,55250.0,1271302.5,,1.27,17.48,,1.0,100.0,0.1615,23.01
2020-03-27,11700.0,258804.0,1.55,0.51,0.27,,258804.0,11700.0,11700.0,258804.0,,,,,,,,,,,,,,,,,,0.26,,,,17.48,16.15,55250.0,1222130.0,,1.23,17.48,,1.0,100.0,0.1615,22.12
2020-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.26,,11700.0,,,,,,,11700.0,0.0,0.27,,,0.0,0.0,72463.0,1555418.3,,1.51,0.0,,0.0,,0.0,21.465
2020-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,86463.0,1884461.09,,1.77,0.0,,0.0,,0.0,21.795
2020-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,92463.0,1954852.75,,1.93,0.0,,0.0,,0.0,21.142
2020-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1850872.19,,1.72,0.0,,0.0,,0.0,21.657
2020-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1837027.19,,1.76,0.0,,0.0,,0.0,21.495
2020-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1885912.02,,1.74,0.0,,0.0,,0.0,22.067
2020-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1896167.58,,1.79,0.0,,0.0,,0.0,22.187
2020-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1917789.72,,1.8,0.0,,0.0,,0.0,22.44
2020-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1982143.36,,1.82,0.0,,0.0,,0.0,23.193
2020-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1982143.36,,1.88,0.0,,0.0,,0.0,
2020-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1982143.36,,1.88,0.0,,0.0,,0.0,
2020-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1951974.92,,1.89,0.0,,0.0,,0.0,22.84
2020-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,85463.0,1913089.26,,1.85,0.0,,0.0,,0.0,22.385
