,MTI FP Equity_DX_SI_QTY,MTI FP Equity_DX_SHORT_INTEREST_VALUE,MTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTI FP Equity_DX_SI_MV,MTI FP Equity_DX_DSS,MTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTI FP Equity_DX_SUPPLY_SI_QTY,MTI FP Equity_DX_BROKER_SI_QTY,MTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTI FP Equity_DX_BROKER_SI_MV_NEW_x,MTI FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTI FP Equity_DX_BROKER_SI_MV_INC_x,MTI FP Equity_DX_BROKER_SI_QTY_ADD,MTI FP Equity_DX_BROKER_SI_QTY_NEW,MTI FP Equity_DX_SUPPLY_SI_MV_DEC,MTI FP Equity_DX_BROKER_SI_QTY_INC,MTI FP Equity_DX_SUPPLY_SI_QTY_DEC,MTI FP Equity_DX_BROKER_SI_MV_NEW_y,MTI FP Equity_DX_BROKER_SI_MV_INC_y,MTI FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTI FP Equity_DX_BROKER_SI_MV_ADD,MTI FP Equity_DX_SUPPLY_SI_QTY_ADD,MTI FP Equity_DX_BROKER_SI_QTY_DEC,MTI FP Equity_DX_SUPPLY_SI_MV,MTI FP Equity_DX_BROKER_SI_MV_DEC,MTI FP Equity_DX_BROKER_SI_MV_RMV,MTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTI FP Equity_DX_UTILIZATION_QUANTITY,MTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTI FP Equity_DX_ACTIVE_UTILIZATION_MV,MTI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTI FP Equity_DX_BROKER_SI_CON_RATIO,MTI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTI FP Equity_DX_DEMAND_SUPPLY_RATIO,MTI FP Equity_PX_LAST
2024-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6388.0,1030256.64,0.44,0.0,,0.0,,0.0,161.28
2024-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6389.0,1030865.15,0.44,0.0,,0.0,,0.0,161.35
2024-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6389.0,1037956.94,0.44,0.0,,0.0,,0.0,162.46
2024-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6389.0,1033037.41,0.44,0.0,,0.0,,0.0,161.69
2024-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6368.0,1028877.76,0.44,0.0,,0.0,,0.0,161.57
2024-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6368.0,1031870.72,0.44,0.0,,0.0,,0.0,162.04
2024-02-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6369.0,1038083.31,0.44,0.0,,0.0,,0.0,162.99
2024-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6369.0,1034962.5,0.44,0.0,,0.0,,0.0,162.5
2024-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6368.0,1035755.2,0.44,0.0,,0.0,,0.0,162.65
2024-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6369.0,1042032.09,0.44,0.0,,0.0,,0.0,163.61
2024-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6284.0,1030136.12,0.43,0.0,,0.0,,0.0,163.93
2024-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6284.0,1031078.72,0.43,0.0,,0.0,,0.0,164.08
2024-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6305.0,1037424.7,0.43,0.0,,0.0,,0.0,164.54
2024-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6305.0,1033263.4,0.43,0.0,,0.0,,0.0,163.88
2024-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6305.0,1032885.1,0.43,0.0,,0.0,,0.0,163.82
2024-03-13,3400.0,556682.0,2.93,0.06,0.56,,278341.0,1700.0,1700.0,278341.0,,,,1700.0,,,,,,,,0.28,1700.0,,0.28,,,100.0,21.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.4247,163.73
2024-03-14,4800.0,784512.0,4.46,0.08,0.79,,392256.0,2400.0,2400.0,392256.0,,700.0,0.11,,,,700.0,,,0.11,700.0,,,,0.39,,,100.0,27.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.5514,163.44
2024-03-15,1400.0,228592.0,1.3,0.02,0.23,,114296.0,700.0,700.0,114296.0,,,,,,0.28,,1700.0,,,,,,1700.0,0.11,0.28,,100.0,8.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1604,163.28
2024-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.11,,700.0,,,,,,700.0,0.0,0.11,,0.0,0.0,6202.0,1012724.58,0.41,0.0,,0.0,,0.0,163.29
2024-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6203.0,1011771.33,0.41,0.0,,0.0,,0.0,163.11
2024-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6203.0,1011957.42,0.41,0.0,,0.0,,0.0,163.14
2024-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6203.0,1014500.65,0.41,0.0,,0.0,,0.0,163.55
2024-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6203.0,1017974.33,0.41,0.0,,0.0,,0.0,164.11
2024-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6203.0,1015741.25,0.41,0.0,,0.0,,0.0,163.75
2024-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6204.0,1017890.28,0.41,0.0,,0.0,,0.0,164.07
2024-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6278.0,1033672.7,0.43,0.0,,0.0,,0.0,164.65
2024-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6279.0,1031325.75,0.43,0.0,,0.0,,0.0,164.25
2024-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2568.0,421794.0,0.42,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2468.0,405369.0,0.41,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6179.0,1007794.9,0.41,0.0,,0.0,,0.0,163.1
2024-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6179.0,1009772.18,0.41,0.0,,0.0,,0.0,163.42
2024-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6179.0,1013912.11,0.41,0.0,,0.0,,0.0,164.09
2024-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6179.0,1011316.93,0.41,0.0,,0.0,,0.0,163.67
2024-04-08,8900.0,1455239.0,7.41,0.15,1.46,,784848.0,4100.0,4800.0,670391.0,,,,4800.0,,,,,,,,0.79,4100.0,,0.67,,,100.0,39.89,0.0,0.0,0.0,100.0,7.29,1.0,100.0,0.8658,163.51
2024-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.67,,4100.0,,,,,,4800.0,0.0,0.79,,0.0,0.0,6179.0,1015086.12,0.41,0.0,,0.0,,0.0,164.28
2024-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6179.0,1013108.84,0.41,0.0,,0.0,,0.0,163.96
2024-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6179.0,1010328.29,0.41,0.0,,0.0,,0.0,163.51
2024-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6179.0,1019782.16,0.41,0.0,,0.0,,0.0,165.04
2024-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6179.0,1015704.02,0.41,0.0,,0.0,,0.0,164.38
2024-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6178.0,1014798.28,0.41,0.0,,0.0,,0.0,164.26
2024-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6178.0,1013192.0,0.41,0.0,,0.0,,0.0,164.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6178.0,1010164.78,0.41,0.0,,0.0,,0.0,163.51
2024-04-19,11300.0,1846194.0,6.68,0.19,1.85,,1176336.0,4100.0,7200.0,669858.0,,,,7200.0,,,,,,,,1.18,4100.0,,0.67,,,100.0,39.89,0.0,0.0,0.0,100.0,,1.0,100.0,1.0994,163.38
2024-04-22,11300.0,1850036.0,6.1,0.19,1.84,,1178784.0,4100.0,7200.0,671252.0,,,,,,,,,,,,,,,0.67,,,100.0,39.89,0.0,0.0,0.0,100.0,,1.0,100.0,1.0993,163.72
2024-04-23,3100.0,507408.0,1.69,0.05,0.51,,507408.0,0.0,3100.0,0.0,,,,,,0.67,,4100.0,,,,,,4100.0,0.0,0.66,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5017,163.68
2024-04-24,3100.0,504277.0,1.69,0.05,0.51,,504277.0,0.0,3100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5017,162.67
2024-04-25,3100.0,503998.0,1.72,0.05,0.51,,503998.0,0.0,3100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5017,162.58
2024-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,3100.0,0.0,0.51,,0.0,0.0,6179.0,1007238.79,0.41,0.0,,0.0,,0.0,163.01
2024-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6179.0,1011316.93,0.41,0.0,,0.0,,0.0,163.67
2024-04-30,1800.0,294102.0,0.91,0.03,0.29,,147051.0,900.0,900.0,147051.0,,,,900.0,,,,,,,,0.15,900.0,,0.15,,,100.0,12.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.2543,163.39
2024-05-01,1800.0,294102.0,0.9,0.03,0.29,,147051.0,900.0,900.0,147051.0,,,,,,,,,,,,,,,0.15,,,100.0,26.72,0.0,0.0,0.0,100.0,,1.0,100.0,0.5344,
2024-05-02,1800.0,294426.0,0.9,0.03,0.29,,147213.0,900.0,900.0,147213.0,,,,,,,,,,,,,,,0.15,,,100.0,12.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.2543,163.57
2024-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.15,,900.0,,,,,,900.0,0.0,0.15,,0.0,0.0,6980.0,1144231.4,0.54,0.0,,0.0,,0.0,163.93
2024-05-06,6800.0,1116152.0,3.26,0.12,1.12,,771458.0,2100.0,4700.0,344694.0,,,,4700.0,,,,,,,,0.77,2100.0,,0.35,,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.8613,164.14
2024-05-07,6800.0,1117716.0,3.17,0.12,1.12,,772539.0,2100.0,4700.0,345177.0,,,,,,,,,,,,,,,0.34,,,100.0,26.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.8613,164.37
2024-05-08,2600.0,426400.0,1.22,0.04,0.43,,426400.0,0.0,2600.0,0.0,,,,,,0.34,,2100.0,,,,,,2100.0,0.0,0.34,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4411,164.0
2024-05-09,2600.0,426348.0,1.08,0.04,0.43,,426348.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4411,163.98
2024-05-10,2600.0,425490.0,1.08,0.04,0.43,,425490.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4411,163.65
2024-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2600.0,0.0,0.42,,0.0,0.0,5795.0,948931.25,0.35,0.0,,0.0,,0.0,163.75
2024-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,946787.1,0.34,0.0,,0.0,,0.0,163.38
2024-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,954726.25,0.35,0.0,,0.0,,0.0,164.75
2024-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,953219.55,0.35,0.0,,0.0,,0.0,164.49
2024-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,949510.75,0.35,0.0,,0.0,,0.0,163.85
2024-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,948525.6,0.35,0.0,,0.0,,0.0,163.68
2024-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,948931.25,0.35,0.0,,0.0,,0.0,163.75
2024-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,948815.35,0.35,0.0,,0.0,,0.0,163.73
2024-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,946033.75,0.35,0.0,,0.0,,0.0,163.25
2024-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,945280.4,0.35,0.0,,0.0,,0.0,163.12
2024-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5795.0,948177.9,0.35,0.0,,0.0,,0.0,163.62
2024-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,940295.9,0.35,0.0,,0.0,,0.0,162.85
2024-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,936311.84,0.35,0.0,,0.0,,0.0,162.16
2024-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,940353.64,0.34,0.0,,0.0,,0.0,162.86
2024-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,939256.58,0.34,0.0,,0.0,,0.0,162.67
2024-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,944337.7,0.34,0.0,,0.0,,0.0,163.55
2024-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,941681.66,0.35,0.0,,0.0,,0.0,163.09
2024-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,946300.86,0.35,0.0,,0.0,,0.0,163.89
2024-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,944222.22,0.35,0.0,,0.0,,0.0,163.53
2024-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,940584.6,0.35,0.0,,0.0,,0.0,162.9
2024-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,933482.58,0.35,0.0,,0.0,,0.0,161.67
2024-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,932789.7,0.34,0.0,,0.0,,0.0,161.55
2024-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,939487.54,0.34,0.0,,0.0,,0.0,162.71
2024-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,939141.1,0.35,0.0,,0.0,,0.0,162.65
2024-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,941623.92,0.34,0.0,,0.0,,0.0,163.08
2024-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,939603.02,0.34,0.0,,0.0,,0.0,162.73
2024-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,945088.32,0.35,0.0,,0.0,,0.0,163.68
2024-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,940931.04,0.35,0.0,,0.0,,0.0,162.96
2024-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5774.0,940584.6,0.35,0.0,,0.0,,0.0,162.9
2024-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5756.0,936386.08,0.34,0.0,,0.0,,0.0,162.68
2024-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5756.0,936558.76,0.35,0.0,,0.0,,0.0,162.71
2024-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5756.0,935925.6,0.35,0.0,,0.0,,0.0,162.6
2024-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5934.0,961426.68,0.36,0.0,,0.0,,0.0,162.02
2024-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5834.0,945808.08,0.34,0.0,,0.0,,0.0,162.12
2024-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5834.0,942541.04,0.34,0.0,,0.0,,0.0,161.56
2024-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5834.0,939215.66,0.34,0.0,,0.0,,0.0,160.99
2024-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5834.0,940499.14,0.34,0.0,,0.0,,0.0,161.21
2024-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5834.0,946858.2,0.34,0.0,,0.0,,0.0,162.3
2024-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5834.0,945574.72,0.34,0.0,,0.0,,0.0,162.08
2024-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5834.0,950416.94,0.34,0.0,,0.0,,0.0,162.91
2024-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5834.0,952925.56,0.35,0.0,,0.0,,0.0,163.34
2024-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5734.0,931029.58,0.35,0.0,,0.0,,0.0,162.37
2024-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5645.0,920812.4,0.34,0.0,,0.0,,0.0,163.12
2024-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5645.0,924594.55,0.34,0.0,,0.0,,0.0,163.79
2024-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5645.0,923465.55,0.35,0.0,,0.0,,0.0,163.59
2024-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5645.0,926739.65,0.35,0.0,,0.0,,0.0,164.17
2024-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5645.0,927699.3,0.35,0.0,,0.0,,0.0,164.34
2024-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5645.0,929223.45,0.35,0.0,,0.0,,0.0,164.61
2024-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5645.0,929844.4,0.35,0.0,,0.0,,0.0,164.72
2024-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5645.0,926344.5,0.35,0.0,,0.0,,0.0,164.1
2024-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5631.0,921287.91,0.35,0.0,,0.0,,0.0,163.61
2024-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,924554.16,0.35,0.0,,0.0,,0.0,163.58
2024-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,923932.44,0.34,0.0,,0.0,,0.0,163.47
2024-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,923536.8,0.34,0.0,,0.0,,0.0,163.4
2024-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,923649.84,0.35,0.0,,0.0,,0.0,163.42
2024-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,926023.68,0.35,0.0,,0.0,,0.0,163.84
2024-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,927154.08,0.34,0.0,,0.0,,0.0,164.04
2024-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,931788.72,0.35,0.0,,0.0,,0.0,164.86
2024-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,934049.52,0.34,0.0,,0.0,,0.0,165.26
2024-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,931506.12,0.34,0.0,,0.0,,0.0,164.81
2024-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,927775.8,0.35,0.0,,0.0,,0.0,164.15
2024-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,930771.36,0.35,0.0,,0.0,,0.0,164.68
2024-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5652.0,928454.04,0.35,0.0,,0.0,,0.0,164.27
