,MTI FP Equity_DX_SI_QTY,MTI FP Equity_DX_SHORT_INTEREST_VALUE,MTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTI FP Equity_DX_SI_MV,MTI FP Equity_DX_DSS,MTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTI FP Equity_DX_SUPPLY_SI_QTY,MTI FP Equity_DX_BROKER_SI_QTY,MTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTI FP Equity_DX_BROKER_SI_MV_NEW_x,MTI FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTI FP Equity_DX_BROKER_SI_MV_INC_x,MTI FP Equity_DX_BROKER_SI_QTY_ADD,MTI FP Equity_DX_BROKER_SI_QTY_NEW,MTI FP Equity_DX_SUPPLY_SI_MV_DEC,MTI FP Equity_DX_BROKER_SI_QTY_INC,MTI FP Equity_DX_SUPPLY_SI_QTY_DEC,MTI FP Equity_DX_BROKER_SI_MV_NEW_y,MTI FP Equity_DX_BROKER_SI_MV_INC_y,MTI FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTI FP Equity_DX_BROKER_SI_MV_ADD,MTI FP Equity_DX_SUPPLY_SI_QTY_ADD,MTI FP Equity_DX_BROKER_SI_QTY_DEC,MTI FP Equity_DX_SUPPLY_SI_MV,MTI FP Equity_DX_BROKER_SI_MV_DEC,MTI FP Equity_DX_BROKER_SI_MV_RMV,MTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTI FP Equity_DX_UTILIZATION_QUANTITY,MTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTI FP Equity_DX_ACTIVE_UTILIZATION_MV,MTI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTI FP Equity_DX_BROKER_SI_CON_RATIO,MTI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTI FP Equity_DX_DEMAND_SUPPLY_RATIO,MTI FP Equity_PX_LAST
2008-09-17,700.0,75761.0,0.21,0.01,0.08,0.0,75761.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,108.23
2008-09-18,700.0,75516.0,0.2,0.01,0.08,0.0,75516.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.88
2008-09-19,700.0,75040.0,0.29,0.01,0.08,0.0,75040.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.2
2008-09-22,700.0,75082.0,0.29,0.01,0.08,0.0,75082.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.26
2008-09-23,700.0,75117.0,0.29,0.01,0.08,0.0,75117.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.31
2008-09-24,700.0,75264.0,0.32,0.01,0.08,0.0,75264.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.52
2008-09-25,700.0,75145.0,0.33,0.01,0.08,0.0,75145.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.35
2008-09-26,700.0,75789.0,0.32,0.01,0.08,0.0,75789.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,108.27
2008-09-29,700.0,75824.0,0.15,0.01,0.08,0.0,75824.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,108.32
2008-09-30,700.0,75607.0,0.15,0.01,0.08,0.0,75607.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,108.01
2008-10-01,700.0,75502.0,0.15,0.01,0.08,0.0,75502.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.86
2008-10-02,700.0,75250.0,0.15,0.01,0.08,0.0,75250.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.5
2008-10-03,700.0,75313.0,0.15,0.01,0.08,0.0,75313.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.59
2008-10-06,700.0,75775.0,0.15,0.01,0.08,0.0,75775.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,108.25
2008-10-07,700.0,75628.0,0.14,0.01,0.08,0.0,75628.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,108.04
2008-10-08,700.0,74375.0,0.14,0.01,0.08,0.0,74375.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,106.25
2008-10-09,700.0,74900.0,0.12,0.01,0.07,0.0,74900.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2727,107.0
2008-10-10,770.0,81827.9,0.14,0.01,0.08,0.0,74389.0,70.0,700.0,7438.9,,,,,,,,,,,,,70.0,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.17,0.8335,90.84,1.4,106.27
2008-10-13,770.0,81019.4,0.13,0.01,0.08,0.0,81019.4,70.0,770.0,7365.4,,,,70.0,,,,,,,,0.01,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.12,0.8343,90.88,1.4,105.22
2008-10-14,770.0,81804.8,0.13,0.02,0.08,0.0,81804.8,70.0,770.0,7436.8,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.12,0.8343,90.88,1.4,106.24
2008-10-15,770.0,80719.1,0.13,0.02,0.08,0.0,80719.1,70.0,770.0,7338.1,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.0,0.8363,91.0,1.4,104.83
2008-10-16,770.0,80465.0,0.13,0.02,0.08,0.0,80465.0,70.0,770.0,7315.0,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.0,0.8363,91.0,1.4,104.5
2008-10-17,770.0,80210.9,0.14,0.02,0.08,0.0,80210.9,70.0,770.0,7291.9,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,8.97,0.8367,91.03,1.4,104.17
2008-10-20,770.0,80295.6,0.13,0.02,0.08,0.0,80295.6,70.0,770.0,7299.6,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,8.95,0.837,91.05,1.4,104.28
2008-10-21,770.0,80449.6,0.14,0.02,0.08,0.0,80449.6,70.0,770.0,7313.6,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,8.99,0.8363,91.01,1.4,104.48
2008-10-22,770.0,80934.7,0.14,0.02,0.08,0.0,80934.7,70.0,770.0,7357.7,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.07,0.835,90.93,1.4,105.11
2008-10-23,770.0,82012.7,0.14,0.02,0.08,0.0,82012.7,70.0,770.0,7455.7,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.04,0.8355,90.96,1.4,106.51
2008-10-24,770.0,81543.0,0.14,0.02,0.08,0.0,81543.0,70.0,770.0,7413.0,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,8.93,0.8373,91.07,1.4,105.9
2008-10-27,770.0,81235.0,0.13,0.02,0.08,0.0,81235.0,70.0,770.0,7385.0,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.09,0.8347,90.91,1.4,105.5
2008-10-28,770.0,80657.5,0.07,0.02,0.08,0.0,80657.5,70.0,770.0,7332.5,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.13,0.834,90.87,1.4,104.75
2008-10-29,770.0,78925.0,0.07,0.02,0.08,0.0,78925.0,70.0,770.0,7175.0,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.13,0.8341,90.87,1.4,102.5
2008-10-30,770.0,79079.0,0.07,0.02,0.08,0.0,79079.0,70.0,770.0,7189.0,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,8.96,0.8369,91.04,1.4,102.7
2008-10-31,770.0,78447.6,0.07,0.02,0.08,0.0,78447.6,70.0,770.0,7131.6,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,8.93,0.8374,91.07,1.4,101.88
2008-11-03,770.0,78486.1,0.07,0.02,0.08,0.0,78486.1,70.0,770.0,7135.1,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.04,0.8356,90.96,1.4,101.93
2008-11-04,770.0,78547.7,0.07,0.02,0.08,0.0,78547.7,70.0,770.0,7140.7,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.11,0.8344,90.89,1.4,102.01
2008-11-05,770.0,79310.0,0.07,0.02,0.08,0.0,79310.0,70.0,770.0,7210.0,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.1,0.8345,90.9,1.4,103.0
2008-11-06,770.0,79348.5,0.07,0.02,0.08,0.0,79348.5,70.0,770.0,7213.5,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.04,0.8356,90.96,1.4,103.05
2008-11-07,770.0,79695.0,0.07,0.02,0.08,0.0,79695.0,70.0,770.0,7245.0,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.03,0.8357,90.97,1.4,103.5
2008-11-10,770.0,79887.5,0.08,0.02,0.08,0.0,79887.5,70.0,770.0,7262.5,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.01,0.8361,90.99,1.4,103.75
2008-11-11,770.0,79926.0,0.08,0.02,0.08,0.0,79926.0,70.0,770.0,7266.0,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.03,0.8357,90.97,1.4,103.8
2008-11-12,770.0,79818.2,0.08,0.02,0.08,0.0,79818.2,70.0,770.0,7256.2,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.04,0.8356,90.96,1.4,103.66
2008-11-13,770.0,79371.6,0.08,0.02,0.08,0.0,79371.6,70.0,770.0,7215.6,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.05,0.8353,90.95,1.4,103.08
2008-11-14,770.0,79117.5,0.09,0.02,0.08,0.0,79117.5,70.0,770.0,7192.5,,,,,,,,,,,,,,,0.01,,,100.0,12.73,0.0,0.0,0.0,100.0,9.07,0.8351,90.93,1.4,102.75
