,CRTO FP Equity_DX_SI_QTY,CRTO FP Equity_DX_SHORT_INTEREST_VALUE,CRTO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CRTO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRTO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRTO FP Equity_DX_SI_MV,CRTO FP Equity_DX_DSS,CRTO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRTO FP Equity_DX_SUPPLY_SI_QTY,CRTO FP Equity_DX_BROKER_SI_QTY,CRTO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRTO FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRTO FP Equity_DX_BROKER_SI_MV_INC_x,CRTO FP Equity_DX_BROKER_SI_QTY_ADD,CRTO FP Equity_DX_SUPPLY_SI_MV_DEC,CRTO FP Equity_DX_BROKER_SI_QTY_INC,CRTO FP Equity_DX_SUPPLY_SI_QTY_DEC,CRTO FP Equity_DX_BROKER_SI_MV_INC_y,CRTO FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRTO FP Equity_DX_BROKER_SI_MV_ADD,CRTO FP Equity_DX_SUPPLY_SI_QTY_ADD,CRTO FP Equity_DX_BROKER_SI_QTY_DEC,CRTO FP Equity_DX_SUPPLY_SI_MV,CRTO FP Equity_DX_BROKER_SI_MV_DEC,CRTO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRTO FP Equity_DX_UTILIZATION_QUANTITY,CRTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRTO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRTO FP Equity_DX_ACTIVE_UTILIZATION_MV,CRTO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRTO FP Equity_DX_BROKER_SI_CON_RATIO,CRTO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRTO FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-10-04,28.0,2214.8,0.0,0.15,0.0,0.0,0.0,1107.4,14.0,14.0,1107.4,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-05,28.0,2215.08,0.0,0.17,0.0,0.0,0.0,1107.54,14.0,14.0,1107.54,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-06,28.0,2198.0,0.0,0.19,0.0,0.0,0.0,1099.0,14.0,14.0,1099.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-09,28.0,2226.0,0.0,0.19,0.0,0.0,0.0,1113.0,14.0,14.0,1113.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-10,28.0,2184.0,0.0,0.24,0.0,0.0,0.0,1092.0,14.0,14.0,1092.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-11,28.0,2240.0,0.0,0.24,0.0,0.0,0.0,1120.0,14.0,14.0,1120.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-12,28.0,2172.8,0.0,0.24,0.0,0.0,0.0,1086.4,14.0,14.0,1086.4,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-13,28.0,2226.0,0.0,0.22,0.0,0.0,0.0,1113.0,14.0,14.0,1113.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-16,28.0,2170.0,0.0,0.22,0.0,0.0,0.0,1085.0,14.0,14.0,1085.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-17,34.0,2618.0,0.0,0.23,0.0,0.0,0.0,1309.0,17.0,17.0,1309.0,3.0,,3.0,,,,,3.0,0.0,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,17.69,0.7087,82.31,0.0087
2023-10-18,34.0,2618.34,0.0,0.22,0.0,0.0,0.0,1309.17,17.0,17.0,1309.17,,,,,,,,,,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,17.65,0.7094,82.35,0.0087
2023-10-19,34.0,2618.0,0.0,0.23,0.0,0.0,0.0,1309.0,17.0,17.0,1309.0,,,,,,,,,,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,17.65,0.7093,82.35,0.0087
2023-10-20,34.0,2618.34,0.0,0.22,0.0,0.0,0.0,1309.17,17.0,17.0,1309.17,,,,,,,,,,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,17.65,0.7094,82.35,0.0087
2023-10-23,34.0,2567.34,0.0,0.21,0.0,0.0,0.0,1283.67,17.0,17.0,1283.67,,,,,,,,,,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,17.79,0.7075,82.21,0.0087
2023-10-24,34.0,2567.0,0.0,0.2,0.0,0.0,0.0,1283.5,17.0,17.0,1283.5,,,,,,,,,,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,17.65,0.7093,82.35,0.0087
2023-10-25,28.0,2088.8,0.0,0.17,0.0,0.0,0.0,1044.4,14.0,14.0,1044.4,,,,0.0,,3.0,,,,,3.0,0.0,0.0,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-26,28.0,2072.0,0.0,0.16,0.0,0.0,0.0,1036.0,14.0,14.0,1036.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-27,28.0,2074.8,0.0,0.16,0.0,0.0,0.0,1037.4,14.0,14.0,1037.4,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-30,28.0,2086.0,0.0,0.16,0.0,0.0,0.0,1043.0,14.0,14.0,1043.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-10-31,28.0,2141.16,0.0,0.16,0.0,0.0,0.0,1070.58,14.0,14.0,1070.58,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-01,28.0,2141.16,0.0,0.16,0.0,0.0,0.0,1070.58,14.0,14.0,1070.58,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-02,28.0,2169.44,0.0,0.17,0.0,0.0,0.0,1084.72,14.0,14.0,1084.72,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-03,28.0,2150.4,0.0,0.17,0.0,0.0,0.0,1075.2,14.0,14.0,1075.2,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-06,30.0,2304.3,0.0,0.18,0.0,0.0,0.0,1152.15,15.0,15.0,1152.15,1.0,,1.0,,,,,1.0,0.0,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,6.67,0.8756,93.33,0.0077
2023-11-07,30.0,2304.0,0.0,0.18,0.0,0.0,0.0,1152.0,15.0,15.0,1152.0,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,6.67,0.8755,93.33,0.0077
2023-11-08,30.0,2295.0,0.0,0.17,0.0,0.0,0.0,1147.5,15.0,15.0,1147.5,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,6.68,0.8753,93.32,0.0077
2023-11-09,30.0,2295.0,0.0,0.19,0.0,0.0,0.0,1147.5,15.0,15.0,1147.5,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,6.67,0.8756,93.33,0.0077
2023-11-10,30.0,2286.0,0.0,0.19,0.0,0.0,0.0,1143.0,15.0,15.0,1143.0,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,6.68,0.8753,93.32,0.0077
2023-11-13,30.0,2295.3,0.0,0.2,0.0,0.0,0.0,1147.65,15.0,15.0,1147.65,,,,,,,,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,6.65,0.8758,93.35,0.0077
2023-11-14,28.0,2158.8,0.0,0.18,0.0,0.0,0.0,1079.4,14.0,14.0,1079.4,,,,0.0,,1.0,,,,,1.0,0.0,0.0,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-15,28.0,2156.0,0.0,0.19,0.0,0.0,0.0,1078.0,14.0,14.0,1078.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-16,28.0,2161.6,0.0,0.2,0.0,0.0,0.0,1080.8,14.0,14.0,1080.8,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-17,28.0,2164.4,0.0,0.19,0.0,0.0,0.0,1082.2,14.0,14.0,1082.2,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-20,28.0,2212.0,0.0,0.2,0.0,0.0,0.0,1106.0,14.0,14.0,1106.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-21,28.0,2310.0,0.0,0.19,0.0,0.0,0.0,1155.0,14.0,14.0,1155.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-22,28.0,2185.68,0.0,0.19,0.0,0.0,0.0,1092.84,14.0,14.0,1092.84,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-23,37.0,2923.0,0.0,0.24,0.0,0.0,0.0,1817.0,23.0,23.0,1817.0,,,9.0,,,,,,0.0,9.0,,0.0,,100.0,0.59,0.0,0.0,0.0,100.0,25.23,0.6228,74.77,0.0095
2023-11-24,28.0,2212.0,0.0,0.19,0.0,0.0,0.0,1106.0,14.0,14.0,1106.0,,,,0.0,,9.0,,,,,9.0,0.0,0.0,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-27,28.0,2257.08,0.0,0.18,0.0,0.0,0.0,1128.54,14.0,14.0,1128.54,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-28,28.0,2296.0,0.0,0.19,0.0,0.0,0.0,1148.0,14.0,14.0,1148.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-29,28.0,2268.0,0.0,0.19,0.0,0.0,0.0,1134.0,14.0,14.0,1134.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-11-30,28.0,2270.8,0.0,0.16,0.0,0.0,0.0,1135.4,14.0,14.0,1135.4,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-01,28.0,2282.28,0.0,0.16,0.0,0.0,0.0,1141.14,14.0,14.0,1141.14,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-04,28.0,2290.4,0.0,0.18,0.0,0.0,0.0,1145.2,14.0,14.0,1145.2,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-05,28.0,2290.68,0.0,0.17,0.0,0.0,0.0,1145.34,14.0,14.0,1145.34,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-06,28.0,2240.0,0.0,0.18,0.0,0.0,0.0,1120.0,14.0,14.0,1120.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-07,28.0,2198.0,0.0,0.18,0.0,0.0,0.0,1099.0,14.0,14.0,1099.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-08,28.0,2142.0,0.0,0.17,0.0,0.0,0.0,1071.0,14.0,14.0,1071.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-11,28.0,2142.0,0.0,0.17,0.0,0.0,0.0,1071.0,14.0,14.0,1071.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-12,28.0,2128.0,0.0,0.17,0.0,0.0,0.0,1064.0,14.0,14.0,1064.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-13,28.0,2128.0,0.0,0.16,0.0,0.0,0.0,1064.0,14.0,14.0,1064.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-14,28.0,2100.0,0.0,0.15,0.0,0.0,0.0,1050.0,14.0,14.0,1050.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-15,28.0,2114.0,0.0,0.16,0.0,0.0,0.0,1057.0,14.0,14.0,1057.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-18,28.0,2100.0,0.0,0.15,0.0,0.0,0.0,1050.0,14.0,14.0,1050.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-19,28.0,2100.28,0.0,0.15,0.0,0.0,0.0,1050.14,14.0,14.0,1050.14,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-20,28.0,2086.0,0.0,0.15,0.0,0.0,0.0,1043.0,14.0,14.0,1043.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-21,28.0,2086.0,0.0,0.15,0.0,0.0,0.0,1043.0,14.0,14.0,1043.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-22,28.0,2086.0,0.0,0.15,0.0,0.0,0.0,1043.0,14.0,14.0,1043.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-25,28.0,2086.0,0.0,0.14,0.0,0.0,0.0,1043.0,14.0,14.0,1043.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-26,28.0,2086.0,0.0,0.14,0.0,0.0,0.0,1043.0,14.0,14.0,1043.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-27,28.0,2046.8,0.0,0.14,0.0,0.0,0.0,1023.4,14.0,14.0,1023.4,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2023-12-28,28.0,2046.8,0.0,0.14,0.0,0.0,0.0,1023.4,14.0,14.0,1023.4,,,,,,,,,,,,0.0,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0074
2023-12-29,28.0,2010.4,0.0,0.14,0.0,0.0,0.0,1005.2,14.0,14.0,1005.2,,,,,,,,,,,,0.0,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0074
2024-01-01,28.0,2010.4,0.0,0.13,0.0,0.0,0.0,1005.2,14.0,14.0,1005.2,,,,,,,,,,,,0.0,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0074
2024-01-02,28.0,2027.2,0.0,0.13,0.0,0.0,0.0,1013.6,14.0,14.0,1013.6,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-03,28.0,1988.0,0.0,0.13,0.0,0.0,0.0,994.0,14.0,14.0,994.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-04,28.0,2002.0,0.0,0.13,0.0,0.0,0.0,1001.0,14.0,14.0,1001.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-05,28.0,2030.0,0.0,0.13,0.0,0.0,0.0,1015.0,14.0,14.0,1015.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-08,28.0,2018.8,0.0,0.13,0.0,0.0,0.0,1009.4,14.0,14.0,1009.4,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-09,28.0,2016.0,0.0,0.14,0.0,0.0,0.0,1008.0,14.0,14.0,1008.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-10,28.0,1976.8,0.0,0.14,0.0,0.0,0.0,988.4,14.0,14.0,988.4,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-11,28.0,1979.6,0.0,0.14,0.0,0.0,0.0,989.8,14.0,14.0,989.8,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-12,28.0,1965.6,0.0,0.15,0.0,0.0,0.0,982.8,14.0,14.0,982.8,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-15,28.0,1979.32,0.0,0.15,0.0,0.0,0.0,989.66,14.0,14.0,989.66,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-16,28.0,1972.6,0.0,0.18,0.0,0.0,0.0,986.3,14.0,14.0,986.3,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-17,28.0,2021.6,0.0,0.18,0.0,0.0,0.0,1010.8,14.0,14.0,1010.8,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-18,28.0,2046.8,0.0,0.16,0.0,0.0,0.0,1023.4,14.0,14.0,1023.4,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-01-19,64.0,4679.04,0.01,0.38,0.01,0.0,0.0,3655.5,50.0,50.0,3655.5,,,36.0,,,,,,0.0,36.0,,0.0,,100.0,1.28,0.0,0.0,0.0,100.0,43.75,0.5078,56.25,0.0164
2024-01-22,64.0,4704.0,0.01,0.38,0.01,0.0,0.0,3675.0,50.0,50.0,3675.0,,,,,,,,,,,,0.0,,100.0,1.28,0.0,0.0,0.0,100.0,43.82,0.5076,56.18,0.0164
2024-01-23,64.0,4896.0,0.01,0.38,0.01,0.0,0.0,3825.0,50.0,50.0,3825.0,,,,,,,,,,,,0.0,,100.0,1.28,0.0,0.0,0.0,100.0,44.25,0.5066,55.75,0.0164
2024-01-24,64.0,4896.64,0.01,0.38,0.01,0.0,0.0,3825.5,50.0,50.0,3825.5,,,,,,,,,,,,0.0,,100.0,1.28,0.0,0.0,0.0,100.0,43.75,0.5078,56.25,0.0164
2024-01-25,64.0,4896.0,0.01,0.39,0.01,0.0,0.0,3825.0,50.0,50.0,3825.0,,,,,,,,,,,,0.0,,100.0,1.28,0.0,0.0,0.0,100.0,43.75,0.5078,56.25,0.0164
2024-01-26,64.0,4896.0,0.01,0.37,0.01,0.0,0.0,3825.0,50.0,50.0,3825.0,,,,,,,,,,,,0.0,,100.0,1.28,0.0,0.0,0.0,100.0,43.75,0.5078,56.25,0.0164
2024-01-29,64.0,4896.64,0.01,0.38,0.01,0.0,0.0,3825.5,50.0,50.0,3825.5,,,,,,,,,,,,0.0,,100.0,1.28,0.0,0.0,0.0,100.0,43.75,0.5078,56.25,0.0164
2024-01-30,64.0,4991.36,0.01,0.4,0.01,0.0,0.0,3899.5,50.0,50.0,3899.5,,,,,,,,,,,,0.0,,100.0,1.28,0.0,0.0,0.0,100.0,43.99,0.5072,56.01,0.0164
2024-01-31,64.0,4940.8,0.01,0.38,0.01,0.01,0.0,3860.0,50.0,50.0,3860.0,,,,,,,,,,,,0.0,,100.0,1.32,0.0,0.0,0.0,100.0,43.63,0.5081,56.37,0.0169
2024-02-01,64.0,4992.0,0.01,0.39,0.01,0.01,0.0,3900.0,50.0,50.0,3900.0,,,,,,,,,,,,0.0,,100.0,1.32,0.0,0.0,0.0,100.0,43.88,0.5075,56.12,0.0169
2024-02-02,28.0,2189.6,0.0,0.17,0.0,0.0,0.0,1094.8,14.0,14.0,1094.8,,,,0.0,,36.0,,,,,36.0,0.0,0.0,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0074
2024-02-05,28.0,2170.28,0.0,0.17,0.0,0.0,0.0,1085.14,14.0,14.0,1085.14,,,,,,,,,,,,0.0,,100.0,0.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0074
2024-02-06,28.0,2156.0,0.0,0.15,0.0,0.0,0.0,1078.0,14.0,14.0,1078.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-02-07,28.0,2101.12,0.0,0.15,0.0,0.0,0.0,1050.56,14.0,14.0,1050.56,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-02-08,28.0,2128.0,0.0,0.15,0.0,0.0,0.0,1064.0,14.0,14.0,1064.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-09,28.0,2100.0,0.0,0.15,0.0,0.0,0.0,1050.0,14.0,14.0,1050.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-12,28.0,2128.0,0.0,0.15,0.0,0.0,0.0,1064.0,14.0,14.0,1064.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-13,28.0,2114.0,0.0,0.16,0.0,0.0,0.0,1057.0,14.0,14.0,1057.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-02-14,28.0,2058.0,0.0,0.16,0.0,0.0,0.0,1029.0,14.0,14.0,1029.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-02-15,28.0,2016.0,0.0,0.16,0.0,0.0,0.0,1008.0,14.0,14.0,1008.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-16,28.0,2004.8,0.0,0.15,0.0,0.0,0.0,1002.4,14.0,14.0,1002.4,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-19,28.0,2072.0,0.0,0.15,0.0,0.0,0.0,1036.0,14.0,14.0,1036.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-20,28.0,2072.0,0.0,0.15,0.0,0.0,0.0,1036.0,14.0,14.0,1036.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-21,28.0,2074.8,0.0,0.16,0.0,0.0,0.0,1037.4,14.0,14.0,1037.4,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-22,28.0,2086.0,0.0,0.16,0.0,0.0,0.0,1043.0,14.0,14.0,1043.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-23,28.0,2086.0,0.0,0.16,0.0,0.0,0.0,1043.0,14.0,14.0,1043.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-26,28.0,2058.28,0.0,0.16,0.0,0.0,0.0,1029.14,14.0,14.0,1029.14,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-27,28.0,2002.28,0.0,0.16,0.0,0.0,0.0,1001.14,14.0,14.0,1001.14,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-28,28.0,1932.0,0.0,0.16,0.0,0.0,0.0,966.0,14.0,14.0,966.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-02-29,28.0,1938.16,0.0,0.16,0.0,0.0,0.0,969.08,14.0,14.0,969.08,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-03-01,28.0,1974.0,0.0,0.17,0.0,0.0,0.0,987.0,14.0,14.0,987.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-03-04,28.0,1938.16,0.0,0.16,0.0,0.0,0.0,969.08,14.0,14.0,969.08,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-03-05,28.0,1937.6,0.0,0.17,0.0,0.0,0.0,968.8,14.0,14.0,968.8,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-03-06,28.0,1876.0,0.0,0.17,0.0,0.0,0.0,938.0,14.0,14.0,938.0,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-03-07,28.0,1820.28,0.0,0.16,0.0,0.0,0.0,910.14,14.0,14.0,910.14,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-03-08,28.0,1803.2,0.0,0.16,0.0,0.0,0.0,901.6,14.0,14.0,901.6,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-03-11,28.0,1741.6,0.0,0.16,0.0,0.0,0.0,870.8,14.0,14.0,870.8,,,,,,,,,,,,0.0,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0082
2024-03-12,28.0,1750.0,0.0,0.12,0.0,0.0,0.0,875.0,14.0,14.0,875.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-03-13,28.0,1736.0,0.0,0.12,0.0,0.0,0.0,868.0,14.0,14.0,868.0,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-03-14,28.0,1736.28,0.0,0.12,0.0,0.0,0.0,868.14,14.0,14.0,868.14,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
2024-03-15,28.0,1724.8,0.0,0.12,0.0,0.0,0.0,862.4,14.0,14.0,862.4,,,,,,,,,,,,0.0,,100.0,0.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0072
