,LNA FP Equity_DX_SI_QTY,LNA FP Equity_DX_SHORT_INTEREST_VALUE,LNA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LNA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LNA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LNA FP Equity_DX_SI_MV,LNA FP Equity_DX_DSS,LNA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LNA FP Equity_DX_SUPPLY_SI_QTY,LNA FP Equity_DX_BROKER_SI_QTY,LNA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LNA FP Equity_DX_BROKER_SI_MV_NEW_x,LNA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LNA FP Equity_DX_SUPPLY_SI_QTY_INC_x,LNA FP Equity_DX_BROKER_SI_MV_INC_x,LNA FP Equity_DX_SUPPLY_SI_MV_NEW,LNA FP Equity_DX_BROKER_SI_QTY_ADD,LNA FP Equity_DX_BROKER_SI_QTY_NEW,LNA FP Equity_DX_SUPPLY_SI_MV_DEC,LNA FP Equity_DX_BROKER_SI_QTY_INC,LNA FP Equity_DX_SUPPLY_SI_QTY_DEC,LNA FP Equity_DX_BROKER_SI_MV_NEW_y,LNA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LNA FP Equity_DX_BROKER_SI_MV_INC_y,LNA FP Equity_DX_SUPPLY_SI_QTY_INC_y,LNA FP Equity_DX_BROKER_SI_MV_ADD,LNA FP Equity_DX_SUPPLY_SI_QTY_ADD,LNA FP Equity_DX_BROKER_SI_QTY_DEC,LNA FP Equity_DX_SUPPLY_SI_MV,LNA FP Equity_DX_BROKER_SI_MV_DEC,LNA FP Equity_DX_SUPPLY_SI_MV_RMV,LNA FP Equity_DX_BROKER_SI_MV_RMV,LNA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LNA FP Equity_DX_UTILIZATION_QUANTITY,LNA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LNA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LNA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LNA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LNA FP Equity_DX_ACTIVE_UTILIZATION_MV,LNA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LNA FP Equity_DX_BROKER_SI_CON_RATIO,LNA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LNA FP Equity_DX_DEMAND_SUPPLY_RATIO,LNA FP Equity_PX_LAST
2023-03-08,95308.0,2844943.8,1.56,9.27,0.89,2.86,0.0,2298688.8,72058.0,77008.0,2150931.3,,,3493.0,0.08,,700.0,,0.01,3289.0,204.0,,,0.08,3493.0,0.02,,,2.11,,,,100.0,72.62,0.0,0.0,,0.0,100.0,23.44,0.2093,32.82,0.9605,29.85
2023-03-09,86796.0,2586520.8,1.42,8.5,0.81,2.65,0.0,2145480.8,67046.0,71996.0,1997970.8,,,,,,,,0.13,,5012.0,,,,,,,5012.0,2.0,0.13,,,100.0,71.14,0.0,0.0,,0.0,100.0,25.75,0.2178,34.34,0.921,29.8
2023-03-10,85199.0,2521890.4,1.4,8.4,0.8,2.59,0.0,2083810.4,65449.0,70399.0,1937290.4,,,,,,,,0.05,,1597.0,,,,,,,1597.0,1.95,0.05,,,71.32,48.86,26321.0,779101.6,,0.78,71.29,26.22,0.2132,33.09,0.636,29.6
2023-03-13,86082.0,2582460.0,1.41,8.39,0.8,2.6,0.0,2128680.0,66502.0,70956.0,1995060.0,,,853.0,0.01,,200.0,,,357.0,,,,0.01,853.0,0.01,200.0,,1.97,,,,71.64,50.16,26321.0,789630.0,,0.78,71.61,25.93,0.2125,33.3,0.6492,30.0
2023-03-14,88725.0,2657313.75,1.45,8.84,0.83,2.72,0.0,2204290.05,67219.0,73599.0,2013209.05,,,1588.0,0.12,,,,0.02,3018.0,871.0,,,0.12,1588.0,,,375.0,2.02,0.01,,,71.86,50.05,26321.0,788313.95,,0.79,71.86,26.48,0.2189,34.15,0.6606,29.95
2023-03-15,81749.0,2415682.95,1.34,8.1,0.76,2.52,0.0,2072134.65,63796.0,70123.0,1885171.8,,,,0.01,,,,0.1,77.0,3423.0,,,0.01,,,,3553.0,1.92,0.11,,,70.79,48.84,26321.0,777785.55,,0.79,70.86,28.7,0.2476,37.27,0.6258,29.55
2023-03-16,85316.0,2563745.8,1.4,8.52,0.8,2.58,0.0,2158972.3,67466.0,71846.0,2027353.3,,,4329.0,0.02,,,,0.03,1723.0,659.0,,,0.02,4329.0,,,,1.99,,,,73.5,50.78,24321.0,730846.05,,0.72,73.49,27.48,0.2415,37.33,0.6422,30.05
2023-03-17,82793.0,2487929.65,1.36,8.53,0.77,2.54,0.0,2083847.3,64492.0,69346.0,1937984.6,,,,0.01,,,,0.08,150.0,2974.0,,,0.01,,,,2650.0,1.94,0.06,,,72.62,48.54,24321.0,730846.05,,0.73,72.59,28.52,0.2343,35.31,0.6232,30.05
2023-03-20,82769.0,2491346.9,1.36,9.44,0.77,2.54,0.0,2056492.2,65492.0,68322.0,1971309.2,,,1000.0,,,,,,,,,,,1000.0,,,1024.0,1.93,0.03,,,73.74,50.28,23321.0,701962.1,,0.7,73.41,28.53,0.2329,34.95,0.6354,30.1
2023-03-21,82474.0,2527828.1,1.35,9.71,0.77,2.54,0.0,2085027.55,65197.0,68027.0,1998288.05,,,,,,,,0.01,,295.0,,,,,,,295.0,1.93,0.01,,,73.59,50.01,23392.0,716964.8,,0.7,73.26,28.62,0.2318,34.68,0.6326,30.65
2023-03-22,83708.0,2540537.8,1.37,9.83,0.78,2.62,0.0,2098247.25,69403.0,69135.0,2106381.05,,,5759.0,0.05,,,,0.01,1108.0,1553.0,,,0.05,5759.0,,,,2.12,,,,100.0,53.88,0.0,0.0,,0.0,100.0,28.23,0.236,35.73,0.6499,30.35
2023-03-23,85352.0,2607503.6,1.4,10.09,0.8,2.66,0.0,2166789.3,67949.0,70926.0,2075841.95,,,,0.06,,,,0.05,1799.0,1454.0,,,0.06,,,,8.0,2.06,0.0,,,100.0,52.63,0.0,0.0,,0.0,100.0,27.61,0.2279,35.08,0.6611,30.55
2023-03-24,85476.0,2598470.4,1.4,10.31,0.8,2.69,0.0,2159920.0,68073.0,71050.0,2069419.2,,,1515.0,0.02,,,,0.04,124.0,1391.0,,,0.02,1515.0,,,,2.08,,,,78.04,52.11,19158.0,582403.2,,0.59,78.07,27.63,0.2287,35.23,0.6543,30.4
2023-03-27,83949.0,2552049.6,1.38,10.17,0.78,2.61,0.0,2113499.2,66546.0,69523.0,2022998.4,,,,,,,,0.05,,1527.0,,,,,,,1527.0,2.02,0.06,,,76.29,50.8,20685.0,628824.0,,0.63,76.27,28.13,0.2233,33.84,0.6409,30.4
2023-03-28,83131.0,2606156.85,1.36,10.14,0.78,2.59,0.0,2157851.85,65854.0,68831.0,2064522.9,,,,,,,,0.02,,692.0,,,,,,,692.0,2.0,0.02,,,75.6,50.27,21251.0,666218.85,,0.65,75.59,28.31,0.2204,33.08,0.6346,31.35
2023-03-29,86350.0,2728660.0,1.41,10.0,0.81,2.78,0.0,2276780.0,69073.0,72050.0,2182706.8,,,3219.0,0.14,,,,,3219.0,,,,0.14,3219.0,,,,2.17,,,,100.0,52.73,0.0,0.0,,0.0,100.0,27.3,0.2304,35.74,0.6592,31.6
2023-03-30,84292.0,2819567.4,1.38,9.55,0.79,2.76,0.0,2335746.6,66851.0,69828.0,2236165.95,,,3236.0,,,,,0.17,,5622.0,,,,3236.0,,164.0,2222.0,2.11,0.06,,,100.0,53.07,0.0,0.0,,0.0,100.0,27.64,0.2227,33.95,0.6692,33.45
2023-03-31,86899.0,2902426.6,1.42,9.74,0.81,2.99,0.0,2415120.6,69332.0,72309.0,2315688.8,,,2481.0,0.19,,,,,2481.0,,,,0.19,2481.0,,,,2.32,,,,100.0,54.41,0.0,0.0,,0.0,100.0,28.31,0.2314,35.21,0.682,33.4
2023-04-03,85773.0,2813354.4,1.4,10.06,0.8,2.93,0.0,2367602.4,68206.0,72183.0,2237156.8,,,,,,,,0.04,,1126.0,,,,,,,126.0,2.28,0.01,,,100.0,53.53,0.0,0.0,,0.0,100.0,28.75,0.2354,35.56,0.6731,32.8
2023-04-04,85362.0,2761460.7,1.4,10.78,0.8,2.86,0.0,2321824.2,67795.0,71772.0,2193168.25,,,,,,,,0.02,,411.0,,,,,,,411.0,2.22,0.03,,,100.0,53.2,0.0,0.0,,0.0,100.0,28.86,0.2339,35.19,0.6699,32.35
2023-04-05,84070.0,2673426.0,1.38,11.1,0.79,2.8,0.0,2273064.0,66503.0,71480.0,2114795.4,,,,,,,,0.05,,1292.0,,,,,,,292.0,2.15,0.01,,,100.0,52.31,0.0,0.0,,0.0,100.0,29.22,0.2377,35.46,0.6613,31.8
2023-04-06,83699.0,2678368.0,1.37,11.45,0.78,2.75,0.0,2275488.0,66132.0,71109.0,2116224.0,,,,,,,,0.02,,371.0,,,,,,,371.0,2.1,0.03,,,100.0,52.02,0.0,0.0,,0.0,100.0,29.59,0.2362,34.87,0.6584,32.0
2023-04-07,83699.0,2678368.0,1.37,11.26,0.78,2.75,0.0,2275488.0,66132.0,71109.0,2116224.0,,,,,,,,,,,,,,,,,,2.11,,,,100.0,52.02,0.0,0.0,,0.0,100.0,29.53,0.2361,34.91,0.6584,
2023-04-10,83699.0,2678368.0,1.37,11.26,0.78,2.76,0.0,2275488.0,66132.0,71109.0,2116224.0,,,,,,,,,,,,,,,,,,2.12,,,,100.0,52.17,0.0,0.0,,0.0,100.0,29.31,0.2364,35.16,0.6603,
2023-04-11,82743.0,2602267.35,1.36,11.13,0.77,2.7,0.0,2206311.85,65653.0,70153.0,2064786.85,,,,,,,,0.01,,479.0,,,,,,,956.0,2.1,0.04,,,100.0,51.99,0.0,0.0,,0.0,100.0,29.78,0.2373,34.91,0.6552,31.45
2023-04-12,81307.0,2544909.1,1.33,10.78,0.76,2.62,0.0,2188214.3,64217.0,69911.0,2009992.1,,,,,,,,0.05,,1436.0,,,,,,,242.0,2.02,0.02,,,100.0,50.85,0.0,0.0,,0.0,100.0,30.21,0.2419,35.13,0.6439,31.3
2023-04-13,80171.0,2525386.5,1.31,10.55,0.75,2.58,0.0,2166412.5,63081.0,68775.0,1987051.5,,,,,,,,0.04,,1136.0,,,,,,,1136.0,1.97,0.04,,,77.14,50.04,18692.0,588798.0,,0.59,77.12,30.57,0.2384,34.14,0.636,31.5
2023-04-14,78941.0,2482694.45,1.29,10.41,0.74,2.56,0.0,2158256.25,61851.0,68625.0,1945213.95,,,,,,,,0.04,,1230.0,,,,,,,150.0,1.95,0.0,,,75.64,49.06,19922.0,626546.9,,0.63,75.66,31.07,0.2449,34.67,0.6262,31.45
2023-04-17,79014.0,2548201.5,1.29,10.87,0.74,2.58,0.0,2215510.5,61924.0,68698.0,1997049.0,,,719.0,0.0,,,,0.02,73.0,646.0,,,0.0,719.0,,,,1.95,,,,75.07,48.84,20568.0,663318.0,,0.65,75.1,30.89,0.2438,34.54,0.6232,32.25
2023-04-18,80400.0,2572800.0,1.32,11.01,0.75,2.65,0.0,2242688.0,63310.0,70084.0,2025920.0,,,1446.0,0.06,,,,0.0,1386.0,60.0,,,0.06,1446.0,,,,2.04,,,,75.42,49.37,20628.0,660096.0,,0.67,75.4,30.59,0.2484,35.72,0.627,32.0
2023-04-19,75228.0,2399773.2,1.23,10.35,0.7,2.48,0.0,2100040.8,58138.0,65832.0,1854602.2,,,,,,,,0.17,,5172.0,,,,,,,4252.0,1.86,0.14,,,72.38,45.59,22181.0,707573.9,,0.71,72.39,32.6,0.2597,36.37,0.59,31.9
2023-04-20,72288.0,2287915.2,1.18,10.74,0.67,2.37,0.0,1990531.8,56297.0,62892.0,1781800.05,,,,,,,,0.06,,1841.0,,,,,,,2940.0,1.79,0.1,,,71.38,44.66,22576.0,714530.4,,0.72,71.36,33.97,0.262,35.34,0.5734,31.65
2023-04-21,71646.0,2231772.9,1.17,10.92,0.67,2.33,0.0,1939087.5,54556.0,62250.0,1699419.4,,,,,,,,0.06,,1741.0,,,,,,,642.0,1.73,0.03,,,69.17,43.28,24317.0,757474.55,,0.77,69.15,34.31,0.2607,34.79,0.5683,31.15
2023-04-24,71209.0,2228841.7,1.17,11.17,0.66,2.28,0.0,1934746.9,54119.0,61813.0,1693924.7,,,,,,,,0.02,,437.0,,,,,,,437.0,1.68,0.03,,,68.62,42.93,24754.0,774800.2,,0.77,68.58,34.19,0.2581,34.4,0.5649,31.3
2023-04-25,69672.0,2156348.4,1.14,10.87,0.65,2.24,0.0,1865542.2,55582.0,60276.0,1720262.9,,,1463.0,0.06,,,,,1463.0,,,,0.06,1463.0,,,3000.0,1.74,0.09,,,69.19,43.58,24754.0,766136.3,,0.77,69.22,30.89,0.2578,37.3,0.5463,30.95
2023-04-26,68936.0,2133569.2,1.13,11.0,0.64,2.19,0.0,1842763.0,54996.0,59540.0,1702126.2,,,,,,,,0.02,,586.0,,,,,,,736.0,1.7,0.05,,,68.96,43.15,24754.0,766136.3,,0.77,68.93,30.98,0.2543,36.61,0.5408,30.95
2023-04-27,65775.0,2058757.5,1.08,10.39,0.61,2.1,0.0,1773739.7,52125.0,56669.0,1631512.5,,,,,,,,0.09,,2871.0,,,,,,,2871.0,1.61,0.09,,,65.81,40.9,27080.0,847604.0,,0.84,65.82,32.38,0.2443,33.54,0.516,31.3
2023-04-28,62568.0,1989662.4,1.02,10.72,0.58,2.02,0.0,1692364.2,48675.0,53219.0,1547865.0,,,,,,,,0.11,,3693.0,,,,,,243.0,3450.0,1.52,0.11,,,64.25,38.11,27080.0,861144.0,,0.85,64.26,30.05,0.2362,34.04,0.4899,31.8
2023-05-01,62568.0,1989662.4,1.02,10.76,0.58,2.04,0.0,1692364.2,48675.0,53219.0,1547865.0,,,,,,,,,,,,,,,,,,1.55,,,,100.0,38.55,0.0,0.0,,0.0,100.0,30.28,0.2371,34.05,0.4955,
2023-05-02,61260.0,1951131.0,1.0,10.54,0.57,2.0,0.0,1661104.9,47610.0,52154.0,1516378.5,,,,,,,,0.04,,1065.0,,,,,,,1065.0,1.51,0.04,,,100.0,37.74,0.0,0.0,,0.0,100.0,28.64,0.2345,34.87,0.4856,31.85
2023-05-03,60169.0,1865239.0,0.99,10.4,0.56,1.95,0.0,1582953.0,46519.0,51063.0,1442089.0,,,,,,,,0.03,,1091.0,,,,,,,1091.0,1.48,0.04,,,100.0,36.25,0.0,0.0,,0.0,100.0,27.35,0.2337,35.65,0.4689,31.0
2023-05-04,61786.0,1903008.8,1.01,10.4,0.58,1.96,0.0,1615059.6,44506.0,52437.0,1370784.8,,,1428.0,0.03,,,,0.13,1374.0,3684.0,,,0.03,1428.0,,243.0,,1.38,,,,100.0,34.82,0.0,0.0,,0.0,100.0,29.27,0.2358,34.66,0.4833,30.8
2023-05-05,54452.0,1682566.8,0.89,9.35,0.51,1.72,0.0,1395227.7,42609.0,45153.0,1316618.1,,,,,,,,0.06,,1897.0,,,,,,,7284.0,1.31,0.24,,,100.0,33.4,0.0,0.0,,0.0,100.0,31.29,0.2835,39.28,0.4268,30.9
2023-05-08,51181.0,1619878.65,0.84,9.02,0.48,1.63,0.0,1331673.75,39531.0,42075.0,1251156.15,,,,,,,,0.09,,3078.0,,,,,,,3078.0,1.22,0.09,,,100.0,31.33,0.0,0.0,,0.0,100.0,26.86,0.2816,41.61,0.4057,31.65
2023-05-09,51515.0,1609843.75,0.84,9.02,0.48,1.67,0.0,1317687.5,39622.0,42166.0,1238187.5,,,,0.01,,,,0.0,91.0,152.0,,,0.01,,,243.0,,1.26,,,,100.0,31.41,0.0,0.0,,0.0,100.0,27.51,0.2829,41.6,0.4083,31.25
2023-05-10,48254.0,1510350.2,0.79,8.44,0.45,1.54,0.0,1217726.5,36205.0,38905.0,1133216.5,,,,,,,,0.11,,3417.0,,,,,,,3261.0,1.13,0.11,,,100.0,28.7,0.0,0.0,,0.0,100.0,22.45,0.2868,44.34,0.3825,31.3
2023-05-11,47591.0,1499116.5,0.78,8.25,0.44,1.53,0.0,1204623.0,35698.0,38242.0,1124487.0,,,,,,,,0.02,,507.0,,,,,,,663.0,1.12,0.02,,,100.0,28.3,0.0,0.0,,0.0,100.0,21.38,0.2885,44.92,0.3772,31.5
2023-05-12,46819.0,1444366.15,0.77,8.09,0.44,1.5,0.0,1163631.15,35169.0,37719.0,1084963.65,,,3199.0,,,,,0.11,,3728.0,,,,3199.0,,,523.0,1.11,0.02,,,100.0,27.19,0.0,0.0,,0.0,100.0,19.91,0.293,46.05,0.3619,30.85
2023-05-15,46283.0,1420888.1,0.76,8.82,0.43,1.46,0.0,1141518.1,34633.0,37183.0,1063233.1,,,3.0,,,,,0.02,,539.0,,,,3.0,,,536.0,1.07,0.02,,,100.0,27.05,0.0,0.0,,0.0,100.0,18.9,0.2947,46.44,0.3615,30.7
2023-05-16,46935.0,1408050.0,0.77,9.32,0.44,1.46,0.0,1090050.0,35285.0,36335.0,1058550.0,,,1500.0,,,,,0.03,,848.0,,,,1500.0,,,848.0,1.08,0.03,,,55.14,28.13,28706.0,861180.0,,0.88,55.14,17.82,0.2821,45.98,0.3742,30.0
2023-05-17,46632.0,1377975.6,0.76,9.41,0.44,1.43,0.0,1064745.6,34982.0,36032.0,1033718.1,,,,,,,,0.06,,1837.0,,,,,,1534.0,303.0,1.05,0.01,,,54.93,29.08,28706.0,848262.3,,0.86,54.92,18.04,0.2833,46.2,0.3876,29.55
2023-05-18,44878.0,1332876.6,0.74,9.54,0.42,1.36,0.0,1010839.5,32985.0,34035.0,979654.5,,,,,,,,0.07,,2240.0,,,,,,243.0,1997.0,0.98,0.06,,,53.47,27.42,28706.0,852568.2,,0.85,53.5,19.05,0.2937,47.88,0.3731,29.7
2023-05-19,43107.0,1273811.85,0.71,9.26,0.4,1.3,0.0,966610.05,31661.0,32711.0,935582.55,,,,,,,,0.04,,1324.0,,,,,,,1324.0,0.94,0.04,,,52.45,27.14,28706.0,848262.3,,0.85,52.43,19.73,0.3091,49.9,0.3695,29.55
2023-05-22,41792.0,1220326.4,0.68,9.21,0.39,1.26,0.0,919566.4,30542.0,31492.0,891826.4,,,,,,,,0.03,,1119.0,,,,,,,1219.0,0.9,0.04,,,51.55,26.29,28706.0,838215.2,,0.85,51.54,20.4,0.3236,51.44,0.3598,29.2
2023-05-23,36338.0,1064703.4,0.6,8.01,0.34,1.09,0.0,762913.4,26330.0,26038.0,771469.0,,,,,,,,0.13,,4212.0,,,,,,,5454.0,0.77,0.17,,,47.84,22.67,28706.0,841085.8,,0.84,47.86,12.88,0.3476,55.62,0.3128,29.3
2023-05-24,34675.0,998640.0,0.57,7.97,0.32,1.04,0.0,702000.0,24525.0,24375.0,706320.0,,,,,,,,0.05,,1805.0,,,,,,,1663.0,0.72,0.05,,,46.07,21.11,28706.0,826732.8,,0.84,46.08,13.51,0.3431,55.05,0.2985,28.8
2023-05-25,30650.0,879655.0,0.5,7.36,0.29,0.9,0.0,655795.0,21500.0,22850.0,617050.0,,,,,,,,0.09,,3025.0,,,,,,,1525.0,0.62,0.06,,,100.0,18.51,0.0,0.0,,0.0,100.0,15.29,0.3559,55.56,0.2639,28.7
2023-05-26,30571.0,880444.8,0.5,7.48,0.29,0.9,0.0,655804.8,21421.0,22771.0,616924.8,,,,,,,,0.0,,79.0,,,,,,,79.0,0.61,0.0,,,100.0,18.37,0.0,0.0,,0.0,100.0,15.35,0.3585,55.8,0.2622,28.8
2023-05-29,30571.0,875859.15,0.5,7.58,0.29,0.9,0.0,652389.15,21421.0,22771.0,613711.65,,,,,,,,,,,,,,,,,,0.62,,,,100.0,18.53,0.0,0.0,,0.0,100.0,15.32,0.3587,55.82,0.2645,28.65
2023-05-30,29221.0,813804.85,0.48,7.47,0.27,0.86,0.0,596574.85,21421.0,21421.0,596574.85,,,,,,,,,,,,,,,,,1350.0,0.61,0.04,,,100.0,18.53,0.0,0.0,,0.0,100.0,16.06,0.3887,58.23,0.2528,27.85
2023-05-31,30421.0,851788.0,0.5,7.99,0.28,0.87,0.0,633388.0,22621.0,22621.0,633388.0,,,4100.0,0.03,,,,0.08,1200.0,2900.0,,,0.03,4100.0,,,,0.63,,,,46.42,19.55,26106.0,730968.0,,0.73,46.43,19.25,0.3725,55.98,0.263,28.0
2023-06-01,30421.0,848745.9,0.5,7.83,0.28,0.87,0.0,631125.9,22621.0,22621.0,631125.9,,,,,,,,,,,,,,,,,,0.63,,,,46.42,19.5,26106.0,728357.4,,0.73,46.4,19.32,0.373,56.01,0.2623,27.9
2023-06-02,30224.0,846272.0,0.5,7.89,0.28,0.86,0.0,683872.0,20621.0,24424.0,577388.0,,,,,,1803.0,,0.06,,2000.0,,,,,0.05,,,0.58,,,,44.13,17.78,26106.0,730968.0,,0.73,44.14,19.39,0.3765,56.33,0.2606,28.0
2023-06-05,28426.0,830039.2,0.47,7.39,0.27,0.82,0.0,660679.2,20626.0,22626.0,602279.2,,,,,,,,,,,,,,,,5.0,1798.0,0.58,0.05,,,44.14,18.09,26106.0,762295.2,,0.73,44.14,20.59,0.4206,59.81,0.2494,29.2
2023-06-06,28421.0,824209.0,0.47,7.37,0.27,0.85,0.0,656009.0,20621.0,22621.0,598009.0,,,,,,,,0.0,,5.0,,,,,,,5.0,0.6,0.0,,,44.13,18.09,26106.0,757074.0,,0.76,44.14,20.59,0.4207,59.81,0.2493,29.0
2023-06-07,27421.0,806177.4,0.45,7.28,0.26,0.81,0.0,635657.4,19621.0,21621.0,576857.4,,,,,,,,0.03,,1000.0,,,,,,,1000.0,0.57,0.03,,,41.99,17.21,27106.0,796916.4,,0.79,41.99,21.38,0.4079,58.32,0.2406,29.4
2023-06-08,27421.0,832227.35,0.45,7.45,0.26,0.82,0.0,656197.35,19621.0,21621.0,595497.35,,,,,,,,,,,,,,,,,,0.58,,,,41.99,17.21,27106.0,822667.1,,0.8,41.97,21.43,0.4082,58.34,0.2406,30.35
2023-06-09,23321.0,710124.45,0.38,6.16,0.22,0.73,0.0,533514.45,15521.0,17521.0,472614.45,,,,,,,,0.12,,4100.0,,,,,,,4100.0,0.47,0.12,,,100.0,13.61,0.0,0.0,,0.0,100.0,15.03,0.5025,68.26,0.2046,30.45
2023-06-12,21421.0,657624.7,0.35,5.66,0.2,0.67,0.0,479564.7,13621.0,15621.0,418164.7,,,,,,,,0.06,,1900.0,,,,,,,1900.0,0.41,0.06,,,100.0,11.95,0.0,0.0,,0.0,100.0,16.32,0.5858,74.17,0.1879,30.7
2023-06-13,19421.0,596224.7,0.32,5.3,0.18,0.61,0.0,448864.7,12621.0,14621.0,387464.7,,,,,,,,0.03,,1000.0,,,,,,,1000.0,0.39,0.03,,,100.0,11.17,0.0,0.0,,0.0,100.0,17.96,0.5555,71.57,0.1719,30.7
2023-06-14,19421.0,596224.7,0.32,5.5,0.18,0.61,0.0,448864.7,12621.0,14621.0,387464.7,,,,,,,,,,,,,,,,,,0.39,,,,100.0,11.17,0.0,0.0,,0.0,100.0,17.96,0.5553,71.56,0.1719,30.7
2023-06-15,20374.0,647893.2,0.33,6.26,0.19,0.64,0.0,495253.2,13574.0,15574.0,431653.2,,,,0.03,,,,,953.0,,,,0.03,,,953.0,,0.42,,,,100.0,12.01,0.0,0.0,,0.0,100.0,17.11,0.5709,72.92,0.1803,31.8
2023-06-16,20374.0,660117.6,0.33,6.14,0.19,0.65,0.0,504597.6,13574.0,15574.0,439797.6,,,,,,,,,,,,,,,,,,0.43,,,,100.0,12.01,0.0,0.0,,0.0,100.0,17.49,0.5641,72.33,0.1803,32.4
2023-06-19,21272.0,654114.0,0.35,6.43,0.2,0.69,0.0,506514.0,14472.0,16472.0,445014.0,,,,,,898.0,,,,,,,,,0.03,898.0,,0.47,,,,100.0,12.81,0.0,0.0,,0.0,100.0,16.98,0.5175,69.1,0.1882,30.75
2023-06-20,21272.0,649859.6,0.35,6.5,0.2,0.67,0.0,503219.6,14472.0,16472.0,442119.6,,,,,,,,,,,,,,,,,,0.45,,,,100.0,12.89,0.0,0.0,,0.0,100.0,16.47,0.5258,69.84,0.1895,30.55
2023-06-21,21272.0,639223.6,0.35,6.68,0.2,0.67,0.0,494983.6,14472.0,16472.0,434883.6,,,,,,,,,,,,,,,,,,0.44,,,,100.0,12.89,0.0,0.0,,0.0,100.0,16.41,0.5267,69.92,0.1895,30.05
2023-06-22,21272.0,629651.2,0.35,6.78,0.2,0.66,0.0,487571.2,14472.0,16472.0,428371.2,,,,,,,,,,,,,,,,,,0.43,,,,100.0,12.89,0.0,0.0,,0.0,100.0,16.45,0.5252,69.8,0.1895,29.6
2023-06-23,21272.0,626460.4,0.35,6.79,0.2,0.65,0.0,485100.4,14472.0,16472.0,426200.4,,,,,,,,,,,,,,,,,,0.43,,,,100.0,12.89,0.0,0.0,,0.0,100.0,16.49,0.5238,69.69,0.1895,29.45
2023-06-26,21272.0,610506.4,0.35,6.86,0.2,0.64,0.0,472746.4,14472.0,16472.0,415346.4,,,,,,,,,,,,,,,,,,0.43,,,,100.0,12.89,0.0,0.0,,0.0,100.0,16.44,0.526,69.86,0.1895,28.7
2023-06-27,21272.0,603061.2,0.35,6.99,0.2,0.63,0.0,466981.2,14472.0,16472.0,410281.2,,,,,,,,,,,,,,,,,,0.42,,,,100.0,12.89,0.0,0.0,,0.0,100.0,16.43,0.5261,69.88,0.1895,28.35
2023-06-28,21272.0,599870.4,0.35,7.51,0.2,0.62,0.0,464510.4,14472.0,16472.0,408110.4,,,,,,,,,,,,,,,,,,0.41,,,,100.0,12.89,0.0,0.0,,0.0,100.0,16.59,0.5246,69.73,0.1895,28.2
2023-06-29,20472.0,596758.8,0.34,7.17,0.19,0.59,0.0,456838.8,14472.0,15672.0,421858.8,,,,,,,,,,,,,,,,,800.0,0.41,0.03,,,100.0,12.89,0.0,0.0,,0.0,100.0,17.12,0.5104,68.5,0.1824,29.15
2023-06-30,19672.0,566553.6,0.32,6.9,0.18,0.59,0.0,451353.6,13672.0,15672.0,393753.6,,,,,,,,0.02,,800.0,,,,,,,,0.4,,,,100.0,12.19,0.0,0.0,,0.0,100.0,17.77,0.4988,67.42,0.1753,28.8
2023-07-03,19672.0,561635.6,0.32,6.92,0.18,0.59,0.0,447435.6,13672.0,15672.0,390335.6,,,,,,,,,,,,,,,,,,0.39,,,,100.0,12.35,0.0,0.0,,0.0,100.0,17.7,0.5004,67.56,0.1777,28.55
2023-07-04,19672.0,561635.6,0.32,7.31,0.18,0.59,0.0,447435.6,13672.0,15672.0,390335.6,,,,,,,,,,,,,,,,,,0.39,,,,100.0,12.35,0.0,0.0,,0.0,100.0,17.66,0.5009,67.6,0.1777,28.55
2023-07-05,18774.0,520040.06,0.31,7.01,0.18,0.55,0.0,409240.01,12774.0,14774.0,353839.98,,,,,,,,0.03,,898.0,,,,,,,898.0,0.36,0.03,,,100.0,11.54,0.0,0.0,,0.0,100.0,18.65,0.5433,70.47,0.1696,28.2
2023-07-06,18774.0,515346.3,0.31,7.21,0.18,0.54,0.0,405546.3,12774.0,14774.0,350646.3,,,,,,,,,,,,,,,,,,0.36,,,,100.0,11.54,0.0,0.0,,0.0,100.0,18.61,0.544,70.54,0.1696,27.45
2023-07-07,24596.0,655483.4,0.4,9.16,0.23,0.69,0.0,393727.1,12774.0,14774.0,340427.1,,,,,,,,,,,,,,,,,,0.35,,,,100.0,11.54,0.0,0.0,,0.0,100.0,14.25,0.627,77.45,0.2222,26.65
2023-07-10,18774.0,525672.0,0.31,6.64,0.18,0.51,0.0,413672.0,12774.0,14774.0,357672.0,,,,,,,,,,,,,,,,,,0.34,,,,11.46,11.46,98657.0,2762396.0,,2.67,11.31,18.59,0.5443,70.57,0.1685,28.0
