,INDO FP Equity_DX_SI_QTY,INDO FP Equity_DX_SHORT_INTEREST_VALUE,INDO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INDO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INDO FP Equity_DX_SI_MV,INDO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INDO FP Equity_DX_SUPPLY_SI_QTY,INDO FP Equity_DX_BROKER_SI_QTY,INDO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INDO FP Equity_DX_BROKER_SI_MV_NEW_x,INDO FP Equity_DX_SUPPLY_SI_QTY_INC_x,INDO FP Equity_DX_BROKER_SI_MV_INC_x,INDO FP Equity_DX_BROKER_SI_QTY_ADD,INDO FP Equity_DX_BROKER_SI_QTY_NEW,INDO FP Equity_DX_SUPPLY_SI_MV_DEC,INDO FP Equity_DX_BROKER_SI_QTY_INC,INDO FP Equity_DX_SUPPLY_SI_QTY_DEC,INDO FP Equity_DX_BROKER_SI_MV_NEW_y,INDO FP Equity_DX_BROKER_SI_MV_INC_y,INDO FP Equity_DX_SUPPLY_SI_QTY_INC_y,INDO FP Equity_DX_BROKER_SI_MV_ADD,INDO FP Equity_DX_SUPPLY_SI_QTY_ADD,INDO FP Equity_DX_BROKER_SI_QTY_DEC,INDO FP Equity_DX_SUPPLY_SI_MV,INDO FP Equity_DX_BROKER_SI_MV_DEC,INDO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INDO FP Equity_DX_UTILIZATION_QUANTITY,INDO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INDO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INDO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INDO FP Equity_DX_ACTIVE_UTILIZATION_MV,INDO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INDO FP Equity_DX_BROKER_SI_CON_RATIO,INDO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INDO FP Equity_DX_DEMAND_SUPPLY_RATIO,INDO FP Equity_PX_LAST
2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,73619.0,0.07,0.0,,0.0,,0.0,105.17
2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,73633.0,0.07,0.0,,0.0,,0.0,105.19
2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,74725.0,0.07,0.0,,0.0,,0.0,106.75
2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,72177.0,0.07,0.0,,0.0,,0.0,103.11
2018-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,72653.0,0.07,0.0,,0.0,,0.0,103.79
2018-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,73927.0,0.07,0.0,,0.0,,0.0,105.61
2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,74564.0,0.07,0.0,,0.0,,0.0,106.52
2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,74410.0,0.07,0.0,,0.0,,0.0,106.3
2018-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,73115.0,0.07,0.0,,0.0,,0.0,104.45
2018-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,73003.0,0.07,0.0,,0.0,,0.0,104.29
2018-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,73339.0,0.07,0.0,,0.0,,0.0,104.77
2018-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,74522.0,0.07,0.0,,0.0,,0.0,106.46
2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,75299.0,0.07,0.0,,0.0,,0.0,107.57
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,75264.0,0.08,0.0,,0.0,,0.0,107.52
2018-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,74025.0,0.08,0.0,,0.0,,0.0,105.75
2018-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,73619.0,0.07,0.0,,0.0,,0.0,105.17
2018-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,70420.0,0.07,0.0,,0.0,,0.0,100.6
2018-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,69937.0,0.07,0.0,,0.0,,0.0,99.91
2018-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,70763.0,0.07,0.0,,0.0,,0.0,101.09
2018-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,71498.0,0.07,0.0,,0.0,,0.0,102.14
2018-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,70490.0,0.07,0.0,,0.0,,0.0,100.7
2018-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,69937.0,0.07,0.0,,0.0,,0.0,99.91
2018-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,70805.0,0.07,0.0,,0.0,,0.0,101.15
2018-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,70798.0,0.07,0.0,,0.0,,0.0,101.14
2018-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,72541.0,0.07,0.0,,0.0,,0.0,103.63
2018-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,72912.0,0.07,0.0,,0.0,,0.0,104.16
2018-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,71540.0,0.07,0.0,,0.0,,0.0,102.2
2018-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,73010.0,0.07,0.0,,0.0,,0.0,104.3
2018-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,72177.0,0.07,0.0,,0.0,,0.0,103.11
2018-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,71806.0,0.07,0.0,,0.0,,0.0,102.58
2018-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,70504.0,0.07,0.0,,0.0,,0.0,100.72
2018-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,72268.0,0.07,0.0,,0.0,,0.0,103.24
2018-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,72345.0,0.07,0.0,,0.0,,0.0,103.35
2018-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,71603.0,0.07,0.0,,0.0,,0.0,102.29
2018-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,73353.0,0.07,0.0,,0.0,,0.0,104.79
2018-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,74368.0,0.07,0.0,,0.0,,0.0,106.24
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,76587.0,0.07,0.0,,0.0,,0.0,109.41
2018-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,76762.0,0.08,0.0,,0.0,,0.0,109.66
2018-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,77917.0,0.08,0.0,,0.0,,0.0,111.31
2018-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,78456.0,0.08,0.0,,0.0,,0.0,112.08
2018-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,79793.0,0.08,0.0,,0.0,,0.0,113.99
2018-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,80080.0,0.08,0.0,,0.0,,0.0,114.4
2018-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,78071.0,0.08,0.0,,0.0,,0.0,111.53
2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,75999.0,0.08,0.0,,0.0,,0.0,108.57
2018-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,77861.0,0.08,0.0,,0.0,,0.0,111.23
2018-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,78988.0,0.08,0.0,,0.0,,0.0,112.84
2018-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,81235.0,0.08,0.0,,0.0,,0.0,116.05
2018-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82446.0,0.08,0.0,,0.0,,0.0,117.78
2018-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,80794.0,0.08,0.0,,0.0,,0.0,115.42
2018-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,79842.0,0.08,0.0,,0.0,,0.0,114.06
2018-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,80941.0,0.08,0.0,,0.0,,0.0,115.63
2018-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,81690.0,0.08,0.0,,0.0,,0.0,116.7
2018-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82824.0,0.08,0.0,,0.0,,0.0,118.32
2018-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82719.0,0.08,0.0,,0.0,,0.0,118.17
2018-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,83237.0,0.08,0.0,,0.0,,0.0,118.91
2018-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82411.0,0.08,0.0,,0.0,,0.0,117.73
2018-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84539.0,0.08,0.0,,0.0,,0.0,120.77
2018-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84056.0,0.09,0.0,,0.0,,0.0,120.08
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84945.0,0.08,0.0,,0.0,,0.0,121.35
2018-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,85281.0,0.08,0.0,,0.0,,0.0,121.83
2018-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84315.0,0.09,0.0,,0.0,,0.0,120.45
2018-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,81732.0,0.08,0.0,,0.0,,0.0,116.76
2018-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,83139.0,0.08,0.0,,0.0,,0.0,118.77
2018-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,81228.0,0.08,0.0,,0.0,,0.0,116.04
2018-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82341.0,0.08,0.0,,0.0,,0.0,117.63
2018-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,83419.0,0.08,0.0,,0.0,,0.0,119.17
2018-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84210.0,0.08,0.0,,0.0,,0.0,120.3
2018-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84735.0,0.08,0.0,,0.0,,0.0,121.05
2018-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82978.0,0.08,0.0,,0.0,,0.0,118.54
2018-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,83244.0,0.08,0.0,,0.0,,0.0,118.92
2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84434.0,0.08,0.0,,0.0,,0.0,120.62
2018-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,83090.0,0.08,0.0,,0.0,,0.0,118.7
2018-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,83097.0,0.08,0.0,,0.0,,0.0,118.71
2018-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82061.0,0.08,0.0,,0.0,,0.0,117.23
2018-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82061.0,0.08,0.0,,0.0,,0.0,
2018-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82061.0,0.08,0.0,,0.0,,0.0,
2018-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,82761.0,0.08,0.0,,0.0,,0.0,118.23
2018-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,83377.0,0.08,0.0,,0.0,,0.0,119.11
2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84567.0,0.08,0.0,,0.0,,0.0,120.81
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84567.0,0.08,0.0,,0.0,,0.0,
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,85575.0,0.09,0.0,,0.0,,0.0,122.25
2019-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,84147.0,0.09,0.0,,0.0,,0.0,120.21
2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87248.0,0.08,0.0,,0.0,,0.0,124.64
2019-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87024.0,0.09,0.0,,0.0,,0.0,124.32
2019-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,86905.0,0.09,0.0,,0.0,,0.0,124.15
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87080.0,0.09,0.0,,0.0,,0.0,124.4
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87612.0,0.09,0.0,,0.0,,0.0,125.16
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87934.0,0.09,0.0,,0.0,,0.0,125.62
2019-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87542.0,0.09,0.0,,0.0,,0.0,125.06
2019-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,88305.0,0.09,0.0,,0.0,,0.0,126.15
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,89880.0,0.09,0.0,,0.0,,0.0,128.4
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,89908.0,0.09,0.0,,0.0,,0.0,128.44
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,91000.0,0.09,0.0,,0.0,,0.0,130.0
2019-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,90405.0,0.09,0.0,,0.0,,0.0,129.15
2019-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,89453.0,0.09,0.0,,0.0,,0.0,127.79
2019-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,89250.0,0.09,0.0,,0.0,,0.0,127.5
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,90370.0,0.09,0.0,,0.0,,0.0,129.1
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,90790.0,0.09,0.0,,0.0,,0.0,129.7
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,88991.0,0.09,0.0,,0.0,,0.0,127.13
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,88690.0,0.09,0.0,,0.0,,0.0,126.7
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,88403.0,0.09,0.0,,0.0,,0.0,126.29
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,91511.0,0.09,0.0,,0.0,,0.0,130.73
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,91007.0,0.09,0.0,,0.0,,0.0,130.01
2019-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,90566.0,0.09,0.0,,0.0,,0.0,129.38
2019-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,91392.0,0.09,0.0,,0.0,,0.0,130.56
2019-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,91000.0,0.09,0.0,,0.0,,0.0,130.0
2019-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,89831.0,0.09,0.0,,0.0,,0.0,128.33
2019-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,89733.0,0.09,0.0,,0.0,,0.0,128.19
2019-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,90013.0,0.09,0.0,,0.0,,0.0,128.59
2019-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,88550.0,0.09,0.0,,0.0,,0.0,126.5
2019-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87605.0,0.09,0.0,,0.0,,0.0,125.15
2019-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,86716.0,0.09,0.0,,0.0,,0.0,123.88
2019-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87269.0,0.09,0.0,,0.0,,0.0,124.67
2019-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,88697.0,0.09,0.0,,0.0,,0.0,126.71
2019-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,89082.0,0.09,0.0,,0.0,,0.0,127.26
2019-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,89313.0,0.09,0.0,,0.0,,0.0,127.59
2019-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,88452.0,0.09,0.0,,0.0,,0.0,126.36
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,88732.0,0.09,0.0,,0.0,,0.0,126.76
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,90160.0,0.09,0.0,,0.0,,0.0,128.8
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,89943.0,0.09,0.0,,0.0,,0.0,128.49
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,88550.0,0.09,0.0,,0.0,,0.0,126.5
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,85820.0,0.09,0.0,,0.0,,0.0,122.6
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,86254.0,0.09,0.0,,0.0,,0.0,123.22
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,86492.0,0.09,0.0,,0.0,,0.0,123.56
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87696.0,0.09,0.0,,0.0,,0.0,125.28
2019-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87402.0,0.09,0.0,,0.0,,0.0,124.86
2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,87010.0,0.09,0.0,,0.0,,0.0,124.3
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,700.0,85071.0,0.09,0.0,,0.0,,0.0,121.53
