,ALVG FP Equity_DX_SI_QTY,ALVG FP Equity_DX_SHORT_INTEREST_VALUE,ALVG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVG FP Equity_DX_SI_MV,ALVG FP Equity_DX_DSS,ALVG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVG FP Equity_DX_SUPPLY_SI_QTY,ALVG FP Equity_DX_BROKER_SI_QTY,ALVG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVG FP Equity_DX_BROKER_SI_MV_INC_x,ALVG FP Equity_DX_BROKER_SI_QTY_ADD,ALVG FP Equity_DX_SUPPLY_SI_MV_DEC,ALVG FP Equity_DX_BROKER_SI_QTY_INC,ALVG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVG FP Equity_DX_BROKER_SI_MV_INC_y,ALVG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVG FP Equity_DX_BROKER_SI_MV_ADD,ALVG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVG FP Equity_DX_BROKER_SI_QTY_DEC,ALVG FP Equity_DX_SUPPLY_SI_MV,ALVG FP Equity_DX_BROKER_SI_MV_DEC,ALVG FP Equity_DX_SUPPLY_SI_MV_RMV,ALVG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVG FP Equity_DX_UTILIZATION_QUANTITY,ALVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVG FP Equity_DX_BROKER_SI_CON_RATIO,ALVG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVG FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-01-24,3730.0,3730.0,0.05,0.07,0.04,0.0,0.0,3730.0,3730.0,3730.0,3730.0,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-01-27,3730.0,3483.82,0.05,0.07,0.04,0.0,0.0,3483.82,3730.0,3730.0,3483.82,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-01-28,3730.0,3282.4,0.05,0.06,0.04,0.0,0.0,3282.4,3730.0,3730.0,3282.4,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-01-29,3730.0,3409.22,0.05,0.06,0.04,0.0,0.0,3409.22,3730.0,3730.0,3409.22,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-01-30,3730.0,3282.4,0.05,0.06,0.04,0.0,0.0,3282.4,3730.0,3730.0,3282.4,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-01-31,3730.0,3550.96,0.05,0.06,0.04,0.0,0.0,3550.96,3730.0,3730.0,3550.96,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-03,3730.0,3841.9,0.05,0.06,0.04,0.0,0.0,3841.9,3730.0,3730.0,3841.9,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-04,3730.0,3748.65,0.05,0.06,0.04,0.0,0.0,3748.65,3730.0,3730.0,3748.65,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-05,3730.0,3543.5,0.05,0.06,0.04,0.0,0.0,3543.5,3730.0,3730.0,3543.5,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-06,3730.0,3603.18,0.05,0.06,0.04,0.0,0.0,3603.18,3730.0,3730.0,3603.18,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-07,3730.0,3550.96,0.05,0.06,0.04,0.0,0.0,3550.96,3730.0,3730.0,3550.96,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-10,3730.0,3289.86,0.05,0.06,0.04,0.0,0.0,3289.86,3730.0,3730.0,3289.86,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-11,3730.0,3312.24,0.05,0.05,0.04,0.0,0.0,3312.24,3730.0,3730.0,3312.24,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-12,3730.0,3319.7,0.05,0.05,0.04,0.0,0.0,3319.7,3730.0,3730.0,3319.7,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-13,3730.0,3148.12,0.05,0.05,0.04,0.0,0.0,3148.12,3730.0,3730.0,3148.12,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-14,3730.0,3222.72,0.05,0.05,0.04,0.0,0.0,3222.72,3730.0,3730.0,3222.72,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-17,3730.0,3170.5,0.05,0.05,0.04,0.0,0.0,3170.5,3730.0,3730.0,3170.5,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-18,3730.0,3207.8,0.05,0.05,0.04,0.0,0.0,3207.8,3730.0,3730.0,3207.8,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-19,3730.0,3170.5,0.05,0.05,0.04,0.0,0.0,3170.5,3730.0,3730.0,3170.5,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-20,3730.0,3095.9,0.05,0.05,0.04,0.0,0.0,3095.9,3730.0,3730.0,3095.9,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-21,3730.0,3155.58,0.05,0.06,0.04,0.0,0.0,3155.58,3730.0,3730.0,3155.58,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-24,3730.0,2916.86,0.05,0.06,0.04,0.0,0.0,2916.86,3730.0,3730.0,2916.86,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-25,3730.0,2909.4,0.05,0.06,0.04,0.0,0.0,2909.4,3730.0,3730.0,2909.4,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-26,3730.0,2916.86,0.05,0.07,0.04,0.0,0.0,2916.86,3730.0,3730.0,2916.86,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-27,3730.0,2872.1,0.05,0.07,0.04,0.0,0.0,2872.1,3730.0,3730.0,2872.1,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-02-28,3730.0,3021.3,0.05,0.07,0.04,0.0,0.0,3021.3,3730.0,3730.0,3021.3,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-02,3730.0,2916.86,0.05,0.07,0.04,0.0,0.0,2916.86,3730.0,3730.0,2916.86,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-03,3730.0,3021.3,0.05,0.07,0.04,0.0,0.0,3021.3,3730.0,3730.0,3021.3,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-04,3730.0,2984.0,0.05,0.07,0.04,0.0,0.0,2984.0,3730.0,3730.0,2984.0,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-05,3730.0,2939.24,0.05,0.07,0.04,0.0,0.0,2939.24,3730.0,3730.0,2939.24,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-06,3730.0,2722.9,0.05,0.07,0.04,0.0,0.0,2722.9,3730.0,3730.0,2722.9,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-09,3730.0,2320.06,0.05,0.07,0.04,0.0,0.0,2320.06,3730.0,3730.0,2320.06,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-10,3730.0,2491.64,0.05,0.07,0.04,0.0,0.0,2491.64,3730.0,3730.0,2491.64,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-11,3730.0,2528.94,0.05,0.07,0.04,0.0,0.0,2528.94,3730.0,3730.0,2528.94,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-12,3730.0,2424.5,0.05,0.07,0.04,0.0,0.0,2424.5,3730.0,3730.0,2424.5,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-13,3730.0,2417.04,0.05,0.07,0.04,0.0,0.0,2417.04,3730.0,3730.0,2417.04,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-16,3730.0,2051.5,0.05,0.08,0.04,0.0,0.0,2051.5,3730.0,3730.0,2051.5,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-17,3730.0,2297.68,0.05,0.08,0.04,0.0,0.0,2297.68,3730.0,3730.0,2297.68,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-18,3730.0,2208.16,0.05,0.09,0.04,0.0,0.0,2208.16,3730.0,3730.0,2208.16,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-19,3730.0,2238.0,0.05,0.1,0.04,0.0,0.0,2238.0,3730.0,3730.0,2238.0,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-20,3730.0,2193.24,0.05,0.1,0.04,0.0,0.0,2193.24,3730.0,3730.0,2193.24,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-23,3730.0,2051.5,0.05,0.09,0.04,0.0,0.0,2051.5,3730.0,3730.0,2051.5,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-24,3730.0,2103.72,0.05,0.1,0.04,0.0,0.0,2103.72,3730.0,3730.0,2103.72,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-25,3730.0,2230.54,0.05,0.11,0.04,0.0,0.0,2230.54,3730.0,3730.0,2230.54,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-26,3730.0,2252.92,0.05,0.11,0.04,0.0,0.0,2252.92,3730.0,3730.0,2252.92,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-27,3730.0,2372.28,0.05,0.12,0.04,0.0,0.0,2372.28,3730.0,3730.0,2372.28,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-30,3730.0,2267.84,0.05,0.12,0.04,0.0,0.0,2267.84,3730.0,3730.0,2267.84,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-03-31,3730.0,2267.84,0.05,0.12,0.04,0.0,0.0,2267.84,3730.0,3730.0,2267.84,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-04-01,3730.0,2185.78,0.05,0.12,0.04,0.0,0.0,2185.78,3730.0,3730.0,2185.78,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-04-02,3730.0,2200.7,0.05,0.12,0.04,0.0,0.0,2200.7,3730.0,3730.0,2200.7,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-04-03,7460.0,4401.4,0.1,0.25,0.08,0.0,0.0,2200.7,3730.0,3730.0,2200.7,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2020-04-06,3730.0,2312.6,0.05,0.13,0.04,0.0,0.0,2312.6,0.0,3730.0,0.0,,,,0.0,,3730.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2020-06-03,3700.0,3278.2,0.05,0.02,0.04,0.0,0.0,3278.2,3700.0,3700.0,3278.2,,,3700.0,,,,,,0.0,3700.0,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-04,3700.0,3256.0,0.05,0.02,0.04,0.0,0.0,3256.0,3700.0,3700.0,3256.0,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-05,3700.0,3330.0,0.05,0.02,0.04,0.0,0.0,3330.0,3700.0,3700.0,3330.0,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-08,7400.0,6793.2,0.1,0.04,0.08,0.01,0.0,3396.6,3700.0,3700.0,3396.6,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2020-06-16,1000.0,888.0,0.01,0.01,0.01,0.0,0.0,444.0,500.0,500.0,444.0,,,500.0,,,,,,0.0,500.0,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-17,1000.0,900.0,0.01,0.01,0.01,0.0,0.0,450.0,500.0,500.0,450.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-18,1000.0,894.0,0.01,0.01,0.01,0.0,0.0,447.0,500.0,500.0,447.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-19,1000.0,880.0,0.01,0.01,0.01,0.0,0.0,440.0,500.0,500.0,440.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-22,1000.0,878.0,0.01,0.01,0.01,0.0,0.0,439.0,500.0,500.0,439.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-23,1000.0,876.0,0.01,0.01,0.01,0.0,0.0,438.0,500.0,500.0,438.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-24,1000.0,886.0,0.01,0.02,0.01,0.0,0.0,443.0,500.0,500.0,443.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-25,1000.0,878.0,0.01,0.02,0.01,0.0,0.0,439.0,500.0,500.0,439.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-26,1000.0,878.0,0.01,0.02,0.01,0.0,0.0,439.0,500.0,500.0,439.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-29,1000.0,896.0,0.01,0.02,0.01,0.0,0.0,448.0,500.0,500.0,448.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-06-30,1000.0,876.0,0.01,0.03,0.01,0.0,0.0,438.0,500.0,500.0,438.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-01,1000.0,868.0,0.01,0.03,0.01,0.0,0.0,434.0,500.0,500.0,434.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-02,1000.0,854.0,0.01,0.03,0.01,0.0,0.0,427.0,500.0,500.0,427.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-03,1000.0,868.0,0.01,0.03,0.01,0.0,0.0,434.0,500.0,500.0,434.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-06,1000.0,856.0,0.01,0.03,0.01,0.0,0.0,428.0,500.0,500.0,428.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-07,1000.0,858.0,0.01,0.03,0.01,0.0,0.0,429.0,500.0,500.0,429.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-08,1000.0,840.0,0.01,0.03,0.01,0.0,0.0,420.0,500.0,500.0,420.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-09,1000.0,838.0,0.01,0.03,0.01,0.0,0.0,419.0,500.0,500.0,419.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-10,1000.0,832.0,0.01,0.03,0.01,0.0,0.0,416.0,500.0,500.0,416.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-13,1000.0,830.0,0.01,0.03,0.01,0.0,0.0,415.0,500.0,500.0,415.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-14,1000.0,826.0,0.01,0.04,0.01,0.0,0.0,413.0,500.0,500.0,413.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-15,1000.0,840.0,0.01,0.04,0.01,0.0,0.0,420.0,500.0,500.0,420.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-16,1000.0,828.0,0.01,0.04,0.01,0.0,0.0,414.0,500.0,500.0,414.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-17,1000.0,846.0,0.01,0.04,0.01,0.0,0.0,423.0,500.0,500.0,423.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-20,1000.0,828.0,0.01,0.04,0.01,0.0,0.0,414.0,500.0,500.0,414.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-21,1000.0,846.0,0.01,0.04,0.01,0.0,0.0,423.0,500.0,500.0,423.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-22,1000.0,828.0,0.01,0.04,0.01,0.0,0.0,414.0,500.0,500.0,414.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-23,1000.0,830.0,0.01,0.04,0.01,0.0,0.0,415.0,500.0,500.0,415.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-24,1000.0,848.0,0.01,0.05,0.01,0.0,0.0,424.0,500.0,500.0,424.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-27,1000.0,840.0,0.01,0.05,0.01,0.0,0.0,420.0,500.0,500.0,420.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-28,1000.0,834.0,0.01,0.05,0.01,0.0,0.0,417.0,500.0,500.0,417.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-29,1000.0,860.0,0.01,0.05,0.01,0.0,0.0,430.0,500.0,500.0,430.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-30,1000.0,830.0,0.01,0.05,0.01,0.0,0.0,415.0,500.0,500.0,415.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-07-31,1000.0,844.0,0.01,0.05,0.01,0.0,0.0,422.0,500.0,500.0,422.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-03,1600.0,1344.0,0.02,0.09,0.02,0.0,0.0,672.0,800.0,800.0,672.0,300.0,0.0,,,300.0,,0.0,300.0,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-04,1600.0,1337.6,0.02,0.09,0.02,0.0,0.0,668.8,800.0,800.0,668.8,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-05,1600.0,1344.0,0.02,0.09,0.02,0.0,0.0,672.0,800.0,800.0,672.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-06,1600.0,1392.0,0.02,0.09,0.02,0.0,0.0,696.0,800.0,800.0,696.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-07,1600.0,1408.0,0.02,0.09,0.02,0.0,0.0,704.0,800.0,800.0,704.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-10,1600.0,1366.4,0.02,0.09,0.02,0.0,0.0,683.2,800.0,800.0,683.2,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-11,1600.0,1382.4,0.02,0.09,0.02,0.0,0.0,691.2,800.0,800.0,691.2,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-12,1600.0,1424.0,0.02,0.09,0.02,0.0,0.0,712.0,800.0,800.0,712.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-13,1600.0,1420.8,0.02,0.09,0.02,0.0,0.0,710.4,800.0,800.0,710.4,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-14,1600.0,1408.0,0.02,0.08,0.02,0.0,0.0,704.0,800.0,800.0,704.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-17,1600.0,1424.0,0.02,0.08,0.02,0.0,0.0,712.0,800.0,800.0,712.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-18,1600.0,1433.6,0.02,0.08,0.02,0.0,0.0,716.8,800.0,800.0,716.8,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-19,1600.0,1424.0,0.02,0.08,0.02,0.0,0.0,712.0,800.0,800.0,712.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-20,1600.0,1417.6,0.02,0.08,0.02,0.0,0.0,708.8,800.0,800.0,708.8,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-21,1600.0,1392.0,0.02,0.08,0.02,0.0,0.0,696.0,800.0,800.0,696.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-24,1600.0,1408.0,0.02,0.09,0.02,0.0,0.0,704.0,800.0,800.0,704.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-25,1600.0,1401.6,0.02,0.08,0.02,0.0,0.0,700.8,800.0,800.0,700.8,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-26,1600.0,1401.6,0.02,0.08,0.02,0.0,0.0,700.8,800.0,800.0,700.8,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-27,1600.0,1385.6,0.02,0.08,0.02,0.0,0.0,692.8,800.0,800.0,692.8,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-28,1600.0,1404.8,0.02,0.08,0.02,0.0,0.0,702.4,800.0,800.0,702.4,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-08-31,1600.0,1420.8,0.02,0.08,0.02,0.0,0.0,710.4,800.0,800.0,710.4,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-09-01,1600.0,1408.0,0.02,0.09,0.02,0.0,0.0,704.0,800.0,800.0,704.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-09-02,1600.0,1436.8,0.02,0.09,0.02,0.0,0.0,718.4,800.0,800.0,718.4,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-09-03,1600.0,1472.0,0.02,0.08,0.02,0.0,0.0,736.0,800.0,800.0,736.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-09-04,1600.0,1468.8,0.02,0.07,0.02,0.0,0.0,734.4,800.0,800.0,734.4,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-09-07,1600.0,1624.0,0.02,0.07,0.02,0.0,0.0,812.0,800.0,800.0,812.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
2020-09-08,1600.0,1568.0,0.02,0.04,0.02,0.0,0.0,784.0,800.0,800.0,784.0,,,,,,,,,,,,0.0,,,100.0,50.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0
