,PLX FP Equity_DX_SI_QTY,PLX FP Equity_DX_SHORT_INTEREST_VALUE,PLX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PLX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PLX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PLX FP Equity_DX_SI_MV,PLX FP Equity_DX_DSS,PLX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PLX FP Equity_DX_SUPPLY_SI_QTY,PLX FP Equity_DX_BROKER_SI_QTY,PLX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PLX FP Equity_DX_BROKER_SI_MV_NEW_x,PLX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PLX FP Equity_DX_SUPPLY_SI_QTY_INC_x,PLX FP Equity_DX_BROKER_SI_MV_INC_x,PLX FP Equity_DX_SUPPLY_SI_MV_NEW,PLX FP Equity_DX_BROKER_SI_QTY_ADD,PLX FP Equity_DX_BROKER_SI_QTY_NEW,PLX FP Equity_DX_SUPPLY_SI_MV_DEC,PLX FP Equity_DX_BROKER_SI_QTY_INC,PLX FP Equity_DX_SUPPLY_SI_QTY_DEC,PLX FP Equity_DX_BROKER_SI_MV_NEW_y,PLX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PLX FP Equity_DX_BROKER_SI_MV_INC_y,PLX FP Equity_DX_SUPPLY_SI_QTY_INC_y,PLX FP Equity_DX_BROKER_SI_MV_ADD,PLX FP Equity_DX_SUPPLY_SI_QTY_ADD,PLX FP Equity_DX_BROKER_SI_QTY_DEC,PLX FP Equity_DX_SUPPLY_SI_MV,PLX FP Equity_DX_BROKER_SI_MV_DEC,PLX FP Equity_DX_SUPPLY_SI_MV_RMV,PLX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PLX FP Equity_DX_UTILIZATION_QUANTITY,PLX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PLX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PLX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PLX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PLX FP Equity_DX_ACTIVE_UTILIZATION_MV,PLX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PLX FP Equity_DX_BROKER_SI_CON_RATIO,PLX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PLX FP Equity_DX_DEMAND_SUPPLY_RATIO,PLX FP Equity_PX_LAST
2025-01-07,2203054.0,41417415.2,2.62,18.85,1.5,42.93,1.0,37309521.2,1705827.0,1984549.0,32069547.6,,,12065.0,1.83,,,,,60890.0,,,,1.83,12065.0,,25151.0,,32.66,,,7.0,7.0,22679184.0,426368659.2,,433.74,7.0,34.4,0.295,37.18,0.0903,18.8
2025-01-08,2233585.0,48625145.45,2.66,19.38,1.52,44.84,1.0,43743331.8,1727376.0,2009340.0,37604975.52,,,27978.0,2.43,,,,0.39,41494.0,19945.0,,,2.43,27978.0,,13516.0,16703.0,33.06,0.58,,7.07,7.07,22694230.0,494053387.1,,436.63,7.04,34.3,0.2944,37.5,0.0915,21.77
2025-01-09,2237792.0,48873377.28,2.66,18.59,1.52,49.37,1.0,43975866.48,1739200.0,2013547.0,37984128.0,,,36761.0,1.84,,,,0.47,36761.0,24937.0,,,1.84,36761.0,,,32554.0,37.86,0.0,,7.01,7.01,23059694.0,503623716.96,,501.45,7.02,34.12,0.2872,36.05,0.0902,21.84
2025-01-10,2192226.0,48426272.34,2.61,18.49,1.49,48.67,1.0,43451692.7,1745342.0,1967030.0,38554604.78,,,93228.0,2.25,,14729.0,,2.27,93717.0,105612.0,,,2.25,93228.0,0.33,18919.0,154963.0,38.21,3.34,0.01,6.99,6.99,23207970.0,512664057.3,393.0,508.68,6.99,31.32,0.294,38.83,0.0879,22.09
2025-01-13,2310134.0,51816305.62,2.75,19.21,1.57,51.76,1.0,46009806.66,1792064.0,2051262.0,40195995.52,,,78902.0,2.57,,,,1.28,101208.0,58856.0,,,2.57,78902.0,,26676.0,16976.0,39.62,0.27,,7.17,7.17,23190572.0,520164529.96,,513.42,7.16,29.12,0.2863,38.92,0.0925,22.43
2025-01-14,2423824.0,54293657.6,2.88,19.82,1.65,54.49,1.0,48219472.0,1888129.0,2152655.0,42294089.6,,,96572.0,2.87,,,,0.64,125332.0,29249.0,,,2.87,96572.0,,28742.0,23939.0,42.03,0.46,,7.56,7.56,23102728.0,517501107.2,,515.09,7.54,26.81,0.2798,38.79,0.097,22.4
2025-01-15,2525048.0,56927207.16,3.0,20.07,1.72,57.23,1.0,50099927.36,1955834.0,2222219.0,44094277.53,,,34752.0,1.6,,23552.0,,0.34,63998.0,15526.0,,,1.6,34752.0,0.52,48479.0,17986.0,43.85,0.24,,7.78,7.78,23183530.0,522672683.85,,519.71,7.78,25.55,0.2705,38.58,0.1004,22.545
2025-01-16,2642145.0,59976691.5,3.14,20.78,1.8,60.21,1.0,52919806.3,2046049.0,2331269.0,46445312.3,,,113918.0,2.83,,,,0.68,115340.0,31290.0,,,2.83,113918.0,,7587.0,6290.0,46.15,0.07,,8.12,8.12,23148180.0,525463686.0,,521.99,8.12,24.42,0.2636,37.49,0.1049,22.7
2025-01-17,2722252.0,62380404.58,3.24,21.97,1.85,62.42,1.0,54953171.87,2119827.0,2398131.0,48575835.71,,,38886.0,1.89,,,,0.07,66862.0,3156.0,,,1.89,38886.0,,38048.0,,48.22,,,8.37,8.37,23212528.0,531915079.12,,528.17,8.37,23.93,0.2575,37.37,0.1075,22.915
2025-01-20,2774979.0,61646158.49,3.3,22.76,1.89,63.01,1.0,53662998.3,2186072.0,2415620.0,48563589.48,,,58968.0,0.68,,,,,28127.0,,,,0.68,58968.0,,7277.0,10638.0,49.59,0.84,,8.62,8.62,23161404.0,514530589.86,,524.78,8.63,23.88,0.2491,35.91,0.1095,22.215
2025-01-21,2938967.0,65891640.14,3.49,23.95,2.0,66.07,1.0,57870526.42,2264293.0,2581201.0,50765449.06,,,42646.0,2.73,,30900.0,,0.18,136274.0,6765.0,,,2.73,42646.0,0.69,42340.0,1593.0,50.29,0.16,,8.91,8.91,23152852.0,519086941.84,,515.15,8.89,23.73,0.2478,36.08,0.1156,22.42
2025-01-22,2791176.0,62313004.2,3.32,22.52,1.9,63.09,1.0,57663800.63,2288941.0,2582925.0,51100607.83,,,30729.0,0.59,,811.0,,0.14,14198.0,6892.0,,,0.59,30729.0,0.02,811.0,13285.0,51.28,0.36,,9.0,9.0,23155260.0,516941179.5,,518.55,9.0,25.44,0.2358,31.53,0.1097,22.325
2025-01-23,2998053.0,66421864.22,3.56,24.29,2.04,67.4,1.0,57805607.48,2320780.0,2609145.0,51416880.9,,,33459.0,1.02,,2676.0,,0.04,49199.0,1712.0,,,1.02,33459.0,0.06,92.0,25655.0,51.79,0.77,,9.11,9.11,23143056.0,512734405.68,,515.85,9.12,24.52,0.2455,35.12,0.1177,22.155
2025-01-24,3020685.0,67859688.53,3.59,24.76,2.05,67.54,1.0,59109750.75,2315093.0,2631193.0,52008564.25,,,5500.0,1.03,,,,0.57,45070.0,16038.0,,,1.03,5500.0,,4851.0,23022.0,51.13,0.8,,9.08,9.08,23181584.0,520774284.56,,511.69,9.08,23.66,0.2454,35.55,0.1185,22.465
2025-01-27,3052421.0,68679472.5,3.63,25.61,2.07,69.24,1.0,59624887.5,2338455.0,2649995.0,52615237.5,,,23362.0,0.86,,,,,19169.0,,,,0.86,23362.0,,,367.0,52.6,0.0,,9.15,9.15,23207808.0,522175680.0,,521.55,9.16,23.62,0.2427,34.89,0.1195,22.5
2025-01-28,3173058.0,70838519.85,3.77,26.63,2.16,71.87,1.0,62453584.73,2464807.0,2797473.0,55026816.28,,,157747.0,3.68,,,,0.73,158564.0,31395.0,,,3.68,157747.0,,,11086.0,55.52,0.23,,9.65,9.65,23075436.0,515159108.7,,518.69,9.67,22.84,0.2276,33.3,0.1242,22.325
2025-01-29,3590230.0,79344083.0,4.27,31.18,2.44,80.66,1.0,70619688.1,2884079.0,3195461.0,63738145.9,,,382056.0,8.78,,,,0.05,399281.0,1419.0,,,8.78,382056.0,,38635.0,1293.0,64.34,0.19,,11.2,11.2,22877092.0,505583733.2,,509.85,11.21,20.12,0.207,29.74,0.1394,22.1
2025-01-30,3583843.0,81030690.23,4.26,32.02,2.44,80.44,1.0,72586782.24,2885475.0,3210384.0,65240589.75,,,8361.0,0.96,,,,0.38,36251.0,16388.0,,,0.96,8361.0,,9423.0,21328.0,64.0,0.52,,11.03,11.03,23264940.0,526020293.4,,516.41,11.03,20.24,0.2112,30.52,0.137,22.61
2025-01-31,3632525.0,81459373.13,4.32,33.52,2.47,82.94,1.0,72694987.95,2923785.0,3241694.0,65565878.63,,,37635.0,1.36,,,,0.17,37005.0,11820.0,,,1.36,37635.0,,12495.0,5695.0,66.37,0.0,,11.17,11.17,23260820.0,521623888.5,,527.29,11.18,20.08,0.2061,29.55,0.1387,22.425
2025-02-03,3634787.0,81782707.5,4.32,33.29,2.47,82.45,1.0,73208430.0,2923367.0,3253708.0,65775757.5,,,10041.0,0.51,,,,0.44,33135.0,18728.0,,,0.51,10041.0,,8269.0,21121.0,65.81,0.68,,11.16,11.16,23266624.0,523499040.0,,522.99,11.18,19.97,0.2055,29.36,0.1388,22.5
2025-02-04,3710648.0,85344904.0,4.41,33.29,2.52,84.29,1.0,75594675.0,2979929.0,3286725.0,68538367.0,,,41803.0,0.62,,762.0,,0.09,32255.0,4036.0,,,0.62,41803.0,0.02,18795.0,,66.87,,,11.38,11.38,23209308.0,533814084.0,,521.41,11.37,19.56,0.2024,29.44,0.1417,23.0
2025-02-05,3817310.0,87187360.4,4.54,33.75,2.59,88.16,1.0,77555481.16,3062113.0,3395599.0,69938660.92,,,38513.0,3.87,,,,1.37,150301.0,62139.0,,,3.87,38513.0,,105810.0,41427.0,70.3,0.56,,11.66,11.66,23208632.0,530085154.88,,532.64,11.66,19.85,0.1943,27.94,0.1453,22.84
2025-02-06,3947085.0,90427717.35,4.69,35.7,2.68,91.09,1.0,80502395.14,3171363.0,3513854.0,72655926.33,,,52766.0,2.88,,5000.0,,0.25,123966.0,10711.0,,,2.88,52766.0,0.11,67195.0,10711.0,72.56,0.29,,12.02,12.02,23218596.0,531938034.36,,531.34,12.01,20.76,0.1901,27.26,0.1496,22.91
2025-02-07,4018039.0,89059834.44,4.78,36.2,2.73,92.41,1.0,79694900.29,3255339.0,3595529.0,72154588.94,,,62859.0,1.33,,4300.0,,0.38,77375.0,16360.0,,,1.33,62859.0,0.1,37477.0,,74.64,,,12.32,12.32,23176500.0,513707122.5,,530.12,12.34,21.39,0.1903,26.54,0.152,22.165
2025-02-10,4044382.0,90371715.79,4.81,34.33,2.75,90.86,1.0,81599403.97,3294734.0,3651797.0,73620831.23,,,89898.0,1.31,,,,1.24,103675.0,50503.0,,,1.31,89898.0,,,47407.0,73.31,1.29,,12.48,12.48,23096100.0,516082354.5,,520.44,12.35,22.23,0.1935,27.51,0.1532,22.345
2025-02-11,4170151.0,93411382.4,4.96,35.13,2.83,93.91,1.0,83488384.0,3392487.0,3727160.0,75991708.8,,,110260.0,1.86,,,,0.31,75363.0,14476.0,,,1.86,110260.0,,1969.0,,75.61,,,12.94,12.94,22824696.0,511273190.4,,515.05,12.8,22.55,0.1923,27.26,0.1591,22.4
2025-02-12,4178818.0,93709993.65,4.97,34.71,2.84,94.35,1.0,83946215.93,3395423.0,3743421.0,76142360.78,,,31383.0,1.62,,,,0.88,68725.0,40312.0,,,1.62,31383.0,,11865.0,52464.0,75.9,1.11,,12.98,12.98,22771044.0,510640661.7,,514.3,12.86,22.42,0.1925,27.13,0.1597,22.425
2025-02-13,4251994.0,95754904.88,5.06,34.62,2.89,95.94,1.0,86491483.04,3466574.0,3840652.0,78067246.48,,,162049.0,2.48,,4445.0,,2.72,111895.0,116702.0,,,2.48,162049.0,0.1,25804.0,19109.0,77.38,0.36,,13.12,13.12,22964866.0,517168782.32,,512.93,13.11,23.76,0.1931,26.57,0.1609,22.52
2025-02-14,4148412.0,93816337.38,4.93,33.53,2.82,93.93,1.0,85073808.07,3413004.0,3761831.0,77185085.46,,,53591.0,0.68,,,,2.3,28384.0,107161.0,,,0.68,53591.0,,,107205.0,76.65,2.34,,12.97,12.97,22896044.0,517794035.06,,513.96,12.98,24.88,0.1994,27.31,0.1577,22.615
2025-02-17,3806241.0,89751162.78,4.53,30.23,2.59,87.65,1.0,81511579.8,3087243.0,3456810.0,72797189.94,,,51129.0,,,,,8.48,,390704.0,,,,51129.0,,13814.0,305021.0,70.0,6.51,,11.74,11.74,23198720.0,547025817.6,,526.08,11.74,19.68,0.2011,30.16,0.1448,23.58
2025-02-18,3740265.0,82659856.5,4.45,29.26,2.54,87.71,1.0,74953431.8,3011071.0,3391558.0,66544669.1,,,120.0,0.0,,,,0.96,3529.0,92326.0,,,0.0,120.0,,16034.0,68781.0,70.97,0.0,,11.6,11.6,22937368.0,506915832.8,,536.33,11.69,20.0,0.1974,28.88,0.1441,22.1
2025-02-19,3702500.0,81195825.0,4.4,28.6,2.52,82.83,1.0,73605808.14,2974845.0,3356398.0,65238350.85,,,70448.0,0.62,,,,3.2,41071.0,121166.0,,,0.62,70448.0,,14492.0,76231.0,65.88,3.9,,11.27,11.27,23428200.0,513780426.0,,518.36,11.28,18.93,0.1989,30.41,0.1402,21.93
2025-02-20,3499618.0,76799117.01,4.16,28.41,2.38,77.4,1.0,69514869.27,2799682.0,3167686.0,61439021.49,,,62409.0,0.87,,,,5.3,50968.0,237572.0,,,0.87,62409.0,,,239680.0,61.12,5.61,,10.61,10.61,23593286.0,517754661.27,,514.98,10.61,20.74,0.2049,32.68,0.1326,21.945
2025-02-21,3462315.0,75080300.78,4.12,28.35,2.35,76.61,1.0,68025107.71,2762750.0,3136966.0,59910233.75,,,25036.0,0.79,,,,2.03,41506.0,102719.0,,,0.79,25036.0,,40751.0,72226.0,60.65,1.48,,10.39,10.39,23815318.0,516435170.83,,522.8,10.39,21.42,0.2074,33.02,0.1303,21.685
2025-02-24,3491643.0,76379690.63,4.15,28.54,2.37,76.81,1.0,69611543.75,2808026.0,3182242.0,61425568.75,,,30317.0,0.97,,,,0.44,52860.0,17801.0,,,0.97,30317.0,,32760.0,7584.0,60.86,0.33,,10.57,10.57,23758880.0,519725500.0,,515.32,10.56,21.05,0.2052,33.06,0.1314,21.875
2025-02-25,3613176.0,78442050.96,4.3,30.18,2.46,79.53,1.0,71624220.85,2929559.0,3299135.0,63600725.89,,,62203.0,2.55,,,,,121860.0,,,,2.55,62203.0,,59330.0,4967.0,63.87,0.12,,11.02,11.02,23655000.0,513550050.0,,515.05,11.03,20.5,0.1983,31.91,0.1359,21.71
2025-02-26,3713001.0,81091941.84,4.42,31.36,2.52,81.74,1.0,74269933.92,3030142.0,3400638.0,66178301.28,,,105624.0,2.36,,,,0.16,104061.0,7198.0,,,2.36,105624.0,,2157.0,2558.0,65.85,0.08,,11.41,11.41,23537274.0,514054064.16,,511.82,11.4,20.0,0.1955,31.52,0.1398,21.84
2025-02-27,3817670.0,82900704.05,4.54,32.65,2.59,84.56,1.0,76098415.16,3110512.0,3504417.0,67544768.08,,,72328.0,2.56,,,,0.08,103779.0,3720.0,,,2.56,72328.0,,11762.0,,68.35,,,11.71,11.71,23456138.0,509350036.67,,515.05,11.72,19.77,0.19,30.77,0.1437,21.715
2025-02-28,3842334.0,83436282.81,4.57,33.25,2.61,84.58,1.0,76633993.92,3161191.0,3529081.0,68645262.57,,,76232.0,1.28,,,,0.57,70154.0,25594.0,,,1.28,76232.0,,41.0,45490.0,68.82,1.03,,11.89,11.89,23416220.0,508483217.3,,509.44,11.9,19.56,0.1905,30.73,0.1446,21.715
2025-03-03,3913041.0,86673858.15,4.65,32.99,2.66,86.07,1.0,79381059.25,3191574.0,3583795.0,70693364.1,,,24897.0,0.86,,,,0.32,57478.0,2764.0,,,0.86,24897.0,,8250.0,2764.0,68.99,0.07,,11.95,11.95,23505138.0,520638806.7,,508.43,11.95,19.24,0.1892,30.57,0.1466,22.15
2025-03-04,3925634.0,84675925.38,4.67,32.63,2.67,86.43,1.0,77379959.16,3189433.0,3587388.0,68796069.81,,,21074.0,0.73,,,,0.45,27485.0,23215.0,,,0.73,21074.0,,,23892.0,69.93,0.0,,11.95,11.95,23508720.0,507083090.4,,514.69,11.96,19.34,0.1864,29.77,0.147,21.57
2025-03-05,4002973.0,90066892.5,4.76,32.94,2.72,87.5,1.0,82140390.0,3244149.0,3650684.0,72993352.5,,,55779.0,2.69,,,,0.83,74751.0,25228.0,,,2.69,55779.0,,24165.0,11455.0,69.11,1.11,,12.16,12.16,23431280.0,527203800.0,,501.16,12.12,18.47,0.1892,31.47,0.1501,22.5
2025-03-06,4095774.0,93567957.03,4.87,32.63,2.78,93.48,1.0,84034578.61,3291126.0,3678467.0,75185773.47,,,68996.0,3.18,,,,0.0,37583.0,17763.0,,,3.18,68996.0,,12251.0,9800.0,73.97,0.1,0.35,12.34,12.34,23380676.0,534131543.22,16507.0,526.56,12.32,18.52,0.1862,30.64,0.1536,22.845
2025-03-07,4167736.0,95857928.0,4.96,32.93,2.83,96.36,1.0,86118992.0,3320641.0,3744304.0,76374743.0,,,12817.0,3.52,,,,0.8,125824.0,55847.0,,,3.52,12817.0,,72545.0,59987.0,75.82,1.14,,12.46,12.46,23325732.0,536491836.0,,532.21,12.47,18.16,0.1837,29.26,0.1564,23.0
2025-03-10,4129422.0,92994583.44,4.91,32.01,2.81,95.59,1.0,83855562.08,3322434.0,3723604.0,74821213.68,,16507.0,29572.0,1.09,0.38,,,1.04,36174.0,49160.0,,16507.0,1.09,29572.0,,4874.0,56874.0,76.48,1.56,,12.46,12.46,23341218.0,525644229.36,,536.93,12.47,17.75,0.1814,28.6,0.1549,22.52
2025-03-11,3952336.0,87623289.12,4.7,30.4,2.69,89.42,1.0,79764024.12,3208934.0,3597836.0,71142066.78,,,4986.0,0.31,,,,2.92,16149.0,118486.0,,,0.31,4986.0,,,141917.0,71.93,4.6,,12.05,12.05,23428126.0,519401553.42,,524.33,12.06,18.46,0.186,29.07,0.1484,22.17
2025-03-12,3925736.0,87269111.28,4.67,29.73,2.67,88.52,1.0,79866254.52,3186495.0,3592724.0,70835783.85,,,8240.0,0.33,,,,0.83,19174.0,30679.0,,,0.33,8240.0,,,24286.0,70.84,0.57,,11.97,11.97,23438068.0,521028251.64,,521.14,11.97,18.5,0.1872,29.17,0.1474,22.23
2025-03-13,3959804.0,85412972.28,4.71,29.75,2.69,88.68,1.0,76664611.68,3248813.0,3554224.0,70076896.41,,,85270.0,,,,,0.51,,22952.0,,,,85270.0,,,38500.0,72.46,1.4,,12.25,12.25,23281744.0,502187218.08,,518.12,12.27,18.51,0.1799,28.3,0.1493,21.57
2025-03-14,3996647.0,85927910.5,4.75,29.57,2.72,87.29,1.0,76548621.5,3279280.0,3560401.0,70504520.0,,,39012.0,0.0,,,,0.64,25144.0,22409.0,,,0.0,39012.0,,13864.0,18967.0,70.69,0.87,,12.36,12.36,23261284.0,500117606.0,,500.63,12.37,18.22,0.1804,28.74,0.1506,21.5
2025-03-17,4206687.0,92736414.92,5.0,31.33,2.86,92.13,1.0,80901159.86,3445270.0,3669819.0,75950977.15,,,112339.0,2.4,,,,0.33,111625.0,16007.0,,,2.4,112339.0,,69658.0,2207.0,73.99,0.27,,12.98,12.98,23092720.0,509079012.4,,496.28,12.97,17.52,0.1727,27.75,0.1585,22.045
2025-03-18,4217315.0,89385991.43,5.02,31.68,2.87,93.0,1.0,77335531.79,3452969.0,3648763.0,73185677.96,,,20623.0,0.91,,,,0.91,17028.0,44464.0,,,0.91,20623.0,,36391.0,38084.0,75.97,0.42,0.11,13.02,13.02,23066900.0,488902945.5,4851.0,506.38,13.05,17.44,0.1686,26.68,0.159,21.195
2025-03-19,4274460.0,92200102.2,5.08,31.45,2.9,92.41,1.0,79426801.17,3437747.0,3682281.0,74152202.79,,,46040.0,0.4,,14230.0,,1.78,50242.0,74997.0,,,0.4,46040.0,0.32,13735.0,30954.0,73.09,1.22,,12.96,12.96,23080316.0,497842416.12,,490.52,12.97,16.91,0.1682,27.03,0.1612,21.57
2025-03-20,4301843.0,91908875.7,5.12,31.38,2.92,93.99,1.0,80068478.16,3596893.0,3747647.0,76847618.94,,,52753.0,2.24,,,,0.85,85291.0,58010.0,,,2.24,52753.0,,164403.0,19925.0,77.76,0.37,,13.54,13.54,22967636.0,490703543.14,,495.73,13.56,16.93,0.1531,22.13,0.1619,21.365
2025-03-21,4418190.0,95653813.5,5.26,31.12,3.0,96.28,1.0,82685138.75,3644915.0,3819175.0,78912409.75,,,103372.0,1.44,,11700.0,,2.83,71045.0,130388.0,,,1.44,103372.0,0.25,75038.0,11217.0,78.12,0.52,,13.88,13.88,22613464.0,489581495.6,,484.51,13.89,16.51,0.1507,21.89,0.1683,21.65
2025-03-24,4554958.0,97931597.0,5.42,23.77,3.09,100.02,1.0,84696046.5,3785733.0,3939351.0,81393259.5,,,83114.0,4.57,,4315.0,,1.62,184350.0,77873.0,,,4.57,83114.0,0.1,135577.0,68489.0,82.05,1.45,,14.64,14.64,22078200.0,474681300.0,,478.01,14.65,18.4,0.148,19.5,0.1761,21.5
2025-03-25,4584418.0,98679597.45,5.45,24.0,3.11,99.94,1.0,77198099.47,3635698.0,3586439.0,78258399.45,,,120719.0,2.1,,137298.0,,15.38,95370.0,698180.0,,,2.1,120719.0,2.96,427426.0,585580.0,78.24,13.26,,14.16,14.16,22043970.0,474496454.25,,474.13,14.16,16.34,0.1597,26.48,0.1785,21.525
2025-03-26,4563102.0,97353781.17,5.43,23.7,3.1,99.38,1.0,74857922.49,3673942.0,3508691.0,78383552.57,,,124764.0,1.49,,,,2.52,73257.0,118043.0,,,1.49,124764.0,,31523.0,151005.0,79.36,3.35,,14.33,14.33,21957990.0,468473716.65,,473.62,14.35,16.79,0.1621,27.24,0.178,21.335
2025-03-27,4035152.0,85948737.6,4.8,20.95,2.74,86.97,1.0,72227554.5,3382500.0,3390965.0,72047250.0,,,54545.0,1.56,,,,7.72,99478.0,353109.0,,,1.56,54545.0,,7122.0,217204.0,72.08,4.89,,13.19,13.19,22258584.0,474107839.2,,473.92,13.2,19.36,0.1679,27.6,0.1574,21.3
2025-03-28,4179194.0,85485413.27,4.97,21.61,2.84,88.74,1.0,68922836.13,3431093.0,3369486.0,70183007.32,,,56043.0,0.86,,,,0.61,44350.0,25253.0,,,0.86,56043.0,,17803.0,65829.0,72.9,2.56,,13.26,13.26,22436604.0,458940734.82,,473.96,13.33,19.68,0.1768,29.58,0.1616,20.455
2025-03-31,4048673.0,76260804.63,4.82,20.03,2.75,81.79,1.0,62215289.16,3357449.0,3302999.0,63240909.36,,,50729.0,0.04,,12800.0,,3.21,32622.0,138623.0,,,0.04,50729.0,0.26,14250.0,111909.0,68.61,2.64,,13.02,13.02,22437060.0,422624462.16,,453.35,13.14,21.08,0.1816,29.4,0.157,18.836
2025-04-01,4226417.0,78957922.39,5.03,20.56,2.87,81.26,1.0,64586121.34,3521190.0,3457131.0,65782871.58,,,120177.0,0.0,,74200.0,,0.13,106128.0,5233.0,,,0.0,120177.0,1.4,48797.0,26196.0,66.43,0.62,,13.66,13.66,22263378.0,415924427.8,,422.76,13.58,21.06,0.1791,29.44,0.1639,18.682
2025-04-02,4204717.0,79292553.19,5.0,20.52,2.86,80.43,1.0,64905351.25,3594377.0,3441794.0,67782761.47,,,126471.0,0.86,,,,1.28,58174.0,53284.0,,,0.86,126471.0,,,73511.0,66.99,1.33,,13.95,13.95,22176116.0,418197195.53,,413.58,13.94,22.26,0.1819,29.37,0.1632,18.858
2025-04-03,4239540.0,78338220.12,5.04,20.88,2.88,80.49,1.0,64858519.12,3639270.0,3510040.0,67246431.06,,,157203.0,1.17,,49851.0,,2.45,66062.0,126392.0,,,1.17,157203.0,0.97,14082.0,47667.0,67.65,1.33,,14.13,14.13,22117634.0,408689641.05,,411.77,14.11,23.62,0.1811,28.13,0.1646,18.478
2025-04-04,4159389.0,74652713.77,4.95,20.42,2.83,78.19,1.0,61727694.9,3559611.0,3439252.0,63887898.23,,,43637.0,0.28,,,,2.22,15306.0,124510.0,,,0.28,43637.0,,1214.0,86094.0,65.96,1.66,,13.84,13.84,22164908.0,397815768.78,,410.21,13.85,24.42,0.1862,28.19,0.1617,17.948
2025-04-07,4133357.0,71961745.37,4.92,20.22,2.81,75.61,1.0,59199901.99,3533896.0,3400339.0,61525129.36,,,53948.0,0.91,,14643.0,,2.4,52385.0,97052.0,,,0.91,53948.0,0.28,17389.0,105941.0,63.56,2.94,,13.76,13.76,22150208.0,385635121.28,,398.29,13.76,24.17,0.1766,26.52,0.1609,17.41
2025-04-08,4077904.0,74095515.68,4.85,19.61,2.77,73.97,1.0,61583853.55,3571879.0,3389315.0,64901041.43,,,147411.0,1.87,,,,2.83,103635.0,117191.0,,,1.87,147411.0,,7763.0,114659.0,62.4,2.61,,13.96,13.96,22018112.0,400069095.04,,391.63,13.74,24.45,0.1819,27.82,0.1594,18.17
2025-04-09,4104400.0,71744912.0,4.88,19.64,2.79,75.59,1.0,59835438.4,3627235.0,3423080.0,63404067.8,,,42774.0,0.24,,,,0.57,34906.0,37985.0,,,0.24,42774.0,,50567.0,1141.0,65.76,0.0,,14.18,14.18,21953984.0,383755640.32,,396.57,14.22,24.88,0.1814,27.4,0.1604,17.48
2025-04-10,3917246.0,70862980.14,4.66,18.66,2.66,70.05,1.0,58933909.53,3534727.0,3257817.0,63943211.43,,,104438.0,0.77,,18631.0,,4.83,28195.0,214829.0,,,0.77,104438.0,0.34,17883.0,212089.0,61.05,5.19,,13.86,13.86,21970460.0,397445621.4,,384.18,13.71,23.51,0.1934,30.36,0.1536,18.09
2025-04-11,4001051.0,72258981.06,4.76,19.03,2.72,73.05,1.0,59785697.58,3583257.0,3310393.0,64713621.42,,,63498.0,2.57,,,,0.14,136368.0,14968.0,,,2.57,63498.0,,,83792.0,64.13,0.93,,14.05,14.05,21927864.0,396017223.84,,392.9,14.03,23.11,0.1866,29.49,0.1568,18.06
2025-04-14,3972822.0,74450684.28,4.73,19.08,2.7,73.84,1.0,62013545.96,3528951.0,3309154.0,66132541.74,,,49109.0,1.52,,,,1.82,41111.0,113939.0,,,1.52,49109.0,,10524.0,42350.0,63.69,0.55,,13.87,13.87,21916980.0,410724205.2,,397.57,13.81,21.94,0.186,30.26,0.1561,18.74
2025-04-15,3987256.0,75159775.6,4.74,19.28,2.71,75.9,1.0,62909613.0,3532000.0,3337380.0,66578200.0,,,114772.0,2.12,,259.0,,1.04,111246.0,112215.0,,,2.12,114772.0,0.0,492.0,83279.0,66.6,0.55,,13.92,13.92,21835656.0,411602115.6,,411.02,13.94,21.29,0.1761,28.95,0.1572,18.85
2025-04-16,3850182.0,71651887.02,4.58,18.66,2.62,72.85,1.0,59947555.55,3519286.0,3221255.0,65493912.46,,,28435.0,0.07,,,,1.21,4039.0,59956.0,,,0.07,28435.0,,18807.0,120164.0,65.92,2.42,,13.88,13.88,21843166.0,406501319.26,,409.25,13.87,21.98,0.1751,27.99,0.1518,18.61
2025-04-17,3780811.0,83102225.78,4.5,18.67,2.57,75.5,1.0,69298741.82,3377285.0,3152809.0,74232724.3,,,4613.0,1.53,,,,2.81,80259.0,146614.0,,,1.53,4613.0,,,148705.0,62.91,0.0,,13.35,13.35,21926212.0,481938139.76,,414.98,13.16,19.78,0.1774,29.85,0.1494,21.98
