,C3M FP Equity_DX_SI_QTY,C3M FP Equity_DX_SHORT_INTEREST_VALUE,C3M FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C3M FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C3M FP Equity_DX_SI_MV,C3M FP Equity_DX_DSS,C3M FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C3M FP Equity_DX_SUPPLY_SI_QTY,C3M FP Equity_DX_BROKER_SI_QTY,C3M FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C3M FP Equity_DX_BROKER_SI_MV_NEW_x,C3M FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C3M FP Equity_DX_SUPPLY_SI_QTY_INC_x,C3M FP Equity_DX_BROKER_SI_MV_INC_x,C3M FP Equity_DX_SUPPLY_SI_MV_NEW,C3M FP Equity_DX_BROKER_SI_QTY_ADD,C3M FP Equity_DX_BROKER_SI_QTY_NEW,C3M FP Equity_DX_SUPPLY_SI_MV_DEC,C3M FP Equity_DX_BROKER_SI_QTY_INC,C3M FP Equity_DX_SUPPLY_SI_QTY_DEC,C3M FP Equity_DX_BROKER_SI_MV_NEW_y,C3M FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C3M FP Equity_DX_BROKER_SI_MV_INC_y,C3M FP Equity_DX_SUPPLY_SI_QTY_INC_y,C3M FP Equity_DX_BROKER_SI_MV_ADD,C3M FP Equity_DX_SUPPLY_SI_QTY_ADD,C3M FP Equity_DX_BROKER_SI_QTY_DEC,C3M FP Equity_DX_SUPPLY_SI_MV,C3M FP Equity_DX_BROKER_SI_MV_DEC,C3M FP Equity_DX_SUPPLY_SI_MV_RMV,C3M FP Equity_DX_BROKER_SI_MV_RMV,C3M FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C3M FP Equity_DX_UTILIZATION_QUANTITY,C3M FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C3M FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C3M FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C3M FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C3M FP Equity_DX_ACTIVE_UTILIZATION_MV,C3M FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C3M FP Equity_DX_BROKER_SI_CON_RATIO,C3M FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C3M FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-07-08,2000.0,235680.0,98.04,0.04,0.24,,0.0,2000.0,0.0,235680.0,,,,,,,,,,,,,,,,2000.0,,0.24,,,,100.0,4.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0435
2019-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.24,,2000.0,,,,,,,,0.0,,,,0.0,0.0,44000.0,5184960.0,,5.19,0.0,,0.0,,0.0
2019-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5184960.0,,5.18,0.0,,0.0,,0.0
2019-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5184740.0,,5.19,0.0,,0.0,,0.0
2019-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5184740.0,,5.19,0.0,,0.0,,0.0
2019-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5184520.0,,5.18,0.0,,0.0,,0.0
2019-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5184520.0,,5.18,0.0,,0.0,,0.0
2019-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5184520.0,,5.18,0.0,,0.0,,0.0
2019-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5184300.0,,5.21,0.0,,0.0,,0.0
2019-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5184080.0,,5.18,0.0,,0.0,,0.0
2019-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5183860.0,,5.18,0.0,,0.0,,0.0
2019-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5183860.0,,5.18,0.0,,0.0,,0.0
2019-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5183640.0,,5.18,0.0,,0.0,,0.0
2019-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5183420.0,,5.19,0.0,,0.0,,0.0
2019-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5183420.0,,5.19,0.0,,0.0,,0.0
2019-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5183200.0,,5.19,0.0,,0.0,,0.0
2019-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5182980.0,,5.18,0.0,,0.0,,0.0
2019-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5182980.0,,5.16,0.0,,0.0,,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5182320.0,,5.19,0.0,,0.0,,0.0
2019-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5182320.0,,5.18,0.0,,0.0,,0.0
2019-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5182540.0,,5.18,0.0,,0.0,,0.0
2019-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5182540.0,,5.18,0.0,,0.0,,0.0
2019-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5182320.0,,5.17,0.0,,0.0,,0.0
2019-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5182320.0,,5.17,0.0,,0.0,,0.0
2019-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5181880.0,,5.13,0.0,,0.0,,0.0
2019-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5181880.0,,5.18,0.0,,0.0,,0.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5181880.0,,5.18,0.0,,0.0,,0.0
2019-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5181880.0,,5.18,0.0,,0.0,,0.0
2019-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5181880.0,,5.19,0.0,,0.0,,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5181660.0,,5.18,0.0,,0.0,,0.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5181660.0,,5.17,0.0,,0.0,,0.0
2019-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5181660.0,,5.18,0.0,,0.0,,0.0
2019-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5181660.0,,5.17,0.0,,0.0,,0.0
2019-08-22,51300.0,6040831.5,1028.74,0.93,6.04,,4027221.0,34200.0,34200.0,4027221.0,,,,,,34200.0,,,,,,,,,4.03,34200.0,,4.03,,,,46.27,43.73,39720.0,4677228.6,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-08-23,51300.0,6040831.5,1028.74,0.92,6.04,,4027221.0,34200.0,34200.0,4027221.0,,,,,,,,,,,,,,,,,,4.02,,,,46.27,43.73,39720.0,4677228.6,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-08-26,51300.0,6040575.0,1028.74,0.92,6.04,,4027050.0,34200.0,34200.0,4027050.0,,,,,,,,,,,,,,,,,,4.02,,,,46.27,43.73,39720.0,4677030.0,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-08-27,51300.0,6040831.5,1028.74,0.92,6.04,,4027221.0,34200.0,34200.0,4027221.0,,,,,,,,,,,,,,,,,,4.03,,,,46.27,43.73,39720.0,4677228.6,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-08-28,51300.0,6040575.0,1028.74,0.92,6.04,,4027050.0,34200.0,34200.0,4027050.0,,,,,,,,,,,,,,,,,,4.03,,,,46.27,43.73,39720.0,4677030.0,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-08-29,51300.0,6040318.5,1028.74,0.92,6.05,,4026879.0,34200.0,34200.0,4026879.0,,,,,,,,,,,,,,,,,,4.03,,,,46.27,43.73,39720.0,4676831.4,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-08-30,51300.0,6040318.5,1028.74,0.92,6.04,,4026879.0,34200.0,34200.0,4026879.0,,,,,,,,,,,,,,,,,,4.02,,,,46.27,43.73,39720.0,4676831.4,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-09-02,51300.0,6040062.0,1028.74,0.92,6.04,,4026708.0,34200.0,34200.0,4026708.0,,,,,,,,,,,,,,,,,,4.03,,,,46.27,43.73,39720.0,4676632.8,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-09-03,51300.0,6040062.0,1146.8,0.92,6.04,,4026708.0,34200.0,34200.0,4026708.0,,,,,,,,,,,,,,,,,,4.03,,,,46.27,43.73,39720.0,4676632.8,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-09-04,51300.0,6040062.0,1225.32,0.92,6.04,,4026708.0,34200.0,34200.0,4026708.0,,,,,,,,,,,,,,,,,,4.03,,,,46.27,43.73,39720.0,4676632.8,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-09-05,51300.0,6039549.0,1225.32,0.92,6.04,,4026366.0,34200.0,34200.0,4026366.0,,,,,,,,,,,,,,,,,,4.02,,,,46.27,43.73,39720.0,4676235.6,,4.87,45.22,33.34,0.3333,33.34,0.656
2019-09-06,51300.0,6039549.0,1229.23,0.99,6.03,,4026366.0,34200.0,34200.0,4026366.0,,,,,,,,,,,,,,,,,,4.02,,,,46.27,43.73,39720.0,4676235.6,,4.87,45.22,33.34,0.3333,33.34,0.656
2019-09-09,51300.0,6039292.5,1229.23,0.99,6.03,,4026195.0,34200.0,34200.0,4026195.0,,,,,,,,,,,,,,,,,,4.02,,,,46.27,43.73,39720.0,4676037.0,,4.87,45.22,33.34,0.3333,33.34,0.656
2019-09-10,51300.0,6039036.0,1229.23,0.99,6.04,,4026024.0,34200.0,34200.0,4026024.0,,,,,,,,,,,,,,,,,,4.03,,,,46.27,43.73,39720.0,4675838.4,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-09-11,51300.0,6039036.0,1229.23,0.99,6.04,,4026024.0,34200.0,34200.0,4026024.0,,,,,,,,,,,,,,,,,,4.03,,,,46.27,43.73,39720.0,4675838.4,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-09-12,51300.0,6038523.0,1229.23,0.99,6.04,,4025682.0,34200.0,34200.0,4025682.0,,,,,,,,,,,,,,,,,,4.02,,,,46.27,43.73,39720.0,4675441.2,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-09-13,51300.0,6038010.0,1230.22,0.99,6.04,,4025340.0,34200.0,34200.0,4025340.0,,,,,,,,,,,,,,,,,,4.03,,,,46.27,43.73,39720.0,4675044.0,,4.88,45.22,33.34,0.3333,33.34,0.656
2019-09-16,24300.0,2859988.5,582.73,0.47,2.86,,1906659.0,16200.0,16200.0,1906659.0,,,,,,,,2.14,,18000.0,,,,,,,18000.0,1.91,2.15,,,28.97,26.91,39720.0,4674845.4,,4.77,28.56,33.37,0.3333,33.37,0.4037
2019-09-17,24300.0,2859867.0,1041.43,0.47,2.86,,1906578.0,16200.0,16200.0,1906578.0,,,,,,,,,,,,,,,,,,1.91,,,,28.97,26.91,39720.0,4674646.8,,4.77,28.56,33.34,0.3333,33.34,0.4037
2019-09-18,24300.0,2859867.0,1075.22,0.47,2.85,,1906578.0,16200.0,16200.0,1906578.0,,,,,,,,,,,,,,,,,,1.9,,,,28.97,26.91,39720.0,4674646.8,,4.76,28.56,33.34,0.3333,33.34,0.4037
2019-09-19,24300.0,2859624.0,1089.69,0.47,2.86,,1906416.0,16200.0,16200.0,1906416.0,,,,,,,,,,,,,,,,,,1.91,,,,28.97,26.91,39720.0,4674249.6,,4.77,28.56,33.34,0.3333,33.34,0.4037
2019-09-20,24300.0,2859624.0,1089.69,0.47,2.86,,1906416.0,16200.0,16200.0,1906416.0,,,,,,,,,,,,,,,,,,1.91,,,,28.97,26.91,39720.0,4674249.6,,4.78,28.56,33.34,0.3333,33.34,0.4037
2019-09-23,24300.0,2859502.5,1404.62,0.47,2.86,,1906335.0,16200.0,16200.0,1906335.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.33,0.3333,33.33,0.4037
2019-09-24,24300.0,2859502.5,1404.62,0.47,2.86,,1906335.0,16200.0,16200.0,1906335.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-09-25,24300.0,2859259.5,1404.62,0.48,2.86,,1906173.0,16200.0,16200.0,1906173.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-09-26,24300.0,2859259.5,1404.62,0.48,2.86,,1906173.0,16200.0,16200.0,1906173.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-09-27,24300.0,2859259.5,1404.62,0.48,2.86,,1906173.0,16200.0,16200.0,1906173.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-09-30,24300.0,2859138.0,,0.48,2.86,,1906092.0,16200.0,16200.0,1906092.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-01,24300.0,2859138.0,,0.48,2.86,,1906092.0,16200.0,16200.0,1906092.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-02,24300.0,2858530.5,,0.48,2.86,,1905687.0,16200.0,16200.0,1905687.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.35,0.3333,33.37,0.4037
2019-10-03,24300.0,2859016.5,85.76,0.48,2.85,,1906011.0,16200.0,16200.0,1906011.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-04,24300.0,2858895.0,85.76,0.48,2.86,,1905930.0,16200.0,16200.0,1905930.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.32,0.3333,33.37,0.4037
2019-10-07,24300.0,2858773.5,85.76,0.48,2.85,,1905849.0,16200.0,16200.0,1905849.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.36,0.3333,33.38,0.4037
2019-10-08,24300.0,2858652.0,85.76,0.48,2.85,,1905768.0,16200.0,16200.0,1905768.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.42,0.3333,33.43,0.4037
2019-10-09,24300.0,2858652.0,85.76,0.49,2.86,,1905768.0,16200.0,16200.0,1905768.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-10,24300.0,2858530.5,85.76,0.49,2.86,,1905687.0,16200.0,16200.0,1905687.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-11,24300.0,2858409.0,85.76,0.5,2.86,,1905606.0,16200.0,16200.0,1905606.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-14,24300.0,2858287.5,85.76,0.5,2.86,,1905525.0,16200.0,16200.0,1905525.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-15,24300.0,2858287.5,85.76,0.5,2.86,,1905525.0,16200.0,16200.0,1905525.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-16,24300.0,2858287.5,85.76,0.51,2.86,,1905525.0,16200.0,16200.0,1905525.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-17,24300.0,2858166.0,85.76,0.51,2.86,,1905444.0,16200.0,16200.0,1905444.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-18,24300.0,2858044.5,85.76,0.51,2.86,,1905363.0,16200.0,16200.0,1905363.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-21,24300.0,2857923.0,85.76,0.51,2.86,,1905282.0,16200.0,16200.0,1905282.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-22,24300.0,2857923.0,85.76,0.52,2.85,,1905282.0,16200.0,16200.0,1905282.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-23,24300.0,2857801.5,85.76,0.52,2.86,,1905201.0,16200.0,16200.0,1905201.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-24,24300.0,2857680.0,85.76,0.52,2.86,,1905120.0,16200.0,16200.0,1905120.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-25,24300.0,2857680.0,85.76,0.52,2.86,,1905120.0,16200.0,16200.0,1905120.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-28,24300.0,2857558.5,85.76,0.52,2.86,,1905039.0,16200.0,16200.0,1905039.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-29,24300.0,2857558.5,85.76,0.52,2.86,,1905039.0,16200.0,16200.0,1905039.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-30,24300.0,2857437.0,85.76,0.53,2.87,,1904958.0,16200.0,16200.0,1904958.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-10-31,24300.0,2857437.0,85.76,0.52,2.86,,1904958.0,16200.0,16200.0,1904958.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,26.91,0.0,0.0,,0.0,100.0,33.34,0.3333,33.34,0.4037
2019-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,1.9,,16200.0,,,,,,,16200.0,0.0,1.9,,,0.0,0.0,44000.0,5173740.0,,5.18,0.0,,0.0,,0.0
2019-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5173520.0,,5.17,0.0,,0.0,,0.0
2019-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5173520.0,,5.18,0.0,,0.0,,0.0
2019-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5173520.0,,5.17,0.0,,0.0,,0.0
2019-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5173080.0,,5.18,0.0,,0.0,,0.0
2019-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5172860.0,,5.17,0.0,,0.0,,0.0
2019-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5172640.0,,5.17,0.0,,0.0,,0.0
2019-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171540.0,,5.17,0.0,,0.0,,0.0
2019-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5172420.0,,5.18,0.0,,0.0,,0.0
2019-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5172200.0,,5.18,0.0,,0.0,,0.0
2019-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5172200.0,,5.17,0.0,,0.0,,0.0
2019-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5172200.0,,5.17,0.0,,0.0,,0.0
2019-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171980.0,,5.17,0.0,,0.0,,0.0
2019-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171760.0,,5.18,0.0,,0.0,,0.0
2019-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171540.0,,5.17,0.0,,0.0,,0.0
2019-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171540.0,,5.17,0.0,,0.0,,0.0
2019-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171540.0,,5.18,0.0,,0.0,,0.0
2019-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171320.0,,5.17,0.0,,0.0,,0.0
2019-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171760.0,,5.17,0.0,,0.0,,0.0
2019-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171320.0,,5.17,0.0,,0.0,,0.0
2019-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171540.0,,5.17,0.0,,0.0,,0.0
2019-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171320.0,,5.18,0.0,,0.0,,0.0
2019-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171320.0,,5.17,0.0,,0.0,,0.0
2019-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171320.0,,5.17,0.0,,0.0,,0.0
2019-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,44000.0,5171100.0,,5.17,0.0,,0.0,,0.0
2019-12-06,3900.0,458328.0,14.46,0.09,0.46,,305552.0,2600.0,2600.0,305552.0,,,,,,2600.0,,,,,,,,,0.31,2600.0,,0.31,,,,6.79,5.58,35700.0,4195464.0,,4.2,6.79,33.33,0.3333,33.33,0.0837
2019-12-09,3900.0,458347.5,14.43,0.09,0.46,,305565.0,2600.0,2600.0,305565.0,,,,,,,,,,,,,,,,,,0.31,,,,6.79,5.58,35700.0,4195642.5,,4.2,6.79,33.33,0.3333,33.33,0.0837
2019-12-10,3900.0,458328.0,13.58,0.09,0.46,,305552.0,2600.0,2600.0,305552.0,,,,,,,,,,,,,,,,,,0.31,,,,6.79,5.58,35700.0,4195464.0,,4.2,6.79,33.34,0.3333,33.34,0.0837
