,WLD FP Equity_DX_SI_QTY,WLD FP Equity_DX_SHORT_INTEREST_VALUE,WLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WLD FP Equity_DX_SI_MV,WLD FP Equity_DX_DSS,WLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WLD FP Equity_DX_SUPPLY_SI_QTY,WLD FP Equity_DX_BROKER_SI_QTY,WLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WLD FP Equity_DX_BROKER_SI_MV_NEW_x,WLD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WLD FP Equity_DX_SUPPLY_SI_QTY_INC_x,WLD FP Equity_DX_BROKER_SI_MV_INC_x,WLD FP Equity_DX_SUPPLY_SI_MV_NEW,WLD FP Equity_DX_BROKER_SI_QTY_ADD,WLD FP Equity_DX_BROKER_SI_QTY_NEW,WLD FP Equity_DX_SUPPLY_SI_MV_DEC,WLD FP Equity_DX_BROKER_SI_QTY_INC,WLD FP Equity_DX_SUPPLY_SI_QTY_DEC,WLD FP Equity_DX_BROKER_SI_MV_NEW_y,WLD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WLD FP Equity_DX_BROKER_SI_MV_INC_y,WLD FP Equity_DX_SUPPLY_SI_QTY_INC_y,WLD FP Equity_DX_BROKER_SI_MV_ADD,WLD FP Equity_DX_SUPPLY_SI_QTY_ADD,WLD FP Equity_DX_BROKER_SI_QTY_DEC,WLD FP Equity_DX_SUPPLY_SI_MV,WLD FP Equity_DX_BROKER_SI_MV_DEC,WLD FP Equity_DX_SUPPLY_SI_MV_RMV,WLD FP Equity_DX_BROKER_SI_MV_RMV,WLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WLD FP Equity_DX_UTILIZATION_QUANTITY,WLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WLD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WLD FP Equity_DX_ACTIVE_UTILIZATION_MV,WLD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WLD FP Equity_DX_BROKER_SI_CON_RATIO,WLD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WLD FP Equity_DX_DEMAND_SUPPLY_RATIO,WLD FP Equity_PX_LAST
2022-02-22,1533.0,396602.43,0.31,0.01,0.39,,8537.43,1533.0,33.0,396602.43,,,,,,,,,,,,,,,,,,0.39,,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.16,0.9578,97.84,0.0022,258.71
2022-02-23,1533.0,393705.06,0.32,0.01,0.4,,8475.06,1533.0,33.0,393705.06,,,,,,,,,,,,,,,,,,0.4,,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.15,0.958,97.85,0.0022,256.82
2022-02-24,1533.0,387986.97,0.32,0.01,0.4,,8351.97,1533.0,33.0,387986.97,,,,,,,,,,,,,,,,,,0.4,,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.13,0.9583,97.87,0.0022,253.09
2022-02-25,1533.0,400956.15,0.29,0.01,0.39,,8631.15,1533.0,33.0,400956.15,,,,,,,,,,,,,,,,,,0.39,,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.16,0.9577,97.84,0.0022,261.55
2022-02-28,1533.0,403715.55,0.29,0.01,0.4,,8690.55,1533.0,33.0,403715.55,,,,,,,,,,,,,,,,,,0.4,,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.14,0.958,97.86,0.0022,263.35
2022-03-01,1533.0,400910.16,0.29,0.01,0.41,,8630.16,1533.0,33.0,400910.16,,,,,,,,,,,,,,,,,,0.41,,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.13,0.9582,97.87,0.0022,261.52
2022-03-02,1533.0,404757.99,0.29,0.01,0.4,,8712.99,1533.0,33.0,404757.99,,,,,,,,,,,,,,,,,,0.4,,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.15,0.9579,97.85,0.0022,264.03
2022-03-03,1500.0,395790.0,0.28,0.01,0.4,,0.0,1500.0,0.0,395790.0,,,,,,,,0.01,,33.0,,,,,,,33.0,0.4,0.01,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022,263.86
2022-03-04,1876.0,490236.32,0.35,0.01,0.5,,98256.32,1876.0,376.0,490236.32,,,33.0,,,376.0,,,,,,,,33.0,0.1,343.0,,0.5,,,,100.0,0.27,0.0,0.0,,0.0,100.0,19.83,0.682,80.17,0.0027,261.32
2022-03-07,4076.0,1060371.4,0.76,0.03,1.07,,383981.4,2976.0,1476.0,774206.4,,,,,,1100.0,,,,,,,,,0.29,1100.0,,0.78,,,,100.0,0.43,0.0,0.0,,0.0,100.0,36.94,0.435,53.85,0.0059,260.15
2022-03-08,4076.0,1036445.28,0.78,0.03,1.05,,375317.28,2976.0,1476.0,756737.28,,,,,,,,,,,,,,,,,,0.77,,,,100.0,0.43,0.0,0.0,,0.0,100.0,36.68,0.4355,54.08,0.0059,254.28
2022-03-09,1876.0,484364.44,0.37,0.01,0.47,,97079.44,1876.0,376.0,484364.44,,,,,,,,0.28,,1100.0,,,,,,,1100.0,0.47,0.28,,,100.0,0.27,0.0,0.0,,0.0,100.0,20.3,0.6764,79.7,0.0027,258.19
2022-03-10,1876.0,480706.24,0.37,0.01,0.49,,96346.24,1876.0,376.0,480706.24,,,,,,,,,,,,,,,,,,0.49,,,,100.0,0.27,0.0,0.0,,0.0,100.0,19.92,0.681,80.08,0.0027,256.24
2022-03-11,4276.0,1109408.2,0.82,0.03,1.1,,720233.2,1876.0,2776.0,486728.2,,,,,,2400.0,,,,,,,,,0.61,,,0.48,,,,100.0,0.27,0.0,0.0,,0.0,100.0,35.23,0.4454,55.99,0.0061,259.45
2022-03-14,6300.0,1613178.0,1.18,0.04,1.63,,614544.0,3900.0,2400.0,998634.0,,,,,,,,0.09,,376.0,,,,,,2400.0,376.0,1.01,0.1,,,100.0,0.56,0.0,0.0,,0.0,100.0,23.75,0.6378,76.25,0.009,256.06
2022-03-15,1500.0,388185.0,0.27,0.01,0.38,,0.0,1500.0,0.0,388185.0,,,,,,,,0.62,,2400.0,,,,,,,2400.0,0.38,0.62,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022,258.79
2022-03-16,1500.0,396015.0,0.28,0.01,0.39,,0.0,1500.0,0.0,396015.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022,264.01
2022-03-17,1500.0,397305.0,0.28,0.01,0.39,,0.0,1500.0,0.0,397305.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022,264.87
2022-03-18,8300.0,2233032.0,1.51,0.06,2.2,,914736.0,4900.0,3400.0,1318296.0,,,420.0,,,3400.0,,,,,,,,420.0,0.9,2980.0,,1.3,,,,100.0,0.7,0.0,0.0,,0.0,100.0,20.61,0.6728,79.39,0.0119,269.04
2022-03-21,8300.0,2248719.0,1.49,0.06,2.23,,921162.0,4900.0,3400.0,1327557.0,,,,,,,,,,,,,,,,,,1.32,,,,100.0,0.72,0.0,0.0,,0.0,100.0,20.58,0.6731,79.42,0.0122,270.93
2022-03-22,13763.0,3767896.51,2.67,0.09,3.73,,1040326.0,9963.0,3800.0,2727570.51,,,,0.11,,,,,400.0,,,,0.11,,,5063.0,,2.7,,,,100.0,1.46,0.0,0.0,,0.0,100.0,39.69,0.4072,48.56,0.0202,273.77
2022-03-23,13763.0,3760189.23,2.64,0.09,3.76,,2421460.23,9963.0,8863.0,2721991.23,,,,,,5063.0,,,,,,,,,1.39,,,2.72,,,,100.0,1.46,0.0,0.0,,0.0,100.0,39.75,0.4066,48.44,0.0202,273.21
2022-03-24,11363.0,3103008.04,2.2,0.07,3.1,,1764916.04,9963.0,6463.0,2720696.04,,,,,,,,,,,,,,,,,2400.0,2.72,0.66,,,100.0,1.47,0.0,0.0,,0.0,100.0,36.48,0.3942,49.0,0.0168,273.08
2022-03-25,11363.0,3116984.53,2.11,0.07,3.1,,1772865.53,9963.0,6463.0,2732950.53,,,,,,,,,,,,,,,,,,2.71,,,,100.0,1.47,0.0,0.0,,0.0,100.0,36.53,0.3941,48.94,0.0168,274.31
2022-03-28,8963.0,2467872.42,1.61,0.06,2.46,,1779522.42,7563.0,6463.0,2082396.42,,,,,,,,0.65,,2400.0,,,,,,,,2.07,,,,100.0,1.12,0.0,0.0,,0.0,100.0,18.83,0.4703,63.54,0.0133,275.34
2022-03-29,6963.0,1931257.68,1.22,0.05,1.91,,1515217.68,6563.0,5463.0,1820313.68,,,,,,,,0.27,,1000.0,,,,,,,1000.0,1.8,0.27,,,100.0,0.97,0.0,0.0,,0.0,100.0,21.39,0.5797,72.84,0.0103,277.36
2022-03-30,12991.0,3587334.74,2.22,0.09,3.59,,376931.1,12591.0,1365.0,3476878.74,,,385.0,,,965.0,,,,,,,,385.0,0.27,5643.0,5063.0,3.48,1.38,,,12.24,1.85,90293.0,24933509.02,,24.92,12.26,11.51,0.6284,78.02,0.0191,276.14
2022-03-31,17991.0,4963716.9,3.08,0.12,4.98,,2463235.2,15091.0,8928.0,4163606.9,,,,0.69,,5063.0,,,2500.0,,,,0.69,,1.4,2500.0,,4.18,,,,15.04,2.23,85230.0,23514957.0,,23.71,14.98,29.92,0.417,56.36,0.0266,275.9
2022-04-01,15928.0,4376536.56,2.69,0.11,4.41,,1886296.05,10028.0,6865.0,2755393.56,,,,0.83,,,,1.4,3000.0,5063.0,,,0.83,,,,5063.0,2.78,1.4,,,10.53,1.48,85230.0,23418647.1,,23.7,10.5,31.93,0.3913,52.62,0.0235,274.77
2022-04-04,15928.0,4423842.72,2.64,0.1,4.39,,1906685.1,10028.0,6865.0,2785176.72,,,,,,,,,,,,,,,,,,2.77,,,,10.53,1.48,85230.0,23671780.2,,23.55,10.54,31.83,0.3915,52.69,0.0235,277.74
2022-04-05,15928.0,4445345.52,2.65,0.1,4.43,,1915952.85,10028.0,6865.0,2798714.52,,,,,,,,,,,,,,,,,,2.8,,,,10.53,1.48,85230.0,23786840.7,,23.85,10.49,31.96,0.391,52.56,0.0235,279.09
2022-04-06,15528.0,4249237.2,2.6,0.1,4.33,,1769147.25,10028.0,6465.0,2744162.2,,,,,,,,,,,,,,,,,400.0,2.8,0.11,,,10.53,1.48,85230.0,23323189.5,,23.85,10.51,32.69,0.3847,51.45,0.0229,273.65
2022-04-07,9690.0,2645370.0,1.64,0.06,2.66,,853671.0,6690.0,3127.0,1826370.0,,,,,,,,0.94,,3338.0,,,,,,,3338.0,1.84,0.95,,,7.28,0.99,85230.0,23267790.0,,23.41,7.27,30.89,0.3934,52.33,0.0143,273.0
2022-04-08,9690.0,2680932.3,1.76,0.06,2.65,,865147.09,6690.0,3127.0,1850922.3,,,,,,,,,,,,,,,,,,1.83,,,,7.28,0.99,85230.0,23580584.1,,23.35,7.27,30.91,0.3934,52.33,0.0143,276.67
2022-04-11,14090.0,3841074.9,2.56,0.09,3.9,,1452193.47,8890.0,5327.0,2423502.9,,,,0.62,,,,,2200.0,,,,0.62,,,2200.0,,2.46,,,,9.45,1.31,85230.0,23234550.3,,23.57,9.45,35.92,0.4164,52.54,0.0208,272.61
2022-04-12,14740.0,4039497.0,2.76,0.1,4.02,,1548930.6,9215.0,5652.0,2525370.75,,,325.0,0.06,,,,,325.0,,,,0.06,325.0,,,,2.52,,,,9.76,1.36,85230.0,23357281.5,,23.35,9.74,35.26,0.4208,53.43,0.0218,274.05
2022-04-13,14740.0,4021809.0,2.78,0.1,4.04,,1542148.2,9215.0,5652.0,2514312.75,,,,,,,,,,,,,,,,,,2.52,,,,9.76,1.36,85230.0,23255005.5,,23.34,9.76,35.12,0.4219,53.64,0.0218,272.85
2022-04-14,9677.0,2656046.19,1.9,0.06,2.65,,1551304.44,4152.0,5652.0,1139599.44,,,,,,,,1.39,,5063.0,,,,,,,,1.14,,,,100.0,0.61,0.0,0.0,,0.0,100.0,16.03,0.7084,82.61,0.0142,274.47
2022-04-15,9677.0,2656046.19,1.88,0.06,2.66,,1551304.44,4152.0,5652.0,1139599.44,,,,,,,,,,,,,,,,,,1.14,,,,100.0,0.61,0.0,0.0,,0.0,100.0,15.97,0.7091,82.67,0.0143,
2022-04-18,9677.0,2656046.19,1.88,0.06,2.65,,1551304.44,4152.0,5652.0,1139599.44,,,,,,,,,,,,,,,,,,1.14,,,,44.78,0.61,5119.0,1405011.93,,1.4,44.74,16.1,0.7074,82.54,0.0142,
2022-04-19,11277.0,3096664.2,2.19,0.07,3.04,,1771719.2,4952.0,6452.0,1359819.2,,,,0.17,,,,,800.0,,,,0.17,,,800.0,,1.35,,,,49.17,0.72,5119.0,1405677.4,,1.39,49.28,13.81,0.6265,77.57,0.0165,274.6
2022-04-20,11277.0,3102077.16,2.19,0.07,3.05,,1774816.16,4952.0,6452.0,1362196.16,,,,,,,,,,,,,,,,,,1.36,,,,49.17,0.72,5119.0,1408134.52,,1.41,49.1,13.84,0.6262,77.55,0.0165,275.08
2022-04-21,21277.0,5853089.93,4.05,0.14,5.8,,3150330.68,9952.0,11452.0,2737695.68,,,4420.0,1.37,,,,,5000.0,,,,1.37,4420.0,,580.0,,2.74,,,,100.0,1.46,0.0,0.0,,0.0,100.0,9.52,0.7273,84.59,0.0311,275.09
2022-04-22,21552.0,5787789.6,4.22,0.14,5.88,,3068720.85,10252.0,11427.0,2753174.6,,,300.0,,,,,,,,,,,300.0,,,25.0,2.82,0.02,,,100.0,1.5,0.0,0.0,,0.0,100.0,9.58,0.7263,84.53,0.0315,268.55
2022-04-25,13827.0,3640925.64,2.83,0.09,3.66,,1639693.64,7727.0,6227.0,2034673.64,,,,,,,,0.75,,2525.0,,,,,,,5200.0,2.08,1.5,,,100.0,1.13,0.0,0.0,,0.0,100.0,18.17,0.542,70.68,0.0203,263.32
2022-04-26,13827.0,3651848.97,2.76,0.09,3.6,,1644612.97,7727.0,6227.0,2040777.97,,,,,,,,,,,,,,,,,,2.03,,,,100.0,1.13,0.0,0.0,,0.0,100.0,17.99,0.5453,70.96,0.0203,264.11
2022-04-27,12227.0,3257884.15,2.46,0.08,3.23,,1446024.15,6927.0,5427.0,1845699.15,,,,,,,,0.21,,800.0,,,,,,,800.0,1.83,0.18,,,100.0,1.02,0.0,0.0,,0.0,100.0,21.81,0.6309,76.36,0.018,266.45
2022-04-28,12227.0,3282949.5,2.52,0.08,3.25,,1457149.5,6927.0,5427.0,1859899.5,,,,,,,,,,,,,,,,,,1.85,,,,100.0,1.02,0.0,0.0,,0.0,100.0,21.77,0.6314,76.4,0.018,268.5
2022-04-29,1927.0,517418.77,0.39,0.01,0.52,,34100.77,1927.0,127.0,517418.77,,,,,,,,1.32,,5000.0,,,,,,,5300.0,0.52,1.4,,,27.64,0.28,5044.0,1354364.44,,1.35,27.56,7.84,0.8555,92.16,0.0028,268.51
2022-05-02,1809.0,475658.46,0.36,0.01,0.49,,81248.46,1809.0,309.0,475658.46,,,,0.05,,,,0.03,182.0,118.0,,,0.05,,,,,0.49,,,,26.05,0.27,5135.0,1350196.9,,1.38,26.12,17.04,0.7173,82.96,0.0027,262.94
2022-05-03,1839.0,490626.81,0.37,0.01,0.48,,90441.81,1839.0,339.0,490626.81,,,30.0,0.01,,,,,30.0,,,,0.01,30.0,,,,0.48,,,,26.48,0.27,5105.0,1361962.95,,1.34,26.45,18.49,0.6985,81.51,0.0027,266.79
2022-05-04,1712.0,450512.8,0.36,0.01,0.46,,55787.8,1712.0,212.0,450512.8,,,,,,,,0.03,,127.0,,,,,,,127.0,0.46,0.03,,,24.65,0.25,5232.0,1376800.8,,1.41,24.44,12.48,0.7816,87.52,0.0025,263.15
2022-05-05,1712.0,453337.6,0.34,0.01,0.45,,56137.6,1712.0,212.0,453337.6,,,,,,,,,,,,,,,,,,0.45,,,,24.65,0.25,5232.0,1385433.6,,1.38,24.82,12.3,0.7842,87.7,0.0025,264.8
2022-05-06,1712.0,445411.04,0.34,0.01,0.45,,55156.04,1712.0,212.0,445411.04,,,,,,,,,,,,,,,,,,0.45,,,,24.65,0.25,5232.0,1361209.44,,1.38,24.63,12.39,0.7828,87.61,0.0025,260.17
2022-05-09,1712.0,433786.56,0.34,0.01,0.44,,53716.56,1712.0,212.0,433786.56,,,,,,,,,,,,,,,,,,0.44,,,,24.65,0.25,5232.0,1325684.16,,1.36,24.65,12.39,0.7829,87.61,0.0025,253.38
2022-05-10,1712.0,430157.12,0.35,0.01,0.43,,53267.12,1712.0,212.0,430157.12,,,,,,,,,,,,,,,,,,0.43,,,,24.65,0.25,5232.0,1314592.32,,1.32,24.71,12.37,0.7833,87.63,0.0025,251.26
2022-05-11,1682.0,428069.0,0.29,0.01,0.42,,46319.0,1682.0,182.0,428069.0,,,,,,,,0.01,,30.0,,,,,,,30.0,0.42,0.01,,,24.22,0.25,5262.0,1339179.0,,1.32,24.25,10.81,0.8072,89.19,0.0025,254.5
2022-05-12,1682.0,424133.12,0.3,0.01,0.43,,45893.12,1682.0,182.0,424133.12,,,,,,,,,,,,,,,,,,0.43,,,,24.22,0.25,5262.0,1326865.92,,1.34,24.5,10.7,0.8089,89.3,0.0025,252.16
2022-05-13,1682.0,434847.46,0.3,0.01,0.42,,47052.46,1682.0,182.0,434847.46,,,,,,,,,,,,,,,,,,0.42,,,,24.22,0.25,5262.0,1360384.86,,1.33,24.16,10.85,0.8065,89.15,0.0025,258.53
2022-05-16,1682.0,433821.44,0.3,0.01,0.43,,46941.44,1682.0,182.0,433821.44,,,,,,,,,,,,,,,,,,0.43,,,,24.22,0.25,5262.0,1357175.04,,1.36,24.17,10.84,0.8067,89.16,0.0025,257.92
2022-05-17,7282.0,1885382.62,1.32,0.05,1.88,,772069.62,4482.0,2982.0,1160434.62,,,,,,2800.0,,,,,,,,,0.72,2800.0,,1.15,,,,46.0,0.66,5262.0,1362384.42,,1.36,45.83,20.42,0.6364,77.07,0.0107,258.91
2022-05-18,7282.0,1858512.04,1.32,0.05,1.88,,761066.04,4482.0,2982.0,1143896.04,,,,,,,,,,,,,,,,,,1.16,,,,46.0,0.66,5262.0,1342967.64,,1.36,46.13,20.73,0.633,76.77,0.0107,255.22
2022-05-19,1682.0,421021.42,0.3,0.01,0.42,,45556.42,1682.0,182.0,421021.42,,,,,,,,0.72,,2800.0,,,,,,,2800.0,0.42,0.72,,,24.22,0.25,5262.0,1317131.22,,1.35,23.97,10.93,0.8053,89.07,0.0025,250.31
2022-05-20,1682.0,420012.22,0.3,0.01,0.42,,45447.22,1682.0,182.0,420012.22,,,,,,,,,,,,,,,,,,0.42,,,,24.22,0.25,5262.0,1313974.02,,1.32,24.27,10.8,0.8073,89.2,0.0025,249.71
2022-05-23,1682.0,424856.38,0.29,0.01,0.42,,45971.38,1682.0,182.0,424856.38,,,,,,,,,,,,,,,,,,0.42,,,,24.22,0.25,5262.0,1329128.58,,1.32,23.96,10.94,0.8051,89.06,0.0025,252.59
2022-05-24,1682.0,414680.28,0.29,0.01,0.42,,44870.28,1682.0,182.0,414680.28,,,,,,,,,,,,,,,,,,0.42,,,,24.22,0.25,5262.0,1297293.48,,1.33,24.14,10.86,0.8064,89.14,0.0025,246.54
2022-05-25,1682.0,422282.92,0.3,0.01,0.42,,45692.92,1682.0,182.0,422282.92,,,,,,,,,,,,,,,,,,0.42,,,,24.22,0.25,5262.0,1321077.72,,1.3,24.33,10.76,0.8079,89.24,0.0025,251.06
2022-05-26,1682.0,428304.48,0.3,0.01,0.42,,46344.48,1682.0,182.0,428304.48,,,,,,,,,,,,,,,,,,0.42,,,,24.22,0.25,5262.0,1339915.68,,1.33,24.12,10.86,0.8064,89.14,0.0025,254.64
2022-05-27,1682.0,437320.0,0.3,0.01,0.43,,47320.0,1682.0,182.0,437320.0,,,,,,,,,,,,,,,,,,0.43,,,,24.22,0.25,5262.0,1368120.0,,1.34,24.22,10.81,0.8071,89.19,0.0025,260.0
2022-05-30,1682.0,440028.02,0.3,0.01,0.44,,47613.02,1682.0,182.0,440028.02,,,,,,,,,,,,,,,,,,0.44,,,,24.22,0.25,5262.0,1376591.82,,1.37,24.12,10.87,0.8062,89.13,0.0025,261.61
2022-05-31,1682.0,436462.18,0.3,0.01,0.44,,47227.18,1682.0,182.0,436462.18,,,,,,,,,,,,,,,,,,0.44,,,,24.22,0.25,5262.0,1365436.38,,1.37,24.32,10.79,0.8076,89.21,0.0025,259.49
2022-06-01,1500.0,388350.0,0.27,0.01,0.39,,0.0,1500.0,0.0,388350.0,,,,,,,,0.05,,182.0,,,,,,,182.0,0.39,0.05,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022,258.9
2022-06-02,1500.0,389400.0,0.28,0.01,0.38,,0.0,1500.0,0.0,389400.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022,259.6
2022-06-03,1500.0,387915.0,0.27,0.01,0.39,,0.0,1500.0,0.0,387915.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,258.61
2022-06-06,1500.0,390945.0,0.27,0.01,0.39,,0.0,1500.0,0.0,390945.0,,,,,,,,,,,,,,,,,,0.39,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0023,260.63
2022-06-07,6500.0,1690260.0,1.2,0.04,1.69,,650100.0,4000.0,2500.0,1040160.0,,,,,,2500.0,,,,,,,,,0.65,2500.0,,1.04,,,,100.0,0.61,0.0,0.0,,0.0,100.0,23.05,0.6452,76.95,0.0099,260.04
2022-06-08,6500.0,1693250.0,1.21,0.04,1.69,,651250.0,4000.0,2500.0,1042000.0,,,,,,,,,,,,,,,,,,1.04,,,,100.0,0.61,0.0,0.0,,0.0,100.0,23.05,0.6452,76.95,0.0099,260.5
2022-06-09,6500.0,1677780.0,1.23,0.04,1.69,,645300.0,4000.0,2500.0,1032480.0,,,,,,,,,,,,,,,,,,1.04,,,,100.0,0.61,0.0,0.0,,0.0,100.0,23.24,0.6432,76.76,0.0099,258.12
2022-06-10,6500.0,1625000.0,1.26,0.04,1.68,,625000.0,4000.0,2500.0,1000000.0,,,,,,,,,,,,,,,,,,1.04,,,,100.0,0.61,0.0,0.0,,0.0,100.0,23.2,0.6436,76.8,0.0099,250.0
2022-06-13,4500.0,1098945.0,0.95,0.03,1.13,,732630.0,1500.0,3000.0,366315.0,,,,0.1,,,,0.65,500.0,2500.0,,,0.1,,,,,0.38,,,,100.0,0.23,0.0,0.0,,0.0,100.0,33.54,0.5542,66.46,0.0069,244.21
2022-06-14,4500.0,1088730.0,0.97,0.03,1.1,,725820.0,1500.0,3000.0,362910.0,,,,,,,,,,,,,,,,,,0.37,,,,100.0,0.23,0.0,0.0,,0.0,100.0,33.34,0.5555,66.66,0.0069,241.94
2022-06-15,4528.0,1105601.76,0.97,0.03,1.1,,739346.76,1528.0,3028.0,373091.76,,,28.0,,,28.0,,,,,,,,28.0,0.01,,,0.37,,,,23.9,0.23,4866.0,1188131.22,,1.19,23.83,33.05,0.5492,66.32,0.0069,244.17
2022-06-16,4394.0,1040235.56,1.01,0.03,1.07,,716848.72,1394.0,3028.0,330015.56,,,,,,,,0.03,,134.0,,,,,,,,0.34,,,,100.0,0.22,0.0,0.0,,0.0,100.0,30.87,0.5644,68.49,0.0068,236.74
2022-06-17,4394.0,1040499.2,1.02,0.03,1.05,,717030.4,1394.0,3028.0,330099.2,,,,,,,,,,,,,,,,,,0.33,,,,100.0,0.22,0.0,0.0,,0.0,100.0,31.19,0.5621,68.18,0.0068,236.8
2022-06-20,4394.0,1045596.24,0.98,0.03,1.04,,720542.88,1394.0,3028.0,331716.24,,,,,,,,,,,,,,,,,,0.33,,,,100.0,0.22,0.0,0.0,,0.0,100.0,31.03,0.5633,68.33,0.0068,237.96
2022-06-21,1394.0,335730.96,0.32,0.01,0.33,,6743.52,1394.0,28.0,335730.96,,,,,,,,,,,,,,,,,3000.0,0.33,0.71,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.01,0.9605,97.99,0.0022,240.84
2022-06-22,472.0,113398.0,0.14,0.0,0.11,,6727.0,472.0,28.0,113398.0,,,,,,,,0.22,,922.0,,,,,,,,0.11,,,,100.0,0.07,0.0,0.0,,0.0,100.0,5.95,0.8881,94.05,0.0007,240.25
2022-06-23,529.0,127293.27,0.15,0.0,0.13,,20453.55,529.0,85.0,127293.27,,,57.0,0.01,,,,,57.0,,,,0.01,57.0,,,,0.13,,,,100.0,0.08,0.0,0.0,,0.0,100.0,16.04,0.7306,83.96,0.0008,240.63
2022-06-24,501.0,123661.83,0.14,0.0,0.12,,14069.31,501.0,57.0,123661.83,,,,,,,,0.01,,28.0,,,,,,,28.0,0.12,0.01,,,100.0,0.08,0.0,0.0,,0.0,100.0,11.41,0.7979,88.59,0.0008,246.83
2022-06-27,501.0,124062.63,0.15,0.0,0.12,,14114.91,501.0,57.0,124062.63,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.41,0.7979,88.59,0.0051,247.63
2022-06-28,501.0,124022.55,0.15,0.0,0.12,,14110.35,501.0,57.0,124022.55,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.32,0.7992,88.68,0.0051,247.55
2022-06-29,501.0,122950.41,0.15,0.0,0.12,,13988.37,501.0,57.0,122950.41,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.31,0.7994,88.69,0.0051,245.41
2022-06-30,501.0,121748.01,0.15,0.0,0.12,,13851.57,501.0,57.0,121748.01,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.42,0.7977,88.58,0.0051,243.01
2022-07-01,501.0,122319.15,0.13,0.0,0.12,,13916.55,501.0,57.0,122319.15,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.32,0.7992,88.68,0.0051,244.15
2022-07-04,501.0,122358.68,0.13,0.0,0.12,,13921.05,501.0,57.0,122358.68,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.37,0.7985,88.63,0.0051,245.13
2022-07-05,501.0,122198.95,0.13,0.0,0.12,,13902.87,501.0,57.0,122198.95,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.23,0.8006,88.77,0.0051,244.81
2022-07-06,501.0,124864.23,0.13,0.0,0.12,,14206.11,501.0,57.0,124864.23,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.52,0.0,0.0,,0.0,100.0,11.3,0.7995,88.7,0.0052,249.23
2022-07-07,501.0,127203.9,0.13,0.0,0.13,,14472.3,501.0,57.0,127203.9,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.51,0.0,0.0,,0.0,100.0,11.36,0.7987,88.64,0.0051,253.9
2022-07-08,444.0,113397.6,0.11,0.0,0.11,,0.0,444.0,0.0,113397.6,,,,,,,,0.01,,57.0,,,,,,,57.0,0.11,0.01,,,100.0,0.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0046,255.4
2022-07-11,444.0,112838.16,0.11,0.0,0.11,,0.0,444.0,0.0,112838.16,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.45,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0045,254.14
