,ALCLS FP Equity_DX_SI_QTY,ALCLS FP Equity_DX_SHORT_INTEREST_VALUE,ALCLS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCLS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCLS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCLS FP Equity_DX_SI_MV,ALCLS FP Equity_DX_DSS,ALCLS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCLS FP Equity_DX_SUPPLY_SI_QTY,ALCLS FP Equity_DX_BROKER_SI_QTY,ALCLS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCLS FP Equity_DX_BROKER_SI_MV_NEW_x,ALCLS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCLS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCLS FP Equity_DX_BROKER_SI_MV_INC_x,ALCLS FP Equity_DX_SUPPLY_SI_MV_NEW,ALCLS FP Equity_DX_BROKER_SI_QTY_ADD,ALCLS FP Equity_DX_BROKER_SI_QTY_NEW,ALCLS FP Equity_DX_SUPPLY_SI_MV_DEC,ALCLS FP Equity_DX_BROKER_SI_QTY_INC,ALCLS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCLS FP Equity_DX_BROKER_SI_MV_NEW_y,ALCLS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCLS FP Equity_DX_BROKER_SI_MV_INC_y,ALCLS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCLS FP Equity_DX_BROKER_SI_MV_ADD,ALCLS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCLS FP Equity_DX_BROKER_SI_QTY_DEC,ALCLS FP Equity_DX_SUPPLY_SI_MV,ALCLS FP Equity_DX_BROKER_SI_MV_DEC,ALCLS FP Equity_DX_SUPPLY_SI_MV_RMV,ALCLS FP Equity_DX_BROKER_SI_MV_RMV,ALCLS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCLS FP Equity_DX_UTILIZATION_QUANTITY,ALCLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCLS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCLS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCLS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCLS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCLS FP Equity_DX_BROKER_SI_CON_RATIO,ALCLS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCLS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCLS FP Equity_PX_LAST
2022-03-22,1626289.0,6199413.67,4.92,6.45,3.58,6.29,1.0,5539430.67,1205225.0,1453156.0,4594317.7,,,,,,,,0.22,,22000.0,,,,,,14531.0,70551.0,4.54,0.31,,,38.47,38.47,1927891.0,7349120.49,,7.28,38.43,20.03,0.3567,54.76,0.5191,3.812
2022-03-23,1717474.0,6784022.3,5.2,6.62,3.78,6.83,1.0,5916728.7,1272312.0,1497906.0,5025632.4,,,58981.0,0.38,,,,0.04,84750.0,10823.0,,,0.38,58981.0,,18929.0,40000.0,4.88,0.14,,,40.58,40.58,1862624.0,7357364.8,,7.13,40.6,16.46,0.3241,51.98,0.5478,3.95
2022-03-24,1862192.0,7903142.85,5.63,6.92,4.09,7.7,1.0,6905904.7,1411873.0,1627216.0,5991989.01,,,157118.0,,,163339.0,,0.11,,29932.0,,,,157118.0,0.63,12375.0,34029.0,5.59,0.0,,,45.04,45.04,1723065.0,7312687.86,,6.89,44.79,15.12,0.2799,47.69,0.594,4.244
2022-03-25,1747399.0,7000080.39,5.29,6.25,3.84,7.4,1.0,6332328.27,1362017.0,1580711.0,5456240.1,,,,0.05,,,,0.15,2412.0,65532.0,,,0.05,,,15676.0,48917.0,5.76,0.33,,,43.38,43.38,1777519.0,7120741.11,,7.5,43.46,16.89,0.2565,43.58,0.5566,4.006
2022-03-28,1706848.0,6759118.08,5.16,6.09,3.75,6.96,1.0,6048567.36,1308722.0,1527416.0,5182539.12,,,12500.0,0.03,,,,0.47,9583.0,68878.0,,,0.03,12500.0,,3083.0,62878.0,5.24,0.39,,,41.69,41.69,1830504.0,7248795.84,,7.33,41.68,16.98,0.2856,47.9,0.5437,3.96
2022-03-29,1760567.0,7197197.9,5.33,6.29,3.87,7.2,1.0,6505692.26,1349244.0,1591412.0,5515709.47,,,43504.0,0.25,,,,0.08,64759.0,12852.0,,,0.25,43504.0,,9870.0,763.0,5.33,0.0,,,42.86,42.86,1798889.0,7353858.23,,7.13,42.77,16.21,0.2795,47.28,0.5592,4.088
2022-03-30,1633014.0,6839062.63,4.94,5.82,3.59,6.91,1.0,6091634.46,1276851.0,1454545.0,5347451.99,,,36375.0,,,,,0.36,,108768.0,,,,36375.0,,,136867.0,5.21,0.46,,,40.52,40.52,1874059.0,7848559.09,,7.68,40.43,15.38,0.3058,50.54,0.5183,4.188
2022-03-31,1471799.0,6149176.22,4.45,5.23,3.24,6.33,1.0,5403532.74,1115636.0,1293330.0,4661127.21,,,,,,,,0.63,,161215.0,,,,,,,161215.0,4.69,0.64,,,35.41,35.41,2035274.0,8503374.77,,8.56,35.41,16.79,0.3594,55.6,0.4671,4.178
2022-04-01,1393760.0,6126968.96,4.22,4.89,3.06,6.13,1.0,5629754.98,1102960.0,1280654.0,4848612.16,,,,,,,,0.06,,12676.0,,,,,,,12676.0,4.63,0.06,,,34.92,34.92,2055754.0,9037094.58,,8.68,34.77,17.3,0.3616,55.87,0.4412,4.396
2022-04-04,1452601.0,6652912.58,4.39,5.15,3.19,6.66,1.0,5879492.56,1108075.0,1283732.0,5074983.5,,,14425.0,0.11,,,,0.0,18598.0,26573.0,,,0.11,14425.0,,17263.0,15520.0,4.89,0.0,,,34.99,34.99,2058713.0,9428905.54,,9.13,34.89,16.75,0.3643,56.15,0.4587,4.58
2022-04-05,1462269.0,6463228.98,4.42,5.16,3.21,6.76,1.0,5653140.22,1119297.0,1278991.0,4947292.74,,,6500.0,,,17705.0,,0.09,,25298.0,,,,6500.0,0.08,30020.0,22446.0,5.14,0.07,,,35.35,35.35,2046922.0,9047395.24,,9.38,35.4,17.2,0.345,54.25,0.4618,4.42
2022-04-06,1363176.0,5670812.16,4.12,4.81,3.0,6.03,1.0,5188327.04,1069500.0,1247194.0,4449120.0,,,21892.0,0.0,,,,0.38,4203.0,71689.0,,,0.0,21892.0,,,36000.0,4.72,0.2,,,33.78,33.78,2096286.0,8720549.76,,9.21,33.88,15.96,0.3779,57.59,0.4306,4.16
2022-04-07,1294990.0,5413058.2,3.92,4.5,2.85,5.57,1.0,4953015.76,1040945.0,1184932.0,4351150.1,,,25676.0,0.06,,,,0.25,23491.0,54231.0,,,0.06,25676.0,,,85753.0,4.34,0.43,,,32.84,32.84,2128441.0,8896883.38,,8.88,32.82,12.82,0.3936,59.85,0.4086,4.18
2022-04-08,1318969.0,5463169.6,3.99,4.58,2.9,5.65,1.0,5010357.87,1072260.0,1209647.0,4441300.92,,,44389.0,0.11,,,,0.06,25451.0,13630.0,,,0.11,44389.0,,556.0,736.0,4.48,0.0,,,33.83,33.83,2097126.0,8686295.89,,8.78,33.8,14.54,0.3828,58.58,0.4162,4.142
2022-04-11,1302949.0,5271731.65,3.94,4.62,2.86,5.49,1.0,4768724.84,1023903.0,1178627.0,4142711.54,,,22586.0,0.06,,7586.0,,0.31,15000.0,70943.0,,,0.06,22586.0,0.03,,53606.0,4.23,0.29,,,32.37,32.37,2138883.0,8653920.62,,8.83,32.4,12.8,0.3635,57.02,0.412,4.046
2022-04-12,1228138.0,4875707.86,3.71,4.35,2.7,4.99,1.0,4591630.54,986982.0,1156582.0,3918318.54,,,6500.0,0.0,,,,0.24,7955.0,56847.0,,,0.0,6500.0,,13426.0,30000.0,4.0,0.12,,,31.21,31.21,2175093.0,8635119.21,,8.81,31.23,13.63,0.3683,57.49,0.3884,3.97
2022-04-13,1241590.0,4931595.48,3.76,4.32,2.73,4.99,1.0,4706955.05,999434.0,1185034.0,3969751.85,,,24966.0,0.14,,25000.0,,0.07,39649.0,12514.0,,,0.14,24966.0,0.11,,36197.0,3.96,0.15,,,31.62,31.62,2161735.0,8586411.42,,8.58,31.61,14.66,0.3695,57.05,0.3928,3.972
2022-04-14,1484606.0,5831532.37,4.49,5.09,3.26,5.97,1.0,5451961.87,1210274.0,1387974.0,4753956.27,,,109454.0,0.43,,124978.0,,0.01,103465.0,1647.0,,,0.43,109454.0,0.52,103033.0,25503.0,4.81,0.1,,,38.28,38.28,1950989.0,7663484.79,,7.75,38.3,19.39,0.2866,47.23,0.4696,3.928
2022-04-15,1484606.0,5831532.37,4.49,5.16,3.26,5.95,1.0,5451961.87,1210274.0,1387974.0,4753956.27,,,,,,,,,,,,,,,,,,4.75,,,,38.29,38.29,1950895.0,7663115.56,,7.66,38.28,19.38,0.2879,47.41,0.4696,
2022-04-18,1533235.0,6022547.08,4.64,5.33,3.37,6.12,1.0,5536402.09,1220774.0,1409471.0,4795200.27,,,10500.0,,,24400.0,,,,,,,,10500.0,0.1,,2903.0,4.8,0.02,,,38.49,38.49,1950895.0,7663115.56,,7.67,38.48,18.67,0.3004,49.15,0.4834,
2022-04-19,1583776.0,5993008.38,4.79,5.51,3.48,6.24,1.0,5435916.55,1252650.0,1436553.0,4740027.6,,,38510.0,0.26,,,,0.12,62164.0,30288.0,,,0.26,38510.0,,23654.0,35082.0,4.91,0.22,,,39.5,39.5,1918793.0,7260712.71,,7.51,39.55,16.55,0.2752,46.37,0.4994,3.784
2022-04-20,1560742.0,5805960.24,4.72,5.44,3.43,5.95,1.0,5324153.28,1184415.0,1431224.0,4406023.8,,,,0.22,,,,0.31,65000.0,68235.0,,,0.22,,,,70329.0,4.47,0.37,,,37.35,37.35,1987028.0,7391744.16,,7.49,37.37,15.89,0.2643,45.08,0.4921,3.72
2022-04-21,1659861.0,6284233.75,5.02,6.01,3.65,6.31,1.0,5795430.86,1331153.0,1530753.0,5039745.26,,,137388.0,0.25,,26555.0,,0.0,72974.0,410.0,,,0.25,137388.0,0.1,9760.0,,4.96,,,,42.09,42.09,1831467.0,6933934.06,,6.84,42.0,16.87,0.2456,42.82,0.5248,3.786
2022-04-22,1633591.0,5939736.88,4.94,6.0,3.59,6.19,1.0,5538613.36,1340671.0,1523271.0,4874679.76,,,64088.0,0.17,,,,0.22,36961.0,59112.0,,,0.17,64088.0,,4542.0,44443.0,5.07,0.17,,,42.4,42.4,1821399.0,6622606.76,,6.9,42.36,17.97,0.2507,42.4,0.5166,3.636
2022-04-25,1667471.0,5916187.11,5.04,6.39,3.67,6.12,1.0,5451168.49,1325502.0,1536406.0,4702881.1,,,14756.0,0.03,,,,0.22,23135.0,43135.0,,,0.03,14756.0,,13210.0,10000.0,4.83,0.04,,,41.92,41.92,1836568.0,6516143.26,,6.69,41.9,18.41,0.2467,41.76,0.5273,3.548
2022-04-26,1624865.0,5661029.66,4.91,6.22,3.57,5.83,1.0,5273155.94,1337699.0,1513535.0,4660543.32,,,35571.0,0.01,,,,0.09,5800.0,23374.0,,,0.01,35571.0,,,28671.0,4.75,0.16,,,42.19,42.19,1832620.0,6384848.08,,6.52,42.18,17.7,0.2541,43.01,0.5125,3.484
2022-04-27,1671778.0,5901376.34,5.06,6.59,3.67,5.94,1.0,5508381.44,1370946.0,1560448.0,4839439.38,,,55399.0,0.16,,,,0.11,46913.0,22800.0,,,0.16,55399.0,,648.0,,4.79,,,,43.19,43.19,1803535.0,6366478.55,,6.33,43.12,17.89,0.2482,42.42,0.5266,3.53
2022-04-28,1670043.0,5808409.55,5.05,6.67,3.67,5.96,1.0,5421203.81,1360648.0,1558713.0,4732333.74,,,31859.0,0.14,,,,0.16,36248.0,46546.0,,,0.14,31859.0,,4389.0,37983.0,4.8,0.15,,,42.83,42.83,1816089.0,6316357.54,,6.42,42.81,19.75,0.2477,41.38,0.5257,3.478
2022-04-29,1754220.0,5999432.4,5.31,6.95,3.86,6.15,1.0,5565071.88,1420078.0,1627214.0,4856666.76,,,43754.0,0.22,,,,,68501.0,,,,0.22,43754.0,,15676.0,,4.93,,,,44.7,44.7,1756659.0,6007773.78,,6.1,44.73,23.0,0.2438,39.41,0.5522,3.42
2022-05-02,1838432.0,6375682.18,5.56,7.27,4.04,6.41,1.0,5819075.11,1444460.0,1677934.0,5009387.28,,,22382.0,0.16,,,,0.02,53412.0,2692.0,,,0.16,22382.0,,4692.0,2692.0,4.96,0.0,,,45.47,45.47,1732277.0,6007536.64,,5.95,45.46,22.76,0.239,38.0,0.5787,3.468
2022-05-03,1819998.0,6511952.84,5.5,7.22,4.0,6.44,1.0,5867172.2,1449807.0,1639791.0,5187409.45,,,16583.0,0.06,,,,0.01,17958.0,11236.0,,,0.06,16583.0,,,56101.0,5.03,0.12,,,45.59,45.59,1730501.0,6191732.58,,6.04,45.46,21.45,0.2299,37.07,0.5723,3.578
2022-05-04,1809305.0,6043078.7,5.47,7.21,3.98,6.4,1.0,5406524.8,1445089.0,1618720.0,4826597.26,,,24247.0,0.05,,,,0.06,12258.0,30772.0,,,0.05,24247.0,,1807.0,33329.0,5.14,0.08,,,45.48,45.48,1732473.0,5786459.82,,6.16,45.48,19.67,0.2184,35.37,0.5694,3.34
2022-05-05,1759512.0,6460928.06,5.32,7.14,3.87,6.14,1.0,5950523.74,1441344.0,1620513.0,5292615.17,,,6300.0,0.0,,,,0.14,7100.0,10045.0,,,0.0,6300.0,,,5307.0,4.85,0.0,,,45.32,45.32,1738964.0,6385475.81,,5.91,45.05,20.08,0.225,36.51,0.5533,3.672
2022-05-06,1793764.0,5679056.82,5.43,7.3,3.94,6.4,1.0,5064982.63,1377613.0,1599805.0,4361522.76,,,,0.09,,,,0.14,6000.0,79407.0,,,0.09,,,15676.0,26708.0,5.02,0.23,,,43.82,43.82,1766256.0,5591966.5,,6.44,43.79,21.08,0.2138,33.31,0.5706,3.166
2022-05-09,1749159.0,5142527.46,5.29,6.96,3.85,5.49,1.0,4572288.0,1338145.0,1555200.0,3934146.3,,,800.0,,,,,0.32,,40268.0,,,,800.0,,,44605.0,4.23,0.46,,,42.85,42.85,1784572.0,5246641.68,,5.65,42.82,21.22,0.2194,35.21,0.5601,2.94
2022-05-10,1989543.0,5658260.29,6.02,7.73,4.37,5.87,1.0,5151223.44,1563061.0,1811260.0,4445345.48,,,255000.0,0.0,,255000.0,,0.18,1060.0,30084.0,,,0.0,255000.0,0.75,,,4.59,,,,49.71,49.71,1581118.0,4496699.59,,4.64,49.78,18.48,0.1862,31.62,0.6328,2.844
2022-05-11,1980688.0,5692497.31,5.99,7.42,4.35,5.71,1.0,5146089.56,1604172.0,1790567.0,4610390.33,,34997.0,16076.0,,0.1,,,0.07,,9962.0,,34997.0,,16076.0,,,20693.0,4.57,0.08,,,50.43,50.43,1576539.0,4530973.09,,4.51,50.34,18.31,0.1864,32.05,0.6227,2.874
2022-05-12,1978206.0,5792187.17,5.98,7.26,4.35,5.83,1.0,5339298.77,1637136.0,1823531.0,4793534.21,,,17288.0,0.11,,,,,32964.0,,,,0.11,17288.0,,15676.0,,4.75,,,,51.47,51.47,1543575.0,4519587.6,,4.48,51.46,18.37,0.1787,29.52,0.6219,2.928
2022-05-13,1958170.0,5823597.58,5.92,7.09,4.3,5.82,1.0,5363594.13,1621262.0,1803495.0,4821633.19,,,49959.0,0.11,,,,0.16,26451.0,65833.0,,,0.11,49959.0,,,46487.0,4.74,0.13,,,51.06,51.06,1554181.0,4622134.29,,4.57,50.92,18.25,0.1836,31.39,0.6167,2.974
2022-05-16,2042519.0,6115301.89,6.17,7.2,4.49,6.14,1.0,5652204.94,1709160.0,1887844.0,5117225.04,,,92990.0,0.29,,,,0.02,94438.0,6540.0,,,0.29,92990.0,,1448.0,10089.0,5.07,0.02,,,53.79,53.79,1468452.0,4396545.29,,4.37,53.71,18.51,0.1802,29.44,0.6428,2.994
2022-05-17,1941118.0,6444511.76,5.87,6.71,4.27,6.05,1.0,5874471.08,1745524.0,1769419.0,5795139.68,,,86046.0,0.13,,,,0.13,41370.0,49682.0,,,0.13,86046.0,,,159795.0,5.2,0.44,,,55.12,55.12,1420968.0,4717613.76,,4.32,54.62,20.17,0.1947,32.88,0.613,3.32
2022-05-18,1947149.0,6184145.22,5.89,6.53,4.28,6.46,1.0,5694256.75,1604855.0,1792902.0,5097019.48,,,8185.0,0.28,,,,0.09,38693.0,148854.0,,,0.28,8185.0,,,15210.0,5.34,0.05,,,50.69,50.69,1560902.0,4957424.75,,5.2,50.68,21.29,0.1838,30.08,0.6151,3.176
2022-05-19,2087775.0,7561921.05,6.31,6.93,4.59,7.02,1.0,7050378.75,1637481.0,1946543.0,5930956.18,,,45641.0,0.08,,138000.0,,0.13,45641.0,13015.0,,,0.08,45641.0,0.5,,30000.0,5.2,0.13,,,51.76,51.76,1526248.0,5528070.26,,4.96,51.16,20.71,0.1855,30.57,0.6599,3.622
2022-05-20,2167621.0,7673378.34,6.55,7.04,4.76,7.82,1.0,7105162.32,1701146.0,2007108.0,6022056.84,,,94693.0,0.52,,,,0.1,93365.0,34248.0,,,0.52,94693.0,,3220.0,32800.0,6.15,0.03,,,54.11,54.11,1442683.0,5107097.82,,5.23,54.04,23.57,0.1864,28.4,0.6895,3.54
2022-05-23,2288295.0,7963266.6,6.92,7.44,5.03,8.07,2.0,7215571.2,1667724.0,2073440.0,5803679.52,,,2900.0,0.27,,,,0.16,89306.0,39542.0,,,0.27,2900.0,,3220.0,22974.0,5.87,0.14,,,52.99,52.99,1479342.0,5148110.16,,5.2,53.02,23.53,0.1888,28.56,0.7271,3.48
2022-05-24,2127593.0,6957229.11,6.43,6.99,4.67,7.35,1.0,6074316.03,1687873.0,1857589.0,5519344.71,,,36185.0,0.09,,,,0.06,35150.0,16036.0,,,0.09,36185.0,,,251001.0,5.86,0.86,,,54.02,54.02,1436811.0,4698371.97,,4.95,54.19,28.78,0.2096,29.79,0.6809,3.27
2022-05-25,2366350.0,7742697.2,7.15,7.69,5.2,7.83,2.0,6723318.69,1923410.0,2054804.0,6293397.52,,,235537.0,0.54,,,,,197215.0,,,,0.54,235537.0,,,,6.31,,,,61.55,61.55,1201379.0,3930912.09,,3.95,61.51,26.56,0.1925,27.67,0.7573,3.272
2022-05-26,2254895.0,7779387.75,6.82,7.39,4.95,7.54,1.0,6778042.5,1895002.0,1964650.0,6537756.9,,,13020.0,0.24,,,,0.16,70000.0,41428.0,,,0.24,13020.0,,,160154.0,6.19,0.54,,,60.94,60.94,1214669.0,4190608.05,,4.01,60.66,27.94,0.2145,29.93,0.7251,3.45
2022-05-27,2331440.0,8425824.16,7.05,7.66,5.12,8.2,2.0,7133717.97,1951097.0,1973912.0,7051264.56,,,186517.0,0.26,,,,0.33,33662.0,130422.0,,,0.26,186517.0,,,24400.0,6.73,0.08,,,63.73,63.73,1110271.0,4012519.39,,3.87,63.45,27.69,0.21,28.83,0.7616,3.614
2022-05-30,2267259.0,8352582.16,6.85,7.43,4.98,8.21,1.0,7271295.0,1938200.0,1973750.0,7140328.8,,,,,,,,0.04,,12897.0,,,,,,,162.0,6.98,0.0,,,63.32,63.32,1122929.0,4136870.44,,4.06,63.24,27.17,0.208,28.42,0.7407,3.684
2022-05-31,2359711.0,8145722.37,7.13,7.73,5.18,8.61,2.0,6628682.29,2041222.0,1920244.0,7046298.34,,,191696.0,0.14,,,,0.3,25188.0,88674.0,,,0.14,191696.0,,,78694.0,7.53,0.25,,,67.7,67.7,973931.0,3362009.81,,3.57,67.84,24.68,0.233,35.81,0.7826,3.452
2022-06-01,2370616.0,7273049.89,7.17,6.61,5.21,8.09,2.0,5946259.54,1883206.0,1938155.0,5777676.01,,,3766.0,0.02,,,,0.84,29428.0,161782.0,,,0.02,3766.0,,,11517.0,6.53,0.25,,,66.28,66.28,958000.0,2939144.0,,3.3,66.42,23.18,0.2391,37.66,0.8344,3.068
2022-06-02,2035625.0,6188300.0,6.15,5.59,4.47,6.35,1.0,5031677.28,1622115.0,1655157.0,4931229.6,,,5662.0,,,,,1.53,,266753.0,,,,5662.0,,,282998.0,4.98,1.25,,,76.36,76.36,502277.0,1526922.08,,1.55,76.27,26.49,0.2494,36.57,0.9582,3.04
2022-06-03,1583160.0,4787475.84,4.79,4.33,3.48,4.93,1.0,3784659.98,1226981.0,1251541.0,3710390.54,,,213.0,,,,,1.22,,395347.0,,,,213.0,,,403616.0,3.75,1.25,,,62.64,62.64,731915.0,2213310.96,,2.23,62.71,23.61,0.2286,33.97,0.8082,3.024
2022-06-06,1555116.0,4696450.32,4.7,4.24,3.42,4.83,1.0,3753189.56,1172900.0,1242778.0,3542158.0,,,,,,48000.0,,0.2,,54081.0,,,,,0.14,,56763.0,3.56,0.18,,,60.23,60.23,774418.0,2338742.36,,2.35,60.2,22.89,0.2212,34.57,0.7986,3.02
2022-06-07,1403699.0,4093186.28,4.24,3.84,3.08,4.3,1.0,3340794.13,1002392.0,1145677.0,2922975.07,,,,,,,,0.53,,170508.0,,,,,,,97101.0,3.03,0.3,,,55.24,55.24,812363.0,2368850.51,,2.45,55.26,25.67,0.2436,37.61,0.7735,2.916
2022-06-08,1115106.0,3329706.52,3.37,3.01,2.45,3.3,1.0,3035221.22,873199.0,1016484.0,2607372.21,,,115689.0,0.13,,,,0.8,32807.0,244882.0,,,0.13,115689.0,,,162000.0,2.55,0.59,,,49.26,49.26,899584.0,2686157.82,,2.63,49.19,18.39,0.338,52.97,0.629,2.986
2022-06-09,1110717.0,3185536.36,3.36,2.97,2.44,3.25,1.0,2902688.46,868810.0,1012095.0,2491747.08,,,,,,,,0.01,,4389.0,,,,,,,4389.0,2.61,0.01,,,51.19,51.19,828406.0,2375868.41,,2.49,51.23,18.36,0.3325,52.3,0.6544,2.868
2022-06-10,1096817.0,2853917.83,3.32,2.95,2.41,3.04,1.0,2597303.39,909910.0,998195.0,2367585.82,,,41100.0,0.12,,,,,41100.0,,,,0.12,41100.0,,,55000.0,2.63,0.16,,,54.29,54.29,766205.0,1993665.41,,2.21,54.36,23.54,0.3434,51.3,0.6544,2.602
2022-06-13,1072135.0,2508795.9,3.24,2.82,2.36,2.66,1.0,2278020.42,902957.0,973513.0,2112919.38,,,,,,,,0.02,,6953.0,,,,,,,24682.0,2.36,0.21,,,55.19,55.19,733188.0,1715659.92,,1.92,55.22,24.39,0.3393,50.46,0.6553,2.34
2022-06-14,1067951.0,2381530.73,3.23,2.75,2.35,2.43,1.0,2161603.67,881044.0,969329.0,1964728.12,,,,,,,,0.06,,21913.0,,,,,,,4184.0,2.06,0.08,,,54.89,54.89,724083.0,1614705.09,,1.69,54.88,22.89,0.345,51.71,0.6653,2.23
2022-06-15,980100.0,2287553.4,2.96,2.49,2.15,2.24,1.0,2057369.65,794944.0,881478.0,1855399.3,,,,,,,,0.25,,86100.0,,,,,,,87851.0,1.77,0.16,,,49.74,49.74,803242.0,1874766.83,,1.8,49.64,16.23,0.384,57.51,0.6133,2.334
2022-06-16,1005012.0,2209016.38,3.04,2.55,2.21,2.27,1.0,1992245.22,839305.0,906390.0,1844792.39,,,61202.0,0.0,,,,0.04,25412.0,16841.0,,,0.0,61202.0,,,500.0,1.94,0.0,,,52.52,52.52,758668.0,1667552.26,,1.76,52.41,16.74,0.3752,56.51,0.6289,2.198
2022-06-17,1050012.0,2562029.28,3.17,2.68,2.31,2.49,1.0,2321391.6,884305.0,951390.0,2157704.2,,,45000.0,,,45000.0,,,,,,,,45000.0,0.11,,,1.95,,,,55.34,55.34,713668.0,1741349.92,,1.59,55.09,16.01,0.3668,56.4,0.6571,2.44
2022-06-20,1106688.0,2709172.22,3.35,2.88,2.43,2.7,1.0,2396019.17,890481.0,978766.0,2179897.49,,,,0.12,,,,0.02,50000.0,43824.0,,,0.12,,,50000.0,22624.0,2.17,0.05,,,56.47,56.47,686292.0,1680042.82,,1.66,56.6,19.29,0.298,48.48,0.7019,2.448
2022-06-21,1306963.0,3677793.88,3.95,3.53,2.87,3.38,1.0,3317047.52,1090756.0,1178766.0,3069387.38,,,200275.0,0.49,,,,,200000.0,,,,0.49,200275.0,,,,2.67,,,,69.18,69.18,486017.0,1367651.84,,1.21,68.81,29.92,0.3022,44.3,0.8289,2.814
2022-06-22,1306963.0,3455610.17,3.95,3.56,2.87,3.52,1.0,3116657.3,1090756.0,1178766.0,2883958.86,,,,,,,,,,,,,,,,,,3.07,,,,69.18,69.18,486017.0,1285028.95,,1.36,69.34,31.11,0.2832,40.81,0.8289,2.644
2022-06-23,1270431.0,3646136.97,3.84,3.37,2.79,3.47,1.0,3278211.58,1090756.0,1142234.0,3130469.72,,,,,,,,,,,,,,,,,36532.0,2.9,0.11,,,69.18,69.18,486017.0,1394868.79,,1.3,68.96,31.54,0.311,44.25,0.8057,2.87
2022-06-24,1300124.0,3671550.18,3.93,3.44,2.86,3.69,1.0,3225668.82,1120449.0,1142234.0,3164147.98,,,,,,,,,,,,,,,,29693.0,,3.21,,,,71.06,71.06,456324.0,1288658.98,,1.31,70.93,32.15,0.29,41.24,0.8245,2.824
2022-06-27,1300124.0,3837966.05,3.93,3.48,2.86,3.78,1.0,3371874.77,1120449.0,1142234.0,3307565.45,,,,,,,,,,,,,,,,,,3.16,,,,71.06,71.06,456324.0,1347068.45,,1.29,70.98,32.32,0.2955,41.92,0.8245,2.952
2022-06-28,1318348.0,3675554.22,3.99,3.58,2.9,3.79,1.0,3209952.65,1129561.0,1151346.0,3149216.07,,,,,,9112.0,,,,,,,,,0.03,9112.0,,3.34,,,,71.64,71.64,447212.0,1246827.06,,1.32,71.68,32.18,0.2789,39.81,0.8361,2.788
2022-06-29,1241099.0,3306287.74,3.75,3.48,2.73,3.39,1.0,2895682.75,1064490.0,1086968.0,2835801.36,,,,,,,,0.3,,65071.0,,,,,,,64378.0,2.98,0.25,,,65.22,65.22,567595.0,1512073.08,,1.57,65.44,29.69,0.2872,42.57,0.7604,2.664
2022-06-30,1001928.0,2657113.06,3.03,2.83,2.2,2.65,1.0,2239911.02,834375.0,844612.0,2212762.5,,,,,,,,0.71,,230115.0,,,,,,,242356.0,2.23,0.69,,,51.12,51.12,797710.0,2115526.92,,2.13,51.17,14.09,0.3325,53.79,0.6139,2.652
2022-07-01,1006828.0,2676148.82,3.04,2.91,2.21,2.67,1.0,2244978.7,839275.0,844612.0,2230792.95,,,,,,,,0.03,,10100.0,,,,,,15000.0,,2.23,,,,51.42,51.42,792810.0,2107288.98,,2.11,51.39,13.99,0.3305,53.64,0.6169,2.658
2022-07-04,1043032.0,2513707.12,3.15,3.05,2.29,2.65,1.0,2035514.92,875479.0,844612.0,2109904.39,,,36204.0,,,,,,,,,,,36204.0,,,,2.33,,,,53.37,53.37,765023.0,1843705.43,,2.01,53.68,14.11,0.2911,49.62,0.6358,2.41
2022-07-05,1036310.0,2615646.44,3.13,3.0,2.28,2.58,1.0,2223179.58,868757.0,880816.0,2192742.67,,,,,,36204.0,,0.02,,6722.0,,,,,0.09,,,2.12,,,,52.96,52.96,771745.0,1947884.38,,1.9,52.77,13.32,0.3164,52.5,0.6317,2.524
2022-07-06,995551.0,2618299.13,3.01,2.87,2.19,2.56,1.0,2185153.91,827998.0,830857.0,2177634.74,,,9200.0,,,,,0.09,,49959.0,,,,9200.0,,,49959.0,2.09,0.08,,,50.19,50.19,821704.0,2161081.52,,2.1,49.97,13.93,0.2932,49.93,0.6035,2.63
