,CMU FP Equity_DX_DSS,CMU FP Equity_PX_LAST
2022-10-03,,210.15
2022-10-04,,218.2
2022-10-05,,215.5
2022-10-06,,214.6
2022-10-07,,211.15
2022-10-10,,210.7
2022-10-11,,209.3
2022-10-12,,207.8
2022-10-13,,209.8
2022-10-14,,211.5
2022-10-17,,215.45
2022-10-18,,217.25
2022-10-19,,216.9
2022-10-20,,218.05
2022-10-21,,216.7
2022-10-24,,219.25
2022-10-25,,223.4
2022-10-26,,224.65
2022-10-27,,224.35
2022-10-28,,224.2
2022-10-31,,224.5
2022-11-01,,225.9
2022-11-02,,224.4
2022-11-03,,223.2
2022-11-04,,228.85
2022-11-07,,230.55
2022-11-08,,232.5
2022-11-09,,232.3
2022-11-10,,238.55
2022-11-11,,240.2
2022-11-14,,241.35
2022-11-15,,242.45
2022-11-16,,241.0
2022-11-17,,239.95
2022-11-18,,242.3
2022-11-21,,241.45
2022-11-22,,242.55
2022-11-23,,243.35
2022-11-24,,244.75
2022-11-25,,245.0
2022-11-28,,243.2
2022-11-29,,242.45
2022-11-30,,243.95
2022-12-01,,245.4
2022-12-02,,245.6
2022-12-05,,243.85
2022-12-06,,242.9
2022-12-07,,241.55
2022-12-08,,241.25
2022-12-09,,241.95
2022-12-12,,241.2
2022-12-13,,245.1
2022-12-14,,244.2
2022-12-15,,238.45
2022-12-16,,234.8
2022-12-19,,235.85
2022-12-20,,235.2
2022-12-21,,237.45
2022-12-22,,237.65
2022-12-23,,237.05
2022-12-27,,238.15
2022-12-28,,236.85
2022-12-29,,238.9
2022-12-30,,235.0
2023-01-02,,239.45
2023-01-03,,242.1
2023-01-04,,246.6
2023-01-05,,247.5
2023-01-06,,249.3
2023-01-09,,252.7
2023-01-10,,251.3
2023-01-11,,254.55
2023-01-12,,255.55
2023-01-13,,256.75
2023-01-16,,257.5
2023-01-17,,257.95
2023-01-18,,258.15
2023-01-19,,253.6
2023-01-20,,255.0
2023-01-23,,256.35
2023-01-24,,257.25
2023-01-25,,256.85
2023-01-26,,258.5
2023-01-27,,259.0
2023-01-30,,258.4
2023-01-31,,258.35
2023-02-01,,258.4
2023-02-02,,262.3
2023-02-03,,263.65
2023-02-06,,260.65
2023-02-07,,260.55
2023-02-08,,260.6
2023-02-09,,263.4
2023-02-10,,259.05
2023-02-13,,261.5
2023-02-14,,261.3
2023-02-15,,263.5
2023-02-16,,265.6
2023-02-17,,264.0
2023-02-20,,263.75
2023-02-21,,262.0
2023-02-22,,260.55
2023-02-23,,261.5
2023-02-24,,257.6
2023-02-27,,261.7
2023-02-28,,261.05
2023-03-01,,259.75
2023-03-02,,261.3
2023-03-03,,263.85
2023-03-06,,264.75
2023-03-07,,262.3
2023-03-08,,262.6
2023-03-09,,261.55
2023-03-10,,258.2
2023-03-13,,250.65
2023-03-14,,255.2
2023-03-15,,247.05
2023-03-16,,250.05
2023-03-17,,247.2
2023-03-20,,250.1
2023-03-21,,254.5
2023-03-22,,254.95
2023-03-23,,254.75
2023-03-24,,249.25
2023-03-27,,252.45
2023-03-28,,252.45
2023-03-29,,255.5
2023-03-30,,258.75
2023-03-31,,261.15
2023-04-03,,261.2
2023-04-04,,260.85
2023-04-05,,259.55
2023-04-06,,260.75
2023-04-11,,262.45
2023-04-12,,262.15
2023-04-13,,263.6
2023-04-14,,265.0
2023-04-17,,264.1
2023-04-18,,266.2
2023-04-19,,266.25
2023-04-20,,266.05
2023-04-21,,267.65
2023-04-24,,267.65
2023-04-25,,265.95
2023-04-26,,265.25
2023-04-27,,265.75
2023-04-28,,266.9
2023-05-02,,263.3
2023-05-03,,263.8
2023-05-04,,262.05
2023-05-05,,266.05
2023-05-08,,267.1
2023-05-09,,265.35
2023-05-10,,265.15
2023-05-11,,264.95
2023-05-12,,265.95
2023-05-15,,266.2
2023-05-16,,265.1
2023-05-17,,265.1
2023-05-18,,267.6
2023-05-19,,268.6
2023-05-22,,268.3
2023-05-23,,266.75
2023-05-24,,262.1
2023-05-25,,261.65
2023-05-26,,264.7
2023-05-29,,263.6
2023-05-30,,262.6
2023-05-31,,257.7
2023-06-01,,259.75
2023-06-02,,264.7
2023-06-05,,262.85
2023-06-06,,263.35
2023-06-07,,262.65
2023-06-08,,263.15
2023-06-09,,262.25
2023-06-12,,264.0
2023-06-13,,265.8
2023-06-14,,267.5
2023-06-15,,266.45
2023-06-16,,268.4
2023-06-19,,265.3
2023-06-20,,263.8
2023-06-21,,262.8
2023-06-22,,261.35
2023-06-23,,259.55
2023-06-26,,260.55
2023-06-27,,262.25
2023-06-28,,264.8
2023-06-29,,265.55
2023-06-30,,267.9
2023-07-03,,268.65
2023-07-04,,268.5
2023-07-05,,265.65
2023-07-06,,258.5
2023-07-07,,259.35
2023-07-10,,260.0
2023-07-11,,262.65
2023-07-12,,267.05
2023-07-13,,268.85
2023-07-14,,268.7
2023-07-17,,266.2
2023-07-18,,267.0
2023-07-19,,267.35
2023-07-20,,268.25
2023-07-21,,269.8
2023-07-24,,269.95
2023-07-25,,270.7
2023-07-26,,268.3
2023-07-27,,273.7
2023-07-28,,274.25
2023-07-31,,274.1
2023-08-01,,270.65
2023-08-02,,267.0
2023-08-03,,265.7
2023-08-04,,267.35
2023-08-07,,266.8
2023-08-08,,264.65
2023-08-09,,265.9
2023-08-10,,269.8
2023-08-11,,266.25
2023-08-14,,266.35
2023-08-15,,263.95
2023-08-16,,264.2
2023-08-17,,261.75
2023-08-18,,260.7
2023-08-21,,260.95
2023-08-22,,262.7
2023-08-23,,263.0
2023-08-24,,262.05
2023-08-25,,262.2
2023-08-28,,265.55
2023-08-29,,267.9
2023-08-30,,267.4
2023-08-31,,267.15
2023-09-01,,266.25
2023-09-04,,265.7
2023-09-05,,264.45
2023-09-06,,263.05
2023-09-07,,261.85
2023-09-08,,262.85
2023-09-11,,264.05
2023-09-12,,262.8
2023-09-13,,261.85
2023-09-14,,265.1
2023-09-15,,266.3
2023-09-18,,263.3
2023-09-19,,263.05
2023-09-20,,264.95
2023-09-21,,261.25
2023-09-22,,260.4
2023-09-25,,257.5
2023-09-26,,255.55
2023-09-27,,254.75
2023-09-28,,256.35
2023-09-29,,257.95
2023-10-02,,254.9
2023-10-03,,251.75
2023-10-04,,252.1
2023-10-05,,252.3
2023-10-06,,254.8
2023-10-09,,253.3
2023-10-10,,258.75
2023-10-11,,257.95
2023-10-12,,256.9
2023-10-13,,253.65
2023-10-16,,254.4
2023-10-17,,253.95
2023-10-18,,251.6
2023-10-19,,250.2
2023-10-20,,246.0
2023-10-23,,246.5
2023-10-24,,248.2
2023-10-25,,248.2
2023-10-26,,247.4
2023-10-27,,247.35
2023-10-30,,247.9
2023-10-31,,249.85
2023-11-01,,251.3
2023-11-02,,255.65
2023-11-03,,256.75
2023-11-06,,255.55
2023-11-07,,255.1
2023-11-08,,255.95
2023-11-09,,259.45
2023-11-10,,257.85
2023-11-13,,259.4
2023-11-14,,263.75
2023-11-15,,264.55
2023-11-16,,262.75
2023-11-17,,264.75
2023-11-20,,265.35
2023-11-21,,264.65
2023-11-22,,265.45
2023-11-23,,265.6
2023-11-24,,266.45
2023-11-27,,266.1
2023-11-28,,265.5
2023-11-29,,266.55
2023-11-30,,267.7
2023-12-01,,269.4
2023-12-04,,268.9
2023-12-05,,271.0
2023-12-06,,272.1
2023-12-07,,272.05
2023-12-08,,274.75
2023-12-11,,275.75
2023-12-12,,275.45
2023-12-13,,274.85
2023-12-14,,277.2
2023-12-15,,277.5
2023-12-18,,276.05
2023-12-19,,277.05
2023-12-20,,277.65
2023-12-21,,276.9
2023-12-22,,276.05
2023-12-27,,276.9
2023-12-28,,275.8
2023-12-29,,275.45
2024-01-02,,274.9
2024-01-03,,271.35
2024-01-04,,272.6
2024-01-05,,271.7
2024-01-08,,272.35
2024-01-09,,271.35
2024-01-10,,271.1
2024-01-11,,269.55
2024-01-12,,272.0
2024-01-15,,270.8
2024-01-16,,270.0
2024-01-17,,267.1
2024-01-18,,269.25
2024-01-19,,268.75
2024-01-22,,270.35
2024-01-23,,269.95
2024-01-24,,273.7
2024-01-25,,275.0
2024-01-26,,278.55
2024-01-29,,278.6
2024-01-30,,279.15
2024-01-31,,278.85
2024-02-01,,276.1
2024-02-02,,276.25
2024-02-05,,275.95
2024-02-06,,277.45
2024-02-07,,276.25
2024-02-08,,277.5
2024-02-09,,276.65
2024-02-12,,278.75
2024-02-13,,276.25
2024-02-14,,277.35
2024-02-15,,279.35
2024-02-16,,281.05
2024-02-19,,281.1
2024-02-20,,281.7
2024-02-21,,282.45
2024-02-22,,285.6
2024-02-23,,286.65
2024-02-26,,285.3
2024-02-27,,286.1
2024-02-28,,285.25
2024-02-29,,285.65
2024-03-01,,286.2
2024-03-04,,286.25
2024-03-05,,285.15
2024-03-06,,286.0
2024-03-07,,288.75
2024-03-08,,288.9
2024-03-11,,288.25
2024-03-12,,290.7
2024-03-13,,291.95
2024-03-14,,292.15
2024-03-15,,291.75
2024-03-18,,291.1
2024-03-19,,292.45
2024-03-20,,291.9
2024-03-21,,293.35
2024-03-22,,293.05
2024-03-25,,293.35
2024-03-26,,294.1
2024-03-27,,295.1
2024-03-28,,295.4
2024-04-02,,293.2
2024-04-03,,294.65
2024-04-04,,294.9
2024-04-05,,291.6
2024-04-08,,293.15
2024-04-09,,290.9
2024-04-10,,290.9
2024-04-11,,290.4
2024-04-12,,290.15
2024-04-15,,290.75
2024-04-16,,286.9
2024-04-17,,287.75
2024-04-18,,289.5
2024-04-19,,289.9
2024-04-22,,291.7
2024-04-23,,295.15
2024-04-24,,293.6
2024-04-25,,291.3
2024-04-26,,294.85
2024-04-29,,294.6
2024-04-30,,293.0
2024-05-02,,292.8
2024-05-03,,294.7
2024-05-06,,297.3
2024-05-07,,299.75
2024-05-08,,301.45
2024-05-09,,303.7
2024-05-10,,305.7
2024-05-13,,305.7
2024-05-14,,306.5
2024-05-15,,307.3
2024-05-16,,306.8
2024-05-17,,306.7
2024-05-20,,307.9
2024-05-21,,306.6
2024-05-22,,305.45
2024-05-23,,304.8
2024-05-24,,305.2
2024-05-27,,306.1
2024-05-28,,305.05
2024-05-29,,301.35
2024-05-30,,303.05
2024-05-31,,302.7
2024-06-03,,304.85
2024-06-04,,302.4
2024-06-05,,305.75
2024-06-06,,307.0
2024-06-07,,306.15
2024-06-10,,303.95
2024-06-11,,300.8
2024-06-12,,304.5
2024-06-13,,299.35
2024-06-14,,293.95
2024-06-17,,295.65
2024-06-18,,297.45
2024-06-19,,295.75
2024-06-20,,299.0
2024-06-21,,296.8
2024-06-24,,299.45
2024-06-25,,299.15
2024-06-26,,297.85
2024-06-27,,296.5
2024-06-28,,294.95
2024-07-01,,297.1
2024-07-02,,296.2
2024-07-03,,299.1
2024-07-04,,300.6
2024-07-05,,299.65
2024-07-08,,298.75
2024-07-09,,295.75
2024-07-10,,297.95
2024-07-11,,299.6
2024-07-12,,303.25
2024-07-15,,300.15
2024-07-16,,298.55
2024-07-17,,297.1
2024-07-18,,297.15
2024-07-19,,293.85
2024-07-22,,297.5
2024-07-23,,297.25
2024-07-24,,294.55
2024-07-25,,291.15
2024-07-26,,293.95
2024-07-29,,292.2
2024-07-30,,294.05
2024-07-31,,295.6
2024-08-01,,290.1
2024-08-02,,283.05
2024-08-05,,279.1
2024-08-06,,278.85
2024-08-07,,284.3
2024-08-08,,283.95
2024-08-09,,284.45
2024-08-12,,284.4
2024-08-13,,285.45
2024-08-14,,287.15
2024-08-15,,291.25
2024-08-16,,291.75
2024-08-19,,294.3
2024-08-20,,293.45
2024-08-21,,294.95
2024-08-22,,295.1
2024-08-23,,296.65
2024-08-26,,296.65
2024-08-27,,296.6
2024-08-28,,297.4
2024-08-29,,300.45
2024-08-30,,300.45
2024-09-02,,300.7
2024-09-03,,298.3
2024-09-04,,295.2
2024-09-05,,293.4
2024-09-06,,289.65
2024-09-09,,292.35
2024-09-10,,291.15
2024-09-11,,291.4
2024-09-12,,293.2
2024-09-13,,295.1
2024-09-16,,295.0
2024-09-17,,296.45
2024-09-18,,294.9
2024-09-19,,299.45
2024-09-20,,296.0
2024-09-23,,296.9
2024-09-24,,299.55
2024-09-25,,299.7
2024-09-26,,306.15
2024-09-27,,307.8
2024-09-30,,304.4
2024-10-01,,301.9
2024-10-02,,302.3
2024-10-03,,299.85
2024-10-04,,301.15
2024-10-07,,301.8
2024-10-08,,300.7
2024-10-09,,302.45
2024-10-10,,301.9
2024-10-11,,303.25
2024-10-14,,304.95
2024-10-15,,301.1
2024-10-16,,299.25
2024-10-17,,301.35
2024-10-18,,303.2
2024-10-21,,300.3
2024-10-22,,299.15
2024-10-23,,297.25
2024-10-24,,297.35
2024-10-25,,297.45
2024-10-28,,299.65
2024-10-29,,298.2
2024-10-30,,294.65
2024-10-31,,291.15
2024-11-01,,293.8
2024-11-04,,292.4
2024-11-05,,293.6
2024-11-06,,290.0
2024-11-07,,291.6
2024-11-08,,289.05
2024-11-11,,291.9
2024-11-12,,285.65
2024-11-13,,285.45
2024-11-14,,289.2
2024-11-15,,287.6
2024-11-18,,287.95
2024-11-19,,285.75
2024-11-20,,284.75
2024-11-21,,285.5
2024-11-22,,287.75
2024-11-25,,288.65
2024-11-26,,286.75
2024-11-27,,284.95
2024-11-28,,286.2
2024-11-29,,287.9
2024-12-02,,289.65
2024-12-03,,290.95
2024-12-04,,292.5
2024-12-05,,294.55
2024-12-06,,296.4
2024-12-09,,297.45
2024-12-10,,295.9
2024-12-11,,297.0
2024-12-12,,296.9
2024-12-13,,296.6
2024-12-16,,295.45
2024-12-17,,294.8
2024-12-18,,295.35
2024-12-19,,291.05
2024-12-20,,291.05
2024-12-23,,290.25
2024-12-24,,291.2
2024-12-27,,292.65
2024-12-30,,290.95
2024-12-31,,294.15
2025-01-02,,294.85
2025-01-03,,291.9
2025-01-06,,297.8
2025-01-07,,298.45
2025-01-08,,297.0
2025-01-09,,298.6
2025-01-10,,295.65
2025-01-13,,294.9
2025-01-14,,296.0
2025-01-15,,298.6
2025-01-16,,303.2
2025-01-17,,305.45
2025-01-20,,306.05
2025-01-21,,306.6
2025-01-22,,308.2
2025-01-23,,308.6
2025-01-24,,308.75
2025-01-27,,308.2
2025-01-28,,308.8
2025-01-29,,308.65
2025-01-30,,311.3
2025-01-31,,311.7
2025-02-03,,308.35
2025-02-04,,311.1
2025-02-05,,310.3
2025-02-06,,314.55
2025-02-07,,312.55
2025-02-10,,314.45
2025-02-11,,315.45
2025-02-12,,315.75
2025-02-13,,319.8
2025-02-14,,320.25
2025-02-17,,320.05
2025-02-18,,320.7
2025-02-19,,317.5
2025-02-20,,318.1
2025-02-21,,319.9
2025-02-24,,318.0
2025-02-25,,317.5
2025-02-26,,320.8
2025-02-27,,318.15
2025-02-28,,318.4
2025-03-03,,320.85
2025-03-04,,314.3
2025-03-05,,317.85
2025-03-06,,319.65
2025-03-07,,318.25
2025-03-10,,315.4
2025-03-11,,311.25
2025-03-12,,312.75
2025-03-13,,312.65
2025-03-14,,315.95
2025-03-17,,317.55
2025-03-18,,319.55
2025-03-19,,321.05
2025-03-20,,318.75
2025-03-21,,317.45
2025-03-24,,315.95
2025-03-25,,318.8
2025-03-26,,316.65
2025-03-27,,316.1
2025-03-28,,313.4
2025-03-31,,309.25
2025-04-01,,313.0
2025-04-02,,312.45
2025-04-03,,304.65
2025-04-04,,291.4
2025-04-07,,277.45
2025-04-08,,284.7
2025-04-09,,275.95
2025-04-10,,285.9
2025-04-11,,286.3
2025-04-14,,292.9
2025-04-15,,296.75
2025-04-16,,296.45
2025-04-17,,295.8
2025-04-22,,298.85
2025-04-23,,304.3
2025-04-24,,305.65
2025-04-25,,307.6
2025-04-28,,308.4
2025-04-29,,308.05
2025-04-30,,308.65
2025-05-02,,314.85
2025-05-05,,315.9
2025-05-06,,314.8
2025-05-07,,313.8
2025-05-08,,315.6
2025-05-09,,317.9
2025-05-12,,322.2
2025-05-13,,323.85
2025-05-14,,323.5
2025-05-15,,324.7
2025-05-16,,325.3
2025-05-19,,326.05
2025-05-20,,328.55
2025-05-21,,328.15
2025-05-22,,326.3
2025-05-23,,322.35
2025-05-26,,325.65
2025-05-27,,326.9
2025-05-28,,324.15
2025-05-29,,324.55
2025-05-30,,324.4
2025-06-02,,324.05
2025-06-03,,323.5
2025-06-04,,325.35
2025-06-05,,325.75
2025-06-06,,326.55
2025-06-09,,326.75
2025-06-10,,326.45
2025-06-11,,325.6
2025-06-12,,323.5
2025-06-13,,319.7
2025-06-16,,322.45
2025-06-17,,318.9
2025-06-18,,318.95
2025-06-19,,314.75
2025-06-20,,316.4
2025-06-23,,315.9
2025-06-24,,320.45
2025-06-25,,317.05
2025-06-26,,316.5
2025-06-27,,321.3
2025-06-30,,320.05
2025-07-01,,320.3
2025-07-02,,322.0
2025-07-03,,323.2
2025-07-04,,320.7
2025-07-07,,323.15
2025-07-08,,323.75
2025-07-09,,327.1
2025-07-10,,327.95
2025-07-11,,324.7
2025-07-14,,324.2
2025-07-15,,322.8
2025-07-16,,320.25
2025-07-17,,324.0
2025-07-18,,323.7
2025-07-21,,323.1
2025-07-22,,321.1
2025-07-23,,323.05
2025-07-24,,323.7
2025-07-25,,323.45
2025-07-28,,322.8
2025-07-29,,324.75
2025-07-30,,325.2
2025-07-31,,323.35
2025-08-01,,314.9
2025-08-04,,318.95
2025-08-05,,318.4
2025-08-06,,318.35
2025-08-07,,322.5
2025-08-08,,323.75
2025-08-11,,323.3
2025-08-12,,324.45
2025-08-13,,327.15
2025-08-14,,329.45
2025-08-15,,330.7
2025-08-18,,329.4
2025-08-19,,333.2
2025-08-20,,333.4
2025-08-21,,332.3
2025-08-22,,333.95
2025-08-25,,330.55
2025-08-26,,326.6
2025-08-27,,327.1
2025-08-28,,327.25
2025-08-29,,324.25
