,TKO FP Equity_DX_SI_QTY,TKO FP Equity_DX_SHORT_INTEREST_VALUE,TKO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TKO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TKO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TKO FP Equity_DX_SI_MV,TKO FP Equity_DX_DSS,TKO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TKO FP Equity_DX_SUPPLY_SI_QTY,TKO FP Equity_DX_BROKER_SI_QTY,TKO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TKO FP Equity_DX_BROKER_SI_MV_NEW_x,TKO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TKO FP Equity_DX_SUPPLY_SI_QTY_INC_x,TKO FP Equity_DX_BROKER_SI_MV_INC_x,TKO FP Equity_DX_SUPPLY_SI_MV_NEW,TKO FP Equity_DX_BROKER_SI_QTY_ADD,TKO FP Equity_DX_BROKER_SI_QTY_NEW,TKO FP Equity_DX_SUPPLY_SI_MV_DEC,TKO FP Equity_DX_BROKER_SI_QTY_INC,TKO FP Equity_DX_SUPPLY_SI_QTY_DEC,TKO FP Equity_DX_BROKER_SI_MV_NEW_y,TKO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TKO FP Equity_DX_BROKER_SI_MV_INC_y,TKO FP Equity_DX_SUPPLY_SI_QTY_INC_y,TKO FP Equity_DX_BROKER_SI_MV_ADD,TKO FP Equity_DX_SUPPLY_SI_QTY_ADD,TKO FP Equity_DX_BROKER_SI_QTY_DEC,TKO FP Equity_DX_SUPPLY_SI_MV,TKO FP Equity_DX_BROKER_SI_MV_DEC,TKO FP Equity_DX_SUPPLY_SI_MV_RMV,TKO FP Equity_DX_BROKER_SI_MV_RMV,TKO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TKO FP Equity_DX_UTILIZATION_QUANTITY,TKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TKO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TKO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TKO FP Equity_DX_ACTIVE_UTILIZATION_MV,TKO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TKO FP Equity_DX_BROKER_SI_CON_RATIO,TKO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TKO FP Equity_DX_DEMAND_SUPPLY_RATIO,TKO FP Equity_PX_LAST
2019-08-13,33009.0,602414.25,0.08,1.63,0.02,0.63,0.0,584164.25,25823.0,32009.0,471269.75,,,,0.0,,,,0.02,44.0,691.0,,,0.0,,,735.0,,0.47,,,,0.21,0.18,12475480.0,227677510.0,,232.06,0.2,3.52,0.8286,90.89,0.0023,18.25
2019-08-14,34395.0,629428.5,0.08,1.68,0.03,0.64,0.0,611128.5,27209.0,33395.0,497924.7,,,1386.0,0.02,,,,,1386.0,,,,0.02,1386.0,,,,0.5,,,,0.22,0.19,12474094.0,228275920.2,,227.67,0.22,3.45,0.8341,91.2,0.0023,18.3
2019-08-15,33266.0,588808.2,0.08,1.61,0.02,0.62,0.0,571108.2,27388.0,32266.0,484767.6,,,179.0,,,,,,,,,,,179.0,,,1129.0,0.49,0.02,,,0.22,0.19,12473915.0,220788295.5,,228.29,0.21,3.44,0.8307,91.01,0.0023,17.7
2019-08-16,33342.0,593487.6,0.08,1.59,0.02,0.6,0.0,575687.6,27464.0,32342.0,488859.2,,,76.0,0.0,,,,,76.0,,,,0.0,76.0,,,,0.49,,,,0.22,0.19,12473839.0,222034334.2,,220.79,0.22,3.56,0.829,90.91,0.0023,17.8
2019-08-19,39450.0,702210.0,0.09,1.86,0.03,0.72,0.0,684410.0,27464.0,38450.0,488859.2,,,,0.12,,,,,6108.0,,,,0.12,,,,,0.49,,,,0.22,0.19,12473839.0,222034334.2,,222.04,0.22,2.98,0.8549,92.37,0.0027,17.8
2019-08-20,39574.0,700459.8,0.09,1.81,0.03,0.73,0.0,682759.8,27588.0,38574.0,488307.6,,,5569.0,0.01,,,,0.1,124.0,5445.0,,,0.01,5569.0,,,,0.49,,,,0.22,0.19,12468270.0,220688379.0,,221.93,0.22,2.93,0.8565,92.45,0.0027,17.7
2019-08-21,49542.0,886801.8,0.11,2.29,0.04,0.9,0.0,868901.8,37556.0,48542.0,672252.4,,,10097.0,0.09,,4520.0,,0.0,5448.0,129.0,,,0.09,10097.0,0.08,,,0.67,,,,0.3,0.26,12468399.0,223184342.1,,220.69,0.3,8.89,0.7315,85.0,0.0034,17.9
2019-08-22,49542.0,884324.7,0.11,2.29,0.04,0.91,0.0,866474.7,37556.0,48542.0,670374.6,,,,,,,,,,,,,,,,,,0.67,,,,0.3,0.26,12468399.0,222560922.15,,223.19,0.3,8.89,0.7322,85.04,0.0034,17.85
2019-08-23,49517.0,888830.15,0.11,2.3,0.04,0.9,0.0,870880.15,37556.0,48517.0,674130.2,,,,,,,,,,,,,,,,,25.0,0.67,0.01,,,0.3,0.26,12468399.0,223807762.05,,222.54,0.3,8.93,0.7312,84.98,0.0034,17.95
2019-08-26,45792.0,817387.2,0.11,2.13,0.03,0.84,0.0,799537.2,38831.0,44792.0,693133.35,,,5559.0,,,,,0.07,,4284.0,,,,5559.0,,,3725.0,0.69,0.06,,,0.31,0.27,12472683.0,222637391.55,,223.89,0.31,9.58,0.7134,83.84,0.0031,17.85
2019-08-27,44901.0,796992.75,0.1,2.08,0.03,0.83,0.0,779242.75,39023.0,43901.0,692658.25,,,4999.0,,,,,0.09,,4807.0,,,,4999.0,,,891.0,0.7,0.02,,,0.31,0.27,12472683.0,221390123.25,,222.64,0.31,9.78,0.709,83.55,0.0031,17.75
2019-08-28,45978.0,790821.6,0.11,2.1,0.03,0.84,0.0,773621.6,40100.0,44978.0,689720.0,,,5048.0,0.02,,,,0.08,1077.0,3971.0,,,0.02,5048.0,,,,0.7,,,,0.32,0.27,12472683.0,214530147.6,,221.4,0.32,9.51,0.7175,84.1,0.0031,17.2
2019-08-29,46108.0,790752.2,0.11,2.09,0.03,0.82,0.0,773602.2,40230.0,45108.0,689944.5,,,4179.0,0.0,,,,0.07,130.0,4049.0,,,0.0,4179.0,,,,0.69,,,,0.32,0.27,12476732.0,213975953.8,,214.6,0.32,9.52,0.7157,83.99,0.0031,17.15
2019-08-30,47075.0,809690.0,0.11,2.15,0.03,0.83,0.0,779848.0,40462.0,45340.0,695946.4,,,,0.01,,,,0.06,232.0,3354.0,,,0.01,,,3586.0,,0.7,,,,0.32,0.28,12472644.0,214529476.8,,213.93,0.33,9.29,0.7212,84.34,0.0032,17.2
2019-09-02,46450.0,808230.0,0.11,2.07,0.03,0.83,0.0,790830.0,45531.0,45450.0,792239.4,,,5804.0,0.01,,,,0.01,110.0,735.0,,,0.01,5804.0,,,,0.79,,,,0.36,0.31,12469748.0,216973615.2,,214.49,0.37,9.36,0.7195,84.23,0.0032,17.4
2019-09-03,46543.0,809848.2,0.11,2.08,0.03,0.83,0.0,792448.2,40257.0,45543.0,700471.8,,,,0.0,,,,0.09,93.0,5274.0,,,0.0,,,,,0.7,,,,0.32,0.27,12473334.0,217036011.6,,217.03,0.32,9.44,0.7177,84.12,0.0032,17.4
2019-09-04,46642.0,825563.4,0.11,2.08,0.03,0.83,0.0,807863.4,40356.0,45642.0,714301.2,,,,0.0,,,,0.01,99.0,639.0,,,0.0,,,738.0,,0.71,,,,0.32,0.28,12473334.0,220778011.8,,217.01,0.32,9.45,0.7166,84.05,0.0032,17.7
2019-09-05,46735.0,859924.0,0.11,2.08,0.03,0.84,0.0,841524.0,40857.0,45735.0,751768.8,,,408.0,0.01,,,,0.09,93.0,5672.0,,,0.01,408.0,,5765.0,,0.74,,,,0.33,0.28,12304815.0,226408596.0,,217.82,0.34,9.49,0.7145,83.92,0.0032,18.4
2019-09-06,49435.0,897245.25,0.11,2.19,0.04,0.93,0.0,830090.25,43557.0,45735.0,790559.55,,,,,,,,,,,,,,,,2700.0,,0.8,,,,0.35,0.3,12515223.0,227151297.45,,230.28,0.35,8.95,0.6458,79.61,0.0034,18.15
2019-09-09,52210.0,965885.0,0.12,2.3,0.04,0.97,0.0,897435.0,46332.0,48510.0,857142.0,,,5418.0,0.04,,,,0.05,2775.0,2643.0,,,0.04,5418.0,,,,0.85,,,,15.98,0.32,243548.0,4505638.0,,4.43,16.08,8.46,0.6614,80.66,0.0036,18.5
2019-09-10,54487.0,1005285.15,0.13,2.42,0.04,1.03,0.0,937020.15,43209.0,50787.0,797206.05,,,,0.06,,,,0.05,2277.0,3123.0,,,0.06,,,,,0.8,,,,15.07,0.3,243548.0,4493460.6,,4.51,15.05,8.13,0.6735,81.46,0.0037,18.45
2019-09-11,51024.0,941392.8,0.12,2.31,0.04,0.96,0.0,873127.8,39746.0,47324.0,733313.7,,,,,,,,0.06,,3463.0,,,,,,,3463.0,0.73,0.07,,,14.03,0.27,243548.0,4493460.6,,4.5,14.01,8.7,0.6538,80.15,0.0035,18.45
2019-09-12,63268.0,1170458.0,0.15,2.87,0.05,1.18,0.0,1010840.0,46610.0,54640.0,862285.0,,,6864.0,0.13,,,,,7316.0,,,,0.13,6864.0,,,,0.86,,,,16.37,0.32,238151.0,4405793.5,,4.37,16.43,7.65,0.5953,76.29,0.0043,18.5
2019-09-13,63558.0,1223491.5,0.15,2.91,0.05,1.2,0.0,1152266.5,42900.0,59858.0,825825.0,,,,0.07,,4928.0,,0.27,4000.0,14842.0,,,0.07,,0.1,11132.0,3710.0,0.81,0.06,,,9.52,0.29,407511.0,7844586.75,,7.51,9.7,7.93,0.5081,70.01,0.0043,19.25
2019-09-16,65613.0,1253208.3,0.15,2.92,0.05,1.29,0.0,1087038.3,44955.0,56913.0,858640.5,,,1718.0,0.04,,,,0.1,337.0,5033.0,,,0.04,1718.0,,5370.0,3282.0,0.87,0.06,,,9.15,0.31,446464.0,8527462.4,,8.65,9.1,11.56,0.4934,68.56,0.0045,19.1
2019-09-17,65934.0,1285713.0,0.15,2.95,0.05,1.28,0.0,1116063.0,50036.0,57234.0,975702.0,,,7153.0,0.0,,,,0.04,321.0,2072.0,,,0.0,7153.0,,,,0.96,,,,10.09,0.34,445809.0,8693275.5,,8.47,10.18,11.41,0.4946,68.66,0.0045,19.5
2019-09-18,66260.0,1272192.0,0.15,3.02,0.05,1.32,0.0,1156992.0,45602.0,60260.0,875558.4,,,,0.06,,,,0.08,3114.0,4434.0,,,0.06,,,,88.0,0.88,0.0,,,16.22,0.31,235489.0,4521388.8,,4.59,16.15,7.4,0.4835,68.07,0.0045,19.2
2019-09-19,59159.0,1177264.1,0.14,2.75,0.04,1.16,0.0,1057864.1,42680.0,53159.0,849332.0,,,132.0,,,,,0.06,,3054.0,,,,132.0,,,7101.0,0.84,0.15,,,15.35,0.29,235357.0,4683604.3,,4.55,15.51,8.28,0.5021,69.48,0.004,19.9
2019-09-20,57644.0,1268168.0,0.13,6.1,0.04,1.17,0.0,1136168.0,49874.0,51644.0,1097228.0,,,9903.0,0.08,,,,0.04,2485.0,2709.0,,,0.08,9903.0,,,4000.0,1.04,0.08,,,17.32,0.34,238066.0,5237452.0,,4.83,17.77,8.5,0.5825,75.34,0.0039,22.0
2019-09-23,61015.0,1299619.5,0.14,6.39,0.04,1.36,0.0,1171819.5,48536.0,55015.0,1033816.8,,,5001.0,0.16,,,,0.12,3371.0,6339.0,,,0.16,5001.0,,,,1.05,,,,17.24,0.33,233065.0,4964284.5,,5.11,17.07,8.1,0.5331,71.7,0.0042,21.3
2019-09-24,60740.0,1281614.0,0.14,6.01,0.04,1.31,0.0,1155014.0,48252.0,54740.0,1018117.2,,,4539.0,0.07,,,,0.11,4548.0,4823.0,,,0.07,4539.0,,,4823.0,1.02,0.11,,,17.43,0.33,228526.0,4821898.6,,4.85,17.39,8.1,0.5865,75.65,0.0041,21.1
2019-09-25,50893.0,1068753.0,0.12,5.11,0.04,1.1,0.0,942753.0,38405.0,44893.0,806505.0,,,,,,,,0.21,,9847.0,,,,,,,9847.0,0.81,0.21,,,13.88,0.26,238373.0,5005833.0,,5.05,13.83,9.66,0.5239,70.97,0.0035,21.0
2019-09-26,55064.0,1139824.8,0.13,5.41,0.04,1.18,0.0,1015624.8,42576.0,49064.0,881323.2,,,4171.0,0.08,,,,,4171.0,,,,0.08,4171.0,,,,0.89,,,,15.15,0.29,238373.0,4934321.1,,5.04,15.03,8.99,0.5518,73.11,0.0038,20.7
2019-09-27,59608.0,1251768.0,0.14,5.81,0.04,1.26,0.0,1125768.0,47620.0,53608.0,1000020.0,,,5044.0,0.09,,,,,5044.0,,,,0.09,5044.0,,,500.0,0.99,0.01,,,16.93,0.33,233585.0,4905285.0,,4.85,17.03,8.24,0.5858,75.57,0.0041,21.0
2019-09-30,61745.0,1247249.0,0.14,6.13,0.05,1.32,0.0,1126049.0,51722.0,55745.0,1044784.4,,,4863.0,0.07,,,,0.01,2898.0,761.0,,,0.07,4863.0,,,761.0,1.06,0.02,,,18.13,0.35,233585.0,4718417.0,,4.9,17.8,8.0,0.6153,77.67,0.0042,20.2
2019-10-01,59721.0,1224280.5,0.14,5.87,0.04,1.22,0.0,1101280.5,50074.0,53721.0,1026517.0,,,4740.0,0.0,,2259.0,,0.13,366.0,6388.0,,,0.0,4740.0,0.05,,4649.0,1.02,0.1,,,17.26,0.34,239973.0,4919446.5,,4.85,17.36,8.23,0.6657,81.01,0.0041,20.5
2019-10-02,54705.0,1126923.0,0.13,5.3,0.04,1.22,0.0,930502.0,50074.0,45170.0,1031524.4,,,,,,,,,,,,,,,,,8551.0,1.02,0.08,,,17.26,0.34,239973.0,4943443.8,,4.84,17.41,8.24,0.6108,77.28,0.0037,20.6
2019-10-03,53757.0,1123521.3,0.12,5.32,0.04,1.11,0.0,950908.2,39682.0,45498.0,829353.8,,,,0.0,,,,0.2,328.0,10392.0,,,0.0,,,,,0.82,,,,13.96,0.27,244516.0,5110384.4,,5.04,14.04,9.24,0.6095,77.01,0.0037,20.9
2019-10-04,53640.0,1153260.0,0.12,5.32,0.04,1.13,0.0,979368.0,39736.0,45552.0,854324.0,,,54.0,0.02,,,,,225.0,,,,0.02,54.0,,,171.0,0.84,0.0,,,13.98,0.27,244516.0,5257094.0,,5.13,14.11,9.28,0.6184,77.65,0.0037,21.5
2019-10-07,58899.0,1272218.4,0.14,5.79,0.04,1.27,0.0,1097517.6,40195.0,50811.0,868212.0,,,459.0,0.03,,4800.0,,,459.0,,,,0.03,459.0,0.1,,,0.87,,,,14.12,0.27,244516.0,5281545.6,,5.27,14.12,8.48,0.5305,71.48,0.004,21.6
2019-10-08,58880.0,1254144.0,0.14,5.82,0.04,1.28,0.0,1091646.3,40635.0,51251.0,865525.5,,,4088.0,0.03,,,,0.08,899.0,3648.0,,,0.03,4088.0,,,459.0,0.87,0.01,,,14.32,0.28,243189.0,5179925.7,,5.26,14.22,8.45,0.5537,73.23,0.004,21.3
2019-10-09,58945.0,1273212.0,0.14,5.94,0.04,1.27,0.0,1108425.6,41017.0,51316.0,885967.2,,,382.0,0.0,,,,,382.0,,,,0.0,382.0,,,317.0,0.88,0.01,,,14.43,0.28,243189.0,5252882.4,,5.19,14.47,8.38,0.5625,73.84,0.004,21.6
2019-10-10,59192.0,1284466.4,0.14,5.85,0.04,1.29,0.0,1124602.5,40526.0,51825.0,879414.2,,,4714.0,0.02,,,,0.11,509.0,5205.0,,,0.02,4714.0,,,,0.88,,,,14.1,0.28,246856.0,5356775.2,,5.33,14.13,8.33,0.5877,75.56,0.004,21.7
2019-10-11,58725.0,1286077.5,0.14,5.65,0.04,1.29,0.0,1140902.4,40797.0,52096.0,893454.3,,,3032.0,0.01,,,,0.06,271.0,2761.0,,,0.01,3032.0,,,,0.89,,,,14.25,0.28,245567.0,5377917.3,,5.32,14.31,8.41,0.5846,75.33,0.004,21.9
2019-10-14,57847.0,1272634.0,0.13,5.26,0.04,1.28,0.0,1140062.0,40522.0,51821.0,891484.0,,,328.0,0.01,,,,0.01,328.0,603.0,,,0.01,328.0,,,603.0,0.89,0.01,,,14.18,0.28,245239.0,5395258.0,,5.38,14.2,8.58,0.6078,76.93,0.0039,22.0
2019-10-15,58181.0,1291618.2,0.13,5.22,0.04,1.29,0.0,1157841.0,40856.0,52155.0,907003.2,,,4186.0,0.01,,,,0.08,334.0,3852.0,,,0.01,4186.0,,,,0.9,,,,14.3,0.28,244905.0,5436891.0,,5.39,14.36,8.52,0.6097,77.07,0.004,22.2
2019-10-16,63916.0,1425326.8,0.15,5.53,0.05,1.42,0.0,1290947.0,51391.0,57890.0,1146019.3,,,10535.0,0.24,,,,,10535.0,,,,0.24,10535.0,,,4800.0,1.14,0.11,,,19.68,0.35,209737.0,4677135.1,,4.64,19.76,7.78,0.7567,86.56,0.0044,22.3
2019-10-17,59264.0,1333440.0,0.14,5.28,0.04,1.32,0.0,1188855.0,46339.0,52838.0,1042627.5,,,,,,400.0,,0.12,,5452.0,,,,,0.01,400.0,5452.0,1.04,0.12,,,100.0,0.32,0.0,0.0,,0.0,100.0,8.39,0.7163,84.12,0.0041,22.5
2019-10-18,54715.0,1214673.0,0.13,4.95,0.04,1.23,0.0,1072015.8,41491.0,48289.0,921100.2,,,,,,,,0.12,,4848.0,,,,,,,4549.0,0.92,0.09,,,100.0,0.28,0.0,0.0,,0.0,100.0,9.08,0.6968,82.86,0.0037,22.2
2019-10-21,58895.0,1331027.0,0.14,5.32,0.04,1.33,0.0,1185799.4,45970.0,52469.0,1038922.0,,,11767.0,0.1,,,,0.23,4180.0,10612.0,,,0.1,11767.0,,3324.0,,1.03,,,,0.32,0.32,14545417.0,328726424.2,,322.96,0.32,8.34,0.7178,84.21,0.004,22.6
2019-10-22,129713.0,2905571.2,0.3,11.72,0.1,2.97,0.0,1440028.8,116974.0,64287.0,2620217.6,,,16533.0,0.26,,2000.0,,0.1,9818.0,4529.0,,,0.26,16533.0,0.05,59000.0,,2.64,,,,21.95,0.8,415907.0,9316316.8,,9.41,21.92,45.23,0.4215,46.36,0.0089,22.4
2019-10-23,119539.0,2677673.6,0.28,10.68,0.09,2.72,0.0,1235113.6,113226.0,55139.0,2536262.4,,,3703.0,0.11,,,,0.2,5000.0,9047.0,,,0.11,3703.0,,1596.0,14148.0,2.54,0.33,,,21.55,0.78,412204.0,9233369.6,,9.23,21.55,38.71,0.3936,48.91,0.0082,22.4
2019-10-24,118538.0,2667105.0,0.27,10.88,0.09,2.69,0.0,1218105.0,112225.0,54138.0,2525062.5,,,4415.0,0.0,,,,0.12,25.0,5416.0,,,0.0,4415.0,,,1026.0,2.52,0.02,,,21.22,0.77,416594.0,9373365.0,,9.34,21.23,38.84,0.3996,49.48,0.0081,22.5
2019-10-25,121233.0,2715619.2,0.28,11.18,0.09,2.77,0.0,1273059.2,114920.0,56833.0,2574208.0,,,4012.0,0.09,,,,0.03,4012.0,1317.0,,,0.09,4012.0,,,1317.0,2.59,0.02,,,21.57,0.79,417768.0,9358003.2,,9.41,21.56,37.87,0.383,48.42,0.0083,22.4
2019-10-28,113133.0,2556805.8,0.26,11.05,0.08,2.57,0.0,1237824.6,106820.0,54771.0,2414132.0,,,335.0,0.0,,,,0.19,7.0,8435.0,,,0.0,335.0,,,2069.0,2.4,0.05,,,20.13,0.73,423875.0,9579575.0,,9.49,20.16,40.56,0.3854,46.54,0.0078,22.6
2019-10-29,111545.0,2543226.0,0.26,11.04,0.08,2.55,0.0,1212572.4,106849.0,53183.0,2436157.2,,,4432.0,0.01,,,,0.1,29.0,4403.0,,,0.01,4432.0,,,1617.0,2.42,0.04,,,20.18,0.73,422721.0,9638038.8,,9.55,20.22,41.17,0.3959,47.19,0.0076,22.8
2019-10-30,108039.0,2463289.2,0.25,8.14,0.08,2.49,0.0,1218090.0,101726.0,53425.0,2319352.8,,,3314.0,0.01,,,,0.18,242.0,8437.0,,,0.01,3314.0,,,,2.31,,,,19.32,0.7,424772.0,9684801.6,,9.65,19.33,42.74,0.3916,45.27,0.0074,22.8
2019-10-31,127849.0,2940527.0,0.29,9.39,0.09,2.95,0.0,1684405.0,121536.0,73235.0,2795328.0,,,20043.0,0.46,,,,0.01,19810.0,233.0,,,0.46,20043.0,,,,2.78,,,,23.09,0.83,404729.0,9308767.0,,9.21,23.16,38.25,0.3263,39.99,0.0088,23.0
2019-11-01,108264.0,2468419.2,0.25,7.88,0.08,2.52,0.0,1223220.0,101951.0,53650.0,2324482.8,,,,,,,,0.45,,19585.0,,,,,,,19585.0,2.34,0.44,,,19.55,0.7,419516.0,9564964.8,,9.63,19.53,42.52,0.3891,45.2,0.0074,22.8
2019-11-04,115451.0,2655373.0,0.27,8.54,0.08,2.68,0.0,1399251.0,109138.0,60837.0,2510174.0,,,8953.0,0.07,,4239.0,,0.04,2948.0,1766.0,,,0.07,8953.0,0.1,,,2.5,,,,20.58,0.75,421282.0,9689486.0,,9.65,20.59,42.35,0.3648,42.49,0.0079,23.0
2019-11-05,115443.0,2666733.3,0.27,8.95,0.08,2.71,0.0,1405149.9,109130.0,60829.0,2520903.0,,,,,,,,0.0,,8.0,,,,,,,8.0,2.53,0.0,,,20.57,0.75,421290.0,9731799.0,,9.76,20.56,42.4,0.3651,42.48,0.0079,23.1
2019-11-06,111185.0,2646203.0,0.26,8.14,0.08,2.61,0.0,1346389.8,104872.0,56571.0,2495953.6,,,,,,,,0.08,,4258.0,,,,,,,4258.0,2.44,0.1,,,19.92,0.72,421519.0,10032152.2,,9.78,20.01,43.89,0.3894,43.92,0.0076,23.8
2019-11-07,110146.0,2632489.4,0.25,7.64,0.08,2.66,0.0,1327214.8,103833.0,55532.0,2481608.7,,,,,,,,0.02,,1039.0,,,,,,,1039.0,2.48,0.0,,,19.73,0.72,422558.0,10099136.2,,10.08,19.73,43.8,0.3927,44.4,0.0076,23.9
2019-11-08,111228.0,2647226.4,0.26,7.6,0.08,2.7,0.0,1339440.2,104580.0,56279.0,2489004.0,,,1095.0,0.1,,,,0.01,4050.0,348.0,,,0.1,1095.0,,,3303.0,2.5,0.07,,,19.83,0.72,422906.0,10065162.8,,10.12,19.81,40.73,0.3642,43.95,0.0077,23.8
2019-11-11,125693.0,2991493.4,0.29,8.64,0.09,3.08,0.0,1701200.2,123040.0,71479.0,2928352.0,,,28049.0,0.46,,1454.0,,0.23,17600.0,9589.0,,,0.46,28049.0,0.03,,3854.0,2.93,0.09,,,23.63,0.85,397663.0,9464379.4,,9.46,23.63,38.34,0.4043,50.43,0.0087,23.8
2019-11-12,111235.0,2647393.0,0.26,8.07,0.08,2.71,0.0,1357099.8,108582.0,57021.0,2584251.6,,,2655.0,0.16,,,,0.4,6667.0,17113.0,,,0.16,2655.0,,,21125.0,2.59,0.53,,,0.75,0.75,14359345.0,341752411.0,,341.85,0.75,41.39,0.3688,43.72,0.0077,23.8
2019-11-13,94145.0,2250065.5,0.22,6.77,0.07,2.29,0.0,1176453.6,92964.0,49224.0,2221839.6,,,,,,,,0.37,,15618.0,,,,,,,7797.0,2.21,0.19,,,0.64,0.64,14374963.0,343561615.7,,342.15,0.64,41.85,0.4022,47.29,0.0065,23.9
2019-11-14,105406.0,2529744.0,0.24,7.56,0.08,2.57,0.0,1451640.0,102753.0,60485.0,2466072.0,,,12280.0,,,12280.0,,0.06,,2491.0,,,,12280.0,0.29,,1019.0,2.45,0.02,,,0.71,0.71,14365175.0,344764200.0,,343.27,0.71,37.49,0.328,41.43,0.0073,24.0
2019-11-15,99242.0,2352035.4,0.23,6.98,0.07,2.42,0.0,1371661.2,97404.0,57876.0,2308474.8,,,3644.0,0.09,,,,0.21,3644.0,8993.0,,,0.09,3644.0,,,6253.0,2.32,0.15,,,0.67,0.67,14369800.0,340564260.0,,344.63,0.67,36.32,0.3081,38.5,0.0069,23.7
2019-11-18,75397.0,1809528.0,0.17,5.33,0.06,1.8,0.0,816744.0,73943.0,34031.0,1774632.0,,,,,,,,0.56,,23461.0,,,,,,,23845.0,1.76,0.6,,,0.51,0.51,14393300.0,345439200.0,,341.07,0.51,20.93,0.3153,48.22,0.0052,24.0
2019-11-19,74788.0,1787433.2,0.17,5.17,0.05,1.81,0.0,798785.8,73334.0,33422.0,1752682.6,,,334.0,,,,,0.02,,943.0,,,,334.0,,,609.0,1.76,0.01,,,0.51,0.51,14393656.0,344008378.4,,345.46,0.51,21.11,0.3183,48.73,0.0052,23.9
2019-11-20,68690.0,1627953.0,0.16,4.34,0.05,1.66,0.0,780322.5,67236.0,32925.0,1593493.2,,,,,,,,0.15,,6098.0,,,,,,,497.0,1.6,0.01,,,0.46,0.46,14400558.0,341293224.6,,345.44,0.46,22.96,0.2949,44.93,0.0047,23.7
2019-11-21,90728.0,2168399.2,0.21,5.75,0.07,2.17,0.0,1313615.7,89274.0,54963.0,2133648.6,,,3907.0,0.09,,30000.0,,0.28,4000.0,11869.0,,,0.09,3907.0,0.72,30000.0,11962.0,2.12,0.29,,,0.62,0.62,14378674.0,343650308.6,,343.28,0.61,32.98,0.2517,33.97,0.0063,23.9
2019-11-22,91977.0,2198250.3,0.21,5.85,0.07,2.22,0.0,1320331.6,89555.0,55244.0,2140364.5,,,5004.0,0.23,,,,0.11,9439.0,4723.0,,,0.23,5004.0,,,9158.0,2.15,0.21,,,0.62,0.62,14378547.0,343647273.3,,341.46,0.63,33.72,0.315,42.46,0.0064,23.9
2019-11-25,102845.0,2447711.0,0.24,6.94,0.08,2.47,0.0,1578654.0,89201.0,66330.0,2122983.8,,,,,,11440.0,,0.01,,354.0,,,,,0.27,,354.0,2.13,0.01,,,0.62,0.62,14378901.0,342217843.8,,343.72,0.62,30.17,0.2639,37.98,0.0071,23.8
2019-11-26,92971.0,2194115.6,0.21,6.28,0.07,2.22,0.0,1332361.6,90767.0,56456.0,2142101.2,,,2001.0,,,,,0.01,,435.0,,,,2001.0,,,9874.0,2.16,0.24,,,0.63,0.63,14377340.0,339305224.0,,342.12,0.63,31.88,0.2468,33.35,0.0064,23.6
2019-11-27,92227.0,2121221.0,0.21,6.28,0.07,2.18,0.0,1286620.0,90251.0,55940.0,2075773.0,,,,,,,,0.01,,516.0,,,,,,,516.0,2.12,0.01,,,0.62,0.62,14377856.0,330690688.0,,339.29,0.62,31.71,0.249,33.82,0.0064,23.0
2019-11-28,92227.0,2204225.3,0.21,6.11,0.07,2.17,0.0,1336966.0,90251.0,55940.0,2156998.9,,,,,,,,,,,,,,,,,,2.09,,,,0.62,0.62,14375943.0,343585037.7,,330.71,0.63,32.96,0.2508,33.01,0.0064,23.9
2019-11-29,90307.0,2077061.0,0.21,5.97,0.07,2.14,0.0,1254466.0,88853.0,54542.0,2043619.0,,,,,,,,0.02,,1398.0,,,,,,,1398.0,2.11,0.03,,,0.61,0.61,14377500.0,330682500.0,,343.47,0.61,32.21,0.2574,34.72,0.0062,23.0
2019-12-02,79245.0,1814710.5,0.18,5.14,0.06,1.83,0.0,978883.4,88433.0,42746.0,2025115.7,,,,,,,,0.01,,420.0,,,,,,,11796.0,2.02,0.29,,,0.61,0.61,14377920.0,329254368.0,,330.44,0.61,37.52,0.3128,38.92,0.0055,22.9
2019-12-03,80350.0,1823945.0,0.19,5.15,0.06,1.85,0.0,995417.7,87538.0,43851.0,1987112.6,,,,0.05,,,,0.02,2000.0,895.0,,,0.05,,,,895.0,2.0,0.02,,,0.61,0.61,14378941.0,326401960.7,,329.21,0.6,36.85,0.3027,38.56,0.0056,22.7
2019-12-04,81409.0,1864266.1,0.19,5.14,0.06,1.87,0.0,999447.6,77955.0,43644.0,1785169.5,,,,,,,,0.22,,9583.0,,,,,,,207.0,1.77,0.01,,,0.54,0.54,14388524.0,329497199.6,,326.66,0.54,36.72,0.2952,37.81,0.0056,22.9
