,C1U FP Equity_DX_SI_QTY,C1U FP Equity_DX_SHORT_INTEREST_VALUE,C1U FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C1U FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C1U FP Equity_DX_SI_MV,C1U FP Equity_DX_DSS,C1U FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C1U FP Equity_DX_SUPPLY_SI_QTY,C1U FP Equity_DX_BROKER_SI_QTY,C1U FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C1U FP Equity_DX_BROKER_SI_MV_INC_x,C1U FP Equity_DX_BROKER_SI_QTY_ADD,C1U FP Equity_DX_SUPPLY_SI_MV_DEC,C1U FP Equity_DX_BROKER_SI_QTY_INC,C1U FP Equity_DX_SUPPLY_SI_QTY_DEC,C1U FP Equity_DX_BROKER_SI_MV_INC_y,C1U FP Equity_DX_BROKER_SI_MV_ADD,C1U FP Equity_DX_SUPPLY_SI_QTY_ADD,C1U FP Equity_DX_BROKER_SI_QTY_DEC,C1U FP Equity_DX_SUPPLY_SI_MV,C1U FP Equity_DX_BROKER_SI_MV_DEC,C1U FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C1U FP Equity_DX_UTILIZATION_QUANTITY,C1U FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C1U FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C1U FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C1U FP Equity_DX_ACTIVE_UTILIZATION_MV,C1U FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C1U FP Equity_DX_BROKER_SI_CON_RATIO,C1U FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C1U FP Equity_DX_DEMAND_SUPPLY_RATIO,C1U FP Equity_PX_LAST
2022-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8661.0,6795420.6,6.83,0.0,,0.0,,0.0,784.6
2022-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8686.0,6678665.4,6.79,0.0,,0.0,,0.0,768.9
2022-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8686.0,6770737.0,6.69,0.0,,0.0,,0.0,779.5
2022-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8686.0,6739467.4,6.79,0.0,,0.0,,0.0,775.9
2022-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8686.0,6845436.6,6.73,0.0,,0.0,,0.0,788.1
2022-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8686.0,6869757.4,6.82,0.0,,0.0,,0.0,790.9
2022-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8686.0,6864545.8,6.91,0.0,,0.0,,0.0,790.3
2022-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8686.0,6747284.8,6.92,0.0,,0.0,,0.0,776.8
2022-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,8686.0,6800269.4,6.89,0.0,,0.0,,0.0,782.9
2022-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,35284.5,0.04,0.0,,0.0,,0.0,784.1
2022-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,35212.5,0.04,0.0,,0.0,,0.0,782.5
2022-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,35190.0,0.04,0.0,,0.0,,0.0,782.0
2022-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,35046.0,0.04,0.0,,0.0,,0.0,778.8
2022-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34992.0,0.04,0.0,,0.0,,0.0,777.6
2022-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,35010.0,0.04,0.0,,0.0,,0.0,778.0
2022-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,33534.0,0.04,0.0,,0.0,,0.0,745.2
2022-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34578.0,0.03,0.0,,0.0,,0.0,768.4
2022-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34677.0,0.03,0.0,,0.0,,0.0,770.6
2022-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,33961.5,0.03,0.0,,0.0,,0.0,754.7
2022-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34371.0,0.03,0.0,,0.0,,0.0,763.8
2022-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,33678.0,0.03,0.0,,0.0,,0.0,748.4
2022-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,32490.0,0.03,0.0,,0.0,,0.0,722.0
2022-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,32017.5,0.03,0.0,,0.0,,0.0,711.5
2022-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,31491.0,0.03,0.0,,0.0,,0.0,699.8
2022-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,32805.0,0.03,0.0,,0.0,,0.0,729.0
2022-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,32458.5,0.03,0.0,,0.0,,0.0,721.3
2022-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,32706.0,0.03,0.0,,0.0,,0.0,726.8
2022-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,33273.0,0.03,0.0,,0.0,,0.0,739.4
2022-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,32953.5,0.03,0.0,,0.0,,0.0,732.3
2022-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,33844.5,0.03,0.0,,0.0,,0.0,752.1
2022-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,33984.0,0.03,0.0,,0.0,,0.0,755.2
2022-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34384.5,0.03,0.0,,0.0,,0.0,764.1
2022-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34357.5,0.03,0.0,,0.0,,0.0,763.5
2022-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34893.0,0.03,0.0,,0.0,,0.0,775.4
2022-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34281.0,0.03,0.0,,0.0,,0.0,761.8
2022-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34204.5,0.03,0.0,,0.0,,0.0,760.1
2022-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34209.0,0.03,0.0,,0.0,,0.0,760.2
2022-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,33988.5,0.03,0.0,,0.0,,0.0,755.3
2022-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,45.0,34353.0,0.03,0.0,,0.0,,0.0,763.4
2022-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,26502.0,0.03,0.0,,0.0,,0.0,757.2
2022-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,26393.5,0.03,0.0,,0.0,,0.0,754.1
2022-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,26586.0,0.03,0.0,,0.0,,0.0,759.6
2022-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,26810.0,0.03,0.0,,0.0,,0.0,766.0
2022-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,27044.5,0.03,0.0,,0.0,,0.0,772.7
2022-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,26736.5,0.03,0.0,,0.0,,0.0,763.9
2022-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,26684.0,0.03,0.0,,0.0,,0.0,762.4
2022-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,27009.5,0.03,0.0,,0.0,,0.0,771.7
2022-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,27198.5,0.03,0.0,,0.0,,0.0,777.1
2022-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,26708.5,0.03,0.0,,0.0,,0.0,763.1
2022-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,26761.0,0.03,0.0,,0.0,,0.0,764.6
2022-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,27125.0,0.03,0.0,,0.0,,0.0,775.0
2022-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,27125.0,0.03,0.0,,0.0,,0.0,
2022-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,27125.0,0.03,0.0,,0.0,,0.0,
2022-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,35.0,26859.0,0.03,0.0,,0.0,,0.0,767.4
2022-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,19250.0,0.02,0.0,,0.0,,0.0,770.0
2022-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,19357.5,0.02,0.0,,0.0,,0.0,774.3
2022-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,19015.0,0.02,0.0,,0.0,,0.0,760.6
2022-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18780.0,0.02,0.0,,0.0,,0.0,751.2
2022-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18625.0,0.02,0.0,,0.0,,0.0,745.0
2022-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18685.0,0.02,0.0,,0.0,,0.0,747.4
2022-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18862.5,0.02,0.0,,0.0,,0.0,754.5
2022-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,19130.0,0.02,0.0,,0.0,,0.0,765.2
2022-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18750.0,0.02,0.0,,0.0,,0.0,750.0
2022-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18857.5,0.02,0.0,,0.0,,0.0,754.3
2022-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18552.5,0.02,0.0,,0.0,,0.0,742.1
2022-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18347.5,0.02,0.0,,0.0,,0.0,733.9
2022-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,17867.5,0.02,0.0,,0.0,,0.0,714.7
2022-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,17542.5,0.02,0.0,,0.0,,0.0,701.7
2022-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,17555.0,0.02,0.0,,0.0,,0.0,702.2
2022-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,17770.0,0.02,0.0,,0.0,,0.0,710.8
2022-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,17782.5,0.02,0.0,,0.0,,0.0,711.3
2022-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18137.5,0.02,0.0,,0.0,,0.0,725.5
2022-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18210.0,0.02,0.0,,0.0,,0.0,728.4
2022-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18412.5,0.02,0.0,,0.0,,0.0,736.5
2022-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,25.0,18157.5,0.02,0.0,,0.0,,0.0,726.3
2022-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6695401.6,6.76,0.0,,0.0,,0.0,714.1
2022-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6787286.4,6.72,0.0,,0.0,,0.0,723.9
2022-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6874483.2,6.71,0.0,,0.0,,0.0,733.2
2022-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6761971.2,6.83,0.0,,0.0,,0.0,721.2
2022-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6807913.6,6.81,0.0,,0.0,,0.0,726.1
2022-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6893235.2,6.79,0.0,,0.0,,0.0,735.2
2022-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6961680.0,6.9,0.0,,0.0,,0.0,742.5
2022-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6955116.8,6.91,0.0,,0.0,,0.0,741.8
2022-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6932614.4,6.99,0.0,,0.0,,0.0,739.4
2022-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6846355.2,6.98,0.0,,0.0,,0.0,730.2
2022-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6923238.4,6.8,0.0,,0.0,,0.0,738.4
2022-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6859481.6,6.92,0.0,,0.0,,0.0,731.6
2022-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6948553.6,6.87,0.0,,0.0,,0.0,741.1
2022-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6904486.4,6.96,0.0,,0.0,,0.0,736.4
2022-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6858544.0,6.89,0.0,,0.0,,0.0,731.5
2022-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6792912.0,6.91,0.0,,0.0,,0.0,724.5
2022-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6651334.4,6.88,0.0,,0.0,,0.0,709.4
2022-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6478816.0,6.71,0.0,,0.0,,0.0,691.0
2022-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6353177.6,6.48,0.0,,0.0,,0.0,677.6
2022-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6502256.0,6.37,0.0,,0.0,,0.0,693.5
2022-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6382243.2,6.41,0.0,,0.0,,0.0,680.7
2022-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6404745.6,6.4,0.0,,0.0,,0.0,683.1
2022-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6415059.2,6.37,0.0,,0.0,,0.0,684.2
2022-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6430060.8,6.42,0.0,,0.0,,0.0,685.8
2022-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6387868.8,6.42,0.0,,0.0,,0.0,681.3
2022-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6380368.0,6.44,0.0,,0.0,,0.0,680.5
2022-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6557574.4,6.37,0.0,,0.0,,0.0,699.4
2022-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6565075.2,6.52,0.0,,0.0,,0.0,700.2
2022-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6587577.6,6.61,0.0,,0.0,,0.0,702.6
2022-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6536947.2,6.63,0.0,,0.0,,0.0,697.2
2022-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6443187.2,6.53,0.0,,0.0,,0.0,687.2
2022-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6419747.2,6.48,0.0,,0.0,,0.0,684.7
2022-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6454438.4,6.4,0.0,,0.0,,0.0,688.4
2022-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6374742.4,6.57,0.0,,0.0,,0.0,679.9
2022-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6523820.8,6.42,0.0,,0.0,,0.0,695.8
2022-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6641020.8,6.55,0.0,,0.0,,0.0,708.3
2022-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6671024.0,6.64,0.0,,0.0,,0.0,711.5
2022-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6639145.6,6.74,0.0,,0.0,,0.0,708.1
2022-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6688838.4,6.65,0.0,,0.0,,0.0,713.4
2022-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6650396.8,6.67,0.0,,0.0,,0.0,709.3
2022-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6548198.4,6.73,0.0,,0.0,,0.0,698.4
2022-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6654147.2,6.49,0.0,,0.0,,0.0,709.7
2022-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6743219.2,6.6,0.0,,0.0,,0.0,719.2
2022-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6778848.0,6.71,0.0,,0.0,,0.0,723.0
2022-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6760096.0,6.82,0.0,,0.0,,0.0,721.0
2022-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6838854.4,6.78,0.0,,0.0,,0.0,729.4
2022-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6891360.0,6.81,0.0,,0.0,,0.0,735.0
2022-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6877296.0,6.9,0.0,,0.0,,0.0,733.5
2022-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6843542.4,6.94,0.0,,0.0,,0.0,729.9
2022-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6890422.4,6.86,0.0,,0.0,,0.0,734.9
2022-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6962617.6,6.87,0.0,,0.0,,0.0,742.6
2022-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,7112633.6,6.93,0.0,,0.0,,0.0,758.6
2022-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,7089193.6,7.06,0.0,,0.0,,0.0,756.1
2022-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,7062940.8,7.14,0.0,,0.0,,0.0,753.3
2022-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,7094819.2,7.1,0.0,,0.0,,0.0,756.7
2022-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,7078880.0,7.02,0.0,,0.0,,0.0,755.0
2022-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,6996371.2,7.1,0.0,,0.0,,0.0,746.2
2022-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9376.0,7039500.8,6.98,0.0,,0.0,,0.0,750.8
