,WAVE FP Equity_DX_SI_QTY,WAVE FP Equity_DX_SHORT_INTEREST_VALUE,WAVE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WAVE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WAVE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WAVE FP Equity_DX_SI_MV,WAVE FP Equity_DX_DSS,WAVE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WAVE FP Equity_DX_SUPPLY_SI_QTY,WAVE FP Equity_DX_BROKER_SI_QTY,WAVE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WAVE FP Equity_DX_BROKER_SI_MV_NEW_x,WAVE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WAVE FP Equity_DX_SUPPLY_SI_QTY_INC_x,WAVE FP Equity_DX_BROKER_SI_MV_INC_x,WAVE FP Equity_DX_SUPPLY_SI_MV_NEW,WAVE FP Equity_DX_BROKER_SI_QTY_ADD,WAVE FP Equity_DX_BROKER_SI_QTY_NEW,WAVE FP Equity_DX_SUPPLY_SI_MV_DEC,WAVE FP Equity_DX_BROKER_SI_QTY_INC,WAVE FP Equity_DX_SUPPLY_SI_QTY_DEC,WAVE FP Equity_DX_BROKER_SI_MV_NEW_y,WAVE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WAVE FP Equity_DX_BROKER_SI_MV_INC_y,WAVE FP Equity_DX_SUPPLY_SI_QTY_INC_y,WAVE FP Equity_DX_BROKER_SI_MV_ADD,WAVE FP Equity_DX_SUPPLY_SI_QTY_ADD,WAVE FP Equity_DX_BROKER_SI_QTY_DEC,WAVE FP Equity_DX_SUPPLY_SI_MV,WAVE FP Equity_DX_BROKER_SI_MV_DEC,WAVE FP Equity_DX_SUPPLY_SI_MV_RMV,WAVE FP Equity_DX_BROKER_SI_MV_RMV,WAVE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WAVE FP Equity_DX_UTILIZATION_QUANTITY,WAVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WAVE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WAVE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WAVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WAVE FP Equity_DX_ACTIVE_UTILIZATION_MV,WAVE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WAVE FP Equity_DX_BROKER_SI_CON_RATIO,WAVE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WAVE FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,36080.35,,0.04,0.0,,0.0,,0.0
2015-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,36250.94,,0.04,0.0,,0.0,,0.0
2015-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,36122.99,,0.04,0.0,,0.0,,0.0
2015-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,36293.59,,0.04,0.0,,0.0,,0.0
2015-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,36754.19,,0.04,0.0,,0.0,,0.0
2015-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,37018.61,,0.04,0.0,,0.0,,0.0
2015-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,36975.96,,0.04,0.0,,0.0,,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,37376.85,,0.04,0.0,,0.0,,0.0
2015-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,37709.51,,0.04,0.0,,0.0,,0.0
2015-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,39671.32,,0.04,0.0,,0.0,,0.0
2015-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,39893.09,,0.04,0.0,,0.0,,0.0
2015-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,39748.09,,0.04,0.0,,0.0,,0.0
2015-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,40285.45,,0.04,0.0,,0.0,,0.0
2015-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,40217.22,,0.04,0.0,,0.0,,0.0
2015-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,40763.11,,0.04,0.0,,0.0,,0.0
2015-06-11,100.0,4691.79,0.0,0.02,0.0,0.0,0.0,4691.79,0.0,100.0,0.0,,,,,,100.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-12,100.0,4692.77,0.0,0.02,0.0,0.0,0.0,4692.77,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-15,100.0,4740.87,0.0,0.02,0.0,0.0,0.0,4740.87,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-16,100.0,4711.42,0.0,0.03,0.0,0.0,0.0,4711.42,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-17,100.0,4653.51,0.0,0.03,0.0,0.0,0.0,4653.51,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-18,100.0,4632.9,0.0,0.04,0.0,0.0,0.0,4632.9,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-19,100.0,4618.17,0.0,0.03,0.0,0.0,0.0,4618.17,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-22,100.0,4623.08,0.0,0.03,0.0,0.0,0.0,4623.08,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-23,100.0,4620.14,0.0,0.03,0.0,0.0,0.0,4620.14,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-24,100.0,4652.53,0.0,0.03,0.0,0.0,0.0,4652.53,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-25,100.0,4721.24,0.0,0.03,0.0,0.0,0.0,4721.24,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-26,100.0,4769.33,0.0,0.03,0.0,0.0,0.0,4769.33,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-29,100.0,4642.71,0.0,0.03,0.0,0.0,0.0,4642.71,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-06-30,100.0,4662.34,0.0,0.03,0.0,0.0,0.0,4662.34,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-01,100.0,4761.48,0.0,0.03,0.0,0.0,0.0,4761.48,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-02,100.0,4760.5,0.0,0.03,0.0,0.0,0.0,4760.5,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-03,100.0,4759.52,0.0,0.03,0.0,0.0,0.0,4759.52,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-06,100.0,4815.46,0.0,0.03,0.0,0.0,0.0,4815.46,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-07,100.0,4843.93,0.0,0.03,0.0,0.0,0.0,4843.93,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-08,100.0,4831.17,0.0,0.03,0.0,0.0,0.0,4831.17,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-09,100.0,4867.49,0.0,0.03,0.0,0.01,0.0,4867.49,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-10,100.0,4839.02,0.0,0.03,0.0,0.0,0.0,4839.02,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-13,100.0,4868.47,0.0,0.03,0.0,0.01,0.0,4868.47,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-14,100.0,4989.2,0.0,0.03,0.0,0.01,0.0,4989.2,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-15,100.0,5075.57,0.0,0.03,0.0,0.01,0.0,5075.57,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-16,100.0,5270.9,0.0,0.03,0.0,0.01,0.0,5270.9,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-17,100.0,5202.19,0.0,0.03,0.0,0.01,0.0,5202.19,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-20,100.0,5030.42,0.0,0.02,0.0,0.01,0.0,5030.42,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-21,100.0,5021.59,0.0,0.02,0.0,0.01,0.0,5021.59,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-22,100.0,5241.45,0.0,0.02,0.0,0.01,0.0,5241.45,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-23,100.0,5217.9,0.0,0.02,0.0,0.01,0.0,5217.9,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-24,100.0,5182.56,0.0,0.02,0.0,0.01,0.0,5182.56,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-27,100.0,5137.41,0.0,0.02,0.0,0.01,0.0,5137.41,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-28,100.0,5182.56,0.0,0.03,0.0,0.01,0.0,5182.56,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-29,100.0,5231.02,0.0,0.03,0.0,0.01,0.0,5231.02,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-30,100.0,5221.13,0.0,0.03,0.0,0.01,0.0,5221.13,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-07-31,100.0,5240.9,0.0,0.03,0.0,0.01,0.0,5240.9,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-03,100.0,5255.74,0.0,0.03,0.0,0.01,0.0,5255.74,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-04,100.0,5285.4,0.0,0.03,0.0,0.01,0.0,5285.4,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-05,100.0,5191.46,0.0,0.03,0.0,0.01,0.0,5191.46,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-06,100.0,5235.96,0.0,0.03,0.0,0.01,0.0,5235.96,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-07,100.0,5223.1,0.0,0.03,0.0,0.01,0.0,5223.1,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-10,100.0,5244.86,0.0,0.03,0.0,0.01,0.0,5244.86,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-11,100.0,5261.67,0.0,0.03,0.0,0.01,0.0,5261.67,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-12,100.0,5145.97,0.0,0.03,0.0,0.01,0.0,5145.97,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-13,100.0,5087.63,0.0,0.03,0.0,0.01,0.0,5087.63,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-14,100.0,5238.93,0.0,0.02,0.0,0.01,0.0,5238.93,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-17,100.0,5176.63,0.0,0.02,0.0,0.01,0.0,5176.63,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-18,100.0,5062.91,0.0,0.02,0.0,0.01,0.0,5062.91,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,0.01,,,0.0,0.0,869.0,43541.26,,0.04,0.0,,0.0,,0.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,43137.39,,0.04,0.0,,0.0,,0.0
2015-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,42965.52,,0.04,0.0,,0.0,,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,41676.56,,0.04,0.0,,0.0,,0.0
2015-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,869.0,42535.87,,0.04,0.0,,0.0,,0.0
2015-08-26,100.0,4964.03,0.0,0.03,0.0,0.01,0.0,4964.03,0.0,100.0,0.0,,,,,,100.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-27,100.0,5023.36,0.0,0.04,0.0,0.01,0.0,5023.36,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-28,100.0,5095.54,0.0,0.05,0.0,0.01,0.0,5095.54,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-08-31,100.0,5092.58,0.0,0.05,0.0,0.01,0.0,5092.58,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-01,100.0,5092.58,0.0,0.04,0.0,0.01,0.0,5092.58,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-02,100.0,5089.61,0.0,0.04,0.0,0.01,0.0,5089.61,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-03,100.0,5112.35,0.0,0.04,0.0,0.01,0.0,5112.35,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-04,100.0,5186.52,0.0,0.04,0.0,0.01,0.0,5186.52,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-07,100.0,5191.46,0.0,0.04,0.0,0.01,0.0,5191.46,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-08,100.0,5206.29,0.0,0.04,0.0,0.01,0.0,5206.29,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-09,100.0,5211.24,0.0,0.04,0.0,0.01,0.0,5211.24,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-10,100.0,5240.9,0.0,0.04,0.0,0.01,0.0,5240.9,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-11,100.0,5270.57,0.0,0.04,0.0,0.01,0.0,5270.57,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-14,100.0,5359.57,0.0,0.04,0.0,0.01,0.0,5359.57,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-15,100.0,5374.4,0.0,0.04,0.0,0.01,0.0,5374.4,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-16,100.0,5389.23,0.0,0.04,0.0,0.01,0.0,5389.23,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-17,100.0,5370.44,0.0,0.04,0.0,0.01,0.0,5370.44,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-18,100.0,5364.51,0.0,0.04,0.0,0.01,0.0,5364.51,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-21,100.0,5374.4,0.0,0.04,0.0,0.01,0.0,5374.4,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-22,100.0,5438.67,0.0,0.04,0.0,0.01,0.0,5438.67,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-23,100.0,5517.78,0.0,0.03,0.0,0.01,0.0,5517.78,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-24,100.0,5587.0,0.0,0.03,0.0,0.01,0.0,5587.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-25,100.0,5537.56,0.0,0.03,0.0,0.01,0.0,5537.56,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-28,100.0,5463.4,0.0,0.03,0.0,0.01,0.0,5463.4,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-29,100.0,5329.9,0.0,0.02,0.0,0.01,0.0,5329.9,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-09-30,100.0,5358.58,0.0,0.02,0.0,0.01,0.0,5358.58,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-01,100.0,5438.67,0.0,0.02,0.0,0.01,0.0,5438.67,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-02,100.0,5384.29,0.0,0.02,0.0,0.01,0.0,5384.29,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-05,100.0,5384.29,0.0,0.02,0.0,0.01,0.0,5384.29,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-06,100.0,5320.01,0.0,0.02,0.0,0.01,0.0,5320.01,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-07,100.0,5290.35,0.0,0.02,0.0,0.01,0.0,5290.35,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-08,100.0,5295.29,0.0,0.02,0.0,0.01,0.0,5295.29,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-09,100.0,5304.19,0.0,0.02,0.0,0.01,0.0,5304.19,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-12,100.0,5250.79,0.0,0.02,0.0,0.01,0.0,5250.79,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-13,100.0,5277.49,0.0,0.02,0.0,0.01,0.0,5277.49,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-14,100.0,5277.49,0.0,0.02,0.0,0.01,0.0,5277.49,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-15,100.0,5278.48,0.0,0.02,0.0,0.01,0.0,5278.48,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-16,100.0,5287.38,0.0,0.03,0.0,0.01,0.0,5287.38,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-19,100.0,5270.57,0.0,0.02,0.0,0.01,0.0,5270.57,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-20,100.0,5300.23,0.0,0.02,0.0,0.01,0.0,5300.23,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
2015-10-21,100.0,5418.9,0.0,0.02,0.0,0.01,0.0,5418.9,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1151
