,MAAT FP Equity_DX_SI_QTY,MAAT FP Equity_DX_SHORT_INTEREST_VALUE,MAAT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MAAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MAAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MAAT FP Equity_DX_SI_MV,MAAT FP Equity_DX_DSS,MAAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MAAT FP Equity_DX_SUPPLY_SI_QTY,MAAT FP Equity_DX_BROKER_SI_QTY,MAAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MAAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,MAAT FP Equity_DX_BROKER_SI_MV_INC_x,MAAT FP Equity_DX_BROKER_SI_QTY_ADD,MAAT FP Equity_DX_SUPPLY_SI_MV_DEC,MAAT FP Equity_DX_BROKER_SI_QTY_INC,MAAT FP Equity_DX_SUPPLY_SI_QTY_DEC,MAAT FP Equity_DX_BROKER_SI_MV_INC_y,MAAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,MAAT FP Equity_DX_BROKER_SI_MV_ADD,MAAT FP Equity_DX_SUPPLY_SI_QTY_ADD,MAAT FP Equity_DX_BROKER_SI_QTY_DEC,MAAT FP Equity_DX_SUPPLY_SI_MV,MAAT FP Equity_DX_BROKER_SI_MV_DEC,MAAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MAAT FP Equity_DX_UTILIZATION_QUANTITY,MAAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MAAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MAAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MAAT FP Equity_DX_ACTIVE_UTILIZATION_MV,MAAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MAAT FP Equity_DX_BROKER_SI_CON_RATIO,MAAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MAAT FP Equity_DX_DEMAND_SUPPLY_RATIO,MAAT FP Equity_PX_LAST
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,198000.0,0.19,0.0,,0.0,,0.0,9.9
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,206000.0,0.2,0.0,,0.0,,0.0,10.3
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,194000.0,0.21,0.0,,0.0,,0.0,9.7
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,200000.0,0.19,0.0,,0.0,,0.0,10.0
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,200000.0,0.2,0.0,,0.0,,0.0,10.0
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,200000.0,0.2,0.0,,0.0,,0.0,10.0
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,200000.0,0.2,0.0,,0.0,,0.0,10.0
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,200000.0,0.2,0.0,,0.0,,0.0,10.0
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,200000.0,0.2,0.0,,0.0,,0.0,10.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,200000.0,0.2,0.0,,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,200000.0,0.2,0.0,,0.0,,0.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,199600.0,0.2,0.0,,0.0,,0.0,9.98
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,200000.0,0.2,0.0,,0.0,,0.0,10.0
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,198000.0,0.2,0.0,,0.0,,0.0,9.9
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,197600.0,0.2,0.0,,0.0,,0.0,9.88
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,192000.0,0.2,0.0,,0.0,,0.0,9.6
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,189600.0,0.19,0.0,,0.0,,0.0,9.48
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,188000.0,0.19,0.0,,0.0,,0.0,9.4
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,190000.0,0.19,0.0,,0.0,,0.0,9.5
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,190000.0,0.19,0.0,,0.0,,0.0,9.5
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,192800.0,0.19,0.0,,0.0,,0.0,9.64
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,194000.0,0.19,0.0,,0.0,,0.0,9.7
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,194400.0,0.19,0.0,,0.0,,0.0,9.72
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,188400.0,0.19,0.0,,0.0,,0.0,9.42
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,183200.0,0.19,0.0,,0.0,,0.0,9.16
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,183200.0,0.19,0.0,,0.0,,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19452.0,177013.2,0.18,0.0,,0.0,,0.0,9.1
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,174987.0,0.18,0.0,,0.0,,0.0,9.0
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,171098.4,0.18,0.0,,0.0,,0.0,8.8
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,173042.7,0.17,0.0,,0.0,,0.0,8.9
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,165265.5,0.17,0.0,,0.0,,0.0,8.5
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,169154.1,0.17,0.0,,0.0,,0.0,8.7
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,162932.34,0.17,0.0,,0.0,,0.0,8.38
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,159432.6,0.16,0.0,,0.0,,0.0,8.2
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,166043.22,0.16,0.0,,0.0,,0.0,8.54
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,166820.94,0.17,0.0,,0.0,,0.0,8.58
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,162932.34,0.17,0.0,,0.0,,0.0,8.38
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,161376.9,0.16,0.0,,0.0,,0.0,8.3
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,161376.9,0.16,0.0,,0.0,,0.0,8.3
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,157488.3,0.16,0.0,,0.0,,0.0,8.1
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,155544.0,0.16,0.0,,0.0,,0.0,8.0
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,155155.14,0.16,0.0,,0.0,,0.0,7.98
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,155544.0,0.16,0.0,,0.0,,0.0,8.0
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,155544.0,0.16,0.0,,0.0,,0.0,8.0
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,155544.0,0.16,0.0,,0.0,,0.0,8.0
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,159432.6,0.16,0.0,,0.0,,0.0,8.2
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,155544.0,0.16,0.0,,0.0,,0.0,8.0
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,155544.0,0.16,0.0,,0.0,,0.0,8.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,155544.0,0.16,0.0,,0.0,,0.0,8.0
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,155544.0,0.16,0.0,,0.0,,0.0,8.0
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,159043.74,0.16,0.0,,0.0,,0.0,8.18
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,153599.7,0.16,0.0,,0.0,,0.0,7.9
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,153599.7,0.15,0.0,,0.0,,0.0,7.9
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,151655.4,0.15,0.0,,0.0,,0.0,7.8
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,150488.82,0.15,0.0,,0.0,,0.0,7.74
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,150877.68,0.15,0.0,,0.0,,0.0,7.76
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,151655.4,0.15,0.0,,0.0,,0.0,7.8
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,147766.8,0.15,0.0,,0.0,,0.0,7.6
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,145822.5,0.15,0.0,,0.0,,0.0,7.5
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,147377.94,0.15,0.0,,0.0,,0.0,7.58
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,143100.48,0.15,0.0,,0.0,,0.0,7.36
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,141933.9,0.14,0.0,,0.0,,0.0,7.3
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,145822.5,0.14,0.0,,0.0,,0.0,7.5
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,142322.76,0.15,0.0,,0.0,,0.0,7.32
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,141156.18,0.14,0.0,,0.0,,0.0,7.26
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,141156.18,0.14,0.0,,0.0,,0.0,7.26
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,18707.0,137683.52,0.14,0.0,,0.0,,0.0,7.36
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,141933.9,0.15,0.0,,0.0,,0.0,7.3
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19443.0,140767.32,0.15,0.0,,0.0,,0.0,7.24
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,119916.12,0.12,0.0,,0.0,,0.0,7.24
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,118922.34,0.12,0.0,,0.0,,0.0,7.18
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,109315.8,0.12,0.0,,0.0,,0.0,6.6
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,113622.18,0.11,0.0,,0.0,,0.0,6.86
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,110972.1,0.11,0.0,,0.0,,0.0,6.7
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,110972.1,0.11,0.0,,0.0,,0.0,6.7
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,110972.1,0.11,0.0,,0.0,,0.0,6.7
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,110972.1,0.11,0.0,,0.0,,0.0,6.7
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,110309.58,0.11,0.0,,0.0,,0.0,6.66
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,109315.8,0.11,0.0,,0.0,,0.0,6.6
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,110972.1,0.11,0.0,,0.0,,0.0,6.7
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106665.72,0.11,0.0,,0.0,,0.0,6.44
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,105340.68,0.11,0.0,,0.0,,0.0,6.36
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.11,0.0,,0.0,,0.0,6.4
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106334.46,0.11,0.0,,0.0,,0.0,6.42
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106334.46,0.11,0.0,,0.0,,0.0,6.42
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.11,0.0,,0.0,,0.0,6.4
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,105671.94,0.11,0.0,,0.0,,0.0,6.38
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.11,0.0,,0.0,,0.0,6.4
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106334.46,0.11,0.0,,0.0,,0.0,6.42
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,103021.86,0.11,0.0,,0.0,,0.0,6.22
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,105671.94,0.1,0.0,,0.0,,0.0,6.38
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.11,0.0,,0.0,,0.0,6.4
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,103684.38,0.11,0.0,,0.0,,0.0,6.26
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.1,0.0,,0.0,,0.0,6.4
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.11,0.0,,0.0,,0.0,6.3
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.1,0.0,,0.0,,0.0,6.4
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.11,0.0,,0.0,,0.0,6.4
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.11,0.0,,0.0,,0.0,6.4
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,105671.94,0.11,0.0,,0.0,,0.0,6.38
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.11,0.0,,0.0,,0.0,6.4
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.11,0.0,,0.0,,0.0,6.3
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.1,0.0,,0.0,,0.0,6.4
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.11,0.0,,0.0,,0.0,6.3
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.1,0.0,,0.0,,0.0,6.4
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.11,0.0,,0.0,,0.0,6.4
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.11,0.0,,0.0,,0.0,6.4
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104015.64,0.11,0.0,,0.0,,0.0,6.28
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.1,0.0,,0.0,,0.0,6.3
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104015.64,0.1,0.0,,0.0,,0.0,6.28
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.1,0.0,,0.0,,0.0,6.3
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.1,0.0,,0.0,,0.0,6.3
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.1,0.0,,0.0,,0.0,6.4
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.11,0.0,,0.0,,0.0,6.3
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,103684.38,0.1,0.0,,0.0,,0.0,6.26
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104015.64,0.1,0.0,,0.0,,0.0,6.28
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104015.64,0.1,0.0,,0.0,,0.0,6.28
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.1,0.0,,0.0,,0.0,6.3
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,105009.42,0.1,0.0,,0.0,,0.0,6.34
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.11,0.0,,0.0,,0.0,6.3
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.1,0.0,,0.0,,0.0,6.4
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,105340.68,0.11,0.0,,0.0,,0.0,6.36
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.11,0.0,,0.0,,0.0,6.3
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,104346.9,0.1,0.0,,0.0,,0.0,6.3
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16563.0,106003.2,0.1,0.0,,0.0,,0.0,6.4
