,ALAT FP Equity_DX_SI_QTY,ALAT FP Equity_DX_SHORT_INTEREST_VALUE,ALAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAT FP Equity_DX_SI_MV,ALAT FP Equity_DX_DSS,ALAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAT FP Equity_DX_SUPPLY_SI_QTY,ALAT FP Equity_DX_BROKER_SI_QTY,ALAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAT FP Equity_DX_BROKER_SI_MV_NEW_x,ALAT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAT FP Equity_DX_BROKER_SI_MV_INC_x,ALAT FP Equity_DX_SUPPLY_SI_MV_NEW,ALAT FP Equity_DX_BROKER_SI_QTY_ADD,ALAT FP Equity_DX_BROKER_SI_QTY_NEW,ALAT FP Equity_DX_SUPPLY_SI_MV_DEC,ALAT FP Equity_DX_BROKER_SI_QTY_INC,ALAT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAT FP Equity_DX_BROKER_SI_MV_NEW_y,ALAT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALAT FP Equity_DX_BROKER_SI_MV_INC_y,ALAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAT FP Equity_DX_BROKER_SI_MV_ADD,ALAT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAT FP Equity_DX_BROKER_SI_QTY_DEC,ALAT FP Equity_DX_SUPPLY_SI_MV,ALAT FP Equity_DX_BROKER_SI_MV_DEC,ALAT FP Equity_DX_SUPPLY_SI_MV_RMV,ALAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAT FP Equity_DX_UTILIZATION_QUANTITY,ALAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAT FP Equity_DX_BROKER_SI_CON_RATIO,ALAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAT FP Equity_PX_LAST
2023-12-07,63209.0,1005035.74,14.95,0.24,1.01,,558097.02,28109.0,35100.0,446938.72,,,,,,,,,,,,,,,,,,0.45,,,100.0,22.56,0.0,0.0,,0.0,100.0,0.01,0.9997,99.99,0.5072,15.9002
2023-12-08,98409.0,1573313.89,23.31,0.38,1.57,,1123921.25,28109.0,70300.0,449392.64,,,,0.56,,,,,35200.0,,,,0.56,,,,,0.45,,,100.0,22.56,0.0,0.0,,0.0,100.0,0.01,0.9998,99.99,0.7897,15.9875
2023-12-11,98409.0,1575360.79,22.92,0.37,1.58,,1125383.49,28109.0,70300.0,449977.3,,,,,,,,,,,,,,,,,,0.45,,,100.0,22.56,0.0,0.0,,0.0,100.0,0.01,0.9998,99.99,0.7897,16.0083
2023-12-12,98409.0,1557155.13,22.52,0.38,1.58,,1112377.99,28109.0,70300.0,444777.14,,,,,,,,,,,,,,,,,,0.45,,,100.0,22.56,0.0,0.0,,0.0,100.0,0.01,0.9998,99.99,0.7897,15.8233
2023-12-13,35209.0,560844.16,7.63,0.13,0.56,,560700.8,9.0,35200.0,143.36,,,,,,,,0.45,,28100.0,,,,,,,35100.0,0.0,0.56,,100.0,0.01,0.0,0.0,,0.0,100.0,0.03,0.9995,99.97,0.3648,15.929
2023-12-14,35209.0,575286.89,7.36,0.13,0.56,,575139.84,9.0,35200.0,147.05,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.01,0.0,0.0,,0.0,100.0,0.03,0.9995,99.97,0.2479,16.3392
2023-12-15,5209.0,85776.6,0.86,0.02,0.08,,85628.4,9.0,5200.0,148.2,,,,,,,,,,,,,,,,,30000.0,0.0,0.48,,100.0,0.01,0.0,0.0,,0.0,100.0,0.17,0.9966,99.83,0.0352,16.467
2023-12-18,9.0,148.79,0.0,0.0,0.0,,0.0,9.0,0.0,148.79,,,,,,,,,,,,,,,,,5200.0,0.0,0.08,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001,16.5327
2023-12-19,58609.0,987268.61,10.47,0.22,0.97,,544093.5,26309.0,32300.0,443175.11,,,26300.0,,,32300.0,,,,,,,,26300.0,0.53,,,0.44,,,100.0,15.14,0.0,0.0,,0.0,100.0,0.02,0.9997,99.98,0.3372,16.845
2023-12-20,58609.0,981126.38,12.41,0.22,0.99,,540708.46,26309.0,32300.0,440417.92,,,,,,,,,,,,,,,,,,0.44,,,100.0,15.15,0.0,0.0,,0.0,100.0,0.02,0.9997,99.98,0.3375,16.7402
2023-12-21,58609.0,979561.52,12.37,0.22,0.98,,539846.05,26309.0,32300.0,439715.47,,,,,,,,,,,,,,,,,,0.44,,,100.0,14.2,0.0,0.0,,0.0,100.0,0.02,0.9997,99.98,0.3162,16.7135
2023-12-22,6062.0,101300.26,1.28,0.02,0.1,,101300.26,71.0,6062.0,1186.46,,,,,,62.0,,0.44,,26238.0,,,,,0.0,,26300.0,0.0,0.44,,100.0,0.04,0.0,0.0,,0.0,100.0,1.02,0.9797,98.98,0.0378,16.7107
2023-12-25,6062.0,101300.26,1.29,0.02,0.1,,101300.26,71.0,6062.0,1186.46,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.04,0.0,0.0,,0.0,100.0,1.02,0.9799,98.98,0.0378,
2023-12-26,6062.0,101300.26,1.29,0.02,0.1,,101300.26,71.0,6062.0,1186.46,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.04,0.0,0.0,,0.0,100.0,1.02,0.9799,98.98,0.0334,
2023-12-27,6062.0,102649.06,1.29,0.02,0.1,,102649.06,71.0,6062.0,1202.26,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.04,0.0,0.0,,0.0,100.0,1.02,0.9799,98.98,0.0379,16.9332
2023-12-28,62.0,1048.26,0.01,0.0,0.0,,1048.26,62.0,62.0,1048.26,,,,,,,,0.0,,9.0,,,,,,,6000.0,0.0,0.1,,100.0,0.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,16.9074
2023-12-29,62.0,1046.73,0.01,0.0,0.0,,1046.73,62.0,62.0,1046.73,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,16.8827
2024-01-01,62.0,1046.73,0.01,0.0,0.0,,1046.73,62.0,62.0,1046.73,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,
2024-01-02,15062.0,253833.86,3.01,0.05,0.25,,127439.36,7562.0,7562.0,127439.36,,,7500.0,,,7500.0,,,,,,,,7500.0,0.13,,,0.13,,,100.0,4.45,0.0,0.0,,0.0,100.0,0.41,0.9918,99.59,0.0886,16.8526
2024-01-03,37462.0,630702.74,5.99,0.14,0.63,,315873.28,18762.0,18762.0,315873.28,,,11200.0,0.19,,,,,11200.0,,,,0.19,11200.0,,,,0.32,,,100.0,10.32,0.0,0.0,,0.0,100.0,0.17,0.9967,99.83,0.2061,16.8358
2024-01-04,37462.0,623446.35,5.77,0.13,0.63,,312239.08,18762.0,18762.0,312239.08,,,,,,,,,,,,,,,,,,0.32,,,100.0,10.32,0.0,0.0,,0.0,100.0,0.17,0.9967,99.83,0.2061,16.6421
2024-01-05,15062.0,252326.16,2.21,0.05,0.25,,126682.41,7562.0,7562.0,126682.41,,,,,,,,0.19,,11200.0,,,,,,,11200.0,0.13,0.19,,100.0,4.43,0.0,0.0,,0.0,100.0,0.41,0.9918,99.59,0.0883,16.7525
2024-01-08,15062.0,251237.17,2.21,0.05,0.25,,126135.67,7562.0,7562.0,126135.67,,,,,,,,,,,,,,,,,,0.13,,,100.0,4.43,0.0,0.0,,0.0,100.0,0.41,0.9918,99.59,0.0883,16.6802
2024-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.13,,7562.0,,,,,,,7562.0,0.0,0.13,,0.0,0.0,163656.0,2708506.8,,2.67,0.0,,0.0,,0.0,16.55
2024-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,163756.0,2695407.38,,2.65,0.0,,0.0,,0.0,16.4599
2024-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,163756.0,2700532.95,,2.64,0.0,,0.0,,0.0,16.4912
2024-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,161506.0,2675960.61,,2.6,0.0,,0.0,,0.0,16.5688
2024-01-15,36000.0,597596.4,5.22,0.13,0.6,,298798.2,18000.0,18000.0,298798.2,,,,,,18000.0,,,,,,,,,0.3,18000.0,,0.3,,,100.0,10.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2014,16.5999
2024-01-16,42108.0,690491.19,5.89,0.15,0.7,,395325.39,18008.0,24108.0,295296.98,,,8.0,0.1,,8.0,,,6100.0,,,,0.1,8.0,0.0,,,0.3,,,100.0,10.07,0.0,0.0,,0.0,100.0,0.02,0.9996,99.98,0.2355,16.3981
2024-01-17,42131.0,682652.81,5.76,0.15,0.69,,390997.01,18031.0,24131.0,292158.1,,,23.0,0.0,,,,,23.0,,,,0.0,23.0,,,,0.3,,,100.0,10.08,0.0,0.0,,0.0,100.0,0.07,0.9985,99.93,0.2356,16.2031
2024-01-18,42131.0,678924.21,5.51,0.15,0.68,,388861.41,18031.0,24131.0,290562.35,,,,,,,,,,,,,,,,,,0.29,,,100.0,10.07,0.0,0.0,,0.0,100.0,0.07,0.9985,99.93,0.2352,16.1146
2024-01-19,42339.0,677910.9,5.62,0.16,0.68,,389703.9,18239.0,24339.0,292033.75,,,208.0,0.0,,,,,208.0,,,,0.0,208.0,,,,0.29,,,100.0,10.17,0.0,0.0,,0.0,100.0,0.56,0.9888,99.44,0.2361,16.0115
2024-01-22,42331.0,676360.48,6.18,0.16,0.68,,388758.28,18231.0,24331.0,291293.09,,,,,,,,0.0,,8.0,,,,,,,8.0,0.29,0.0,,100.0,10.17,0.0,0.0,,0.0,100.0,0.55,0.9892,99.45,0.236,15.9779
2024-01-23,42308.0,674892.99,6.67,0.16,0.68,,387758.79,18208.0,24308.0,290452.2,,,,,,,,0.0,,23.0,,,,,,,23.0,0.29,0.0,,100.0,10.15,0.0,0.0,,0.0,100.0,0.49,0.9902,99.51,0.2359,15.9519
2024-01-24,208.0,3378.75,0.03,0.0,0.0,,3378.75,208.0,208.0,3378.75,,,,,,,,0.29,,18000.0,,,,,,,24100.0,0.0,0.38,,100.0,0.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0013,16.244
2024-01-25,18808.0,305898.95,2.84,0.07,0.31,,154640.96,9508.0,9508.0,154640.96,,,9300.0,,,9300.0,,,,,,,,9300.0,0.15,,,0.15,,,100.0,5.57,0.0,0.0,,0.0,100.0,1.11,0.9781,98.89,0.1102,16.2643
2024-01-26,208.0,3406.29,0.03,0.0,0.0,,3406.29,208.0,208.0,3406.29,,,,,,,,0.15,,9300.0,,,,,,,9300.0,0.0,0.15,,100.0,0.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0013,16.3764
2024-01-29,208.0,3393.75,0.03,0.0,0.0,,3393.75,208.0,208.0,3393.75,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.3161
2024-01-30,208.0,3379.56,0.03,0.0,0.0,,3379.56,208.0,208.0,3379.56,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.2479
2024-01-31,208.0,3403.5,0.04,0.0,0.0,,3403.5,208.0,208.0,3403.5,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.363
2024-02-01,208.0,3408.81,0.04,0.0,0.0,,3408.81,208.0,208.0,3408.81,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.3885
2024-02-02,208.0,3408.18,0.04,0.0,0.0,,3408.18,208.0,208.0,3408.18,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.3855
2024-02-05,208.0,3412.57,0.04,0.0,0.0,,3412.57,208.0,208.0,3412.57,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.4066
2024-02-06,208.0,3499.62,0.04,0.0,0.0,,3499.62,208.0,208.0,3499.62,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.8251
2024-02-07,208.0,3469.69,0.04,0.0,0.0,,3469.69,208.0,208.0,3469.69,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.6812
2024-02-08,208.0,3412.3,0.04,0.0,0.0,,3412.3,208.0,208.0,3412.3,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.4053
2024-02-09,208.0,3402.07,0.04,0.0,0.0,,3402.07,208.0,208.0,3402.07,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.3561
2024-02-12,208.0,3471.02,0.04,0.0,0.0,,3471.02,208.0,208.0,3471.02,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.6876
2024-02-13,208.0,3389.38,0.04,0.0,0.0,,3389.38,208.0,208.0,3389.38,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.2951
2024-02-14,208.0,3427.3,0.04,0.0,0.0,,3427.3,208.0,208.0,3427.3,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.4774
2024-02-15,208.0,3423.18,0.04,0.0,0.0,,3423.18,208.0,208.0,3423.18,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.4576
2024-02-16,208.0,3436.33,0.04,0.0,0.0,,3436.33,208.0,208.0,3436.33,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.5208
2024-02-19,208.0,3452.88,0.04,0.0,0.0,,3452.88,208.0,208.0,3452.88,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.6004
2024-02-20,208.0,3476.49,0.04,0.0,0.0,,3476.49,208.0,208.0,3476.49,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.7139
2024-02-21,208.0,3451.3,0.04,0.0,0.0,,3451.3,208.0,208.0,3451.3,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.5928
2024-02-22,208.0,3455.82,0.04,0.0,0.0,,3455.82,208.0,208.0,3455.82,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.6145
2024-02-23,208.0,3424.41,0.04,0.0,0.0,,3424.41,208.0,208.0,3424.41,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.4635
2024-02-26,208.0,3390.4,0.04,0.0,0.0,,3390.4,208.0,208.0,3390.4,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.3
2024-02-27,208.0,3437.53,0.04,0.0,0.0,,3437.53,208.0,208.0,3437.53,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.5266
2024-02-28,208.0,3439.13,0.04,0.0,0.0,,3439.13,208.0,208.0,3439.13,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.5343
2024-02-29,208.0,3409.54,0.04,0.0,0.0,,3409.54,208.0,208.0,3409.54,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014,16.392
2024-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,208.0,,,,,,,208.0,0.0,0.0,,0.0,0.0,145706.0,2390627.48,,2.33,0.0,,0.0,,0.0,16.4072
2024-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,145498.0,2381656.76,,2.32,0.0,,0.0,,0.0,16.369
2024-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,145498.0,2373858.07,,2.32,0.0,,0.0,,0.0,16.3154
2024-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,145498.0,2366161.23,,2.31,0.0,,0.0,,0.0,16.2625
2024-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,145498.0,2351247.68,,2.3,0.0,,0.0,,0.0,16.16
2024-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,145625.0,2323330.38,,2.29,0.0,,0.0,,0.0,15.9542
2024-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,145625.0,2324466.25,,2.28,0.0,,0.0,,0.0,15.962
2024-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,132753.0,2134615.14,,2.06,0.0,,0.0,,0.0,16.0796
2024-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,122796.0,1990412.64,,1.91,0.0,,0.0,,0.0,16.2091
2024-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,118814.0,1945199.05,,1.86,0.0,,0.0,,0.0,16.3718
2024-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,118814.0,1927270.01,,1.88,0.0,,0.0,,0.0,16.2209
2024-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,121514.0,1951308.27,,1.93,0.0,,0.0,,0.0,16.0583
2024-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,121514.0,1961782.77,,1.89,0.0,,0.0,,0.0,16.1445
2024-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,121514.0,1978150.71,,1.9,0.0,,0.0,,0.0,16.2792
2024-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,122014.0,2004323.98,,1.92,0.0,,0.0,,0.0,16.427
2024-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,72014.0,1178825.97,,1.12,0.0,,0.0,,0.0,16.3694
2024-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,69714.0,1138450.53,,1.08,0.0,,0.0,,0.0,16.3303
2024-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63488.0,1038581.15,,0.97,0.0,,0.0,,0.0,16.3587
2024-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,64288.0,1063407.09,,0.99,0.0,,0.0,,0.0,16.5413
2024-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,64288.0,1065419.31,,1.0,0.0,,0.0,,0.0,16.5726
2024-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60334.0,999891.25,,1.0,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60034.0,994919.47,,1.0,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63988.0,1053888.76,,1.0,0.0,,0.0,,0.0,16.4701
2024-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63988.0,1041705.44,,0.99,0.0,,0.0,,0.0,16.2797
2024-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63188.0,1050115.05,,0.97,0.0,,0.0,,0.0,16.6189
2024-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63077.0,1031132.33,,0.98,0.0,,0.0,,0.0,16.3472
2024-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,62377.0,1033187.68,,0.96,0.0,,0.0,,0.0,16.5636
2024-04-09,1622.0,27086.26,0.26,0.01,0.03,,0.0,1622.0,0.0,27086.26,,,,,,,,,,,,,,,,1622.0,,0.03,,,2.5,2.5,63155.0,1054644.29,,0.98,2.79,,0.0,,0.025,16.6993
2024-04-10,1622.0,27002.08,0.29,0.01,0.03,,0.0,1622.0,0.0,27002.08,,,,,,,,,,,,,,,,,,0.03,,,2.48,2.48,63655.0,1059690.25,,1.0,2.75,,0.0,,0.0248,16.6474
2024-04-11,1622.0,26784.57,0.29,0.01,0.03,,0.0,1622.0,0.0,26784.57,,,,,,,,,,,,,,,,,,0.03,,,2.51,2.51,63055.0,1041246.13,,0.98,2.79,,0.0,,0.0251,16.5133
2024-04-12,1622.0,26694.23,0.29,0.01,0.03,,0.0,1622.0,0.0,26694.23,,,,,,,,,,,,,,,,,,0.03,,,2.51,2.51,63055.0,1037733.97,,0.98,2.81,,0.0,,0.0251,16.4576
2024-04-15,2022.0,32961.63,0.33,0.01,0.03,,3260.3,1822.0,200.0,29701.33,,,,,,200.0,,,,,,,,,0.0,200.0,,0.03,,,2.81,2.81,63055.0,1027891.08,,0.97,3.14,,1.0,100.0,0.0312,16.3015
2024-04-16,1622.0,25519.57,0.22,0.01,0.03,,0.0,1622.0,0.0,25519.57,,,,,,,,0.0,,200.0,,,,,,,200.0,0.03,0.0,,2.49,2.49,63455.0,998362.9,,0.97,2.83,,0.0,,0.0249,15.7334
2024-04-17,1622.0,25597.11,0.21,0.01,0.03,,0.0,1622.0,0.0,25597.11,,,,,,,,,,,,,,,,,,0.03,,,2.49,2.49,63455.0,1001396.05,,0.94,2.92,,0.0,,0.0249,15.7812
2024-04-18,1622.0,25608.46,0.19,0.01,0.03,,0.0,1622.0,0.0,25608.46,,,,,,,,,,,,,,,,,,0.03,,,2.5,2.5,63355.0,1000261.41,,0.93,2.93,,0.0,,0.025,15.7882
2024-04-19,1622.0,25789.15,0.2,0.01,0.03,,0.0,1622.0,0.0,25789.15,,,,,,,,,,,,,,,,,,0.03,,,2.5,2.5,63355.0,1007319.16,,0.94,2.92,,0.0,,0.025,15.8996
2024-04-22,1622.0,25798.4,0.2,0.01,0.03,,0.0,1622.0,0.0,25798.4,,,,,,,,,,,,,,,,,,0.03,,,2.48,2.48,63855.0,1015632.93,,0.95,2.88,,0.0,,0.0248,15.9053
2024-04-23,1622.0,25988.01,0.19,0.01,0.03,,0.0,1622.0,0.0,25988.01,,,,,,,,,,,,,,,,,,0.03,,,2.59,2.59,61055.0,978235.42,,0.91,3.01,,0.0,,0.0259,16.0222
2024-04-24,1622.0,25974.06,0.21,0.01,0.03,,0.0,1622.0,0.0,25974.06,,,,,,,,,,,,,,,,,,0.03,,,2.59,2.59,61055.0,977710.35,,0.91,2.99,,0.0,,0.0259,16.0136
2024-04-25,1622.0,25672.69,0.23,0.01,0.03,,0.0,1622.0,0.0,25672.69,,,,,,,,,,,,,,,,,,0.03,,,2.55,2.55,62055.0,982194.13,,0.93,2.95,,0.0,,0.0255,15.8278
2024-04-26,1622.0,26418.16,0.24,0.01,0.03,,0.0,1622.0,0.0,26418.16,,,,,,,,,,,,,,,,,,0.03,,,2.55,2.55,62070.0,1010958.92,,0.92,2.96,,0.0,,0.0255,16.2874
2024-04-29,1622.0,26481.1,0.23,0.01,0.03,,0.0,1622.0,0.0,26481.1,,,,,,,,,,,,,,,,,,0.03,,,2.5,2.5,63370.0,1034591.29,,0.95,2.9,,0.0,,0.025,16.3262
2024-04-30,1622.0,26137.72,0.25,0.01,0.03,,0.0,1622.0,0.0,26137.72,,,,,,,,,,,,,,,,,,0.03,,,2.5,2.5,63370.0,1021175.87,,0.96,2.83,,0.0,,0.025,16.1145
2024-05-01,1622.0,26137.72,0.25,0.01,0.03,,0.0,1622.0,0.0,26137.72,,,,,,,,,,,,,,,,,,0.03,,,2.63,2.63,60116.0,968739.28,,0.97,2.83,,0.0,,0.0263,
2024-05-02,1622.0,26416.54,0.25,0.01,0.03,,0.0,1622.0,0.0,26416.54,,,,,,,,,,,,,,,,,,0.03,,,2.46,2.46,64370.0,1048355.57,,0.97,2.81,,0.0,,0.0246,16.2864
2024-05-03,1622.0,26551.98,0.26,0.01,0.03,,0.0,1622.0,0.0,26551.98,,,,,,,,,,,,,,,,,,0.03,,,2.46,2.46,64370.0,1053730.46,,0.98,2.79,,0.0,,0.0246,16.3699
2024-05-06,1622.0,26959.26,0.25,0.01,0.03,,0.0,1622.0,0.0,26959.26,,,,,,,,,,,,,,,,,,0.03,,,2.48,2.48,63770.0,1059921.17,,0.98,2.79,,0.0,,0.0248,16.621
