,MMB FP Equity_DX_SI_QTY,MMB FP Equity_DX_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MMB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MMB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MMB FP Equity_DX_SI_MV,MMB FP Equity_DX_DSS,MMB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY,MMB FP Equity_DX_BROKER_SI_QTY,MMB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MMB FP Equity_DX_BROKER_SI_MV_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_x,MMB FP Equity_DX_BROKER_SI_MV_INC_x,MMB FP Equity_DX_SUPPLY_SI_MV_NEW,MMB FP Equity_DX_BROKER_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_NEW,MMB FP Equity_DX_SUPPLY_SI_MV_DEC,MMB FP Equity_DX_BROKER_SI_QTY_INC,MMB FP Equity_DX_SUPPLY_SI_QTY_DEC,MMB FP Equity_DX_BROKER_SI_MV_NEW_y,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MMB FP Equity_DX_BROKER_SI_MV_INC_y,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_y,MMB FP Equity_DX_BROKER_SI_MV_ADD,MMB FP Equity_DX_SUPPLY_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_DEC,MMB FP Equity_DX_SUPPLY_SI_MV,MMB FP Equity_DX_BROKER_SI_MV_DEC,MMB FP Equity_DX_SUPPLY_SI_MV_RMV,MMB FP Equity_DX_BROKER_SI_MV_RMV,MMB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MMB FP Equity_DX_UTILIZATION_QUANTITY,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MMB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MMB FP Equity_DX_ACTIVE_UTILIZATION_MV,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MMB FP Equity_DX_BROKER_SI_CON_RATIO,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MMB FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-04-28,4905376.0,121362098.23,4.88,9.67,3.74,141.55,1.0,87763999.51,3658544.0,3547363.0,90514687.62,,,33747.0,13.12,,,,4.7,442080.0,160120.0,,,13.12,33747.0,,273451.0,36900.0,105.72,1.1,,,13.73,13.73,22992132.0,568839856.98,,666.34,13.69,6.99,0.5788,75.26,0.1841
2015-04-29,4867956.0,118700548.78,4.84,10.06,3.71,140.7,1.0,84648886.7,3749423.0,3471484.0,91426168.95,,,54743.0,0.28,,39521.0,,2.01,15000.0,65614.0,,,0.28,54743.0,1.26,101750.0,130400.0,106.98,2.91,,,14.03,14.03,22979240.0,560327250.0,,658.2,13.98,7.07,0.5417,72.73,0.1821
2015-04-30,8062480.0,198466389.1,8.01,16.99,6.15,225.96,2.0,132394554.98,5919923.0,5378384.0,145725104.63,,,1360427.0,33.59,,616717.0,,3.29,1290183.0,115313.0,,,33.59,1360427.0,16.55,925386.0,,167.65,,,,22.13,22.13,20831912.0,512799331.3,,592.34,22.06,23.81,0.2681,44.44,0.3014
2015-05-01,8615230.0,212072909.25,8.56,18.14,6.57,242.2,2.0,143693320.7,6013673.0,5837384.0,148032859.06,,,,,,459000.0,,,,,,,,,13.61,93750.0,,172.21,,,,22.3,22.3,20958768.0,515922024.6,,600.55,22.28,22.27,0.2384,41.07,0.3194
2015-05-04,9286981.0,232279270.84,9.23,19.55,7.08,262.81,2.0,155798632.06,6207396.0,6229135.0,155254911.87,,,280000.0,12.57,,,,4.49,426174.0,158377.0,,,12.57,280000.0,,72100.0,34423.0,178.44,0.99,,,25.6,25.6,18038396.0,451163351.15,,594.59,23.08,20.13,0.212,38.1,0.383
2015-05-05,12444012.0,300548772.4,12.37,26.3,9.49,354.88,2.0,192180829.14,8365026.0,7957113.0,202032776.52,,,1649202.0,41.24,,400000.0,,1.59,1408070.0,55404.0,,,41.24,1649202.0,10.67,563832.0,80092.0,242.58,2.39,,,31.1,31.1,18534634.0,447649961.73,,533.77,31.25,23.23,0.1769,27.61,0.4626
2015-05-06,13782956.0,331584401.89,13.7,29.34,10.51,385.4,3.0,221314926.88,9419095.0,9199389.0,226600518.93,,,317211.0,25.74,,475616.0,,4.85,1017722.0,171662.0,,,25.74,317211.0,13.55,908520.0,251062.0,263.54,7.49,,,34.92,34.92,17557692.0,422395370.08,,492.39,34.86,23.44,0.1613,25.42,0.5109
2015-05-07,16479149.0,393404092.27,16.38,35.34,12.57,461.47,3.0,272060307.13,10671320.0,11396227.0,254754718.09,,,784475.0,61.71,,,,0.31,2200338.0,13261.0,,,61.71,784475.0,,481011.0,3500.0,299.76,0.1,,,39.42,39.42,16400950.0,391537260.03,,458.47,39.53,21.16,0.1655,28.8,0.6087
2015-05-08,21440920.0,523354811.65,21.31,45.48,16.35,602.09,4.0,349806501.22,14159088.0,14330953.0,345611421.22,,,2411680.0,102.96,,47000.0,,2.09,3543726.0,71954.0,,,102.96,2411680.0,1.33,1148042.0,656000.0,394.69,19.13,,,51.8,51.8,13174936.0,321589099.2,,363.42,52.06,16.06,0.1218,20.04,0.7844
2015-05-11,19671516.0,473959174.25,19.55,42.17,15.0,541.95,4.0,344483554.94,13532813.0,14297674.0,326055240.21,,,30814.0,,,,,26.75,,846751.0,,,,30814.0,,189662.0,33279.0,367.29,3.02,,,50.16,50.16,13448435.0,324022263.84,,363.05,50.29,15.5,0.119,17.38,0.7291
2015-05-12,15628882.0,383107911.24,15.53,33.43,11.92,424.52,3.0,280884050.52,9595402.0,11458661.0,235210325.2,,,,6.32,,,,119.69,237987.0,4352713.0,,,6.32,,,415302.0,3077000.0,256.5,88.44,,,35.63,35.63,17337310.0,424986292.72,,466.04,35.5,13.87,0.1264,21.36,0.5803
2015-05-13,12027414.0,288050053.09,11.95,24.95,9.17,328.28,2.0,213676877.61,8621375.0,8921992.0,206477263.23,,,,17.39,,,,28.99,573992.0,1096512.0,,,17.39,,,122485.0,3110661.0,233.11,86.11,,,32.23,32.23,18131760.0,434245834.61,,488.88,32.29,18.06,0.1708,28.9,0.4496
2015-05-14,10817537.0,263754454.89,10.75,22.35,8.25,289.98,2.0,175800429.04,7435446.0,7210220.0,181291915.77,,,29300.0,2.14,,,,36.65,79300.0,1304229.0,,,2.14,29300.0,,89000.0,1791072.0,197.55,50.61,,,27.85,27.85,19262198.0,469653169.06,,514.36,27.75,20.19,0.188,32.03,0.4052
2015-05-15,9172009.0,222930269.89,9.12,19.32,6.99,248.39,2.0,152822681.99,6282735.0,6287576.0,152705019.06,,,4747.0,,,4000.0,,30.49,,1167711.0,,,,4747.0,0.11,10253.0,926644.0,169.52,23.64,,,23.51,23.51,20440992.0,496828542.5,,551.85,23.5,22.85,0.2241,37.49,0.3432
2015-05-18,7947793.0,195216804.25,7.9,17.13,6.06,215.58,2.0,135872592.33,5093193.0,5531733.0,125101001.11,,,,0.17,,12000.0,,32.87,15000.0,1216539.0,,,0.17,,0.34,26997.0,782843.0,138.16,21.08,,,19.08,19.08,21599216.0,530528402.26,,585.17,19.1,24.88,0.2716,43.42,0.2978
2015-05-19,7051610.0,178225745.19,7.01,15.54,5.38,193.45,2.0,122111935.68,4796785.0,4831433.0,121236225.65,,,45187.0,,,,,9.49,,359639.0,,,,45187.0,,18044.0,700300.0,131.98,18.64,,,18.02,18.02,21815492.0,551375121.19,,600.62,18.02,27.04,0.3216,49.01,0.265
2015-05-20,6816095.0,171566685.65,5.8,14.83,5.2,191.38,2.0,119610870.58,4483737.0,4751966.0,112859327.28,,,5000.0,0.28,,16033.0,,8.93,9500.0,332104.0,,,0.28,5000.0,0.45,14056.0,105000.0,125.85,2.8,,,16.89,16.89,22065644.0,555410305.71,,617.9,16.92,27.87,0.3423,50.74,0.2567
2015-05-21,4305367.0,108641260.16,3.67,9.33,3.28,120.4,1.0,87569857.0,3282202.0,3470324.0,82822802.65,,,,0.7,,,,33.7,25000.0,1201535.0,,,0.7,,,,1306642.0,91.65,36.73,,,12.4,12.4,23188866.0,585145847.97,,647.86,12.39,9.04,0.6661,80.99,0.1626
2015-05-22,4226732.0,106085512.56,3.6,9.29,3.22,118.48,1.0,86151466.04,1614971.0,3432506.0,40533685.67,,,,,,,,46.53,,1667231.0,,,,,,,37818.0,45.2,1.05,,,6.1,6.1,24852648.0,623769356.91,,695.41,6.1,9.14,0.6804,81.86,0.1597
2015-05-25,3896549.0,98430549.18,3.32,8.86,2.97,109.34,1.0,86258330.63,1050126.0,3414690.0,26527185.69,,,,0.25,,,,18.39,9000.0,658378.0,,,0.25,,,93533.0,26816.0,29.3,0.71,,,3.97,3.97,25418786.0,642102810.83,,709.64,3.96,10.12,0.6573,80.3,0.1472
2015-05-26,1551894.0,39006487.82,1.32,3.67,1.18,43.44,1.0,15910053.6,1395220.0,632990.0,35068523.97,,,,,,100.0,,7.62,,272798.0,,,,,0.0,617892.0,2781800.0,39.06,78.21,,,5.28,5.28,25030536.0,629136589.03,,702.25,5.27,27.87,0.3838,54.48,0.0587
2015-05-27,1607805.0,40288612.95,1.37,3.99,1.23,44.93,1.0,32885509.37,1418839.0,1312368.0,35553475.27,,,13000.0,19.05,,,,,681519.0,,,,19.05,13000.0,,10619.0,2141.0,39.61,0.07,,,5.36,5.36,25027580.0,627144761.72,,697.14,5.38,27.38,0.3866,55.06,0.0608
2015-05-28,1765168.0,44390945.36,1.5,4.42,1.35,49.07,1.0,36138259.48,1355241.0,1437007.0,34081984.93,,,,5.57,,,,2.72,207821.0,97607.0,,,5.57,,,34009.0,83182.0,37.65,2.32,,,5.16,5.16,24919328.0,626678326.14,,692.23,5.16,26.06,0.4469,61.29,0.0672
2015-05-29,1676922.0,41703135.37,1.43,4.23,1.28,46.78,1.0,34617724.12,1299416.0,1392011.0,32314992.2,,,,,,,,1.54,,55825.0,,,,,,,44996.0,36.23,1.25,,,4.95,4.95,24938996.0,620204354.33,,692.88,4.97,27.62,0.5001,64.95,0.0639
2015-06-01,1685227.0,41712199.07,1.44,4.22,1.29,46.49,1.0,34660173.23,1304121.0,1400316.0,32279185.39,,,7000.0,0.01,,3600.0,,0.07,4705.0,2295.0,,,0.01,7000.0,0.1,,,35.98,,,,4.99,4.99,24843720.0,614923802.09,,685.0,4.99,27.79,0.4961,64.57,0.0644
2015-06-02,1711696.0,42652783.18,1.46,4.34,1.31,47.04,1.0,35446098.07,1315921.0,1422485.0,32790690.11,,,4300.0,1.01,,,,,35000.0,,,,1.01,4300.0,,7500.0,12831.0,36.07,0.43,,,5.02,5.02,24906436.0,620629372.56,,681.64,5.03,26.39,0.4745,63.41,0.0653
2015-06-03,1690296.0,42355684.5,1.44,4.22,1.29,46.76,1.0,35644837.27,1286631.0,1422485.0,32240587.86,,,12441.0,,,,,1.12,,41731.0,,,,12441.0,,,,35.53,,,,4.92,4.92,24845420.0,622580169.79,,685.81,4.93,26.71,0.4852,64.12,0.0647
2015-06-04,1679593.0,41171554.43,1.43,4.22,1.28,46.73,1.0,33993932.22,1305631.0,1386782.0,32004692.67,,,29283.0,0.86,,,,2.05,25500.0,74000.0,,,0.86,29283.0,,63717.0,61203.0,36.22,1.63,,,4.99,4.99,24835624.0,608791085.31,,687.21,5.01,23.13,0.4969,66.28,0.0643
2015-06-05,1769005.0,42390629.91,1.51,4.44,1.35,48.12,1.0,34774931.54,1319722.0,1451194.0,31624470.75,,,8895.0,1.47,,,,0.34,76235.0,10909.0,,,1.47,8895.0,,16105.0,11823.0,36.09,0.53,,,5.05,5.05,24798210.0,594238988.83,,672.98,5.09,21.41,0.4973,66.78,0.0677
2015-06-08,1763672.0,42040273.86,1.5,4.38,1.34,46.94,1.0,34464680.73,1306899.0,1445861.0,31152273.13,,,4400.0,,,,,0.98,,17223.0,,,,4400.0,,,5333.0,34.68,0.37,,,5.0,5.0,24848196.0,592301156.17,,657.36,5.01,21.09,0.4994,67.03,0.0674
2015-06-09,1632353.0,38645206.46,1.39,4.01,1.24,43.19,1.0,33943750.58,1183342.0,1433766.0,28015077.56,,,1000.0,0.31,,,,3.33,12787.0,124557.0,,,0.31,1000.0,,,24882.0,31.33,0.73,,,4.52,4.52,24972610.0,591215055.38,,658.31,4.54,22.15,0.51,67.61,0.0624
2015-06-10,1667353.0,39811969.12,1.42,4.09,1.27,43.82,1.0,34234530.85,1231129.0,1433766.0,29396096.53,,,3285.0,,,,,,,,,,,3285.0,,44502.0,,32.4,,,,4.7,4.7,24957388.0,595916257.9,,655.86,4.71,21.66,0.49,66.11,0.0637
2015-06-11,1504919.0,36069125.06,1.28,3.67,1.15,39.88,1.0,31811756.55,1097037.0,1327288.0,26293218.93,,,,,,,,3.48,,134092.0,,,,,,,106478.0,28.98,2.52,,,4.19,4.19,25105076.0,601705557.47,,666.13,4.17,18.21,0.5371,70.67,0.0574
2015-06-12,1489492.0,35336880.26,1.27,3.66,1.14,39.6,1.0,31413362.31,1091667.0,1324111.0,25898834.01,,,12238.0,0.19,,,,0.96,6880.0,36193.0,,,0.19,12238.0,,18585.0,10057.0,28.9,0.26,,,4.17,4.17,25092700.0,595302113.27,,665.17,4.16,19.17,0.5675,72.69,0.0569
2015-06-15,1488511.0,34750091.9,1.27,3.71,1.14,39.17,1.0,31002035.62,1145995.0,1327964.0,26753871.19,,,18688.0,1.49,,,,0.46,59162.0,17234.0,,,1.49,18688.0,,52874.0,55309.0,30.14,1.73,,,4.37,4.37,25068600.0,585239983.97,,657.09,4.39,23.43,0.5314,68.87,0.0568
2015-06-16,1436321.0,33971872.53,1.22,3.65,1.1,37.21,1.0,29896797.51,1157741.0,1264028.0,27382896.77,,,300.0,,,,,,,,,,,300.0,,11446.0,63936.0,30.18,2.06,,,4.41,4.41,25118060.0,594092499.22,,652.69,4.42,24.35,0.5079,66.78,0.0547
2015-06-17,1382904.0,32122593.09,1.18,3.54,1.05,36.27,1.0,28083320.51,1147084.0,1209010.0,26644881.04,,,,0.06,,,,0.3,2000.0,12558.0,,,0.06,,,1901.0,57018.0,29.92,1.09,,,4.37,4.37,25080140.0,582570541.26,,653.67,4.38,24.39,0.4996,66.11,0.0527
2015-06-18,1388817.0,32228646.36,1.18,3.56,1.06,35.78,1.0,28478932.88,1127997.0,1227232.0,26176102.69,,,2924.0,0.63,,,,2.38,25000.0,89744.0,,,0.63,2924.0,,67733.0,6778.0,29.12,0.32,,,4.3,4.3,25110624.0,582712784.17,,645.59,4.32,22.79,0.4577,63.11,0.0529
2015-06-19,1583995.0,36879273.53,1.35,4.1,1.21,40.8,1.0,32909849.8,905421.0,1413505.0,21080412.96,,,300.0,4.77,,,,10.14,186273.0,391576.0,,,4.77,300.0,,168700.0,,23.32,,,,3.45,3.45,25330120.0,589747078.81,,653.46,3.45,20.07,0.5007,67.42,0.0604
2015-06-22,1382466.0,33103081.59,1.18,3.57,1.05,35.68,1.0,29362928.02,659815.0,1226268.0,15799238.3,,,,,,,,6.32,,245606.0,,,,,,,187237.0,17.18,4.75,,,2.53,2.53,25385888.0,607863861.82,,659.27,2.54,22.97,0.4672,63.88,0.0531
2015-06-23,1070725.0,26014855.87,0.91,2.83,0.82,28.25,0.0,22504183.6,648110.0,926232.0,15746796.08,,,,,,,,0.3,,11705.0,,,,,,,300036.0,17.29,7.34,,,2.47,2.47,25549306.0,620758376.96,,679.65,2.48,29.56,0.3929,54.42,0.0409
2015-06-24,1024243.0,24594690.97,0.87,2.84,0.78,27.56,0.0,21125044.91,608754.0,879750.0,14617738.67,,,3566.0,,,,,1.35,,50591.0,,,,3566.0,,7669.0,46482.0,16.31,0.96,,,2.33,2.33,25571894.0,614046501.02,,686.49,2.32,26.72,0.4026,56.67,0.0391
2015-06-25,1007845.0,24441670.61,0.86,2.86,0.77,26.83,0.0,21187300.04,592356.0,873652.0,14365473.1,,,,,,,,0.44,,16398.0,,,,,,,6098.0,15.8,0.23,,,2.26,2.26,25596892.0,620760933.28,,682.82,2.26,26.29,0.4038,56.96,0.0385
2015-06-26,944486.0,22798708.32,0.8,2.68,0.72,25.39,0.0,20939059.28,535180.0,867446.0,12918574.46,,,,,,,,1.52,,57176.0,,,,,,,6206.0,14.35,0.08,,,2.04,2.04,25642760.0,618984088.55,,688.9,2.04,28.05,0.4538,60.91,0.0361
2015-06-29,937097.0,21851694.55,0.8,2.67,0.71,25.05,0.0,20055237.46,534477.0,860057.0,12463200.87,,,,,,,,0.03,,703.0,,,,,,,7389.0,14.1,0.25,,,2.04,2.04,25630596.0,597667002.44,,679.07,2.03,27.4,0.4572,61.48,0.0358
2015-06-30,885870.0,20888722.44,0.75,2.57,0.68,22.93,0.0,19079201.22,619419.0,809130.0,14605835.58,,,,,,,,3.54,,137511.0,,,,,,222453.0,50927.0,16.1,2.05,,,2.37,2.37,25501388.0,601320075.96,,661.57,2.38,28.69,0.4481,60.15,0.0339
2015-07-01,818851.0,19780798.67,0.7,2.32,0.62,21.43,0.0,18438986.49,652443.0,763305.0,15760918.2,,,8600.0,1.29,,21194.0,,0.36,46159.0,14202.0,,,1.29,8600.0,0.55,38626.0,113178.0,17.15,2.81,,,2.51,2.51,25391004.0,613364749.12,,669.29,2.5,34.43,0.3847,50.94,0.0314
2015-07-02,742174.0,17794734.7,0.63,2.06,0.57,19.88,0.0,17387134.21,600709.0,725174.0,14402899.17,,,,,,,,1.36,,51734.0,,,,,,,38131.0,16.07,0.98,,,2.31,2.31,25403404.0,609084708.84,,679.8,2.31,36.58,0.4296,54.22,0.0285
2015-07-03,738429.0,17628398.79,0.63,2.01,0.56,19.67,0.0,17222560.47,600709.0,721429.0,14340631.0,,,,,,,,1.1,,41390.0,,,,,,41390.0,3745.0,15.97,0.16,,,2.31,2.31,25459880.0,607799690.5,,676.64,2.31,36.17,0.4307,54.59,0.0283
2015-07-06,805234.0,18954672.25,0.69,2.2,0.61,21.38,0.0,16352799.02,771675.0,694701.0,18164715.73,,,,,,,,0.34,,12787.0,,,,,,183753.0,26728.0,20.45,0.72,,,2.96,2.96,25325076.0,596135428.0,,669.15,2.97,33.83,0.4367,56.59,0.0309
2015-07-07,1236651.0,28859137.57,1.05,3.29,0.94,32.28,0.0,16211907.59,851249.0,694701.0,19865193.98,,,17.0,,,,,,,,,,,17.0,,79557.0,,22.23,,,,3.25,3.25,25319228.0,590862809.29,,660.49,3.26,39.38,0.4023,49.34,0.0473
2015-07-08,1045711.0,24530508.99,0.89,2.72,0.8,27.05,0.0,21753619.84,851249.0,927335.0,19968778.42,,,1504.0,5.86,,,,0.04,232634.0,1504.0,,,5.86,1504.0,,,,21.97,,,,3.26,3.26,25300472.0,593503803.5,,654.14,3.25,26.42,0.5108,66.33,0.04
2015-07-09,1073831.0,25969330.59,0.91,2.72,0.82,28.01,0.0,23106547.26,891717.0,955455.0,21565119.24,,,36720.0,0.82,,,,,30000.0,,,,0.82,36720.0,,3748.0,1880.0,23.26,0.0,,,3.41,3.41,25295512.0,611741990.56,,663.44,3.39,25.49,0.48,64.2,0.041
2015-07-10,1089176.0,27125833.58,0.93,2.73,0.83,29.25,0.0,23895143.35,898755.0,959455.0,22383415.13,,,21830.0,0.12,,,,0.73,4000.0,27954.0,,,0.12,21830.0,,13162.0,,24.04,,,,3.38,3.38,25682760.0,639626904.76,,692.35,3.36,26.22,0.4721,63.29,0.041
2015-07-13,1154622.0,29140835.85,0.98,2.92,0.88,32.07,0.0,26153212.55,948990.0,1036246.0,23951008.91,,,,2.5,,,,,76791.0,,,,2.5,,,50235.0,,26.34,,,,3.56,3.56,25676886.0,648044052.57,,713.76,3.56,26.59,0.4278,59.08,0.0434
2015-07-14,1159622.0,28718271.18,0.99,2.87,0.88,32.63,0.0,25786665.82,956619.0,1041246.0,23690861.21,,,7629.0,0.19,,,,,5000.0,,,,0.19,7629.0,,,,26.76,,,,3.59,3.59,25668464.0,635684654.06,,715.45,3.61,26.44,0.4248,58.83,0.0436
2015-07-15,1053602.0,26890402.15,0.9,2.54,0.8,29.17,0.0,26456088.27,850599.0,1036585.0,21709287.93,,,,,,,,2.98,,106020.0,,,,,,,4661.0,23.45,0.28,,,3.19,3.19,25772432.0,657773106.9,,713.99,3.18,26.05,0.4246,58.95,0.0396
2015-07-16,1030000.0,26547979.31,0.88,2.42,0.79,29.27,0.0,26073337.53,455040.0,1011585.0,11728536.41,,,1398.0,,,,,10.92,,396957.0,,,,1398.0,,,25000.0,12.91,0.74,,,1.71,1.71,26158898.0,674238721.31,,743.55,1.71,26.75,0.4435,60.55,0.0387
2015-07-17,412206.0,10646794.38,0.35,0.97,0.31,11.84,0.0,9045226.77,403800.0,350199.0,10429677.33,,,2202.0,,,,,1.57,,55548.0,,,,2202.0,,2106.0,661386.0,11.56,18.69,,,1.52,1.52,26184580.0,676316791.21,,750.01,1.52,10.03,0.4519,65.42,0.0155
2015-07-20,614886.0,15815270.59,0.52,1.47,0.47,17.65,0.0,8445659.95,360562.0,328361.0,9273890.76,,,,,,,,1.24,,43238.0,,,,,,,21838.0,10.33,0.62,,,1.36,1.36,26232534.0,674717953.29,,751.29,1.36,14.45,0.5969,75.74,0.0231
2015-07-21,586863.0,14980769.55,0.5,1.41,0.45,16.71,0.0,7660100.1,347539.0,300080.0,8871579.35,,,258.0,,,,,0.38,,13281.0,,,,258.0,,,28281.0,9.91,0.89,,,1.31,1.31,26222512.0,669378388.74,,745.5,1.31,15.22,0.6203,77.15,0.0221
2015-07-22,580493.0,14757990.83,0.49,1.4,0.44,16.45,0.0,7606164.44,341169.0,299182.0,8673608.42,,,,,,,,0.19,,6370.0,,,,,,,898.0,9.66,0.05,,,1.28,1.28,26221476.0,666633882.41,,741.81,1.29,14.42,0.6293,77.88,0.0219
2015-07-23,575430.0,14502197.39,0.49,1.4,0.44,16.19,0.0,7668953.92,325828.0,304295.0,8211636.47,,,,0.0,,5000.0,,0.44,113.0,15341.0,,,0.0,,0.14,,,9.18,,,,1.23,1.23,26222132.0,660859764.53,,736.72,1.23,12.81,0.6355,78.55,0.0217
2015-07-24,576390.0,14401701.61,0.49,1.4,0.44,16.11,0.0,7424400.87,332219.0,297142.0,8300836.08,,,1113.0,,,,,0.06,,1722.0,,,,1113.0,,7000.0,7153.0,9.29,0.24,,,1.25,1.25,26197560.0,654573191.64,,729.39,1.26,12.96,0.6486,79.39,0.0217
2015-07-27,576390.0,13980872.66,0.49,1.41,0.44,15.95,0.0,7207454.09,330666.0,297142.0,8020609.73,,,,,,,,0.04,,1553.0,,,,,,,,9.16,,,,1.25,1.25,26171502.0,634813992.02,,718.76,1.26,12.97,0.649,79.42,0.0217
2015-07-28,587467.0,14281327.13,0.5,1.43,0.45,15.84,0.0,7188955.39,330666.0,295720.0,8038492.91,,,,0.44,,,,,16000.0,,,,0.44,,,,17422.0,8.9,0.65,,,1.25,1.25,26180090.0,636438182.18,,705.48,1.25,12.69,0.6114,76.98,0.0222
2015-07-29,550091.0,13563613.43,0.47,1.32,0.42,14.87,0.0,6972171.36,306244.0,282766.0,7551069.24,,,,,,,,0.66,,24422.0,,,,,,,12954.0,8.26,0.34,,,1.15,1.15,26251856.0,647292950.75,,711.22,1.15,13.55,0.6085,76.65,0.0207
2015-07-30,296383.0,7202401.42,0.25,0.71,0.23,8.12,0.0,6871494.78,293290.0,282766.0,7127238.44,,,,,,,,0.34,,12954.0,,,,,,,,8.03,,,,1.1,1.1,26292936.0,638944472.07,,718.09,1.11,7.14,0.5743,74.86,0.0111
2015-07-31,290639.0,7129619.85,0.25,0.7,0.22,7.85,0.0,6795583.36,242036.0,277022.0,5937347.26,,,,0.27,,,,1.61,13549.0,58728.0,,,0.27,,,7474.0,19293.0,6.52,0.53,,,0.91,0.91,26347692.0,646331111.74,,711.33,0.91,7.28,0.6628,80.83,0.0109
2015-08-03,366639.0,9083193.08,0.31,0.89,0.28,10.06,0.0,8745842.61,237247.0,353022.0,5877607.97,,,,2.14,,,,0.26,76000.0,9789.0,,,2.14,,,5000.0,,6.46,,,,0.91,0.91,25899576.0,641641640.62,,707.92,0.9,16.94,0.4559,63.75,0.014
2015-08-04,414608.0,10353804.9,0.35,1.01,0.32,11.48,0.0,9807980.62,255772.0,392751.0,6387270.35,,,,1.16,,,,,39729.0,,,,1.16,,,18525.0,,7.03,,,,0.98,0.98,25939244.0,647768184.93,,715.69,0.97,14.96,0.5005,67.96,0.0158
2015-08-05,409982.0,10162525.04,0.35,0.99,0.31,11.43,0.0,9701051.78,241146.0,391365.0,5977463.06,,,,0.29,,,,0.54,10000.0,19626.0,,,0.29,,,5000.0,11386.0,6.68,0.25,,,0.92,0.92,25944534.0,643106224.95,,717.44,0.92,15.06,0.4565,64.07,0.0157
2015-08-06,378836.0,9354631.67,0.32,0.91,0.29,10.47,0.0,8894920.4,255305.0,360219.0,6304269.49,,,,0.1,,,,0.43,3700.0,15285.0,,,0.1,,,,39846.0,7.02,1.17,,,0.97,0.97,25953028.0,640860471.57,,712.23,0.98,17.55,0.4424,62.87,0.0145
2015-08-07,370923.0,8941914.46,0.32,0.89,0.28,10.18,0.0,8579896.65,246825.0,355906.0,5950259.31,,,,,,,,0.23,,8480.0,,,,,,,4313.0,6.75,0.15,,,0.94,0.94,25983628.0,626392482.69,,706.8,0.95,17.66,0.4479,63.23,0.0141
2015-08-10,344433.0,8331256.37,0.29,0.81,0.26,9.24,0.0,7968020.34,251751.0,329416.0,6089434.3,,,,0.09,,,,0.1,8510.0,3584.0,,,0.09,,,8510.0,35000.0,6.73,1.02,,,0.96,0.96,26019868.0,629376950.21,,695.36,0.96,19.51,0.5382,70.58,0.0131
2015-08-11,351704.0,8312164.7,0.3,0.83,0.27,9.41,0.0,7957253.25,259751.0,336687.0,6138949.5,,,,0.2,,,,,7271.0,,,,0.2,,,8000.0,,6.96,,,,0.99,0.99,26002292.0,614537604.71,,693.06,0.99,18.85,0.5477,71.44,0.0134
2015-08-12,313684.0,7243953.23,0.27,0.76,0.24,8.2,0.0,6706875.72,259022.0,290427.0,5981635.19,,,,,,,,0.02,,729.0,,,,,,,46260.0,6.78,1.41,,,1.0,1.0,25643798.0,592196201.79,,667.3,1.01,16.07,0.6081,76.22,0.0121
2015-08-13,409714.0,9457895.86,0.35,1.0,0.31,10.5,0.0,9056901.24,240678.0,392343.0,5555844.95,,,2761.0,2.52,,,,0.55,103817.0,21105.0,,,2.52,2761.0,,,1901.0,6.17,0.05,,,0.93,0.93,25742506.0,594243645.14,,660.06,0.93,36.92,0.4627,57.06,0.0158
2015-08-14,409714.0,9555761.63,0.35,0.99,0.31,10.55,0.0,9150617.71,240678.0,392343.0,5613334.17,,,,,,,,,,,,,,,,,,6.17,,,,0.94,0.94,25488692.0,594472888.28,,654.79,0.93,37.14,0.462,56.86,0.0159
2015-08-17,370262.0,8597241.89,0.32,0.9,0.28,9.57,0.0,8193898.62,201226.0,352891.0,4672336.34,,,,,,,,1.22,,47473.0,,,,,,8021.0,39452.0,5.21,0.96,,,0.78,0.78,25473946.0,591488394.06,,658.95,0.78,40.73,0.4436,52.61,0.0144
2015-08-18,369159.0,8581613.44,0.31,0.91,0.28,9.52,0.0,8154972.48,200123.0,350806.0,4652136.96,,,982.0,,,,,0.05,,2085.0,,,,982.0,,,2085.0,5.16,0.08,,,0.78,0.78,25521468.0,593281954.1,,658.33,0.78,40.99,0.4402,52.07,0.0144
