,ALMAS FP Equity_DX_SI_QTY,ALMAS FP Equity_DX_SHORT_INTEREST_VALUE,ALMAS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMAS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMAS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMAS FP Equity_DX_SI_MV,ALMAS FP Equity_DX_DSS,ALMAS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMAS FP Equity_DX_SUPPLY_SI_QTY,ALMAS FP Equity_DX_BROKER_SI_QTY,ALMAS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMAS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMAS FP Equity_DX_BROKER_SI_MV_INC_x,ALMAS FP Equity_DX_BROKER_SI_QTY_ADD,ALMAS FP Equity_DX_SUPPLY_SI_MV_DEC,ALMAS FP Equity_DX_BROKER_SI_QTY_INC,ALMAS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMAS FP Equity_DX_BROKER_SI_MV_INC_y,ALMAS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMAS FP Equity_DX_BROKER_SI_MV_ADD,ALMAS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMAS FP Equity_DX_BROKER_SI_QTY_DEC,ALMAS FP Equity_DX_SUPPLY_SI_MV,ALMAS FP Equity_DX_BROKER_SI_MV_DEC,ALMAS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMAS FP Equity_DX_UTILIZATION_QUANTITY,ALMAS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMAS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMAS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMAS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMAS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMAS FP Equity_DX_BROKER_SI_CON_RATIO,ALMAS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMAS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMAS FP Equity_PX_LAST
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,402.22,0.0,0.0,,0.0,,0.0,0.0182
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,444.0,0.0,0.0,,0.0,,0.0,0.02
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,444.0,0.0,0.0,,0.0,,0.0,0.02
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,435.12,0.0,0.0,,0.0,,0.0,0.0196
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,435.12,0.0,0.0,,0.0,,0.0,0.0196
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,421.8,0.0,0.0,,0.0,,0.0,0.019
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,404.04,0.0,0.0,,0.0,,0.0,0.0182
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,353.6,0.0,0.0,,0.0,,0.0,0.016
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,384.54,0.0,0.0,,0.0,,0.0,0.0174
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,384.54,0.0,0.0,,0.0,,0.0,0.0174
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,380.12,0.0,0.0,,0.0,,0.0,0.0172
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,384.54,0.0,0.0,,0.0,,0.0,0.0174
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22400.0,380.8,0.0,0.0,,0.0,,0.0,0.017
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,375.7,0.0,0.0,,0.0,,0.0,0.017
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22000.0,374.0,0.0,0.0,,0.0,,0.0,0.017
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22000.0,374.0,0.0,0.0,,0.0,,0.0,0.017
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,377.4,0.0,0.0,,0.0,,0.0,0.017
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,377.4,0.0,0.0,,0.0,,0.0,0.017
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,353.6,0.0,0.0,,0.0,,0.0,0.016
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,349.18,0.0,0.0,,0.0,,0.0,0.0158
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,362.44,0.0,0.0,,0.0,,0.0,0.0164
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,371.28,0.0,0.0,,0.0,,0.0,0.0168
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,397.8,0.0,0.0,,0.0,,0.0,0.018
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,393.38,0.0,0.0,,0.0,,0.0,0.0178
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,412.92,0.0,0.0,,0.0,,0.0,0.0186
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,408.48,0.0,0.0,,0.0,,0.0,0.0184
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,408.48,0.0,0.0,,0.0,,0.0,0.0184
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22300.0,410.32,0.0,0.0,,0.0,,0.0,0.0184
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22300.0,405.86,0.0,0.0,,0.0,,0.0,0.0182
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,412.92,0.0,0.0,,0.0,,0.0,0.0186
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,412.92,0.0,0.0,,0.0,,0.0,0.0186
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,412.92,0.0,0.0,,0.0,,0.0,0.0186
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,412.92,0.0,0.0,,0.0,,0.0,0.0186
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22400.0,416.64,0.0,0.0,,0.0,,0.0,0.0186
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,411.06,0.0,0.0,,0.0,,0.0,0.0186
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,402.22,0.0,0.0,,0.0,,0.0,0.0182
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22300.0,414.78,0.0,0.0,,0.0,,0.0,0.0186
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22300.0,410.32,0.0,0.0,,0.0,,0.0,0.0184
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22200.0,399.6,0.0,0.0,,0.0,,0.0,0.018
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,415.52,0.0,0.0,,0.0,,0.0,0.0196
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,432.48,0.0,0.0,,0.0,,0.0,0.0204
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,491.84,0.0,0.0,,0.0,,0.0,0.0232
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22100.0,587.86,0.0,0.0,,0.0,,0.0,0.0266
2023-11-29,900.0,23.4,0.0,0.0,0.0,0.0,0.0,23.4,900.0,900.0,23.4,,,900.0,,,,,,0.0,900.0,,0.0,,100.0,4.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0407,0.026
2023-11-30,900.0,21.06,0.0,0.0,0.0,0.0,0.0,21.06,900.0,900.0,21.06,,,,,,,,,,,,0.0,,100.0,4.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0407,0.0234
2023-12-01,16500.0,333.3,0.02,0.03,0.02,0.0,0.0,333.3,16500.0,16500.0,333.3,15600.0,0.0,,,15600.0,,0.0,15600.0,,,,0.0,,100.0,43.77,0.0,0.0,0.0,100.0,,1.0,100.0,0.4377,0.0202
2023-12-04,16500.0,297.0,0.02,0.03,0.02,0.0,0.0,297.0,16500.0,16500.0,297.0,,,,,,,,,,,,0.0,,100.0,43.77,0.0,0.0,0.0,100.0,,1.0,100.0,0.4377,0.018
2023-12-05,16500.0,316.8,0.02,0.03,0.02,0.0,0.0,316.8,16500.0,16500.0,316.8,,,,,,,,,,,,0.0,,100.0,43.77,0.0,0.0,0.0,100.0,,1.0,100.0,0.4377,0.0192
2023-12-06,15600.0,305.76,0.02,0.02,0.02,0.0,0.0,305.76,15600.0,15600.0,305.76,,,,0.0,,900.0,,,,,900.0,0.0,0.0,100.0,41.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.4138,0.0196
2023-12-07,15600.0,287.04,0.02,0.02,0.02,0.0,0.0,287.04,15600.0,15600.0,287.04,,,,,,,,,,,,0.0,,100.0,42.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.4239,0.0184
2023-12-08,15600.0,305.76,0.02,0.02,0.02,0.0,0.0,305.76,15600.0,15600.0,305.76,,,,,,,,,,,,0.0,,100.0,42.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.4239,0.0196
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,15600.0,,,,,15600.0,0.0,0.0,0.0,0.0,21400.0,428.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21300.0,426.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21300.0,426.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21400.0,428.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21500.0,430.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21600.0,432.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21600.0,432.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21300.0,426.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21500.0,430.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21500.0,430.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21300.0,426.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-26,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,424.0,0.0,0.0,,0.0,,0.0,0.02
2024-01-29,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,212.0,0.0,0.0,,0.0,,0.0,0.01
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21600.0,216.0,0.0,0.0,,0.0,,0.0,0.01
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21300.0,200.22,0.0,0.0,,0.0,,0.0,0.0094
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21200.0,190.8,0.0,0.0,,0.0,,0.0,0.009
2024-02-02,24139.0,265.53,0.03,0.03,0.03,0.0,0.0,243.53,22139.0,22139.0,243.53,,,22139.0,,,,,,0.0,22139.0,,0.0,,100.0,51.08,0.0,0.0,0.0,100.0,16.0,0.7312,84.0,0.557,0.011
2024-02-05,79278.0,776.92,0.1,0.07,0.1,0.0,1.0,412.96,42139.0,42139.0,412.96,20000.0,,20000.0,,,,,20000.0,0.0,,,0.0,,100.0,68.77,0.0,0.0,0.0,100.0,44.2,0.4524,50.42,1.2938,0.0098
2024-02-06,44139.0,441.39,0.05,0.04,0.05,0.0,0.0,421.39,42139.0,42139.0,421.39,,,,,,,,,,,,0.0,,100.0,40.83,0.0,0.0,0.0,100.0,44.55,0.4205,46.2,0.4277,0.01
2024-02-07,69958.0,685.59,0.09,0.06,0.08,0.0,1.0,663.54,67708.0,67708.0,663.54,25569.0,0.0,25319.0,,250.0,,0.0,25569.0,0.0,,,0.0,,100.0,52.58,0.0,0.0,0.0,100.0,29.1,0.3004,36.84,0.5433,0.0098
2024-02-08,74639.0,731.46,0.09,0.06,0.09,0.0,1.0,709.41,72389.0,72389.0,709.41,4681.0,0.0,,,30000.0,,0.0,4681.0,,,25319.0,0.0,0.0,100.0,69.97,0.0,0.0,0.0,100.0,10.16,0.7774,87.55,0.7215,0.0098
2024-02-09,135639.0,1275.01,0.17,0.11,0.16,0.0,1.0,1056.46,93389.0,112389.0,877.86,21000.0,0.0,,,40000.0,,0.0,21000.0,,,,0.0,,100.0,90.27,0.0,0.0,0.0,100.0,23.52,0.5063,66.64,1.3112,0.0094
2024-02-12,145699.0,1369.57,0.18,0.11,0.18,0.0,1.0,1348.42,103449.0,143449.0,972.42,10060.0,,31060.0,,,,,10060.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.4818,64.68,1.4084,0.0094
2024-02-13,145699.0,1311.29,0.18,0.11,0.18,0.0,1.0,1291.04,103449.0,143449.0,931.04,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.63,0.4854,64.99,1.4084,0.009
2024-02-14,145699.0,1369.57,0.18,0.11,0.18,0.0,1.0,1348.42,103449.0,143449.0,972.42,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.3,0.4841,64.93,1.4084,0.0094
2024-02-15,145699.0,1282.15,0.18,0.11,0.18,0.0,1.0,1262.35,103449.0,143449.0,910.35,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.68,0.4872,65.15,1.4084,0.0088
2024-02-16,145699.0,1369.57,0.18,0.11,0.18,0.0,1.0,1348.42,103449.0,143449.0,972.42,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.17,0.4847,65.01,1.4084,0.0094
2024-02-19,145699.0,1340.43,0.18,0.11,0.18,0.0,1.0,1319.73,103449.0,143449.0,951.73,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.52,0.4819,64.69,1.4084,0.0092
2024-02-20,145699.0,1340.43,0.18,0.11,0.18,0.0,1.0,1319.73,103449.0,143449.0,951.73,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.46,0.4847,64.96,1.4084,0.0092
2024-02-21,145699.0,1311.29,0.18,0.11,0.18,0.0,1.0,1291.04,103449.0,143449.0,931.04,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.51,0.4865,65.11,1.4084,0.009
2024-02-22,145699.0,1282.15,0.18,0.11,0.18,0.0,1.0,1262.35,103449.0,143449.0,910.35,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.46,0.4895,65.39,1.4084,0.0088
2024-02-23,145699.0,1253.01,0.18,0.11,0.18,0.0,1.0,1233.66,103449.0,143449.0,889.66,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.4,0.4925,65.68,1.4084,0.0086
2024-02-26,145699.0,1136.45,0.18,0.11,0.18,0.0,1.0,1118.9,103449.0,143449.0,806.9,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.5,0.5014,66.44,1.4084,0.0078
2024-02-27,145699.0,1253.01,0.18,0.11,0.18,0.0,1.0,1233.66,103449.0,143449.0,889.66,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,21.83,0.4985,66.31,1.4084,0.0086
2024-02-28,145699.0,1282.15,0.18,0.11,0.18,0.0,1.0,1262.35,103449.0,143449.0,910.35,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.23,0.4918,65.64,1.4084,0.0088
2024-02-29,145699.0,1194.73,0.18,0.1,0.18,0.0,1.0,1176.28,103449.0,143449.0,848.28,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.51,0.4963,65.99,1.4084,0.0082
2024-03-01,145699.0,1194.73,0.18,0.1,0.18,0.0,1.0,1176.28,103449.0,143449.0,848.28,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.16,0.4999,66.38,1.4084,0.0082
2024-03-04,145699.0,1223.87,0.18,0.1,0.18,0.0,1.0,1204.97,103449.0,143449.0,868.97,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.11,0.498,66.21,1.4084,0.0084
2024-03-05,145699.0,1223.87,0.18,0.1,0.18,0.0,1.0,1204.97,103449.0,143449.0,868.97,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.22,0.4968,66.09,1.4084,0.0084
2024-03-06,145699.0,1340.43,0.18,0.1,0.18,0.0,1.0,1319.73,103449.0,143449.0,951.73,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.01,0.4893,65.45,1.4084,0.0092
2024-03-07,145699.0,1340.43,0.18,0.1,0.18,0.0,1.0,1319.73,103449.0,143449.0,951.73,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.46,0.4847,64.96,1.4084,0.0092
2024-03-08,145699.0,1340.43,0.18,0.1,0.18,0.0,1.0,1319.73,103449.0,143449.0,951.73,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.46,0.4847,64.96,1.4084,0.0092
2024-03-11,145699.0,1340.43,0.18,0.1,0.18,0.0,1.0,1319.73,103449.0,143449.0,951.73,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.46,0.4847,64.96,1.4084,0.0092
2024-03-12,145699.0,1340.43,0.18,0.14,0.18,0.0,1.0,1319.73,103449.0,143449.0,951.73,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.46,0.4847,64.96,1.4084,0.0092
