,RF FP Equity_DX_SI_QTY,RF FP Equity_DX_SHORT_INTEREST_VALUE,RF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RF FP Equity_DX_SI_MV,RF FP Equity_DX_DSS,RF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY,RF FP Equity_DX_BROKER_SI_QTY,RF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RF FP Equity_DX_BROKER_SI_MV_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_INC_x,RF FP Equity_DX_BROKER_SI_MV_INC_x,RF FP Equity_DX_SUPPLY_SI_MV_NEW,RF FP Equity_DX_BROKER_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_NEW,RF FP Equity_DX_SUPPLY_SI_MV_DEC,RF FP Equity_DX_BROKER_SI_QTY_INC,RF FP Equity_DX_SUPPLY_SI_QTY_DEC,RF FP Equity_DX_BROKER_SI_MV_NEW_y,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RF FP Equity_DX_BROKER_SI_MV_INC_y,RF FP Equity_DX_SUPPLY_SI_QTY_INC_y,RF FP Equity_DX_BROKER_SI_MV_ADD,RF FP Equity_DX_SUPPLY_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_DEC,RF FP Equity_DX_SUPPLY_SI_MV,RF FP Equity_DX_BROKER_SI_MV_DEC,RF FP Equity_DX_SUPPLY_SI_MV_RMV,RF FP Equity_DX_BROKER_SI_MV_RMV,RF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RF FP Equity_DX_UTILIZATION_QUANTITY,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RF FP Equity_DX_ACTIVE_UTILIZATION_MV,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RF FP Equity_DX_BROKER_SI_CON_RATIO,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RF FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-14,434423.0,35753012.9,0.99,4.25,0.57,37.75,0.0,31554066.9,402467.0,383403.0,33123034.1,,,1995.0,,,,,3.14,,36232.0,,,,1995.0,,17664.0,33100.0,33.98,3.18,,,3.55,3.55,10934554.0,899913794.2,,908.81,3.6,22.54,0.2702,44.51,0.0383
2024-05-15,417473.0,35130352.95,0.95,4.05,0.55,34.69,0.0,30837019.95,385517.0,366453.0,32441255.55,,,,,,,,1.39,,16950.0,,,,,,,16950.0,31.7,2.69,,,3.39,3.39,10975555.0,923592953.25,,891.77,3.43,23.72,0.2467,40.7,0.0367
2024-05-16,463980.0,36793614.0,1.06,4.5,0.61,38.8,0.0,14290653.0,323858.0,180210.0,25681939.4,,,729.0,0.06,,3612.0,,5.27,729.0,66000.0,,,0.06,729.0,0.3,3612.0,190584.0,26.96,15.59,,,2.87,2.87,10965679.0,869578344.7,,897.94,2.91,20.86,0.2808,47.01,0.0411
2024-05-17,345508.0,26431362.0,0.79,3.3,0.45,27.81,0.0,23111797.5,312979.0,302115.0,23942893.5,,,296.0,10.46,,,,1.58,133561.0,17556.0,,,10.46,296.0,,6381.0,11656.0,24.65,1.14,,,2.78,2.78,10957359.0,838237963.5,,852.22,2.81,14.88,0.2877,49.28,0.0307
2024-05-20,295487.0,22796822.05,0.67,2.73,0.39,23.4,0.0,19894747.65,266509.0,257871.0,20561169.35,,,2319.0,0.61,,,,4.83,8075.0,60445.0,,,0.61,2319.0,,11656.0,52319.0,20.46,4.45,,,2.37,2.37,10981377.0,847213235.55,,832.77,2.4,17.69,0.2733,46.68,0.0263
2024-05-21,259128.0,20134245.6,0.59,2.42,0.34,20.7,0.0,16940931.0,221430.0,218030.0,17205111.0,,,,0.66,,,,3.98,8720.0,51981.0,,,0.66,,,6902.0,48561.0,17.13,3.68,,,1.98,1.98,10974649.0,852730227.3,,838.42,2.0,20.0,0.2227,37.18,0.0231
2024-05-22,254072.0,20008170.0,0.58,2.44,0.33,20.44,0.0,16771702.5,220329.0,212974.0,17350908.75,,,,0.1,,,,0.07,1000.0,1101.0,,,0.1,,,,6056.0,17.21,0.47,,,1.97,1.97,10962804.0,863320815.0,,844.37,2.0,20.25,0.2291,37.92,0.0227
2024-05-23,278690.0,21403392.0,0.64,2.67,0.37,22.45,0.0,18275020.8,232400.0,237956.0,17848320.0,,,,2.21,,,,0.27,26982.0,3392.0,,,2.21,,,15463.0,2000.0,18.19,0.2,,,2.08,2.08,10959819.0,841714099.2,,848.81,2.1,19.82,0.2397,38.87,0.0249
2024-05-24,303696.0,23809766.4,0.69,2.94,0.4,24.27,0.0,20733664.0,207688.0,264460.0,16282739.2,,,5340.0,1.49,,6526.0,,0.35,19978.0,4767.0,,,1.49,5340.0,0.51,6526.0,,16.05,,2.51,,1.86,1.86,10977395.0,860627768.0,31811.0,836.42,1.88,23.01,0.2247,35.96,0.0272
2024-05-27,307543.0,24219011.25,0.7,2.99,0.4,24.75,0.0,21663416.25,222041.0,275091.0,17485728.75,,,631.0,0.91,,,,0.23,10631.0,2980.0,,,0.91,631.0,,16702.0,,17.43,,,,1.99,1.99,10949437.0,862268163.75,,847.41,2.02,23.75,0.2274,35.88,0.0275
2024-05-28,286531.0,22607295.9,0.65,2.88,0.38,23.04,0.0,19948997.1,213052.0,252839.0,16809802.8,,,7090.0,1.51,,,,1.26,19299.0,16079.0,,,1.51,7090.0,,,41551.0,16.8,3.34,,,1.9,1.9,10974707.0,865904382.3,,853.56,1.93,20.27,0.2766,44.24,0.0256
2024-05-29,258248.0,20285380.4,0.59,2.6,0.34,20.79,0.0,17321060.5,205206.0,220510.0,16118931.3,,,6085.0,0.11,,3500.0,,1.09,1240.0,13931.0,,,0.11,6085.0,0.27,,37069.0,16.22,2.96,,,1.83,1.83,10981836.0,862623217.8,,856.17,1.86,20.3,0.2284,37.09,0.0231
2024-05-30,295460.0,23119745.0,0.67,3.0,0.39,23.55,0.0,21418746.5,202618.0,273722.0,15854858.5,,,8788.0,3.64,,9254.0,,0.93,47771.0,11376.0,,,3.64,8788.0,0.73,,3813.0,15.89,0.31,,,1.82,1.82,10908516.0,853591377.0,,845.15,1.85,21.17,0.2828,44.75,0.0266
2024-05-31,332696.0,25700766.0,0.76,3.37,0.44,26.36,0.0,24021505.5,299756.0,310958.0,23156151.0,,,41202.0,2.85,,,,,37236.0,,,,2.85,41202.0,,55936.0,,23.38,,,,2.71,2.71,10773043.0,832217571.75,,829.38,2.74,18.84,0.2403,40.47,0.03
2024-06-03,384596.0,30286935.0,0.88,3.19,0.51,30.33,0.0,25490587.5,314932.0,323690.0,24800895.0,,,3000.0,0.79,,20540.0,,2.63,10881.0,33816.0,,,0.79,3000.0,1.58,45992.0,18689.0,24.48,1.44,,,2.86,2.86,10688557.0,841723863.75,,816.03,2.91,28.65,0.233,34.61,0.035
2024-06-04,969620.0,77375676.0,2.21,8.02,1.27,76.6,1.0,58960549.2,744520.0,738854.0,59412696.0,,,76620.0,6.73,,331167.0,,0.2,83997.0,3526.0,,,6.73,76620.0,25.81,356494.0,,58.83,,,,6.7,6.7,10370091.0,827533261.8,,806.02,6.8,26.38,0.1978,29.33,0.0872
2024-06-05,901461.0,72207026.1,2.05,7.37,1.18,72.14,1.0,59525033.4,604481.0,743134.0,48418928.1,,,17257.0,13.38,,17025.0,,13.53,162449.0,173455.0,,,13.38,17257.0,1.36,16159.0,175194.0,48.46,13.83,,,5.42,5.42,10539978.0,844252237.8,,828.91,5.52,22.57,0.2042,30.21,0.0809
2024-06-06,920878.0,72795405.9,2.1,7.57,1.21,74.02,1.0,60279656.55,617730.0,762551.0,48831556.5,,,372.0,1.89,,,,,19461.0,,,,1.89,372.0,,12877.0,44.0,49.56,0.01,,,5.53,5.53,10549639.0,833948962.95,,828.47,5.64,23.39,0.2051,29.91,0.0825
2024-06-07,643864.0,48676118.4,1.47,5.43,0.85,50.72,0.0,41454277.2,409236.0,548337.0,30938241.6,,,23723.0,0.45,,51343.0,,21.61,6313.0,267360.0,,,0.45,23723.0,4.09,35143.0,271870.0,32.38,22.58,,,3.65,3.65,10792297.0,815897653.2,,832.91,3.74,25.22,0.1918,25.26,0.0575
2024-06-10,501464.0,38086190.8,1.14,4.17,0.66,38.5,0.0,30803649.1,394429.0,405578.0,29956882.55,,,18371.0,0.93,,,,3.78,24502.0,46466.0,,,0.93,18371.0,,13288.0,167261.0,29.95,12.74,,,3.52,3.52,10805229.0,820657142.55,,807.71,3.58,29.62,0.2128,32.52,0.0448
2024-06-11,488409.0,36996981.75,1.11,4.09,0.64,37.54,0.0,31204000.5,406397.0,411934.0,30784572.75,,,10054.0,2.96,,,,1.93,38430.0,25232.0,,,2.96,10054.0,,27146.0,32074.0,30.94,2.45,,,3.63,3.63,10794407.0,817676330.25,,807.81,3.69,28.24,0.2062,31.16,0.0436
2024-06-12,510190.0,39539725.0,1.16,4.22,0.67,38.86,0.0,33345382.5,424898.0,430263.0,32929595.0,,,5381.0,4.49,,,,3.36,60343.0,43771.0,,,4.49,5381.0,,56891.0,42014.0,32.12,3.26,,,3.8,3.8,10763017.0,834133817.5,,807.61,3.83,27.0,0.2127,31.15,0.0456
2024-06-13,469141.0,34810262.2,1.07,3.85,0.62,36.71,0.0,30863267.4,405497.0,415947.0,30087877.4,,,7662.0,1.09,,,,2.25,7332.0,30044.0,,,1.09,7662.0,,2981.0,21648.0,31.51,1.39,,,3.62,3.62,10791904.0,800759276.8,,817.72,3.71,28.92,0.2201,29.57,0.0419
2024-06-14,449909.0,32370952.55,1.03,3.67,0.59,33.93,0.0,28415213.5,382551.0,394930.0,27524544.45,,,2963.0,0.15,,,,3.05,14123.0,35847.0,,,0.15,2963.0,,9938.0,35140.0,28.38,2.74,,,3.43,3.43,10759150.0,774120842.5,,783.46,3.5,30.6,0.2504,32.73,0.0404
2024-06-17,459861.0,33385908.6,1.05,3.74,0.6,33.78,0.0,28926453.6,397296.0,398436.0,28843689.6,,,9755.0,0.73,,,,0.02,13093.0,276.0,,,0.73,9755.0,,5266.0,9587.0,28.53,1.15,,,3.58,3.58,10698059.0,776679083.4,,762.11,3.61,29.91,0.2489,32.39,0.0414
2024-06-18,480102.0,36199690.8,1.09,3.85,0.63,35.43,0.0,30781823.8,382852.0,408247.0,28867040.8,,,1675.0,0.8,,,,1.11,10430.0,16119.0,,,0.8,1675.0,,,619.0,27.8,0.03,,,3.46,3.46,10672358.0,804695793.2,,773.19,3.47,28.51,0.2563,35.42,0.0434
2024-06-19,438406.0,32792768.8,1.0,3.45,0.58,32.81,0.0,28699413.6,351357.0,383682.0,26281503.6,,,,,,,,2.06,,31495.0,,,,,,,24565.0,26.41,1.54,,,3.16,3.16,10754568.0,804441686.4,,797.06,3.21,30.78,0.2517,31.79,0.0395
2024-06-20,476658.0,36392838.3,1.09,3.73,0.63,36.2,0.0,31780534.8,404893.0,416248.0,30913580.55,,,34788.0,2.98,,,,0.26,34255.0,3492.0,,,2.98,34788.0,,22240.0,1689.0,30.36,0.06,,,3.62,3.62,10787701.0,823640971.35,,801.88,3.65,30.46,0.2392,30.8,0.0426
2024-06-21,473227.0,35563009.05,1.08,3.65,0.62,36.22,0.0,31360921.65,408193.0,417311.0,30675703.95,,,3558.0,2.49,,,,2.46,30080.0,33001.0,,,2.49,3558.0,,32743.0,29017.0,31.13,2.21,,,3.64,3.64,10817200.0,812912580.0,,811.68,3.69,29.89,0.2287,32.08,0.0422
2024-06-24,466364.0,35606891.4,1.06,3.45,0.61,35.19,0.0,30885712.8,389057.0,404528.0,29704501.95,,,1360.0,0.55,,6412.0,,2.91,12307.0,37580.0,,,0.55,1360.0,0.48,17084.0,31502.0,29.2,2.4,,,3.47,3.47,10829656.0,826844235.6,,805.58,3.5,31.8,0.2453,33.52,0.0416
2024-06-25,592454.0,44700654.3,1.35,4.37,0.78,45.25,0.0,38725768.8,497793.0,513264.0,37558481.85,,,35604.0,9.04,,,,1.77,117644.0,23591.0,,,9.04,35604.0,,96723.0,8908.0,38.03,0.68,,,4.41,4.41,10796724.0,814612825.8,,810.6,4.48,26.61,0.2154,31.06,0.0525
2024-06-26,582800.0,43243760.0,1.33,4.31,0.77,44.12,0.0,36310289.4,489515.0,489357.0,36322013.0,,,20149.0,0.16,,10200.0,,2.3,3703.0,29770.0,,,0.16,20149.0,0.77,1343.0,37810.0,36.94,3.02,,,4.32,4.32,10842041.0,804479442.2,,803.73,4.39,23.86,0.2123,32.3,0.0514
2024-06-27,606822.0,45147556.8,1.38,4.43,0.8,45.24,0.0,36805977.6,502362.0,494704.0,37375732.8,,,24151.0,0.47,,,,1.2,10281.0,15404.0,,,0.47,24151.0,,4100.0,4934.0,37.24,0.54,,,4.43,4.43,10833520.0,806013888.0,,793.61,4.48,24.22,0.1975,29.76,0.0535
2024-06-28,498681.0,37076932.35,1.14,3.69,0.66,37.29,0.0,32993704.7,432107.0,443762.0,32127155.45,,,3826.0,2.8,,,,6.91,37690.0,93455.0,,,2.8,3826.0,,19374.0,88632.0,32.11,6.57,,,3.82,3.82,10865265.0,807832452.75,,798.05,3.87,20.38,0.1784,29.45,0.0441
2024-07-01,483152.0,35753248.0,1.1,3.66,0.64,35.99,0.0,31803942.0,418128.0,429783.0,30941472.0,,,37400.0,2.78,,,,3.83,37400.0,51386.0,,,2.78,37400.0,,7.0,51379.0,31.0,3.91,,,3.66,3.66,11001365.0,814101010.0,,806.67,3.7,21.07,0.1964,30.48,0.0423
2024-07-02,469876.0,34770824.0,1.07,3.56,0.62,34.93,0.0,32228036.0,423207.0,435514.0,31317318.0,,,6881.0,1.92,,,,1.57,26200.0,21121.0,,,1.92,6881.0,,19319.0,20469.0,31.29,1.57,,,3.7,3.7,11018994.0,815405556.0,,805.13,3.74,21.84,0.1979,28.86,0.0411
2024-07-03,438341.0,32919409.1,1.0,3.3,0.58,32.6,0.0,31269011.5,386082.0,416365.0,28994758.2,,,,0.16,,,,2.75,2000.0,37125.0,,,0.16,,,,21149.0,28.55,1.57,,,3.36,3.36,11090904.0,832926890.4,,813.1,3.39,23.42,0.2045,30.95,0.0382
2024-07-04,434579.0,33223564.55,0.99,3.29,0.57,32.51,0.0,32100819.85,388267.0,419893.0,29683012.15,,,,1.12,,,,0.85,13800.0,11615.0,,,1.12,,,13800.0,10272.0,29.15,0.74,,,3.39,3.39,11049658.0,844746354.1,,821.85,3.43,22.74,0.2089,31.01,0.038
2024-07-05,504866.0,38597005.7,1.15,3.85,0.66,38.49,0.0,28761178.05,364554.0,376209.0,27870153.3,,,10100.0,0.74,,,,2.53,8000.0,33813.0,,,0.74,10100.0,,,51684.0,27.84,3.51,,,3.19,3.19,11046264.0,844486882.8,,831.86,3.24,20.39,0.2986,46.62,0.0442
2024-07-08,492040.0,37124418.0,1.12,3.76,0.65,37.49,0.0,27594630.3,338987.0,365734.0,25576569.15,,,5785.0,0.44,,,,2.39,5785.0,31352.0,,,0.44,5785.0,,,16260.0,25.9,1.24,,,2.98,2.98,11030345.0,832239530.25,,828.82,3.03,19.78,0.3088,47.84,0.0433
2024-07-09,490264.0,36328562.4,1.12,3.75,0.64,36.98,0.0,26912823.6,336649.0,363196.0,24945690.9,,,,0.05,,,,0.24,762.0,3100.0,,,0.05,,,762.0,3300.0,25.4,0.45,,,2.94,2.94,11098447.0,822394922.7,,824.01,2.99,19.52,0.3081,47.89,0.0429
2024-07-10,503642.0,38478248.8,1.15,3.88,0.66,37.6,0.0,28843750.4,350789.0,377536.0,26800279.6,,,2000.0,1.82,,,,0.72,23302.0,9162.0,,,1.82,2000.0,,21302.0,8962.0,26.0,0.78,,,3.1,3.1,10978848.0,838783987.2,,809.41,3.11,19.08,0.288,46.24,0.0445
2024-07-11,477758.0,36882917.6,1.09,3.65,0.63,36.41,0.0,26980550.8,331676.0,349489.0,25605387.2,,,2163.0,0.29,,,,1.79,3757.0,25033.0,,,0.29,2163.0,,3757.0,31804.0,25.3,2.24,,,2.93,2.93,10991290.0,848527588.0,,829.21,2.96,20.53,0.3095,49.15,0.0422
2024-07-12,523967.0,40135872.2,1.19,3.97,0.69,40.3,0.0,28625726.4,357602.0,373704.0,27392313.2,,,21551.0,2.42,,,,0.26,29515.0,3589.0,,,2.42,21551.0,,7964.0,5300.0,27.6,0.36,,,3.16,3.16,10959298.0,839482226.8,,831.47,3.21,18.76,0.3197,51.4,0.0463
2024-07-15,543638.0,42104763.1,1.24,5.02,0.71,41.71,0.0,29578542.25,371495.0,381905.0,28772287.75,,,16786.0,1.28,,,,0.88,18071.0,11132.0,,,1.28,16786.0,,8239.0,9870.0,28.54,0.75,,,3.27,3.27,10972271.0,849802388.95,,831.23,3.32,18.25,0.3339,52.72,0.0479
2024-07-16,369920.0,28539328.0,0.84,3.46,0.49,28.45,0.0,27247991.3,348853.0,353182.0,26914008.95,,,26096.0,1.56,,,,3.92,20434.0,51093.0,,,1.56,26096.0,,2355.0,49157.0,27.01,3.67,,,3.05,3.05,11092042.0,855751040.3,,846.02,3.09,32.08,0.2741,39.31,0.0323
2024-07-17,364122.0,27764302.5,0.83,3.48,0.48,27.85,0.0,26383262.5,343463.0,346010.0,26189053.75,,,,0.42,,,,0.72,5454.0,9190.0,,,0.42,,,3800.0,12626.0,26.41,1.07,,,3.0,3.0,11088809.0,845521686.25,,839.48,3.05,32.21,0.2725,39.11,0.0319
2024-07-18,438914.0,34037780.7,1.0,4.26,0.58,33.53,0.0,31280180.25,413662.0,403355.0,32079488.1,,,35232.0,4.96,,,,0.29,64894.0,4243.0,,,4.96,35232.0,,39210.0,7549.0,31.68,0.66,,,3.62,3.62,11027049.0,855147649.95,,833.45,3.66,26.63,0.2046,30.62,0.0384
2024-07-19,441151.0,33792166.6,1.01,4.28,0.58,34.0,0.0,31571532.6,406633.0,412161.0,31148087.8,,,1686.0,0.26,,8384.0,,0.75,2979.0,10008.0,,,0.26,1686.0,0.68,1293.0,2557.0,31.52,0.19,,,3.56,3.56,11013946.0,843668263.6,,840.34,3.62,25.69,0.2038,30.64,0.0386
2024-07-22,449534.0,34816408.3,1.02,4.42,0.59,34.4,0.0,32225628.35,410555.0,416083.0,31797484.75,,,7461.0,0.53,,,,0.32,7461.0,3539.0,,,0.53,7461.0,,,3539.0,31.46,0.28,,,3.61,3.61,10975757.0,850072379.65,,831.05,3.65,24.65,0.1999,29.92,0.0395
2024-07-23,373267.0,29096162.65,0.85,3.73,0.49,28.84,0.0,27275718.35,361268.0,349913.0,28160840.6,,,3470.0,0.08,,1494.0,,4.1,783.0,54251.0,,,0.08,3470.0,0.12,1494.0,68447.0,28.04,5.06,,,3.16,3.16,11061288.0,862227399.6,,846.11,3.21,29.73,0.2129,29.81,0.0327
2024-07-24,371064.0,28367842.8,0.85,3.77,0.49,28.71,0.0,26582429.5,350455.0,347710.0,26792284.75,,,6662.0,1.21,,,,2.12,15162.0,27609.0,,,1.21,6662.0,,10134.0,17365.0,27.33,1.3,,,3.08,3.08,11044605.0,844360052.25,,844.0,3.14,28.28,0.2018,30.2,0.0326
2024-07-25,352034.0,25592871.8,0.8,3.62,0.46,26.72,0.0,23717793.4,342352.0,326242.0,24888990.4,,,,0.11,,,,0.8,1555.0,9291.0,,,0.11,,,1188.0,23023.0,26.13,2.04,,,3.01,3.01,11020157.0,801165413.9,,820.54,3.09,26.93,0.1916,29.41,0.031
2024-07-26,323225.0,23514618.75,0.74,3.32,0.42,23.82,0.0,21124053.75,307049.0,290365.0,22337814.75,,,,,,,,3.07,,35303.0,,,,,,,35877.0,22.29,3.22,,,2.71,2.71,11029212.0,802375173.0,,792.64,2.74,27.99,0.2146,33.04,0.0285
2024-07-29,323344.0,23393938.4,0.74,3.36,0.42,23.92,0.0,21311705.4,304180.0,294564.0,22007423.0,,,,0.51,,,,0.9,6920.0,12510.0,,,0.51,,,9641.0,2721.0,22.18,0.14,,,2.68,2.68,11029860.0,798010371.0,,792.74,2.72,27.73,0.2222,32.99,0.0285
2024-07-30,344103.0,25153929.3,0.78,3.65,0.45,25.32,0.0,20944758.2,336536.0,286522.0,24600781.6,,,8330.0,,,7000.0,,1.4,,18974.0,,,,8330.0,0.51,43000.0,15042.0,24.36,1.12,,,2.97,2.97,11010119.0,804839698.9,,789.64,2.99,25.23,0.1916,30.25,0.0303
2024-07-31,355712.0,25895833.6,0.81,3.82,0.47,26.33,0.0,21523028.8,350547.0,295646.0,25519821.6,,,371.0,0.18,,11226.0,,,2001.0,,,,0.18,371.0,0.82,13640.0,4103.0,25.63,0.22,,,3.09,3.09,10979474.0,799305707.2,,791.88,3.14,23.44,0.1759,29.18,0.0314
2024-08-01,350151.0,25035796.5,0.8,3.71,0.46,25.73,0.0,20741077.5,343883.0,290085.0,24587634.5,,,6000.0,0.54,,,,1.09,8162.0,14826.0,,,0.54,6000.0,,2162.0,13723.0,25.05,1.08,,,3.04,3.04,10975723.0,784764194.5,,786.71,3.09,22.95,0.1786,30.35,0.0309
2024-08-02,328242.0,22057862.4,0.75,3.5,0.43,23.52,0.0,17929766.4,322188.0,266812.0,21651033.6,,,3490.0,0.1,,1010.0,,2.23,1443.0,28726.0,,,0.1,3490.0,0.07,3541.0,25726.0,22.87,2.09,,,2.87,2.87,10918374.0,733714732.8,,758.46,2.93,22.52,0.1888,32.85,0.0292
2024-08-05,522286.0,34209733.0,1.19,5.78,0.69,35.78,0.0,17807026.5,344306.0,271863.0,22552043.0,,,944.0,1.44,,5498.0,,0.42,20761.0,3760.0,,,1.44,944.0,0.39,24934.0,21208.0,23.03,1.75,,,3.07,3.07,10866317.0,711743763.5,,719.97,3.1,24.17,0.2417,40.83,0.0466
2024-08-06,341864.0,22580117.2,0.78,3.65,0.45,23.37,0.0,17497041.3,333310.0,264906.0,22015125.5,,,13980.0,0.6,,5400.0,,2.13,10809.0,30279.0,,,0.6,13980.0,0.35,5303.0,23166.0,21.81,1.65,,,2.97,2.97,10879494.0,718590578.7,,710.82,2.98,14.9,0.1711,33.05,0.0305
2024-08-07,338595.0,22618146.0,0.77,3.61,0.45,23.26,0.0,17685767.6,319106.0,264757.0,21316280.8,,,1524.0,1.93,,,,3.01,29483.0,46959.0,,,1.93,1524.0,,31231.0,29632.0,21.09,1.91,,,2.86,2.86,10839434.0,724074191.2,,713.68,2.87,11.6,0.1806,35.41,0.0303
2024-08-08,312501.0,20859441.75,0.71,3.45,0.41,21.7,0.0,16451605.5,298148.0,246466.0,19901379.0,,,296.0,0.44,,,,1.7,6146.0,26092.0,,,0.44,296.0,,4838.0,24437.0,19.93,1.58,,,2.67,2.67,10866261.0,725322921.75,,720.66,2.69,12.2,0.1947,38.08,0.028
2024-08-09,270740.0,18193728.0,0.62,2.98,0.36,18.91,0.0,15006364.8,245161.0,223309.0,16474819.2,,,1000.0,0.48,,,,4.03,7215.0,60202.0,,,0.48,1000.0,,6215.0,30372.0,16.36,2.04,,,2.2,2.2,10920481.0,733856323.2,,724.52,2.21,11.73,0.2297,42.93,0.0242
2024-08-12,251202.0,17044055.7,0.57,2.82,0.33,17.69,0.0,14587546.45,237753.0,214997.0,16131541.05,,,11000.0,0.72,,11000.0,,1.84,10166.0,27574.0,,,0.72,11000.0,0.75,9166.0,29478.0,15.96,1.96,,,2.13,2.13,10929756.0,741583944.6,,729.92,2.14,15.22,0.2295,42.63,0.0225
2024-08-13,209841.0,14437060.8,0.48,2.39,0.28,14.98,0.0,11946156.8,195488.0,173636.0,13449574.4,,,3130.0,0.06,,,,3.09,800.0,46037.0,,,0.06,3130.0,,642.0,42161.0,13.24,2.83,,,1.75,1.75,10999527.0,756767457.6,,741.71,1.75,14.74,0.3,50.35,0.0187
2024-08-14,221519.0,15185127.45,0.5,2.58,0.29,15.81,0.0,12551299.35,204949.0,183097.0,14049253.95,,,2217.0,0.81,,,,0.15,11729.0,2268.0,,,0.81,2217.0,,9512.0,2268.0,14.08,0.16,,,1.84,1.84,10945900.0,750341445.0,,745.0,1.85,17.28,0.2788,47.53,0.0199
2024-08-15,259059.0,18043459.35,0.59,3.01,0.34,18.5,0.0,14806475.6,229382.0,212584.0,15976456.3,,,14393.0,2.1,,,,0.44,29487.0,6458.0,,,2.1,14393.0,,16498.0,,15.77,,,,2.06,2.06,10911108.0,759958672.2,,745.8,2.07,20.85,0.2357,41.16,0.0233
2024-08-16,270200.0,18873470.0,0.62,3.15,0.36,19.36,0.0,14944267.8,230278.0,213948.0,16084918.3,,,1748.0,0.81,,5700.0,,1.16,11379.0,17319.0,,,0.81,1748.0,0.4,16467.0,15715.0,16.01,1.07,,,2.07,2.07,10888180.0,760539373.0,,750.66,2.09,23.84,0.2353,39.83,0.0243
2024-08-19,269928.0,19326844.8,0.62,3.16,0.35,19.44,0.0,15299201.6,238327.0,213676.0,17064213.2,,,481.0,0.23,,,,0.19,2829.0,2851.0,,,0.23,481.0,,10419.0,3101.0,16.63,0.22,,,2.15,2.15,10864741.0,777915455.6,,755.21,2.15,23.79,0.2351,39.64,0.0243
2024-08-20,313138.0,22373710.1,0.71,3.67,0.41,22.69,0.0,16838978.75,271727.0,235675.0,19414894.15,,,19890.0,1.66,,,,0.03,22449.0,450.0,,,1.66,19890.0,,13960.0,450.0,19.41,0.03,,,2.45,2.45,10837141.0,774313724.45,,766.33,2.47,28.37,0.214,33.81,0.0282
2024-08-21,341685.0,24191298.0,0.78,3.97,0.45,24.73,0.0,18179670.0,292877.0,256775.0,20735691.6,,,9447.0,1.39,,2000.0,,0.03,19100.0,350.0,,,1.39,9447.0,0.14,12053.0,,20.88,,,,2.64,2.64,10818588.0,765956030.4,,762.47,2.67,30.2,0.2076,31.08,0.0308
2024-08-22,362362.0,25800174.4,0.83,4.26,0.48,26.19,0.0,19541196.0,318317.0,274455.0,22664170.4,,,16819.0,1.18,,13393.0,,0.55,16819.0,7769.0,,,1.18,16819.0,0.96,16390.0,12532.0,22.58,0.9,,,2.86,2.86,10792937.0,768457114.4,,757.96,2.89,26.3,0.1819,29.41,0.0326
2024-08-23,335654.0,24150305.3,0.76,4.02,0.44,24.29,0.0,18797657.0,295853.0,261260.0,21286623.35,,,12304.0,0.76,,,,2.47,10550.0,34768.0,,,0.76,12304.0,,,23745.0,21.03,1.71,,,2.66,2.66,10827494.0,779038193.3,,763.51,2.68,23.12,0.1892,31.74,0.0302
2024-08-26,311171.0,22404312.0,0.71,3.73,0.41,22.8,0.0,17832168.0,293019.0,247669.0,21097368.0,,,5538.0,0.69,,,,1.58,9023.0,22614.0,,,0.69,5538.0,,14242.0,22614.0,21.09,1.58,,,2.63,2.63,10833450.0,780008400.0,,771.46,2.66,15.8,0.1754,33.94,0.028
2024-08-27,305729.0,21722045.45,0.7,3.7,0.4,22.4,0.0,17587503.85,288659.0,247537.0,20509221.95,,,1700.0,0.42,,,,0.47,5568.0,6560.0,,,0.42,1700.0,,500.0,5700.0,20.74,0.41,,,2.61,2.61,10783053.0,766135915.65,,765.3,2.64,15.79,0.1768,34.01,0.0276
2024-08-28,288184.0,20633974.4,0.66,3.47,0.38,21.07,0.0,16744304.4,281374.0,233859.0,20146378.4,,,1971.0,0.08,,,,0.84,1310.0,11905.0,,,0.08,1971.0,,2649.0,14988.0,20.05,1.11,,,2.54,2.54,10775307.0,771511981.2,,760.24,2.57,13.52,0.1843,36.22,0.0261
