,RF FP Equity_DX_SI_QTY,RF FP Equity_DX_SHORT_INTEREST_VALUE,RF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RF FP Equity_DX_SI_MV,RF FP Equity_DX_DSS,RF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY,RF FP Equity_DX_BROKER_SI_QTY,RF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RF FP Equity_DX_BROKER_SI_MV_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_INC_x,RF FP Equity_DX_BROKER_SI_MV_INC_x,RF FP Equity_DX_SUPPLY_SI_MV_NEW,RF FP Equity_DX_BROKER_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_NEW,RF FP Equity_DX_SUPPLY_SI_MV_DEC,RF FP Equity_DX_BROKER_SI_QTY_INC,RF FP Equity_DX_SUPPLY_SI_QTY_DEC,RF FP Equity_DX_BROKER_SI_MV_NEW_y,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RF FP Equity_DX_BROKER_SI_MV_INC_y,RF FP Equity_DX_SUPPLY_SI_QTY_INC_y,RF FP Equity_DX_BROKER_SI_MV_ADD,RF FP Equity_DX_SUPPLY_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_DEC,RF FP Equity_DX_SUPPLY_SI_MV,RF FP Equity_DX_BROKER_SI_MV_DEC,RF FP Equity_DX_SUPPLY_SI_MV_RMV,RF FP Equity_DX_BROKER_SI_MV_RMV,RF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RF FP Equity_DX_UTILIZATION_QUANTITY,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RF FP Equity_DX_ACTIVE_UTILIZATION_MV,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RF FP Equity_DX_BROKER_SI_CON_RATIO,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RF FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-08-13,312874.0,8017772.74,0.85,3.74,0.57,9.78,0.0,4779491.93,127661.0,186508.0,3271466.74,,,4607.0,,,,,0.01,,440.0,,,,4607.0,,,440.0,4.11,0.01,,,5.79,5.79,2075798.0,53194821.64,,66.44,5.83,14.98,0.3046,50.28,0.142
2009-08-14,316365.0,8054480.83,0.85,3.69,0.57,9.78,0.0,4813950.34,131152.0,189083.0,3339058.59,,,,,,2575.0,,,,,,,,,0.09,3491.0,,4.14,,,,6.06,6.06,2031366.0,51717473.5,,64.16,6.07,14.73,0.3024,50.17,0.1463
2009-08-17,313365.0,7820069.76,0.85,3.59,0.57,9.66,0.0,4643728.69,131152.0,186083.0,3272917.49,,,,,,,,,,,,,,,,,3000.0,4.13,0.1,,,6.12,6.12,2012135.0,50213125.48,,62.57,6.19,14.91,0.3101,50.85,0.1462
2009-08-18,372591.0,9610221.25,1.01,4.31,0.68,11.45,0.0,6566446.74,190378.0,254583.0,4910410.34,,,,,,68500.0,,0.29,,9274.0,,,,,2.21,68500.0,,5.84,,,,8.84,8.84,1962527.0,50619361.91,,61.04,8.73,20.37,0.2533,42.35,0.1731
2009-08-19,399272.0,10493263.94,1.08,4.63,0.72,12.5,0.0,6866276.9,207546.0,261264.0,5454514.61,,,,0.3,,,,0.09,9256.0,2832.0,,,0.3,,,20000.0,2575.0,6.56,0.09,,,9.62,9.62,1949870.0,51244516.44,,62.15,9.54,20.3,0.2418,40.84,0.1851
2009-08-20,397455.0,10539265.59,1.07,4.77,0.72,12.58,0.0,6927905.51,205729.0,261264.0,5455290.71,,,,,,,,0.06,,1817.0,,,,,,,,6.6,,,,9.37,9.37,1990128.0,52771980.58,,64.33,9.31,20.59,0.2419,40.66,0.181
2009-08-21,402319.0,11029851.33,1.09,4.92,0.73,12.78,0.0,7273573.37,206550.0,265307.0,5662709.92,,,,,,4300.0,,,,,,,,,0.14,821.0,257.0,6.67,0.01,,,9.55,9.55,1955283.0,53605424.52,,64.36,9.38,20.43,0.2351,39.99,0.1861
2009-08-24,402319.0,11839787.0,1.09,4.86,0.73,13.0,0.0,7807680.9,206550.0,265307.0,6078529.74,,,,,,,,,,,,,,,,,,6.85,,,,9.51,9.51,1964907.0,57824960.69,,67.56,9.21,20.83,0.2324,39.44,0.1853
2009-08-25,400789.0,11920271.72,1.08,4.53,0.73,13.66,0.0,7682570.2,177020.0,258307.0,5264931.17,,,,0.12,,,,1.18,3000.0,35010.0,,,0.12,,,5480.0,10000.0,6.35,0.29,,,8.16,8.16,1993640.0,59294867.14,,71.39,8.17,21.23,0.2213,37.49,0.1846
2009-08-26,392951.0,12115453.73,1.06,4.27,0.71,13.54,0.0,7994945.83,203182.0,259307.0,6264501.47,,,1162.0,,,1000.0,,0.31,,10000.0,,,,1162.0,0.04,35000.0,,7.44,,,,9.4,9.4,1957683.0,60359224.93,,72.29,9.33,21.16,0.2173,36.97,0.1818
2009-08-27,467138.0,14497777.78,1.26,4.8,0.85,16.61,0.0,8139664.68,277469.0,262271.0,8611339.48,,,11173.0,,,3064.0,,0.39,,10780.0,,,,11173.0,0.12,73894.0,100.0,10.45,0.0,,,13.26,13.26,1815545.0,56346021.88,,68.12,13.31,20.19,0.1835,29.63,0.2232
2009-08-28,441381.0,13881501.13,1.19,4.19,0.8,15.78,0.0,8364829.33,248012.0,265971.0,7800015.99,,,,0.32,,,,1.11,8000.0,29457.0,,,0.32,,,,4300.0,9.46,0.16,,,11.76,11.76,1860382.0,58509303.37,,70.91,11.77,18.76,0.181,31.42,0.2093
2009-08-31,451803.0,13885877.22,1.22,4.15,0.82,16.29,0.0,8174449.15,258434.0,265971.0,7942804.26,,,32183.0,,,,,0.82,,21761.0,,,,32183.0,,,,9.94,,,,11.98,11.98,1898974.0,58363755.45,,72.26,12.1,18.38,0.1785,30.37,0.2094
2009-09-01,480592.0,14522458.34,1.3,4.39,0.87,17.17,0.0,8037072.54,286185.0,265971.0,8647896.22,,,19904.0,,,,,0.06,,1474.0,,,,19904.0,,9321.0,,10.81,,,,13.13,13.13,1893738.0,57224696.22,,71.18,13.19,18.99,0.1708,28.68,0.2205
2009-09-02,508552.0,14999194.96,1.37,4.59,0.92,17.98,0.0,8263342.69,299945.0,280171.0,8846555.58,,,12747.0,0.62,,,,0.02,16200.0,238.0,,,0.62,12747.0,,1251.0,2000.0,11.09,0.06,,,13.76,13.76,1880374.0,55459611.27,,69.26,13.8,18.66,0.158,26.91,0.2332
2009-09-03,513620.0,15432759.97,1.39,4.59,0.93,18.01,0.0,8371375.38,308649.0,278609.0,9273988.42,,,8461.0,0.01,,2855.0,,0.01,263.0,612.0,,,0.01,8461.0,0.11,855.0,4680.0,11.31,0.18,,,14.15,14.15,1873365.0,56289070.48,,68.85,14.11,19.78,0.1598,26.84,0.2354
2009-09-04,523163.0,15815245.67,1.41,4.7,0.95,18.48,0.0,8437087.11,358366.0,279096.0,10833423.48,,,9217.0,0.02,,,,0.02,487.0,466.0,,,0.02,9217.0,,40966.0,,13.24,,,,16.48,16.48,1815967.0,54896780.23,,67.08,16.48,20.56,0.1596,26.3,0.2406
2009-09-07,523755.0,16751221.26,1.42,4.85,0.95,18.2,0.0,8926308.77,358958.0,279096.0,11480529.79,,,1000.0,,,,,0.02,,408.0,,,,1000.0,,,,13.43,,,,16.45,16.45,1822572.0,58291198.8,,69.11,16.27,21.63,0.1607,26.73,0.2401
2009-09-08,554757.0,18638467.52,1.5,5.09,1.01,20.55,1.0,10627404.17,352830.0,316315.0,11854218.15,,,1881.0,1.48,,,,0.37,40174.0,12232.0,,,1.48,1881.0,,4223.0,2955.0,13.91,0.11,,,16.18,16.18,1828463.0,61431848.98,,73.21,15.96,18.81,0.1421,23.31,0.2543
2009-09-09,549742.0,18646604.4,1.49,4.9,1.0,20.93,0.0,10632229.77,313522.0,313461.0,10634298.82,,,,,,,,1.5,,39308.0,,,,,,,2854.0,12.85,0.09,,,14.2,14.2,1894885.0,64272278.58,,78.46,14.07,18.91,0.1422,22.94,0.2489
2009-09-10,458412.0,15735234.25,1.24,4.02,0.83,18.3,0.0,7466386.02,318136.0,217517.0,10920186.39,,,,,,,,,,,,,,,,4614.0,95944.0,13.28,3.1,,,14.29,14.29,1907747.0,65484424.35,,79.69,14.28,17.66,0.1419,23.19,0.2059
2009-09-11,446579.0,15401709.84,1.21,3.9,0.81,18.54,0.0,6167905.77,357321.0,178841.0,12323361.29,,,46085.0,0.28,,,,0.28,6324.0,7000.0,,,0.28,46085.0,,100.0,45000.0,15.09,1.35,,,16.08,16.08,1865075.0,64323096.22,,78.47,16.12,17.65,0.1425,26.52,0.2009
2009-09-14,446376.0,15142366.22,1.21,3.9,0.81,18.57,0.0,6008491.03,360782.0,177122.0,12238769.94,,,5515.0,0.11,,,,0.18,2481.0,4435.0,,,0.11,5515.0,,2381.0,4200.0,15.26,0.18,,,16.36,16.36,1844192.0,62560331.76,,77.55,16.44,17.81,0.1483,27.32,0.2024
2009-09-15,454480.0,15352584.32,1.23,4.01,0.82,18.63,0.0,6184441.73,362968.0,183077.0,12261258.64,,,2449.0,0.26,,,,0.01,6218.0,263.0,,,0.26,2449.0,,,263.0,15.11,0.02,,,16.62,16.62,1821452.0,61529650.18,,75.72,16.63,17.43,0.1466,27.31,0.2081
2009-09-16,454628.0,15583158.75,1.23,3.99,0.82,18.61,0.0,6341948.14,359711.0,185022.0,12329714.88,,,,0.07,,,,0.13,1945.0,3257.0,,,0.07,,,,,14.95,,,,16.3,16.3,1846835.0,63303454.68,,76.97,16.27,17.37,0.1453,27.09,0.206
2009-09-17,442582.0,15305260.09,1.2,3.83,0.8,18.33,0.0,6162675.35,353418.0,178206.0,12221812.93,,,,,,,,0.24,,6293.0,,,,,,,6816.0,14.91,0.28,,,16.02,16.02,1853212.0,64087314.15,,78.12,16.02,17.66,0.1488,27.49,0.2006
2009-09-18,458283.0,15671163.39,1.24,3.96,0.83,19.09,0.0,6675828.13,349900.0,195226.0,11964965.03,,,,0.8,,,,0.13,17596.0,3518.0,,,0.8,,,,576.0,14.81,0.02,,,15.87,15.87,1854794.0,63425393.98,,78.26,15.91,21.01,0.1506,26.0,0.2079
2009-09-21,436962.0,14707502.84,1.18,3.69,0.79,18.04,0.0,6008958.12,331425.0,178527.0,11155281.53,,,5453.0,0.06,,,,1.04,1500.0,23928.0,,,0.06,5453.0,,,18199.0,13.89,0.81,,,15.19,15.19,1850953.0,62300375.08,,77.24,15.25,17.99,0.1441,26.08,0.2002
2009-09-22,437042.0,14368924.67,1.18,3.66,0.79,17.77,0.0,5968777.44,332585.0,181545.0,10934621.41,,,,0.13,,,,0.12,3018.0,2938.0,,,0.13,,,4098.0,,13.68,,,,15.33,15.33,1836751.0,60388101.74,,75.06,15.42,18.11,0.1409,25.25,0.2015
2009-09-23,428458.0,14198225.35,1.16,3.53,0.78,17.18,0.0,6382901.88,312964.0,192616.0,10370989.45,,,5659.0,0.47,,,,1.11,11071.0,25280.0,,,0.47,5659.0,,,,12.67,,,,13.74,13.74,1965092.0,65119145.97,,75.89,14.3,18.08,0.1407,25.66,0.1881
2009-09-24,407923.0,13343539.63,1.11,3.33,0.74,16.34,0.0,6006249.64,312380.0,183616.0,10218239.5,,,10202.0,,,,,0.55,,13891.0,,,,10202.0,,3105.0,9000.0,12.68,0.39,,,11.66,11.66,2365637.0,77382180.12,,95.87,11.68,19.18,0.1489,26.72,0.1523
2009-09-25,419921.0,13534482.44,1.14,3.46,0.76,16.69,0.0,6208597.06,340903.0,192628.0,10987651.65,,,17000.0,0.38,,,,0.33,9012.0,8477.0,,,0.38,17000.0,,20000.0,,13.67,,,,12.28,12.28,2435973.0,78513896.19,,93.31,12.78,18.57,0.135,22.28,0.1512
2009-09-28,420726.0,14024135.18,1.14,3.45,0.76,16.65,0.0,6495303.31,344225.0,194860.0,11474113.63,,,6470.0,0.23,,2500.0,,0.23,5537.0,5805.0,,,0.23,6470.0,0.1,2657.0,5805.0,13.69,0.23,,,10.58,10.58,2909805.0,96993051.69,,93.05,12.83,18.33,0.1367,23.02,0.1293
2009-09-29,390590.0,14558893.79,1.06,3.15,0.71,15.75,0.0,8219425.35,291417.0,220513.0,10862308.69,,,7666.0,1.53,,,,0.92,37049.0,26574.0,,,1.53,7666.0,,,11396.0,12.08,0.48,1.36,,10.71,10.71,2428331.0,90513871.6,33900.0,98.49,10.92,19.76,0.1444,22.98,0.1436
2009-09-30,403716.0,14665587.46,1.09,3.06,0.73,17.34,0.0,7864468.32,308562.0,216494.0,11208976.11,,,27.0,0.24,,,,0.23,4754.0,7000.0,,,0.24,27.0,,24118.0,8773.0,13.42,0.19,,,11.88,11.88,2288184.0,83121705.8,,101.81,11.65,18.34,0.1423,20.1,0.1555
2009-10-01,536149.0,19140614.0,1.45,3.88,0.97,23.26,0.0,12336838.63,311921.0,345568.0,11135634.79,,,3831.0,5.48,,10559.0,,0.02,118515.0,472.0,,,5.48,3831.0,0.47,,,13.49,,,,12.03,12.03,2280701.0,81421428.52,,100.04,11.88,14.46,0.194,36.18,0.2068
2009-10-02,476229.0,16358433.15,1.29,3.45,0.86,20.72,0.0,11014202.23,294494.0,320647.0,10115848.49,,,11938.0,0.21,,,,1.21,5079.0,29365.0,,,0.21,11938.0,,,30000.0,12.86,1.3,,,11.17,11.17,2341791.0,80440358.58,,101.47,11.25,16.03,0.1706,31.98,0.1806
2009-10-05,496948.0,17142888.62,1.35,3.6,0.9,21.17,0.0,11537853.83,282136.0,334466.0,9732660.2,,,440.0,0.43,,,,0.86,13819.0,20440.0,,,0.43,440.0,,7642.0,,11.94,,,,10.6,10.6,2380040.0,82102675.99,,100.55,10.61,15.57,0.1709,31.71,0.1867
2009-10-06,509825.0,18511861.73,1.38,3.8,0.92,21.63,0.0,12126381.43,300275.0,333966.0,10903053.56,,193.0,10337.0,,0.01,,,0.0,,335.0,,193.0,,10337.0,,7944.0,500.0,12.79,0.14,,,11.23,11.23,2373971.0,86199427.06,,101.73,11.17,15.27,0.1625,30.99,0.1906
2009-10-07,509233.0,18745105.66,1.38,3.87,0.92,22.26,0.0,12650985.24,288345.0,343679.0,10614114.74,,,,0.54,,,,0.49,11338.0,11930.0,,,0.54,,,,1625.0,12.89,0.06,,,10.73,10.73,2399122.0,88312806.48,,107.33,10.72,15.3,0.1561,29.49,0.1895
2009-10-08,477325.0,17440491.21,1.29,3.76,0.87,21.15,0.0,11478515.97,288238.0,314153.0,10531634.22,,,5354.0,,,,,0.25,,5461.0,,,,5354.0,,,17948.0,13.02,0.77,,0.46,10.67,10.67,2413346.0,88178787.42,,108.46,10.71,15.3,0.1698,31.11,0.1767
2009-10-09,475033.0,17410841.1,1.29,4.02,0.86,21.06,0.0,11540899.76,298444.0,314879.0,10938526.5,,,5189.0,0.29,,,,0.23,5354.0,4983.0,,,0.29,5189.0,,10000.0,4628.0,13.42,0.2,,,11.09,11.09,2393025.0,87708807.64,,107.5,11.1,16.86,0.1762,31.37,0.1765
2009-10-12,476433.0,17756677.37,1.29,4.18,0.86,21.12,0.0,11735553.19,299531.0,314879.0,11163532.61,,,1400.0,,,,,0.03,,570.0,,,,1400.0,,257.0,,13.51,,,,11.11,11.11,2396791.0,89328498.47,,108.24,11.09,16.77,0.1761,31.37,0.1767
2009-10-13,484353.0,18051856.09,1.31,4.27,0.88,21.65,0.0,12092674.72,297369.0,324461.0,11082954.78,,,,0.43,,,,0.17,9582.0,3984.0,,,0.43,,,1822.0,,13.61,,,,11.0,11.0,2406258.0,89681333.95,,109.9,11.02,17.25,0.1715,30.49,0.1791
2009-10-14,482421.0,18505668.78,1.31,4.28,0.87,21.62,0.0,12217390.97,302458.0,318493.0,11602288.39,,,5540.0,,,,,0.02,,451.0,,,,5540.0,,,5968.0,13.85,0.21,,,11.21,11.21,2396077.0,91913509.87,,110.34,11.15,17.07,0.1729,30.53,0.1788
2009-10-15,491293.0,19403466.21,1.33,4.38,0.89,22.39,0.0,12882063.01,309831.0,326172.0,12236680.23,,,6484.0,0.26,,2200.0,,0.06,5479.0,1311.0,,,0.26,6484.0,0.1,2200.0,,14.62,,,,11.47,11.47,2392061.0,94473714.84,,113.37,11.42,17.78,0.1693,29.62,0.1818
2009-10-16,489056.0,19157986.09,1.33,4.13,0.89,22.98,0.0,12517350.57,317451.0,319537.0,12435634.86,,,6119.0,0.53,,,,0.02,8365.0,450.0,,,0.53,6119.0,,1951.0,15000.0,15.35,0.47,,,11.74,11.74,2386541.0,93488924.13,,115.22,11.75,19.85,0.163,26.8,0.1809
2009-10-19,505105.0,20978153.65,1.37,3.89,0.92,23.7,0.0,13977143.16,321714.0,336537.0,13361510.42,,,8426.0,0.81,,,,0.2,17000.0,4163.0,,,0.81,8426.0,,,,15.52,,,,11.91,11.91,2379320.0,98818543.74,,116.24,11.78,19.03,0.153,25.7,0.187
2009-10-20,526810.0,20932609.04,1.43,3.9,0.96,25.68,0.0,14704163.49,327440.0,370059.0,13010712.6,,,25529.0,0.98,,16311.0,,0.77,17211.0,20353.0,,,0.98,25529.0,0.83,550.0,,16.68,,,,12.05,12.05,2389858.0,94960162.44,,120.05,12.2,20.12,0.1491,23.66,0.1939
2009-10-21,532220.0,20571805.36,1.44,3.92,0.96,25.6,0.0,14719883.94,325205.0,380823.0,12570091.24,0.57,,5195.0,0.53,,,11578.0,0.67,5255.0,12225.0,0.57,,0.53,5195.0,,4795.0,6069.0,15.84,0.31,,,12.13,12.13,2355608.0,91050898.63,,113.95,12.21,21.61,0.1539,23.67,0.1985
2009-10-22,502282.0,18879407.79,1.36,3.67,0.91,24.23,0.0,13348704.52,314231.0,355139.0,11811084.59,,,425.0,0.24,,,,0.61,6000.0,11399.0,,,0.24,425.0,,,31684.0,14.91,1.1,,,11.86,11.86,2335915.0,87800661.49,,109.96,11.94,21.73,0.1519,22.73,0.1895
2009-10-23,495448.0,19231063.35,1.34,3.52,0.9,23.19,0.0,13639030.27,308199.0,351381.0,11962899.22,,,126.0,,,,,0.28,,6158.0,,,,126.0,,,3758.0,14.27,0.56,,,11.67,11.67,2332040.0,90519305.71,,108.66,11.61,21.93,0.1526,22.72,0.1877
2009-10-26,483549.0,18739698.73,1.31,3.4,0.88,22.94,0.0,13466451.7,267921.0,347481.0,10383143.85,,,1625.0,,,,,1.93,,41903.0,,,,1625.0,,,3900.0,12.64,0.18,,,10.35,10.35,2320651.0,89935664.43,,110.45,10.27,22.06,0.1537,22.62,0.1868
2009-10-27,479444.0,17991741.26,1.3,3.29,0.87,22.92,0.0,13093438.25,298811.0,348914.0,11213259.94,,,2331.0,0.34,,,,0.28,6957.0,5843.0,,,0.34,2331.0,,34402.0,5524.0,14.23,0.17,,,11.42,11.42,2318685.0,87011581.3,,109.78,11.48,21.28,0.1488,22.64,0.1832
2009-10-28,486003.0,16524183.75,1.32,3.23,0.88,22.88,0.0,12339103.05,304871.0,362913.0,10365665.28,,,1543.0,0.84,,,,0.47,17099.0,8983.0,,,0.84,1543.0,,13500.0,3100.0,14.0,0.15,,,11.59,11.59,2325896.0,79080855.24,,105.01,11.76,22.14,0.1479,22.67,0.1847
2009-10-29,521983.0,18753768.13,1.42,3.38,0.95,23.09,0.0,13440602.29,333138.0,374099.0,11968958.39,,,22678.0,0.25,,,,,11186.0,,,,0.25,22678.0,,5589.0,,14.01,,,,12.35,12.35,2364500.0,84951587.99,,100.23,12.27,22.88,0.153,23.63,0.1935
2009-10-30,528456.0,18436125.82,1.43,3.19,0.96,23.43,0.0,13276929.91,343539.0,380572.0,11984967.96,,,,0.0,,,,0.11,6473.0,2398.0,,,0.0,,,12799.0,,14.76,,,,12.62,12.62,2379718.0,83020687.54,,103.62,12.47,22.15,0.1468,22.54,0.1941
2009-11-02,543223.0,18820950.66,1.47,3.23,0.98,24.09,0.0,13675620.4,344163.0,394715.0,11924154.24,,,670.0,0.88,,,,0.0,14143.0,46.0,,,0.88,670.0,,,,14.57,,,,12.72,12.72,2361403.0,81815109.71,,100.85,12.63,21.9,0.1549,25.32,0.2008
2009-11-03,514455.0,17462264.46,1.4,2.99,0.93,22.75,0.0,13827962.81,319452.0,407385.0,10843232.75,,,8840.0,0.72,,,,1.58,16727.0,40278.0,,,0.72,8840.0,,6727.0,4057.0,13.66,0.36,,,11.81,11.81,2384357.0,80932778.36,,101.35,11.88,22.96,0.1514,24.69,0.1903
2009-11-04,517373.0,18200975.13,1.4,2.99,0.94,22.58,0.0,14336742.34,322370.0,407530.0,11340847.61,,,3418.0,0.0,,,,0.02,145.0,500.0,,,0.0,3418.0,,,,13.48,,,,12.0,12.0,2363937.0,83162357.81,,98.32,12.05,23.12,0.1524,24.81,0.1926
2009-11-05,510761.0,18095080.96,1.39,2.94,0.93,22.36,0.0,14691649.33,263922.0,414694.0,9350146.07,,,1630.0,0.34,,,,2.38,7700.0,60078.0,,,0.34,1630.0,,,536.0,11.38,0.23,,,9.92,9.92,2397494.0,84937667.58,,102.91,9.96,23.35,0.1489,23.93,0.1919
2009-11-06,446034.0,15986983.38,1.21,2.56,0.81,19.64,0.0,12630617.95,262166.0,352392.0,9396690.58,,,4782.0,,,,,0.27,,7207.0,,,,4782.0,,669.0,62302.0,11.44,2.79,,,9.81,9.81,2411148.0,86421624.81,,105.15,9.81,26.98,0.1754,27.65,0.1668
2009-11-09,430389.0,16149140.07,1.17,2.48,0.78,19.2,0.0,12791503.96,257374.0,340905.0,9657237.47,,,6635.0,,,,,0.46,,11427.0,,,,6635.0,,,11487.0,11.34,0.27,,,9.62,9.62,2418950.0,90764314.09,,106.28,9.64,27.84,0.1833,28.38,0.1608
2009-11-10,410015.0,15086174.39,1.11,2.39,0.74,18.59,0.0,11912196.22,258670.0,323752.0,9517556.02,,,8966.0,0.13,,,,0.22,2522.0,7670.0,,,0.13,8966.0,,,8097.0,11.86,0.33,,0.55,9.59,9.59,2437347.0,89680235.85,,111.65,9.6,28.8,0.1997,30.1,0.1521
2009-11-11,424044.0,15626504.49,1.15,2.6,0.77,19.29,0.0,12172963.13,261152.0,330328.0,9623748.72,,,10087.0,0.81,,5122.0,,0.8,14954.0,18047.0,,,0.81,10087.0,0.23,10442.0,13500.0,11.81,0.61,,,9.77,9.77,2413011.0,88922204.38,,109.0,9.78,27.45,0.1993,31.29,0.1586
2009-11-12,437037.0,16318603.19,1.19,2.8,0.79,20.12,0.0,12303334.47,268228.0,329502.0,10015413.56,,,10294.0,0.67,,,,0.18,9717.0,4223.0,,,0.67,10294.0,,1005.0,10543.0,12.2,0.5,,,9.94,9.94,2431153.0,90777259.34,,110.71,9.93,26.43,0.2072,33.61,0.1619
2009-11-13,434739.0,16457344.68,1.18,2.8,0.79,20.08,0.0,12429120.74,267889.0,328329.0,10141122.85,,,4794.0,,,,,0.19,,5138.0,,,,4794.0,,5.0,1173.0,12.3,0.06,,,9.89,9.89,2440162.0,92374015.44,,112.05,9.89,26.41,0.2073,33.64,0.1605
2009-11-16,425616.0,16444335.9,1.15,2.77,0.77,19.7,0.0,12732367.54,257553.0,329542.0,9950960.59,,,,0.09,,,,0.44,1959.0,10336.0,,,0.09,,,,746.0,11.99,0.1,,,9.46,9.46,2463839.0,95194250.51,,114.73,9.46,26.56,0.2061,33.28,0.1564
2009-11-17,436748.0,17318502.19,1.18,2.87,0.79,20.59,0.0,13232268.63,269710.0,333699.0,10694893.22,,,12157.0,0.28,,,,,5182.0,,,,0.28,12157.0,,,1025.0,12.86,0.0,,,9.92,9.92,2447810.0,97063759.52,,117.04,9.9,25.83,0.2004,32.8,0.1607
2009-11-18,444625.0,17683291.76,1.21,2.89,0.81,21.27,0.0,13470482.4,277587.0,338699.0,11039981.81,,,2791.0,,,5000.0,,0.0,,49.0,,,,2791.0,0.26,5135.0,,13.5,,,,10.2,10.2,2442635.0,97146645.76,,118.48,10.23,25.31,0.1972,32.64,0.1635
2009-11-19,448097.0,17300167.4,1.22,2.9,0.81,21.63,0.0,12800588.05,284764.0,331552.0,10994192.93,,,17080.0,,,,,0.48,,9903.0,,,,17080.0,,,7147.0,13.88,0.2,,,10.46,10.46,2436685.0,94075743.41,,118.25,10.5,24.69,0.1901,31.64,0.1647
2009-11-20,461395.0,18258307.3,1.25,2.97,0.84,22.02,0.0,13120164.51,298045.0,331552.0,11794226.64,,,13520.0,,,,,0.0,,239.0,,,,13520.0,,,,14.26,,,,10.94,10.94,2425530.0,95982990.96,,115.96,10.95,24.22,0.1864,30.88,0.1694
2009-11-23,459728.0,18083897.28,1.25,2.93,0.83,21.95,0.0,12996247.4,298911.0,330390.0,11757986.94,,,3586.0,,,,,0.16,,3346.0,,,,3586.0,,626.0,1162.0,14.5,0.19,,,10.98,10.98,2423380.0,95326269.01,,117.09,11.02,24.16,0.1819,29.91,0.1689
2009-11-24,467985.0,18595218.47,1.27,2.94,0.85,22.47,0.0,13330338.09,306269.0,335484.0,12169490.4,,,12517.0,0.27,,,,0.27,5731.0,5668.0,,,0.27,12517.0,,509.0,637.0,14.83,0.0,,,11.22,11.22,2424328.0,96329815.7,,117.35,11.22,23.7,0.1798,29.95,0.1714
2009-11-25,458562.0,18088385.72,1.24,2.87,0.83,22.02,0.0,13287544.92,298371.0,336855.0,11769509.33,,,2896.0,0.01,,,,0.59,1371.0,12251.0,,,0.01,2896.0,,1457.0,,14.51,,,,11.05,11.05,2400620.0,94694589.89,,116.24,11.1,23.82,0.1806,30.17,0.1699
2009-11-26,464518.0,17612987.22,1.26,2.9,0.84,22.38,0.0,12862177.03,301960.0,339222.0,11449325.15,,,5838.0,0.21,,,,0.11,2367.0,2249.0,,,0.21,5838.0,,,,14.6,,,,11.16,11.16,2404064.0,91154160.88,,115.49,11.23,23.31,0.1797,30.48,0.1717
2009-11-27,469514.0,18064022.74,1.27,3.04,0.85,22.23,0.0,13243400.15,306980.0,344218.0,11810710.01,,,5111.0,0.24,,,,0.0,4996.0,91.0,,,0.24,5111.0,,,,14.33,,,,11.28,11.28,2414577.0,92898132.6,,112.97,11.26,23.45,0.1839,31.38,0.1725
2009-11-30,465119.0,17749273.65,1.26,3.21,0.84,21.86,0.0,13016390.96,304814.0,341094.0,11631920.22,,,7934.0,0.02,,,,0.48,105.0,10107.0,,,0.02,7934.0,,7.0,3229.0,14.4,0.45,,,11.11,11.11,2437615.0,93021131.56,,114.73,11.15,23.69,0.1796,30.3,0.1696
2009-12-01,537631.0,21264182.97,1.46,3.83,0.97,25.2,0.0,16130420.81,310588.0,407832.0,12284261.99,2.9,,5781.0,0.3,,,61865.0,0.0,6973.0,7.0,2.9,,0.3,5781.0,,,2100.0,14.6,0.1,,,11.39,11.39,2417373.0,95611045.09,,113.9,11.36,20.64,0.152,26.53,0.1971
2009-12-02,548837.0,21932843.0,1.49,4.01,0.99,26.19,0.0,16297944.97,321794.0,407832.0,12859660.12,,,13885.0,,,,,0.26,,7008.0,,,,13885.0,,4329.0,,15.66,,,,11.81,11.81,2402909.0,96026007.42,,116.92,11.81,20.18,0.1508,26.62,0.2014
2009-12-03,559174.0,22978151.87,1.52,4.18,1.01,26.75,1.0,17011074.62,325998.0,413965.0,13396244.38,,,10223.0,0.11,,4033.0,,0.28,2100.0,6019.0,,,0.11,10223.0,0.2,,,16.05,,,,11.97,11.97,2398383.0,98556815.62,,118.23,11.95,19.83,0.146,26.01,0.2052
