,ALNOV FP Equity_DX_SI_QTY,ALNOV FP Equity_DX_SHORT_INTEREST_VALUE,ALNOV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNOV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNOV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNOV FP Equity_DX_SI_MV,ALNOV FP Equity_DX_DSS,ALNOV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNOV FP Equity_DX_SUPPLY_SI_QTY,ALNOV FP Equity_DX_BROKER_SI_QTY,ALNOV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNOV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALNOV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNOV FP Equity_DX_BROKER_SI_MV_INC_x,ALNOV FP Equity_DX_SUPPLY_SI_MV_NEW,ALNOV FP Equity_DX_BROKER_SI_QTY_ADD,ALNOV FP Equity_DX_SUPPLY_SI_MV_DEC,ALNOV FP Equity_DX_BROKER_SI_QTY_INC,ALNOV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNOV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALNOV FP Equity_DX_BROKER_SI_MV_INC_y,ALNOV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNOV FP Equity_DX_BROKER_SI_MV_ADD,ALNOV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNOV FP Equity_DX_BROKER_SI_QTY_DEC,ALNOV FP Equity_DX_SUPPLY_SI_MV,ALNOV FP Equity_DX_BROKER_SI_MV_DEC,ALNOV FP Equity_DX_SUPPLY_SI_MV_RMV,ALNOV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNOV FP Equity_DX_UTILIZATION_QUANTITY,ALNOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNOV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNOV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALNOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNOV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNOV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNOV FP Equity_DX_BROKER_SI_CON_RATIO,ALNOV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNOV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNOV FP Equity_PX_LAST
2024-07-25,429326.0,264894.14,0.64,2.0,0.61,0.27,0.0,171567.34,283557.0,278067.0,174954.67,,,,,,0.04,,73112.0,,,,,,2490.0,0.15,0.0,,100.0,39.29,0.0,0.0,,0.0,100.0,20.4,0.4646,64.47,0.5949,0.617
2024-07-26,426836.0,251833.24,0.63,1.59,0.6,0.28,0.0,164059.53,281067.0,278067.0,165829.53,,,,,,0.0,,2490.0,,,,,,,0.17,,,100.0,38.84,0.0,0.0,,0.0,100.0,19.77,0.4585,64.13,0.5899,0.59
2024-07-29,423836.0,238619.67,0.63,1.61,0.6,0.26,0.0,154862.72,294467.0,275067.0,165784.92,,13400.0,0.0,,,,7000.0,,,0.0,13400.0,,,10000.0,0.17,0.01,,100.0,40.7,0.0,0.0,,0.0,100.0,20.63,0.4601,63.92,0.5858,0.563
2024-07-30,416836.0,230510.31,0.62,1.61,0.59,0.25,0.0,148241.05,288067.0,268067.0,159301.05,,,,,,0.01,,6400.0,,,,,,7000.0,0.16,0.0,,100.0,40.23,0.0,0.0,,0.0,100.0,21.5,0.471,64.65,0.5821,0.553
2024-07-31,403403.0,217837.62,0.6,1.57,0.57,0.24,0.0,141282.36,281067.0,261634.0,151776.18,,,,,,0.01,,7000.0,,,,,,6433.0,0.16,0.0,,100.0,60.18,0.0,0.0,,0.0,100.0,22.55,0.4957,66.37,0.8638,0.54
2024-08-01,441770.0,234579.87,0.65,1.75,0.63,0.26,0.0,154804.55,289534.0,291534.0,153742.55,,8467.0,0.01,,15000.0,,14900.0,,,0.01,8467.0,0.01,,,0.16,,,100.0,40.98,0.0,0.0,,0.0,100.0,21.05,0.4232,60.76,0.6252,0.531
2024-08-02,446082.0,237315.62,0.66,1.88,0.63,0.26,0.0,150261.27,280446.0,282446.0,149197.27,,,,,,0.01,,9088.0,,,,,,9088.0,0.15,0.01,,100.0,39.69,0.0,0.0,,0.0,100.0,20.98,0.4167,60.19,0.6313,0.532
2024-08-05,444610.0,231641.81,0.66,1.93,0.63,0.26,0.0,153368.85,292374.0,294374.0,152326.85,,11928.0,0.01,,,,11928.0,,,0.01,11928.0,,,,0.16,,,100.0,48.43,0.0,0.0,,0.0,100.0,21.13,0.4141,59.92,0.7365,0.521
2024-08-06,445950.0,233677.8,0.66,1.91,0.63,0.26,0.0,154954.14,293714.0,295714.0,153906.14,,1340.0,0.0,,,,1340.0,,,0.0,1340.0,,,,0.15,,,100.0,48.42,0.0,0.0,,0.0,100.0,21.28,0.416,60.04,0.7352,0.524
2024-08-07,438520.0,235046.72,0.65,1.89,0.62,0.25,0.0,154520.22,312058.0,288284.0,167263.09,,18344.0,0.01,,,,18344.0,,,0.01,18344.0,,,25774.0,0.16,0.01,,100.0,45.27,0.0,0.0,,0.0,100.0,21.37,0.4335,61.27,0.6362,0.536
2024-08-08,427746.0,225422.14,0.63,1.9,0.61,0.25,0.0,151925.67,301284.0,288284.0,158776.67,,,,,,0.0,,10774.0,,,,,,,0.16,,,100.0,42.78,0.0,0.0,,0.0,100.0,21.84,0.45,62.54,0.6074,0.527
2024-08-09,426406.0,228980.02,0.63,1.92,0.6,0.25,0.0,154088.93,299944.0,286944.0,161069.93,,,,,,0.0,,1340.0,,,,,,1340.0,0.16,0.0,,100.0,42.66,0.0,0.0,,0.0,100.0,21.89,0.4548,62.97,0.6065,0.537
2024-08-12,420562.0,226262.36,0.62,1.92,0.6,0.25,0.0,151231.8,299944.0,281100.0,161369.87,,,,,,,,,,,,,,5844.0,0.16,0.0,,100.0,42.51,0.0,0.0,,0.0,100.0,21.99,0.4639,63.8,0.596,0.538
2024-08-13,401326.0,224742.56,0.59,1.84,0.57,0.24,0.0,115626.56,294100.0,206476.0,164696.0,,,,,,0.0,,5844.0,,,,,,74624.0,0.16,0.04,,100.0,41.68,0.0,0.0,,0.0,100.0,22.74,0.4521,62.55,0.5688,0.56
2024-08-14,326702.0,196021.2,0.48,1.49,0.46,0.21,0.0,123885.6,219476.0,206476.0,131685.6,,,,,,0.04,,74624.0,,,,,,,0.12,,,100.0,30.84,0.0,0.0,,0.0,100.0,26.3,0.3967,56.06,0.4591,0.6
2024-08-15,324702.0,255215.77,0.48,1.39,0.46,0.23,0.0,160718.14,219476.0,204476.0,172508.14,,,,,,,,,,,,,,2000.0,0.13,0.0,,100.0,29.97,0.0,0.0,,0.0,100.0,23.56,0.4272,59.99,0.4433,0.786
2024-08-16,358302.0,404881.26,0.53,1.06,0.51,0.32,0.0,251171.88,235276.0,222276.0,265861.88,,15800.0,,,17800.0,,,,,,15800.0,0.01,,,0.18,,,100.0,32.12,0.0,0.0,,0.0,100.0,16.9,0.4003,59.51,0.4892,1.13
2024-08-19,559402.0,783162.8,0.83,0.89,0.79,0.65,0.0,558527.2,322876.0,398948.0,452026.4,,87600.0,0.12,,101000.0,,101000.0,,,0.12,87600.0,0.12,,25328.0,0.36,0.02,,100.0,44.08,0.0,0.0,,0.0,100.0,23.75,0.2541,38.96,0.7637,1.4
2024-08-20,741296.0,726470.08,1.1,0.77,1.05,0.97,1.0,508961.04,383148.0,519348.0,375485.04,,72200.0,0.23,,,0.0,120400.0,11928.0,,0.23,72200.0,,,,0.54,,,100.0,60.55,0.0,0.0,,0.0,100.0,24.44,0.2214,28.26,1.1715,0.98
2024-08-21,688974.0,757871.4,1.02,0.57,0.98,0.7,0.0,584482.8,373148.0,531348.0,410462.8,,20000.0,0.02,,10000.0,0.05,2000.0,30000.0,,0.02,20000.0,0.01,,,0.37,,,100.0,60.83,0.0,0.0,,0.0,100.0,27.41,0.2309,29.59,1.1232,1.1
2024-08-22,873528.0,1126851.12,1.29,0.64,1.24,1.0,1.0,859013.58,466249.0,665902.0,601461.21,,93101.0,0.21,,,,152000.0,,,0.21,93101.0,,,17446.0,0.51,0.01,,100.0,69.96,0.0,0.0,,0.0,100.0,24.51,0.2149,27.26,1.3106,1.29
2024-08-23,868579.0,1017974.59,1.29,0.55,1.23,1.13,1.0,779840.6,475993.0,665393.0,557863.8,,14184.0,0.02,,,0.0,17291.0,17800.0,,0.02,14184.0,,13360.0,17800.0,0.61,0.0,,100.0,71.76,0.0,0.0,,0.0,100.0,24.53,0.207,25.76,1.3095,1.172
2024-08-26,779153.0,791619.45,1.15,0.45,1.1,0.91,1.0,597984.07,463393.0,588567.0,470807.29,,,,,,0.06,,12600.0,,,,,,76826.0,0.54,0.13,,100.0,69.47,0.0,0.0,,0.0,100.0,24.43,0.2063,27.74,1.1681,1.016
2024-08-27,724722.0,739216.44,1.07,0.4,1.03,0.79,1.0,598701.24,489557.0,586962.0,499348.14,,86700.0,0.06,,,0.12,62895.0,63026.0,,0.06,86700.0,,2490.0,64500.0,0.5,0.1,,100.0,89.47,0.0,0.0,,0.0,100.0,23.16,0.1971,26.41,1.3246,1.02
2024-08-28,689224.0,704386.93,1.02,0.37,0.98,0.73,0.0,483122.91,451213.0,472723.0,461139.69,,,0.09,,,0.04,87761.0,38344.0,,0.09,,,,202000.0,0.46,0.23,,100.0,78.23,0.0,0.0,,0.0,100.0,23.42,0.1903,28.71,1.1949,1.022
2024-08-29,636063.0,637335.13,0.94,0.34,0.9,0.67,0.0,361769.09,449052.0,361047.0,449950.1,,12329.0,,,,0.01,,14490.0,,,12329.0,,,111676.0,0.46,0.12,,100.0,76.41,0.0,0.0,,0.0,100.0,25.14,0.2124,30.96,1.0823,1.002
2024-08-30,611832.0,712172.45,0.91,0.32,0.87,0.66,0.0,483580.31,424821.0,415447.0,494491.64,,36769.0,0.06,,,0.07,54400.0,61000.0,,0.06,36769.0,,,,0.43,,,100.0,85.08,0.0,0.0,,0.0,100.0,26.35,0.2626,33.67,1.2253,1.164
2024-09-02,571879.0,617629.32,0.85,0.29,0.81,0.65,0.0,405533.52,379868.0,375494.0,410257.44,,,0.01,,,0.02,10000.0,44953.0,,0.01,,,,49953.0,0.44,0.04,,100.0,76.51,0.0,0.0,,0.0,100.0,27.54,0.2627,35.23,1.1518,1.08
2024-09-03,535428.0,553632.55,0.79,0.27,0.76,0.58,0.0,303393.18,311942.0,293417.0,322548.03,,,,,53600.0,0.08,,67926.0,,,,0.06,,135677.0,0.34,0.16,,100.0,62.83,0.0,0.0,,0.0,100.0,18.94,0.2294,37.12,1.0784,1.034
2024-09-04,412255.0,420500.1,0.61,0.2,0.58,0.44,0.0,303340.86,293793.0,297393.0,299668.86,,59000.0,0.02,,,0.09,14000.0,77149.0,,0.02,59000.0,,,10024.0,0.3,0.01,,100.0,61.5,0.0,0.0,,0.0,100.0,17.41,0.2916,47.2,0.8629,1.02
2024-09-05,390941.0,374912.42,0.58,0.19,0.55,0.41,0.0,262841.76,222479.0,274079.0,213357.36,,,,,,0.08,,71314.0,,,,,,23314.0,0.23,0.03,,100.0,58.43,0.0,0.0,,0.0,100.0,19.1,0.3082,49.9,1.0268,0.959
2024-09-06,411941.0,405349.94,0.61,0.21,0.58,0.42,0.0,290357.74,243479.0,295079.0,239583.34,,21000.0,0.02,,,,21000.0,,,0.02,21000.0,,,,0.23,,,100.0,38.08,0.0,0.0,,0.0,100.0,18.53,0.293,47.52,0.6443,0.984
2024-09-09,395141.0,375383.95,0.59,0.2,0.56,0.4,0.0,254865.05,253479.0,268279.0,240805.05,,10000.0,,,,,,,,,10000.0,,,26800.0,0.25,0.03,,100.0,40.49,0.0,0.0,,0.0,100.0,19.37,0.3137,49.46,0.6312,0.95
2024-09-10,414702.0,338396.83,0.61,0.2,0.59,0.4,0.0,234877.44,299840.0,287840.0,244669.44,,46361.0,0.04,,,,46361.0,,,0.04,46361.0,,,26800.0,0.29,0.03,,100.0,47.67,0.0,0.0,,0.0,100.0,26.83,0.3163,45.19,0.6593,0.816
2024-09-11,417242.0,348814.31,0.62,0.2,0.59,0.37,0.0,240634.24,302380.0,287840.0,252789.68,,2540.0,,,,,,,,,2540.0,,,,0.25,,,100.0,46.32,0.0,0.0,,0.0,100.0,24.57,0.3173,45.86,0.6391,0.836
2024-09-12,574632.0,474646.03,0.85,0.28,0.81,0.51,0.0,365703.24,389770.0,442740.0,321950.02,,84900.0,0.02,,140000.0,,14900.0,,,0.02,84900.0,0.12,2490.0,,0.33,,,100.0,58.31,0.0,0.0,,0.0,100.0,20.83,0.2075,33.27,0.8596,0.826
2024-09-13,526724.0,419799.03,0.78,0.25,0.75,0.46,0.0,316275.1,341862.0,396832.0,272464.01,,,,,,0.04,,47908.0,,,,,,45908.0,0.28,0.04,,100.0,55.25,0.0,0.0,,0.0,100.0,16.76,0.2183,35.92,0.8513,0.797
2024-09-16,516271.0,400626.3,0.76,0.25,0.73,0.44,0.0,299830.1,331409.0,386379.0,257173.38,,,,,,0.01,,10453.0,,,,,,10453.0,0.26,0.01,,100.0,53.23,0.0,0.0,,0.0,100.0,17.58,0.2208,36.5,0.8293,0.776
2024-09-17,551971.0,495669.96,0.82,0.26,0.78,0.47,0.0,379026.94,368409.0,422079.0,330831.28,,37000.0,0.03,,,,37000.0,,,0.03,37000.0,,,1300.0,0.29,0.0,,100.0,59.18,0.0,0.0,,0.0,100.0,19.06,0.2232,36.1,0.8866,0.898
2024-09-18,570671.0,501619.81,0.85,0.27,0.81,0.53,0.0,318267.44,377109.0,362079.0,331478.81,,8700.0,0.02,,,,10000.0,,,0.02,8700.0,,,70000.0,0.34,0.06,,100.0,79.06,0.0,0.0,,0.0,100.0,19.56,0.2147,34.05,1.1964,0.879
2024-09-19,405745.0,345694.74,0.6,0.19,0.57,0.37,0.0,227614.36,282183.0,267153.0,240419.92,,,,,,0.09,,94926.0,,,,,,94926.0,0.25,0.09,,100.0,69.5,0.0,0.0,,0.0,100.0,21.24,0.3147,47.19,0.9994,0.852
2024-09-20,549826.0,464602.97,0.81,0.25,0.78,0.49,0.0,270175.23,334764.0,319734.0,282875.58,,91500.0,0.08,,,0.04,91500.0,38919.0,,0.08,91500.0,,,38919.0,0.28,0.04,,100.0,67.18,0.0,0.0,,0.0,100.0,15.72,0.4892,67.41,1.1034,0.845
2024-09-23,615185.0,516755.4,0.91,0.28,0.87,0.55,0.0,323478.12,400123.0,385093.0,336103.32,,65359.0,0.06,,,,65359.0,,,0.06,65359.0,,,,0.34,,,100.0,80.3,0.0,0.0,,0.0,100.0,18.85,0.4162,59.92,1.2346,0.84
2024-09-24,612645.0,513396.51,0.91,0.28,0.87,0.54,0.0,322707.93,397583.0,385093.0,333174.55,,,,,,0.0,,2540.0,,,,,,,0.33,,,100.0,79.79,0.0,0.0,,0.0,100.0,18.24,0.4232,60.65,1.2295,0.838
2024-09-25,590645.0,490235.35,0.88,0.27,0.84,0.52,0.0,311327.19,385583.0,375093.0,320033.89,,,,,,0.01,,12000.0,,,,,,10000.0,0.32,0.01,,100.0,79.52,0.0,0.0,,0.0,100.0,18.96,0.452,62.71,1.2181,0.83
2024-09-26,572940.0,429705.0,0.85,0.27,0.81,0.48,0.0,268041.0,367878.0,357388.0,275908.5,,,,,,0.02,,17705.0,,,,,,17705.0,0.31,0.02,,100.0,75.87,0.0,0.0,,0.0,100.0,16.96,0.4579,63.49,1.1816,0.75
2024-09-27,584338.0,437084.82,0.87,0.28,0.83,0.47,0.0,275851.93,379276.0,368786.0,283698.45,,7000.0,0.0,,,,11398.0,,,0.0,7000.0,,4398.0,,0.28,,,100.0,76.48,0.0,0.0,,0.0,100.0,17.92,0.4472,62.25,1.1784,0.748
2024-09-30,725638.0,478921.08,1.07,0.4,1.03,0.56,1.0,336656.76,484576.0,510086.0,319820.16,,105300.0,0.05,,72000.0,,69300.0,,,0.05,105300.0,0.06,,,0.36,,,100.0,91.97,0.0,0.0,,0.0,100.0,24.74,0.3231,48.76,1.3772,0.66
2024-10-01,727638.0,495521.48,1.08,0.49,1.03,0.52,1.0,347368.57,484576.0,510086.0,329996.26,,,,,,,,,,,,,,,0.32,,,100.0,91.97,0.0,0.0,,0.0,100.0,23.11,0.3296,49.96,1.381,0.681
2024-10-02,716638.0,558977.64,1.06,0.57,1.01,0.54,1.0,390847.08,475576.0,501086.0,370949.28,,,,,,0.0,,9000.0,,,,,,9000.0,0.32,0.0,,100.0,91.3,0.0,0.0,,0.0,100.0,21.67,0.3438,52.16,1.3758,0.78
2024-10-03,679638.0,500893.21,1.01,0.61,0.96,0.55,0.0,342031.38,438576.0,464086.0,323230.51,,,,,,0.0,,37000.0,,,,,,37000.0,0.34,0.01,,100.0,90.64,0.0,0.0,,0.0,100.0,18.97,0.3478,53.5,1.4046,0.737
2024-10-04,679638.0,507689.59,1.01,0.74,0.96,0.53,0.0,346672.24,438576.0,464086.0,327616.27,,,,,,,,,,,,,,,0.32,,,100.0,90.64,0.0,0.0,,0.0,100.0,18.52,0.3512,53.89,1.4046,0.747
2024-10-07,845741.0,630077.05,1.25,1.11,1.2,0.66,1.0,435220.81,640679.0,584189.0,477305.86,,202103.0,0.05,,134203.0,,57900.0,,,0.05,202103.0,0.1,,72000.0,0.48,0.05,,100.0,96.33,0.0,0.0,,0.0,100.0,21.84,0.2776,43.67,1.2716,0.745
2024-10-08,809741.0,561150.51,1.2,1.2,1.15,0.62,1.0,404842.98,604679.0,584189.0,419042.55,,,,,,0.03,,36000.0,,,,,,,0.45,,,100.0,95.01,0.0,0.0,,0.0,100.0,23.08,0.2953,44.7,1.2723,0.693
2024-10-09,648154.0,452411.49,0.96,1.03,0.92,0.48,0.0,300211.2,430192.0,430102.0,300274.02,,,,,,0.15,,174487.0,,,,,,154087.0,0.3,0.12,,100.0,86.96,0.0,0.0,,0.0,100.0,24.86,0.3992,55.81,1.3101,0.698
2024-10-10,768378.0,514813.26,1.14,1.27,1.09,0.56,1.0,329858.42,495316.0,492326.0,331861.72,,69522.0,0.01,,68000.0,0.0,11522.0,4398.0,,0.01,69522.0,0.05,,17298.0,0.35,0.01,,100.0,89.61,0.0,0.0,,0.0,100.0,19.26,0.3111,47.23,1.3902,0.67
2024-10-11,736694.0,493584.98,1.09,1.23,1.04,0.52,1.0,308630.14,463632.0,460642.0,310633.44,,,,,,0.03,,31684.0,,,,,,31684.0,0.31,0.03,,100.0,83.86,0.0,0.0,,0.0,100.0,17.64,0.3264,49.7,1.3325,0.67
2024-10-14,645194.0,432279.98,0.96,1.22,0.91,0.46,0.0,247325.14,463632.0,369142.0,310633.44,,,,,,,,,,,,,,91500.0,0.31,0.06,,100.0,83.82,0.0,0.0,,0.0,100.0,20.01,0.2865,42.93,1.1664,0.67
2024-10-15,527651.0,365662.14,0.78,1.07,0.75,0.38,0.0,237767.61,349611.0,343099.0,242280.42,,,,,,0.08,,114021.0,,,,,,26043.0,0.23,0.02,,100.0,69.4,0.0,0.0,,0.0,100.0,24.52,0.2592,36.1,1.0474,0.693
2024-10-16,463173.0,305231.01,0.69,0.95,0.66,0.35,0.0,183611.24,349611.0,278621.0,230393.65,,,0.0,,,,3522.0,,,0.0,,,,68000.0,0.24,0.05,,100.0,72.29,0.0,0.0,,0.0,100.0,21.9,0.2734,39.89,0.9577,0.659
2024-10-17,364816.0,244061.9,0.54,0.8,0.52,0.27,0.0,166088.62,251254.0,248264.0,168088.93,,,,,,0.08,,98357.0,,,,,,30357.0,0.17,0.02,,100.0,44.29,0.0,0.0,,0.0,100.0,27.6,0.3639,50.11,0.6431,0.669
2024-10-18,340459.0,223681.56,0.5,0.76,0.48,0.26,0.0,147106.9,226897.0,223907.0,149071.33,,,,,,0.02,,24357.0,,,,,,24357.0,0.15,0.02,,100.0,40.0,0.0,0.0,,0.0,100.0,29.32,0.3888,53.16,0.6001,0.657
2024-10-21,342371.0,225622.49,0.51,0.8,0.48,0.25,0.0,148814.72,228809.0,225819.0,150785.13,,1912.0,0.0,,,,1912.0,,,0.0,1912.0,,,,0.15,,,100.0,40.9,0.0,0.0,,0.0,100.0,29.37,0.3866,52.85,0.612,0.659
2024-10-22,342371.0,238974.96,0.51,0.82,0.48,0.26,0.0,157621.66,228809.0,225819.0,159708.68,,,,,,,,,,,,,,,0.15,,,100.0,42.58,0.0,0.0,,0.0,100.0,28.89,0.3913,53.61,0.6372,0.698
2024-10-23,342371.0,234524.14,0.51,0.86,0.48,0.26,0.0,154686.02,228809.0,225819.0,156734.17,,,,,,,,,,,,,,,0.16,,,100.0,49.35,0.0,0.0,,0.0,100.0,28.31,0.3886,53.53,0.7385,0.685
2024-10-24,437436.0,290457.5,0.65,1.13,0.62,0.33,0.0,213066.98,323874.0,320884.0,215052.34,,95065.0,,,95065.0,,,,,,95065.0,0.07,,,0.22,,,100.0,59.87,0.0,0.0,,0.0,100.0,22.66,0.2877,42.46,0.8086,0.664
2024-10-25,776634.0,526557.85,1.15,2.01,1.1,0.55,1.0,355761.52,531234.0,524722.0,360176.65,,207360.0,0.14,,,,207360.0,,,0.14,207360.0,,,3522.0,0.35,0.0,,100.0,86.87,0.0,0.0,,0.0,100.0,15.46,0.3957,58.46,1.27,0.678
2024-10-28,793287.0,523569.42,1.18,2.08,1.12,0.57,1.0,280087.5,427365.0,424375.0,282060.9,,,0.0,,,0.07,3522.0,103869.0,,0.0,,,,103869.0,0.29,0.07,,100.0,69.89,0.0,0.0,,0.0,100.0,28.32,0.4222,56.99,1.2973,0.66
2024-10-29,716287.0,447679.38,1.06,1.92,1.01,0.49,1.0,204609.38,447365.0,327375.0,279603.13,,20000.0,,,20000.0,,,,,,20000.0,0.01,,117000.0,0.3,0.08,,100.0,70.84,0.0,0.0,,0.0,100.0,15.84,0.4357,62.06,1.1343,0.625
2024-10-30,599287.0,422497.34,0.89,1.6,0.85,0.43,0.0,230799.38,330365.0,327375.0,232907.33,,,,,,0.09,,117000.0,,,,,,,0.21,,,100.0,64.21,0.0,0.0,,0.0,100.0,17.37,0.5868,74.32,1.1648,0.705
2024-10-31,707887.0,462958.1,1.05,1.81,1.0,0.51,1.0,285127.65,438965.0,435975.0,287083.11,,108600.0,,,108600.0,,,,,,108600.0,0.08,,,0.31,,,100.0,70.45,0.0,0.0,,0.0,100.0,15.03,0.4467,63.25,1.1361,0.654
2024-11-01,666464.0,444531.49,0.99,1.7,0.94,0.47,0.0,264833.68,397542.0,397052.0,265160.51,,,,,,0.05,,41423.0,,,,,,38923.0,0.26,0.03,,100.0,77.59,0.0,0.0,,0.0,100.0,15.78,0.4879,67.06,1.3008,0.667
2024-11-04,754069.0,484866.37,1.12,1.92,1.07,0.53,1.0,297610.62,485735.0,462847.0,312327.61,,88193.0,0.02,,54695.0,,31100.0,,,0.02,88193.0,0.04,,20000.0,0.32,0.01,,100.0,90.93,0.0,0.0,,0.0,100.0,13.96,0.3902,58.81,1.4117,0.643
2024-11-05,730049.0,483292.44,1.08,1.83,1.03,0.51,1.0,305074.09,463725.0,460837.0,306985.95,,,,,,0.02,,22010.0,,,,,,2010.0,0.3,0.0,,100.0,90.54,0.0,0.0,,0.0,100.0,14.64,0.4218,61.46,1.4255,0.662
2024-11-06,723766.0,466829.07,1.07,1.79,1.02,0.5,1.0,283834.83,442942.0,440054.0,285697.59,,14500.0,,,14500.0,0.02,,35283.0,,,14500.0,0.01,,35283.0,0.29,0.02,,100.0,84.11,0.0,0.0,,0.0,100.0,14.66,0.4226,61.64,1.3743,0.645
2024-11-07,695695.0,442462.02,1.03,1.72,0.99,0.47,0.0,249555.59,414271.0,392383.0,263476.36,,19600.0,0.01,,,0.04,19600.0,48271.0,,0.01,19600.0,,,67271.0,0.27,0.05,,100.0,75.87,0.0,0.0,,0.0,100.0,11.65,0.4496,64.81,1.2741,0.636
2024-11-08,695852.0,438386.76,1.03,1.87,0.99,0.47,0.0,257914.44,395428.0,409388.0,249119.64,,,0.01,,,0.01,17005.0,18843.0,,0.01,,,,,0.25,,,100.0,76.14,0.0,0.0,,0.0,100.0,14.15,0.4532,64.65,1.3399,0.63
2024-11-11,678450.0,420639.0,1.01,1.87,0.96,0.45,0.0,243031.32,395428.0,391986.0,245165.36,,,,,,,,,,,,,,17402.0,0.25,0.01,,100.0,76.14,0.0,0.0,,0.0,100.0,14.66,0.4742,66.14,1.3064,0.62
2024-11-12,663950.0,405009.5,0.98,1.98,0.94,0.44,0.0,230266.46,395428.0,377486.0,241211.08,,,,,,,,,,,,,,14500.0,0.25,0.01,,100.0,75.52,0.0,0.0,,0.0,100.0,15.17,0.4887,67.34,1.268,0.61
2024-11-13,629850.0,373501.05,0.93,1.94,0.89,0.41,0.0,212226.4,380928.0,357886.0,225890.3,,,,,,0.01,,14500.0,,,,,,19600.0,0.23,0.01,,100.0,72.98,0.0,0.0,,0.0,100.0,16.24,0.531,70.48,1.2068,0.593
2024-11-14,610250.0,381406.25,0.9,1.94,0.86,0.4,0.0,223678.75,361328.0,357886.0,225830.0,,,,,,0.02,,19600.0,,,,,,,0.21,,,100.0,69.61,0.0,0.0,,0.0,100.0,16.62,0.568,73.03,1.1756,0.625
2024-11-15,650843.0,391807.49,0.96,2.15,0.92,0.43,0.0,239884.36,401921.0,398479.0,241956.44,,40593.0,0.03,,,,40593.0,,,0.03,40593.0,,,,0.25,,,100.0,77.43,0.0,0.0,,0.0,100.0,15.34,0.5068,67.93,1.2538,0.602
2024-11-18,657281.0,399626.85,0.97,2.15,0.93,0.43,0.0,246189.54,408359.0,404917.0,248282.27,,6438.0,0.0,,,,6438.0,,,0.0,6438.0,,,,0.25,,,100.0,81.29,0.0,0.0,,0.0,100.0,15.52,0.5052,67.76,1.3085,0.608
2024-11-19,657281.0,388453.07,0.97,2.11,0.93,0.42,0.0,239305.95,408359.0,404917.0,241340.17,,,,,,,,,,,,,,,0.25,,,100.0,80.89,0.0,0.0,,0.0,100.0,15.62,0.5033,67.59,1.302,0.591
2024-11-20,622411.0,360375.97,0.92,2.07,0.88,0.39,0.0,214257.21,373489.0,370047.0,216250.13,,,,,,0.02,,34870.0,,,,,,34870.0,0.22,0.02,,100.0,73.98,0.0,0.0,,0.0,100.0,16.79,0.5413,70.88,1.2329,0.579
2024-11-21,645483.0,373734.66,0.96,2.12,0.91,0.4,0.0,227899.61,396561.0,393609.0,229608.82,,23562.0,0.01,,,0.0,23562.0,490.0,,0.01,23562.0,,,,0.23,,,100.0,78.63,0.0,0.0,,0.0,100.0,16.34,0.511,68.26,1.2798,0.579
2024-11-22,665061.0,383075.14,0.99,2.22,0.94,0.41,0.0,237995.71,416139.0,413187.0,239696.06,,19578.0,0.01,,,,19578.0,,,0.01,19578.0,,,,0.24,,,100.0,82.51,0.0,0.0,,0.0,100.0,15.92,0.4911,66.37,1.3187,0.576
2024-11-25,394341.0,220042.28,0.58,1.33,0.56,0.25,0.0,155027.47,280779.0,277827.0,156674.68,,,,,,0.08,,135360.0,,,,,,135360.0,0.16,0.08,,100.0,76.09,0.0,0.0,,0.0,100.0,26.12,0.3396,45.43,1.0687,0.558
2024-11-26,365341.0,210801.76,0.54,1.22,0.52,0.24,0.0,143573.18,251779.0,248827.0,145276.48,,,,,,0.02,,29000.0,,,,,,29000.0,0.14,0.02,,100.0,58.89,0.0,0.0,,0.0,100.0,28.2,0.3591,49.1,0.8545,0.577
2024-11-27,417241.0,238661.85,0.62,1.37,0.59,0.27,0.0,172015.84,303679.0,300727.0,173704.39,,51900.0,0.03,,,,51900.0,,,0.03,51900.0,,,,0.17,,,100.0,59.98,0.0,0.0,,0.0,100.0,29.26,0.334,43.3,0.8242,0.572
