,LIN FP Equity_DX_SI_QTY,LIN FP Equity_DX_SHORT_INTEREST_VALUE,LIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LIN FP Equity_DX_SI_MV,LIN FP Equity_DX_DSS,LIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LIN FP Equity_DX_SUPPLY_SI_QTY,LIN FP Equity_DX_BROKER_SI_QTY,LIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LIN FP Equity_DX_BROKER_SI_MV_NEW_x,LIN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LIN FP Equity_DX_SUPPLY_SI_QTY_INC_x,LIN FP Equity_DX_BROKER_SI_MV_INC_x,LIN FP Equity_DX_SUPPLY_SI_MV_NEW,LIN FP Equity_DX_BROKER_SI_QTY_ADD,LIN FP Equity_DX_BROKER_SI_QTY_NEW,LIN FP Equity_DX_SUPPLY_SI_MV_DEC,LIN FP Equity_DX_BROKER_SI_QTY_INC,LIN FP Equity_DX_SUPPLY_SI_QTY_DEC,LIN FP Equity_DX_BROKER_SI_MV_NEW_y,LIN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LIN FP Equity_DX_BROKER_SI_MV_INC_y,LIN FP Equity_DX_SUPPLY_SI_QTY_INC_y,LIN FP Equity_DX_BROKER_SI_MV_ADD,LIN FP Equity_DX_SUPPLY_SI_QTY_ADD,LIN FP Equity_DX_BROKER_SI_QTY_DEC,LIN FP Equity_DX_SUPPLY_SI_MV,LIN FP Equity_DX_BROKER_SI_MV_DEC,LIN FP Equity_DX_SUPPLY_SI_MV_RMV,LIN FP Equity_DX_BROKER_SI_MV_RMV,LIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LIN FP Equity_DX_UTILIZATION_QUANTITY,LIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LIN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LIN FP Equity_DX_ACTIVE_UTILIZATION_MV,LIN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LIN FP Equity_DX_BROKER_SI_CON_RATIO,LIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LIN FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105121.0,3014257.49,,3.38,0.0,,0.0,,0.0
2015-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105686.0,3034129.45,,3.49,0.0,,0.0,,0.0
2015-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105686.0,3030458.39,,3.5,0.0,,0.0,,0.0
2015-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105686.0,3036882.75,,3.49,0.0,,0.0,,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105686.0,3035964.98,,3.49,0.0,,0.0,,0.0
2015-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105986.0,3041821.75,,3.5,0.0,,0.0,,0.0
2015-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105986.0,3037219.91,,3.46,0.0,,0.0,,0.0
2015-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105986.0,3037219.91,,3.5,0.0,,0.0,,0.0
2015-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105986.0,3055627.3,,3.51,0.0,,0.0,,0.0
2015-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105986.0,2945182.94,,3.48,0.0,,0.0,,0.0
2015-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106277.0,2950500.68,,3.38,0.0,,0.0,,0.0
2015-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106277.0,2971727.3,,3.4,0.0,,0.0,,0.0
2015-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106277.0,2995722.62,,3.43,0.0,,0.0,,0.0
2015-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106679.0,3029287.44,,3.47,0.0,,0.0,,0.0
2015-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,106679.0,3054299.91,,3.5,0.0,,0.0,,0.0
2015-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,108650.0,3113561.63,,3.59,0.0,,0.0,,0.0
2015-12-17,2920.0,84185.0,0.12,0.6,0.04,0.1,0.0,0.0,2920.0,0.0,84185.0,,,,,,,,,,,,,,,,2920.0,,0.1,,,,2.68,2.68,106231.0,3062690.77,,3.52,2.7,,1.0,100.0,0.0268
2015-12-18,2920.0,83931.43,0.12,0.6,0.04,0.1,0.0,83931.43,2920.0,2920.0,83931.43,,,,,,2920.0,,,,,,,,,0.1,,,0.1,,,,2.68,2.68,106231.0,3053465.8,,3.52,2.65,,1.0,100.0,0.0268
2015-12-21,2920.0,83094.65,0.12,0.59,0.04,0.1,0.0,83094.65,2920.0,2920.0,83094.65,,,,,,,,,,,,,,,,,,0.1,,,,2.68,2.68,106231.0,3023023.39,,3.5,2.68,,1.0,100.0,0.0268
2015-12-22,102.0,2857.45,0.0,0.02,0.0,0.0,0.0,2857.45,102.0,102.0,2857.45,,,,,,,,0.09,,2818.0,,,,,,,2818.0,0.0,0.1,,,0.09,0.09,109049.0,3054920.03,,3.56,0.09,,1.0,100.0,0.0009
2015-12-23,102.0,2784.82,0.0,0.02,0.0,0.0,0.0,2784.82,102.0,102.0,2784.82,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109049.0,2977268.62,,3.5,0.1,,1.0,100.0,0.0009
2015-12-24,102.0,2887.56,0.0,0.02,0.0,0.0,0.0,2887.56,102.0,102.0,2887.56,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109049.0,3087116.96,,3.48,0.1,,1.0,100.0,0.0009
2015-12-25,102.0,2887.56,0.0,0.02,0.0,0.0,0.0,2887.56,102.0,102.0,2887.56,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109049.0,3087116.96,,3.51,0.1,,1.0,100.0,0.0009
2015-12-28,99.0,2803.5,0.0,0.02,0.0,0.0,0.0,2803.5,99.0,99.0,2803.5,,,,,,,,0.0,,3.0,,,,,,,3.0,0.0,0.0,,,0.09,0.09,109052.0,3088148.88,,3.55,0.09,,1.0,100.0,0.0009
2015-12-29,99.0,2817.25,0.0,0.02,0.0,0.0,0.0,2817.25,99.0,99.0,2817.25,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109052.0,3103300.79,,3.56,0.09,,1.0,100.0,0.0009
2015-12-30,99.0,2805.21,0.0,0.02,0.0,0.0,0.0,2805.21,99.0,99.0,2805.21,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109052.0,3090042.87,,3.57,0.09,,1.0,100.0,0.0009
2015-12-31,99.0,2816.39,0.0,0.02,0.0,0.0,0.0,2816.39,99.0,99.0,2816.39,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109052.0,3102353.8,,3.57,0.09,,1.0,100.0,0.0009
2016-01-01,99.0,2816.39,0.0,0.02,0.0,0.0,0.0,2816.39,99.0,99.0,2816.39,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109052.0,3102353.8,,3.57,0.09,,1.0,100.0,0.0009
2016-01-04,99.0,2837.02,0.0,0.02,0.0,0.0,0.0,2837.02,99.0,99.0,2837.02,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109052.0,3125081.66,,3.58,0.09,,1.0,100.0,0.0009
2016-01-05,99.0,2841.32,0.0,0.02,0.0,0.0,0.0,2841.32,99.0,99.0,2841.32,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109052.0,3129816.64,,3.6,0.09,,1.0,100.0,0.0009
2016-01-06,99.0,2841.32,0.0,0.02,0.0,0.0,0.0,2841.32,99.0,99.0,2841.32,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109052.0,3129816.64,,3.6,0.09,,1.0,100.0,0.0009
2016-01-07,99.0,2775.12,0.0,0.02,0.0,0.0,0.0,2775.12,99.0,99.0,2775.12,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109052.0,3056898.06,,3.56,0.09,,1.0,100.0,0.0009
2016-01-08,99.0,2775.12,0.0,0.02,0.0,0.0,0.0,2775.12,99.0,99.0,2775.12,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109052.0,3056898.06,,3.51,0.09,,1.0,100.0,0.0009
2016-01-11,98.0,2745.39,0.0,0.02,0.0,0.0,0.0,2745.39,98.0,98.0,2745.39,,,,,,,,0.0,,1.0,,,,,,,1.0,0.0,0.0,,,0.09,0.09,109053.0,3055032.09,,3.52,0.09,,1.0,100.0,0.0009
2016-01-12,98.0,2764.96,0.0,0.02,0.0,0.0,0.0,2764.96,98.0,98.0,2764.96,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109053.0,3076813.16,,3.52,0.09,,1.0,100.0,0.0009
2016-01-13,95.0,2698.47,0.0,0.02,0.0,0.0,0.0,2698.47,95.0,95.0,2698.47,,,,,,,,0.0,,3.0,,,,,,,3.0,0.0,0.0,,,0.09,0.09,109056.0,3097732.45,,3.54,0.09,,1.0,100.0,0.0009
2016-01-14,93.0,2612.59,0.0,0.02,0.0,0.0,0.0,0.0,93.0,0.0,2612.59,,,,,,,,0.0,,2.0,,,,,,,95.0,0.0,0.0,,,0.09,0.09,108652.0,3052290.08,,3.54,0.09,,1.0,100.0,0.0009
2016-01-15,93.0,2598.86,0.0,0.02,0.0,0.0,0.0,2598.86,93.0,93.0,2598.86,,,,,,93.0,,,,,,,,,0.0,,,0.0,,,,0.09,0.09,108652.0,3036250.23,,3.51,0.09,,1.0,100.0,0.0009
2016-01-18,93.0,2578.67,0.0,0.02,0.0,0.0,0.0,2578.67,93.0,93.0,2578.67,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,108652.0,3012662.21,,3.48,0.09,,1.0,100.0,0.0009
2016-01-19,93.0,2559.29,0.0,0.02,0.0,0.0,0.0,2559.29,93.0,93.0,2559.29,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,108622.0,2989192.13,,3.46,0.09,,1.0,100.0,0.0009
2016-01-20,93.0,2408.27,0.0,0.02,0.0,0.0,0.0,2408.27,93.0,93.0,2408.27,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,108443.0,2808167.18,,3.39,0.09,,1.0,100.0,0.0009
2016-01-21,93.0,2406.65,0.0,0.02,0.0,0.0,0.0,2406.65,93.0,93.0,2406.65,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,108443.0,2806283.76,,3.23,0.09,,1.0,100.0,0.0009
2016-01-22,93.0,2455.11,0.0,0.02,0.0,0.0,0.0,2455.11,93.0,93.0,2455.11,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,108443.0,2862786.12,,3.25,0.09,,1.0,100.0,0.0009
2016-01-25,93.0,2514.06,0.0,0.02,0.0,0.0,0.0,2514.06,93.0,93.0,2514.06,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109013.0,2946939.42,,3.33,0.08,,1.0,100.0,0.0009
2016-01-26,93.0,2514.06,0.0,0.02,0.0,0.0,0.0,2514.06,93.0,93.0,2514.06,,,,,,,,,,,,,,,,,,0.0,,,,0.08,0.08,109591.0,2962564.45,,3.41,0.08,,1.0,100.0,0.0008
2016-01-27,93.0,2523.75,0.0,0.02,0.0,0.0,0.0,2523.75,93.0,93.0,2523.75,,,,,,,,,,,,,,,,,,0.0,,,,0.08,0.08,109390.0,2968529.98,,3.4,0.08,,1.0,100.0,0.0008
2016-01-28,93.0,2596.44,0.0,0.02,0.0,0.0,0.0,2596.44,93.0,93.0,2596.44,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109295.0,3051371.37,,3.43,0.08,,1.0,100.0,0.0009
2016-01-29,93.0,2619.05,0.0,0.02,0.0,0.0,0.0,2619.05,93.0,93.0,2619.05,,,,,,,,,,,,,,,,,,0.0,,,,0.1,0.1,97581.0,2748058.72,,3.15,0.09,,1.0,100.0,0.001
2016-02-01,93.0,2624.7,0.0,0.02,0.0,0.0,0.0,2624.7,93.0,93.0,2624.7,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,108696.0,3067684.69,,3.52,0.08,,1.0,100.0,0.0009
2016-02-02,93.0,2629.55,0.0,0.02,0.0,0.0,0.0,2629.55,93.0,93.0,2629.55,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,108696.0,3073348.11,,3.53,0.09,,1.0,100.0,0.0009
2016-02-03,93.0,2652.16,0.0,0.02,0.0,0.0,0.0,2652.16,93.0,93.0,2652.16,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,108696.0,3099777.39,,3.54,0.08,,1.0,100.0,0.0009
2016-02-04,93.0,2664.28,0.0,0.02,0.0,0.0,0.0,2664.28,93.0,93.0,2664.28,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109041.0,3123819.54,,3.58,0.08,,1.0,100.0,0.0009
2016-02-05,93.0,2685.27,0.0,0.02,0.0,0.0,0.0,2685.27,93.0,93.0,2685.27,,,,,,,,,,,,,,,,,,0.0,,,,0.09,0.09,109041.0,3148438.91,,3.62,0.09,,1.0,100.0,0.0009
2016-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,93.0,,,,,,,93.0,0.0,0.0,,,0.0,0.0,109134.0,3141647.12,,3.61,0.0,,0.0,100.0,0.0
2016-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109134.0,2975798.48,,3.48,0.0,,0.0,,0.0
2016-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109134.0,3080046.2,,3.51,0.0,,0.0,,0.0
2016-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109134.0,3075307.66,,3.53,0.0,,0.0,,0.0
2016-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109685.0,3162271.25,,3.6,0.0,,0.0,,0.0
2016-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110174.0,3242384.26,,3.72,0.0,,0.0,,0.0
2016-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109874.0,3328014.48,,3.74,0.0,,0.0,,0.0
2016-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109874.0,3539831.92,,4.0,0.0,,0.0,,0.0
2016-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109599.0,3521454.75,,4.06,0.0,,0.0,,0.0
2016-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109599.0,3432942.5,,3.97,0.0,,0.0,,0.0
2016-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,109874.0,3434877.33,,3.97,0.0,,0.0,,0.0
2016-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110280.0,3512690.45,,4.02,0.0,,0.0,,0.0
2016-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,110364.0,3532617.04,,4.06,0.0,,0.0,,0.0
2016-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111164.0,3529264.02,,4.08,0.0,,0.0,,0.0
2016-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111164.0,3513818.66,,4.06,0.0,,0.0,,0.0
2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,112010.0,3519161.16,,4.07,0.0,,0.0,,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,112010.0,3588221.54,,4.11,0.0,,0.0,,0.0
2016-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,112010.0,3513325.07,,4.07,0.0,,0.0,,0.0
2016-03-03,50.0,1550.94,0.0,0.01,0.0,0.0,0.0,1550.94,0.0,50.0,0.0,,,,,,50.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-04,50.0,1538.78,0.0,0.01,0.0,0.0,0.0,1538.78,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-07,50.0,1544.86,0.0,0.01,0.0,0.0,0.0,1544.86,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-08,50.0,1534.88,0.0,0.01,0.0,0.0,0.0,1534.88,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-09,50.0,1584.81,0.0,0.01,0.0,0.0,0.0,1584.81,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-10,50.0,1563.1,0.0,0.01,0.0,0.0,0.0,1563.1,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-11,50.0,1602.18,0.0,0.01,0.0,0.0,0.0,1602.18,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-14,50.0,1586.98,0.0,0.01,0.0,0.0,0.0,1586.98,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-15,50.0,1605.22,0.0,0.01,0.0,0.0,0.0,1605.22,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-16,50.0,1627.79,0.0,0.01,0.0,0.0,0.0,1627.79,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-17,50.0,1607.39,0.0,0.01,0.0,0.0,0.0,1607.39,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-18,50.0,1613.03,0.0,0.01,0.0,0.0,0.0,1613.03,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-21,50.0,1625.19,0.0,0.01,0.0,0.0,0.0,1625.19,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-22,50.0,1617.37,0.0,0.01,0.0,0.0,0.0,1617.37,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-23,50.0,1623.45,0.0,0.01,0.0,0.0,0.0,1623.45,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-24,50.0,1622.15,0.0,0.01,0.0,0.0,0.0,1622.15,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-25,50.0,1622.15,0.0,0.01,0.0,0.0,0.0,1622.15,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-28,50.0,1622.15,0.0,0.01,0.0,0.0,0.0,1622.15,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-29,50.0,1619.54,0.0,0.01,0.0,0.0,0.0,1619.54,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-30,50.0,1672.08,0.0,0.01,0.0,0.0,0.0,1672.08,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-03-31,50.0,1649.94,0.0,0.01,0.0,0.0,0.0,1649.94,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-04-01,50.0,1693.36,0.0,0.01,0.0,0.0,0.0,1693.36,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-04-04,50.0,1745.46,0.0,0.01,0.0,0.0,0.0,1745.46,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-04-05,50.0,1757.62,0.0,0.01,0.0,0.0,0.0,1757.62,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0004
2016-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,0.0,0.0,,,0.0,0.0,115866.0,4036739.6,,4.66,0.0,,0.0,,0.0
2016-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121126.0,4312558.79,,4.93,0.0,,0.0,,0.0
2016-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121352.0,4320605.27,,4.97,0.0,,0.0,,0.0
2016-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121655.0,4194056.39,,4.89,0.0,,0.0,,0.0
2016-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121903.0,4237539.7,,4.87,0.0,,0.0,,0.0
2016-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122075.0,4201115.3,,4.87,0.0,,0.0,,0.0
2016-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122338.0,4210166.24,,4.86,0.0,,0.0,,0.0
2016-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122338.0,4217602.82,,4.85,0.0,,0.0,,0.0
2016-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122338.0,4244162.03,,4.88,0.0,,0.0,,0.0
2016-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122338.0,4228226.51,,4.87,0.0,,0.0,,0.0
2016-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122577.0,4252453.44,,4.9,0.0,,0.0,,0.0
2016-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122577.0,4263097.88,,4.91,0.0,,0.0,,0.0
2016-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122577.0,4204553.47,,4.88,0.0,,0.0,,0.0
2016-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122577.0,4037435.77,,4.72,0.0,,0.0,,0.0
2016-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122577.0,4192844.58,,4.76,0.0,,0.0,,0.0
