,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_y,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity
2008-07-03,694385.0,34044934.12,11.08,21.12,4.96,40.29,1.0,21248635.84,332745.0,433390.0,16314122.0,,,,0.91,,,,,18275.0,,,,0.91,,,,1000.0,18.55,0.05,,,23.29,23.29,1096067.0,53738961.54,,56.38,24.76,16.38,0.2127,39.66,0.486
2008-07-04,648191.0,31724381.91,10.35,19.89,4.63,37.29,1.0,19342059.42,324745.0,395196.0,15893979.41,,,,1.0,,,,0.42,25150.0,8000.0,,,1.0,,,,63344.0,18.06,3.47,,,22.58,22.58,1113380.0,54492105.47,,56.65,24.17,17.69,0.2572,45.53,0.4507
2008-07-07,631466.0,31659611.29,10.08,19.84,4.51,36.37,1.0,18117943.63,341845.0,361371.0,17138974.74,,,15000.0,0.07,,,,,1475.0,,,,0.07,15000.0,,2100.0,35300.0,18.91,1.83,,,24.01,24.01,1081869.0,54241324.16,,54.93,25.61,18.07,0.2465,43.76,0.4435
2008-07-08,661958.0,31924059.85,10.57,20.77,4.72,38.09,1.0,17620257.3,368345.0,365363.0,17764069.36,,,40000.0,0.24,,,,0.69,3992.0,13500.0,,,0.24,40000.0,,,,20.38,,,,25.76,25.76,1061664.0,51200567.23,,54.64,27.17,22.76,0.2475,42.09,0.4629
2008-07-09,674658.0,33213041.43,10.77,20.85,4.81,38.48,1.0,17986619.08,381785.0,365363.0,18795065.09,,,,,,,,0.34,,6500.0,,,,,,19940.0,,20.83,,,,26.97,26.97,1033634.0,50885232.03,,51.82,28.67,22.35,0.2442,42.03,0.4766
2008-07-10,678658.0,32658154.13,10.83,20.68,4.84,38.77,1.0,17774363.21,361785.0,369363.0,17409697.22,,,,0.24,,,,1.23,4000.0,20000.0,,,0.24,,,,,19.74,,,,25.74,25.74,1043491.0,50214526.19,,52.34,27.38,22.2,0.2439,42.08,0.4829
2008-07-11,668751.0,32123934.57,10.67,22.2,4.77,37.96,1.0,17266727.11,361785.0,359456.0,17378602.3,,,,0.25,,,,,5000.0,,,,0.25,,,,14907.0,19.47,0.78,,,25.66,25.66,1047991.0,50341000.33,,51.77,27.33,22.45,0.2488,42.59,0.4744
2008-07-14,679858.0,33163885.27,10.85,23.2,4.85,38.61,1.0,18076287.72,361785.0,370563.0,17648091.56,,,,0.54,,,,,11107.0,,,,0.54,,,,,19.58,,,,25.61,25.61,1051026.0,51269685.26,,52.11,27.31,22.2,0.242,41.88,0.4812
2008-07-15,680758.0,32024581.59,10.87,23.78,4.86,38.8,1.0,17432222.65,362685.0,370563.0,17061621.57,,,,,,,,0.91,,19100.0,,,,,,20000.0,,19.73,,,,25.66,25.66,1050699.0,49427543.79,,52.38,27.36,22.89,0.2439,41.74,0.4817
2008-07-16,676251.0,32006303.65,10.79,23.34,4.83,38.34,1.0,17538387.23,358178.0,370563.0,16952217.19,,,100.0,,,,,0.23,,4607.0,,,,100.0,,,,19.32,,,,25.39,25.39,1052706.0,49823553.52,,51.29,27.36,23.02,0.247,42.09,0.4793
2008-07-17,672151.0,32787933.14,10.73,23.56,4.8,38.09,1.0,17881165.3,358078.0,366563.0,17467261.85,,,,,,,,0.0,,100.0,,,,,,,4000.0,19.33,0.2,,,25.39,25.39,1052314.0,51332514.68,,51.49,27.3,23.16,0.248,42.11,0.4766
2008-07-18,851184.0,42545484.42,13.59,30.51,6.07,47.34,2.0,24783310.49,407848.0,495826.0,20385828.13,,,27998.0,6.4,,,,0.04,129263.0,837.0,,,6.4,27998.0,,22609.0,,22.16,,,,28.97,28.97,1000092.0,49988484.99,,50.3,30.59,18.79,0.2695,46.89,0.6046
2008-07-21,973081.0,50425998.7,15.53,35.98,6.94,51.94,2.0,28830387.89,519945.0,556346.0,26944052.85,,,1650.0,3.05,,2000.0,,0.08,58520.0,1487.0,,,3.05,1650.0,0.11,111934.0,,28.3,,,,39.13,39.13,808895.0,41917721.36,,41.33,40.65,19.27,0.2393,43.18,0.7323
2008-07-22,975581.0,50938264.86,15.57,36.67,6.96,52.6,2.0,29179171.76,519945.0,558846.0,27148023.71,,,,0.14,,,,,2500.0,,,,0.14,,,,,28.84,,,,38.99,38.99,813646.0,42483110.52,,42.78,40.27,19.25,0.236,42.74,0.7315
2008-07-23,1016534.0,57326958.46,16.23,39.4,7.25,55.43,2.0,31952915.84,557398.0,566596.0,31434198.94,,,47103.0,1.42,,,,0.5,26000.0,9650.0,,,1.42,47103.0,,,18250.0,30.99,0.96,,,41.4,41.4,788958.0,44492916.61,,43.72,41.48,19.94,0.2431,43.18,0.755
2008-07-24,1020534.0,56331961.92,16.29,39.25,7.28,56.59,2.0,31496052.21,559398.0,570596.0,30877939.23,,,2000.0,0.36,,,,,4000.0,,,,0.36,2000.0,,,,31.89,,,,41.49,41.49,788973.0,43550138.45,,46.15,40.86,19.8,0.2415,43.02,0.7569
2008-07-25,1021059.0,58246477.91,16.3,39.53,7.29,56.46,2.0,32576838.74,560708.0,571071.0,31985679.71,,,,0.23,,,,0.06,4878.0,690.0,,,0.23,,,2000.0,4403.0,31.68,0.26,,,41.43,41.43,792629.0,45215651.14,,45.86,40.85,19.73,0.2441,43.38,0.7545
2008-07-28,1023378.0,55960188.81,16.33,41.15,7.3,56.95,2.0,31281893.07,562027.0,572071.0,30732668.7,,,1319.0,0.07,,,,,1000.0,,,,0.07,1319.0,,,,32.13,,,,41.59,41.59,789338.0,43162451.72,,46.48,40.87,19.69,0.2423,43.14,0.7573
2008-07-29,1026212.0,56458819.51,16.38,40.51,7.32,56.71,2.0,31584384.43,562845.0,574087.0,30965886.45,,,1618.0,0.09,,,,0.12,3016.0,2100.0,,,0.09,1618.0,,1300.0,1000.0,31.79,0.06,,,41.76,41.76,784845.0,43179598.56,,44.8,41.5,19.64,0.2434,43.32,0.7615
2008-07-30,1018632.0,57474513.38,16.26,39.67,7.27,56.76,2.0,31940460.2,563365.0,566087.0,31786876.15,,,107.0,0.01,,,,0.01,100.0,107.0,,,0.01,107.0,,520.0,8100.0,31.87,0.01,,,42.22,42.22,771034.0,43504233.08,,45.22,41.34,19.67,0.2434,43.31,0.7634
2008-07-31,1021695.0,57285636.63,16.31,40.68,7.29,57.24,2.0,31908261.36,558328.0,569087.0,31305012.68,,,3105.0,0.18,,,,0.44,3000.0,8142.0,,,0.18,3105.0,,,,31.81,,,,42.28,42.28,762172.0,42734385.74,,45.32,41.24,19.6,0.2408,43.01,0.7737
2008-08-01,1022280.0,58560662.64,16.32,39.06,7.29,58.55,2.0,32636908.8,558265.0,569735.0,31979857.11,,,,1.29,,,,0.01,648.0,63.0,,,1.29,,,,,31.81,,,,42.3,42.3,761404.0,43616546.13,,45.3,41.25,19.07,0.2498,44.36,0.7746
2008-08-04,1021374.0,58196038.69,16.3,40.59,7.29,58.92,2.0,32234554.58,561359.0,565735.0,31985218.04,,,3094.0,,,,,,,,,,,3094.0,,,4000.0,32.15,0.01,,,43.17,43.17,738860.0,42098903.19,,44.75,41.8,18.94,0.2467,44.06,0.7855
2008-08-05,1018374.0,57489187.97,16.25,40.76,7.27,58.79,2.0,31936838.29,558359.0,565735.0,31520448.78,,,,,,,,0.18,,3000.0,,,,,,,,32.03,,,,43.05,43.05,738783.0,41705733.61,,44.72,41.73,19.05,0.2471,44.08,0.7851
2008-08-06,1020166.0,58790962.23,16.28,42.28,7.28,58.68,2.0,32659923.22,559157.0,566729.0,32223557.8,,,798.0,0.0,,,,,994.0,,,,0.0,798.0,,,,31.94,,,,42.73,42.73,749569.0,43196776.57,,45.32,41.34,19.03,0.2466,44.03,0.7795
2008-08-07,1020266.0,56932176.8,16.28,42.19,7.28,59.19,2.0,31629799.33,557157.0,566829.0,31090089.08,,,,0.22,,,,0.11,100.0,2000.0,,,0.22,,,,,32.12,,,,42.04,42.04,768015.0,42856241.18,,46.89,40.65,19.0,0.2466,44.04,0.7699
2008-08-08,979646.0,54328086.16,15.64,40.6,6.99,55.87,2.0,29181896.2,516537.0,526209.0,28645517.5,,,,,,,,2.46,,40620.0,,,,,,,40620.0,29.56,2.95,,,39.05,39.05,806298.0,44714751.26,,47.89,38.16,20.26,0.2708,46.31,0.7406
2008-08-11,1004559.0,56142211.38,16.03,43.56,7.17,57.45,2.0,30815932.52,516266.0,551393.0,28852775.1,,,,1.46,,,,0.05,25184.0,271.0,,,1.46,,,,,29.82,,,,39.01,39.01,807311.0,45118529.43,,47.19,38.73,19.76,0.2714,46.48,0.759
2008-08-12,1012886.0,59437480.66,16.17,46.28,7.23,58.01,2.0,32356465.36,524593.0,551393.0,30783806.16,,,10000.0,,,,,0.09,,1673.0,,,,10000.0,,,,30.28,,,,39.56,39.56,801384.0,47026265.54,,47.48,38.95,19.43,0.2675,46.12,0.7639
2008-08-13,1016670.0,58268480.22,16.23,48.02,7.25,58.76,2.0,31818898.99,529593.0,555177.0,30352601.38,,,5000.0,0.32,,,,,5000.0,,,,0.32,5000.0,,,1216.0,30.64,0.07,,,37.2,37.2,894087.0,51242871.99,,55.7,35.49,19.04,0.269,46.49,0.7141
2008-08-14,1013486.0,57096884.96,16.18,48.01,7.23,58.6,2.0,31097697.27,526409.0,551993.0,29656368.33,,,,,,,,0.19,,3184.0,,,,,,,3184.0,30.65,0.19,,,37.4,37.4,881122.0,49639878.07,,54.24,36.11,19.27,0.267,46.15,0.72
2008-08-15,1013812.0,57794270.49,16.18,48.77,7.23,58.34,2.0,31485989.2,525409.0,552319.0,29951933.75,,,,0.0,,,,0.06,1326.0,1000.0,,,0.0,,,,1000.0,30.49,0.06,,,37.33,37.33,882122.0,50287032.97,,54.14,36.03,19.4,0.2669,46.09,0.7203
2008-08-18,1013812.0,58259883.94,16.18,49.86,7.23,58.64,2.0,31739652.76,525409.0,552319.0,30193238.36,,,,,,,,,,,,,,,,,,30.51,,,,37.33,37.33,882122.0,50692165.16,,54.39,35.93,19.31,0.2687,46.34,0.7203
2008-08-19,1014312.0,57696608.09,16.19,50.42,7.24,58.71,2.0,31417288.65,525909.0,552319.0,29915021.68,,,500.0,,,,,,,,,,,500.0,,,,30.48,,,,37.36,37.36,881622.0,50148868.42,,54.31,35.95,19.22,0.2692,46.44,0.7206
2008-08-20,1014195.0,58223669.81,16.19,52.07,7.24,58.56,2.0,31707944.81,525792.0,552319.0,30185062.83,,,,,,,,0.02,,117.0,,,,,,,,30.41,,,,37.34,37.34,882384.0,50656564.73,,53.46,36.26,19.24,0.2687,46.37,0.7202
2008-08-21,1019657.0,58283575.06,16.27,53.38,7.28,58.95,2.0,31892354.41,525624.0,557949.0,30044658.02,,,,0.33,,1700.0,,0.0,3930.0,168.0,,,0.33,,0.1,,,30.39,,,,37.33,37.33,882552.0,50446655.83,,53.69,36.15,19.09,0.2702,46.62,0.7241
2008-08-22,994442.0,58060199.2,15.87,54.84,7.1,57.48,2.0,32575685.74,500409.0,557949.0,29216230.03,,,,,,,,1.47,,25215.0,,,,,,,,28.9,,,,35.53,35.53,908120.0,53020315.0,,55.45,34.26,16.66,0.2748,47.91,0.706
2008-08-25,995542.0,58476864.78,15.89,56.03,7.1,58.05,2.0,32837823.8,500409.0,559049.0,29393385.14,,,,0.29,,,,,1100.0,,,,0.29,,,,,29.15,,,,35.51,35.51,908720.0,53377051.46,,56.44,34.05,16.57,0.275,47.96,0.7065
2008-08-26,995422.0,59250810.59,15.89,56.42,7.1,58.28,2.0,33270493.65,500389.0,558949.0,29784808.71,,,,,,,,0.0,,20.0,,,,,,,100.0,29.25,0.0,,,35.56,35.56,906753.0,53972938.36,,56.79,33.99,16.52,0.2742,47.89,0.7074
2008-08-27,1070422.0,64729009.97,17.09,63.74,7.64,62.88,2.0,33799954.97,575389.0,558949.0,34794090.85,,,75000.0,,,,,,,,,,,75000.0,,,,33.66,,,,40.89,40.89,831753.0,50296563.63,,53.98,38.4,22.98,0.2634,44.24,0.7607
2008-08-28,1064022.0,64515070.27,16.98,65.96,7.59,62.86,2.0,33502820.02,575389.0,552549.0,34887682.55,,,,,,,,,,,,,,,,,6400.0,33.8,0.22,,,41.04,41.04,826760.0,50129113.39,,54.44,38.31,22.99,0.2649,44.42,0.7589
2008-08-29,1060109.0,65150132.52,16.92,64.91,7.56,62.74,2.0,33779267.21,574376.0,549649.0,35298891.45,,,1987.0,,,,,0.19,,3000.0,,,,1987.0,,,2900.0,33.77,0.14,,,40.96,40.96,827773.0,50871675.12,,54.84,38.11,23.01,0.2609,43.93,0.7561
2008-09-01,1060109.0,64916837.63,16.92,63.9,7.56,62.89,2.0,33658307.67,574376.0,549649.0,35172490.31,,,,,,,,,,,,,,,,,,33.78,,,,40.96,40.96,827773.0,50689509.7,,55.24,37.95,22.83,0.2615,44.08,0.7561
2008-09-02,1070502.0,68113937.76,16.89,64.44,7.6,63.6,2.0,35609365.66,574769.0,559649.0,36571421.53,,,393.0,0.6,,,,,10000.0,,,,0.6,393.0,,,,33.76,,,,40.94,40.94,829059.0,52751394.32,,55.8,37.7,22.48,0.2641,44.59,0.7626
2008-09-03,1061892.0,66417984.7,16.76,63.2,7.54,64.29,2.0,35039925.88,565589.0,560219.0,35375802.38,,,,0.54,,,,0.14,570.0,9180.0,,,0.54,,,,,33.91,,,,40.31,40.31,837489.0,52382287.07,,58.23,36.8,22.28,0.2673,45.04,0.7568
2008-09-04,1068420.0,65456438.38,16.86,65.49,7.59,64.55,2.0,34721588.97,565589.0,566747.0,34650644.43,,,,0.25,,,,,6528.0,,,,0.25,,,,,33.94,,,,39.9,39.9,851984.0,52196550.23,,58.85,36.58,22.26,0.267,45.03,0.7537
2008-09-05,1075920.0,62117239.34,16.98,67.53,7.64,64.34,2.0,32864945.48,573089.0,569247.0,33086759.78,,,7500.0,0.0,,,,,2500.0,,,,0.0,7500.0,,,,34.09,,,,40.52,40.52,841216.0,48566822.45,,56.34,37.7,22.31,0.2668,45.0,0.7607
2008-09-08,1075441.0,63797717.15,16.97,64.51,7.63,63.18,2.0,33888976.04,570589.0,571268.0,33848696.15,,,,0.0,,,,0.22,2021.0,2500.0,,,0.0,,,,,33.54,,,,39.99,39.99,856144.0,50788497.7,,55.24,37.78,22.75,0.2676,44.88,0.7538
2008-09-09,1073962.0,62846811.89,16.95,69.33,7.62,63.07,2.0,33343285.98,571589.0,569789.0,33448619.56,,,1000.0,0.36,,,,,1000.0,,,,0.36,1000.0,,,2479.0,33.38,0.24,,,40.38,40.38,844016.0,49390681.22,,55.82,37.42,22.7,0.2706,45.25,0.7587
2008-09-10,1071221.0,62799157.6,16.9,75.13,7.6,63.19,2.0,33679315.89,564139.0,574498.0,33072030.86,,,,,,4709.0,,0.0,,7450.0,,,,,0.31,,,33.35,,,,39.56,39.56,861981.0,50532691.83,,54.1,38.14,22.71,0.2672,44.87,0.7511
2008-09-11,1071221.0,61958692.3,16.9,76.58,7.6,63.1,2.0,33228572.64,564139.0,574498.0,32629415.14,,,,,,,,,,,,,,,,,,33.29,,,,40.0,40.0,846323.0,48950745.31,,52.91,38.62,22.76,0.2682,44.97,0.7595
2008-09-12,1066956.0,60946349.94,16.84,85.45,7.57,62.47,2.0,32663278.41,562553.0,571819.0,32133988.66,,,,0.13,,,,0.19,2000.0,1586.0,,,0.13,,,,4679.0,33.03,0.43,,,39.82,39.82,850309.0,48571103.1,,52.17,38.77,23.08,0.2669,44.68,0.7552
2008-09-15,1082215.0,61082781.51,17.08,87.95,7.68,63.26,2.0,32458766.35,566453.0,575078.0,31971950.89,,,3900.0,1.1,,,,,20308.0,,,,1.1,3900.0,,,,33.23,,,1.05,40.09,40.09,846409.0,47773331.56,,51.41,39.26,22.75,0.2699,45.23,0.766
2008-09-16,1084015.0,63435099.93,17.11,88.05,7.7,63.22,2.0,33652791.15,568253.0,575078.0,33253401.33,,,1800.0,,,,,,,,,,,1800.0,,,,33.29,,,,40.13,40.13,847897.0,49617792.12,,51.79,39.13,22.75,0.2683,45.02,0.7655
2008-09-17,1083709.0,61903309.93,17.1,84.84,7.69,63.68,2.0,32849438.06,567947.0,575078.0,32442103.15,,,,,,1000.0,,0.0,,306.0,,,,,0.06,,1000.0,33.6,0.0,,,40.17,40.17,845897.0,48319082.12,,52.26,39.13,22.74,0.2704,45.27,0.7665
2008-09-18,987709.0,56693691.07,15.59,79.67,7.01,58.37,2.0,33009008.19,471947.0,575078.0,27089372.9,,,,,,,,5.14,,96000.0,,,,,,,,28.31,,,,33.38,33.38,941724.0,54054189.57,,56.52,33.37,22.88,0.2701,45.18,0.6987
2008-09-19,934276.0,51919279.89,14.74,75.33,6.63,55.03,2.0,29566130.34,454156.0,532036.0,25238208.49,,,,,,,,0.79,,13649.0,,,,,,,43042.0,27.23,2.62,0.25,,32.08,32.08,961474.0,53430718.23,4142.0,57.36,32.19,24.26,0.259,43.13,0.66
2008-09-22,842982.0,47184681.43,13.3,65.01,5.98,49.32,2.0,24686343.43,453862.0,441036.0,25404259.98,,,4015.0,,,,,0.33,,4309.0,,,,4015.0,,,91000.0,26.72,5.16,,,100.0,32.17,0.0,0.0,,0.0,100.0,26.81,0.2297,37.49,0.5976
2008-09-23,880859.0,49785196.63,13.9,66.84,6.25,51.95,2.0,23886476.81,510147.0,422628.0,28832955.9,,,56920.0,,,100.0,,0.03,,635.0,,,,56920.0,0.01,,18508.0,30.34,1.0,,,78.19,36.18,142297.0,8042472.32,,8.3,78.52,31.73,0.2362,34.59,0.6247
2008-09-24,799295.0,45817699.09,12.61,61.8,5.67,47.21,2.0,24111507.18,425583.0,420628.0,24395540.86,,,635.0,,,,,8.71,,145199.0,,,,635.0,,60000.0,2000.0,25.32,0.03,,,63.58,30.25,243733.0,13971418.88,,14.5,63.59,27.19,0.2368,37.97,0.5681
2008-09-25,855011.0,47939795.6,13.49,65.43,6.07,50.78,2.0,23584281.77,481299.0,420628.0,26986057.12,,,40000.0,,,,,0.5,,9284.0,,,,40000.0,,25000.0,,28.77,,,,69.03,34.27,215973.0,12109436.57,,12.73,69.33,29.85,0.2449,37.33,0.6087
2008-09-26,849617.0,47385351.75,13.41,61.18,6.03,49.87,2.0,23236428.09,479905.0,416628.0,26765551.1,,,,,,,,0.17,,1394.0,,,,,,,4000.0,28.31,0.45,,,34.34,34.34,917475.0,51169969.05,,54.01,34.39,29.96,0.2436,37.02,0.608
2008-09-29,849972.0,44030105.96,28.91,58.62,6.03,49.67,2.0,21607372.57,484320.0,417116.0,25088662.82,,,4548.0,0.26,,,,0.0,4548.0,133.0,,,0.26,4548.0,,,4060.0,28.51,0.26,,,69.32,33.29,214374.0,11104965.73,,12.1,70.21,30.07,0.2435,36.98,0.5843
2008-09-30,812559.0,42947257.36,27.64,52.8,5.77,45.97,2.0,20193047.67,479972.0,382051.0,25368596.02,,,,,,,,0.55,,4348.0,,,,,,,35065.0,27.19,2.49,,,70.23,32.9,203431.0,10752208.16,,11.11,70.99,31.27,0.2421,35.88,0.557
2008-10-01,689484.0,37590101.4,23.45,43.27,4.89,39.04,1.0,20124391.83,364823.0,369125.0,19889850.33,,,4491.0,,,,,6.86,,119640.0,,,,4491.0,,,12926.0,20.57,0.54,,,24.96,24.96,1097089.0,59812391.23,,60.63,25.33,22.24,0.239,41.35,0.4716
2008-10-02,681913.0,36094248.27,23.2,42.16,4.84,39.19,1.0,19432245.6,359252.0,367125.0,19015520.86,,,,,,,,0.33,,5571.0,,,,,,,2000.0,20.61,0.0,,,24.51,24.51,1106328.0,58558903.4,,61.85,24.99,22.65,0.2431,41.66,0.4653
2008-10-03,667612.0,35318120.51,22.71,39.89,4.74,38.09,1.0,19315903.18,346951.0,365125.0,18354459.22,,,,,,,,0.65,,12301.0,,,,,,,2000.0,19.77,0.33,,,23.07,23.07,1156966.0,61206006.8,,64.5,23.47,23.02,0.2482,41.93,0.4439
2008-10-06,672249.0,34978101.04,22.87,39.86,4.77,38.46,1.0,18875038.7,353951.0,362762.0,18416589.45,,,7000.0,,,,,,,,,,,7000.0,,,2363.0,20.39,0.13,,,62.1,23.43,216020.0,11239837.3,,11.87,63.2,24.36,0.2476,41.17,0.445
2008-10-07,672249.0,33762422.28,22.87,38.77,4.77,37.56,1.0,18219028.71,353951.0,362762.0,17776513.06,,,,,,,,,,,,,,,,,,19.69,,,,62.1,23.39,216020.0,10849191.98,,11.57,63.0,23.73,0.2492,41.7,0.4443
2008-10-08,667228.0,32814382.93,22.7,37.81,4.74,36.71,1.0,17762203.37,350526.0,361166.0,17238926.41,,,178.0,0.0,,,,0.05,202.0,3603.0,,,0.0,178.0,,,1798.0,19.25,0.34,,,61.87,23.16,216020.0,10623899.18,,11.24,63.13,23.64,0.2482,41.6,0.4408
2008-10-09,665050.0,33089065.44,22.62,36.39,4.72,36.2,1.0,17840183.2,350948.0,358566.0,17461155.31,,,422.0,,,,,,,,,,,422.0,,,2600.0,19.02,0.27,,,61.9,23.14,216020.0,10747913.57,,11.17,63.01,23.62,0.2464,41.35,0.4386
2008-10-10,677450.0,31372524.61,23.04,37.82,4.81,37.32,1.0,15358620.98,350348.0,331650.0,16224520.26,,,,,,,,0.02,,600.0,,,,,,,,19.27,,,1.39,23.22,23.22,1158269.0,53639121.27,,59.1,24.59,23.3,0.2379,40.3,0.4491
2008-10-13,658769.0,33053899.1,22.41,36.86,4.68,34.59,1.0,17706093.01,350348.0,352885.0,17578798.4,1.42,,,,,,26916.0,,,,1.42,,,,,,5681.0,18.17,0.74,,,23.28,23.28,1154301.0,57917340.96,,57.55,24.0,23.0,0.2424,41.04,0.4378
2008-10-14,649925.0,33343939.73,22.11,35.37,4.61,35.7,1.0,17650778.74,350348.0,344041.0,17974354.88,,,,,,2100.0,,,,,,,,,0.11,,10944.0,19.22,0.01,,,61.86,23.31,216020.0,11082752.41,,11.44,62.69,24.26,0.2378,39.8,0.4324
2008-10-15,629185.0,29486552.65,21.4,34.79,4.47,35.06,1.0,16069945.07,330748.0,342901.0,15500398.63,,,,,,,,1.02,,19600.0,,,,,,,1140.0,18.52,0.0,,,60.49,22.23,216020.0,10123707.82,,10.98,62.78,24.17,0.2423,40.36,0.4229
2008-10-16,623580.0,29110512.78,21.21,33.63,4.43,33.08,1.0,15745950.03,330748.0,337296.0,15440270.51,,,,,,,,,,,,,,,,,5605.0,17.4,0.82,,,22.48,22.48,1140822.0,53256861.05,,57.36,23.28,23.52,0.2366,39.81,0.4238
2008-10-17,622154.0,29168952.79,21.16,32.56,4.42,32.85,1.0,15746866.81,330748.0,335870.0,15506727.91,,,,,,,,,,,,,,,,,1426.0,17.37,0.19,,,22.48,22.48,1140428.0,53467614.92,,56.64,23.47,23.54,0.2382,40.0,0.4229
2008-10-20,625581.0,30287325.62,21.28,34.48,4.44,33.18,1.0,16426967.44,330748.0,339297.0,16013070.05,,,,0.24,,,,,4755.0,,,,0.24,,,,1328.0,17.47,0.04,,,22.47,22.47,1140959.0,55239204.43,,56.96,23.47,23.56,0.2338,39.41,0.4251
2008-10-21,635581.0,31592450.79,21.62,35.03,4.51,34.29,1.0,16865236.34,340748.0,339297.0,16937360.34,,,10000.0,,,,,,,,,,,10000.0,,,,18.33,,,,23.16,23.16,1130689.0,56202492.83,,57.5,24.17,25.38,0.2345,38.55,0.4319
2008-10-22,627553.0,30574943.62,21.35,34.77,4.46,34.61,1.0,16108053.48,341398.0,330619.0,16633216.0,,,650.0,,,,,,,,,,,650.0,,,8678.0,18.91,0.27,,,23.25,23.25,1127067.0,54911712.61,,58.16,24.54,26.09,0.2358,38.25,0.4274
2008-10-23,642553.0,30561845.69,21.86,35.53,4.56,34.5,1.0,15487465.83,361398.0,325619.0,17189227.83,,,,,,,,,,,,,,,,20000.0,5000.0,19.21,0.37,,,69.12,24.37,161460.0,7679546.44,,8.14,70.24,25.89,0.2303,37.66,0.4332
2008-10-24,650368.0,30560183.56,22.12,34.91,4.62,34.8,1.0,15225114.58,370818.0,324014.0,17424390.73,,,,,,,,,,,,,,,,9420.0,1605.0,19.75,0.21,,,25.0,25.0,1112372.0,52269319.08,,55.52,26.24,25.72,0.222,36.67,0.4385
2008-10-27,655569.0,30108318.81,22.13,34.14,4.65,34.62,1.0,14880991.64,376019.0,324014.0,17269425.39,,,5201.0,,,,,,,,,,,5201.0,,,,19.7,,,,85.25,25.3,65074.0,2988653.73,,3.17,86.13,25.42,0.2207,36.57,0.441
2008-10-28,614083.0,28202991.2,20.73,31.89,4.35,31.66,1.0,14092195.38,351708.0,306839.0,16152894.04,,,,,,,,1.19,,24311.0,,,,,,,17175.0,17.79,0.98,,,84.39,23.68,65074.0,2988653.73,,3.17,84.87,25.23,0.2178,36.03,0.4135
2008-10-29,648433.0,29470369.31,21.89,34.6,4.6,33.53,1.0,14627130.62,371058.0,321839.0,16864065.06,,,,0.22,,10000.0,,0.0,5000.0,650.0,,,0.22,,0.64,20000.0,,18.84,,,,95.75,25.04,16482.0,749083.76,,0.78,96.04,24.93,0.2043,34.49,0.4375
2008-10-30,648102.0,28549962.13,21.88,34.92,4.59,33.31,1.0,14177538.81,370727.0,321839.0,16331135.85,,,,,,,,0.02,,331.0,,,,,,,,18.76,,,,95.74,25.03,16482.0,726059.29,,0.78,96.02,24.92,0.2048,34.53,0.4375
2008-10-31,648102.0,27129905.37,21.88,35.12,4.59,32.84,1.0,13472357.15,370727.0,321839.0,15518835.66,,,,,,,,,,,,,,,,,,18.51,,,,24.37,24.37,1150418.0,48157128.77,,52.82,25.96,24.95,0.2048,34.5,0.4261
2008-11-03,648702.0,26726748.21,21.9,34.04,4.6,31.55,1.0,13301079.18,370327.0,322839.0,15257601.31,,,,0.0,,,,0.06,1000.0,400.0,,,0.0,,,,,17.55,,,,23.83,23.83,1183759.0,48771282.86,,51.66,25.36,24.17,0.205,34.98,0.4174
2008-11-04,648702.0,26689507.04,21.9,31.99,4.6,31.6,1.0,13282545.39,370327.0,322839.0,15236341.3,,,,,,,,,,,,,,,,,,17.65,,,,23.83,23.83,1183759.0,48703324.73,,51.68,25.46,24.29,0.2039,34.69,0.4174
2008-11-05,619811.0,26200637.05,20.92,29.34,4.39,30.54,1.0,12854232.2,360191.0,304084.0,15225986.08,,,10000.0,,,,,0.12,,20136.0,,,,10000.0,,,18755.0,17.72,1.08,,,24.13,24.13,1132520.0,47873860.69,,47.31,27.25,24.68,0.1908,32.07,0.4152
2008-11-06,585088.0,24161811.22,19.75,27.83,4.15,29.59,1.0,11219140.07,356960.0,271676.0,14741030.64,,,,,,,,0.13,,3231.0,,,,,,,32408.0,18.02,1.31,,,24.39,24.39,1106412.0,45690422.42,,46.81,27.79,26.53,0.2054,32.91,0.3998
2008-11-07,571298.0,23324492.68,19.29,28.01,4.05,28.23,1.0,10817858.37,349879.0,264967.0,14284576.83,,,,,,,,0.31,,7081.0,,,,,,,6709.0,17.38,0.67,,,24.01,24.01,1107303.0,45208071.3,,46.21,27.34,27.16,0.2113,33.0,0.3921
