,ALIBR FP Equity_DX_SI_QTY,ALIBR FP Equity_DX_SHORT_INTEREST_VALUE,ALIBR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALIBR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALIBR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALIBR FP Equity_DX_SI_MV,ALIBR FP Equity_DX_DSS,ALIBR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALIBR FP Equity_DX_SUPPLY_SI_QTY,ALIBR FP Equity_DX_BROKER_SI_QTY,ALIBR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALIBR FP Equity_DX_BROKER_SI_MV_NEW_x,ALIBR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALIBR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALIBR FP Equity_DX_BROKER_SI_MV_INC_x,ALIBR FP Equity_DX_SUPPLY_SI_MV_NEW,ALIBR FP Equity_DX_BROKER_SI_QTY_ADD,ALIBR FP Equity_DX_BROKER_SI_QTY_NEW,ALIBR FP Equity_DX_SUPPLY_SI_MV_DEC,ALIBR FP Equity_DX_BROKER_SI_QTY_INC,ALIBR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALIBR FP Equity_DX_BROKER_SI_MV_NEW_y,ALIBR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALIBR FP Equity_DX_BROKER_SI_MV_INC_y,ALIBR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALIBR FP Equity_DX_BROKER_SI_MV_ADD,ALIBR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALIBR FP Equity_DX_BROKER_SI_QTY_DEC,ALIBR FP Equity_DX_SUPPLY_SI_MV,ALIBR FP Equity_DX_BROKER_SI_MV_DEC,ALIBR FP Equity_DX_SUPPLY_SI_MV_RMV,ALIBR FP Equity_DX_BROKER_SI_MV_RMV,ALIBR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALIBR FP Equity_DX_UTILIZATION_QUANTITY,ALIBR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALIBR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALIBR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALIBR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALIBR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALIBR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALIBR FP Equity_DX_BROKER_SI_CON_RATIO,ALIBR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALIBR FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2236.5,,0.0,0.0,,0.0,,0.0
2013-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2272.0,,0.0,0.0,,0.0,,0.0
2013-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2360.75,,0.0,0.0,,0.0,,0.0
2013-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2449.5,,0.0,0.0,,0.0,,0.0
2013-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2431.75,,0.0,0.0,,0.0,,0.0
2013-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2307.5,,0.0,0.0,,0.0,,0.0
2013-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2396.25,,0.0,0.0,,0.0,,0.0
2013-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2396.25,,0.0,0.0,,0.0,,0.0
2013-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2343.0,,0.0,0.0,,0.0,,0.0
2013-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2307.5,,0.0,0.0,,0.0,,0.0
2013-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2272.0,,0.0,0.0,,0.0,,0.0
2013-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2236.5,,0.0,0.0,,0.0,,0.0
2013-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2272.0,,0.0,0.0,,0.0,,0.0
2013-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2112.25,,0.0,0.0,,0.0,,0.0
2013-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2165.5,,0.0,0.0,,0.0,,0.0
2013-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2041.25,,0.0,0.0,,0.0,,0.0
2013-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2094.5,,0.0,0.0,,0.0,,0.0
2013-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2147.75,,0.0,0.0,,0.0,,0.0
2013-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2165.5,,0.0,0.0,,0.0,,0.0
2013-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2165.5,,0.0,0.0,,0.0,,0.0
2013-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2165.5,,0.0,0.0,,0.0,,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2183.25,,0.0,0.0,,0.0,,0.0
2013-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2165.5,,0.0,0.0,,0.0,,0.0
2013-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2130.0,,0.0,0.0,,0.0,,0.0
2013-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2147.75,,0.0,0.0,,0.0,,0.0
2013-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2130.0,,0.0,0.0,,0.0,,0.0
2013-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2112.25,,0.0,0.0,,0.0,,0.0
2013-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2076.75,,0.0,0.0,,0.0,,0.0
2013-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2094.5,,0.0,0.0,,0.0,,0.0
2013-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2112.25,,0.0,0.0,,0.0,,0.0
2013-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2023.5,,0.0,0.0,,0.0,,0.0
2013-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2076.75,,0.0,0.0,,0.0,,0.0
2013-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2076.75,,0.0,0.0,,0.0,,0.0
2013-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2076.75,,0.0,0.0,,0.0,,0.0
2013-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2041.25,,0.0,0.0,,0.0,,0.0
2013-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,2041.25,,0.0,0.0,,0.0,,0.0
2013-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1952.5,,0.0,0.0,,0.0,,0.0
2013-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1881.5,,0.0,0.0,,0.0,,0.0
2013-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1846.0,,0.0,0.0,,0.0,,0.0
2013-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1846.0,,0.0,0.0,,0.0,,0.0
2013-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1828.25,,0.0,0.0,,0.0,,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1810.5,,0.0,0.0,,0.0,,0.0
2013-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1757.25,,0.0,0.0,,0.0,,0.0
2013-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1792.75,,0.0,0.0,,0.0,,0.0
2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1757.25,,0.0,0.0,,0.0,,0.0
2013-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1721.75,,0.0,0.0,,0.0,,0.0
2013-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1615.25,,0.0,0.0,,0.0,,0.0
2013-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1597.5,,0.0,0.0,,0.0,,0.0
2013-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1650.75,,0.0,0.0,,0.0,,0.0
2013-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1739.5,,0.0,0.0,,0.0,,0.0
2013-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1597.5,,0.0,0.0,,0.0,,0.0
2013-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1597.5,,0.0,0.0,,0.0,,0.0
2013-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1544.25,,0.0,0.0,,0.0,,0.0
2013-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1615.25,,0.0,0.0,,0.0,,0.0
2013-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1562.0,,0.0,0.0,,0.0,,0.0
2013-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1668.5,,0.0,0.0,,0.0,,0.0
2013-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1721.75,,0.0,0.0,,0.0,,0.0
2013-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1615.25,,0.0,0.0,,0.0,,0.0
2013-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1650.75,,0.0,0.0,,0.0,,0.0
2013-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1597.5,,0.0,0.0,,0.0,,0.0
2013-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1597.5,,0.0,0.0,,0.0,,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1597.5,,0.0,0.0,,0.0,,0.0
2013-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1544.25,,0.0,0.0,,0.0,,0.0
2013-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1544.25,,0.0,0.0,,0.0,,0.0
2013-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1934.75,,0.0,0.0,,0.0,,0.0
2013-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1846.0,,0.0,0.0,,0.0,,0.0
2013-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1757.25,,0.0,0.0,,0.0,,0.0
2013-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1757.25,,0.0,0.0,,0.0,,0.0
2013-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1810.5,,0.0,0.0,,0.0,,0.0
2013-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1792.75,,0.0,0.0,,0.0,,0.0
2013-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1846.0,,0.0,0.0,,0.0,,0.0
2013-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1792.75,,0.0,0.0,,0.0,,0.0
2013-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1757.25,,0.0,0.0,,0.0,,0.0
2013-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1739.5,,0.0,0.0,,0.0,,0.0
2013-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1739.5,,0.0,0.0,,0.0,,0.0
2013-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1757.25,,0.0,0.0,,0.0,,0.0
2013-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1757.25,,0.0,0.0,,0.0,,0.0
2013-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1792.75,,0.0,0.0,,0.0,,0.0
2013-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1704.0,,0.0,0.0,,0.0,,0.0
2013-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1721.75,,0.0,0.0,,0.0,,0.0
2013-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1721.75,,0.0,0.0,,0.0,,0.0
2013-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1704.0,,0.0,0.0,,0.0,,0.0
2013-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1721.75,,0.0,0.0,,0.0,,0.0
2013-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1686.25,,0.0,0.0,,0.0,,0.0
2013-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1739.5,,0.0,0.0,,0.0,,0.0
2013-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1704.0,,0.0,0.0,,0.0,,0.0
2013-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1828.25,,0.0,0.0,,0.0,,0.0
2013-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1810.5,,0.0,0.0,,0.0,,0.0
2013-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1739.5,,0.0,0.0,,0.0,,0.0
2013-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1757.25,,0.0,0.0,,0.0,,0.0
2013-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1810.5,,0.0,0.0,,0.0,,0.0
2013-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1792.75,,0.0,0.0,,0.0,,0.0
2013-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1792.75,,0.0,0.0,,0.0,,0.0
2013-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1846.0,,0.0,0.0,,0.0,,0.0
2013-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1846.0,,0.0,0.0,,0.0,,0.0
2013-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1775.0,,0.0,0.0,,0.0,,0.0
2013-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1846.0,,0.0,0.0,,0.0,,0.0
2013-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1934.75,,0.0,0.0,,0.0,,0.0
2013-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1863.75,,0.0,0.0,,0.0,,0.0
2013-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1863.75,,0.0,0.0,,0.0,,0.0
2013-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1863.75,,0.0,0.0,,0.0,,0.0
2013-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1775.0,1863.75,,0.0,0.0,,0.0,,0.0
