,ALTHE FP Equity_DX_SI_QTY,ALTHE FP Equity_DX_SHORT_INTEREST_VALUE,ALTHE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTHE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTHE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTHE FP Equity_DX_SI_MV,ALTHE FP Equity_DX_DSS,ALTHE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTHE FP Equity_DX_SUPPLY_SI_QTY,ALTHE FP Equity_DX_BROKER_SI_QTY,ALTHE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTHE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTHE FP Equity_DX_BROKER_SI_MV_INC_x,ALTHE FP Equity_DX_BROKER_SI_QTY_ADD,ALTHE FP Equity_DX_SUPPLY_SI_MV_DEC,ALTHE FP Equity_DX_BROKER_SI_QTY_INC,ALTHE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTHE FP Equity_DX_BROKER_SI_MV_INC_y,ALTHE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTHE FP Equity_DX_BROKER_SI_MV_ADD,ALTHE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTHE FP Equity_DX_BROKER_SI_QTY_DEC,ALTHE FP Equity_DX_SUPPLY_SI_MV,ALTHE FP Equity_DX_BROKER_SI_MV_DEC,ALTHE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTHE FP Equity_DX_UTILIZATION_QUANTITY,ALTHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTHE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTHE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTHE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTHE FP Equity_DX_BROKER_SI_CON_RATIO,ALTHE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTHE FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1815.0,0.0,0.0,,0.0,,0.0
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1800.0,0.0,0.0,,0.0,,0.0
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1795.0,0.0,0.0,,0.0,,0.0
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1780.0,0.0,0.0,,0.0,,0.0
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1785.0,0.0,0.0,,0.0,,0.0
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1760.0,0.0,0.0,,0.0,,0.0
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1770.0,0.0,0.0,,0.0,,0.0
2021-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1670.0,0.0,0.0,,0.0,,0.0
2021-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1745.0,0.0,0.0,,0.0,,0.0
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1740.0,0.0,0.0,,0.0,,0.0
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1770.0,0.0,0.0,,0.0,,0.0
2021-08-25,516.0,913.32,0.0,0.08,0.0,0.0,0.0,456.66,258.0,258.0,456.66,,,258.0,,,,,,0.0,258.0,,0.0,,100.0,17.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.3404
2021-08-26,516.0,903.0,0.0,0.09,0.0,0.0,0.0,451.5,258.0,258.0,451.5,,,,,,,,,,,,0.0,,100.0,17.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.3404
2021-08-27,516.0,913.32,0.0,0.09,0.0,0.0,0.0,456.66,258.0,258.0,456.66,,,,,,,,,,,,0.0,,100.0,17.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.3404
2021-08-30,516.0,903.0,0.0,0.1,0.0,0.0,0.0,451.5,258.0,258.0,451.5,,,,,,,,,,,,0.0,,100.0,17.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.3404
2021-08-31,516.0,905.58,0.0,0.12,0.0,0.0,0.0,452.79,258.0,258.0,452.79,,,,,,,,,,,,0.0,,100.0,17.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.3404
2021-09-01,258.0,456.66,0.0,0.06,0.0,0.0,0.0,0.0,258.0,0.0,456.66,,,,,,,,,,,258.0,0.0,0.0,100.0,17.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1702
2021-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,258.0,,,,,,0.0,,0.0,0.0,1000.0,1850.0,0.0,0.0,,0.0,,0.0
2021-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1915.0,0.0,0.0,,0.0,,0.0
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1900.0,0.0,0.0,,0.0,,0.0
2021-09-07,26200.0,48601.0,0.15,4.55,0.12,0.05,0.0,24300.5,13100.0,13100.0,24300.5,,,13100.0,,,,,,0.02,13100.0,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-08,26200.0,47684.0,0.15,4.6,0.12,0.05,0.0,23842.0,13100.0,13100.0,23842.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-09,26200.0,45850.0,0.15,4.5,0.12,0.05,0.0,22925.0,13100.0,13100.0,22925.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-10,26200.0,47160.0,0.15,4.18,0.12,0.05,0.0,23580.0,13100.0,13100.0,23580.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-13,26200.0,47160.0,0.15,4.49,0.12,0.05,0.0,23580.0,13100.0,13100.0,23580.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-14,26200.0,47160.0,0.15,4.47,0.12,0.05,0.0,23580.0,13100.0,13100.0,23580.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-15,26200.0,46898.0,0.15,4.51,0.12,0.05,0.0,23449.0,13100.0,13100.0,23449.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-16,26200.0,47684.0,0.15,4.58,0.12,0.05,0.0,23842.0,13100.0,13100.0,23842.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-17,26200.0,47553.0,0.15,4.64,0.12,0.05,0.0,23776.5,13100.0,13100.0,23776.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-20,26200.0,44802.0,0.15,4.63,0.12,0.05,0.0,22401.0,13100.0,13100.0,22401.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-21,26200.0,50042.0,0.15,4.35,0.12,0.04,0.0,25021.0,13100.0,13100.0,25021.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-22,26200.0,51352.0,0.15,2.59,0.12,0.05,0.0,25676.0,13100.0,13100.0,25676.0,,,,,,,,,,,,0.03,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-23,26200.0,52400.0,0.15,2.38,0.12,0.05,0.0,26200.0,13100.0,13100.0,26200.0,,,,,,,,,,,,0.03,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-24,26200.0,51090.0,0.15,2.33,0.12,0.05,0.0,25545.0,13100.0,13100.0,25545.0,,,,,,,,,,,,0.03,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-27,26200.0,50304.0,0.15,2.27,0.12,0.05,0.0,25152.0,13100.0,13100.0,25152.0,,,,,,,,,,,,0.03,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-28,26200.0,49780.0,0.15,2.24,0.12,0.05,0.0,24890.0,13100.0,13100.0,24890.0,,,,,,,,,,,,0.03,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-29,26200.0,48732.0,0.15,2.19,0.12,0.05,0.0,24366.0,13100.0,13100.0,24366.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-09-30,26200.0,47553.0,0.15,2.17,0.12,0.05,0.0,23776.5,13100.0,13100.0,23776.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-01,26200.0,48470.0,0.15,2.23,0.12,0.05,0.0,24235.0,13100.0,13100.0,24235.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-04,26200.0,47684.0,0.15,2.2,0.12,0.05,0.0,23842.0,13100.0,13100.0,23842.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-05,26200.0,47160.0,0.15,2.22,0.12,0.05,0.0,23580.0,13100.0,13100.0,23580.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-06,26200.0,47946.0,0.15,2.23,0.12,0.05,0.0,23973.0,13100.0,13100.0,23973.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-07,26200.0,47422.0,0.15,2.25,0.12,0.05,0.0,23711.0,13100.0,13100.0,23711.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-08,26200.0,47160.0,0.15,2.27,0.12,0.05,0.0,23580.0,13100.0,13100.0,23580.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-11,26200.0,46374.0,0.15,2.27,0.12,0.05,0.0,23187.0,13100.0,13100.0,23187.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-12,26200.0,46374.0,0.15,2.25,0.12,0.05,0.0,23187.0,13100.0,13100.0,23187.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-13,26200.0,46636.0,0.15,2.28,0.12,0.05,0.0,23318.0,13100.0,13100.0,23318.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-14,26200.0,46767.0,0.15,2.3,0.12,0.05,0.0,23383.5,13100.0,13100.0,23383.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-15,26200.0,46767.0,0.15,2.34,0.12,0.05,0.0,23383.5,13100.0,13100.0,23383.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-18,26200.0,44933.0,0.15,2.64,0.12,0.05,0.0,22466.5,13100.0,13100.0,22466.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-19,26200.0,46243.0,0.15,2.6,0.12,0.04,0.0,23121.5,13100.0,13100.0,23121.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-20,26200.0,45850.0,0.15,2.66,0.12,0.05,0.0,22925.0,13100.0,13100.0,22925.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-21,26200.0,45850.0,0.15,2.69,0.12,0.05,0.0,22925.0,13100.0,13100.0,22925.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-22,26200.0,46112.0,0.15,2.86,0.12,0.05,0.0,23056.0,13100.0,13100.0,23056.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-25,26200.0,45457.0,0.15,2.83,0.12,0.05,0.0,22728.5,13100.0,13100.0,22728.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-26,26200.0,45850.0,0.15,2.78,0.12,0.05,0.0,22925.0,13100.0,13100.0,22925.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-27,26200.0,44016.0,0.15,2.74,0.12,0.05,0.0,22008.0,13100.0,13100.0,22008.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-28,26200.0,44016.0,0.15,2.54,0.12,0.04,0.0,22008.0,13100.0,13100.0,22008.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-10-29,26200.0,44278.0,0.15,2.42,0.12,0.04,0.0,22139.0,13100.0,13100.0,22139.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-11-01,26200.0,44540.0,0.15,2.41,0.12,0.04,0.0,22270.0,13100.0,13100.0,22270.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-11-02,26200.0,44147.0,0.15,2.44,0.12,0.04,0.0,22073.5,13100.0,13100.0,22073.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-11-03,26200.0,43361.0,0.15,3.91,0.12,0.04,0.0,21680.5,13100.0,13100.0,21680.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-11-04,26200.0,42444.0,0.15,4.35,0.12,0.04,0.0,21222.0,13100.0,13100.0,21222.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-11-05,26200.0,39038.0,0.15,4.52,0.12,0.04,0.0,19519.0,13100.0,13100.0,19519.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-11-08,26200.0,39562.0,0.15,3.31,0.12,0.04,0.0,19781.0,13100.0,13100.0,19781.0,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-11-09,26200.0,39955.0,0.15,2.9,0.12,0.04,0.0,19977.5,13100.0,13100.0,19977.5,,,,,,,,,,,,0.02,,100.0,48.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.9632
2021-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.02,,13100.0,,,,,13100.0,0.0,0.02,0.0,0.0,1000.0,1450.0,0.0,0.0,,0.0,,0.0
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1440.0,0.0,0.0,,0.0,,0.0
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1400.0,0.0,0.0,,0.0,,0.0
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1370.0,0.0,0.0,,0.0,,0.0
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1390.0,0.0,0.0,,0.0,,0.0
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1400.0,0.0,0.0,,0.0,,0.0
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1400.0,0.0,0.0,,0.0,,0.0
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1385.0,0.0,0.0,,0.0,,0.0
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1190.0,0.0,0.0,,0.0,,0.0
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1385.0,0.0,0.0,,0.0,,0.0
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1360.0,0.0,0.0,,0.0,,0.0
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1400.0,0.0,0.0,,0.0,,0.0
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1300.0,0.0,0.0,,0.0,,0.0
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1370.0,0.0,0.0,,0.0,,0.0
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1490.0,0.0,0.0,,0.0,,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1430.0,0.0,0.0,,0.0,,0.0
2021-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1370.0,0.0,0.0,,0.0,,0.0
2021-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1375.0,0.0,0.0,,0.0,,0.0
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1345.0,0.0,0.0,,0.0,,0.0
2021-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1305.0,0.0,0.0,,0.0,,0.0
2021-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1330.0,0.0,0.0,,0.0,,0.0
2021-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1300.0,0.0,0.0,,0.0,,0.0
2021-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1320.0,0.0,0.0,,0.0,,0.0
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1325.0,0.0,0.0,,0.0,,0.0
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1300.0,0.0,0.0,,0.0,,0.0
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1255.0,0.0,0.0,,0.0,,0.0
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1295.0,0.0,0.0,,0.0,,0.0
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1235.0,0.0,0.0,,0.0,,0.0
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1250.0,0.0,0.0,,0.0,,0.0
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1280.0,0.0,0.0,,0.0,,0.0
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1240.0,0.0,0.0,,0.0,,0.0
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1230.0,0.0,0.0,,0.0,,0.0
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1215.0,0.0,0.0,,0.0,,0.0
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1205.0,0.0,0.0,,0.0,,0.0
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1210.0,0.0,0.0,,0.0,,0.0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1375.0,0.0,0.0,,0.0,,0.0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1360.0,0.0,0.0,,0.0,,0.0
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1310.0,0.0,0.0,,0.0,,0.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1350.0,0.0,0.0,,0.0,,0.0
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1320.0,0.0,0.0,,0.0,,0.0
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1380.0,0.0,0.0,,0.0,,0.0
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1380.0,0.0,0.0,,0.0,,0.0
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1310.0,0.0,0.0,,0.0,,0.0
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1350.0,0.0,0.0,,0.0,,0.0
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1350.0,0.0,0.0,,0.0,,0.0
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1330.0,0.0,0.0,,0.0,,0.0
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1360.0,0.0,0.0,,0.0,,0.0
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1380.0,0.0,0.0,,0.0,,0.0
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1355.0,0.0,0.0,,0.0,,0.0
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1430.0,0.0,0.0,,0.0,,0.0
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1450.0,0.0,0.0,,0.0,,0.0
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1500.0,0.0,0.0,,0.0,,0.0
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1390.0,0.0,0.0,,0.0,,0.0
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1280.0,0.0,0.0,,0.0,,0.0
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1350.0,0.0,0.0,,0.0,,0.0
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1330.0,0.0,0.0,,0.0,,0.0
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000.0,1365.0,0.0,0.0,,0.0,,0.0
