,ALOKW FP Equity_DX_SI_QTY,ALOKW FP Equity_DX_SHORT_INTEREST_VALUE,ALOKW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOKW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOKW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOKW FP Equity_DX_SI_MV,ALOKW FP Equity_DX_DSS,ALOKW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOKW FP Equity_DX_SUPPLY_SI_QTY,ALOKW FP Equity_DX_BROKER_SI_QTY,ALOKW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOKW FP Equity_DX_BROKER_SI_MV_NEW_x,ALOKW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALOKW FP Equity_DX_BROKER_SI_MV_INC_x,ALOKW FP Equity_DX_BROKER_SI_QTY_ADD,ALOKW FP Equity_DX_BROKER_SI_QTY_NEW,ALOKW FP Equity_DX_SUPPLY_SI_MV_DEC,ALOKW FP Equity_DX_BROKER_SI_QTY_INC,ALOKW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALOKW FP Equity_DX_BROKER_SI_MV_NEW_y,ALOKW FP Equity_DX_BROKER_SI_MV_INC_y,ALOKW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALOKW FP Equity_DX_BROKER_SI_MV_ADD,ALOKW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALOKW FP Equity_DX_BROKER_SI_QTY_DEC,ALOKW FP Equity_DX_SUPPLY_SI_MV,ALOKW FP Equity_DX_BROKER_SI_MV_DEC,ALOKW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOKW FP Equity_DX_UTILIZATION_QUANTITY,ALOKW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOKW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOKW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOKW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOKW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALOKW FP Equity_DX_BROKER_SI_CON_RATIO,ALOKW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALOKW FP Equity_DX_DEMAND_SUPPLY_RATIO,ALOKW FP Equity_PX_LAST
2023-08-21,2506.0,55382.6,0.03,0.32,0.03,0.06,0.0,27691.3,1253.0,1253.0,27691.3,,,,,,,,,,,,,,,0.03,,100.0,2.64,0.0,0.0,0.0,100.0,49.77,0.5,50.23,0.0528,22.1
2023-08-22,2506.0,55382.6,0.03,0.31,0.03,0.06,0.0,27691.3,1253.0,1253.0,27691.3,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0527,22.1
2023-08-23,2506.0,55633.2,0.03,0.3,0.03,0.06,0.0,27816.6,1253.0,1253.0,27816.6,,,,,,,,,,,,,,,0.03,,100.0,2.64,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.0527,22.2
2023-08-24,2506.0,57136.8,0.03,0.29,0.03,0.06,0.0,28568.4,1253.0,1253.0,28568.4,,,,,,,,,,,,,,,0.03,,100.0,2.64,0.0,0.0,0.0,100.0,49.33,0.5001,50.67,0.0528,22.8
2023-08-25,2506.0,56886.2,0.03,0.31,0.03,0.06,0.0,28443.1,1253.0,1253.0,28443.1,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.0526,22.7
2023-08-28,2506.0,57387.4,0.03,0.31,0.03,0.06,0.0,28693.7,1253.0,1253.0,28693.7,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,49.78,0.5,50.22,0.0526,22.9
2023-08-29,2506.0,55883.8,0.03,0.32,0.03,0.06,0.0,27941.9,1253.0,1253.0,27941.9,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,49.34,0.5001,50.66,0.0526,22.3
2023-08-30,2506.0,56134.4,0.03,0.32,0.03,0.06,0.0,28067.2,1253.0,1253.0,28067.2,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.0526,22.4
2023-08-31,2506.0,55883.8,0.03,0.33,0.03,0.06,0.0,27941.9,1253.0,1253.0,27941.9,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.0526,22.3
2023-09-01,2506.0,55382.6,0.03,0.36,0.03,0.06,0.0,27691.3,1253.0,1253.0,27691.3,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,49.77,0.5,50.23,0.0526,22.1
2023-09-04,2506.0,53628.4,0.03,0.37,0.03,0.06,0.0,26814.2,1253.0,1253.0,26814.2,,,,,,,,,,,,,,,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,49.93,0.5,50.07,0.0526,21.4
2023-09-05,2506.0,53628.4,0.03,0.38,0.03,0.05,0.0,26814.2,1253.0,1253.0,26814.2,,,,,,,,,,,,,,,0.03,,100.0,2.64,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0529,21.4
2023-09-06,2506.0,51122.4,0.03,0.4,0.03,0.05,0.0,25561.2,1253.0,1253.0,25561.2,,,,,,,,,,,,,,,0.03,,100.0,3.07,0.0,0.0,0.0,100.0,48.8,0.5003,51.2,0.0615,20.4
2023-09-07,2506.0,49869.4,0.03,0.37,0.03,0.05,0.0,24934.7,1253.0,1253.0,24934.7,,,,,,,,,,,,,,,0.03,,100.0,3.34,0.0,0.0,0.0,100.0,49.38,0.5001,50.62,0.0667,19.9
2023-09-08,2506.0,52626.0,0.03,0.36,0.03,0.05,0.0,26313.0,1253.0,1253.0,26313.0,,,,,,,,,,,,,,,0.02,,100.0,3.89,0.0,0.0,0.0,100.0,48.66,0.5004,51.34,0.0777,21.0
2023-09-11,2506.0,51874.2,0.03,0.35,0.03,0.05,0.0,25937.1,1253.0,1253.0,25937.1,,,,,,,,,,,,,,,0.03,,100.0,3.89,0.0,0.0,0.0,100.0,49.64,0.5,50.36,0.0777,20.7
2023-09-12,2506.0,51122.4,0.03,0.35,0.03,0.05,0.0,25561.2,1253.0,1253.0,25561.2,,,,,,,,,,,,,,,0.03,,100.0,4.05,0.0,0.0,0.0,100.0,49.64,0.5,50.36,0.081,20.4
2023-09-13,2506.0,49744.1,0.03,0.35,0.03,0.05,0.0,24872.05,1253.0,1253.0,24872.05,,,,,,,,,,,,,,,0.03,,100.0,4.24,0.0,0.0,0.0,100.0,49.32,0.5001,50.68,0.0848,19.85
2023-09-14,2506.0,47112.8,0.03,0.35,0.03,0.05,0.0,23556.4,1253.0,1253.0,23556.4,,,,,,,,,,,,,,,0.02,,100.0,4.88,0.0,0.0,0.0,100.0,48.64,0.5004,51.36,0.0976,18.8
2023-09-15,2506.0,46611.6,0.03,0.3,0.03,0.05,0.0,23305.8,1253.0,1253.0,23305.8,,,,,,,,,,,,,,,0.02,,100.0,4.81,0.0,0.0,0.0,100.0,49.73,0.5,50.27,0.0962,18.6
2023-09-18,2506.0,48741.7,0.03,0.29,0.03,0.05,0.0,24370.85,1253.0,1253.0,24370.85,,,,,,,,,,,,,,,0.02,,100.0,4.81,0.0,0.0,0.0,100.0,48.88,0.5002,51.12,0.0962,19.45
2023-09-19,2506.0,47739.3,0.03,0.28,0.03,0.05,0.0,23869.65,1253.0,1253.0,23869.65,,,,,,,,,,,,,,,0.02,,100.0,6.88,0.0,0.0,0.0,100.0,49.48,0.5001,50.52,0.1377,19.05
2023-09-20,1253.0,24809.4,0.02,0.14,0.02,0.02,0.0,24809.4,0.0,1253.0,0.0,,,,,,0.02,,1253.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2236,19.8
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1253.0,0.0,0.02,0.0,0.0,5605.0,114342.0,0.11,0.0,,0.0,,0.0,20.4
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5562.0,117914.4,0.12,0.0,,0.0,,0.0,21.2
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5562.0,112352.4,0.11,0.0,,0.0,,0.0,20.2
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5581.0,106039.0,0.11,0.0,,0.0,,0.0,19.0
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5716.0,108032.4,0.11,0.0,,0.0,,0.0,18.9
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5581.0,113294.3,0.11,0.0,,0.0,,0.0,20.3
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5460.0,106470.0,0.11,0.0,,0.0,,0.0,19.5
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5474.0,107564.1,0.11,0.0,,0.0,,0.0,19.65
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5145.0,107016.0,0.1,0.0,,0.0,,0.0,20.8
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4521.0,90420.0,0.09,0.0,,0.0,,0.0,20.0
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4420.0,83759.0,0.09,0.0,,0.0,,0.0,18.95
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4318.0,80746.6,0.08,0.0,,0.0,,0.0,18.7
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4318.0,79667.1,0.08,0.0,,0.0,,0.0,18.45
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4237.0,78384.5,0.08,0.0,,0.0,,0.0,18.5
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4236.0,73918.2,0.08,0.0,,0.0,,0.0,17.45
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4238.0,77555.4,0.08,0.0,,0.0,,0.0,18.3
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3976.0,70574.0,0.07,0.0,,0.0,,0.0,17.75
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3976.0,70375.2,0.07,0.0,,0.0,,0.0,17.7
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3918.0,73658.4,0.07,0.0,,0.0,,0.0,18.8
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3782.0,77531.0,0.08,0.0,,0.0,,0.0,20.5
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3909.0,82479.9,0.08,0.0,,0.0,,0.0,21.1
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4057.0,82357.1,0.08,0.0,,0.0,,0.0,20.3
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2936.0,57986.0,0.06,0.0,,0.0,,0.0,19.75
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3004.0,59779.6,0.06,0.0,,0.0,,0.0,19.9
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3049.0,63724.1,0.06,0.0,,0.0,,0.0,20.9
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3013.0,62670.4,0.06,0.0,,0.0,,0.0,20.8
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3395.0,72992.5,0.07,0.0,,0.0,,0.0,21.5
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3395.0,71634.5,0.07,0.0,,0.0,,0.0,21.1
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3426.0,72631.2,0.07,0.0,,0.0,,0.0,21.2
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3417.0,71073.6,0.07,0.0,,0.0,,0.0,20.8
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3394.0,71613.4,0.07,0.0,,0.0,,0.0,21.1
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3214.0,65244.2,0.07,0.0,,0.0,,0.0,20.3
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3214.0,65565.6,0.07,0.0,,0.0,,0.0,20.4
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3203.0,63579.55,0.06,0.0,,0.0,,0.0,19.85
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3185.0,63700.0,0.06,0.0,,0.0,,0.0,20.0
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3171.0,64054.2,0.06,0.0,,0.0,,0.0,20.2
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3065.0,63139.0,0.06,0.0,,0.0,,0.0,20.6
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3065.0,62832.5,0.06,0.0,,0.0,,0.0,20.5
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3059.0,62709.5,0.06,0.0,,0.0,,0.0,20.5
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3071.0,66026.5,0.06,0.0,,0.0,,0.0,21.5
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2881.0,59060.5,0.06,0.0,,0.0,,0.0,20.5
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2708.0,55784.8,0.06,0.0,,0.0,,0.0,20.6
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2708.0,56326.4,0.06,0.0,,0.0,,0.0,20.8
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2636.0,54565.2,0.05,0.0,,0.0,,0.0,20.7
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2560.0,52480.0,0.05,0.0,,0.0,,0.0,20.5
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2559.0,52971.3,0.05,0.0,,0.0,,0.0,20.7
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2181.0,45364.8,0.05,0.0,,0.0,,0.0,20.8
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2181.0,45582.9,0.05,0.0,,0.0,,0.0,20.9
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2136.0,44215.2,0.04,0.0,,0.0,,0.0,20.7
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2125.0,43350.0,0.04,0.0,,0.0,,0.0,20.4
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2135.0,43554.0,0.04,0.0,,0.0,,0.0,20.4
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2154.0,44157.0,0.04,0.0,,0.0,,0.0,20.5
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2154.0,42649.2,0.04,0.0,,0.0,,0.0,19.8
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2100.0,41265.0,0.04,0.0,,0.0,,0.0,19.65
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2144.0,42236.8,0.04,0.0,,0.0,,0.0,19.7
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2144.0,42022.4,0.04,0.0,,0.0,,0.0,19.6
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2117.0,42340.0,0.04,0.0,,0.0,,0.0,20.0
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2117.0,41916.6,0.04,0.0,,0.0,,0.0,19.8
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2106.0,41277.6,0.04,0.0,,0.0,,0.0,19.6
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2086.0,41511.4,0.04,0.0,,0.0,,0.0,19.9
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2087.0,40905.2,0.04,0.0,,0.0,,0.0,19.6
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2059.0,40768.2,0.04,0.0,,0.0,,0.0,19.8
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2059.0,39223.95,0.04,0.0,,0.0,,0.0,19.05
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2153.0,40799.35,0.04,0.0,,0.0,,0.0,18.95
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2234.0,44121.5,0.04,0.0,,0.0,,0.0,19.75
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2328.0,45861.6,0.05,0.0,,0.0,,0.0,19.7
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2405.0,47258.25,0.05,0.0,,0.0,,0.0,19.65
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2422.0,47592.3,0.05,0.0,,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5366.0,105441.9,0.11,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5387.0,102622.35,0.1,0.0,,0.0,,0.0,19.05
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5387.0,104777.15,0.1,0.0,,0.0,,0.0,19.45
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5489.0,107584.4,0.11,0.0,,0.0,,0.0,19.6
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5489.0,107584.4,0.11,0.0,,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6501.0,132620.4,0.13,0.0,,0.0,,0.0,20.4
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6501.0,130020.0,0.13,0.0,,0.0,,0.0,20.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6511.0,128266.7,0.13,0.0,,0.0,,0.0,19.7
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6475.0,128852.5,0.13,0.0,,0.0,,0.0,19.9
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6475.0,129500.0,0.13,0.0,,0.0,,0.0,20.0
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6428.0,131774.0,0.13,0.0,,0.0,,0.0,20.5
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5382.0,113022.0,0.11,0.0,,0.0,,0.0,21.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5429.0,111837.4,0.11,0.0,,0.0,,0.0,20.6
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5595.0,114138.0,0.12,0.0,,0.0,,0.0,20.4
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5095.0,102919.0,0.1,0.0,,0.0,,0.0,20.2
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5109.0,103201.8,0.1,0.0,,0.0,,0.0,20.2
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5073.0,101460.0,0.1,0.0,,0.0,,0.0,20.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4784.0,95680.0,0.1,0.0,,0.0,,0.0,20.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4784.0,93766.4,0.1,0.0,,0.0,,0.0,19.6
2024-01-22,500.0,9925.0,0.01,0.08,0.01,0.01,0.0,0.0,500.0,0.0,9925.0,,,,,,,,,,,,,500.0,,0.01,,100.0,10.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.1045,19.85
2024-01-23,500.0,10050.0,0.01,0.08,0.01,0.01,0.0,0.0,500.0,0.0,10050.0,,,,,,,,,,,,,,,0.01,,100.0,10.65,0.0,0.0,0.0,100.0,,1.0,100.0,0.1065,20.1
2024-01-24,500.0,10200.0,0.01,0.08,0.01,0.01,0.0,0.0,500.0,0.0,10200.0,,,,,,,,,,,,,,,0.01,,100.0,10.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.1089,20.4
2024-01-25,500.0,10800.0,0.01,0.07,0.01,0.01,0.0,0.0,500.0,0.0,10800.0,,,,,,,,,,,,,,,0.01,,100.0,10.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.109,21.6
2024-01-26,500.0,10000.0,0.01,0.06,0.01,0.01,0.0,0.0,500.0,0.0,10000.0,,,,,,,,,,,,,,,0.01,,100.0,9.97,0.0,0.0,0.0,100.0,,1.0,100.0,0.0997,20.0
2024-01-29,500.0,9775.0,0.01,0.05,0.01,0.01,0.0,0.0,500.0,0.0,9775.0,,,,,,,,,,,,,,,0.01,,100.0,9.97,0.0,0.0,0.0,100.0,,1.0,100.0,0.0997,19.55
