,EC FP Equity_DX_SI_QTY,EC FP Equity_DX_SHORT_INTEREST_VALUE,EC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EC FP Equity_DX_SI_MV,EC FP Equity_DX_DSS,EC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY,EC FP Equity_DX_BROKER_SI_QTY,EC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EC FP Equity_DX_BROKER_SI_MV_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_INC_x,EC FP Equity_DX_BROKER_SI_MV_INC_x,EC FP Equity_DX_SUPPLY_SI_MV_NEW,EC FP Equity_DX_BROKER_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_NEW,EC FP Equity_DX_SUPPLY_SI_MV_DEC,EC FP Equity_DX_BROKER_SI_QTY_INC,EC FP Equity_DX_SUPPLY_SI_QTY_DEC,EC FP Equity_DX_BROKER_SI_MV_NEW_y,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EC FP Equity_DX_BROKER_SI_MV_INC_y,EC FP Equity_DX_SUPPLY_SI_QTY_INC_y,EC FP Equity_DX_BROKER_SI_MV_ADD,EC FP Equity_DX_SUPPLY_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_DEC,EC FP Equity_DX_SUPPLY_SI_MV,EC FP Equity_DX_BROKER_SI_MV_DEC,EC FP Equity_DX_SUPPLY_SI_MV_RMV,EC FP Equity_DX_BROKER_SI_MV_RMV,EC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EC FP Equity_DX_UTILIZATION_QUANTITY,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EC FP Equity_DX_ACTIVE_UTILIZATION_MV,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EC FP Equity_DX_BROKER_SI_CON_RATIO,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EC FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-12-29,5108.0,644163.92,0.68,3.82,0.11,0.67,0.0,484888.47,3308.0,3845.0,417168.02,,,1000.0,,,,,0.01,,101.0,,,,1000.0,,,101.0,0.41,0.01,,,100.0,10.97,0.0,0.0,,0.0,100.0,23.17,0.6177,75.09,0.1693
2015-12-30,5090.0,649635.74,0.68,3.6,0.11,0.69,0.0,488439.29,3308.0,3827.0,422199.41,,,,,,,,,,,,,,,,,18.0,0.44,0.0,,,100.0,10.97,0.0,0.0,,0.0,100.0,24.63,0.6065,73.87,0.1687
2015-12-31,5090.0,619822.7,0.68,3.42,0.11,0.67,0.0,466023.86,3290.0,3827.0,400631.96,,,,,,,,0.0,,18.0,,,,,,,,0.45,,,,100.0,10.91,0.0,0.0,,0.0,100.0,25.76,0.5947,72.67,0.1687
2016-01-01,5090.0,619822.7,0.68,3.39,0.11,0.66,0.0,466023.86,3290.0,3827.0,400631.96,,,,,,,,,,,,,,,,,,0.42,,,,100.0,10.91,0.0,0.0,,0.0,100.0,24.77,0.6045,73.69,0.1687
2016-01-04,5501.0,667792.52,0.73,3.67,0.12,0.71,0.0,667792.52,3964.0,5501.0,481208.79,,,,,,1699.0,,0.0,,25.0,,,,,0.22,699.0,25.0,0.51,0.0,,,100.0,13.13,0.0,0.0,,0.0,100.0,18.09,0.5086,67.68,0.1823
2016-01-05,4515.0,531675.7,0.6,3.01,0.1,0.57,0.0,531675.7,3964.0,4515.0,466791.25,,,,,,,,,,,,,,,,,986.0,0.51,0.13,,,100.0,13.13,0.0,0.0,,0.0,100.0,16.61,0.6985,81.9,0.1496
2016-01-06,3865.0,454768.11,0.51,2.55,0.09,0.48,0.0,454768.11,1978.0,3865.0,232737.73,,,,,,350.0,,0.26,,1986.0,,,,,0.04,,1000.0,0.25,0.13,,,100.0,6.55,0.0,0.0,,0.0,100.0,18.78,0.5416,70.58,0.1281
2016-01-07,3852.0,438136.61,0.51,2.54,0.09,0.47,0.0,438136.61,1965.0,3852.0,223504.27,,,,,,,,0.0,,13.0,,,,,,,13.0,0.24,0.0,,,100.0,6.51,0.0,0.0,,0.0,100.0,18.78,0.5385,70.34,0.1276
2016-01-08,3852.0,443922.63,0.51,2.49,0.09,0.47,0.0,443922.63,1965.0,3852.0,226455.86,,,,,,,,,,,,,,,,,,0.24,,,,100.0,6.4,0.0,0.0,,0.0,100.0,18.29,0.5474,71.12,0.1255
2016-01-11,3831.0,434300.34,0.51,2.46,0.09,0.47,0.0,434300.34,2044.0,3831.0,231717.54,,,,,,,,0.0,,21.0,,,,,,100.0,21.0,0.25,0.0,,,100.0,6.64,0.0,0.0,,0.0,100.0,18.38,0.5432,70.77,0.1245
2016-01-12,6697.0,755407.69,0.89,4.4,0.15,0.81,0.0,755407.69,4910.0,6697.0,553837.8,,,1000.0,0.34,,,,0.02,2866.0,134.0,,,0.34,1000.0,,2000.0,,0.59,,,,46.72,16.06,5600.0,631668.37,,0.67,46.71,23.53,0.5524,70.31,0.219
2016-01-13,7116.0,802602.79,0.95,4.6,0.16,0.86,0.0,755344.42,5329.0,6697.0,601049.79,,,,,,,,,,,,,,,,419.0,,0.63,,,,48.76,17.43,5600.0,631615.46,,0.67,48.71,22.35,0.4925,66.08,0.2327
2016-01-14,7083.0,802962.5,0.94,4.62,0.16,0.86,0.0,755462.67,5296.0,6664.0,600379.7,,,,,,,,0.0,,33.0,,,,,,,33.0,0.63,0.0,,,48.6,17.32,5600.0,634842.58,,0.67,48.61,21.92,0.4957,66.47,0.2317
2016-01-15,7083.0,793460.78,0.94,4.53,0.16,0.85,0.0,746523.03,6071.0,6664.0,680093.23,,,775.0,,,,,,,,,,,775.0,,,,0.73,,,,52.02,19.86,5600.0,627330.28,,0.67,51.9,22.11,0.494,66.28,0.2317
2016-01-18,6822.0,760806.97,0.91,4.4,0.15,0.82,0.0,754338.66,5710.0,6764.0,636793.87,,,,,,100.0,,0.04,,361.0,,,,,0.01,,,0.68,,,,50.49,18.9,5600.0,624526.39,,0.66,50.51,22.98,0.5283,68.75,0.2258
2016-01-19,6922.0,771632.26,0.92,4.48,0.15,0.83,0.0,765166.69,5710.0,6864.0,636524.16,,,,0.01,,,,,100.0,,,,0.01,,,,,0.67,,,,50.49,18.9,5600.0,624261.87,,0.66,50.45,22.5,0.5153,67.83,0.2291
2016-01-20,6922.0,719383.6,0.92,4.46,0.15,0.79,0.0,713355.83,5710.0,6864.0,593423.92,,,,,,,,,,,,,,,,,,0.67,,,,50.49,18.9,5600.0,581991.94,,0.66,50.35,23.62,0.5004,66.3,0.2291
2016-01-21,6922.0,774771.11,0.92,4.41,0.15,0.81,0.0,768279.24,5710.0,6864.0,639113.41,,,,,,,,,,,,,,,,,,0.63,,,,100.0,18.9,0.0,0.0,,0.0,100.0,21.39,0.5309,69.35,0.2291
2016-01-22,7222.0,844987.47,0.96,4.84,0.16,0.89,0.0,814800.99,5910.0,6964.0,691481.03,,,,0.04,,,,,200.0,,,,0.04,,,200.0,100.0,0.71,0.01,,,51.35,19.56,5600.0,655210.45,,0.66,51.55,24.38,0.5212,67.76,0.239
2016-01-25,7177.0,854774.34,0.95,4.94,0.16,0.91,0.0,824046.77,5865.0,6919.0,698516.3,,,,,,,,0.0,,45.0,,,,,,,45.0,0.73,0.0,,,51.16,19.41,5600.0,666955.04,,0.69,51.14,24.21,0.5229,67.96,0.2375
2016-01-26,7138.0,837654.34,0.95,4.93,0.16,0.9,0.0,807377.68,5826.0,6880.0,683689.3,,,,,,,,0.0,,39.0,,,,,,,39.0,0.73,0.0,,,50.99,19.28,5600.0,657167.88,,0.71,50.9,24.27,0.5175,67.51,0.2362
2016-01-27,8138.0,968921.06,1.08,5.56,0.18,1.03,0.0,819141.92,6826.0,6880.0,812712.61,,,,,,,,,,,,,,,,1000.0,,0.85,,,,54.93,22.53,5600.0,666743.42,,0.7,54.92,20.83,0.4191,59.7,0.2686
2016-01-28,7968.0,982328.2,1.06,5.7,0.18,1.03,0.0,827236.73,6656.0,6710.0,820579.38,,,,,,,,0.02,,170.0,,,,,,,170.0,0.84,0.02,,,54.31,21.97,5600.0,690391.31,,0.71,54.33,18.81,0.4335,61.52,0.263
2016-01-29,7968.0,1012362.61,1.06,5.85,0.18,1.05,0.0,852529.25,6656.0,6710.0,845668.36,,,,,,,,,,,,,,,,,,0.87,,,,54.31,21.97,5600.0,711499.82,,0.73,54.48,19.38,0.4246,60.55,0.263
2016-02-01,7910.0,990122.97,1.05,5.84,0.18,1.06,0.0,839914.68,6598.0,6710.0,825895.24,,,,,,,,0.01,,58.0,,,,,,,,0.88,,,,54.09,21.87,5600.0,700972.02,,0.75,54.0,19.51,0.4273,60.83,0.2622
2016-02-02,6992.0,825673.24,0.93,5.23,0.16,0.9,0.0,792372.34,5680.0,6710.0,670741.42,,,,,,,,0.12,,918.0,,,,,,,,0.75,,,,50.35,18.86,5600.0,661294.36,,0.74,50.2,22.87,0.5192,68.09,0.2322
2016-02-03,6992.0,815765.16,0.93,5.32,0.16,0.87,0.0,782863.88,5680.0,6710.0,662692.52,,,,,,,,,,,,,,,,,,0.7,,,,50.35,18.86,5600.0,653358.82,,0.7,50.09,22.0,0.5312,69.27,0.2322
2016-02-04,6992.0,863984.48,0.93,5.52,0.16,0.9,0.0,829138.42,5680.0,6710.0,701863.82,,,,,,,,,,,,,,,,,,0.7,,,,50.35,18.86,5600.0,691978.41,,0.69,50.32,20.99,0.5468,70.71,0.2322
2016-02-05,7050.0,899124.15,0.94,5.68,0.16,0.95,0.0,855762.13,5638.0,6710.0,719044.25,,,,,,,,0.01,,100.0,,,,,,58.0,,0.74,,,,50.17,18.74,5600.0,714197.9,,0.73,50.29,21.38,0.5297,69.34,0.2343
2016-02-08,7025.0,849479.83,0.93,6.18,0.16,0.92,0.0,808366.22,5613.0,6685.0,678737.41,,,,,,,,0.0,,25.0,,,,,,,25.0,0.75,0.0,,,50.06,18.65,5600.0,677165.42,,0.76,49.86,22.3,0.5143,67.9,0.2335
2016-02-09,6984.0,814831.79,0.93,6.22,0.16,0.88,0.0,775163.58,5572.0,6644.0,650092.03,,,,,,,,0.02,,41.0,,,,,,,41.0,0.71,0.02,,,49.87,18.63,5600.0,653358.82,,0.72,49.68,21.45,0.5229,68.81,0.2335
2016-02-10,7891.0,928107.26,1.05,7.5,0.18,0.99,0.0,780146.43,6479.0,6633.0,762033.58,,,918.0,,,,,0.01,,11.0,,,,918.0,,,11.0,0.8,0.01,,,53.64,21.75,5600.0,658649.18,,0.69,53.64,18.34,0.4321,61.46,0.2649
2016-02-11,7818.0,887171.87,1.04,8.14,0.17,0.96,0.0,750998.14,6406.0,6618.0,726940.78,,,,,,,,0.01,,73.0,,,,,,,15.0,0.79,0.0,,,100.0,21.5,0.0,0.0,,0.0,100.0,18.71,0.4291,61.15,0.2624
2016-02-12,7818.0,909919.87,1.04,8.73,0.17,0.96,0.0,770254.5,6406.0,6618.0,745580.29,,,,,,,,,,,,,,,,,,0.78,,,,100.0,21.65,0.0,0.0,,0.0,100.0,18.16,0.4401,62.32,0.2642
2016-02-15,7818.0,940939.87,1.04,8.78,0.17,0.99,0.0,796513.18,6406.0,6618.0,770997.8,,,,,,,,,,,,,,,,,,0.79,,,,100.0,21.65,0.0,0.0,,0.0,100.0,18.02,0.4433,62.63,0.2642
2016-02-16,6917.0,817535.42,0.92,7.83,0.15,0.89,0.0,782195.95,5505.0,6618.0,650648.04,,,,,,,,0.11,,901.0,,,,,,,,0.69,,,,100.0,18.6,0.0,0.0,,0.0,100.0,20.91,0.5376,70.05,0.2338
2016-02-17,7917.0,968486.68,1.05,9.02,0.18,1.03,0.0,931910.01,6505.0,7618.0,795756.71,,,1000.0,0.13,,,,,1000.0,,,,0.13,1000.0,,,,0.82,,,,100.0,21.98,0.0,0.0,,0.0,100.0,30.82,0.4756,61.51,0.2675
2016-02-18,6838.0,852706.95,0.91,7.99,0.15,0.89,0.0,815421.29,5526.0,6539.0,689098.95,,,,,,,,0.12,,979.0,,,,,,,1079.0,0.72,0.13,,,100.0,18.67,0.0,0.0,,0.0,100.0,21.46,0.5514,70.88,0.2311
2016-02-19,6831.0,807951.68,0.91,8.21,0.15,0.88,0.0,772586.79,5519.0,6532.0,652771.97,,,,,,,,0.0,,7.0,,,,,,,7.0,0.72,0.0,,,100.0,18.66,0.0,0.0,,0.0,100.0,22.07,0.5417,69.98,0.2309
2016-02-22,6789.0,804908.12,0.9,8.29,0.15,0.86,0.0,769458.49,5477.0,6490.0,649356.58,,,,,,,,0.01,,42.0,,,,,,,42.0,0.69,0.01,,,100.0,18.77,0.0,0.0,,0.0,100.0,20.88,0.5563,71.39,0.2326
2016-02-23,6781.0,794350.56,0.9,8.29,0.15,0.85,0.0,759324.63,5469.0,6482.0,640658.19,,,,,,,,0.0,,8.0,,,,,,,8.0,0.69,0.0,,,100.0,18.75,0.0,0.0,,0.0,100.0,20.89,0.5552,71.31,0.2324
2016-02-24,6722.0,774865.46,0.89,8.51,0.15,0.83,0.0,751810.85,5360.0,6522.0,617863.57,,,,,,50.0,,0.02,,109.0,,,,,0.01,,10.0,0.66,0.0,,,100.0,18.42,0.0,0.0,,0.0,100.0,20.97,0.5632,71.85,0.231
2016-02-25,6709.0,776852.83,0.89,8.73,0.15,0.83,0.0,753694.3,5347.0,6509.0,619143.25,,,,,,,,0.0,,13.0,,,,,,,13.0,0.65,0.0,,,100.0,18.38,0.0,0.0,,0.0,100.0,20.49,0.5695,72.43,0.2306
2016-02-26,6701.0,785042.38,0.89,9.21,0.15,0.84,0.0,761611.77,5339.0,6501.0,625479.97,,,,,,,,0.0,,8.0,,,,,,,8.0,0.66,0.0,,,100.0,18.46,0.0,0.0,,0.0,100.0,20.37,0.5707,72.54,0.2317
2016-02-29,6701.0,795487.66,0.89,9.19,0.15,0.85,0.0,771745.31,5339.0,6501.0,633802.21,,,,,,,,,,,,,,,,,,0.66,,,,100.0,18.49,0.0,0.0,,0.0,100.0,20.32,0.5715,72.61,0.232
2016-03-01,6650.0,800992.79,0.88,9.22,0.15,0.85,0.0,776902.78,5288.0,6450.0,636939.83,,,,,,,,0.0,,51.0,,,,,,,51.0,0.67,0.01,,,100.0,18.31,0.0,0.0,,0.0,100.0,19.6,0.5787,73.3,0.2303
2016-03-02,6670.0,797100.6,0.89,9.51,0.15,0.85,0.0,766268.22,5308.0,6412.0,634334.33,,,,,,,,0.0,,38.0,,,,,,58.0,38.0,0.68,0.0,,,100.0,18.38,0.0,0.0,,0.0,100.0,19.24,0.5684,72.68,0.231
2016-03-03,6668.0,809019.24,0.89,10.49,0.15,0.86,0.0,777716.45,5306.0,6410.0,643769.66,,,,,,,,0.0,,2.0,,,,,,,2.0,0.67,0.0,,,100.0,18.37,0.0,0.0,,0.0,100.0,18.79,0.5754,73.29,0.2309
2016-03-04,6658.0,823970.88,0.88,10.66,0.15,0.87,0.0,792041.7,5296.0,6400.0,655414.5,,,,,,,,0.0,,10.0,,,,,,,10.0,0.68,0.0,,,100.0,18.34,0.0,0.0,,0.0,100.0,18.65,0.5769,73.43,0.2306
2016-03-07,6449.0,810290.59,0.86,10.22,0.14,0.86,0.0,803003.12,5087.0,6391.0,639160.83,,,,,,,,0.02,,209.0,,,,,,,9.0,0.67,0.0,,,100.0,17.65,0.0,0.0,,0.0,100.0,18.65,0.576,73.36,0.2237
2016-03-08,5571.0,696763.06,0.74,8.83,0.12,0.74,0.0,689509.02,4409.0,5513.0,551432.12,,,,,,,,0.09,,678.0,,,,,,,878.0,0.59,0.12,,,100.0,15.31,0.0,0.0,,0.0,100.0,6.17,0.7308,85.06,0.1935
2016-03-09,5499.0,681679.96,0.73,9.04,0.12,0.72,0.0,681679.96,4337.0,5499.0,537633.39,,,,,,,,0.01,,72.0,,,,,,,14.0,0.57,0.0,,,100.0,15.07,0.0,0.0,,0.0,100.0,6.42,0.7461,85.95,0.191
2016-03-10,5557.0,686717.51,0.74,9.12,0.12,0.72,0.0,679550.04,4395.0,5499.0,543121.01,,,,,,,,,,,,,,,,58.0,,0.57,,,,100.0,15.27,0.0,0.0,,0.0,100.0,6.24,0.7342,85.27,0.1931
2016-03-11,5483.0,694096.44,0.73,9.23,0.12,0.73,0.0,686754.19,4321.0,5425.0,546998.13,,,,,,,,0.01,,74.0,,,,,,,74.0,0.57,0.01,,,100.0,14.98,0.0,0.0,,0.0,100.0,6.22,0.7572,86.69,0.1901
2016-03-14,5344.0,666403.33,0.71,9.29,0.12,0.71,0.0,666403.33,4182.0,5344.0,521500.51,,,,,,,,0.02,,139.0,,,,,,,81.0,0.56,0.01,,,100.0,14.54,0.0,0.0,,0.0,100.0,6.65,0.7895,88.55,0.1858
2016-03-15,5344.0,679024.6,0.71,9.63,0.12,0.72,0.0,679024.6,4182.0,5344.0,531377.41,,,,,,,,,,,,,,,,,,0.55,,,,100.0,14.63,0.0,0.0,,0.0,100.0,6.42,0.7958,88.93,0.1869
2016-03-16,5402.0,678688.27,0.72,9.9,0.12,0.72,0.0,671401.35,4240.0,5344.0,532698.68,,,,,,,,,,,,,,,,58.0,,0.57,,,,100.0,14.97,0.0,0.0,,0.0,100.0,6.49,0.7752,87.75,0.1907
2016-03-17,5402.0,688945.91,0.72,9.75,0.12,0.73,0.0,681548.86,4240.0,5344.0,540749.84,,,,,,,,,,,,,,,,,,0.56,,,,100.0,15.02,0.0,0.0,,0.0,100.0,6.25,0.7812,88.11,0.1914
2016-03-18,5402.0,688792.81,0.72,10.13,0.12,0.73,0.0,681397.4,4240.0,5344.0,540629.67,,,,,,,,,,,,,,,,,,0.57,,,,100.0,15.02,0.0,0.0,,0.0,100.0,6.49,0.7753,87.76,0.1914
2016-03-21,5319.0,659064.89,0.71,9.84,0.12,0.7,0.0,651878.24,4157.0,5261.0,515084.18,,,,,,,,0.06,,438.0,,,,,,355.0,83.0,0.56,0.01,,,100.0,14.91,0.0,0.0,,0.0,100.0,6.77,0.7961,88.95,0.1908
2016-03-22,5279.0,653310.64,0.7,9.46,0.12,0.69,0.0,646132.77,4117.0,5221.0,509505.57,,,,,,,,0.01,,40.0,,,,,,,40.0,0.54,0.01,,,100.0,14.77,0.0,0.0,,0.0,100.0,6.66,0.8128,89.89,0.1894
2016-03-23,5272.0,651099.61,0.7,9.52,0.12,0.69,0.0,643936.53,4110.0,5214.0,507590.94,,,,,,,,0.0,,7.0,,,,,,,7.0,0.54,0.0,,,100.0,14.75,0.0,0.0,,0.0,100.0,6.67,0.815,90.01,0.1892
2016-03-24,5214.0,634774.73,0.69,8.9,0.12,0.67,0.0,634774.73,4052.0,5214.0,493307.87,,,674.0,,,,,0.1,,732.0,,,,674.0,,,,0.53,,,,100.0,14.84,0.0,0.0,,0.0,100.0,6.86,0.8308,90.88,0.191
2016-03-25,5214.0,634774.73,0.69,8.71,0.12,0.67,0.0,634774.73,4052.0,5214.0,493307.87,,,,,,,,,,,,,,,,,,0.52,,,,100.0,14.84,0.0,0.0,,0.0,100.0,6.85,0.8314,90.91,0.191
2016-03-28,5214.0,634774.73,0.69,8.71,0.12,0.67,0.0,634774.73,4052.0,5214.0,493307.87,,,,,,,,,,,,,,,,,,0.52,,,,100.0,14.84,0.0,0.0,,0.0,100.0,6.7,0.834,91.07,0.191
2016-03-29,5214.0,614973.43,0.69,8.71,0.12,0.65,0.0,614973.43,4052.0,5214.0,477919.51,,,,,,,,,,,,,,,,,,0.52,,,,100.0,14.9,0.0,0.0,,0.0,100.0,6.85,0.8306,90.87,0.1917
2016-03-30,5214.0,635415.07,0.69,8.65,0.12,0.67,0.0,635415.07,4052.0,5214.0,493805.5,,,,,,,,,,,,,,,,,,0.5,,,,100.0,14.9,0.0,0.0,,0.0,100.0,6.44,0.8396,91.39,0.1917
2016-03-31,5164.0,631224.32,0.69,7.9,0.11,0.67,0.0,631224.32,4052.0,5164.0,495298.4,,,,,,,,,,,,,,,,,50.0,0.52,0.01,,,100.0,14.9,0.0,0.0,,0.0,100.0,6.74,0.8514,92.02,0.1899
2016-04-01,5164.0,646201.2,0.69,8.01,0.11,0.68,0.0,646201.2,4052.0,5164.0,507050.21,,,,,,,,,,,,,,,,,,0.52,,,,100.0,14.9,0.0,0.0,,0.0,100.0,6.63,0.8538,92.16,0.1899
2016-04-04,5164.0,638542.01,0.69,7.47,0.11,0.68,0.0,638542.01,4052.0,5164.0,501040.32,,,,,,,,,,,,,,,,,,0.54,,,,100.0,14.87,0.0,0.0,,0.0,100.0,6.84,0.8495,91.91,0.1894
2016-04-05,5908.0,735562.74,0.79,8.54,0.13,0.78,0.0,735562.74,4796.0,5908.0,597115.59,,,,,,744.0,,,,,,,,,0.1,744.0,,0.63,,,,100.0,17.59,0.0,0.0,,0.0,100.0,13.07,0.6607,80.01,0.2167
2016-04-06,5897.0,726171.06,0.78,8.65,0.13,0.77,0.0,726171.06,4785.0,5897.0,589236.65,,,3.0,,,,,0.0,,14.0,,,,3.0,,,11.0,0.63,0.0,,,100.0,17.56,0.0,0.0,,0.0,100.0,13.08,0.6589,79.89,0.2164
2016-04-07,5897.0,745557.91,0.78,8.68,0.13,0.79,0.0,745557.91,4785.0,5897.0,604967.71,,,208.0,,,,,0.03,,208.0,,,,208.0,,,,0.63,,,,100.0,17.59,0.0,0.0,,0.0,100.0,12.7,0.667,80.46,0.2168
2016-04-08,5882.0,741827.73,0.78,8.57,0.13,0.79,0.0,741827.73,4770.0,5882.0,601584.2,,,,,,,,0.0,,15.0,,,,,,,15.0,0.64,0.0,,,100.0,17.5,0.0,0.0,,0.0,100.0,12.76,0.6638,80.24,0.2158
2016-04-11,5841.0,730862.95,0.78,8.08,0.13,0.78,0.0,730862.95,4729.0,5841.0,591722.46,,,,,,,,0.01,,41.0,,,,,,,41.0,0.63,0.01,,,100.0,17.35,0.0,0.0,,0.0,100.0,12.18,0.6702,80.73,0.2143
2016-04-12,5841.0,744933.92,0.78,7.92,0.13,0.79,0.0,744933.92,4729.0,5841.0,603114.62,,,,,,,,,,,,,,,,,,0.63,,,,100.0,17.35,0.0,0.0,,0.0,100.0,11.96,0.6752,81.08,0.2143
2016-04-13,5899.0,804715.5,0.78,8.21,0.13,0.85,0.0,796803.39,4787.0,5841.0,653021.37,,,,,,,,,,,,,,,,58.0,,0.66,,,,100.0,17.56,0.0,0.0,,0.0,100.0,11.42,0.6717,80.95,0.2164
2016-04-14,5899.0,791452.18,0.78,7.95,0.13,0.85,0.0,783670.48,2787.0,5841.0,373923.92,,,,,,,,0.27,,2000.0,,,,,,,,0.39,,,,100.0,13.49,0.0,0.0,,0.0,100.0,12.16,0.6551,79.78,0.2856
2016-04-15,3862.0,518992.78,0.51,4.85,0.09,0.55,0.0,511198.49,2750.0,3804.0,369557.27,,,,,,,,0.01,,37.0,,,,,,,2037.0,0.39,0.29,,,13.11,13.11,18228.0,2449559.94,,2.58,13.16,17.22,0.5376,70.67,0.1841
2016-04-18,3862.0,495204.86,0.51,4.89,0.09,0.54,0.0,487767.81,2750.0,3804.0,352618.68,,,,,,,,,,,,,,,,,,0.39,,,,13.11,13.11,18228.0,2337284.85,,2.53,13.23,17.83,0.5267,69.7,0.1841
2016-04-19,3804.0,470769.78,0.51,4.54,0.08,0.51,0.0,470769.78,2692.0,3804.0,333152.54,,,,,,,,0.01,,58.0,,,,,,,,0.36,,,,12.83,12.83,18286.0,2263011.63,,2.45,12.85,17.94,0.5453,71.01,0.1813
2016-04-20,3804.0,476483.71,0.51,4.43,0.08,0.51,0.0,476483.71,2692.0,3804.0,337196.15,,,,,,,,,,,,,,,,,,0.36,,,,12.83,12.83,18286.0,2290478.72,,2.41,12.86,17.43,0.5551,71.86,0.1813
2016-04-21,3804.0,477957.11,0.51,4.47,0.08,0.51,0.0,477957.11,2692.0,3804.0,338238.84,,,,,,,,,,,,,,,,,,0.36,,,,12.83,12.83,18286.0,2297561.43,,2.41,12.91,17.51,0.5536,71.72,0.1813
2016-04-22,3804.0,476519.64,0.51,4.4,0.08,0.51,0.0,476519.64,2692.0,3804.0,337221.58,,,,,,,,,,,,,,,,,,0.36,,,,12.77,12.77,18387.0,2303303.54,,2.43,12.86,17.62,0.5516,71.55,0.1805
2016-04-25,3804.0,484066.33,0.51,4.31,0.08,0.51,0.0,484066.33,2692.0,3804.0,342562.19,,,,,,,,,,,,,,,,,,0.36,,,,12.77,12.77,18387.0,2339781.2,,2.44,12.79,17.3,0.5572,72.04,0.1805
2016-04-26,3804.0,516732.73,0.51,4.28,0.08,0.54,0.0,516732.73,2692.0,3804.0,365679.42,,,,,,,,,,,,,,,,,,0.37,,,,12.78,12.78,18378.0,2496454.8,,2.51,12.77,16.68,0.5691,73.04,0.1805
2016-04-27,3661.0,493157.42,0.49,3.85,0.08,0.53,0.0,493157.42,2549.0,3661.0,343364.73,,,,,,,,0.02,,143.0,,,,,,,143.0,0.37,0.02,,,12.1,12.1,18521.0,2494883.53,,2.61,12.26,14.24,0.584,74.46,0.1738
2016-04-28,3661.0,484199.73,0.49,3.71,0.08,0.52,0.0,484199.73,2549.0,3661.0,337127.86,,,,,,,,,,,,,,,,,,0.36,,,,12.1,12.1,18521.0,2449566.55,,2.6,12.18,14.31,0.5823,74.32,0.1738
2016-04-29,4281.0,570244.51,0.57,4.35,0.1,0.61,0.0,570244.51,2792.0,4281.0,371904.39,,,,0.09,,,,,620.0,,,,0.09,,,243.0,,0.39,,,,100.0,13.49,0.0,0.0,,0.0,100.0,26.76,0.485,63.79,0.2069
2016-05-02,4281.0,567373.07,0.57,4.38,0.1,0.61,0.0,567373.07,3169.0,4281.0,419996.56,,,,,,,,,,,,,,,,377.0,,0.44,,,,100.0,15.04,0.0,0.0,,0.0,100.0,27.02,0.4821,63.44,0.2032
2016-05-03,4281.0,551802.56,0.57,4.37,0.1,0.6,0.0,551802.56,3169.0,4281.0,408470.53,,,,,,,,,,,,,,,,,,0.44,,,,100.0,15.04,0.0,0.0,,0.0,100.0,27.53,0.4769,62.8,0.2032
2016-05-04,4281.0,544441.96,0.57,4.45,0.1,0.59,0.0,544441.96,3169.0,4281.0,403021.86,,,,,,,,,,,,,,,,,,0.43,,,,100.0,15.04,0.0,0.0,,0.0,100.0,27.32,0.4787,63.03,0.2032
2016-05-05,3881.0,494964.65,0.52,4.13,0.09,0.53,0.0,494964.65,2769.0,3881.0,353145.36,,,,,,,,0.05,,400.0,,,,,,,400.0,0.38,0.06,,,100.0,12.8,0.0,0.0,,0.0,100.0,19.28,0.5373,70.14,0.1794
2016-05-06,3881.0,509630.27,0.52,4.19,0.09,0.54,0.0,509630.27,2769.0,3881.0,363608.92,,,,,,,,,,,,,,,,,,0.37,,,,100.0,12.68,0.0,0.0,,0.0,100.0,18.82,0.5451,70.84,0.1777
2016-05-09,3881.0,505963.87,0.52,4.3,0.09,0.54,0.0,505963.87,2769.0,3881.0,360993.03,,,,,,,,,,,,,,,,,,0.39,,,,100.0,12.68,0.0,0.0,,0.0,100.0,19.36,0.5357,69.99,0.1777
2016-05-10,3847.0,498333.14,0.51,4.35,0.09,0.53,0.0,498333.14,2735.0,3847.0,354286.75,,,,,,,,0.0,,34.0,,,,,,,34.0,0.38,0.01,,,100.0,12.52,0.0,0.0,,0.0,100.0,18.58,0.5426,70.68,0.1761
