,MA35 FP Equity_DX_BROKER_SI_QTY,MA35 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MA35 FP Equity_DX_BROKER_SI_MV_NEW_x,MA35 FP Equity_DX_BROKER_SI_MV_INC_x,MA35 FP Equity_DX_BROKER_SI_QTY_ADD,MA35 FP Equity_DX_BROKER_SI_QTY_NEW,MA35 FP Equity_DX_SUPPLY_SI_MV_DEC,MA35 FP Equity_DX_BROKER_SI_QTY_INC,MA35 FP Equity_DX_SUPPLY_SI_QTY_DEC,MA35 FP Equity_DX_BROKER_SI_MV_NEW_y,MA35 FP Equity_DX_BROKER_SI_MV_INC_y,MA35 FP Equity_DX_BROKER_SI_MV_ADD,MA35 FP Equity_DX_SUPPLY_SI_QTY_ADD,MA35 FP Equity_DX_BROKER_SI_QTY_DEC,MA35 FP Equity_DX_SUPPLY_SI_MV,MA35 FP Equity_DX_BROKER_SI_MV_DEC,MA35 FP Equity_DX_BROKER_SI_MV_RMV,MA35 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MA35 FP Equity_DX_UTILIZATION_QUANTITY,MA35 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MA35 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MA35 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MA35 FP Equity_DX_ACTIVE_UTILIZATION_MV,MA35 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MA35 FP Equity_DX_BROKER_SI_CON_RATIO,MA35 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MA35 FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-01-17,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400150.84,0.4,0.0,,0.0,,0.0
2013-01-18,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400527.24,0.4,0.0,,0.0,,0.0
2013-01-21,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400113.2,0.4,0.0,,0.0,,0.0
2013-01-22,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400527.24,0.4,0.0,,0.0,,0.0
2013-01-23,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,401016.56,0.4,0.0,,0.0,,0.0
2013-01-24,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400640.16,0.4,0.0,,0.0,,0.0
2013-01-25,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,398984.0,0.4,0.0,,0.0,,0.0
2013-01-28,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,397967.72,0.4,0.0,,0.0,,0.0
2013-01-29,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,398381.76,0.4,0.0,,0.0,,0.0
2013-01-30,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,397967.72,0.4,0.0,,0.0,,0.0
2013-01-31,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,398720.52,0.4,0.0,,0.0,,0.0
2013-02-01,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,399247.48,0.4,0.0,,0.0,,0.0
2013-02-04,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,399548.6,0.4,0.0,,0.0,,0.0
2013-02-05,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,399134.56,0.4,0.0,,0.0,,0.0
2013-02-06,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,399360.4,0.4,0.0,,0.0,,0.0
2013-02-07,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400226.12,0.4,0.0,,0.0,,0.0
2013-02-08,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400301.4,0.4,0.0,,0.0,,0.0
2013-02-11,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400113.2,0.4,0.0,,0.0,,0.0
2013-02-12,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,399774.44,0.4,0.0,,0.0,,0.0
2013-02-13,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,399510.96,0.4,0.0,,0.0,,0.0
2013-02-14,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400150.84,0.4,0.0,,0.0,,0.0
2013-02-15,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,399887.36,0.4,0.0,,0.0,,0.0
2013-02-18,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400113.2,0.4,0.0,,0.0,,0.0
2013-02-19,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400226.12,0.4,0.0,,0.0,,0.0
2013-02-20,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,399925.0,0.4,0.0,,0.0,,0.0
2013-02-21,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,400640.16,0.4,0.0,,0.0,,0.0
2013-02-22,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,401129.48,0.4,0.0,,0.0,,0.0
2013-02-25,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,401091.84,0.4,0.0,,0.0,,0.0
2013-02-26,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3764.0,402710.36,0.4,0.0,,0.0,,0.0
2013-02-27,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,3895.0,416375.5,0.42,0.0,,0.0,,0.0
2013-02-28,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,41351.0,4423316.47,4.41,0.0,,0.0,,0.0
2013-03-01,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,40760.0,4364173.2,4.36,0.0,,0.0,,0.0
2013-03-04,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,40760.0,4364988.4,4.37,0.0,,0.0,,0.0
2013-03-05,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,40745.0,4358900.1,4.37,0.0,,0.0,,0.0
2013-03-06,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,40713.0,4357512.39,4.35,0.0,,0.0,,0.0
2013-03-07,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,40709.0,4350163.74,4.36,0.0,,0.0,,0.0
2013-03-08,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,41106.0,4391353.98,4.39,0.0,,0.0,,0.0
2013-03-11,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,41106.0,4393409.28,4.4,0.0,,0.0,,0.0
2013-03-12,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,41050.0,4389887.0,4.39,0.0,,0.0,,0.0
2013-03-13,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,40771.0,4361681.58,4.36,0.0,,0.0,,0.0
2013-03-14,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,40771.0,4362089.29,4.36,0.0,,0.0,,0.0
2013-03-15,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39262.0,4204174.96,4.21,0.0,,0.0,,0.0
2013-03-18,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39262.0,4209671.64,4.2,0.0,,0.0,,0.0
2013-03-19,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39262.0,4213205.22,4.21,0.0,,0.0,,0.0
2013-03-20,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39251.0,4208099.71,4.21,0.0,,0.0,,0.0
2013-03-21,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39251.0,4209277.24,4.2,0.0,,0.0,,0.0
2013-03-22,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39174.0,4199061.06,4.2,0.0,,0.0,,0.0
2013-03-25,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39174.0,4202586.72,4.19,0.0,,0.0,,0.0
2013-03-26,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39134.0,4197512.84,4.2,0.0,,0.0,,0.0
2013-03-27,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39197.0,4210149.77,4.21,0.0,,0.0,,0.0
2013-03-28,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39197.0,4208189.92,4.21,0.0,,0.0,,0.0
2013-03-29,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39185.0,4206901.6,4.21,0.0,,0.0,,0.0
2013-04-01,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39185.0,4206901.6,4.21,0.0,,0.0,,0.0
2013-04-02,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39185.0,4204550.5,4.21,0.0,,0.0,,0.0
2013-04-03,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39185.0,4207685.3,4.21,0.0,,0.0,,0.0
2013-04-04,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39059.0,4201186.04,4.22,0.0,,0.0,,0.0
2013-04-05,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39059.0,4205091.94,4.2,0.0,,0.0,,0.0
2013-04-08,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39059.0,4202357.81,4.21,0.0,,0.0,,0.0
2013-04-09,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39059.0,4196889.55,4.2,0.0,,0.0,,0.0
2013-04-10,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39003.0,4185021.9,4.19,0.0,,0.0,,0.0
2013-04-11,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39000.0,4186260.0,4.18,0.0,,0.0,,0.0
2013-04-12,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38964.0,4187461.08,4.19,0.0,,0.0,,0.0
2013-04-15,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38964.0,4189019.64,4.18,0.0,,0.0,,0.0
2013-04-16,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39004.0,4190199.72,4.19,0.0,,0.0,,0.0
2013-04-17,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38990.0,4194934.1,4.19,0.0,,0.0,,0.0
2013-04-18,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39046.0,4199397.3,4.19,0.0,,0.0,,0.0
2013-04-19,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39060.0,4199340.6,4.19,0.0,,0.0,,0.0
2013-04-22,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39060.0,4204027.8,4.21,0.0,,0.0,,0.0
2013-04-23,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39060.0,4203637.2,4.2,0.0,,0.0,,0.0
2013-04-24,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,39012.0,4199641.8,4.2,0.0,,0.0,,0.0
2013-04-25,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38973.0,4193494.8,4.2,0.0,,0.0,,0.0
2013-04-26,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38969.0,4196181.92,4.2,0.0,,0.0,,0.0
2013-04-29,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38969.0,4196181.92,4.2,0.0,,0.0,,0.0
2013-04-30,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38969.0,4195402.54,4.18,0.0,,0.0,,0.0
2013-05-01,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38448.0,4139311.68,4.13,0.0,,0.0,,0.0
2013-05-02,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38448.0,4145847.84,4.13,0.0,,0.0,,0.0
2013-05-03,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38414.0,4137571.94,4.14,0.0,,0.0,,0.0
2013-05-06,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38414.0,4138340.22,4.13,0.0,,0.0,,0.0
2013-05-07,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37230.0,4002969.6,4.0,0.0,,0.0,,0.0
2013-05-08,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37230.0,4007437.2,3.99,0.0,,0.0,,0.0
2013-05-09,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37223.0,4005939.26,3.98,0.0,,0.0,,0.0
2013-05-10,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37210.0,3992633.0,4.0,0.0,,0.0,,0.0
2013-05-13,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37210.0,3997470.3,3.99,0.0,,0.0,,0.0
2013-05-14,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37197.0,3996445.68,3.98,0.0,,0.0,,0.0
2013-05-15,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37197.0,3997189.62,4.0,0.0,,0.0,,0.0
2013-05-16,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37194.0,4003190.22,3.99,0.0,,0.0,,0.0
2013-05-17,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38202.0,4114737.42,4.12,0.0,,0.0,,0.0
2013-05-20,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38202.0,4109771.16,4.11,0.0,,0.0,,0.0
2013-05-21,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38202.0,4104804.9,4.1,0.0,,0.0,,0.0
2013-05-22,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38164.0,4104538.2,4.1,0.0,,0.0,,0.0
2013-05-23,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38228.0,4106451.76,4.11,0.0,,0.0,,0.0
2013-05-24,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38344.0,4118529.04,4.12,0.0,,0.0,,0.0
2013-05-27,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38344.0,4115078.08,4.12,0.0,,0.0,,0.0
2013-05-28,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38344.0,4110476.8,4.11,0.0,,0.0,,0.0
2013-05-29,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38354.0,4105028.62,4.11,0.0,,0.0,,0.0
2013-05-30,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38354.0,4103878.0,4.1,0.0,,0.0,,0.0
2013-05-31,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38783.0,4152883.64,4.16,0.0,,0.0,,0.0
2013-06-03,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38783.0,4149781.0,4.15,0.0,,0.0,,0.0
2013-06-04,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38774.0,4146491.56,4.15,0.0,,0.0,,0.0
2013-06-05,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38166.0,4083762.0,4.08,0.0,,0.0,,0.0
2013-06-06,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38133.0,4073748.39,4.07,0.0,,0.0,,0.0
2013-06-07,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38133.0,4068028.44,4.07,0.0,,0.0,,0.0
2013-06-10,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38133.0,4063452.48,4.07,0.0,,0.0,,0.0
2013-06-11,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38112.0,4053973.44,4.07,0.0,,0.0,,0.0
2013-06-12,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38105.0,4057801.45,4.05,0.0,,0.0,,0.0
2013-06-13,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,38105.0,4063517.2,4.07,0.0,,0.0,,0.0
2013-06-14,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37464.0,4003403.04,4.01,0.0,,0.0,,0.0
2013-06-17,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,37464.0,4004152.32,4.01,0.0,,0.0,,0.0
2013-06-18,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36538.0,3897873.84,3.9,0.0,,0.0,,0.0
2013-06-19,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36538.0,3899700.74,3.87,0.0,,0.0,,0.0
2013-06-20,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,56.0,5944.96,0.01,0.0,,0.0,,0.0
2013-06-21,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,56.0,5933.2,0.01,0.0,,0.0,,0.0
2013-06-24,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,56.0,5916.4,0.01,0.0,,0.0,,0.0
2013-06-25,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36505.0,3861498.9,3.85,0.0,,0.0,,0.0
2013-06-26,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36505.0,3871720.3,3.86,0.0,,0.0,,0.0
2013-06-27,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36505.0,3876831.0,3.87,0.0,,0.0,,0.0
2013-06-28,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36499.0,3878018.75,3.88,0.0,,0.0,,0.0
2013-07-01,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36499.0,3879843.7,3.88,0.0,,0.0,,0.0
2013-07-02,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36402.0,3873900.84,3.86,0.0,,0.0,,0.0
2013-07-03,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36402.0,3875720.94,3.87,0.0,,0.0,,0.0
2013-07-04,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36631.0,3910725.56,3.91,0.0,,0.0,,0.0
2013-07-05,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36625.0,3908253.75,3.91,0.0,,0.0,,0.0
2013-07-08,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36625.0,3913747.5,3.91,0.0,,0.0,,0.0
2013-07-09,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36625.0,3918875.0,3.91,0.0,,0.0,,0.0
2013-07-10,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36625.0,3914846.25,3.96,0.0,,0.0,,0.0
2013-07-11,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36522.0,3903471.36,3.93,0.0,,0.0,,0.0
2013-07-12,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36725.0,3929942.25,3.93,0.0,,0.0,,0.0
2013-07-15,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36725.0,3926637.0,3.93,0.0,,0.0,,0.0
2013-07-16,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36704.0,3929530.24,3.94,0.0,,0.0,,0.0
2013-07-17,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36704.0,3930631.36,3.93,0.0,,0.0,,0.0
2013-07-18,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36704.0,3935035.84,3.94,0.0,,0.0,,0.0
2013-07-19,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36684.0,3932157.96,3.94,0.0,,0.0,,0.0
2013-07-22,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36684.0,3929590.08,3.93,0.0,,0.0,,0.0
2013-07-23,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36684.0,3924454.32,3.93,0.0,,0.0,,0.0
2013-07-24,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36659.0,3912981.66,3.92,0.0,,0.0,,0.0
2013-07-25,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,36657.0,3911668.47,3.93,0.0,,0.0,,0.0
2013-07-26,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35842.0,3826133.5,3.82,0.0,,0.0,,0.0
2013-07-29,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35842.0,3825416.66,3.83,0.0,,0.0,,0.0
2013-07-30,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35842.0,3825058.24,3.83,0.0,,0.0,,0.0
2013-07-31,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35806.0,3823006.62,3.83,0.0,,0.0,,0.0
2013-08-01,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35806.0,3823006.62,3.82,0.0,,0.0,,0.0
2013-08-02,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35806.0,3824080.8,3.82,0.0,,0.0,,0.0
2013-08-05,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35806.0,3819426.02,3.82,0.0,,0.0,,0.0
2013-08-06,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35802.0,3817209.24,3.82,0.0,,0.0,,0.0
2013-08-07,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35802.0,3817567.26,3.82,0.0,,0.0,,0.0
2013-08-08,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35797.0,3819539.9,3.81,0.0,,0.0,,0.0
2013-08-09,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35726.0,3812321.46,3.81,0.0,,0.0,,0.0
2013-08-12,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35664.0,3804635.52,3.8,0.0,,0.0,,0.0
2013-08-13,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35664.0,3792153.12,3.81,0.0,,0.0,,0.0
2013-08-14,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35636.0,3791670.4,3.79,0.0,,0.0,,0.0
2013-08-15,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35636.0,3785255.92,3.82,0.0,,0.0,,0.0
2013-08-16,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35136.0,3734254.08,3.74,0.0,,0.0,,0.0
2013-08-19,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35136.0,3730037.76,3.73,0.0,,0.0,,0.0
2013-08-20,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35618.0,3784768.68,3.78,0.0,,0.0,,0.0
2013-08-21,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35603.0,3779970.51,3.78,0.0,,0.0,,0.0
2013-08-22,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35641.0,3779371.64,3.78,0.0,,0.0,,0.0
2013-08-23,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35641.0,3775807.54,3.77,0.0,,0.0,,0.0
2013-08-26,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35641.0,3779728.05,3.78,0.0,,0.0,,0.0
2013-08-27,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,35629.0,3782374.64,3.78,0.0,,0.0,,0.0
2013-08-28,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,34831.0,3696614.03,3.7,0.0,,0.0,,0.0
2013-08-29,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,34814.0,3697594.94,3.7,0.0,,0.0,,0.0
2013-08-30,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,34941.0,3711433.02,3.72,0.0,,0.0,,0.0
2013-09-02,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,34941.0,3706191.87,3.71,0.0,,0.0,,0.0
2013-09-03,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,34941.0,3702348.36,3.71,0.0,,0.0,,0.0
2013-09-04,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,34923.0,3702187.23,3.7,0.0,,0.0,,0.0
