,ALLGO FP Equity_DX_SI_QTY,ALLGO FP Equity_DX_SHORT_INTEREST_VALUE,ALLGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLGO FP Equity_DX_SI_MV,ALLGO FP Equity_DX_DSS,ALLGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLGO FP Equity_DX_SUPPLY_SI_QTY,ALLGO FP Equity_DX_BROKER_SI_QTY,ALLGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLGO FP Equity_DX_BROKER_SI_MV_INC_x,ALLGO FP Equity_DX_BROKER_SI_QTY_ADD,ALLGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALLGO FP Equity_DX_BROKER_SI_QTY_INC,ALLGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLGO FP Equity_DX_BROKER_SI_MV_INC_y,ALLGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLGO FP Equity_DX_BROKER_SI_MV_ADD,ALLGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLGO FP Equity_DX_BROKER_SI_QTY_DEC,ALLGO FP Equity_DX_SUPPLY_SI_MV,ALLGO FP Equity_DX_BROKER_SI_MV_DEC,ALLGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLGO FP Equity_DX_UTILIZATION_QUANTITY,ALLGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLGO FP Equity_DX_BROKER_SI_CON_RATIO,ALLGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLGO FP Equity_PX_LAST
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.555
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.295
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.065
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.135
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.095
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.005
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.055
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.055
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.795
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.775
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.785
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.795
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.085
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.595
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.695
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.245
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.235
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.435
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.245
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.035
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.978
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.918
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.884
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.846
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.788
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.718
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.684
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.698
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.688
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.662
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.648
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.552
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.546
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.512
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.576
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.455
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.375
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.225
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.315
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.355
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.295
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.195
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.195
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.175
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.365
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.895
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2023-07-27,150.0,339.0,0.02,0.0,0.0,0.0,0.0,169.5,75.0,75.0,169.5,,,75.0,,,,,,0.0,75.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.26
2023-07-28,150.0,340.5,0.02,0.0,0.0,0.0,0.0,170.25,75.0,75.0,170.25,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.27
2023-07-31,150.0,330.0,0.02,0.0,0.0,0.0,0.0,165.0,75.0,75.0,165.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.2
2023-08-01,150.0,318.0,0.02,0.0,0.0,0.0,0.0,159.0,75.0,75.0,159.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.12
2023-08-02,150.0,315.0,0.02,0.0,0.0,0.0,0.0,157.5,75.0,75.0,157.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.1
2023-08-03,150.0,318.0,0.02,0.0,0.0,0.0,0.0,159.0,75.0,75.0,159.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.12
2023-08-04,150.0,315.0,0.02,0.01,0.0,0.0,0.0,157.5,75.0,75.0,157.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.1
2023-08-07,150.0,313.5,0.02,0.01,0.0,0.0,0.0,156.75,75.0,75.0,156.75,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.09
2023-08-08,150.0,310.5,0.02,0.01,0.0,0.0,0.0,155.25,75.0,75.0,155.25,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.07
2023-08-09,150.0,307.5,0.02,0.01,0.0,0.0,0.0,153.75,75.0,75.0,153.75,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.05
2023-08-10,150.0,310.5,0.02,0.01,0.0,0.0,0.0,155.25,75.0,75.0,155.25,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.07
2023-08-11,150.0,307.5,0.02,0.01,0.0,0.0,0.0,153.75,75.0,75.0,153.75,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.05
2023-08-14,150.0,292.5,0.02,0.01,0.0,0.0,0.0,146.25,75.0,75.0,146.25,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.95
2023-08-15,150.0,294.75,0.02,0.01,0.0,0.0,0.0,147.38,75.0,75.0,147.38,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.965
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,75.0,,,,,75.0,0.0,0.0,0.0,0.0,75.0,145.5,0.0,0.0,,0.0,,0.0,1.94
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,75.0,146.63,0.0,0.0,,0.0,,0.0,1.955
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,75.0,143.63,0.0,0.0,,0.0,,0.0,1.915
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.835
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.785
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2023-09-07,88.0,162.8,0.01,0.02,0.0,0.0,0.0,81.4,44.0,44.0,81.4,,,44.0,,,,,,0.0,44.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.85
2023-09-08,88.0,160.16,0.01,0.02,0.0,0.0,0.0,80.08,44.0,44.0,80.08,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.82
2023-09-11,88.0,157.52,0.01,0.02,0.0,0.0,0.0,78.76,44.0,44.0,78.76,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.79
2023-09-12,88.0,158.4,0.01,0.03,0.0,0.0,0.0,79.2,44.0,44.0,79.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.8
2023-09-13,88.0,163.68,0.01,0.03,0.0,0.0,0.0,81.84,44.0,44.0,81.84,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.86
2023-09-14,88.0,171.6,0.01,0.03,0.0,0.0,0.0,85.8,44.0,44.0,85.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.95
2023-09-15,88.0,155.76,0.01,0.03,0.0,0.0,0.0,77.88,44.0,44.0,77.88,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,1.77
