,ALGTR FP Equity_DX_SI_QTY,ALGTR FP Equity_DX_SHORT_INTEREST_VALUE,ALGTR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGTR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGTR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGTR FP Equity_DX_SI_MV,ALGTR FP Equity_DX_DSS,ALGTR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGTR FP Equity_DX_SUPPLY_SI_QTY,ALGTR FP Equity_DX_BROKER_SI_QTY,ALGTR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGTR FP Equity_DX_BROKER_SI_QTY_ADD,ALGTR FP Equity_DX_SUPPLY_SI_MV_DEC,ALGTR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGTR FP Equity_DX_BROKER_SI_MV_ADD,ALGTR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGTR FP Equity_DX_BROKER_SI_QTY_DEC,ALGTR FP Equity_DX_SUPPLY_SI_MV,ALGTR FP Equity_DX_BROKER_SI_MV_DEC,ALGTR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGTR FP Equity_DX_UTILIZATION_QUANTITY,ALGTR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGTR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGTR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGTR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGTR FP Equity_DX_BROKER_SI_CON_RATIO,ALGTR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGTR FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3625.0,0.0,0.0,0.0,,0.0
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3625.0,0.0,0.0,0.0,,0.0
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3650.0,0.0,0.0,0.0,,0.0
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3700.0,0.0,0.0,0.0,,0.0
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3575.0,0.0,0.0,0.0,,0.0
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3550.0,0.0,0.0,0.0,,0.0
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3520.0,0.0,0.0,0.0,,0.0
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3630.0,0.0,0.0,0.0,,0.0
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3520.0,0.0,0.0,0.0,,0.0
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3580.0,0.0,0.0,0.0,,0.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3580.0,0.0,0.0,0.0,,0.0
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3580.0,0.0,0.0,0.0,,0.0
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3500.0,0.0,0.0,0.0,,0.0
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3630.0,0.0,0.0,0.0,,0.0
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3580.0,0.0,0.0,0.0,,0.0
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3580.0,0.0,0.0,0.0,,0.0
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3640.0,0.0,0.0,0.0,,0.0
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3630.0,0.0,0.0,0.0,,0.0
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3620.0,0.0,0.0,0.0,,0.0
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3590.0,0.0,0.0,0.0,,0.0
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3590.0,0.0,0.0,0.0,,0.0
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3750.0,0.0,0.0,0.0,,0.0
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3720.0,0.0,0.0,0.0,,0.0
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3750.0,0.0,0.0,0.0,,0.0
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3550.0,0.0,0.0,0.0,,0.0
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3640.0,0.0,0.0,0.0,,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3640.0,0.0,0.0,0.0,,0.0
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3540.0,0.0,0.0,0.0,,0.0
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3570.0,0.0,0.0,0.0,,0.0
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3550.0,0.0,0.0,0.0,,0.0
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3550.0,0.0,0.0,0.0,,0.0
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3600.0,0.0,0.0,0.0,,0.0
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3590.0,0.0,0.0,0.0,,0.0
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3590.0,0.0,0.0,0.0,,0.0
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3650.0,0.0,0.0,0.0,,0.0
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3810.0,0.0,0.0,0.0,,0.0
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3950.0,0.0,0.0,0.0,,0.0
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3910.0,0.0,0.0,0.0,,0.0
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3910.0,0.0,0.0,0.0,,0.0
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3910.0,0.0,0.0,0.0,,0.0
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3910.0,0.0,0.0,0.0,,0.0
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3920.0,0.0,0.0,0.0,,0.0
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3980.0,0.0,0.0,0.0,,0.0
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3910.0,0.0,0.0,0.0,,0.0
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3970.0,0.0,0.0,0.0,,0.0
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3950.0,0.0,0.0,0.0,,0.0
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,4000.0,0.0,0.0,0.0,,0.0
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3980.0,0.0,0.0,0.0,,0.0
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,4200.0,0.0,0.0,0.0,,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,4300.0,0.0,0.0,0.0,,0.0
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,4300.0,0.0,0.0,0.0,,0.0
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,4320.0,0.0,0.0,0.0,,0.0
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,4160.0,0.0,0.0,0.0,,0.0
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,4150.0,0.0,0.0,0.0,,0.0
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3860.0,0.0,0.0,0.0,,0.0
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3870.0,0.0,0.0,0.0,,0.0
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3870.0,0.0,0.0,0.0,,0.0
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3870.0,0.0,0.0,0.0,,0.0
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3870.0,0.0,0.0,0.0,,0.0
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3950.0,0.0,0.0,0.0,,0.0
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3950.0,0.0,0.0,0.0,,0.0
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3950.0,0.0,0.0,0.0,,0.0
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3810.0,0.0,0.0,0.0,,0.0
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3760.0,0.0,0.0,0.0,,0.0
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3780.0,0.0,0.0,0.0,,0.0
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3790.0,0.0,0.0,0.0,,0.0
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3850.0,0.0,0.0,0.0,,0.0
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3820.0,0.0,0.0,0.0,,0.0
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3760.0,0.0,0.0,0.0,,0.0
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3770.0,0.0,0.0,0.0,,0.0
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,4000.0,0.0,0.0,0.0,,0.0
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3950.0,0.0,0.0,0.0,,0.0
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3970.0,0.0,0.0,0.0,,0.0
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3980.0,0.0,0.0,0.0,,0.0
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3940.0,0.0,0.0,0.0,,0.0
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3930.0,0.0,0.0,0.0,,0.0
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3970.0,0.0,0.0,0.0,,0.0
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3970.0,0.0,0.0,0.0,,0.0
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3980.0,0.0,0.0,0.0,,0.0
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3940.0,0.0,0.0,0.0,,0.0
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3950.0,0.0,0.0,0.0,,0.0
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3980.0,0.0,0.0,0.0,,0.0
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3850.0,0.0,0.0,0.0,,0.0
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3860.0,0.0,0.0,0.0,,0.0
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3860.0,0.0,0.0,0.0,,0.0
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3860.0,0.0,0.0,0.0,,0.0
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3850.0,0.0,0.0,0.0,,0.0
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3850.0,0.0,0.0,0.0,,0.0
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3960.0,0.0,0.0,0.0,,0.0
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3850.0,0.0,0.0,0.0,,0.0
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3850.0,0.0,0.0,0.0,,0.0
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3950.0,0.0,0.0,0.0,,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3790.0,0.0,0.0,0.0,,0.0
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3790.0,0.0,0.0,0.0,,0.0
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3790.0,0.0,0.0,0.0,,0.0
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3780.0,0.0,0.0,0.0,,0.0
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3790.0,0.0,0.0,0.0,,0.0
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3790.0,0.0,0.0,0.0,,0.0
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3890.0,0.0,0.0,0.0,,0.0
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3880.0,0.0,0.0,0.0,,0.0
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3790.0,0.0,0.0,0.0,,0.0
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3740.0,0.0,0.0,0.0,,0.0
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3670.0,0.0,0.0,0.0,,0.0
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3750.0,0.0,0.0,0.0,,0.0
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3620.0,0.0,0.0,0.0,,0.0
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3690.0,0.0,0.0,0.0,,0.0
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3620.0,0.0,0.0,0.0,,0.0
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3720.0,0.0,0.0,0.0,,0.0
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3720.0,0.0,0.0,0.0,,0.0
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3610.0,0.0,0.0,0.0,,0.0
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3620.0,0.0,0.0,0.0,,0.0
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3620.0,0.0,0.0,0.0,,0.0
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3650.0,0.0,0.0,0.0,,0.0
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3720.0,0.0,0.0,0.0,,0.0
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3710.0,0.0,0.0,0.0,,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3790.0,0.0,0.0,0.0,,0.0
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3990.0,0.0,0.0,0.0,,0.0
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3800.0,0.0,0.0,0.0,,0.0
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3750.0,0.0,0.0,0.0,,0.0
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3750.0,0.0,0.0,0.0,,0.0
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3810.0,0.0,0.0,0.0,,0.0
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3810.0,0.0,0.0,0.0,,0.0
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3820.0,0.0,0.0,0.0,,0.0
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3820.0,0.0,0.0,0.0,,0.0
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3840.0,0.0,0.0,0.0,,0.0
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3470.0,0.0,0.0,0.0,,0.0
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3420.0,0.0,0.0,0.0,,0.0
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3470.0,0.0,0.0,0.0,,0.0
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3460.0,0.0,0.0,0.0,,0.0
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3340.0,0.0,0.0,0.0,,0.0
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3330.0,0.0,0.0,0.0,,0.0
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3330.0,0.0,0.0,0.0,,0.0
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3300.0,0.0,0.0,0.0,,0.0
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3350.0,0.0,0.0,0.0,,0.0
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3300.0,0.0,0.0,0.0,,0.0
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3250.0,0.0,0.0,0.0,,0.0
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3250.0,0.0,0.0,0.0,,0.0
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3300.0,0.0,0.0,0.0,,0.0
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3320.0,0.0,0.0,0.0,,0.0
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3280.0,0.0,0.0,0.0,,0.0
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,3280.0,0.0,0.0,0.0,,0.0
