,GLUX FP Equity_DX_DSS,GLUX FP Equity_PX_LAST
2022-07-13,,174.8028
2022-07-14,,173.1137
2022-07-15,,175.1887
2022-07-18,,178.8109
2022-07-19,,180.8184
2022-07-20,,182.5989
2022-07-21,,184.8615
2022-07-22,,185.252
2022-07-25,,185.1463
2022-07-26,,182.6876
2022-07-27,,184.9687
2022-07-28,,190.4216
2022-07-29,,193.6933
2022-08-01,,194.8997
2022-08-02,,194.6154
2022-08-03,,196.4036
2022-08-04,,197.509
2022-08-05,,195.4834
2022-08-08,,198.3586
2022-08-09,,192.9731
2022-08-10,,196.0145
2022-08-11,,197.6186
2022-08-12,,198.4644
2022-08-15,,200.7854
2022-08-16,,201.1487
2022-08-17,,199.3703
2022-08-18,,201.3344
2022-08-19,,198.1665
2022-08-22,,195.1718
2022-08-23,,195.1092
2022-08-24,,197.278
2022-08-25,,198.6422
2022-08-26,,194.3584
2022-08-29,,191.49
2022-08-30,,190.1518
2022-08-31,,187.1089
2022-09-01,,183.7198
2022-09-02,,187.6419
2022-09-05,,185.1978
2022-09-06,,185.4441
2022-09-07,,186.4296
2022-09-08,,188.0872
2022-09-09,,191.471
2022-09-12,,194.6247
2022-09-13,,191.251
2022-09-14,,191.5906
2022-09-15,,190.7553
2022-09-16,,186.9198
2022-09-19,,188.5326
2022-09-20,,188.6738
2022-09-21,,189.7734
2022-09-22,,183.7733
2022-09-23,,179.1257
2022-09-26,,181.1765
2022-09-27,,181.606
2022-09-28,,182.6807
2022-09-29,,177.2105
2022-09-30,,175.9954
2022-10-03,,174.4695
2022-10-04,,181.2095
2022-10-05,,178.8134
2022-10-06,,180.4615
2022-10-07,,176.2222
2022-10-10,,173.3955
2022-10-11,,173.1527
2022-10-12,,173.7686
2022-10-13,,173.0413
2022-10-14,,173.1489
2022-10-17,,176.3399
2022-10-18,,177.3702
2022-10-19,,175.7903
2022-10-20,,176.6188
2022-10-21,,173.8337
2022-10-24,,172.7773
2022-10-25,,177.9036
2022-10-26,,179.6428
2022-10-27,,178.0675
2022-10-28,,176.6639
2022-10-31,,178.6568
2022-11-01,,180.8078
2022-11-02,,177.7371
2022-11-03,,176.3999
2022-11-04,,180.9495
2022-11-07,,179.4446
2022-11-08,,180.9886
2022-11-09,,178.5599
2022-11-10,,185.6411
2022-11-11,,190.536
2022-11-14,,190.1051
2022-11-15,,191.7079
2022-11-16,,187.1571
2022-11-17,,186.3561
2022-11-18,,188.182
2022-11-21,,187.0557
2022-11-22,,186.7176
2022-11-23,,188.4426
2022-11-24,,189.0332
2022-11-25,,187.6382
2022-11-28,,188.0315
2022-11-29,,189.5976
2022-11-30,,194.4999
2022-12-01,,195.263
2022-12-02,,194.8354
2022-12-05,,193.6
2022-12-06,,192.1839
2022-12-07,,190.1076
2022-12-08,,191.2136
2022-12-09,,191.7975
2022-12-12,,190.6653
2022-12-13,,192.6023
2022-12-14,,192.0
2022-12-15,,185.2365
2022-12-16,,183.8236
2022-12-19,,182.1065
2022-12-20,,180.3197
2022-12-21,,183.89
2022-12-22,,181.0293
2022-12-23,,179.8249
2022-12-27,,182.1466
2022-12-28,,180.6337
2022-12-29,,183.6582
2022-12-30,,180.6971
2023-01-02,,184.9706
2023-01-03,,185.2121
2023-01-04,,190.2595
2023-01-05,,191.5174
2023-01-06,,193.3907
2023-01-09,,194.7178
2023-01-10,,194.3293
2023-01-11,,197.2231
2023-01-12,,197.4339
2023-01-13,,198.9073
2023-01-16,,199.7626
2023-01-17,,200.7919
2023-01-18,,200.2718
2023-01-19,,196.4887
2023-01-20,,198.2837
2023-01-23,,201.6273
2023-01-24,,202.0591
2023-01-25,,200.7924
2023-01-26,,203.2475
2023-01-27,,205.5543
2023-01-30,,204.9617
2023-01-31,,206.1026
2023-02-01,,205.6459
2023-02-02,,212.7132
2023-02-03,,213.2127
2023-02-06,,210.4193
2023-02-07,,209.1874
2023-02-08,,207.5847
2023-02-09,,210.4
2023-02-10,,206.3401
2023-02-13,,208.3017
2023-02-14,,208.201
2023-02-15,,211.5498
2023-02-16,,213.0261
2023-02-17,,210.2729
2023-02-20,,210.5518
2023-02-21,,209.0503
2023-02-22,,209.019
2023-02-23,,208.9811
2023-02-24,,205.2308
2023-02-27,,207.4386
2023-02-28,,206.8425
2023-03-01,,206.4324
2023-03-02,,208.0779
2023-03-03,,211.7069
2023-03-06,,212.1942
2023-03-07,,211.0193
2023-03-08,,209.7871
2023-03-09,,208.3716
2023-03-10,,205.2568
2023-03-13,,198.5223
2023-03-14,,202.4119
2023-03-15,,197.5999
2023-03-16,,201.3638
2023-03-17,,197.821
2023-03-20,,200.207
2023-03-21,,203.4639
2023-03-22,,204.3309
2023-03-23,,203.809
2023-03-24,,202.1369
2023-03-27,,203.2459
2023-03-28,,202.9008
2023-03-29,,205.9056
2023-03-30,,207.2765
2023-03-31,,210.0605
2023-04-03,,209.1812
2023-04-04,,208.2241
2023-04-05,,206.5506
2023-04-06,,204.3539
2023-04-11,,206.959
2023-04-12,,205.63
2023-04-13,,209.3257
2023-04-14,,212.0661
2023-04-17,,210.7041
2023-04-18,,212.426
2023-04-19,,212.4172
2023-04-20,,212.2646
2023-04-21,,212.6579
2023-04-24,,212.5889
2023-04-25,,211.9943
2023-04-26,,208.3681
2023-04-27,,208.6501
2023-04-28,,209.4753
2023-05-02,,208.5483
2023-05-03,,209.2163
2023-05-04,,208.2903
2023-05-05,,209.9554
2023-05-08,,211.5818
2023-05-09,,210.7771
2023-05-10,,208.5
2023-05-11,,210.0261
2023-05-12,,210.274
2023-05-15,,211.2398
2023-05-16,,209.9741
2023-05-17,,210.7088
2023-05-18,,212.865
2023-05-19,,211.5778
2023-05-22,,213.1476
2023-05-23,,208.4109
2023-05-24,,203.4857
2023-05-25,,204.8433
2023-05-26,,208.3621
2023-05-29,,207.9592
2023-05-30,,207.3822
2023-05-31,,202.6812
2023-06-01,,203.086
2023-06-02,,209.1374
2023-06-05,,207.8384
2023-06-06,,209.3063
2023-06-07,,209.6341
2023-06-08,,208.8707
2023-06-09,,210.012
2023-06-12,,212.6629
2023-06-13,,215.0531
2023-06-14,,216.6361
2023-06-15,,214.8391
2023-06-16,,217.803
2023-06-19,,216.2008
2023-06-20,,214.8253
2023-06-21,,212.8472
2023-06-22,,212.0978
2023-06-23,,210.8799
2023-06-26,,210.7375
2023-06-27,,211.7519
2023-06-28,,214.539
2023-06-29,,215.6647
2023-06-30,,218.0364
2023-07-03,,218.3043
2023-07-04,,218.475
2023-07-05,,216.8389
2023-07-06,,210.9129
2023-07-07,,212.0719
2023-07-10,,213.251
2023-07-11,,216.0554
2023-07-12,,217.8034
2023-07-13,,217.9977
2023-07-14,,217.8601
2023-07-17,,213.697
2023-07-18,,214.3039
2023-07-19,,215.3192
2023-07-20,,213.9631
2023-07-21,,214.683
2023-07-24,,214.5793
2023-07-25,,215.1746
2023-07-26,,212.3865
2023-07-27,,218.9256
2023-07-28,,219.3016
2023-07-31,,219.6052
2023-08-01,,216.8751
2023-08-02,,214.1082
2023-08-03,,213.5654
2023-08-04,,214.0484
2023-08-07,,212.7976
2023-08-08,,211.0
2023-08-09,,210.6962
2023-08-10,,214.3892
2023-08-11,,210.698
2023-08-14,,210.5156
2023-08-15,,208.2791
2023-08-16,,208.4404
2023-08-17,,205.5438
2023-08-18,,203.163
2023-08-21,,203.0825
2023-08-22,,203.5338
2023-08-23,,204.2635
2023-08-24,,203.135
2023-08-25,,202.9201
2023-08-28,,205.0125
2023-08-29,,207.7876
2023-08-30,,207.1895
2023-08-31,,206.6327
2023-09-01,,205.5791
2023-09-04,,205.664
2023-09-05,,204.8395
2023-09-06,,200.9722
2023-09-07,,199.2857
2023-09-08,,200.4941
2023-09-11,,200.7859
2023-09-12,,200.7204
2023-09-13,,199.8959
2023-09-14,,202.3453
2023-09-15,,203.6889
2023-09-18,,200.8824
2023-09-19,,198.8272
2023-09-20,,200.4926
2023-09-21,,195.8751
2023-09-22,,196.0898
2023-09-25,,192.6532
2023-09-26,,190.6
2023-09-27,,190.2692
2023-09-28,,191.4523
2023-09-29,,193.543
2023-10-02,,193.445
2023-10-03,,190.3332
2023-10-04,,191.1233
2023-10-05,,190.614
2023-10-06,,191.5071
2023-10-09,,189.3323
2023-10-10,,194.6918
2023-10-11,,191.573
2023-10-12,,190.6287
2023-10-13,,188.4378
2023-10-16,,189.9678
2023-10-17,,189.8861
2023-10-18,,188.3582
2023-10-19,,186.5924
2023-10-20,,183.2303
2023-10-23,,184.6562
2023-10-24,,187.2153
2023-10-25,,186.4744
2023-10-26,,183.2038
2023-10-27,,181.6628
2023-10-30,,181.4671
2023-10-31,,182.7412
2023-11-01,,182.065
2023-11-02,,186.7293
2023-11-03,,189.2621
2023-11-06,,188.5906
2023-11-07,,189.1868
2023-11-08,,190.3819
2023-11-09,,190.5464
2023-11-10,,185.3398
2023-11-13,,186.2204
2023-11-14,,191.5421
2023-11-15,,194.0643
2023-11-16,,190.3674
2023-11-17,,191.9494
2023-11-20,,192.4434
2023-11-21,,191.7735
2023-11-22,,193.696
2023-11-23,,192.9445
2023-11-24,,192.5041
2023-11-27,,192.054
2023-11-28,,190.2032
2023-11-29,,190.4159
2023-11-30,,191.3958
2023-12-01,,193.849
2023-12-04,,195.6915
2023-12-05,,197.3788
2023-12-06,,199.2235
2023-12-07,,198.8062
2023-12-08,,201.711
2023-12-11,,203.5435
2023-12-12,,202.5567
2023-12-13,,202.3119
2023-12-14,,206.3372
2023-12-15,,206.9105
2023-12-18,,204.8844
2023-12-19,,206.0171
2023-12-20,,205.8251
2023-12-21,,204.5628
2023-12-22,,202.7255
2023-12-27,,202.0607
2023-12-28,,202.2498
2023-12-29,,202.3032
2024-01-02,,201.0907
2024-01-03,,196.5839
2024-01-04,,196.6223
2024-01-05,,195.2542
2024-01-08,,196.5427
2024-01-09,,196.5166
2024-01-10,,196.06
2024-01-11,,194.4145
2024-01-12,,193.6447
2024-01-15,,192.6045
2024-01-16,,192.246
2024-01-17,,189.0993
2024-01-18,,191.8586
2024-01-19,,190.8905
2024-01-22,,191.7038
2024-01-23,,192.8528
2024-01-24,,193.8299
2024-01-25,,193.2333
2024-01-26,,200.1107
2024-01-29,,200.9199
2024-01-30,,201.9824
2024-01-31,,201.2154
2024-02-01,,201.0488
2024-02-02,,203.3418
2024-02-05,,203.8631
2024-02-06,,205.5371
2024-02-07,,206.0996
2024-02-08,,208.8117
2024-02-09,,209.681
2024-02-12,,212.3733
2024-02-13,,208.4643
2024-02-14,,209.2894
2024-02-15,,212.3685
2024-02-16,,213.312
2024-02-19,,213.16
2024-02-20,,211.6838
2024-02-21,,212.9451
2024-02-22,,216.2259
2024-02-23,,217.2533
2024-02-26,,217.1251
2024-02-27,,219.0
2024-02-28,,219.629
2024-02-29,,219.5094
2024-03-01,,220.3425
2024-03-04,,217.5743
2024-03-05,,215.5369
2024-03-06,,214.9788
2024-03-07,,215.4953
2024-03-08,,216.8308
2024-03-11,,217.036
2024-03-12,,219.1381
2024-03-13,,220.679
2024-03-14,,220.2558
2024-03-15,,218.4265
2024-03-18,,218.2802
2024-03-19,,218.3351
2024-03-20,,216.9837
2024-03-21,,218.6425
2024-03-22,,215.192
2024-03-25,,214.8181
2024-03-26,,215.791
2024-03-27,,216.7792
2024-03-28,,218.2297
2024-04-02,,214.2303
2024-04-03,,214.6331
2024-04-04,,214.5736
2024-04-05,,211.2675
2024-04-08,,213.0872
2024-04-09,,210.7904
2024-04-10,,210.7976
2024-04-11,,209.9371
2024-04-12,,208.3129
2024-04-15,,209.2
2024-04-16,,205.2955
2024-04-17,,206.6478
2024-04-18,,206.8874
2024-04-19,,205.2367
2024-04-22,,205.3142
2024-04-23,,208.0626
2024-04-24,,208.3544
2024-04-25,,205.104
2024-04-26,,208.374
2024-04-29,,208.4348
2024-04-30,,206.0605
2024-05-02,,204.2573
2024-05-03,,206.6247
2024-05-06,,207.0206
2024-05-07,,207.4725
2024-05-08,,206.2192
2024-05-09,,207.4768
2024-05-10,,207.5225
2024-05-13,,207.4158
2024-05-14,,208.8584
2024-05-15,,208.4411
2024-05-16,,208.3883
2024-05-17,,208.7811
2024-05-20,,208.5
2024-05-21,,207.0546
2024-05-22,,204.1099
2024-05-23,,202.8382
2024-05-24,,203.5782
2024-05-27,,204.42
2024-05-28,,203.2682
2024-05-29,,200.803
2024-05-30,,202.2281
2024-05-31,,202.808
2024-06-03,,203.539
2024-06-04,,203.3988
2024-06-05,,205.2786
2024-06-06,,206.6587
2024-06-07,,206.5284
2024-06-10,,205.1829
2024-06-11,,203.687
2024-06-12,,204.8866
2024-06-13,,203.3038
2024-06-14,,200.1883
2024-06-17,,200.718
2024-06-18,,201.0226
2024-06-19,,200.8101
2024-06-20,,201.6082
2024-06-21,,201.1875
2024-06-24,,203.3838
2024-06-25,,205.064
2024-06-26,,203.8613
2024-06-27,,202.1613
2024-06-28,,200.5128
2024-07-01,,198.4986
2024-07-02,,198.6153
2024-07-03,,200.0698
2024-07-04,,200.1276
2024-07-05,,199.2916
2024-07-08,,199.2038
2024-07-09,,198.2291
2024-07-10,,199.0563
2024-07-11,,201.497
2024-07-12,,203.9544
2024-07-15,,200.491
2024-07-16,,199.8664
2024-07-17,,199.5088
2024-07-18,,198.8726
2024-07-19,,196.0014
2024-07-22,,198.5143
2024-07-23,,199.7494
2024-07-24,,194.446
2024-07-25,,192.026
2024-07-26,,193.7586
2024-07-29,,193.2108
2024-07-30,,194.0
2024-07-31,,193.6532
2024-08-01,,190.2065
2024-08-02,,184.195
2024-08-05,,181.3918
2024-08-06,,181.802
2024-08-07,,183.4482
2024-08-08,,183.1833
2024-08-09,,183.3027
2024-08-12,,182.1466
2024-08-13,,183.1411
2024-08-14,,184.3513
2024-08-15,,188.7335
2024-08-16,,189.0662
2024-08-19,,191.3134
2024-08-20,,190.0744
2024-08-21,,192.1137
2024-08-22,,192.5193
2024-08-23,,193.6469
2024-08-26,,193.6323
2024-08-27,,192.8653
2024-08-28,,191.6057
2024-08-29,,193.7503
2024-08-30,,193.231
2024-09-02,,193.1566
2024-09-03,,192.4568
2024-09-04,,188.4111
2024-09-05,,185.7033
2024-09-06,,183.3762
2024-09-09,,183.6889
2024-09-10,,181.5201
2024-09-11,,181.4602
2024-09-12,,183.7085
2024-09-13,,185.0233
2024-09-16,,184.4353
2024-09-17,,186.3131
2024-09-18,,185.0269
2024-09-19,,189.7946
2024-09-20,,185.6672
2024-09-23,,187.156
2024-09-24,,191.3353
2024-09-25,,191.335
2024-09-26,,200.0985
2024-09-27,,204.983
2024-09-30,,201.2227
2024-10-01,,199.146
2024-10-02,,200.5304
2024-10-03,,198.4
2024-10-04,,199.3919
2024-10-07,,201.2862
2024-10-08,,198.6162
2024-10-09,,200.4117
2024-10-10,,200.1333
2024-10-11,,200.6456
2024-10-14,,200.0963
2024-10-15,,198.973
2024-10-16,,197.3146
2024-10-17,,198.692
2024-10-18,,199.341
2024-10-21,,197.6174
2024-10-22,,198.103
2024-10-23,,197.2655
2024-10-24,,199.6276
2024-10-25,,200.2398
2024-10-28,,201.7015
2024-10-29,,201.0795
2024-10-30,,198.0959
2024-10-31,,194.4371
2024-11-01,,194.6432
2024-11-04,,193.3385
2024-11-05,,192.4662
2024-11-06,,195.2506
2024-11-07,,199.5104
2024-11-08,,196.7619
2024-11-11,,200.0521
2024-11-12,,195.3179
2024-11-13,,196.2993
2024-11-14,,198.1859
2024-11-15,,196.7225
2024-11-18,,197.9825
2024-11-19,,196.2822
2024-11-20,,196.9691
2024-11-21,,198.1065
2024-11-22,,201.2448
2024-11-25,,204.1908
2024-11-26,,203.2131
2024-11-27,,201.7177
2024-11-28,,201.4446
2024-11-29,,202.9004
2024-12-02,,206.9988
2024-12-03,,206.7178
2024-12-04,,207.9035
2024-12-05,,209.225
2024-12-06,,212.6718
2024-12-09,,215.2835
2024-12-10,,214.5871
2024-12-11,,215.4298
2024-12-12,,216.5752
2024-12-13,,217.1299
2024-12-16,,215.5065
2024-12-17,,215.2078
2024-12-18,,216.4366
2024-12-19,,211.6667
2024-12-20,,213.5927
2024-12-23,,212.1302
2024-12-24,,213.0311
2024-12-27,,213.501
2024-12-30,,211.9582
2024-12-31,,212.3703
2025-01-02,,211.48
2025-01-03,,208.5112
2025-01-06,,212.7932
2025-01-07,,211.9023
2025-01-08,,211.7895
2025-01-09,,210.624
2025-01-10,,211.0371
2025-01-13,,210.0589
2025-01-14,,210.1225
2025-01-15,,212.0015
2025-01-16,,218.1487
2025-01-17,,221.4849
2025-01-20,,221.3654
2025-01-21,,221.5948
2025-01-22,,221.9368
2025-01-23,,221.8385
2025-01-24,,223.8672
2025-01-27,,224.6005
2025-01-28,,227.3935
2025-01-29,,226.9771
2025-01-30,,229.7629
2025-01-31,,230.4752
2025-02-03,,226.4461
2025-02-04,,225.896
2025-02-05,,224.3988
2025-02-06,,227.97
2025-02-07,,224.7635
2025-02-10,,224.3017
2025-02-11,,222.8128
2025-02-12,,223.2697
2025-02-13,,228.046
2025-02-14,,228.4
2025-02-17,,229.3089
2025-02-18,,229.264
2025-02-19,,226.692
2025-02-20,,224.4889
2025-02-21,,225.886
2025-02-24,,222.6545
2025-02-25,,220.7898
2025-02-26,,225.1152
2025-02-27,,222.5459
2025-02-28,,222.3302
2025-03-03,,222.4764
2025-03-04,,212.9948
2025-03-05,,212.1127
2025-03-06,,209.7649
2025-03-07,,203.4145
2025-03-10,,201.6728
2025-03-11,,197.6963
2025-03-12,,198.3503
2025-03-13,,196.0626
2025-03-14,,197.667
2025-03-17,,198.2616
2025-03-18,,196.9749
2025-03-19,,198.3644
2025-03-20,,197.0648
2025-03-21,,195.8882
2025-03-24,,197.9043
2025-03-25,,198.6444
2025-03-26,,197.011
2025-03-27,,196.1708
2025-03-28,,192.2341
2025-03-31,,188.6548
2025-04-01,,191.571
2025-04-02,,192.1172
2025-04-03,,181.1278
2025-04-04,,174.9455
2025-04-07,,168.646
2025-04-08,,172.4394
2025-04-09,,165.605
2025-04-10,,173.5093
2025-04-11,,171.803
2025-04-14,,175.2473
2025-04-15,,174.8164
2025-04-16,,173.4969
2025-04-17,,172.351
2025-04-22,,173.9216
2025-04-23,,180.7844
2025-04-24,,181.3446
2025-04-25,,182.8152
2025-04-28,,183.7072
2025-04-29,,183.2678
2025-04-30,,182.673
2025-05-02,,187.9171
2025-05-05,,188.7412
2025-05-06,,187.9934
2025-05-07,,187.2217
2025-05-08,,191.365
2025-05-09,,191.8063
2025-05-12,,201.623
2025-05-13,,203.0428
2025-05-14,,203.6676
2025-05-15,,201.9843
2025-05-16,,204.3805
2025-05-19,,203.1238
2025-05-20,,202.7727
2025-05-21,,200.693
2025-05-22,,197.4096
2025-05-23,,193.8126
2025-05-26,,196.0666
2025-05-27,,198.0356
2025-05-28,,198.1419
2025-05-29,,197.3187
2025-05-30,,196.6775
2025-06-02,,193.8577
2025-06-03,,196.6736
2025-06-04,,197.297
2025-06-05,,194.4993
2025-06-06,,194.179
2025-06-09,,194.3926
2025-06-10,,196.3526
2025-06-11,,196.1309
2025-06-12,,192.9449
2025-06-13,,189.5188
2025-06-16,,192.0178
2025-06-17,,190.8059
2025-06-18,,190.3259
2025-06-19,,188.19
2025-06-20,,189.9393
2025-06-23,,189.4824
2025-06-24,,192.6316
2025-06-25,,190.172
2025-06-26,,190.2479
2025-06-27,,194.043
2025-06-30,,194.4027
2025-07-01,,196.4723
2025-07-02,,200.0384
2025-07-03,,201.6055
2025-07-04,,199.4442
2025-07-07,,199.8663
2025-07-08,,202.3269
2025-07-09,,202.8085
2025-07-10,,206.6284
2025-07-11,,204.8968
2025-07-14,,204.1816
2025-07-15,,204.4619
2025-07-16,,203.1945
2025-07-17,,204.3113
2025-07-18,,204.5059
2025-07-21,,203.2346
2025-07-22,,202.6075
2025-07-23,,205.7741
2025-07-24,,204.4468
2025-07-25,,206.5594
2025-07-28,,207.5649
2025-07-29,,206.026
2025-07-30,,205.5886
2025-07-31,,200.549
2025-08-01,,194.6254
2025-08-04,,195.1483
2025-08-05,,196.2964
2025-08-06,,196.4042
2025-08-07,,197.4863
2025-08-08,,198.0267
2025-08-11,,196.8289
2025-08-12,,197.7273
2025-08-13,,200.132
2025-08-14,,199.2069
2025-08-15,,199.5111
2025-08-18,,200.6037
2025-08-19,,203.5115
2025-08-20,,202.8035
2025-08-21,,202.0579
2025-08-22,,205.8351
2025-08-25,,205.6449
2025-08-26,,205.4916
2025-08-27,,208.5873
2025-08-28,,209.3032
2025-08-29,,207.1444
