,MLMTP FP Equity_DX_SI_QTY,MLMTP FP Equity_DX_SHORT_INTEREST_VALUE,MLMTP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMTP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMTP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMTP FP Equity_DX_SI_MV,MLMTP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMTP FP Equity_DX_SUPPLY_SI_QTY,MLMTP FP Equity_DX_BROKER_SI_QTY,MLMTP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMTP FP Equity_DX_SUPPLY_SI_MV,MLMTP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMTP FP Equity_DX_UTILIZATION_QUANTITY,MLMTP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMTP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMTP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMTP FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMTP FP Equity_DX_BROKER_SI_CON_RATIO,MLMTP FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,18050.0,0.02,0.0,0.0,0.0
