,STW FP Equity_DX_SI_QTY,STW FP Equity_DX_SHORT_INTEREST_VALUE,STW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STW FP Equity_DX_SI_MV,STW FP Equity_DX_DSS,STW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STW FP Equity_DX_SUPPLY_SI_QTY,STW FP Equity_DX_BROKER_SI_QTY,STW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STW FP Equity_DX_BROKER_SI_MV_NEW_x,STW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STW FP Equity_DX_SUPPLY_SI_QTY_INC_x,STW FP Equity_DX_BROKER_SI_MV_INC_x,STW FP Equity_DX_SUPPLY_SI_MV_NEW,STW FP Equity_DX_BROKER_SI_QTY_ADD,STW FP Equity_DX_BROKER_SI_QTY_NEW,STW FP Equity_DX_SUPPLY_SI_MV_DEC,STW FP Equity_DX_BROKER_SI_QTY_INC,STW FP Equity_DX_SUPPLY_SI_QTY_DEC,STW FP Equity_DX_BROKER_SI_MV_NEW_y,STW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STW FP Equity_DX_BROKER_SI_MV_INC_y,STW FP Equity_DX_SUPPLY_SI_QTY_INC_y,STW FP Equity_DX_BROKER_SI_MV_ADD,STW FP Equity_DX_SUPPLY_SI_QTY_ADD,STW FP Equity_DX_BROKER_SI_QTY_DEC,STW FP Equity_DX_SUPPLY_SI_MV,STW FP Equity_DX_BROKER_SI_MV_DEC,STW FP Equity_DX_SUPPLY_SI_MV_RMV,STW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STW FP Equity_DX_UTILIZATION_QUANTITY,STW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STW FP Equity_DX_ACTIVE_UTILIZATION_MV,STW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STW FP Equity_DX_BROKER_SI_CON_RATIO,STW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STW FP Equity_DX_DEMAND_SUPPLY_RATIO,STW FP Equity_PX_LAST
2021-11-11,7050.0,1356984.0,3.25,0.17,1.36,,673680.0,4050.0,3500.0,779544.0,,,,,,,,,,,,,,,,,,0.78,,,100.0,27.32,0.0,0.0,,0.0,100.0,42.56,0.4326,49.65,0.4756,192.48
2021-11-12,7050.0,1349934.0,3.27,0.17,1.36,,670180.0,4050.0,3500.0,775494.0,,,,,,,,,,,,,,,,,,0.78,,,100.0,27.32,0.0,0.0,,0.0,100.0,42.57,0.4329,49.66,0.4756,191.48
2021-11-15,550.0,105413.0,0.26,0.01,0.11,,0.0,550.0,0.0,105413.0,,,,,,,,0.68,,3500.0,,,,,,,3500.0,0.11,0.68,,100.0,5.08,0.0,0.0,,0.0,100.0,9.08,0.8348,90.92,0.0508,191.66
2021-11-16,550.0,104984.0,0.27,0.01,0.1,,0.0,550.0,0.0,104984.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,5.08,0.0,0.0,,0.0,100.0,9.12,0.8342,90.88,0.0508,190.88
2021-11-17,550.0,105413.0,0.27,0.01,0.11,,0.0,550.0,0.0,105413.0,,,,,,,,,,,,,,,,,,0.11,,,100.0,5.08,0.0,0.0,,0.0,100.0,9.06,0.8353,90.94,0.0508,191.66
2021-11-18,550.0,104522.0,0.28,0.01,0.1,,0.0,550.0,0.0,104522.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,5.08,0.0,0.0,,0.0,100.0,9.16,0.8336,90.84,0.0508,190.04
2021-11-19,550.0,105116.0,0.28,0.01,0.11,,0.0,550.0,0.0,105116.0,,,,,,,,,,,,,,,,,,0.11,,,100.0,5.08,0.0,0.0,,0.0,100.0,9.04,0.8355,90.96,0.0508,191.12
2021-11-22,550.0,104302.0,0.26,0.01,0.1,,0.0,550.0,0.0,104302.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,5.08,0.0,0.0,,0.0,100.0,9.16,0.8337,90.84,0.0508,189.64
2021-11-23,1050.0,195762.0,0.52,0.03,0.2,,93220.0,1050.0,500.0,195762.0,,,500.0,,,500.0,,,,,,,,500.0,0.09,,,0.2,,,100.0,8.88,0.0,0.0,,0.0,100.0,47.19,0.4555,48.0,0.0888,186.44
2021-11-24,1050.0,195930.0,0.54,0.03,0.2,,93300.0,1050.0,500.0,195930.0,,,,,,,,,,,,,,,,,,0.2,,,100.0,8.88,0.0,0.0,,0.0,100.0,47.6,0.4558,47.64,0.0888,186.6
2021-11-25,1050.0,196518.0,0.58,0.03,0.2,,93580.0,1050.0,500.0,196518.0,,,,,,,,,,,,,,,,,,0.2,,,100.0,8.88,0.0,0.0,,0.0,100.0,47.55,0.4558,47.69,0.0888,187.16
2021-11-26,550.0,101662.0,0.3,0.01,0.1,,0.0,550.0,0.0,101662.0,,,,,,,,0.09,,500.0,,,,,,,500.0,0.1,0.09,,100.0,5.01,0.0,0.0,,0.0,100.0,9.19,0.833,90.81,0.0501,184.84
2021-11-29,50.0,9249.0,0.03,0.0,0.01,,0.0,50.0,0.0,9249.0,,,,,,,,0.09,,500.0,,,,,,,,0.01,,,100.0,0.46,0.0,0.0,,0.0,100.0,9.08,1.0,100.0,0.0046,184.98
2021-11-30,6550.0,1202973.0,3.88,0.16,1.22,,642810.0,3550.0,3500.0,651993.0,,,500.0,,,3500.0,,,,,,,,500.0,0.65,3000.0,,0.66,,,100.0,23.69,0.0,0.0,,0.0,100.0,45.74,0.4955,53.5,0.4372,183.66
2021-12-01,6850.0,1269442.0,4.48,0.17,1.26,,704216.0,3850.0,3800.0,713482.0,,,300.0,0.05,,,,,300.0,,,,0.05,300.0,,,,0.71,,,100.0,24.71,0.0,0.0,,0.0,100.0,43.77,0.4997,55.51,0.4396,185.32
2021-12-02,6850.0,1248070.0,5.78,0.17,1.26,,692360.0,3850.0,3800.0,701470.0,,,,,,,,,,,,,,,,,,0.71,,,100.0,24.71,0.0,0.0,,0.0,100.0,43.97,0.4992,55.3,0.4396,182.2
2021-12-03,6350.0,1156970.0,2.38,0.16,1.17,,601260.0,3350.0,3300.0,610370.0,,,,,,,,0.09,,500.0,,,,,,,500.0,0.61,0.09,,100.0,23.23,0.0,0.0,,0.0,100.0,46.95,0.4937,52.27,0.4403,182.2
2021-12-06,6050.0,1111627.0,2.17,0.16,1.1,,551220.0,3050.0,3000.0,560407.0,,,,,,,,0.05,,300.0,,,,,,,300.0,0.56,0.07,,100.0,22.79,0.0,0.0,,0.0,100.0,49.5,0.4918,49.68,0.4521,183.74
2021-12-07,6050.0,1128325.0,2.18,0.16,1.11,,559500.0,3050.0,3000.0,568825.0,,,,,,,,,,,,,,,,,,0.56,,,100.0,23.05,0.0,0.0,,0.0,100.0,49.57,0.4918,49.61,0.4572,186.5
2021-12-08,50.0,9352.0,0.02,0.0,0.01,,0.0,50.0,0.0,9352.0,,,,,,,,0.55,,3000.0,,,,,,,3000.0,0.01,0.55,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049,187.04
2021-12-09,50.0,9420.0,0.02,0.0,0.01,,0.0,50.0,0.0,9420.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049,188.4
2021-12-10,50.0,9413.0,0.01,0.0,0.01,,0.0,50.0,0.0,9413.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049,188.26
2021-12-13,210050.0,39703651.0,51.97,5.29,41.59,,39694200.0,50.0,210000.0,9451.0,,,,,,210000.0,,,,,,,,,41.58,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.02,0.9995,99.98,20.7724,189.02
2021-12-14,214150.0,39870447.0,52.53,5.21,42.51,,39097800.0,4150.0,210000.0,772647.0,,,1100.0,,,,,,,,,,,1100.0,,3000.0,,0.78,,,100.0,27.1,0.0,0.0,,0.0,100.0,1.33,0.9636,98.15,13.9858,186.18
2021-12-15,218250.0,41096475.0,53.53,5.3,42.65,,40315030.0,4150.0,214100.0,781445.0,0.77,,,,,,4100.0,,,,0.77,,,,,,,0.77,,,100.0,27.1,0.0,0.0,,0.0,100.0,2.28,0.9297,96.38,14.2535,188.3
2021-12-16,218250.0,41803605.0,54.09,5.29,42.86,,41008714.0,4150.0,214100.0,794891.0,,,,,,,,,,,,,,,,,,0.78,,,100.0,27.1,0.0,0.0,,0.0,100.0,2.28,0.9295,96.38,14.2535,191.54
2021-12-17,216050.0,41351970.0,51.58,5.22,43.55,,40768200.0,3050.0,213000.0,583770.0,,,,,,,,0.21,,1100.0,,,,,,,1100.0,0.58,0.2,,100.0,22.66,0.0,0.0,,0.0,100.0,1.32,0.9479,97.34,16.0489,191.4
2021-12-20,216050.0,40509375.0,52.56,5.22,43.32,,39937500.0,3050.0,213000.0,571875.0,,,,,,,,,,,,,,,,,,0.58,,,100.0,23.26,0.0,0.0,,0.0,100.0,1.33,0.9476,97.33,16.4773,187.5
2021-12-21,216050.0,40980364.0,52.69,5.22,42.59,,40401840.0,3050.0,213000.0,578524.0,,,,,,,,,,,,,,,,,,0.57,,,100.0,23.26,0.0,0.0,,0.0,100.0,1.33,0.9476,97.33,16.4773,189.68
2021-12-22,210050.0,40220374.0,51.07,5.08,41.61,,40210800.0,50.0,210000.0,9574.0,,,,,,,,0.56,,3000.0,,,,,,,3000.0,0.01,0.56,,100.0,0.49,0.0,0.0,,0.0,100.0,0.02,0.9995,99.98,20.7724,191.48
2021-12-23,210050.0,40363208.0,51.15,5.01,41.75,,40353600.0,50.0,210000.0,9608.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.02,0.9995,99.98,20.7724,192.16
2021-12-24,210050.0,40283389.0,49.58,4.92,41.77,,40273800.0,50.0,210000.0,9589.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.02,0.9995,99.98,20.7724,191.78
2021-12-27,210050.0,40682484.0,49.62,4.92,42.31,,40672800.0,50.0,210000.0,9684.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.02,0.9995,99.98,20.7724,193.68
2021-12-28,5239.0,1022862.36,1.23,0.12,1.07,,1013100.36,50.0,5189.0,9762.0,,,,,,,,,,,,,,,,,204811.0,0.01,41.3,,100.0,0.49,0.0,0.0,,0.0,100.0,0.91,0.982,99.09,0.5181,195.24
2021-12-29,5239.0,1017413.8,1.17,0.12,1.07,,1007703.8,50.0,5189.0,9710.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.91,0.9819,99.09,0.5181,194.2
2021-12-30,5239.0,1022024.12,1.16,0.12,1.07,,1012270.12,50.0,5189.0,9754.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.91,0.982,99.09,0.51,195.08
2021-12-31,5239.0,1016785.12,1.17,0.12,1.07,,1007081.12,50.0,5189.0,9704.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.91,0.9819,99.09,0.51,194.08
2022-01-03,5239.0,1013327.38,1.2,0.12,1.07,,1003656.38,50.0,5189.0,9671.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.91,0.982,99.09,0.51,193.42
2022-01-04,3550.0,677340.0,0.81,0.08,0.69,,457920.0,1150.0,2400.0,219420.0,,,1100.0,,,2400.0,,,,,,,,1100.0,0.46,,5189.0,0.22,1.06,,100.0,9.22,0.0,0.0,,0.0,100.0,1.41,0.9722,98.59,0.2846,190.8
2022-01-05,3550.0,675423.0,0.8,0.08,0.68,,456624.0,1150.0,2400.0,218799.0,,,,,,,,,,,,,,,,,,0.22,,,100.0,9.34,0.0,0.0,,0.0,100.0,1.41,0.9722,98.59,0.2883,190.26
2022-01-06,3550.0,668394.0,0.73,0.08,0.68,,451872.0,1150.0,2400.0,216522.0,,,,,,,,,,,,,,,,,,0.22,,,100.0,9.34,0.0,0.0,,0.0,100.0,1.41,0.9722,98.59,0.2883,188.28
2022-01-07,2250.0,423090.0,0.45,0.05,0.42,,206844.0,1150.0,1100.0,216246.0,,,,,,,,,,,,,,,,,1300.0,0.22,0.25,,100.0,9.34,0.0,0.0,,0.0,100.0,2.22,0.9565,97.78,0.1827,188.04
2022-01-10,2250.0,417330.0,0.45,0.05,0.42,,204028.0,1150.0,1100.0,213302.0,,,,,,,,,,,,,,,,,,0.22,,,100.0,9.34,0.0,0.0,,0.0,100.0,2.22,0.9565,97.78,0.1827,185.48
2022-01-11,2250.0,420975.0,0.45,0.05,0.42,,205810.0,1150.0,1100.0,215165.0,,,,,,,,,,,,,,,,,,0.21,,,100.0,9.34,0.0,0.0,,0.0,100.0,2.22,0.9565,97.78,0.1827,187.1
2022-01-12,50.0,9306.0,0.01,0.0,0.01,,0.0,50.0,0.0,9306.0,,,,,,,,0.2,,1100.0,,,,,,,1100.0,0.01,0.2,,100.0,0.48,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0048,186.12
2022-01-13,50.0,9217.0,0.01,0.0,0.01,,0.0,50.0,0.0,9217.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049,184.34
2022-01-14,550.0,101134.0,0.17,0.01,0.1,,91940.0,50.0,500.0,9194.0,,,,,,500.0,,,,,,,,,0.09,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,9.18,0.8333,90.82,0.0544,183.88
2022-01-17,2650.0,494649.0,0.83,0.06,0.49,,298656.0,1050.0,1600.0,195993.0,,,1000.0,0.2,,,,,1100.0,,,,0.2,1000.0,,,,0.19,,,100.0,8.56,0.0,0.0,,0.0,100.0,1.89,0.963,98.11,0.2159,186.66
2022-01-18,2650.0,490303.0,0.82,0.06,0.49,,296032.0,1050.0,1600.0,194271.0,,,,,,,,,,,,,,,,,,0.2,,,100.0,8.56,0.0,0.0,,0.0,100.0,1.89,0.963,98.11,0.2159,185.02
2022-01-19,2650.0,491681.0,0.82,0.06,0.49,,296864.0,1050.0,1600.0,194817.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,8.56,0.0,0.0,,0.0,100.0,1.89,0.963,98.11,0.2159,185.54
2022-01-20,4450.0,828857.0,1.19,0.1,0.82,,633284.0,1050.0,3400.0,195573.0,,,,0.33,,,,,1800.0,,,,0.33,,,,,0.19,,,100.0,8.56,0.0,0.0,,0.0,100.0,1.12,0.9778,98.88,0.3626,186.26
2022-01-21,16950.0,3108630.0,6.72,0.39,3.16,,2916060.0,1050.0,15900.0,192570.0,,,,2.33,,,,,12500.0,,,,2.33,,,,,0.2,,,100.0,8.67,0.0,0.0,,0.0,100.0,0.3,0.9941,99.7,1.3994,183.4
2022-01-24,12550.0,2207043.0,4.99,0.29,2.3,,2198250.0,50.0,12500.0,8793.0,,,,,,,,0.19,,1000.0,,,,,,,3400.0,0.01,0.67,,100.0,0.47,0.0,0.0,,0.0,100.0,0.4,0.9921,99.6,1.1882,175.86
2022-01-25,12550.0,2231641.0,5.09,0.29,2.21,,2222750.0,50.0,12500.0,8891.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.4,0.9921,99.6,1.235,177.82
2022-01-26,12550.0,2248960.0,4.81,0.29,2.23,,2240000.0,50.0,12500.0,8960.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.4,0.9921,99.6,1.2411,179.2
2022-01-27,12550.0,2295395.0,4.81,0.29,2.25,,2286250.0,50.0,12500.0,9145.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.4,0.9921,99.6,1.2411,182.9
2022-01-28,12550.0,2293136.0,5.08,0.29,2.3,,2284000.0,50.0,12500.0,9136.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.5,0.0,0.0,,0.0,100.0,0.4,0.9921,99.6,1.2473,182.72
2022-01-31,12550.0,2298407.0,5.15,0.29,2.3,,2289250.0,50.0,12500.0,9157.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.5,0.0,0.0,,0.0,100.0,0.4,0.9921,99.6,1.2473,183.14
2022-02-01,14950.0,2763358.0,6.0,0.35,2.74,,2532308.0,1250.0,13700.0,231050.0,,,1200.0,0.23,,,,,1200.0,,,,0.23,1200.0,,,,0.23,,,100.0,11.1,0.0,0.0,,0.0,100.0,0.33,0.9933,99.67,1.3275,184.84
2022-02-02,38050.0,7041533.0,15.32,0.88,7.02,,6810208.0,1250.0,36800.0,231325.0,,,,4.29,,,,,23100.0,,,,4.29,,,,,0.23,,,100.0,11.1,0.0,0.0,,0.0,100.0,0.13,0.9974,99.87,3.3786,185.06
2022-02-03,35650.0,6437677.0,13.57,0.82,6.6,,6428648.0,50.0,35600.0,9029.0,,,,,,,,0.22,,1200.0,,,,,,,1200.0,0.01,0.12,,100.0,0.47,0.0,0.0,,0.0,100.0,0.14,0.9972,99.86,3.3594,180.58
2022-02-04,25650.0,4574934.0,10.15,0.63,4.63,,4566016.0,50.0,25600.0,8918.0,,,,,,,,,,,,,,,,,10000.0,0.01,1.96,,100.0,0.47,0.0,0.0,,0.0,100.0,0.2,0.996,99.8,2.4171,178.36
2022-02-07,25650.0,4611357.0,10.1,0.65,4.58,,4602368.0,50.0,25600.0,8989.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.2,0.9961,99.8,2.5366,179.78
2022-02-08,25650.0,4596480.0,8.6,0.65,4.59,,4587520.0,50.0,25600.0,8960.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,0.2,0.9961,99.8,2.509,179.2
2022-02-09,36050.0,6559658.0,12.52,0.91,6.45,,5804524.0,4150.0,31900.0,755134.0,,,1200.0,1.13,,,,,6300.0,,,,1.13,1200.0,,2900.0,,0.74,,,100.0,28.97,0.0,0.0,,0.0,100.0,8.05,0.8495,91.81,2.5169,181.96
2022-02-10,38350.0,6962059.0,13.44,1.0,6.95,,6208668.0,4150.0,34200.0,753391.0,,,,0.5,,,,,2300.0,,,,0.5,,,,,0.75,,,100.0,28.97,0.0,0.0,,0.0,100.0,7.57,0.8576,92.3,2.6775,181.54
2022-02-11,38350.0,6881524.0,10.23,1.01,6.95,,6136848.0,4150.0,34200.0,744676.0,,,,,,,,,,,,,,,,,,0.75,,,100.0,28.97,0.0,0.0,,0.0,100.0,7.56,0.8578,92.31,2.6775,179.44
2022-02-14,25350.0,4484922.0,6.59,0.67,4.55,,3963008.0,2950.0,22400.0,521914.0,,,,,,,,0.22,,1200.0,,,,,,,11800.0,0.53,2.22,,100.0,21.83,0.0,0.0,,0.0,100.0,11.42,0.7942,88.38,1.8761,176.92
2022-02-15,12850.0,2326107.0,3.2,0.35,2.28,,1792098.0,2950.0,9900.0,534009.0,,,,,,,,,,,,,,,,,12500.0,0.52,2.25,,100.0,22.67,0.0,0.0,,0.0,100.0,22.57,0.6445,77.05,0.9876,181.02
2022-02-16,12850.0,2335359.0,3.23,0.37,2.32,,1799226.0,2950.0,9900.0,536133.0,,,,,,,,,,,,,,,,,,0.53,,,100.0,22.67,0.0,0.0,,0.0,100.0,22.6,0.6442,77.01,0.9876,181.74
2022-02-17,4850.0,877559.0,1.45,0.15,0.88,,868512.0,50.0,4800.0,9047.0,,,,,,,,0.53,,2900.0,,,,,,,5100.0,0.01,0.92,,100.0,0.49,0.0,0.0,,0.0,100.0,1.03,0.9796,98.97,0.4796,180.94
2022-02-18,4850.0,869993.0,1.51,0.15,0.88,,861024.0,50.0,4800.0,8969.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,1.04,0.9795,98.96,0.4796,179.38
2022-02-21,4850.0,866501.0,1.52,0.15,0.87,,857568.0,50.0,4800.0,8933.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,1.03,0.9796,98.97,0.4796,178.66
2022-02-22,50.0,8970.0,0.02,0.0,0.01,,0.0,50.0,0.0,8970.0,,,,,,,,,,,,,,,,,4800.0,0.01,0.86,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049,179.4
2022-02-23,50.0,9001.0,0.02,0.0,0.01,,0.0,50.0,0.0,9001.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0049,180.02
2022-02-24,50.0,8878.0,0.01,0.0,0.01,,0.0,50.0,0.0,8878.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001,177.56
2022-02-25,50.0,9150.0,0.01,0.0,0.01,,0.0,50.0,0.0,9150.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001,183.0
2022-02-28,9550.0,1757009.0,2.44,0.27,1.75,,1527034.0,1250.0,8300.0,229975.0,,,1200.0,,,8300.0,,,,,,,,1200.0,1.52,,,0.23,,,100.0,0.32,0.0,0.0,,0.0,100.0,0.52,0.9896,99.48,0.0242,183.98
2022-03-01,9550.0,1771716.0,2.44,0.27,1.76,,1539816.0,1250.0,8300.0,231900.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,0.32,0.0,0.0,,0.0,100.0,0.52,0.9896,99.48,0.0242,185.52
2022-03-02,7150.0,1325324.0,1.8,0.2,1.33,,1316056.0,50.0,7100.0,9268.0,,,,,,,,0.22,,1200.0,,,,,,,1200.0,0.01,0.21,,100.0,0.01,0.0,0.0,,0.0,100.0,0.7,0.9861,99.3,0.0181,185.36
2022-03-03,3050.0,557723.0,0.67,0.09,0.57,,548580.0,50.0,3000.0,9143.0,,,,,,,,,,,,,,,,,4100.0,0.01,0.77,,100.0,0.01,0.0,0.0,,0.0,100.0,1.64,0.9678,98.36,0.0077,182.86
2022-03-04,3050.0,547780.0,0.67,0.09,0.56,,538800.0,50.0,3000.0,8980.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,1.67,0.9672,98.33,0.0077,179.6
2022-03-07,3050.0,545767.0,0.69,0.09,0.55,,536820.0,50.0,3000.0,8947.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,1.64,0.9678,98.36,0.0077,178.94
2022-03-08,3050.0,542778.0,0.67,0.09,0.55,,533880.0,50.0,3000.0,8898.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,1.64,0.9678,98.36,0.0077,177.96
2022-03-09,3050.0,559370.0,0.67,0.09,0.54,,550200.0,50.0,3000.0,9170.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,1.64,0.9678,98.36,0.0077,183.4
2022-03-10,3050.0,557174.0,0.66,0.09,0.56,,548040.0,50.0,3000.0,9134.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,1.65,0.9676,98.35,0.0077,182.68
2022-03-11,3050.0,560773.0,0.46,0.09,0.55,,551580.0,50.0,3000.0,9193.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,1.66,0.9674,98.34,0.0077,183.86
2022-03-14,3050.0,565714.0,0.46,0.09,0.56,,556440.0,50.0,3000.0,9274.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,1.64,0.9678,98.36,0.0077,185.48
2022-03-15,5650.0,1047962.0,0.85,0.16,1.05,,797564.0,1350.0,4300.0,250398.0,,,1300.0,0.25,,,,,1300.0,,,,0.25,1300.0,,,,0.25,,,100.0,0.34,0.0,0.0,,0.0,100.0,0.89,0.9824,99.11,0.0143,185.48
2022-03-16,15650.0,2941887.0,2.33,0.44,2.91,,1748214.0,6350.0,9300.0,1193673.0,,,,0.94,,,,,5000.0,,,,0.94,,,5000.0,,1.18,,,100.0,1.59,0.0,0.0,,0.0,100.0,32.02,0.5603,67.66,0.0391,187.98
2022-03-17,15650.0,2983829.0,2.34,0.44,2.93,,1773138.0,6350.0,9300.0,1210691.0,,,,,,,,,,,,,,,,,,1.19,,,100.0,1.59,0.0,0.0,,0.0,100.0,31.95,0.5609,67.74,0.0391,190.66
2022-03-18,15650.0,3014503.0,2.26,0.44,2.99,,1791366.0,6350.0,9300.0,1223137.0,,,,,,,,,,,,,,,,,,1.21,,,100.0,1.59,0.0,0.0,,0.0,100.0,31.87,0.5615,67.82,0.0391,192.62
2022-03-21,13050.0,2517084.0,1.87,0.37,2.51,,1543040.0,5050.0,8000.0,974044.0,,,,,,,,0.25,,1300.0,,,,,,,1300.0,0.97,0.24,,100.0,1.26,0.0,0.0,,0.0,100.0,38.32,0.5226,61.3,0.0327,192.88
2022-03-22,13050.0,2521521.0,2.01,0.37,2.52,,1545760.0,5050.0,8000.0,975761.0,,,,,,,,,,,,,,,,,,0.97,,,100.0,1.27,0.0,0.0,,0.0,100.0,38.34,0.5225,61.27,0.0327,193.22
2022-03-23,13050.0,2515518.0,2.03,0.37,2.52,,1542080.0,5050.0,8000.0,973438.0,,,,,,,,,,,,,,,,,,0.98,,,100.0,1.26,0.0,0.0,,0.0,100.0,38.38,0.5223,61.23,0.0327,192.76
2022-03-24,50.0,9657.0,0.01,0.0,0.01,,0.0,50.0,0.0,9657.0,,,,,,,,0.97,,5000.0,,,,,,,8000.0,0.01,1.54,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001,193.14
2022-03-25,50.0,9678.0,0.01,0.0,0.01,,0.0,50.0,0.0,9678.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001,193.56
2022-03-28,650.0,126230.0,0.1,0.02,0.13,,116520.0,50.0,600.0,9710.0,,,,,,600.0,,,,,,,,,0.12,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,7.69,0.858,92.31,0.0018,194.2
2022-03-29,650.0,127101.0,0.1,0.02,0.13,,117324.0,50.0,600.0,9777.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,7.68,0.8582,92.32,0.0018,195.54
2022-03-30,650.0,127816.0,0.1,0.02,0.13,,117984.0,50.0,600.0,9832.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,7.67,0.8583,92.33,0.0019,196.64
2022-03-31,650.0,127478.0,0.1,0.02,0.13,,117672.0,50.0,600.0,9806.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.02,0.0,0.0,,0.0,100.0,7.71,0.8576,92.29,0.002,196.12
2022-04-01,650.0,128141.0,0.1,0.02,0.13,,118284.0,50.0,600.0,9857.0,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.02,0.0,0.0,,0.0,100.0,7.71,0.8577,92.29,0.0021,197.14
2022-04-04,650.0,130292.5,0.1,0.02,0.13,,120270.0,50.0,600.0,10022.5,,,,,,,,,,,,,,,,,,0.01,,,100.0,0.02,0.0,0.0,,0.0,100.0,7.72,0.8575,92.28,0.0021,200.45
