,ATE FP Equity_DX_SI_QTY,ATE FP Equity_DX_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATE FP Equity_DX_SI_MV,ATE FP Equity_DX_DSS,ATE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY,ATE FP Equity_DX_BROKER_SI_QTY,ATE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATE FP Equity_DX_BROKER_SI_MV_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATE FP Equity_DX_BROKER_SI_MV_INC_x,ATE FP Equity_DX_SUPPLY_SI_MV_NEW,ATE FP Equity_DX_BROKER_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_NEW,ATE FP Equity_DX_SUPPLY_SI_MV_DEC,ATE FP Equity_DX_BROKER_SI_QTY_INC,ATE FP Equity_DX_SUPPLY_SI_QTY_DEC,ATE FP Equity_DX_BROKER_SI_MV_NEW_y,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATE FP Equity_DX_BROKER_SI_MV_INC_y,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATE FP Equity_DX_BROKER_SI_MV_ADD,ATE FP Equity_DX_SUPPLY_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_DEC,ATE FP Equity_DX_SUPPLY_SI_MV,ATE FP Equity_DX_BROKER_SI_MV_DEC,ATE FP Equity_DX_SUPPLY_SI_MV_RMV,ATE FP Equity_DX_BROKER_SI_MV_RMV,ATE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATE FP Equity_DX_UTILIZATION_QUANTITY,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATE FP Equity_DX_ACTIVE_UTILIZATION_MV,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATE FP Equity_DX_BROKER_SI_CON_RATIO,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATE FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-07-06,48865.0,3502154.55,0.18,1.26,0.15,3.52,0.0,712973.16,41180.0,9948.0,2951370.6,,,,0.1,,,,0.04,1231.0,500.0,,,0.1,,,315.0,,2.94,,,,0.92,0.92,4432028.0,317643446.76,,315.78,0.92,10.87,0.4705,66.34,0.0109
2017-07-07,49180.0,3474075.2,0.19,1.24,0.15,3.54,0.0,724978.32,41180.0,10263.0,2908955.2,,,,0.03,,,,,315.0,,,,0.03,,,,,2.95,,,,0.93,0.93,4408355.0,311406197.2,,315.17,0.93,10.82,0.4664,66.04,0.0111
2017-07-10,49534.0,3591710.34,0.19,1.22,0.15,3.54,0.0,769838.67,41348.0,10617.0,2998143.48,,,,0.02,,,,,354.0,,,,0.02,,,168.0,,2.92,,,,0.93,0.93,4406579.0,319521043.29,,312.58,0.93,10.66,0.4547,65.04,0.0111
2017-07-11,49224.0,3584983.92,0.19,1.17,0.15,3.59,0.0,750658.81,40870.0,10307.0,2976562.1,,,,,,,,0.03,,478.0,,,,,,,310.0,2.96,0.02,,,0.92,0.92,4411816.0,321312559.28,,319.13,0.92,10.79,0.464,65.82,0.0111
2017-07-12,49167.0,3647699.73,0.19,1.15,0.15,3.62,0.0,760447.5,40813.0,10250.0,3027916.47,,,,,,,,0.0,,57.0,,,,,,,57.0,2.97,0.0,,,0.92,0.92,4415082.0,327554933.58,,322.61,0.91,10.77,0.4627,65.71,0.011
2017-07-13,45664.0,3403794.56,0.17,1.07,0.14,3.42,0.0,764035.0,37515.0,10250.0,2796368.1,,,205.0,,,,,0.36,,4917.0,,,,205.0,,1414.0,,2.78,,,,0.84,0.84,4418241.0,329335684.14,,328.24,0.84,10.26,0.5691,73.84,0.0102
2017-07-14,47971.0,3533543.86,0.18,1.13,0.14,3.59,0.0,848194.9,38557.0,11515.0,2840108.62,,,,0.1,,,,,1265.0,,,,0.1,,,1042.0,,2.87,,,,0.87,0.87,4405283.0,324493145.78,,326.96,0.87,9.82,0.5424,71.83,0.0108
2017-07-17,50048.0,3736583.68,0.19,1.2,0.15,3.72,0.0,937505.62,39592.0,12557.0,2955938.72,,,1035.0,0.07,,,,,1042.0,,,,0.07,1035.0,,,,2.92,,,,0.89,0.89,4421574.0,330114714.84,,325.97,0.89,11.0,0.5175,69.78,0.0112
2017-07-18,51070.0,3791436.8,0.19,1.21,0.15,3.83,0.0,1008104.96,39579.0,13579.0,2938344.96,,,,0.08,,,,0.0,1022.0,13.0,,,0.08,,,,,2.95,,,,0.88,0.88,4435132.0,329264199.68,,329.82,0.89,13.06,0.5027,68.45,0.0114
2017-07-19,51070.0,3806247.1,0.19,1.23,0.15,3.82,0.0,1012042.87,39699.0,13579.0,2958766.47,,,120.0,,,,,,,,,,,120.0,,,,2.95,,,,0.89,0.89,4434570.0,330508502.1,,330.28,0.88,13.19,0.4999,68.21,0.0114
2017-07-20,51190.0,3813655.0,0.19,1.24,0.15,3.83,0.0,1020575.5,40308.0,13699.0,3002946.0,,,609.0,0.0,,,,,120.0,,,,0.0,609.0,,,,3.0,,,,0.9,0.9,4436611.0,330527519.5,,329.21,0.9,13.26,0.5001,68.22,0.0114
2017-07-21,51799.0,3867313.34,0.2,1.24,0.15,3.89,0.0,1068235.28,40596.0,14308.0,3030897.36,,,288.0,0.05,,,,,609.0,,,,0.05,288.0,,,,3.02,,,,0.91,0.91,4433879.0,331033406.14,,329.98,0.91,14.59,0.4887,67.13,0.0116
2017-07-24,52087.0,3890378.03,0.2,1.23,0.15,3.92,0.0,1090175.24,40596.0,14596.0,3032115.24,,,,0.03,,,,,288.0,,,,0.03,,,,,3.03,,,,0.91,0.91,4432284.0,331047291.96,,331.12,0.91,15.22,0.484,66.66,0.0116
2017-07-25,52087.0,3872147.58,0.2,1.23,0.15,3.92,0.0,1085066.64,41228.0,14596.0,3064889.52,,,632.0,,,,,,,,,,,632.0,,,,3.08,,,,0.92,0.92,4439324.0,330019346.16,,331.22,0.92,15.2,0.485,66.75,0.0116
2017-07-26,52814.0,3961050.0,0.2,1.23,0.16,3.96,0.0,1149225.0,42643.0,15323.0,3198225.0,,,1415.0,0.05,,95.0,,,632.0,,,,0.05,1415.0,0.01,,,3.17,,,,0.95,0.95,4431200.0,332340000.0,,328.83,0.95,16.33,0.472,65.51,0.0118
2017-07-27,55534.0,4208366.52,0.21,1.29,0.16,4.21,0.0,1367298.54,43070.0,18043.0,3263844.6,1.39,,,0.11,,1400.0,18043.0,,1320.0,,1.39,,0.11,,0.11,43070.0,,3.23,,,,0.96,0.96,4435425.0,336116506.5,,332.58,0.96,18.24,0.4296,61.73,0.0124
2017-07-28,55920.0,4102291.2,0.21,1.27,0.17,4.24,0.0,1351951.44,43029.0,18429.0,3156607.44,,,,0.04,,,,0.0,386.0,41.0,,,0.04,,,,,3.24,,,,0.96,0.96,4447733.0,326285692.88,,334.24,0.96,19.05,0.4313,61.73,0.0125
2017-07-31,60227.0,4393559.65,0.23,1.5,0.18,4.46,0.0,1658591.2,43149.0,22736.0,3147719.55,,,120.0,0.33,,,,,4307.0,,,,0.33,120.0,,,,3.16,,,,0.96,0.96,4468040.0,325943518.0,,326.26,0.96,17.35,0.3656,56.2,0.0134
2017-08-01,60347.0,4425245.51,0.23,1.52,0.18,4.46,0.0,1676030.48,43149.0,22856.0,3164116.17,,,,0.01,,,,,120.0,,,,0.01,,,,,3.15,,,,0.96,0.96,4474029.0,328080546.57,,326.7,0.95,17.55,0.3636,55.95,0.0134
2017-08-02,60268.0,4413425.64,0.23,1.5,0.18,4.47,0.0,1667959.71,43070.0,22777.0,3154016.1,,,,,,,,0.01,,79.0,,,,,,,79.0,3.16,0.0,,,0.95,0.95,4472998.0,327557643.54,,327.38,0.96,17.41,0.3649,56.11,0.0133
2017-08-03,59058.0,4314186.9,0.22,1.48,0.18,4.37,0.0,1575469.35,41980.0,21567.0,3066639.0,,,,,,,,0.08,,1090.0,,,,,,,1210.0,3.07,0.1,,,0.93,0.93,4466031.0,326243564.55,,326.76,0.93,15.35,0.3752,57.52,0.0131
2017-08-04,60268.0,4459832.0,0.23,1.62,0.18,4.47,0.0,1595958.0,43070.0,21567.0,3187180.0,,,1210.0,,,,,0.01,,120.0,,,,1210.0,,,,3.16,,,,0.96,0.96,4465053.0,330413922.0,,328.14,0.95,15.38,0.3731,57.32,0.0134
2017-08-07,57076.0,4224765.52,0.22,1.59,0.17,4.25,0.0,1360117.5,42975.0,18375.0,3181009.5,,,,0.09,,,,0.01,1210.0,95.0,,,0.09,,,,4402.0,3.18,0.34,,,0.95,0.95,4465434.0,330531424.68,,329.92,0.95,18.88,0.4291,61.53,0.0127
2017-08-08,57076.0,4217916.4,0.22,1.61,0.17,4.26,0.0,1357912.5,42975.0,18375.0,3175852.5,,,,,,,,,,,,,,,,,,3.18,,,,0.95,0.95,4465260.0,329982714.0,,330.92,0.95,18.94,0.4288,61.49,0.0127
2017-08-09,57076.0,4205930.44,0.22,1.65,0.17,4.25,0.0,1354053.75,42975.0,18375.0,3166827.75,,,,,,,,,,,,,,,,,,3.17,,,,0.97,0.97,4379843.0,322750630.67,,323.34,0.97,18.91,0.4293,61.54,0.0129
2017-08-10,62040.0,4562421.6,0.23,1.81,0.18,4.6,0.0,1500583.7,45909.0,20405.0,3376147.86,,,2934.0,,,2030.0,,,,,,,,2934.0,0.15,,,3.38,,,,1.04,1.04,4377632.0,321931057.28,,322.11,1.04,18.14,0.3972,59.09,0.014
2017-08-11,65447.0,4743598.56,0.25,1.93,0.19,4.82,0.0,1478954.4,49316.0,20405.0,3574423.68,,,3407.0,,,,,,,,,,,3407.0,,,,3.62,,,,1.11,1.11,4377906.0,317310626.88,,320.32,1.12,18.15,0.3986,59.22,0.0148
2017-08-14,41597.0,3065698.9,0.16,1.26,0.12,3.06,0.0,1806018.5,21366.0,24505.0,1574674.2,,,2050.0,0.3,,,,2.21,4100.0,30000.0,,,0.3,2050.0,,,,1.56,,,,0.48,0.48,4410328.0,325041173.6,,321.12,0.48,24.48,0.2536,36.85,0.0094
2017-08-15,41597.0,3057795.47,0.16,1.27,0.12,3.1,0.0,1801362.55,21366.0,24505.0,1570614.66,,,,,,,,,,,,,,,,,,1.58,,,,0.48,0.48,4410896.0,324244964.96,,325.44,0.48,24.62,0.2548,37.11,0.0094
2017-08-16,40328.0,3007258.96,0.15,1.26,0.12,3.0,0.0,1732708.52,20097.0,23236.0,1498633.29,,,,,,,,0.09,,1269.0,,,,,,,1269.0,1.48,0.1,,,0.45,0.45,4408969.0,328776818.33,,324.21,0.45,25.9,0.2422,33.26,0.0091
2017-08-17,38203.0,2829696.21,0.14,1.23,0.11,2.87,0.0,1563691.77,20002.0,21111.0,1481548.14,,,,,,,,0.01,,95.0,,,,,,,2125.0,1.49,0.14,,,0.45,0.45,4415035.0,327021642.45,,328.72,0.45,19.28,0.2453,36.41,0.0086
2017-08-18,38203.0,2796077.57,0.14,1.26,0.11,2.84,0.0,1545114.09,20395.0,21111.0,1492710.05,,,393.0,,,,,,,,,,,393.0,,,,1.5,,,,0.46,0.46,4416047.0,323210479.93,,326.29,0.46,19.28,0.2458,36.49,0.0086
2017-08-21,33922.0,2464094.08,0.13,1.14,0.1,2.5,0.0,1371443.2,18326.0,18880.0,1331200.64,,,,0.02,,,,0.16,374.0,2069.0,,,0.02,,,,2605.0,1.33,0.2,,,0.41,0.41,4416209.0,320793421.76,,322.06,0.41,21.52,0.2824,42.61,0.0077
2017-08-22,32427.0,2370089.43,0.12,1.15,0.1,2.39,0.0,1270669.65,18326.0,17385.0,1339447.34,,,,,,,,,,,,,,,,,1495.0,1.34,0.11,,,0.41,0.41,4422641.0,323250830.69,,322.2,0.41,23.45,0.3246,46.08,0.0073
2017-08-23,31636.0,2314489.76,0.12,1.16,0.09,2.33,0.0,1214017.04,17535.0,16594.0,1282860.6,,,,,,,,0.06,,791.0,,,,,,,791.0,1.28,0.06,,,0.39,0.39,4427592.0,323922630.72,,323.18,0.39,24.59,0.312,43.41,0.0071
2017-08-24,31636.0,2306264.4,0.12,1.17,0.09,2.34,0.0,1209702.6,18312.0,16594.0,1334944.8,,,777.0,,,,,,,,,,,777.0,,,,1.34,,,,0.41,0.41,4429168.0,322886347.2,,324.08,0.41,24.49,0.3128,43.61,0.0071
2017-08-25,32398.0,2342051.42,0.12,1.22,0.1,2.37,0.0,1254665.24,18297.0,17356.0,1322690.13,,,,0.05,,,,0.0,762.0,15.0,,,0.05,,,,,1.32,,,,0.41,0.41,4427095.0,320034697.55,,320.82,0.41,23.42,0.3247,46.11,0.0073
2017-08-28,32398.0,2339135.6,0.12,1.22,0.1,2.36,0.0,1253103.2,18591.0,17356.0,1342270.2,,,294.0,,,,,,,,,,,294.0,,,,1.34,,,,0.42,0.42,4428465.0,319735173.0,,318.81,0.42,23.49,0.3238,45.94,0.0073
2017-08-29,31460.0,2237749.8,0.12,1.18,0.09,2.28,0.0,1167812.34,18599.0,16418.0,1322946.87,,,,,,,,0.09,,1232.0,,,,,,1240.0,938.0,1.34,0.07,,,0.42,0.42,4435748.0,315514755.24,,319.37,0.42,24.65,0.3106,43.16,0.0071
2017-08-30,32700.0,2342628.0,0.12,1.23,0.1,2.37,0.0,1265019.12,18599.0,17658.0,1332432.36,,,,0.09,,,,,1240.0,,,,0.09,,,,,1.33,,,,0.42,0.42,4433294.0,317601182.16,,317.33,0.42,23.04,0.3296,47.04,0.0073
2017-08-31,30683.0,2193834.5,0.12,1.17,0.09,2.21,0.0,1118331.5,16582.0,15641.0,1185613.0,,,,,,,,0.14,,2017.0,,,,,,,2017.0,1.19,0.15,,,0.37,0.37,4430899.0,316809278.5,,317.35,0.37,26.07,0.2988,39.99,0.0069
2017-09-01,33949.0,2422600.64,0.13,1.29,0.1,2.45,0.0,1349203.52,16853.0,18907.0,1202630.08,,,271.0,0.02,,3000.0,,,271.0,,,,0.02,271.0,0.21,,5.0,1.21,0.0,,,0.38,0.38,4431357.0,316221635.52,,317.14,0.38,27.35,0.2979,39.35,0.0076
2017-09-04,33949.0,2440593.61,0.13,1.3,0.1,2.45,0.0,1359224.23,16853.0,18907.0,1211562.17,,,,,,,,,,,,,,,,,,1.2,,,,0.38,0.38,4407488.0,316854312.32,,314.78,0.38,27.5,0.2973,39.08,0.0077
2017-09-05,38948.0,2828014.28,0.15,1.49,0.12,2.83,0.0,1735814.66,16853.0,23906.0,1223696.33,,,,0.37,,,,,5000.0,,,,0.37,,,,1.0,1.21,0.0,,,0.38,0.38,4403517.0,319739369.37,,316.95,0.38,27.54,0.2972,39.03,0.0088
2017-09-06,38948.0,2845930.36,0.15,1.53,0.12,2.86,0.0,1746811.42,17126.0,23906.0,1251396.82,,,273.0,,,,,,,,,,,273.0,,,,1.24,,,,0.39,0.39,4403587.0,321770102.09,,319.93,0.39,27.48,0.2973,39.11,0.0088
2017-09-07,38350.0,2900410.5,0.14,1.5,0.11,2.85,0.0,1762784.04,17126.0,23308.0,1295239.38,,,,,,,,,,,,,,,,,598.0,1.25,0.05,,,0.39,0.39,4403777.0,333057654.51,,322.62,0.39,29.08,0.2895,35.81,0.0087
2017-09-08,35350.0,2646654.5,0.13,1.4,0.1,2.67,0.0,1520459.96,16580.0,20308.0,1241344.6,,,156.0,,,,,0.05,,702.0,,,,156.0,,,3000.0,1.25,0.23,,,0.38,0.38,4404792.0,329786777.04,,331.68,0.38,28.49,0.2909,36.82,0.008
2017-09-11,32469.0,2439395.97,0.12,1.32,0.1,2.46,0.0,1174958.07,18368.0,15639.0,1379987.84,,,1788.0,0.03,,,,,331.0,,,,0.03,1788.0,,,5000.0,1.38,0.37,,,0.42,0.42,4403889.0,330864180.57,,330.73,0.42,27.93,0.2943,38.09,0.0073
2017-09-12,32871.0,2483404.05,0.12,1.35,0.1,2.49,0.0,1238642.25,17336.0,16395.0,1309734.8,,,,0.05,,,,0.08,756.0,1032.0,,,0.05,,,,,1.3,,,,0.39,0.39,4406718.0,332927544.9,,331.53,0.39,26.79,0.3023,40.63,0.0074
2017-09-13,33800.0,2565758.0,0.13,1.43,0.1,2.58,0.0,1244544.45,18265.0,16395.0,1386496.15,,,929.0,,,,,,,,,,,929.0,,,,1.39,,,,0.41,0.41,4402501.0,334193850.91,,333.69,0.41,26.74,0.3027,40.74,0.0076
2017-09-14,34543.0,2625268.0,0.13,1.5,0.1,2.63,0.0,1302488.0,18079.0,17138.0,1374004.0,,,,0.06,,,,0.01,743.0,186.0,,,0.06,,,,,1.37,,,,0.41,0.41,4389669.0,333614844.0,,333.17,0.41,25.62,0.3121,43.19,0.0078
2017-09-15,34543.0,2624922.57,0.13,1.54,0.1,2.63,0.0,1302316.62,18977.0,17138.0,1442062.23,,,,,,,,,,,,,,,,898.0,,1.44,,,,0.43,0.43,4386967.0,333365622.33,,332.64,0.43,25.66,0.3117,43.09,0.0078
2017-09-18,35824.0,2785316.0,0.14,1.57,0.11,2.76,0.0,1393202.25,19360.0,17919.0,1505240.0,,,,0.07,,,,0.01,781.0,117.0,,,0.07,,,500.0,,1.47,,,,0.44,0.44,4392172.0,341491373.0,,335.08,0.44,24.02,0.3067,44.25,0.0081
2017-09-19,39617.0,3095276.21,0.15,1.73,0.12,3.1,0.0,1400011.47,23153.0,17919.0,1808943.89,,,3793.0,,,,,,,,,,,3793.0,,,,1.8,,,,0.52,0.52,4398109.0,343624256.17,,341.24,0.52,23.83,0.3075,44.52,0.009
2017-09-20,43124.0,3140289.68,0.16,1.86,0.13,3.36,0.0,1560241.32,22867.0,21426.0,1665174.94,,,,0.28,,,,0.02,3507.0,286.0,,,0.28,,,,,1.8,,,,0.52,0.52,4391978.0,319823837.96,,340.02,0.53,19.06,0.3728,54.98,0.0098
2017-09-21,44427.0,3329359.38,0.17,1.51,0.13,3.27,0.0,1703311.26,22867.0,22729.0,1713652.98,,,,,,1303.0,,,,,,,,,0.09,,,1.66,,,,0.52,0.52,4376917.0,328006159.98,,320.8,0.51,19.2,0.3241,50.03,0.0101
2017-09-22,67028.0,5110214.72,0.25,2.2,0.2,5.05,0.0,3255981.68,39555.0,42707.0,3015673.2,,,11627.0,0.45,,14065.0,,,5913.0,,,,0.45,11627.0,1.04,5061.0,,2.97,,,,0.92,0.92,4238697.0,323158259.28,,318.31,0.93,25.65,0.203,30.15,0.0157
2017-09-25,60721.0,4584435.5,0.23,1.88,0.18,4.66,0.0,2748200.0,33248.0,36400.0,2510224.0,,,,,,,,0.44,,6307.0,,,,,,,6307.0,2.55,0.44,,,0.79,0.79,4160906.0,314148403.0,,318.02,0.79,19.64,0.1891,30.01,0.0145
2017-09-26,47241.0,3538823.31,0.18,1.45,0.14,3.58,0.0,1680755.67,25075.0,22437.0,1878368.25,,,,0.02,,,,0.63,528.0,8173.0,,,0.02,,,,14491.0,1.9,1.11,,,0.6,0.6,4177127.0,312908583.57,,315.9,0.6,16.79,0.2877,47.13,0.0112
2017-09-27,47062.0,3512237.06,0.18,1.43,0.14,3.54,0.0,1661114.54,25075.0,22258.0,1871347.25,,,500.0,,,,,0.04,,500.0,,,,500.0,,,179.0,1.88,0.02,,,0.6,0.6,4173759.0,311487634.17,,312.6,0.6,17.32,0.2952,47.52,0.0112
2017-09-28,49411.0,3735471.6,0.19,1.49,0.15,3.7,0.0,1860289.2,27575.0,24607.0,2084670.0,,,2500.0,0.19,,,,,2500.0,,,,0.19,2500.0,,,151.0,2.06,0.02,,,0.66,0.66,4174216.0,315570729.6,,311.59,0.66,25.09,0.2773,42.51,0.0118
2017-09-29,44840.0,3430708.4,0.17,1.33,0.13,3.41,0.0,1766233.35,24526.0,23085.0,1876484.26,,,,,,,,0.23,,3049.0,,,,,,,1522.0,1.86,0.1,,,0.58,0.58,4176932.0,319577067.32,,314.99,0.59,29.98,0.3374,46.26,0.0107
2017-10-02,44840.0,3412324.0,0.17,1.33,0.13,3.45,0.0,1756768.5,24526.0,23085.0,1866428.6,,,,,,,,,,,,,,,,,,1.88,,,,0.58,0.58,4175909.0,317786674.9,,320.27,0.58,29.57,0.3399,46.88,0.0107
2017-10-03,47695.0,3662976.0,0.18,1.43,0.14,3.65,0.0,1996569.6,27438.0,25997.0,2107238.4,,,2912.0,0.22,,,,,2912.0,,,,0.22,2912.0,,,,2.09,,,,0.65,0.65,4173130.0,320496384.0,,318.01,0.65,26.66,0.2811,41.33,0.0114
2017-10-04,48060.0,3682837.8,0.18,1.43,0.14,3.7,0.0,2020120.06,27803.0,26362.0,2130543.89,,,365.0,0.03,,,,,365.0,,,,0.03,365.0,,,,2.13,,,,0.66,0.66,4174482.0,319890555.66,,320.4,0.66,26.12,0.2772,40.95,0.0114
2017-10-05,48217.0,3709815.98,0.18,1.44,0.14,3.72,0.0,2040371.86,27960.0,26519.0,2151242.4,,,157.0,0.01,,,,,157.0,,,,0.01,157.0,,,,2.15,,,,0.66,0.66,4177023.0,321380149.62,,320.84,0.67,26.01,0.2757,40.72,0.0115
2017-10-06,48267.0,3682772.1,0.18,1.45,0.14,3.71,0.0,2027214.7,28467.0,26569.0,2172032.1,,,507.0,0.0,,,,,50.0,,,,0.0,507.0,,,,2.18,,,,0.68,0.68,4176301.0,318651766.3,,320.64,0.68,25.83,0.2752,40.72,0.0115
2017-10-09,49073.0,3761936.18,0.18,1.46,0.15,3.76,0.0,2098567.5,28853.0,27375.0,2211870.98,,,386.0,0.06,,,,,806.0,,,,0.06,386.0,,,,2.2,,,,0.68,0.68,4184323.0,320770201.18,,319.62,0.68,25.22,0.276,41.08,0.0116
2017-10-10,52094.0,3970083.74,0.2,1.55,0.15,3.99,0.0,2226551.36,32358.0,29216.0,2466003.18,,,1207.0,0.18,,,,,2298.0,,,,0.18,1207.0,,2298.0,457.0,2.47,0.04,,,0.76,0.76,4228256.0,322235389.76,,323.06,0.76,23.5,0.2569,36.78,0.0122
2017-10-11,52869.0,4005355.44,0.2,1.58,0.16,4.03,0.0,2272118.16,31432.0,29991.0,2381288.32,,,,0.09,,,,0.07,1207.0,926.0,,,0.09,,,,432.0,2.39,0.04,,,0.74,0.74,4221376.0,319811445.76,,320.92,0.74,22.95,0.2692,40.03,0.0124
2017-10-12,47978.0,3649686.46,0.18,1.42,0.14,3.66,0.0,1980026.03,27964.0,26029.0,2127221.48,,,,,,,,0.3,,3962.0,,,,,,494.0,3962.0,2.12,0.3,,,0.66,0.66,4211341.0,320356709.87,,319.4,0.66,26.53,0.287,42.35,0.0113
2017-10-13,49702.0,3813137.44,0.19,1.49,0.15,3.81,0.0,2129210.16,28089.0,27753.0,2154988.08,,,125.0,0.14,,,,,1724.0,,,,0.14,125.0,,,,2.14,,,,0.66,0.66,4201751.0,322358336.72,,320.33,0.66,24.85,0.3033,45.61,0.0118
2017-10-16,46452.0,3559616.76,0.17,1.42,0.14,3.59,0.0,1877664.89,24845.0,24503.0,1903872.35,,,,,,,,0.25,,3244.0,,,,,,,3250.0,1.91,0.24,,,0.59,0.59,4205104.0,322237119.52,,322.99,0.59,27.99,0.3547,49.71,0.011
2017-10-17,46452.0,3530352.0,0.17,1.42,0.14,3.58,0.0,1862228.0,24845.0,24503.0,1888220.0,,,,,,,,,,,,,,,,,,1.91,,,,0.58,0.58,4237879.0,322078804.0,,324.65,0.58,27.89,0.3553,49.84,0.0109
2017-10-18,40059.0,3049291.08,0.15,1.23,0.12,3.06,0.0,1899270.12,18551.0,24951.0,1412102.12,,,579.0,0.04,,,,0.54,547.0,6873.0,,,0.04,579.0,,,99.0,1.41,0.02,,,0.44,0.44,4244208.0,323069112.96,,322.22,0.44,27.62,0.3377,48.19,0.0094
2017-10-19,40932.0,3062532.24,0.15,1.26,0.12,3.11,0.0,1866833.82,19424.0,24951.0,1453303.68,,,873.0,,,,,,,,,,,873.0,,,,1.47,,,,0.46,0.46,4240283.0,317257974.06,,321.07,0.46,27.38,0.3392,48.53,0.0096
2017-10-20,41189.0,3071875.62,0.15,1.31,0.12,3.1,0.0,1880012.64,18808.0,25208.0,1402700.64,,,,0.06,,,,0.05,873.0,616.0,,,0.06,,,,616.0,1.41,0.05,,,0.44,0.44,4232516.0,315661043.28,,317.35,0.44,27.15,0.3663,51.49,0.0097
2017-10-23,41189.0,3094529.57,0.15,1.29,0.12,3.1,0.0,1893877.04,18808.0,25208.0,1413045.04,,,,,,,,,,,,,,,,,,1.41,,,,0.44,0.44,4233984.0,318099217.92,,316.43,0.44,27.38,0.3648,51.2,0.0097
2017-10-24,41189.0,3065697.27,0.15,1.28,0.12,3.1,0.0,1876231.44,18808.0,25208.0,1399879.44,,,,,,,,,,,,,,,,,,1.41,,,,0.44,0.44,4237825.0,315421314.75,,317.68,0.44,27.16,0.3658,51.42,0.0097
2017-10-25,44874.0,3339523.08,0.17,1.39,0.13,3.35,0.0,2150217.06,19313.0,28893.0,1437273.46,,,505.0,0.26,,,,,3685.0,,,,0.26,505.0,,,,1.43,,,,0.45,0.45,4242039.0,315692542.38,,315.06,0.45,23.88,0.4071,57.34,0.0105
2017-10-26,44654.0,3389238.6,0.17,1.37,0.13,3.39,0.0,2176280.7,20463.0,28673.0,1553141.7,,,,,,,,,,,,,,,,1150.0,220.0,1.54,0.0,,,0.48,0.48,4233785.0,321344281.5,,317.89,0.48,24.11,0.4049,57.03,0.0105
2017-10-27,45804.0,3490264.8,0.17,1.37,0.14,3.52,0.0,2272512.6,20601.0,29823.0,1569796.2,,,138.0,0.12,,,,,1150.0,,,,0.12,138.0,,,,1.57,,,,0.48,0.48,4231390.0,322431918.0,,322.38,0.48,22.93,0.4209,59.05,0.0108
2017-10-30,43653.0,3294055.38,0.16,1.31,0.13,3.33,0.0,2088129.12,20601.0,27672.0,1554551.46,,,,,,,,,,,,,,,,,2151.0,1.56,0.17,,,0.48,0.48,4237763.0,319781595.98,,321.59,0.48,24.64,0.3961,55.92,0.0103
2017-10-31,43653.0,3280522.95,0.16,1.32,0.13,3.32,0.0,2079550.8,20601.0,27672.0,1548165.15,,,,,,,,,,,,,,,,,,1.55,,,,0.48,0.48,4240729.0,318690784.35,,319.57,0.48,24.67,0.3961,55.9,0.0102
2017-11-01,45809.0,3440713.99,0.17,1.39,0.14,3.48,0.0,2240381.08,21550.0,29828.0,1618620.5,,,,0.17,,,,,2156.0,,,,0.17,,,949.0,,1.62,,,,0.51,0.51,4234967.0,318088371.37,,318.56,0.51,22.87,0.3847,55.83,0.0108
2017-11-02,46111.0,3416825.1,0.17,1.75,0.14,3.47,0.0,2232633.0,20609.0,30130.0,1527126.9,,,,0.09,,,,0.07,1250.0,941.0,,,0.09,,,,948.0,1.54,0.08,,,0.48,0.48,4228789.0,313353264.9,,316.5,0.48,22.56,0.4254,59.62,0.0109
2017-11-03,46118.0,3421955.6,0.17,1.86,0.14,3.46,0.0,2236165.4,20609.0,30137.0,1529187.8,,,,0.0,,,,,7.0,,,,0.0,,,,,1.53,,,,0.49,0.49,4227543.0,313683690.6,,314.3,0.49,22.67,0.4245,59.49,0.0109
2017-11-06,46118.0,3424261.5,0.17,2.0,0.14,3.45,0.0,2237672.25,21080.0,30137.0,1565190.0,,,471.0,,,,,,,,,,,471.0,,,,1.56,,,,0.5,0.5,4215286.0,312984985.5,,313.04,0.5,22.72,0.4238,59.4,0.0109
